origin,h,target,as_of_utc,mm_forecast,model,value_food,contribution_food,weight_food,mm_actual,yy_actual,yy_exante,cumulative_log_forecast,cumulative_log_actual
2019-02,2,2019-04,2019-03-10T22:59:00+00:00,,FOOD_COST_R12,,,0.177627679,0.0930232558139509,2.769818529130847,,,0.2791998091031148
2019-02,3,2019-05,2019-03-10T22:59:00+00:00,,FOOD_COST_R12,,,0.177627679,0.6505576208178487,2.9467680608364977,,,0.9276504370292084
2019-02,4,2019-06,2019-03-10T22:59:00+00:00,0.13680662959063777,FOOD_COST_R12,-0.21387275144413445,-0.037989720440365506,0.177627679,0.1846722068328699,2.7462121212121224,,,1.112152334386138
2019-02,5,2019-07,2019-03-10T22:59:00+00:00,0.27386381781646785,FOOD_COST_R12,-0.3915651096521087,-0.06955280160488457,0.177627679,0.3686635944700533,2.9300567107750517,,,1.4801380302261997
2019-02,6,2019-08,2019-03-10T22:59:00+00:00,-0.07795722158723453,FOOD_COST_R12,-0.7132646649707018,-0.12669554695145838,0.177627679,0.0918273645546419,2.9272898961284195,,,1.571923259249096
2019-02,7,2019-09,2019-03-10T22:59:00+00:00,-0.13299900497328096,FOOD_COST_R12,0.09840986666370928,0.017480316206174153,0.177627679,-0.5504587155963248,2.6515151515151705,,,1.019943936889315
2019-02,8,2019-10,2019-03-10T22:59:00+00:00,0.36626870852646776,FOOD_COST_R12,0.36380907122618805,0.06462256092105347,0.177627679,0.4612546125461358,2.735849056603792,,,1.4801380302262204
2019-02,9,2019-11,2019-03-10T22:59:00+00:00,0.1457695529858322,FOOD_COST_R12,0.14461836504067802,0.025688224522950377,0.177627679,0.2754820936639035,3.116147308781873,,,1.7552413674152
2019-02,10,2019-12,2019-03-10T22:59:00+00:00,0.13143958142285966,FOOD_COST_R12,0.5662392336754468,0.10057976083650827,0.177627679,0.1831501831501825,3.207547169811327,,,1.938224035122816
2019-02,11,2020-01,2019-03-10T22:59:00+00:00,0.8697269806535383,FOOD_COST_R12,0.9459291480904346,0.16802319907375118,0.177627679,1.4625228519195457,3.6414565826330487,,,3.3901551675681305
2019-02,12,2020-02,2019-03-10T22:59:00+00:00,0.30671166583592385,FOOD_COST_R12,0.1211606367992945,0.02152148270082067,0.177627679,0.2702702702702675,3.7278657968313063,,,3.660060864484629
2019-02,0,2019-02,2019-03-10T22:59:00+00:00,0.31775488058818213,DIRECT_MONTHLY_R12,,,,0.1867413632119507,2.6794258373205744,2.8136990211578414,0.0,0.0
2019-02,1,2019-03,2019-03-10T22:59:00+00:00,0.15195499522308903,DIRECT_MONTHLY_R12,,,,0.1863932898415576,2.969348659003822,3.0685597733341545,0.1518396604434123,0.18621979310646208
2019-02,2,2019-04,2019-03-10T22:59:00+00:00,0.25802194546897805,DIRECT_MONTHLY_R12,,,,0.0930232558139509,2.769818529130847,3.0384118859513043,0.4095293007813765,0.2791998091031148
2019-02,3,2019-05,2019-03-10T22:59:00+00:00,0.23657512495686364,DIRECT_MONTHLY_R12,,,,0.6505576208178487,2.9467680608364977,2.7912902748026474,0.6458250273607743,0.9276504370292084
2019-02,4,2019-06,2019-03-10T22:59:00+00:00,0.18723891703511136,DIRECT_MONTHLY_R12,,,,0.1846722068328699,2.7462121212121224,2.5936655902865855,0.8328888708387799,1.112152334386138
2019-02,5,2019-07,2019-03-10T22:59:00+00:00,0.1834841144624986,DIRECT_MONTHLY_R12,,,,0.3686635944700533,2.9300567107750517,2.587613945707513,1.0162048588254802,1.4801380302261997
2019-02,6,2019-08,2019-03-10T22:59:00+00:00,-0.06584062048020006,DIRECT_MONTHLY_R12,,,,0.0918273645546419,2.9272898961284195,2.423261248678474,0.9503425538901116,1.571923259249096
2019-02,7,2019-09,2019-03-10T22:59:00+00:00,-0.15657378659841406,DIRECT_MONTHLY_R12,,,,-0.5504587155963248,2.6515151515151705,2.55341285333778,0.7936460624393002,1.019943936889315
2019-02,8,2019-10,2019-03-10T22:59:00+00:00,0.25297421858691005,DIRECT_MONTHLY_R12,,,,0.4612546125461358,2.735849056603792,2.4248735422956784,1.0463008398722853,1.4801380302262204
2019-02,9,2019-11,2019-03-10T22:59:00+00:00,0.05944949149443917,DIRECT_MONTHLY_R12,,,,0.2754820936639035,3.116147308781873,2.5825405904695122,1.1057326671570382,1.7552413674152
2019-02,10,2019-12,2019-03-10T22:59:00+00:00,0.2720431670230387,DIRECT_MONTHLY_R12,,,,0.1831501831501825,3.207547169811327,2.7645701285698947,1.3774064664978378,1.938224035122816
2019-02,11,2020-01,2019-03-10T22:59:00+00:00,0.8864815635560259,DIRECT_MONTHLY_R12,,,,1.4625228519195457,3.6414565826330487,2.6107307585666777,2.2599818503098694,3.3901551675681305
2019-02,12,2020-02,2019-03-10T22:59:00+00:00,0.21016438464833095,DIRECT_MONTHLY_R12,,,,0.2702702702702675,3.7278657968313063,2.500681052767282,2.469925698553923,3.660060864484629
2019-02,0,2019-02,2019-03-10T22:59:00+00:00,0.31775488058818213,DIRECT_CUMULATIVE_R12,,,,0.1867413632119507,2.6794258373205744,2.8136990211578414,0.0,0.0
2019-02,1,2019-03,2019-03-10T22:59:00+00:00,0.15195499522308903,DIRECT_CUMULATIVE_R12,,,,0.1863932898415576,2.969348659003822,3.0685597733341545,0.1518396604434123,0.18621979310646208
2019-02,2,2019-04,2019-03-10T22:59:00+00:00,0.2580369438594248,DIRECT_CUMULATIVE_R12,,,,0.0930232558139509,2.769818529130847,3.0384273002822724,0.4095442605711608,0.2791998091031148
2019-02,3,2019-05,2019-03-10T22:59:00+00:00,0.23651934182846043,DIRECT_CUMULATIVE_R12,,,,0.6505576208178487,2.9467680608364977,2.791248447291222,0.6457843356642066,0.9276504370292084
2019-02,4,2019-06,2019-03-10T22:59:00+00:00,0.1871842058368544,DIRECT_CUMULATIVE_R12,,,,0.1846722068328699,2.7462121212121224,2.5935678178922044,0.8327935701782495,1.112152334386138
2019-02,5,2019-07,2019-03-10T22:59:00+00:00,0.18331767075628072,DIRECT_CUMULATIVE_R12,,,,0.3686635944700533,2.9300567107750517,2.5873457413425145,1.0159434191591512,1.4801380302261997
2019-02,6,2019-08,2019-03-10T22:59:00+00:00,-0.06599879717234254,DIRECT_CUMULATIVE_R12,,,,0.0918273645546419,2.9272898961284195,2.4228313579547787,0.9499228331932458,1.571923259249096
2019-02,7,2019-09,2019-03-10T22:59:00+00:00,-0.15687430250197135,DIRECT_CUMULATIVE_R12,,,,-0.5504587155963248,2.6515151515151705,2.552673745021902,0.7929253541188998,1.019943936889315
2019-02,8,2019-10,2019-03-10T22:59:00+00:00,0.25250202297576513,DIRECT_CUMULATIVE_R12,,,,0.4612546125461358,2.735849056603792,2.423652938501,1.045109126350434,1.4801380302262204
2019-02,9,2019-11,2019-03-10T22:59:00+00:00,0.059242842403465695,DIRECT_CUMULATIVE_R12,,,,0.2754820936639035,3.116147308781873,2.581106250333274,1.1043344271097897,1.7552413674152
2019-02,10,2019-12,2019-03-10T22:59:00+00:00,0.27272365137460386,DIRECT_CUMULATIVE_R12,,,,0.1831501831501825,3.207547169811327,2.7638306330810436,1.3766868623106654,1.938224035122816
2019-02,11,2020-01,2019-03-10T22:59:00+00:00,0.887196014272832,DIRECT_CUMULATIVE_R12,,,,1.4625228519195457,3.6414565826330487,2.6107190262615663,2.2599704165098213,3.3901551675681305
2019-02,12,2020-02,2019-03-10T22:59:00+00:00,0.21135859007212038,DIRECT_CUMULATIVE_R12,,,,0.2702702702702675,3.7278657968313063,2.5018908344367445,2.4711059585461173,3.660060864484629
2019-03,0,2019-03,2019-04-09T21:59:00+00:00,0.0994602395416571,FOOD_TREND_R12,,,,0.1863932898415576,2.969348659003822,2.8800008017511463,0.0,0.0
2019-03,1,2019-04,2019-04-09T21:59:00+00:00,0.34301094895950196,FOOD_TREND_R12,0.11497550720452754,0.020422832486588008,0.177627679,0.0930232558139509,2.769818529130847,2.937094221029207,0.34242400820172825,0.09298001599665273
2019-03,2,2019-05,2019-04-09T21:59:00+00:00,,FOOD_TREND_R12,,,0.177627679,0.6505576208178487,2.9467680608364977,,,0.7414306439227463
2019-03,3,2019-06,2019-04-09T21:59:00+00:00,,FOOD_TREND_R12,,,0.177627679,0.1846722068328699,2.7462121212121224,,,0.925932541279676
2019-03,4,2019-07,2019-04-09T21:59:00+00:00,0.29458517808774465,FOOD_TREND_R12,-0.26075738807618326,-0.04631772962607471,0.177627679,0.3686635944700533,2.9300567107750517,,,1.2939182371197377
2019-03,5,2019-08,2019-04-09T21:59:00+00:00,-0.05033552322704059,FOOD_TREND_R12,-0.5948022646633787,-0.10565334573609968,0.177627679,0.0918273645546419,2.9272898961284195,,,1.3857034661426337
2019-03,6,2019-09,2019-04-09T21:59:00+00:00,-0.18307713089798672,FOOD_TREND_R12,0.20830118815223148,0.03700005658442318,0.177627679,-0.5504587155963248,2.6515151515151705,,,0.8337241437828525
2019-03,7,2019-10,2019-04-09T21:59:00+00:00,0.3111523048381825,FOOD_TREND_R12,0.46640081133084405,0.08284569360041473,0.177627679,0.4612546125461358,2.735849056603792,,,1.293918237119758
2019-03,8,2019-11,2019-04-09T21:59:00+00:00,0.0732929726440397,FOOD_TREND_R12,0.24097467699090766,0.04280377257166963,0.177627679,0.2754820936639035,3.116147308781873,,,1.5690215743087381
2019-03,9,2019-12,2019-04-09T21:59:00+00:00,0.11756106989542181,FOOD_TREND_R12,0.6582101585957896,0.11691634276559201,0.177627679,0.1831501831501825,3.207547169811327,,,1.752004242016354
2019-03,10,2020-01,2019-04-09T21:59:00+00:00,0.864621911602179,FOOD_TREND_R12,1.0344304512383464,0.18374348014039016,0.177627679,1.4625228519195457,3.6414565826330487,,,3.2039353744616688
2019-03,11,2020-02,2019-04-09T21:59:00+00:00,0.24900418535619046,FOOD_TREND_R12,0.32591523667815614,0.05789156704187655,0.177627679,0.2702702702702675,3.7278657968313063,,,3.473841071378167
2019-03,12,2020-03,2019-04-09T21:59:00+00:00,0.00529170907882541,FOOD_TREND_R12,-0.3345679577432018,-0.05942852980169502,0.177627679,-0.0898472596585708,3.4418604651162905,,,3.3839534248764616
2019-03,0,2019-03,2019-04-09T21:59:00+00:00,0.0994602395416571,FOOD_COST_R12,,,,0.1863932898415576,2.969348659003822,2.8800008017511463,0.0,0.0
2019-03,1,2019-04,2019-04-09T21:59:00+00:00,0.34301094895950196,FOOD_COST_R12,0.11497550720452754,0.020422832486588008,0.177627679,0.0930232558139509,2.769818529130847,2.937094221029207,0.34242400820172825,0.09298001599665273
2019-03,2,2019-05,2019-04-09T21:59:00+00:00,,FOOD_COST_R12,,,0.177627679,0.6505576208178487,2.9467680608364977,,,0.7414306439227463
2019-03,3,2019-06,2019-04-09T21:59:00+00:00,,FOOD_COST_R12,,,0.177627679,0.1846722068328699,2.7462121212121224,,,0.925932541279676
2019-03,4,2019-07,2019-04-09T21:59:00+00:00,0.28685155690277586,FOOD_COST_R12,-0.30429576693981064,-0.0540513508110435,0.177627679,0.3686635944700533,2.9300567107750517,,,1.2939182371197377
2019-03,5,2019-08,2019-04-09T21:59:00+00:00,-0.0564534200573041,FOOD_COST_R12,-0.6292445141185636,-0.1117712425663632,0.177627679,0.0918273645546419,2.9272898961284195,,,1.3857034661426337
2019-03,6,2019-09,2019-04-09T21:59:00+00:00,-0.1879723140631645,FOOD_COST_R12,0.18074251490526652,0.0321048734192454,0.177627679,-0.5504587155963248,2.6515151515151705,,,0.8337241437828525
2019-03,7,2019-10,2019-04-09T21:59:00+00:00,0.30725687774805466,FOOD_COST_R12,0.44447051807892457,0.07895026651028692,0.177627679,0.4612546125461358,2.735849056603792,,,1.293918237119758
2019-03,8,2019-11,2019-04-09T21:59:00+00:00,0.07020803802362717,FOOD_COST_R12,0.22360725634014,0.03971883795125711,0.177627679,0.2754820936639035,3.116147308781873,,,1.5690215743087381
2019-03,9,2019-12,2019-04-09T21:59:00+00:00,0.11510232020985771,FOOD_COST_R12,0.6443680046060158,0.11445759308002791,0.177627679,0.1831501831501825,3.207547169811327,,,1.752004242016354
2019-03,10,2020-01,2019-04-09T21:59:00+00:00,0.8626630789262962,FOOD_COST_R12,1.0234027066497184,0.18178464746450737,0.177627679,1.4625228519195457,3.6414565826330487,,,3.2039353744616688
2019-03,11,2020-02,2019-04-09T21:59:00+00:00,0.24746034414212517,FOOD_COST_R12,0.3172237916130811,0.056347725827811265,0.177627679,0.2702702702702675,3.7278657968313063,,,3.473841071378167
2019-03,12,2020-03,2019-04-09T21:59:00+00:00,0.004074417540621444,FOOD_COST_R12,-0.3414210087150831,-0.06064582133989898,0.177627679,-0.0898472596585708,3.4418604651162905,,,3.3839534248764616
2019-03,0,2019-03,2019-04-09T21:59:00+00:00,0.09946023954165717,DIRECT_MONTHLY_R12,,,,0.1863932898415576,2.969348659003822,2.8800008017511463,0.0,0.0
2019-03,1,2019-04,2019-04-09T21:59:00+00:00,0.24718117927680516,DIRECT_MONTHLY_R12,,,,0.0930232558139509,2.769818529130847,2.8387870450961965,0.24687618908204673,0.09298001599665273
2019-03,2,2019-05,2019-04-09T21:59:00+00:00,0.22971413467620813,DIRECT_MONTHLY_R12,,,,0.6505576208178487,2.9467680608364977,2.585121978885127,0.47632688420136854,0.7414306439227463
2019-03,3,2019-06,2019-04-09T21:59:00+00:00,0.18468155759434354,DIRECT_MONTHLY_R12,,,,0.1846722068328699,2.7462121212121224,2.3852801369096768,0.6608381150829096,0.925932541279676
2019-03,4,2019-07,2019-04-09T21:59:00+00:00,0.18633614622799546,DIRECT_MONTHLY_R12,,,,0.3686635944700533,2.9300567107750517,2.3821553250150584,0.8470008708732428,1.2939182371197377
2019-03,5,2019-08,2019-04-09T21:59:00+00:00,-0.06839245607517246,DIRECT_MONTHLY_R12,,,,0.0918273645546419,2.9272898961284195,2.2155216301804477,0.7785850164887699,1.3857034661426337
2019-03,6,2019-09,2019-04-09T21:59:00+00:00,-0.17164751213100943,DIRECT_MONTHLY_R12,,,,-0.5504587155963248,2.6515151515151705,2.329957796285669,0.6067900212240742,0.8337241437828525
2019-03,7,2019-10,2019-04-09T21:59:00+00:00,0.24324588992991997,DIRECT_MONTHLY_R12,,,,0.4612546125461358,2.735849056603792,2.191781132743872,0.8497405472159502,1.293918237119758
2019-03,8,2019-11,2019-04-09T21:59:00+00:00,0.06960800917863655,DIRECT_MONTHLY_R12,,,,0.2754820936639035,3.116147308781873,2.3594803446294925,0.9193243412563433,1.5690215743087381
2019-03,9,2019-12,2019-04-09T21:59:00+00:00,0.2712350659197797,DIRECT_MONTHLY_R12,,,,0.1831501831501825,3.207547169811327,2.540287681496057,1.1901922286659292,1.752004242016354
2019-03,10,2020-01,2019-04-09T21:59:00+00:00,0.871672441439235,DIRECT_MONTHLY_R12,,,,1.4625228519195457,3.6414565826330487,2.3717547126269523,2.0580875394802476,3.2039353744616688
2019-03,11,2020-02,2019-04-09T21:59:00+00:00,0.21575157604758177,DIRECT_MONTHLY_R12,,,,0.2702702702702675,3.7278657968313063,2.4013976209814984,2.273606706039717,3.473841071378167
2019-03,12,2020-03,2019-04-09T21:59:00+00:00,0.1379161605137915,DIRECT_MONTHLY_R12,,,,-0.0898472596585708,3.4418604651162905,2.440737893595606,2.4114278495693386,3.3839534248764616
2019-03,0,2019-03,2019-04-09T21:59:00+00:00,0.09946023954165717,DIRECT_CUMULATIVE_R12,,,,0.1863932898415576,2.969348659003822,2.8800008017511463,0.0,0.0
2019-03,1,2019-04,2019-04-09T21:59:00+00:00,0.24718117927680516,DIRECT_CUMULATIVE_R12,,,,0.0930232558139509,2.769818529130847,2.8387870450961965,0.24687618908204673,0.09298001599665273
2019-03,2,2019-05,2019-04-09T21:59:00+00:00,0.2297003709243689,DIRECT_CUMULATIVE_R12,,,,0.6505576208178487,2.9467680608364977,2.585107891683807,0.476313151993407,0.7414306439227463
2019-03,3,2019-06,2019-04-09T21:59:00+00:00,0.1846830025410759,DIRECT_CUMULATIVE_R12,,,,0.1846722068328699,2.7462121212121224,2.3852675538364436,0.6608258251580391,0.925932541279676
2019-03,4,2019-07,2019-04-09T21:59:00+00:00,0.1862449260701763,DIRECT_CUMULATIVE_R12,,,,0.3686635944700533,2.9300567107750517,2.3820495228752057,0.8468975304090909,1.2939182371197377
2019-03,5,2019-08,2019-04-09T21:59:00+00:00,-0.06845531885354597,DIRECT_CUMULATIVE_R12,,,,0.0918273645546419,2.9272898961284195,2.2153517008141583,0.7784187702036363,1.3857034661426337
2019-03,6,2019-09,2019-04-09T21:59:00+00:00,-0.17189412141229732,DIRECT_CUMULATIVE_R12,,,,-0.5504587155963248,2.6515151515151705,2.329534888014285,0.606376741325998,0.8337241437828525
2019-03,7,2019-10,2019-04-09T21:59:00+00:00,0.24283055700243789,DIRECT_CUMULATIVE_R12,,,,0.4612546125461358,2.735849056603792,2.190935391079481,0.8489129413608367,1.293918237119758
2019-03,8,2019-11,2019-04-09T21:59:00+00:00,0.06895646452078989,DIRECT_CUMULATIVE_R12,,,,0.2754820936639035,3.116147308781873,2.3579667667771873,0.9178456418355672,1.5690215743087381
2019-03,9,2019-12,2019-04-09T21:59:00+00:00,0.27090035913434346,DIRECT_CUMULATIVE_R12,,,,0.1831501831501825,3.207547169811327,2.5384291542129342,1.188379727289043,1.752004242016354
2019-03,10,2020-01,2019-04-09T21:59:00+00:00,0.87165953001468,DIRECT_CUMULATIVE_R12,,,,1.4625228519195457,3.6414565826330487,2.3698861367831636,2.0562622382507674,3.2039353744616688
2019-03,11,2020-02,2019-04-09T21:59:00+00:00,0.2165117902928569,DIRECT_CUMULATIVE_R12,,,,0.2702702702702675,3.7278657968313063,2.4003052839582093,2.2725399795351944,3.473841071378167
2019-03,12,2020-03,2019-04-09T21:59:00+00:00,0.13881642731025465,DIRECT_CUMULATIVE_R12,,,,-0.0898472596585708,3.4418604651162905,2.4405660968804064,2.4112601459166836,3.3839534248764616
2019-04,0,2019-04,2019-05-12T21:59:00+00:00,0.3871075486743048,FOOD_TREND_R12,,,,0.0930232558139509,2.769818529130847,3.0717675404249056,0.0,0.0
2019-04,1,2019-05,2019-05-12T21:59:00+00:00,0.22612644035728488,FOOD_TREND_R12,0.382570594740914,0.06795512679747816,0.177627679,0.6505576208178487,2.9467680608364977,2.8138474735438552,0.22587115928837312,0.6484506279260935
2019-04,2,2019-06,2019-05-12T21:59:00+00:00,0.1491157529835127,FOOD_TREND_R12,0.024592297653960205,0.004368272753550097,0.177627679,0.1846722068328699,2.7462121212121224,2.577131998510301,0.374875845131639,0.8329525252830231
2019-04,3,2019-07,2019-05-12T21:59:00+00:00,,FOOD_TREND_R12,,,0.177627679,0.3686635944700533,2.9300567107750517,,,1.200938221123085
2019-04,4,2019-08,2019-05-12T21:59:00+00:00,-0.0277062005833981,FOOD_TREND_R12,-0.5535281013109558,-0.09832191189714193,0.177627679,0.0918273645546419,2.9272898961284195,,,1.2927234501459808
2019-04,5,2019-09,2019-05-12T21:59:00+00:00,-0.1908124110424242,FOOD_TREND_R12,0.24990880914928046,0.04439072173084065,0.177627679,-0.5504587155963248,2.6515151515151705,,,0.7407441277861999
2019-04,6,2019-10,2019-05-12T21:59:00+00:00,0.2614307299782419,FOOD_TREND_R12,0.5081155982130878,0.09025539437428734,0.177627679,0.4612546125461358,2.735849056603792,,,1.2009382211231054
2019-04,7,2019-11,2019-05-12T21:59:00+00:00,0.01604166055913002,FOOD_TREND_R12,0.2825958643903816,0.050196847486662234,0.177627679,0.2754820936639035,3.116147308781873,,,1.4760415583120852
2019-04,8,2019-12,2019-05-12T21:59:00+00:00,0.0718517000415893,FOOD_TREND_R12,0.7000045868902722,0.12434019005867289,0.177627679,0.1831501831501825,3.207547169811327,,,1.6590242260197012
2019-04,9,2020-01,2019-05-12T21:59:00+00:00,0.7242324159660303,FOOD_TREND_R12,1.0763810904570947,0.1911950748173828,0.177627679,1.4625228519195457,3.6414565826330487,,,3.110955358465016
2019-04,10,2020-02,2019-05-12T21:59:00+00:00,0.13823245033597925,FOOD_TREND_R12,0.3675716923595274,0.0652909065799249,0.177627679,0.2702702702702675,3.7278657968313063,,,3.3808610553815144
2019-04,11,2020-03,2019-05-12T21:59:00+00:00,-0.10096545511419004,FOOD_TREND_R12,-0.23683150659205118,-0.042067830830019255,0.177627679,-0.0898472596585708,3.4418604651162905,,,3.290973408879809
2019-04,12,2020-04,2019-05-12T21:59:00+00:00,0.20855003638814223,FOOD_TREND_R12,-0.26657605929954736,-0.04735128669034497,0.177627679,-0.1798561151079125,3.159851301115256,,,3.1109553584650236
2019-04,0,2019-04,2019-05-12T21:59:00+00:00,0.3871075486743048,FOOD_COST_R12,,,,0.0930232558139509,2.769818529130847,3.0717675404249056,0.0,0.0
2019-04,1,2019-05,2019-05-12T21:59:00+00:00,0.22612644035728488,FOOD_COST_R12,0.382570594740914,0.06795512679747816,0.177627679,0.6505576208178487,2.9467680608364977,2.8138474735438552,0.22587115928837312,0.6484506279260935
2019-04,2,2019-06,2019-05-12T21:59:00+00:00,0.1491157529835127,FOOD_COST_R12,0.024592297653960205,0.004368272753550097,0.177627679,0.1846722068328699,2.7462121212121224,2.577131998510301,0.374875845131639,0.8329525252830231
2019-04,3,2019-07,2019-05-12T21:59:00+00:00,,FOOD_COST_R12,,,0.177627679,0.3686635944700533,2.9300567107750517,,,1.200938221123085
2019-04,4,2019-08,2019-05-12T21:59:00+00:00,-0.030857953723657634,FOOD_COST_R12,-0.571271693739811,-0.10147366503740146,0.177627679,0.0918273645546419,2.9272898961284195,,,1.2927234501459808
2019-04,5,2019-09,2019-05-12T21:59:00+00:00,-0.1933342158125285,FOOD_COST_R12,0.23571167059350218,0.041868916960736344,0.177627679,-0.5504587155963248,2.6515151515151705,,,0.7407441277861999
2019-04,6,2019-10,2019-05-12T21:59:00+00:00,0.25942398761586866,FOOD_COST_R12,0.49681813391208063,0.08824865201191408,0.177627679,0.4612546125461358,2.735849056603792,,,1.2009382211231054
2019-04,7,2019-11,2019-05-12T21:59:00+00:00,0.014452463476238055,FOOD_COST_R12,0.2736490769761748,0.04860765040377027,0.177627679,0.2754820936639035,3.116147308781873,,,1.4760415583120852
2019-04,8,2019-12,2019-05-12T21:59:00+00:00,0.07058509169072444,FOOD_COST_R12,0.6928738944329055,0.12307358170780804,0.177627679,0.1831501831501825,3.207547169811327,,,1.6590242260197012
2019-04,9,2020-01,2019-05-12T21:59:00+00:00,0.7232233434413743,FOOD_COST_R12,1.0707002611497662,0.19018600229272686,0.177627679,1.4625228519195457,3.6414565826330487,,,3.110955358465016
2019-04,10,2020-02,2019-05-12T21:59:00+00:00,0.1374371607421151,FOOD_COST_R12,0.36309440819783917,0.06449561698606075,0.177627679,0.2702702702702675,3.7278657968313063,,,3.3808610553815144
2019-04,11,2020-03,2019-05-12T21:59:00+00:00,-0.10159287861760746,FOOD_COST_R12,-0.24036374608844982,-0.042695254333436676,0.177627679,-0.0898472596585708,3.4418604651162905,,,3.290973408879809
2019-04,12,2020-04,2019-05-12T21:59:00+00:00,0.20805219668071628,FOOD_COST_R12,-0.26937877400160654,-0.04784912639777091,0.177627679,-0.1798561151079125,3.159851301115256,,,3.1109553584650236
2019-04,0,2019-04,2019-05-12T21:59:00+00:00,0.38710754867430486,DIRECT_MONTHLY_R12,,,,0.0930232558139509,2.769818529130847,3.0717675404249056,0.0,0.0
2019-04,1,2019-05,2019-05-12T21:59:00+00:00,0.23903223958878952,DIRECT_MONTHLY_R12,,,,0.6505576208178487,2.9467680608364977,2.827086485374785,0.23874701196453782,0.6484506279260935
2019-04,2,2019-06,2019-05-12T21:59:00+00:00,0.19362369679512864,DIRECT_MONTHLY_R12,,,,0.1846722068328699,2.7462121212121224,2.635933394218081,0.4321834996949865,0.8329525252830231
2019-04,3,2019-07,2019-05-12T21:59:00+00:00,0.1895560524124437,DIRECT_MONTHLY_R12,,,,0.3686635944700533,2.9300567107750517,2.636099465898074,0.6215601213345442,1.200938221123085
2019-04,4,2019-08,2019-05-12T21:59:00+00:00,-0.06802418640739163,DIRECT_MONTHLY_R12,,,,0.0918273645546419,2.9272898961284195,2.4694300809670606,0.5535127879798603,1.2927234501459808
2019-04,5,2019-09,2019-05-12T21:59:00+00:00,-0.16521539971157062,DIRECT_MONTHLY_R12,,,,-0.5504587155963248,2.6515151515151705,2.5907601854382203,0.38816075711557263,0.7407441277861999
2019-04,6,2019-10,2019-05-12T21:59:00+00:00,0.242574574088938,DIRECT_MONTHLY_R12,,,,0.4612546125461358,2.735849056603792,2.451545249974857,0.6304415940098052,1.2009382211231054
2019-04,7,2019-11,2019-05-12T21:59:00+00:00,0.05994809830675396,DIRECT_MONTHLY_R12,,,,0.2754820936639035,3.116147308781873,2.6097646678190554,0.6903717306222105,1.4760415583120852
