origin,h,target,as_of_utc,mm_forecast,model,value_food,contribution_food,weight_food
2021-02,12,2022-02,2021-03-09T22:59:00+00:00,0.22019670145637804,DIRECT_CUMULATIVE_R12,,,
2021-03,0,2021-03,2021-04-12T21:59:00+00:00,0.1519100744195733,FOOD_TREND_R12,,,
2021-03,1,2021-04,2021-04-12T21:59:00+00:00,0.19846833947677275,FOOD_TREND_R12,-0.34752391985015496,-0.061572305842611634,0.177174296
2021-03,2,2021-05,2021-04-12T21:59:00+00:00,0.2829941237079811,FOOD_TREND_R12,0.39814986123845064,0.07054192136742019,0.177174296
2021-03,3,2021-06,2021-04-12T21:59:00+00:00,0.1971459165078859,FOOD_TREND_R12,-0.00441441904689735,-0.000782121586883029,0.177174296
2021-03,4,2021-07,2021-04-12T21:59:00+00:00,0.22702100489428967,FOOD_TREND_R12,-0.6995116901033696,-0.12393549123783468,0.177174296
2021-03,5,2021-08,2021-04-12T21:59:00+00:00,-0.051673918801600466,FOOD_TREND_R12,-0.6479863449546213,-0.11480652448494819,0.177174296
2021-03,6,2021-09,2021-04-12T21:59:00+00:00,-0.42143623115221035,FOOD_TREND_R12,-0.330769180682304,-0.05860379672588401,0.177174296
2021-03,7,2021-10,2021-04-12T21:59:00+00:00,0.28151261016712226,FOOD_TREND_R12,0.4730377538716594,0.08381013102363254,0.177174296
2021-03,8,2021-11,2021-04-12T21:59:00+00:00,0.0381979553424252,FOOD_TREND_R12,0.2468780170481748,0.04374043886838637,0.177174296
2021-03,9,2021-12,2021-04-12T21:59:00+00:00,0.034680565280464044,FOOD_TREND_R12,0.21148686400129052,0.03747003624267639,0.177174296
2021-03,10,2022-01,2021-04-12T21:59:00+00:00,0.9306635687252629,FOOD_TREND_R12,1.4917937634395548,0.26430750981459367,0.177174296
2021-03,11,2022-02,2021-04-12T21:59:00+00:00,0.1178564577137281,FOOD_TREND_R12,0.132099235528851,0.023404589056962365,0.177174296
2021-03,12,2022-03,2021-04-12T21:59:00+00:00,-0.10104479181257699,FOOD_TREND_R12,-0.15945181986237217,-0.028250763930034607,0.177174296
2021-03,0,2021-03,2021-04-12T21:59:00+00:00,0.1519100744195733,FOOD_COST_R12,,,
2021-03,1,2021-04,2021-04-12T21:59:00+00:00,0.19846833947677275,FOOD_COST_R12,-0.34752391985015496,-0.061572305842611634,0.177174296
2021-03,2,2021-05,2021-04-12T21:59:00+00:00,0.2829941237079811,FOOD_COST_R12,0.39814986123845064,0.07054192136742019,0.177174296
2021-03,3,2021-06,2021-04-12T21:59:00+00:00,0.1971459165078859,FOOD_COST_R12,-0.00441441904689735,-0.000782121586883029,0.177174296
2021-03,4,2021-07,2021-04-12T21:59:00+00:00,0.22225177593762271,FOOD_COST_R12,-0.7264299794057125,-0.12870472019450163,0.177174296
2021-03,5,2021-08,2021-04-12T21:59:00+00:00,-0.05546132839290076,FOOD_COST_R12,-0.6693630890806445,-0.11859393407624848,0.177174296
2021-03,6,2021-09,2021-04-12T21:59:00+00:00,-0.424451965032311,FOOD_COST_R12,-0.3477904639507339,-0.06161953060598466,0.177174296
2021-03,7,2021-10,2021-04-12T21:59:00+00:00,0.279099674403014,FOOD_COST_R12,0.4594187593640798,0.08139719525952424,0.177174296
2021-03,8,2021-11,2021-04-12T21:59:00+00:00,0.036287091141200836,FOOD_COST_R12,0.23609279456181387,0.041829574667162,0.177174296
2021-03,9,2021-12,2021-04-12T21:59:00+00:00,0.033164429972396256,FOOD_COST_R12,0.20292955437852342,0.0359539009346086,0.177174296
2021-03,10,2022-01,2021-04-12T21:59:00+00:00,0.9294448264451763,FOOD_COST_R12,1.4849149875245282,0.2630887675345071,0.177174296
2021-03,11,2022-02,2021-04-12T21:59:00+00:00,0.11690209387587536,FOOD_COST_R12,0.12671265373115762,0.022450225219109624,0.177174296
2021-03,12,2022-03,2021-04-12T21:59:00+00:00,-0.10180006955892924,FOOD_COST_R12,-0.16371472798958864,-0.029006041676386863,0.177174296
2021-03,0,2021-03,2021-04-12T21:59:00+00:00,0.15191007441957335,DIRECT_MONTHLY_R12,,,
2021-03,1,2021-04,2021-04-12T21:59:00+00:00,0.17322569722100134,DIRECT_MONTHLY_R12,,,
2021-03,2,2021-05,2021-04-12T21:59:00+00:00,0.2790545717631076,DIRECT_MONTHLY_R12,,,
2021-03,3,2021-06,2021-04-12T21:59:00+00:00,0.22252617298999955,DIRECT_MONTHLY_R12,,,
2021-03,4,2021-07,2021-04-12T21:59:00+00:00,0.22397275958818472,DIRECT_MONTHLY_R12,,,
2021-03,5,2021-08,2021-04-12T21:59:00+00:00,-0.04926004060171422,DIRECT_MONTHLY_R12,,,
2021-03,6,2021-09,2021-04-12T21:59:00+00:00,-0.26736312187924416,DIRECT_MONTHLY_R12,,,
2021-03,7,2021-10,2021-04-12T21:59:00+00:00,0.3078883541871013,DIRECT_MONTHLY_R12,,,
2021-03,8,2021-11,2021-04-12T21:59:00+00:00,0.035298893174311355,DIRECT_MONTHLY_R12,,,
2021-03,9,2021-12,2021-04-12T21:59:00+00:00,0.1776306373476992,DIRECT_MONTHLY_R12,,,
2021-03,10,2022-01,2021-04-12T21:59:00+00:00,0.9392446184488648,DIRECT_MONTHLY_R12,,,
2021-03,11,2022-02,2021-04-12T21:59:00+00:00,0.21825499679191002,DIRECT_MONTHLY_R12,,,
2021-03,12,2022-03,2021-04-12T21:59:00+00:00,0.0715038002137466,DIRECT_MONTHLY_R12,,,
2021-03,0,2021-03,2021-04-12T21:59:00+00:00,0.15191007441957335,DIRECT_CUMULATIVE_R12,,,
2021-03,1,2021-04,2021-04-12T21:59:00+00:00,0.17322569722100134,DIRECT_CUMULATIVE_R12,,,
2021-03,2,2021-05,2021-04-12T21:59:00+00:00,0.2790711337758083,DIRECT_CUMULATIVE_R12,,,
2021-03,3,2021-06,2021-04-12T21:59:00+00:00,0.22271965051243367,DIRECT_CUMULATIVE_R12,,,
2021-03,4,2021-07,2021-04-12T21:59:00+00:00,0.22419716836036638,DIRECT_CUMULATIVE_R12,,,
2021-03,5,2021-08,2021-04-12T21:59:00+00:00,-0.04909976171434008,DIRECT_CUMULATIVE_R12,,,
2021-03,6,2021-09,2021-04-12T21:59:00+00:00,-0.2676318895430796,DIRECT_CUMULATIVE_R12,,,
2021-03,7,2021-10,2021-04-12T21:59:00+00:00,0.30749939381474956,DIRECT_CUMULATIVE_R12,,,
2021-03,8,2021-11,2021-04-12T21:59:00+00:00,0.03520378514055384,DIRECT_CUMULATIVE_R12,,,
2021-03,9,2021-12,2021-04-12T21:59:00+00:00,0.17823333695392463,DIRECT_CUMULATIVE_R12,,,
2021-03,10,2022-01,2021-04-12T21:59:00+00:00,0.9402840514658561,DIRECT_CUMULATIVE_R12,,,
2021-03,11,2022-02,2021-04-12T21:59:00+00:00,0.21808744212582962,DIRECT_CUMULATIVE_R12,,,
2021-03,12,2022-03,2021-04-12T21:59:00+00:00,0.07117983012408025,DIRECT_CUMULATIVE_R12,,,
2021-04,0,2021-04,2021-05-10T21:59:00+00:00,0.256026468736474,FOOD_TREND_R12,,,
2021-04,1,2021-05,2021-05-10T21:59:00+00:00,0.31964218211136886,FOOD_TREND_R12,0.7747451607759859,0.13726492843989213,0.177174296
2021-04,2,2021-06,2021-05-10T21:59:00+00:00,0.2278612464349663,FOOD_TREND_R12,0.2511674120803369,0.044500409413475585,0.177174296
2021-04,3,2021-07,2021-05-10T21:59:00+00:00,0.12360014927430994,FOOD_TREND_R12,-0.7589096235145643,-0.13445927827381798,0.177174296
2021-04,4,2021-08,2021-05-10T21:59:00+00:00,-0.04690640572928717,FOOD_TREND_R12,-0.6297964399110161,-0.11158374086454058,0.177174296
2021-04,5,2021-09,2021-05-10T21:59:00+00:00,-0.379975499158883,FOOD_TREND_R12,-0.3125211978012797,-0.05537072320551848,0.177174296
2021-04,6,2021-10,2021-05-10T21:59:00+00:00,0.1987204692042041,FOOD_TREND_R12,0.49143290208205176,0.08706927845762445,0.177174296
2021-04,7,2021-11,2021-05-10T21:59:00+00:00,0.011512586586513059,FOOD_TREND_R12,0.26523175870840116,0.046992250126002846,0.177174296
2021-04,8,2021-12,2021-05-10T21:59:00+00:00,0.04835321503346254,FOOD_TREND_R12,0.22983412605743422,0.04072069948100117,0.177174296
2021-04,9,2022-01,2021-05-10T21:59:00+00:00,0.8352303756140872,FOOD_TREND_R12,1.5103754310207675,0.2675997036868011,0.177174296
2021-04,10,2022-02,2021-05-10T21:59:00+00:00,0.08480047090660997,FOOD_TREND_R12,0.15043196286777633,0.026652677116996412,0.177174296
2021-04,11,2022-03,2021-05-10T21:59:00+00:00,-0.09267930271724523,FOOD_TREND_R12,-0.10609844350959884,-0.018797917035508944,0.177174296
2021-04,12,2022-04,2021-05-10T21:59:00+00:00,0.1569877775031756,FOOD_TREND_R12,-0.3284537203950496,-0.05819355667957376,0.177174296
2021-04,0,2021-04,2021-05-10T21:59:00+00:00,0.256026468736474,FOOD_COST_R12,,,
2021-04,1,2021-05,2021-05-10T21:59:00+00:00,0.31964218211136886,FOOD_COST_R12,0.7747451607759859,0.13726492843989213,0.177174296
2021-04,2,2021-06,2021-05-10T21:59:00+00:00,0.2278612464349663,FOOD_COST_R12,0.2511674120803369,0.044500409413475585,0.177174296
2021-04,3,2021-07,2021-05-10T21:59:00+00:00,0.12360014927430994,FOOD_COST_R12,-0.7589096235145643,-0.13445927827381798,0.177174296
2021-04,4,2021-08,2021-05-10T21:59:00+00:00,-0.051998112213395085,FOOD_COST_R12,-0.6585348438390211,-0.1166754473486485,0.177174296
2021-04,5,2021-09,2021-05-10T21:59:00+00:00,-0.38402981350745036,FOOD_COST_R12,-0.3354043949698312,-0.05942503755408579,0.177174296
2021-04,6,2021-10,2021-05-10T21:59:00+00:00,0.1954765293228618,FOOD_COST_R12,0.4731235877256267,0.08382533857628215,0.177174296
2021-04,7,2021-11,2021-05-10T21:59:00+00:00,0.008943617071024479,FOOD_COST_R12,0.25073208480825154,0.04442328061051427,0.177174296
2021-04,8,2021-12,2021-05-10T21:59:00+00:00,0.04631491201728553,FOOD_COST_R12,0.21832961856286504,0.038682396464824145,0.177174296
2021-04,9,2022-01,2021-05-10T21:59:00+00:00,0.8335918849177932,FOOD_COST_R12,1.5011275280614467,0.26596121299050707,0.177174296
2021-04,10,2022-02,2021-05-10T21:59:00+00:00,0.08351741044548089,FOOD_COST_R12,0.14319016487508626,0.025369616655867337,0.177174296
2021-04,11,2022-03,2021-05-10T21:59:00+00:00,-0.09369506756271533,FOOD_COST_R12,-0.1118315823926234,-0.01981368188097905,0.177174296
2021-04,12,2022-04,2021-05-10T21:59:00+00:00,0.1561833542101382,FOOD_COST_R12,-0.33299401383037613,-0.05899797997261116,0.177174296
2021-04,0,2021-04,2021-05-10T21:59:00+00:00,0.256026468736474,DIRECT_MONTHLY_R12,,,
2021-04,1,2021-05,2021-05-10T21:59:00+00:00,0.2973317740798369,DIRECT_MONTHLY_R12,,,
2021-04,2,2021-06,2021-05-10T21:59:00+00:00,0.22681151682736386,DIRECT_MONTHLY_R12,,,
2021-04,3,2021-07,2021-05-10T21:59:00+00:00,0.21639674550370291,DIRECT_MONTHLY_R12,,,
2021-04,4,2021-08,2021-05-10T21:59:00+00:00,-0.0569537295028979,DIRECT_MONTHLY_R12,,,
2021-04,5,2021-09,2021-05-10T21:59:00+00:00,-0.2750001482079294,DIRECT_MONTHLY_R12,,,
2021-04,6,2021-10,2021-05-10T21:59:00+00:00,0.3010497166673832,DIRECT_MONTHLY_R12,,,
2021-04,7,2021-11,2021-05-10T21:59:00+00:00,0.017821571330124197,DIRECT_MONTHLY_R12,,,
2021-04,8,2021-12,2021-05-10T21:59:00+00:00,0.15795061961156226,DIRECT_MONTHLY_R12,,,
2021-04,9,2022-01,2021-05-10T21:59:00+00:00,0.9375452368597098,DIRECT_MONTHLY_R12,,,
2021-04,10,2022-02,2021-05-10T21:59:00+00:00,0.22665092662704292,DIRECT_MONTHLY_R12,,,
2021-04,11,2022-03,2021-05-10T21:59:00+00:00,0.08575874978900762,DIRECT_MONTHLY_R12,,,
2021-04,12,2022-04,2021-05-10T21:59:00+00:00,0.18056224381655864,DIRECT_MONTHLY_R12,,,
2021-04,0,2021-04,2021-05-10T21:59:00+00:00,0.256026468736474,DIRECT_CUMULATIVE_R12,,,
2021-04,1,2021-05,2021-05-10T21:59:00+00:00,0.2973317740798369,DIRECT_CUMULATIVE_R12,,,
2021-04,2,2021-06,2021-05-10T21:59:00+00:00,0.22683859097318765,DIRECT_CUMULATIVE_R12,,,
2021-04,3,2021-07,2021-05-10T21:59:00+00:00,0.21662355468405026,DIRECT_CUMULATIVE_R12,,,
2021-04,4,2021-08,2021-05-10T21:59:00+00:00,-0.0562754594559309,DIRECT_CUMULATIVE_R12,,,
2021-04,5,2021-09,2021-05-10T21:59:00+00:00,-0.27457817250522576,DIRECT_CUMULATIVE_R12,,,
2021-04,6,2021-10,2021-05-10T21:59:00+00:00,0.30135681775434714,DIRECT_CUMULATIVE_R12,,,
2021-04,7,2021-11,2021-05-10T21:59:00+00:00,0.017509456883536386,DIRECT_CUMULATIVE_R12,,,
2021-04,8,2021-12,2021-05-10T21:59:00+00:00,0.15785314269175105,DIRECT_CUMULATIVE_R12,,,
2021-04,9,2022-01,2021-05-10T21:59:00+00:00,0.9375341874275109,DIRECT_CUMULATIVE_R12,,,
2021-04,10,2022-02,2021-05-10T21:59:00+00:00,0.22708125438393925,DIRECT_CUMULATIVE_R12,,,
2021-04,11,2022-03,2021-05-10T21:59:00+00:00,0.08698720311901809,DIRECT_CUMULATIVE_R12,,,
2021-04,12,2022-04,2021-05-10T21:59:00+00:00,0.1801844974643631,DIRECT_CUMULATIVE_R12,,,
2021-05,0,2021-05,2021-06-09T21:59:00+00:00,0.5680138323904842,FOOD_TREND_R12,,,
2021-05,1,2021-06,2021-06-09T21:59:00+00:00,0.34668821615148687,FOOD_TREND_R12,-0.09634400653067514,-0.01706968153089177,0.177174296
2021-05,2,2021-07,2021-06-09T21:59:00+00:00,0.2268937978494887,FOOD_TREND_R12,-0.4851113974401181,-0.08594927032302913,0.177174296
2021-05,3,2021-08,2021-06-09T21:59:00+00:00,0.11022524030168934,FOOD_TREND_R12,-0.09816236797732913,-0.017391848440076234,0.177174296
2021-05,4,2021-09,2021-06-09T21:59:00+00:00,-0.28007292285363256,FOOD_TREND_R12,-0.17610614772358998,-0.03120148274419906,0.177174296
2021-05,5,2021-10,2021-06-09T21:59:00+00:00,0.30974312148619837,FOOD_TREND_R12,0.6289481047577758,0.11143343768099319,0.177174296
2021-05,6,2021-11,2021-06-09T21:59:00+00:00,0.24889620783654878,FOOD_TREND_R12,0.40243742160368634,0.07130156685668833,0.177174296
2021-05,7,2021-12,2021-06-09T21:59:00+00:00,0.1604464665008107,FOOD_TREND_R12,0.36699134987201704,0.06502143405166431,0.177174296
2021-05,8,2022-01,2021-06-09T21:59:00+00:00,0.8449294665176246,FOOD_TREND_R12,1.6492849822925402,0.2922109056410533,0.177174296
2021-05,9,2022-02,2021-06-09T21:59:00+00:00,0.1322191427372797,FOOD_TREND_R12,0.2874805306084174,0.0509341606242528,0.177174296
2021-05,10,2022-03,2021-06-09T21:59:00+00:00,-0.048467405886344815,FOOD_TREND_R12,0.0305990810644089,0.005421370645833578,0.177174296
2021-05,11,2022-04,2021-06-09T21:59:00+00:00,0.2280808315216437,FOOD_TREND_R12,0.0025553619192216054,0.00045274444906329684,0.177174296
2021-05,12,2022-05,2021-06-09T21:59:00+00:00,0.4231589134415584,FOOD_TREND_R12,0.6417592589519014,0.11370324490628485,0.177174296
2021-05,0,2021-05,2021-06-09T21:59:00+00:00,0.5680138323904842,FOOD_COST_R12,,,
2021-05,1,2021-06,2021-06-09T21:59:00+00:00,0.34668821615148687,FOOD_COST_R12,-0.09634400653067514,-0.01706968153089177,0.177174296
2021-05,2,2021-07,2021-06-09T21:59:00+00:00,0.2268937978494887,FOOD_COST_R12,-0.4851113974401181,-0.08594927032302913,0.177174296
2021-05,3,2021-08,2021-06-09T21:59:00+00:00,0.11022524030168934,FOOD_COST_R12,-0.09816236797732913,-0.017391848440076234,0.177174296
2021-05,4,2021-09,2021-06-09T21:59:00+00:00,-0.2798352079085693,FOOD_COST_R12,-0.17476444663923366,-0.030963767799135792,0.177174296
2021-05,5,2021-10,2021-06-09T21:59:00+00:00,0.3099333173109938,FOOD_COST_R12,0.6300216003442656,0.11162363350578862,0.177174296
2021-05,6,2021-11,2021-06-09T21:59:00+00:00,0.24904682639696757,FOOD_COST_R12,0.40328753679431645,0.07145218541710711,0.177174296
2021-05,7,2021-12,2021-06-09T21:59:00+00:00,0.1605659702225416,FOOD_COST_R12,0.3676658479478039,0.0651409377733952,0.177174296
2021-05,8,2022-01,2021-06-09T21:59:00+00:00,0.8450255284282394,FOOD_COST_R12,1.6498271710455565,0.2923069675516681,0.177174296
2021-05,9,2022-02,2021-06-09T21:59:00+00:00,0.13229436563205926,FOOD_COST_R12,0.28790510063058117,0.05100938351903238,0.177174296
2021-05,10,2022-03,2021-06-09T21:59:00+00:00,-0.04840785439121313,FOOD_COST_R12,0.03093519920612672,0.00548092214096526,0.177174296
2021-05,11,2022-04,2021-06-09T21:59:00+00:00,0.2281280843071707,FOOD_COST_R12,0.002822064181309148,0.0004999972345902646,0.177174296
2021-05,12,2022-05,2021-06-09T21:59:00+00:00,0.4231966577163901,FOOD_COST_R12,0.6419722936622616,0.11374098918111647,0.177174296
2021-05,0,2021-05,2021-06-09T21:59:00+00:00,0.5680138323904842,DIRECT_MONTHLY_R12,,,
2021-05,1,2021-06,2021-06-09T21:59:00+00:00,0.3011722143591631,DIRECT_MONTHLY_R12,,,
2021-05,2,2021-07,2021-06-09T21:59:00+00:00,0.2866446749945405,DIRECT_MONTHLY_R12,,,
2021-05,3,2021-08,2021-06-09T21:59:00+00:00,0.001454111173735004,DIRECT_MONTHLY_R12,,,
2021-05,4,2021-09,2021-06-09T21:59:00+00:00,-0.22277897820378822,DIRECT_MONTHLY_R12,,,
2021-05,5,2021-10,2021-06-09T21:59:00+00:00,0.349066431154876,DIRECT_MONTHLY_R12,,,
2021-05,6,2021-11,2021-06-09T21:59:00+00:00,0.08396240093153495,DIRECT_MONTHLY_R12,,,
2021-05,7,2021-12,2021-06-09T21:59:00+00:00,0.22096125197957453,DIRECT_MONTHLY_R12,,,
2021-05,8,2022-01,2021-06-09T21:59:00+00:00,0.9780494839007632,DIRECT_MONTHLY_R12,,,
2021-05,9,2022-02,2021-06-09T21:59:00+00:00,0.25585694295792777,DIRECT_MONTHLY_R12,,,
2021-05,10,2022-03,2021-06-09T21:59:00+00:00,0.12661644189309007,DIRECT_MONTHLY_R12,,,
2021-05,11,2022-04,2021-06-09T21:59:00+00:00,0.2683463996067897,DIRECT_MONTHLY_R12,,,
2021-05,12,2022-05,2021-06-09T21:59:00+00:00,0.3417240535338657,DIRECT_MONTHLY_R12,,,
2021-05,0,2021-05,2021-06-09T21:59:00+00:00,0.5680138323904842,DIRECT_CUMULATIVE_R12,,,
2021-05,1,2021-06,2021-06-09T21:59:00+00:00,0.3011722143591631,DIRECT_CUMULATIVE_R12,,,
2021-05,2,2021-07,2021-06-09T21:59:00+00:00,0.286677056964905,DIRECT_CUMULATIVE_R12,,,
2021-05,3,2021-08,2021-06-09T21:59:00+00:00,0.0010216058806790454,DIRECT_CUMULATIVE_R12,,,
2021-05,4,2021-09,2021-06-09T21:59:00+00:00,-0.22207811801227906,DIRECT_CUMULATIVE_R12,,,
2021-05,5,2021-10,2021-06-09T21:59:00+00:00,0.34960389554706295,DIRECT_CUMULATIVE_R12,,,
2021-05,6,2021-11,2021-06-09T21:59:00+00:00,0.08459619995217328,DIRECT_CUMULATIVE_R12,,,
2021-05,7,2021-12,2021-06-09T21:59:00+00:00,0.22167860364848488,DIRECT_CUMULATIVE_R12,,,
2021-05,8,2022-01,2021-06-09T21:59:00+00:00,0.9775248663723911,DIRECT_CUMULATIVE_R12,,,
2021-05,9,2022-02,2021-06-09T21:59:00+00:00,0.2553805751892686,DIRECT_CUMULATIVE_R12,,,
2021-05,10,2022-03,2021-06-09T21:59:00+00:00,0.12667991493074648,DIRECT_CUMULATIVE_R12,,,
2021-05,11,2022-04,2021-06-09T21:59:00+00:00,0.2689732242668869,DIRECT_CUMULATIVE_R12,,,
2021-05,12,2022-05,2021-06-09T21:59:00+00:00,0.3434766468428703,DIRECT_CUMULATIVE_R12,,,
2021-06,0,2021-06,2021-07-12T21:59:00+00:00,0.3296679179291987,FOOD_TREND_R12,,,
2021-06,1,2021-07,2021-07-12T21:59:00+00:00,0.17121544282991988,FOOD_TREND_R12,-0.5866236694106358,-0.10393463564476614,0.177174296
2021-06,2,2021-08,2021-07-12T21:59:00+00:00,0.09987526022316652,FOOD_TREND_R12,-0.13186692826082203,-0.02336343018029365,0.177174296
2021-06,3,2021-09,2021-07-12T21:59:00+00:00,-0.1760253520240434,FOOD_TREND_R12,-0.1024516356598493,-0.018151796422082297,0.177174296
2021-06,4,2021-10,2021-07-12T21:59:00+00:00,0.3173733777507618,FOOD_TREND_R12,0.46414010485757917,0.08223369632350777,0.177174296
2021-06,5,2021-11,2021-07-12T21:59:00+00:00,0.09721912428951462,FOOD_TREND_R12,0.2380003961929356,0.042167552643204445,0.177174296
2021-06,6,2021-12,2021-07-12T21:59:00+00:00,0.11301981948931053,FOOD_TREND_R12,0.20261237730089587,0.035897705309172606,0.177174296
2021-06,7,2022-01,2021-07-12T21:59:00+00:00,0.8820213985528016,FOOD_TREND_R12,1.4828058958593124,0.262715090703523,0.177174296
2021-06,8,2022-02,2021-07-12T21:59:00+00:00,0.20144939151724225,FOOD_TREND_R12,0.12323177920466467,0.021833503725413903,0.177174296
2021-06,9,2022-03,2021-07-12T21:59:00+00:00,0.05382901850605567,FOOD_TREND_R12,-0.1332289552398802,-0.02360474635144129,0.177174296
2021-06,10,2022-04,2021-07-12T21:59:00+00:00,0.2268431958624821,FOOD_TREND_R12,-0.16122674496466582,-0.028565235035486213,0.177174296
2021-06,11,2022-05,2021-07-12T21:59:00+00:00,0.349892847474263,FOOD_TREND_R12,0.31682106822041045,0.0561325497199192,0.177174296
2021-06,12,2022-06,2021-07-12T21:59:00+00:00,0.29213219297057663,FOOD_TREND_R12,-0.21123359491812418,-0.03742516347116783,0.177174296
2021-06,0,2021-06,2021-07-12T21:59:00+00:00,0.3296679179291987,FOOD_COST_R12,,,
2021-06,1,2021-07,2021-07-12T21:59:00+00:00,0.17121544282991988,FOOD_COST_R12,-0.5866236694106358,-0.10393463564476614,0.177174296
2021-06,2,2021-08,2021-07-12T21:59:00+00:00,0.09987526022316652,FOOD_COST_R12,-0.13186692826082203,-0.02336343018029365,0.177174296
2021-06,3,2021-09,2021-07-12T21:59:00+00:00,-0.1760253520240434,FOOD_COST_R12,-0.1024516356598493,-0.018151796422082297,0.177174296
2021-06,4,2021-10,2021-07-12T21:59:00+00:00,0.3211806681191056,FOOD_COST_R12,0.4856290592617994,0.08604098669185159,0.177174296
2021-06,5,2021-11,2021-07-12T21:59:00+00:00,0.10023410411285115,FOOD_COST_R12,0.2550174234446568,0.04518253246654096,0.177174296
2021-06,6,2021-12,2021-07-12T21:59:00+00:00,0.1154119238526387,FOOD_COST_R12,0.21611379605820913,0.03828980967250078,0.177174296
2021-06,7,2022-01,2021-07-12T21:59:00+00:00,0.8839442431129685,FOOD_COST_R12,1.4936587374033639,0.2646379352636899,0.177174296
2021-06,8,2022-02,2021-07-12T21:59:00+00:00,0.2029550915099757,FOOD_COST_R12,0.13173019024242297,0.02333920371814736,0.177174296
2021-06,9,2022-03,2021-07-12T21:59:00+00:00,0.05502102182065623,FOOD_COST_R12,-0.12650109831304607,-0.022412743036840727,0.177174296
2021-06,10,2022-04,2021-07-12T21:59:00+00:00,0.2277890177091606,FOOD_COST_R12,-0.15588837552828622,-0.02761941318880774,0.177174296
2021-06,11,2022-05,2021-07-12T21:59:00+00:00,0.3506471371081758,FOOD_COST_R12,0.3210783992833359,0.05688683935383195,0.177174296
2021-06,12,2022-06,2021-07-12T21:59:00+00:00,0.2927277190689822,FOOD_COST_R12,-0.2078723505849981,-0.03682963737276223,0.177174296
2021-06,0,2021-06,2021-07-12T21:59:00+00:00,0.3296679179291987,DIRECT_MONTHLY_R12,,,
2021-06,1,2021-07,2021-07-12T21:59:00+00:00,0.2644538112761359,DIRECT_MONTHLY_R12,,,
2021-06,2,2021-08,2021-07-12T21:59:00+00:00,-0.011645582109576506,DIRECT_MONTHLY_R12,,,
2021-06,3,2021-09,2021-07-12T21:59:00+00:00,-0.23543643094542485,DIRECT_MONTHLY_R12,,,
2021-06,4,2021-10,2021-07-12T21:59:00+00:00,0.34296609795866767,DIRECT_MONTHLY_R12,,,
2021-06,5,2021-11,2021-07-12T21:59:00+00:00,0.07684209681298781,DIRECT_MONTHLY_R12,,,
2021-06,6,2021-12,2021-07-12T21:59:00+00:00,0.20965540928831167,DIRECT_MONTHLY_R12,,,
2021-06,7,2022-01,2021-07-12T21:59:00+00:00,0.963360779150794,DIRECT_MONTHLY_R12,,,
2021-06,8,2022-02,2021-07-12T21:59:00+00:00,0.25206453854478544,DIRECT_MONTHLY_R12,,,
2021-06,9,2022-03,2021-07-12T21:59:00+00:00,0.12502563570911912,DIRECT_MONTHLY_R12,,,
2021-06,10,2022-04,2021-07-12T21:59:00+00:00,0.24056245165913182,DIRECT_MONTHLY_R12,,,
2021-06,11,2022-05,2021-07-12T21:59:00+00:00,0.2787476415017493,DIRECT_MONTHLY_R12,,,
2021-06,12,2022-06,2021-07-12T21:59:00+00:00,0.26817347321482965,DIRECT_MONTHLY_R12,,,
2021-06,0,2021-06,2021-07-12T21:59:00+00:00,0.3296679179291987,DIRECT_CUMULATIVE_R12,,,
2021-06,1,2021-07,2021-07-12T21:59:00+00:00,0.2644538112761359,DIRECT_CUMULATIVE_R12,,,
2021-06,2,2021-08,2021-07-12T21:59:00+00:00,-0.0116354621685118,DIRECT_CUMULATIVE_R12,,,
2021-06,3,2021-09,2021-07-12T21:59:00+00:00,-0.23549518943907574,DIRECT_CUMULATIVE_R12,,,
2021-06,4,2021-10,2021-07-12T21:59:00+00:00,0.3432177505705672,DIRECT_CUMULATIVE_R12,,,
2021-06,5,2021-11,2021-07-12T21:59:00+00:00,0.07707826200827635,DIRECT_CUMULATIVE_R12,,,
2021-06,6,2021-12,2021-07-12T21:59:00+00:00,0.2104950371194258,DIRECT_CUMULATIVE_R12,,,
2021-06,7,2022-01,2021-07-12T21:59:00+00:00,0.9639507084554152,DIRECT_CUMULATIVE_R12,,,
2021-06,8,2022-02,2021-07-12T21:59:00+00:00,0.25227814565998813,DIRECT_CUMULATIVE_R12,,,
2021-06,9,2022-03,2021-07-12T21:59:00+00:00,0.12434632495126688,DIRECT_CUMULATIVE_R12,,,
2021-06,10,2022-04,2021-07-12T21:59:00+00:00,0.23997359876710012,DIRECT_CUMULATIVE_R12,,,
2021-06,11,2022-05,2021-07-12T21:59:00+00:00,0.2784767926630579,DIRECT_CUMULATIVE_R12,,,
2021-06,12,2022-06,2021-07-12T21:59:00+00:00,0.2689030924105522,DIRECT_CUMULATIVE_R12,,,
2021-07,0,2021-07,2021-08-09T21:59:00+00:00,0.6445519678863136,FOOD_TREND_R12,,,
2021-07,1,2021-08,2021-08-09T21:59:00+00:00,0.21120932066209677,FOOD_TREND_R12,0.1192929059307517,0.02113563662607516,0.177174296
2021-07,2,2021-09,2021-08-09T21:59:00+00:00,-0.0992298625837996,FOOD_TREND_R12,0.1858390059592599,0.032925895050171676,0.177174296
2021-07,3,2021-10,2021-08-09T21:59:00+00:00,0.5441987129932689,FOOD_TREND_R12,0.7167474393912623,0.12698922298394957,0.177174296
