scope,sample,quarters_ahead,model,n_report_quarter_pairs,n_unique_quarters,n_reports,rmse,mae,bias
R12_common,all_reports,all,FOOD_TREND_R12,66,18,18,2.5250182516241773,1.6324876397312167,0.023482075346448205
R12_common,all_reports,all,FOOD_COST_R12,66,18,18,2.5475563918736133,1.6426305679155784,0.038459338173006744
R12_common,all_reports,all,DIRECT_MONTHLY_R12,66,18,18,3.5642952758643887,2.2584163789860914,0.8749839322681856
R12_common,all_reports,all,DIRECT_CUMULATIVE_R12,66,18,18,3.5622447093460705,2.25717544405621,0.8591508220349622
R12_common,all_reports,all,INDEPENDENT_BRIDGE,66,18,18,2.3623967015417384,1.5280287492622204,-0.04472285437386021
R12_common,all_reports,all,RF_U_FX,66,18,18,3.109511837763722,1.967413250241922,0.03405959132395208
R12_common,all_reports,all,BVAR_U_FX,66,18,18,3.074676197858198,1.8322117598803844,-1.083625052558631
R12_common,all_reports,all,NAIVE,66,18,18,3.8283794241422457,2.7902581537382227,0.11867065683700932
R12_common,all_reports,all,LAST_YOY_RW,66,18,18,4.5625095231974155,3.067814566110047,1.4006047566564808
R12_common,all_reports,all,CNB,66,18,18,2.2954532595060195,1.0605492231877778,-0.49906748985091737
R12_common,all_reports,1,FOOD_TREND_R12,18,18,18,1.542361051585929,0.8561549384541672,-0.12263847320135457
R12_common,all_reports,1,FOOD_COST_R12,18,18,18,1.542361051585929,0.8561549384541672,-0.12263847320135457
R12_common,all_reports,1,DIRECT_MONTHLY_R12,18,18,18,1.7183156805980455,1.0570282859220477,-0.10566114337999981
R12_common,all_reports,1,DIRECT_CUMULATIVE_R12,18,18,18,1.7181019996174276,1.0569460508071284,-0.1058459721884768
R12_common,all_reports,1,INDEPENDENT_BRIDGE,18,18,18,1.542361051585929,0.8561549384541672,-0.12263847320135457
R12_common,all_reports,1,RF_U_FX,18,18,18,1.8198705667347768,1.1101215029139766,-0.23814371028496245
