period,a6_01,a6_02,a6_03,a6_04,a6_05,a6_06,a6_07,a6_08,a6_09,a6_10,a6_11,a6_12,a6_13,a6_14,a6_17,a6_18,a6_19,a6_20,a6_21,a6_22,a6_23,a6_24,a6_25,a6_26,a6_27,a6_28,a6_29,a6_30,a6_31,a6_32,a6_33,a6_34,a6_35,a6_36,a6_37,a6_38,a6_39,a6_40,a6_41,a6_42,a6_43,a6_44,a6_45,a6_46,a6_47,a6_48,a6_49,a6_50,a6_51,a6_52,a6_53,a6_54,a6_55,a6_56,a6_57,a6_58,a6_59,a6_60,a6_61,a6_62,a6_63,a6_64,a6_65,a6_66,a6_67,a6_68,a6_69,a6_70,a6_71,a6_72
2009-07,-2.1,3.0,-6.4999999999999964,-7.8999999999999995,-0.8000000000000007,4.699999999999999,-0.5,-0.2,1.1999999999999993,2.1999999999999997,7.0,72.16270683,10068.0,0.4692564801688852,77.8,-25.3,7.5,2.099999999999998,2.1999999999999993,2.6999999999999997,-0.00028756290636700044,7.6,-8219.0,-0.005012541823544291,-6.8,3.8,0.7000000000000011,-6.999999999999999,0.6999999999999993,9.4,-6.499999999999999,-4.2,3.5,-3.200000000000001,1.5,-1.0999999999999979,6.699999999999999,0.5,1.8999999999999986,4.300000000000001,,-4.8,-0.003519065215195738,0.006049625225823085,-0.004694844304207635,0.0,0.0,,,,5.088453343273345,1.88,1.25,0.023470848345507278,0.020127478301042778,-0.010412479899528648,0.01021927943684986,73.05714285714286,,0.15832344456574887,0.06234687712569009,0.06007586953847888,,,1.3000000000000007,1.1999999999999993,2.7142857142857144,2.0428571428571427,-29.3,-2.4
2009-08,6.7,7.2,-4.100000000000001,8.2,-15.1,1.8999999999999986,-0.6000000000000001,-0.1,-1.0999999999999996,-1.4999999999999996,7.4,70.53702389,9901.0,1.531680265221168,74.0,-23.6,2.4,2.0,-2.0,-2.3000000000000003,0.0024416529185922187,7.5,-8219.0,-0.02429269256904454,-3.9,-0.3,2.6999999999999993,-4.6,-2.1999999999999993,9.3,1.2999999999999998,7.1000000000000005,-9.200000000000001,-2.8,-1.6999999999999993,-0.10000000000000142,-6.0,8.3,-13.599999999999994,-3.900000000000002,,-5.1,0.002347418918304811,-0.0036253816143165807,0.0023501773449536856,0.0,0.0,,,,5.014248810361229,1.91,1.25,-0.00027840935635303765,0.0006971764636753974,-0.001529354154946816,0.00827504356841402,68.14681818181818,,-0.022554734229244033,-0.025422702677112774,-0.2334678608101497,,,4.5,0.9000000000000004,2.5,1.8375,-29.8,3.5
2009-09,8.2,-5.0,4.0,0.9,-6.5,0.8000000000000007,0.5,0.0,-0.5,-2.8000000000000007,7.4,73.27366767,10373.0,2.17186129000518,74.0,-19.6,0.2999999999999998,-2.599999999999998,2.200000000000003,-2.0999999999999996,-0.004312830146814939,7.5,3385.0,-0.006018072325562951,-3.6,0.0,-4.5,3.4999999999999996,-14.100000000000001,12.1,2.3,4.1,-2.8,-0.5999999999999999,1.1999999999999993,-0.3999999999999986,4.5,-0.8999999999999995,5.699999999999996,0.3000000000000007,,-5.5,-0.004700361180331569,0.020372184480876854,-0.005885832177261463,0.0,0.0,,,,4.496607612095788,1.84,1.25,0.010800935835207248,0.014136956312590598,-0.0038674613388600676,0.007997146359013385,73.93363636363637,,0.04237554450305314,0.05874730517340776,-0.4233847765812035,,,-7.1,-3.5,2.522222222222222,2.455555555555556,-29.3,0.9
2009-10,2.0,-5.9,6.300000000000001,4.3,11.200000000000001,-2.1999999999999993,-0.7000000000000002,0.0,-0.09999999999999964,7.1000000000000005,7.4,73.33843159,10283.0,2.4865572865137127,74.0,-19.3,2.6000000000000005,1.5999999999999979,0.6999999999999993,-0.5999999999999996,0.0005761198488603014,7.4,3385.0,-0.013085239548655425,-0.5,1.5,0.5,6.4,2.5,17.7,-5.7,4.800000000000001,2.6000000000000005,6.1,-2.799999999999997,-1.5000000000000036,-0.10000000000000142,-0.8000000000000003,-9.0,3.6000000000000014,,-4.6,-0.002358491659292916,-0.014337163146406873,-0.0023640672948808117,0.005614837884329482,0.0,,,,4.186665473300935,1.75,1.25,-0.018628035056595493,-0.018627309614217324,-0.0008765892261095587,0.008140780618749233,77.58285714285715,,0.029788400748709698,0.04507166786988126,0.6688035020800023,,,-0.10000000000000142,2.5999999999999996,2.52,2.48,-27.5,-2.1
2009-11,1.3,-4.3,1.7000000000000028,-4.1000000000000005,-7.500000000000001,1.8999999999999986,0.40000000000000013,0.1,0.1999999999999993,-5.9,7.4,73.61723813,9951.0,2.176319554705346,71.8,-17.5,-0.7000000000000011,0.10000000000000142,-1.0,-0.09999999999999964,-0.001585128943474956,7.2,-2223.0,0.014888612493750578,1.7,2.7,3.4000000000000004,3.8000000000000007,2.400000000000002,18.2,5.9,-8.200000000000001,0.5,-4.9,5.399999999999999,3.200000000000003,-0.1999999999999993,2.6999999999999997,-1.5999999999999979,-1.5,,-2.4,0.004711433921319674,0.010772096981910728,0.003544008434729129,0.0,0.0,,,,3.9789195076446537,1.54,1.0,0.0014021970046922405,0.00020000000066744406,-0.00531335284468426,0.005865118476030773,75.20909090909092,,0.06738343555408743,0.029563194940471327,0.058575780614044184,,,4.300000000000001,-1.5,2.6222222222222222,2.488888888888889,-33.7,-0.9
2009-12,2.7,8.3,-3.3000000000000043,7.300000000000001,-0.20000000000000018,-4.099999999999998,-0.5,0.0,0.3000000000000007,-3.3999999999999995,7.4,72.55637611,8846.0,1.4711741744345,71.8,-14.9,0.5,-0.5,-0.10000000000000142,0.5999999999999996,0.009473301792481514,7.2,-2223.0,0.005982071677547454,5.1,3.0,2.6999999999999993,6.599999999999998,19.0,21.8,-3.7,5.700000000000001,7.5,-0.10000000000000009,3.5,0.10000000000000142,-1.6999999999999993,-5.1,6.9999999999999964,0.6999999999999993,,-0.8,0.0011743982559417887,-0.0023837913552764434,0.00235571369245946,0.0,0.0,,,,4.282852128868104,1.55,1.0,-0.011084088680402893,-0.014300344401474874,-0.019658024805018215,0.01113428822264595,77.01299999999999,,0.034076239644113215,-0.019610649607675334,1.2966871535568338,,,5.6,8.4,2.636363636363636,2.209090909090909,-26.2,17.4
2010-01,4.0,16.6,5.399999999999999,1.5999999999999996,-0.5999999999999996,-3.700000000000003,-0.19999999999999996,-0.1,-0.10000000000000142,2.3999999999999995,7.8,74.69431962,8710.0,0.96727303705824,71.8,-12.5,-1.8999999999999995,-4.800000000000001,0.6999999999999993,3.0999999999999996,-0.00716848947861326,7.1,-7947.0,0.01685711706642306,5.8,4.4,3.6000000000000005,-9.399999999999999,1.5999999999999996,20.9,2.9000000000000004,2.3999999999999986,-1.700000000000001,3.4000000000000004,-4.600000000000001,-3.200000000000003,0.3000000000000007,4.2,-6.299999999999997,-0.10000000000000142,,-1.5,0.0035149421074445186,0.0035735594908654633,0.0070340266573794,-0.013528954940319693,0.03677472742502097,,,,4.334503633659364,1.47,1.0,-0.010539906715777647,-0.006614790312778673,0.0009599263709993977,0.0019447077249772349,74.78999999999999,,-0.06372122018234805,-0.03553651246322698,0.22174663171700648,,,2.4999999999999996,1.1,2.6666666666666665,2.28,-28.7,15.6
2010-02,9.2,13.7,-4.0,-4.4,4.5,-2.3999999999999986,-0.40000000000000013,0.0,0.10000000000000142,6.2,7.9,73.36331838,7046.0,0.692293920093501,77.7,-9.2,2.8999999999999995,2.8000000000000007,2.3000000000000007,2.7,0.003877365380398956,7.0,11275.0,0.007968169649176897,8.5,7.8,-1.2999999999999998,5.800000000000001,3.6999999999999997,20.1,-4.6000000000000005,-0.5,-6.999999999999999,1.5999999999999996,4.300000000000001,2.900000000000002,-3.1000000000000014,-4.6000000000000005,-3.1000000000000014,-0.1999999999999993,,-2.1,-0.0023419214450814962,0.003560834623009157,-0.0035108286500626917,0.0,0.0,0.00796816964917678,0.024692612590371338,0.01390290516899146,4.021688923037986,1.44,1.0,-0.0061279395131466075,-0.003067800749412264,-0.006123143279125998,0.0028113872468615853,79.93130434782609,,0.08817398565299683,-0.01835963426785625,0.5021133019917161,,,-2.9999999999999996,-6.199999999999999,2.522222222222222,2.13,-23.2,7.1
2010-03,18.3,12.9,3.5,8.8,6.0,6.800000000000001,0.9000000000000001,0.1,1.3999999999999986,-1.5,7.6,73.29681086,7335.0,0.6622128807288445,77.7,-4.3,6.800000000000001,14.6,2.1000000000000014,-0.10000000000000009,0.005574230112782352,6.9,-2163.0,0.0029955089797983753,12.5,14.1,8.899999999999999,-3.700000000000001,-2.6999999999999997,22.9,4.300000000000001,2.8000000000000007,2.5,2.8999999999999995,-5.599999999999998,-3.8000000000000007,5.0,3.8,-8.899999999999999,-2.099999999999998,,-0.8,0.001171646296890927,0.0011841327612165387,0.001171646296890927,0.0,0.0,0.014888612493750546,0.02566774674857772,0.02078253918252832,3.8401678554316927,1.38,1.0,0.006891298328841167,0.012215135595649684,-0.005233560848317609,0.004658013060947042,85.75380952380954,,0.05783537960394103,-0.007172647490597761,0.4368766766261052,,,6.9,-0.20000000000000018,2.533333333333333,2.11,-22.8,3.1
2010-04,22.5,17.4,-0.29999999999999716,4.4,5.800000000000001,3.0,0.09999999999999987,0.0,-1.0,0.10000000000000009,7.4,75.96077806,8839.0,0.9988816151508336,77.7,-1.6,-1.5,-3.9,0.0,-3.0000000000000004,-0.0012836056814853336,6.8,481.0,-0.0010005003335834609,16.8,14.1,2.0,-0.7999999999999989,3.6999999999999997,24.0,0.6999999999999993,-2.6999999999999993,-9.4,1.0,2.1999999999999993,2.5,-0.6999999999999993,-4.4,13.100000000000001,-2.200000000000003,,0.4,0.007001195458983034,0.05971923470162199,0.007001195458983034,-0.0022727282510022206,-0.0015710922320408827,0.0049875415110390425,0.04210117601863528,0.019802627296179695,4.101312240328109,1.24,0.75,0.00447300293730013,0.005649732542119423,-0.01478856058227862,0.003990935579182064,76.99761904761905,,-0.13702168037742446,-0.015017481578821545,0.3072080101854744,,,0.5999999999999996,0.5,2.7444444444444445,2.23,-19.4,16.5
2010-05,23.1,19.5,-5.600000000000001,-5.0,-7.200000000000001,0.3000000000000007,-0.7999999999999999,0.2,2.1000000000000014,-3.4,7.4,76.32231942,9695.0,1.589324353409818,76.9,1.3,-0.1999999999999993,-1.8000000000000007,1.0,-0.39999999999999947,0.001141064166027661,6.7,-329.0,0.005982071677547433,17.8,14.8,0.5,1.1999999999999993,2.6999999999999997,20.9,-4.3,-0.8000000000000007,6.2,-2.5,0.3999999999999986,-0.7999999999999972,0.8000000000000007,-2.9,-13.5,5.600000000000001,,1.4,0.006952519314881833,0.008879081641130604,0.009259325412797281,0.0,0.0,-0.002002002670672985,0.013902905168991453,0.0059820716775475236,4.260100522994997,1.23,0.75,-0.015888542510716697,-0.01817216647565445,0.0032511526641521016,0.006161439169815708,75.65863636363638,,-0.07734229111593027,-0.013423596108931513,0.1098925875271668,,,0.09999999999999964,4.5,2.5444444444444443,2.22,-20.6,22.9
2010-06,24.7,27.5,12.800000000000004,10.3,2.8000000000000007,6.899999999999999,0.4999999999999999,-0.2,0.0,-2.0,7.2,76.32231942,9695.0,2.0132550834805425,76.9,4.5,3.6999999999999993,6.9,2.5,2.5999999999999996,0.0002850627157275909,6.6,-329.0,0.02664193094642127,17.5,16.7,3.3999999999999995,-0.8000000000000007,-1.0,28.3,3.4000000000000004,-2.8000000000000007,-7.9,-0.7999999999999989,-2.5,-1.2000000000000028,-0.40000000000000213,6.699999999999999,2.6999999999999993,1.6999999999999993,,2.0,0.005757068290067835,0.002207506415210503,0.005743841179252307,0.0,0.0,0.007968169649176876,-0.013085239548655536,-0.0010005003335834123,3.9739376503524806,1.22,0.75,-0.0037697594302859017,-0.00874626144504731,0.005154341318419853,0.006564999227361312,75.35636363636364,,0.03208681375857658,0.07584326661803953,-0.027519245223944555,,,1.6000000000000014,-2.3,2.4923076923076923,2.338571428571428,-21.9,29.7
2010-07,19.4,26.5,-5.200000000000003,-5.400000000000002,4.6,-6.199999999999999,0.40000000000000013,-0.1,-0.6000000000000014,-1.7000000000000002,7.3,77.52750286,9407.0,1.9080564898185275,76.9,5.8,1.1000000000000014,2.6999999999999997,-0.40000000000000213,0.20000000000000018,0.002704050605159658,6.5,-3750.0,0.01093994003833416,16.4,16.4,-1.0999999999999996,0.40000000000000036,-3.5,24.9,-1.8000000000000003,7.5,9.5,4.6,-1.1999999999999993,-1.6000000000000014,-2.6999999999999993,-5.699999999999999,5.399999999999999,2.0,,2.4,0.0,-0.002207506415210503,0.0011448198159325074,0.0,0.0,0.019802627296179806,-0.026343975339601894,-0.0010005003335833845,3.562689989318849,1.24,0.75,0.025622816664877313,0.02490432854900071,0.00025967511923497,0.0054163329527838755,77.115,,0.07718813065672503,0.10297628859152841,-0.39114413420780414,,,-1.6000000000000014,-8.8,2.483333333333333,2.4916666666666667,-21.9,32.6
2010-08,21.2,19.4,-0.7999999999999972,0.0,-3.8000000000000007,-5.800000000000001,-0.7,0.0,2.3000000000000007,1.9000000000000004,7.1,78.0015123,8679.0,1.67778690451066,73.5,6.7,2.099999999999998,2.7,2.3000000000000007,0.7000000000000002,0.0007103786616848851,6.4,3233.0,-0.01409892437950167,15.7,17.8,-3.0999999999999996,3.9000000000000004,0.20000000000000018,26.0,8.799999999999999,-2.099999999999998,5.5,-0.1999999999999993,-7.5,-6.799999999999997,3.0,3.0999999999999996,6.900000000000002,-8.3,,1.6,-0.004603000071960572,-0.011111225425071147,-0.005737250390143167,0.0,0.0,-0.004008021397538836,0.06297479916138843,0.026641930946421283,3.34237111618042,1.21,0.75,0.009955938345525439,0.016198734363657152,0.008697487365086687,0.006330396294277563,78.41727272727273,,0.04936770795491263,0.0812126453831361,-0.2389749431577597,,,-2.8999999999999995,-4.799999999999999,2.48,2.58,-20.4,26.0
2010-09,25.1,18.3,-1.0,-0.3999999999999986,0.0,-4.899999999999999,0.19999999999999996,0.1,-2.0,-13.4,6.9,80.28134273,10087.0,1.34222160316361,73.5,7.7,1.6999999999999993,-0.2999999999999998,1.8000000000000007,0.3999999999999999,-0.001421262319971639,6.4,3233.0,-0.01207258123426924,15.0,17.7,0.09999999999999964,0.10000000000000142,-11.5,25.6,-8.299999999999999,-3.200000000000003,-1.5999999999999996,-2.3000000000000007,-0.20000000000000284,0.5,-0.1999999999999993,-1.9,-3.0,8.8,,2.5,0.003454234868087269,0.011111225425071147,0.0034462986435874754,0.0,0.0,0.0009995003330835195,0.10255658832509199,0.05448818528406982,3.429416716121674,1.2,0.75,0.006056389348466418,0.005144451393278793,-0.000235748000992686,0.01476124183653127,83.53619047619048,,0.07253433372954543,0.07755199133901858,-0.048088889110133426,,,2.7,4.899999999999999,2.45,2.5071428571428567,-17.2,36.8
2010-10,22.0,22.0,-3.9000000000000057,2.3999999999999986,-1.299999999999999,7.199999999999999,-0.19999999999999996,-0.1,-0.5999999999999996,12.1,7.1,81.70047237,9054.0,1.1475708221739973,73.5,8.0,0.8000000000000007,3.0999999999999996,0.5,1.2999999999999998,0.000995095682369218,6.3,2851.0,-0.0040080213975388634,15.6,18.3,3.1000000000000005,-2.6000000000000014,-8.100000000000001,24.2,12.9,10.100000000000001,-3.0,2.0,-0.5,-1.5,1.0999999999999979,-4.7,-5.400000000000002,-5.599999999999998,,2.7,0.0,-0.004429686091588891,-0.0011474470564767358,0.001137009787075094,0.0,0.005982071677547551,0.008959741371472096,0.010939940038334206,3.5873196427554186,1.23,0.75,0.010442270184442215,0.009037389604089618,0.010480127807412032,0.004808633832031006,86.15954545454544,,-0.006358516595291519,0.061648767282621364,0.1554099152974746,,,0.6999999999999993,1.3000000000000007,2.536363636363636,2.425,-14.3,29.0
2010-11,26.1,27.2,4.200000000000003,-6.5,-2.200000000000001,-5.600000000000001,-0.10000000000000009,0.0,-1.200000000000001,-1.0999999999999996,7.0,81.11497086,9380.0,0.8990491207773748,73.3,9.4,-1.1999999999999993,4.6000000000000005,-1.0,0.3,0.0008521517345663199,6.2,-1118.0,-0.009040744652149105,18.3,22.2,5.6000000000000005,7.399999999999999,6.200000000000003,25.9,-20.9,-6.399999999999999,3.6999999999999993,-2.1999999999999993,3.8000000000000043,0.7999999999999972,-5.0,-0.1999999999999993,0.6000000000000014,-5.700000000000003,,2.6,0.0034423441909732233,0.0033241027838393222,0.005724114083888843,0.0,0.0,0.003992021269537516,0.03536714383729134,0.019802627296179792,3.8887278280252127,1.22,0.75,-0.0062707693496522054,-0.005786315364782801,0.006180007126474152,0.005360156720616516,92.25478260869566,,0.045170987778532457,0.06834318907032166,1.2342564168927779,,,15.8,0.1999999999999993,2.5083333333333333,2.358333333333333,-15.1,26.7
2010-12,24.4,24.1,0.6000000000000014,1.1000000000000014,10.0,7.400000000000002,-0.19999999999999996,0.0,1.9000000000000004,-3.3000000000000007,6.8,80.82607028,8635.0,0.6903735048086245,73.3,8.5,-3.1000000000000014,-6.5,1.5999999999999996,-1.5999999999999999,0.011433535520754212,6.1,-1118.0,0.010939940038334282,25.1,28.5,-0.8000000000000007,-5.799999999999997,1.1999999999999993,24.5,1.5999999999999996,-1.1000000000000014,3.5,2.6999999999999993,6.299999999999997,4.300000000000004,1.0,0.0,3.8000000000000007,0.7000000000000028,,3.5,0.010256500167188598,0.007713536867781201,0.012478891373188361,0.0,0.0,0.004987541511039056,0.04974209189481393,0.026641930946421366,3.978496720457533,1.2,0.75,-0.022735694192222766,-0.026511419152646987,-0.010854323299849256,0.00588950446338643,96.90714285714289,,0.040264404740499415,0.053926718248869854,0.5228687571209107,,,-5.0,0.5,2.544673255328954,2.4942181623776265,-15.7,37.4
2011-01,23.4,23.0,-2.5,4.599999999999998,0.3000000000000007,-2.200000000000003,0.0,0.0,-2.1999999999999993,5.9,7.0,80.46254419,8456.0,0.9376898331204468,73.3,10.5,1.5,2.1999999999999997,2.8000000000000007,0.2999999999999998,-0.005206512851934519,6.0,-3363.0,0.03149866705937096,27.8,32.7,-5.8,-1.7000000000000028,0.1999999999999993,24.6,7.6,-2.6000000000000014,-4.6,-0.8000000000000007,-3.599999999999998,-2.9000000000000057,-1.2999999999999972,-2.700000000000001,-5.5,0.0,28.591681988687316,4.6,0.01351371916672317,0.012002326296635779,0.00897873596527532,0.0390021578032691,0.05951412753240781,0.01291622526654615,0.1097508639591192,0.05448818528406979,4.046324976018271,1.21,0.75,0.025045697529428423,0.023556334259884792,0.008296340705971517,0.0001507355553655998,104.032,,0.04422011104532153,0.04910104568040374,0.0912982363569439,,,3.6999999999999993,4.700000000000001,2.527272727272727,2.372727272727273,-10.8,39.8
2011-02,17.4,16.3,8.699999999999996,-6.399999999999999,-4.199999999999999,-2.6999999999999993,0.0,0.0,3.5999999999999996,-11.1,7.1,81.4556106,7120.0,0.985103914160894,77.7,10.5,-0.6999999999999993,0.0,-0.3000000000000007,-0.19999999999999996,0.005908021123424589,5.9,-3367.0,-0.0040080213975387125,32.2,41.6,-1.7000000000000002,3.0,-9.399999999999999,26.4,4.700000000000001,0.5,1.4000000000000004,-1.799999999999999,-1.0,-1.1999999999999957,0.1999999999999993,0.3000000000000007,0.6999999999999993,1.6999999999999993,34.29841343788942,5.5,0.006688988150796327,-0.0010851873012871494,0.005571045049455492,0.0,0.0,0.0009995003330833807,0.11064652008706355,0.05732506661926956,4.054570034365655,1.23,0.75,0.0058894069188522025,0.0070775877866164905,0.0036813002526798755,0.0010582918878725422,114.6717391304348,0.08650316857992335,-0.027993267347216744,-0.02807406114807698,0.3844648053089812,,,-8.799999999999999,-19.4,2.487776161393497,2.5250628727301025,-8.6,52.0
2011-03,10.7,10.9,-5.299999999999997,-0.6999999999999993,1.8000000000000007,-11.299999999999999,-0.10000000000000009,0.1,-1.8000000000000007,4.1,6.7,81.4556106,7120.0,1.1032337368195453,77.7,10.9,-0.1999999999999993,-1.1999999999999993,2.700000000000001,-1.8,0.006291527219480564,5.7,-3367.0,0.0,32.5,42.5,1.5999999999999996,0.8000000000000007,12.899999999999999,24.7,4.1,12.600000000000001,-0.1999999999999993,5.5,2.6999999999999993,1.1000000000000014,-1.5,-0.8000000000000007,-0.1999999999999993,0.5,34.16687728368974,6.3,0.008849615276982803,0.006493529310548141,0.012148133935647287,0.0,0.0,0.005982071677547468,0.024692612590371366,0.019802627296179764,4.047194850940706,1.2,0.75,0.003023226158647141,-0.0004898839073135264,0.002119251729620686,0.0041231369826491004,123.0905,-0.03589976728631061,0.012211329891953504,0.022302063828292695,0.2822299704604907,,,-4.200000000000001,9.3,2.588888888888889,2.544444444444444,-6.3,51.2
2011-04,6.4,8.3,0.7999999999999972,5.399999999999999,0.09999999999999787,-2.6000000000000005,0.30000000000000004,-0.1,0.7000000000000011,-1.700000000000001,7.0,81.16171862,8550.0,0.3253879959293377,77.7,10.7,-1.3999999999999986,0.1999999999999993,1.0999999999999996,1.8,0.0027835786936458717,5.6,8825.0,0.007968169649176895,29.1,44.7,-3.5999999999999996,4.300000000000001,11.8,28.2,-2.8000000000000007,-10.600000000000001,0.8999999999999986,-2.0999999999999996,-2.6000000000000014,0.0,-1.3000000000000007,-0.09999999999999964,3.099999999999998,2.599999999999998,32.45690727909371,6.3,0.006586192852856776,0.03393750931758355,0.008743225095729557,-0.0010934938213713608,0.0,0.013902905168991384,-0.01918281941677391,0.006975613736425246,3.887494068159104,1.21,0.75,0.009015222921423316,0.0035218193317962943,0.015498203555704748,0.0021107422084654104,114.52181818181818,0.0034473209129846083,-0.06139111708515621,-0.044828356440412165,0.16745362173993605,,,8.600000000000001,-5.300000000000001,2.461538461538461,2.657142857142857,-3.7,39.9
2011-05,5.8,13.0,5.0,-3.299999999999999,-0.8000000000000007,1.1000000000000005,0.10000000000000009,0.0,-3.9000000000000004,-2.099999999999998,6.9,83.67329112,10568.0,0.0998216789564859,76.8,9.5,0.29999999999999716,-3.3,0.8999999999999995,-1.4000000000000001,-0.001390820808342852,5.6,-1616.0,0.0009995003330834432,27.9,42.0,0.7000000000000002,-2.3999999999999986,-3.3999999999999995,27.9,2.3000000000000007,5.600000000000001,-6.499999999999999,1.8999999999999986,1.3000000000000007,-0.10000000000000142,-2.8000000000000007,0.9000000000000004,-1.5,-2.5,33.11524180831385,6.2,0.0065430985889358695,0.026750566288650468,0.0032591012009062226,0.0,0.0014803851704341398,0.014888612493750578,0.007968169649176904,0.010939940038334317,3.768007249766759,1.18,0.75,-0.0018147178557903487,-0.002933987434787788,0.005715384418262914,0.005460420718620185,113.9018181818182,-0.012601964895532891,-0.0002844352143842599,-0.018300689108972534,-0.1565827853556918,,,0.09999999999999787,5.899999999999999,2.469230769230769,2.746153846153846,-5.8,47.0
2011-06,6.1,12.8,0.20000000000000284,4.799999999999999,-3.1999999999999993,-7.800000000000001,0.19999999999999996,0.1,1.0,2.3999999999999986,6.7,83.67329112,10568.0,-0.1612451101656279,76.8,8.0,-0.1999999999999993,-3.3,-0.39999999999999947,-1.2000000000000002,0.00041744939032462014,5.5,-1616.0,0.0009995003330833217,29.1,40.7,1.2999999999999998,0.6999999999999993,-8.700000000000001,29.8,4.200000000000001,0.3999999999999986,-4.6000000000000005,-1.299999999999999,3.1000000000000014,1.1999999999999957,3.6000000000000014,0.7999999999999998,0.3000000000000007,2.200000000000003,31.24976294413324,5.4,-0.002176279422595684,0.0010147134305462657,-0.0010851873012871494,0.0,0.0,0.002995508979798278,-0.018163970627671278,-0.015113637810048208,3.7889647334590713,1.2,0.75,0.004168938428810165,0.004592767148699828,0.002975799916438149,0.005822710751399285,116.7547619047619,-0.052124036151946385,0.04354434765634174,-0.02370837887184507,-0.08623381403537644,,,-13.799999999999999,6.800000000000001,2.37,2.66,-3.6,35.9
2011-07,7.5,15.0,-5.700000000000003,-11.6,2.5,0.7000000000000001,0.5,-0.1,-2.0,-0.1999999999999993,6.6,82.45151965,10147.0,0.0592649314145584,76.8,4.8,-4.1,-3.5,0.8999999999999995,-1.6999999999999993,0.004303470235710982,5.5,4507.0,-0.005012541823544354,29.0,39.5,-1.0,4.5,8.8,25.6,7.199999999999999,1.6000000000000014,8.5,3.200000000000001,-2.1999999999999993,-1.0999999999999943,-0.9000000000000021,-0.9999999999999991,-1.6000000000000014,0.0,26.78280404513369,5.3,-0.0010899183640251664,-0.01945785914934106,0.0,0.0,0.0,0.0,-0.06293979977387398,-0.03562717764315121,3.4029307665616813,1.18,0.75,-0.00844653311972543,-0.004298980729311452,0.008519093210658468,0.004760342200565759,109.92608695652174,0.01814357344840767,-0.07270431785831555,0.03162614790287144,0.0028640263634174268,,,-1.7999999999999998,-6.0,2.32,2.78,-2.9,35.5
2011-08,-4.8,8.0,-1.5999999999999943,-1.1999999999999993,-7.5,12.1,-0.30000000000000004,-0.1,1.0999999999999996,2.5,6.4,81.31269497,9159.0,-0.2255731987089141,73.9,2.3,-3.0,-1.9000000000000004,-1.2000000000000002,2.3,-0.00013853293642629438,5.4,-8760.0,0.004987541511038877,28.1,39.6,-3.5,-9.2,-0.5,21.6,1.1999999999999993,-6.100000000000001,-6.3,-8.100000000000001,2.6999999999999993,1.7999999999999972,-0.7999999999999972,-2.700000000000001,7.200000000000003,-1.3000000000000007,19.99307257241474,5.7,-0.0010911075823347716,-0.005184044787587716,0.0,0.0,0.0,0.008959741371472013,-0.0576291128366363,-0.028399474521698054,2.9999402093391407,1.18,0.75,0.006907862408410459,0.005273449720865742,0.0013580424513826017,0.005239015257934909,109.90500000000002,0.06448778933125476,-0.0674629536475031,-0.03215111954332439,-0.04457501617189985,,,-4.6,8.100000000000001,2.311111111111112,2.8363636363636364,-1.0,38.8
2011-09,-8.5,12.5,4.0,5.699999999999999,9.0,-4.0,0.0,0.1,-0.5999999999999996,-2.3000000000000007,6.6,82.42053975,9781.0,-0.5516851327880017,73.9,0.6,1.5,-3.6999999999999993,-2.4000000000000004,-0.10000000000000009,0.0013844665093847297,5.4,-10648.0,-0.006018072325562981,27.4,39.3,2.2,7.599999999999998,-6.199999999999999,27.4,-6.0,5.5,10.2,4.9,1.8000000000000007,-0.20000000000000284,3.0,1.0999999999999996,2.1999999999999957,4.399999999999999,10.448169072336276,5.5,0.002181025946359938,-0.0031233757822679564,0.0010851873012871494,0.0,0.0,0.004987541511038862,-0.07364654016829852,-0.028399474521697998,3.138839542518616,1.16,0.75,-0.010837499633358227,-0.010279595145287423,0.008173908558429588,0.0041206051388975595,108.78666666666666,-0.03673265500518319,-0.08603422967717833,-0.084950153336111,0.0646875969452787,,,2.4000000000000004,-3.8,2.24,2.7818181818181817,-0.8,44.6
2011-10,-1.5,10.4,-7.400000000000006,-3.3,-3.8999999999999986,-4.300000000000001,-0.5,3.9999999999999996,1.0999999999999996,-5.199999999999999,6.5,82.1602076,9456.0,-0.8040825070338128,73.9,-1.5,-1.0,4.199999999999999,1.3000000000000007,-0.19999999999999973,0.001106194803067062,5.3,20232.0,0.01488861249375057,26.8,37.9,-2.0,-7.699999999999999,-0.7000000000000011,21.2,-2.3000000000000007,-3.299999999999997,3.6999999999999993,-2.4000000000000004,2.599999999999998,1.4000000000000057,-5.0,-0.8999999999999986,10.300000000000004,-7.5,6.9522824152495,5.5,0.0,-0.022141125877213952,0.0010840109462586511,0.0,0.0,0.0029955089797983614,-0.042907501011276494,-0.02122363645162656,3.6747008563232417,1.15,0.75,-0.007536800381978459,-0.009193876238062337,0.010731469468844068,0.004281827790830306,110.49136363636364,0.05236249561564721,-0.005104092613207989,-0.02123323613822148,0.13107619771891477,,,10.700000000000001,1.9000000000000004,2.1545454545454548,2.790909090909091,-3.8,50.8
