sample,horizon,model,n,rmse,mae,bias,first_target,last_target,paper_rmse,difference_vs_paper
paper_window,3,AR3,175,0.7325763726143368,0.3807003354586943,-0.06952352452958038,2011-03,2025-09,0.71,0.02257637261433687
paper_window,3,AR3_DIRECT,175,0.7482372921806173,0.39632885784645316,-0.07278629234369802,2011-03,2025-09,,
paper_window,3,AR3_TMH,175,0.7174987820592454,0.3821221976431026,-0.08957959586331099,2011-03,2025-09,0.71,0.007498782059245479
paper_window,3,ARIMA313,175,0.7440765964671088,0.40120528474198797,-0.004367429451754237,2011-03,2025-09,0.716,0.028076596467108805
paper_window,3,ARIMA313_TMH,175,0.7061311527976281,0.40726555600351827,-0.009106609734332761,2011-03,2025-09,0.716,-0.009868847202371911
paper_window,3,LQR_ENSEMBLE,175,0.7256458172841597,0.3792633405538541,-0.13659122942944243,2011-03,2025-09,0.739,-0.013354182715840324
paper_window,3,QRF_MEAN,175,0.7055321377086153,0.3859265073849261,-0.028125019000344333,2011-03,2025-09,0.713,-0.00746786229138463
paper_window,3,QRF_MEDIAN,175,0.7234516795204207,0.3812231674083711,-0.11247836773656268,2011-03,2025-09,0.731,-0.007548320479579318
paper_window,3,RW,175,0.9846436340765959,0.514412358286791,0.007698788535265579,2011-03,2025-09,0.896,0.08864363407659592
paper_window,3,RW_TMH,175,0.8814148816542245,0.5242826702533417,0.0027761235146947405,2011-03,2025-09,0.896,-0.014585118345775472
paper_window,3,TVW1,175,0.7127383822295215,0.38361491548987936,-0.07594102417983152,2011-03,2025-09,0.694,0.01873838222952151
paper_window,3,TVW2,175,0.7189679733767331,0.3826147584593332,-0.09032981075700557,2011-03,2025-09,0.701,0.01796797337673317
paper_window,3,TVW3,175,0.7067828233426091,0.3897791549797021,-0.04160003875368185,2011-03,2025-09,0.669,0.03778282334260907
paper_window,6,AR3,172,0.7232190608398359,0.386130425899198,-0.0893632363308334,2011-06,2025-09,0.74,-0.0167809391601641
paper_window,6,AR3_DIRECT,172,0.7240132582896182,0.3875548031451379,-0.05902035060981304,2011-06,2025-09,,
