edge,horizon,n_train,n_features,seconds
2010-12,3,101,72,13.126172499993118
2010-12,6,98,72,13.100745800009463
2010-12,9,95,72,13.918867700005649
2010-12,12,92,72,12.8381790999847
2011-01,3,102,72,13.94679429999087
2011-01,6,99,72,12.444925199990394
2011-01,9,96,72,13.971906799997669
2011-01,12,93,72,16.091322299995227
2011-02,3,103,72,13.40836090000812
2011-02,6,100,72,13.213459999999031
2011-02,9,97,72,13.295683900010772
2011-02,12,94,72,13.397778799990192
2011-03,3,104,72,12.311972199997399
2011-03,6,101,72,12.434946099994704
2011-03,9,98,72,13.570410300017102
2011-03,12,95,72,15.028232500015292
2011-04,3,105,72,13.285488699999405
2011-04,6,102,72,13.949758100003237
2011-04,9,99,72,14.588790399982827
2011-04,12,96,72,13.752721600001678
2011-05,3,106,72,13.438373699988006
2011-05,6,103,72,12.804717799997889
2011-05,9,100,72,13.995064499991713
2011-05,12,97,72,13.80137320002541
2011-06,3,107,72,13.194816599978367
2011-06,6,104,72,12.888128899998264
2011-06,9,101,72,13.089897500001825
2011-06,12,98,72,13.654058499989333
2011-07,3,108,72,13.345982300001197
2011-07,6,105,72,12.981640299985884
2011-07,9,102,72,13.541326300008222
2011-07,12,99,72,15.09948340000119
2011-08,3,109,72,12.91481119999662
2011-08,6,106,72,13.020213000010699
2011-08,9,103,72,13.6739222999895
2011-08,12,100,72,13.71876719998545
2011-09,3,110,72,14.123958199983463
2011-09,6,107,72,11.936422500002664
2011-09,9,104,72,12.870122599997558
2011-09,12,101,72,13.224325999995926
2011-10,3,111,72,12.635643599991454
2011-10,6,108,72,11.566975199995795
2011-10,9,105,72,12.191570299997693
2011-10,12,102,72,11.870704300003126
2011-11,3,112,72,13.643210299982456
2011-11,6,109,72,13.524846399988746
2011-11,9,106,72,14.29392690001987
2011-11,12,103,72,14.195211599988397
2011-12,3,113,72,12.936100799997803
2011-12,6,110,72,12.627712200017413
2011-12,9,107,72,13.488663399999496
2011-12,12,104,72,13.505160600005183
2012-01,3,114,72,14.645062399999006
2012-01,6,111,72,13.584485100000165
2012-01,9,108,72,13.746439000009559
2012-01,12,105,72,12.808868299995083
2012-02,3,115,72,12.777023000002373
2012-02,6,112,72,12.606697499984875
2012-02,9,109,72,13.746681600023294
2012-02,12,106,72,14.132678599999053
2012-03,3,116,72,13.456232700002147
2012-03,6,113,72,13.058997700019972
2012-03,9,110,72,13.970453999994788
2012-03,12,107,72,13.682462400000077
2012-04,3,117,72,15.152494500012835
2012-04,6,114,72,12.465991400007624
2012-04,9,111,72,14.423803600016981
