sample,model,h,n,n_common,n_intended,n_estimated,n_missing_distributions,n_noncommon_distributions,crps,coverage80,coverage90,width80,width90,point_mae,median_mae
origins_2024plus,FOOD_H0_FAST_R18,10,21,21,21,21,0,0,1.139425841776947,0.9523809523809523,1.0,11.084529373566962,14.097442773019349,0.6655265638701421,1.0826420502847791
origins_2024plus,FOOD_H0_FAST_R18,11,20,20,20,20,0,0,1.2310772900777827,1.0,1.0,12.556143018180881,15.184938826015847,0.730204044170702,1.2388619006262178
origins_2024plus,FOOD_H0_FAST_R18,12,19,19,19,19,0,0,1.3179943896594084,0.9473684210526315,1.0,12.789393231203276,16.848690846931248,0.77547129461805,1.2441758629751092
origins_2024plus,FOOD_H0_SELECT_R18,1,30,30,30,30,0,0,0.2248586497145984,0.9333333333333333,1.0,1.5719861507214936,2.5532291490785126,0.2529772301823042,0.282537152607903
origins_2024plus,FOOD_H0_SELECT_R18,2,29,29,29,29,0,0,0.3333240223386699,0.9655172413793104,1.0,2.7681069780763425,4.290252305165198,0.3513903703583259,0.4104187627918339
origins_2024plus,FOOD_H0_SELECT_R18,3,28,28,28,28,0,0,0.44406677786981674,1.0,1.0,4.443239002891483,5.422558066861421,0.43404798425396257,0.5261224495550554
origins_2024plus,FOOD_H0_SELECT_R18,4,27,27,27,27,0,0,0.5332589444192913,1.0,1.0,5.169180779778959,6.003259193516713,0.3752174643920636,0.6003696508680206
origins_2024plus,FOOD_H0_SELECT_R18,5,26,26,26,26,0,0,0.6404854368556786,1.0,1.0,5.8679026343570735,6.618716852821584,0.37776763883348935,0.6453703940798086
origins_2024plus,FOOD_H0_SELECT_R18,6,25,25,25,25,0,0,0.7325910805190405,0.96,1.0,6.337475935571764,8.026673183008947,0.4184523324992248,0.784850018720379
origins_2024plus,FOOD_H0_SELECT_R18,7,24,24,24,24,0,0,0.8426751213384017,0.9583333333333334,1.0,7.243874149552163,9.151807962661842,0.5469348868979756,1.0981937171612572
origins_2024plus,FOOD_H0_SELECT_R18,8,23,23,23,23,0,0,0.969103265375448,0.9565217391304348,1.0,8.331319229131182,10.955766103086379,0.6096592039344806,1.245895360573607
origins_2024plus,FOOD_H0_SELECT_R18,9,22,22,22,22,0,0,1.0579977120853903,0.9545454545454546,1.0,9.584501683249782,12.756452280797982,0.6473672930552146,1.2134252928499254
origins_2024plus,FOOD_H0_SELECT_R18,10,21,21,21,21,0,0,1.1586577607892725,0.9047619047619048,1.0,11.078327643533797,14.162614442654094,0.6859177080221143,1.107238110279032
origins_2024plus,FOOD_H0_SELECT_R18,11,20,20,20,20,0,0,1.2615147324213143,0.95,1.0,12.459581851789471,15.268413151710883,0.763212556802029,1.279347269950986
origins_2024plus,FOOD_H0_SELECT_R18,12,19,19,19,19,0,0,1.350848879640252,0.9473684210526315,1.0,12.767534074525914,16.73877660269041,0.8303268132212365,1.2946320632825046
origins_2024plus,FOOD_H0_SLOW_R18,1,30,30,30,30,0,0,0.22528638322932693,0.9333333333333333,1.0,1.5837319142748485,2.540190900349864,0.2529772301823042,0.2826927765190978
origins_2024plus,FOOD_H0_SLOW_R18,2,29,29,29,29,0,0,0.3332293224553199,0.9655172413793104,1.0,2.793685517594974,4.244293122307995,0.3513903703583259,0.4010287925383725
origins_2024plus,FOOD_H0_SLOW_R18,3,28,28,28,28,0,0,0.44366131661345004,1.0,1.0,4.471752949921247,5.362656886455193,0.43404798425396257,0.5255358160614808
origins_2024plus,FOOD_H0_SLOW_R18,4,27,27,27,27,0,0,0.5323222964668253,1.0,1.0,5.141452728822141,6.064636683268271,0.3752174643920636,0.5993251705602829
origins_2024plus,FOOD_H0_SLOW_R18,5,26,26,26,26,0,0,0.6399499520237328,1.0,1.0,5.789590034184741,6.6321610747927675,0.37776763883348935,0.6453703940798086
origins_2024plus,FOOD_H0_SLOW_R18,6,25,25,25,25,0,0,0.7303192350901344,0.96,1.0,6.276912791058477,8.0740651033008,0.4184523324992248,0.784850018720379
origins_2024plus,FOOD_H0_SLOW_R18,7,24,24,24,24,0,0,0.8401597843275997,1.0,1.0,7.343574500306481,9.163217023411711,0.5469348868979756,1.105396714761442
origins_2024plus,FOOD_H0_SLOW_R18,8,23,23,23,23,0,0,0.9647880248161707,0.9565217391304348,1.0,8.393988335370894,10.924372696689478,0.6096592039344806,1.2518762787438256
origins_2024plus,FOOD_H0_SLOW_R18,9,22,22,22,22,0,0,1.053708692285464,0.9545454545454546,1.0,9.566953190753962,12.832556716146422,0.6473672930552146,1.2081644398067588
origins_2024plus,FOOD_H0_SLOW_R18,10,21,21,21,21,0,0,1.154167327718216,0.9047619047619048,1.0,11.06780704817545,14.133128631306814,0.6859177080221143,1.107238110279032
origins_2024plus,FOOD_H0_SLOW_R18,11,20,20,20,20,0,0,1.2556050948840665,0.95,1.0,12.525680030307111,15.197630811646178,0.763212556802029,1.279347269950986
origins_2024plus,FOOD_H0_SLOW_R18,12,19,19,19,19,0,0,1.3426752443491623,0.9473684210526315,1.0,12.808228323857369,16.788628830144972,0.8303268132212365,1.2868366417788526
origins_2024plus,FUEL_ANNUAL_R17,1,30,30,30,30,0,0,0.21448724374371608,0.9666666666666667,1.0,1.591790530652106,2.4238398327973494,0.23487059683280076,0.2636701945695422
origins_2024plus,FUEL_ANNUAL_R17,2,29,29,29,29,0,0,0.3152957223634658,1.0,1.0,2.7518612841456296,4.263320640897722,0.3168754787405843,0.3849349811397626
origins_2024plus,FUEL_ANNUAL_R17,3,28,28,28,28,0,0,0.42620318442355787,1.0,1.0,4.440800133513627,5.5145666801747835,0.3893959661669755,0.527935644497825
origins_2024plus,FUEL_ANNUAL_R17,4,27,27,27,27,0,0,0.5127857640621438,1.0,1.0,5.238963714775211,6.043389998389872,0.3240565016985035,0.5123851556475024
origins_2024plus,FUEL_ANNUAL_R17,5,26,26,26,26,0,0,0.6123921163799836,1.0,1.0,6.004624902187435,6.515842502820283,0.34937982298663106,0.5548058192562052
origins_2024plus,FUEL_ANNUAL_R17,6,25,25,25,25,0,0,0.7078908934901569,1.0,1.0,6.541272618597845,7.669875402007396,0.38358714401435123,0.7245152946668857
origins_2024plus,FUEL_ANNUAL_R17,7,24,24,24,24,0,0,0.810814800998113,1.0,1.0,7.290532383219464,9.140343072365132,0.45700481501848905,1.0365778065890605
origins_2024plus,FUEL_ANNUAL_R17,8,23,23,23,23,0,0,0.9353224242150842,1.0,1.0,8.452367007669618,11.045667387469038,0.48997421392111545,1.1668179115369168
origins_2024plus,FUEL_ANNUAL_R17,9,22,22,22,22,0,0,1.0292923814832233,1.0,1.0,9.72686715192911,12.652969562154802,0.533124171306703,1.190357378084434
origins_2024plus,FUEL_ANNUAL_R17,10,21,21,21,21,0,0,1.1169231274636726,1.0,1.0,11.136354623687767,14.010941018371373,0.5718075074652528,1.0406184543374901
origins_2024plus,FUEL_ANNUAL_R17,11,20,20,20,20,0,0,1.2050802150016617,1.0,1.0,12.550327881325886,15.10521690285006,0.6261324175760874,1.099952747886896
origins_2024plus,FUEL_ANNUAL_R17,12,19,19,19,19,0,0,1.280080921025076,0.9473684210526315,1.0,12.721474142050818,16.760312161261023,0.6610490910143736,1.0829821933724024
origins_2024plus,INDEPENDENT_BRIDGE,1,30,30,30,30,0,0,0.2460969266453949,0.9666666666666667,1.0,1.7889110899763652,2.849749266080026,0.2902902069168102,0.3061754909329391
origins_2024plus,INDEPENDENT_BRIDGE,2,29,29,29,29,0,0,0.37191840530756115,0.9655172413793104,1.0,2.9264118613200902,4.268756435515621,0.41522173226652287,0.4748953233737056
origins_2024plus,INDEPENDENT_BRIDGE,3,28,28,28,28,0,0,0.4754878804989109,1.0,1.0,4.562107478099822,5.878604580018182,0.48275787364731143,0.6326447492775327
origins_2024plus,INDEPENDENT_BRIDGE,4,27,27,27,27,0,0,0.5764368642082277,1.0,1.0,5.2012199636452685,7.531509688017544,0.449854112121153,0.7069894232698283
origins_2024plus,INDEPENDENT_BRIDGE,5,26,26,26,26,0,0,0.6840209598033411,1.0,1.0,6.094763817287031,7.916397570663658,0.46741690527448393,0.7381002224296618
origins_2024plus,INDEPENDENT_BRIDGE,6,25,25,25,25,0,0,0.7673445668908662,0.96,1.0,6.890866803180429,8.525592517024437,0.5095955868354536,0.880769094727743
origins_2024plus,INDEPENDENT_BRIDGE,7,24,24,24,24,0,0,0.9168657279177532,0.9583333333333334,1.0,7.999366902108842,9.739266023584369,0.6690555959728138,1.1747269973121899
origins_2024plus,INDEPENDENT_BRIDGE,8,23,23,23,23,0,0,1.069871425815179,1.0,1.0,9.716282933318823,11.655960514450943,0.80955861928932,1.453945251601006
origins_2024plus,INDEPENDENT_BRIDGE,9,22,22,22,22,0,0,1.2512642287888254,1.0,1.0,11.17770760866426,14.066932451925062,0.8761988791080061,1.484555153138119
origins_2024plus,INDEPENDENT_BRIDGE,10,21,21,21,21,0,0,1.4327448485043315,1.0,1.0,13.163730932628896,15.861438703021927,0.9706568900020975,1.570931739273436
origins_2024plus,INDEPENDENT_BRIDGE,11,20,20,20,20,0,0,1.610939918848962,1.0,1.0,15.080906421542357,17.54864511356427,1.0947922138582544,1.521736142332455
origins_2024plus,INDEPENDENT_BRIDGE,12,19,19,19,19,0,0,1.7548395937885923,1.0,1.0,16.581024836236185,18.08330637904598,1.1627695504112,1.5603316840464547
origins_2024plus,MCT_FAST_R18,1,30,30,30,30,0,0,0.22467861247530255,0.9333333333333333,1.0,1.4973724126966603,2.6628222191223596,0.24563894957948218,0.27769259946785585
origins_2024plus,MCT_FAST_R18,2,29,29,29,29,0,0,0.34179795284831477,1.0,1.0,2.770650903116546,4.355448265356552,0.36217098121917424,0.44501459086472134
origins_2024plus,MCT_FAST_R18,3,28,28,28,28,0,0,0.46062517625914684,1.0,1.0,4.705764172476655,5.460789085235589,0.4282925712108692,0.5981672299909057
origins_2024plus,MCT_FAST_R18,4,27,27,27,27,0,0,0.5669232591603731,1.0,1.0,5.214259972071245,6.225142073161931,0.3887875997179157,0.6784714641818438
origins_2024plus,MCT_FAST_R18,5,26,26,26,26,0,0,0.681964532072289,1.0,1.0,5.887597006029285,6.98745635178236,0.37824483010293647,0.7273982295043009
origins_2024plus,MCT_FAST_R18,6,25,25,25,25,0,0,0.8049487523778762,0.92,1.0,6.607481658387291,8.045213371436923,0.45572232635229803,0.8557187333697103
origins_2024plus,MCT_FAST_R18,7,24,24,24,24,0,0,0.937448977416243,0.9166666666666666,1.0,7.481297771975154,9.324182579094733,0.5552947923081467,1.1603992312463018
origins_2024plus,MCT_FAST_R18,8,23,23,23,23,0,0,1.096311258796601,0.9130434782608695,1.0,8.336326726548242,11.380003931338951,0.66888127834952,1.5264647684486174
origins_2024plus,MCT_FAST_R18,9,22,22,22,22,0,0,1.2221159104258228,0.9545454545454546,1.0,9.280727295065534,13.210136362425185,0.7099489622609558,1.4719561762781959
origins_2024plus,MCT_FAST_R18,10,21,21,21,21,0,0,1.356997484752355,1.0,1.0,10.824871382538046,14.739965109509663,0.8088532068055746,1.4060798346960954
origins_2024plus,MCT_FAST_R18,11,20,20,20,20,0,0,1.480069582787494,0.85,1.0,12.74486496952746,15.702950710020687,0.8790044468575593,1.5256637909035407
origins_2024plus,MCT_FAST_R18,12,19,19,19,19,0,0,1.6115700328678964,0.9473684210526315,1.0,13.29923876458469,16.90985048048919,0.9398308939878803,1.6395368574678344
origins_2024plus,MCT_SIGNALS_R18,1,30,30,30,30,0,0,0.2230619701410461,0.9333333333333333,1.0,1.4978426264875233,2.3527572266544245,0.24777021657913056,0.2902400871740126
origins_2024plus,MCT_SIGNALS_R18,2,29,29,29,29,0,0,0.3333365831304393,1.0,1.0,2.5943617747853516,3.7786549583223548,0.37066443117868786,0.4465273561050786
origins_2024plus,MCT_SIGNALS_R18,3,28,28,28,28,0,0,0.4394674229943223,1.0,1.0,3.6764921149041996,5.084897316526664,0.44776930719259095,0.5513932681631403
origins_2024plus,MCT_SIGNALS_R18,4,27,27,27,27,0,0,0.5411777249239228,1.0,1.0,4.417718586361627,6.023786696805389,0.40537683268811736,0.6584809293515661
origins_2024plus,MCT_SIGNALS_R18,5,26,26,26,26,0,0,0.6588619784972404,0.9615384615384616,1.0,4.575365764704951,7.503395825530193,0.40370188403226703,0.7632443738715307
origins_2024plus,MCT_SIGNALS_R18,6,25,25,25,25,0,0,0.7298730982747115,0.88,1.0,6.017000500436145,8.540830192706954,0.459667172531254,0.8509098998766801
origins_2024plus,MCT_SIGNALS_R18,7,24,24,24,24,0,0,0.8070172376463235,0.9166666666666666,1.0,7.347412606722984,9.430825931763247,0.5898299122925228,0.9506950752980566
origins_2024plus,MCT_SIGNALS_R18,8,23,23,23,23,0,0,0.8904712818399081,0.8695652173913043,1.0,8.448315217490322,11.321413953209552,0.7022098231306011,1.0398364428561002
origins_2024plus,MCT_SIGNALS_R18,9,22,22,22,22,0,0,1.039054489275743,0.8636363636363636,1.0,9.356223610582871,13.057746208279251,0.8014996425272005,1.2653925301348954
origins_2024plus,MCT_SIGNALS_R18,10,21,21,21,21,0,0,1.2181568873993922,0.9523809523809523,1.0,11.630094599040849,14.656364061110226,0.9444274116439721,1.4194682794633529
origins_2024plus,MCT_SIGNALS_R18,11,20,20,20,20,0,0,1.4156958231406684,1.0,1.0,14.24898078803832,16.158401482077814,1.0701283857183665,1.692138368991032
origins_2024plus,MCT_SIGNALS_R18,12,19,19,19,19,0,0,1.558812536211651,0.9473684210526315,1.0,14.633505955427465,17.705574271424176,1.2368236964419612,1.8069696150604124
origins_2024plus,MCT_SLOW_R18,1,30,30,30,30,0,0,0.22470131017395964,0.9333333333333333,1.0,1.520837939048739,2.7460714216250093,0.2415129970030239,0.27143880166636675
origins_2024plus,MCT_SLOW_R18,2,29,29,29,29,0,0,0.34603093524262013,1.0,1.0,2.8613542071471967,4.498315852982793,0.35652869850898017,0.4535309317126487
origins_2024plus,MCT_SLOW_R18,3,28,28,28,28,0,0,0.4724220485095483,1.0,1.0,4.904097883812375,5.672967920248117,0.42825353575614405,0.5923204779258118
origins_2024plus,MCT_SLOW_R18,4,27,27,27,27,0,0,0.5881836894577349,1.0,1.0,5.282874466391564,6.421031622722743,0.4066666245802424,0.6903504493959031
origins_2024plus,MCT_SLOW_R18,5,26,26,26,26,0,0,0.706507423371305,1.0,1.0,6.120476799384746,7.352979846777122,0.3924419224310133,0.7593497243046178
origins_2024plus,MCT_SLOW_R18,6,25,25,25,25,0,0,0.8462532724999623,1.0,1.0,7.1799554060085855,8.385420721814757,0.47356966705921877,0.8805147025258462
origins_2024plus,MCT_SLOW_R18,7,24,24,24,24,0,0,0.9870800780246952,0.875,1.0,7.985415999870917,9.95962362433645,0.5816836359267786,1.1627190423330187
origins_2024plus,MCT_SLOW_R18,8,23,23,23,23,0,0,1.167332402623317,0.9565217391304348,1.0,8.822024858115316,12.17144658773903,0.7084935733461717,1.580687854175367
origins_2024plus,MCT_SLOW_R18,9,22,22,22,22,0,0,1.3142961132566586,0.9090909090909091,0.9545454545454546,9.66544601005365,14.060053177327223,0.7651926483427602,1.621365804772975
origins_2024plus,MCT_SLOW_R18,10,21,21,21,21,0,0,1.478910956878435,0.9047619047619048,1.0,11.319905742264718,15.411364949794663,0.8952038250038834,1.5267783736383886
origins_2024plus,MCT_SLOW_R18,11,20,20,20,20,0,0,1.6368765128093667,0.75,0.95,13.052098161597584,16.692699051095435,0.9978694354577549,1.6728958072479494
origins_2024plus,MCT_SLOW_R18,12,19,19,19,19,0,0,1.7946588701751203,0.8947368421052632,1.0,13.961442920019342,17.601427777178493,1.1027697904001095,1.7683214033758923
origins_2024plus,STABLE_LOCAL_CORE_R14B,1,30,30,30,30,0,0,0.21703559760161462,0.9333333333333333,1.0,1.5287410621133233,2.8145201451512354,0.23756006773875818,0.25999608734976476
origins_2024plus,STABLE_LOCAL_CORE_R14B,2,29,29,29,29,0,0,0.32208410104099827,1.0,1.0,3.048930722015104,4.676915351335111,0.33191104089504564,0.3940061402777403
origins_2024plus,STABLE_LOCAL_CORE_R14B,3,28,28,28,28,0,0,0.43598588597982696,1.0,1.0,5.126211117083129,5.719266477948488,0.38487867573915313,0.5082836901601008
origins_2024plus,STABLE_LOCAL_CORE_R14B,4,27,27,27,27,0,0,0.5297021433212389,1.0,1.0,5.332878593306306,6.875090470907736,0.32337670920890876,0.4821518069029057
origins_2024plus,STABLE_LOCAL_CORE_R14B,5,26,26,26,26,0,0,0.6060337978893066,1.0,1.0,6.5478200219871345,8.194588839443112,0.30151216849349594,0.5625454213966586
origins_2024plus,STABLE_LOCAL_CORE_R14B,6,25,25,25,25,0,0,0.681626384688439,1.0,1.0,7.805185869556476,9.24974243412294,0.32608283357619144,0.6307721984263128
origins_2024plus,STABLE_LOCAL_CORE_R14B,7,24,24,24,24,0,0,0.7862343140437953,1.0,1.0,8.61743891341554,11.064472059262783,0.4097747605000867,0.8501046262135968
origins_2024plus,STABLE_LOCAL_CORE_R14B,8,23,23,23,23,0,0,0.9030565916596227,1.0,1.0,9.38495969245812,13.395591596032014,0.4424908131025314,0.9521198818461708
origins_2024plus,STABLE_LOCAL_CORE_R14B,9,22,22,22,22,0,0,0.9856614136122509,1.0,1.0,10.01204473774758,15.319932152672935,0.4508965783237015,0.8955352658927175
origins_2024plus,STABLE_LOCAL_CORE_R14B,10,21,21,21,21,0,0,1.10049679034187,1.0,1.0,11.48126168338366,16.67829241457843,0.5026360620983554,0.9257351293473766
origins_2024plus,STABLE_LOCAL_CORE_R14B,11,20,20,20,20,0,0,1.2389897211697751,1.0,1.0,13.578136457042671,18.093064603968006,0.5286291627781277,1.024047447757458
origins_2024plus,STABLE_LOCAL_CORE_R14B,12,19,19,19,19,0,0,1.3674397240632985,1.0,1.0,14.601777565023811,19.63321722621279,0.5576900611391217,1.0761503629325424
origins_2024plus,STATE_FAST_R15,1,30,30,30,30,0,0,0.22198785004617863,0.9333333333333333,1.0,1.5778566268597134,2.539183473253594,0.24528100491177388,0.2769301500193473
origins_2024plus,STATE_FAST_R15,2,29,29,29,29,0,0,0.3309869006581297,1.0,1.0,2.7598743588624144,4.27590596474232,0.35588276609845043,0.4155001110169126
origins_2024plus,STATE_FAST_R15,3,28,28,28,28,0,0,0.44069131811435286,1.0,1.0,4.4510268055183735,5.422293128109935,0.42599003845729394,0.5267086077983754
origins_2024plus,STATE_FAST_R15,4,27,27,27,27,0,0,0.5313065171124776,1.0,1.0,5.196460112717138,6.0278532339117685,0.3678516474008364,0.592859588894273
origins_2024plus,STATE_FAST_R15,5,26,26,26,26,0,0,0.6265007624036076,1.0,1.0,5.860035510061104,6.585333365447426,0.3660444093369676,0.6000753741908634
origins_2024plus,STATE_FAST_R15,6,25,25,25,25,0,0,0.718677944879177,0.96,1.0,6.334881348026779,7.876560874512682,0.4051238833460426,0.7843127731350912
origins_2024plus,STATE_FAST_R15,7,24,24,24,24,0,0,0.8239958869416476,1.0,1.0,7.223027331767426,9.183099573406473,0.5203547372325348,1.082513569474255
origins_2024plus,STATE_FAST_R15,8,23,23,23,23,0,0,0.9482509702849798,1.0,1.0,8.342025426795823,11.012929694899425,0.5829379578335881,1.2235226451323427
origins_2024plus,STATE_FAST_R15,9,22,22,22,22,0,0,1.0385265754243227,1.0,1.0,9.709691561503856,12.68332304592962,0.6179813049841026,1.207475747444687
origins_2024plus,STATE_FAST_R15,10,21,21,21,21,0,0,1.1342236268631416,1.0,1.0,11.139519223982015,14.085814572896718,0.6518831700171278,1.0627058369528055
origins_2024plus,STATE_FAST_R15,11,20,20,20,20,0,0,1.2210517811150723,1.0,1.0,12.565747526207707,15.185456961968981,0.7100745029398151,1.2147861451891553
origins_2024plus,STATE_FAST_R15,12,19,19,19,19,0,0,1.3078154572714353,1.0,1.0,12.792712221436814,16.809469898684608,0.743503693874683,1.2190525091362774
