origin,h,target,model,n_pool,actual,point,median,lo80,hi80,lo90,hi90,crps,coverage80,coverage90
2022-02,1,2022-03,DAMPED_P95_Q001_R16,24,12.741652021089633,11.194091331021022,11.193830697231256,10.705688350835977,11.841438400171564,10.65104066689031,11.922686825140055,1.2215185222369436,0.0,0.0
2022-02,2,2022-04,DAMPED_P95_Q001_R16,24,14.160839160839142,11.512538633219942,11.577200144607072,10.78541264117019,12.425075606322384,10.74194703790802,12.441229234518582,2.213730479090127,0.0,0.0
2022-02,3,2022-05,DAMPED_P95_Q001_R16,24,15.968586387434563,12.177573644727866,12.272652809839515,11.1504511642003,13.231615426001545,11.142213000522364,13.280553277680463,3.259753420576555,0.0,0.0
2022-02,4,2022-06,DAMPED_P95_Q001_R16,24,17.18749999999999,12.418074397018836,12.636824370573313,11.708599024735854,13.394578552114094,11.199331237397047,13.48860254761931,4.247037815941048,0.0,0.0
2022-02,5,2022-07,DAMPED_P95_Q001_R16,24,17.52577319587628,12.220997264855495,12.527291791484233,11.33018890122016,13.01556935813978,10.697269226736946,13.609229163629713,4.774454754103516,0.0,0.0
2022-02,6,2022-08,DAMPED_P95_Q001_R16,24,17.235494880546053,12.108709999984516,12.442411613039326,10.941561603600361,13.10065481484108,10.786864696300254,13.232965751403917,4.465364918117521,0.0,0.0
2022-02,7,2022-09,DAMPED_P95_Q001_R16,24,17.972742759795548,12.225304316495961,12.523827933001257,11.423986323000001,13.505134286540295,10.684932572912839,13.77955521466408,4.887748523621598,0.0,0.0
2022-02,8,2022-10,DAMPED_P95_Q001_R16,24,15.092748735244497,12.06574918069973,12.52716589483242,11.053320735894262,13.966760732651313,10.56839670723371,14.379202336660283,1.972061223346878,0.0,0.0
2022-02,9,2022-11,DAMPED_P95_Q001_R16,24,16.24579124579122,12.607740051139396,13.002774643720372,11.38277803893125,14.822432622471121,11.325274432597803,15.410673813486817,2.349475281586596,0.0,0.0
2022-02,10,2022-12,DAMPED_P95_Q001_R16,24,15.758591785414907,12.8711616806987,13.377207210266103,11.356930971228488,15.566481247173671,11.263947888251263,16.469299800654387,1.5536260977080336,0.0,1.0
