scope,sample,h,model,n_intended_origins,n_available_targets,n_own_forecasts,n_common,yy_n,yy_rmse,yy_mae,yy_bias,mm_n,mm_rmse,mm_mae,mm_bias,cumulative_log_n,cumulative_log_rmse,cumulative_log_mae,cumulative_log_bias
common,full,1,FOOD_DOMESTIC_PIPELINE_R14,90,89,89,88,88,0.9084832980948117,0.5608749244984708,-0.08551318341821032,88,0.6914946845991709,0.385861218567861,-0.06715224444310695,88,0.6782283844012909,0.38258289099836157,-0.06446810130003554
common,full,1,FOOD_OWN_LEVEL_AR_R14,90,89,89,88,88,0.9248824054186285,0.5667593465502146,-0.12120298186221029,88,0.7004429324632269,0.3948914461649103,-0.09845152807679004,88,0.6871004666273112,0.39163411751815613,-0.09541516603346048
common,full,1,INDEPENDENT_BRIDGE,90,89,88,88,88,0.9107373045382808,0.5483448281111425,-0.11911212254514587,88,0.6910300803237961,0.38118172563908637,-0.09545380836145988,88,0.6770361652105001,0.37794204548607496,-0.0925861716590338
common,full,1,FOOD_TREND_R12,90,89,88,88,88,0.9107373045382808,0.5483448281111425,-0.11911212254514587,88,0.6910300803237961,0.38118172563908637,-0.09545380836145988,88,0.6770361652105001,0.37794204548607496,-0.0925861716590338
common,full,1,FOOD_COST_R12,90,89,88,88,88,0.9107373045382808,0.5483448281111425,-0.11911212254514587,88,0.6910300803237961,0.38118172563908637,-0.09545380836145988,88,0.6770361652105001,0.37794204548607496,-0.0925861716590338
common,full,2,FOOD_DOMESTIC_PIPELINE_R14,90,88,88,86,86,1.3017911605266097,0.8656273422979511,-0.14020744464121612,86,0.701526827005182,0.4062351181574051,-0.054059862892566896,86,0.9903697695139794,0.6625461277990599,-0.11651962954946528
common,full,2,FOOD_OWN_LEVEL_AR_R14,90,88,88,86,86,1.320751688077238,0.8544372368787057,-0.2173598151685172,86,0.6973057693672481,0.4025825515285769,-0.0895058954459958,86,1.0004959679771968,0.6527683153984388,-0.18294466991932046
common,full,2,INDEPENDENT_BRIDGE,90,88,86,86,86,1.294585199790152,0.8416168863837291,-0.1997538878580161,86,0.6899196711885608,0.38702985158228354,-0.0737865487892192,86,0.9843887944532229,0.629681481982177,-0.1658759548369502
common,full,2,FOOD_TREND_R12,90,88,86,86,86,1.294585199790152,0.8416168863837291,-0.1997538878580161,86,0.6899196711885608,0.38702985158228354,-0.0737865487892192,86,0.9843887944532229,0.629681481982177,-0.1658759548369502
common,full,2,FOOD_COST_R12,90,88,86,86,86,1.294585199790152,0.8416168863837291,-0.1997538878580161,86,0.6899196711885608,0.38702985158228354,-0.0737865487892192,86,0.9843887944532229,0.629681481982177,-0.1658759548369502
common,full,3,FOOD_DOMESTIC_PIPELINE_R14,90,87,87,84,84,1.61422782122665,1.1000193217397938,-0.19499154796395823,84,0.8262473130028214,0.4852457155544574,-0.05202839571199843,84,1.39078836777426,0.9904550604502548,-0.16604081850472374
common,full,3,FOOD_OWN_LEVEL_AR_R14,90,87,87,84,84,1.5954225843967937,1.0590433017891967,-0.32013871455744464,84,0.801223981513834,0.47094121272206463,-0.09231376601126948,84,1.3679615669875225,0.9480831629107241,-0.27289003310540727
common,full,3,INDEPENDENT_BRIDGE,90,87,84,84,84,1.5373220457297827,1.0545270625741106,-0.30066233166206685,84,0.8002655056395581,0.44700844562500874,-0.08825817985077639,84,1.3309442277397319,0.9453059798610343,-0.25413189947473913
common,full,3,FOOD_TREND_R12,90,87,84,84,84,1.5373220457297827,1.0545270625741106,-0.30066233166206685,84,0.8002655056395581,0.44700844562500874,-0.08825817985077639,84,1.3309442277397319,0.9453059798610343,-0.25413189947473913
common,full,3,FOOD_COST_R12,90,87,84,84,84,1.5373220457297827,1.0545270625741106,-0.30066233166206685,84,0.8002655056395581,0.44700844562500874,-0.08825817985077639,84,1.3309442277397319,0.9453059798610343,-0.25413189947473913
common,full,4,FOOD_DOMESTIC_PIPELINE_R14,90,86,86,83,83,2.021796425185102,1.3083006700630944,-0.23860241226923037,83,0.8469595197825298,0.4990921778390763,-0.04327175526039629,83,1.736847981325337,1.1635993713948132,-0.21207353730684386
common,full,4,FOOD_OWN_LEVEL_AR_R14,90,86,86,83,83,1.8881437521292195,1.2690963059530427,-0.41945632151456513,83,0.7876354746805476,0.4683487011218138,-0.08875090317671899,83,1.6220451939303464,1.1270552901796125,-0.3651633718007244
common,full,4,INDEPENDENT_BRIDGE,90,86,83,83,83,1.8237299080241298,1.233635025154024,-0.40353756179408024,83,0.7691622651348138,0.4297376485042433,-0.08621888132497546,83,1.5768712848109971,1.1063283215902013,-0.34676618807913806
common,full,4,FOOD_TREND_R12,90,86,83,83,83,1.839875240545979,1.2445651517425118,-0.38939039713511936,83,0.7815927372729061,0.46249675210855873,-0.0760957642698005,83,1.5885503853465617,1.1179685582271843,-0.3368322960706434
common,full,4,FOOD_COST_R12,90,86,83,83,83,1.845934825990536,1.2477133882541618,-0.3843827291637143,83,0.7854905693755345,0.46608546647810617,-0.07199387410449985,83,1.5937553343904047,1.12129017343455,-0.3327966529415613
common,full,5,FOOD_DOMESTIC_PIPELINE_R14,90,85,85,82,82,2.4983209683671426,1.574132679337394,-0.3110822421463514,82,0.8729681184260083,0.5199986758866755,-0.07324149534120654,82,2.1454055959477327,1.377596500655497,-0.2838844106735378
