origin,target,h,model,mm_forecast,mm_actual,cumulative_log_forecast,cumulative_pct_forecast,cumulative_log_actual,cumulative_pct_actual
2019-02,2019-03,1,FOOD_DOMESTIC_PIPELINE_R14,-0.35757722517998075,0.0,-0.358218060650362,-0.35757722517998075,0.0,0.0
2019-02,2019-04,2,FOOD_DOMESTIC_PIPELINE_R14,-0.34081770076881945,-0.6505576208178376,-0.6996178679359923,-0.6971762394714689,-0.6526829696684437,-0.6505576208178376
2019-02,2019-05,3,FOOD_DOMESTIC_PIPELINE_R14,0.16348090234994894,1.9644527595883865,-0.5362704501518296,-0.5348350871287774,1.2927234501459586,1.3011152416356802
2019-02,2019-06,4,FOOD_DOMESTIC_PIPELINE_R14,-0.11156875585519758,0.3669724770642313,-0.6479014902742737,-0.6458071341313882,1.6590242260196828,1.6728624535316021
2019-02,2019-07,5,FOOD_DOMESTIC_PIPELINE_R14,-0.31442116047992213,-0.5484460694698434,-0.9628179926640161,-0.9581977403257124,1.109068669415817,1.1152416356877282
2019-02,2019-08,6,FOOD_DOMESTIC_PIPELINE_R14,-0.647745210033962,-0.27573529411764053,-1.6126701754553157,-1.5997362703940607,0.8329525252830223,0.8364312267658014
2019-02,2019-09,7,FOOD_DOMESTIC_PIPELINE_R14,0.13502565368253466,-0.552995391705069,-1.4777355994322914,-1.4668706710678225,0.2784224536404959,0.27881040892193554
2019-02,2019-10,8,FOOD_DOMESTIC_PIPELINE_R14,0.40555911678233114,0.8341056533827551,-1.072996656856307,-1.0672605820234131,1.109068669415817,1.1152416356877282
2019-02,2019-11,9,FOOD_DOMESTIC_PIPELINE_R14,0.1610713474433155,1.194852941176472,-0.912054890181495,-0.9079082855802938,2.2968396000950206,2.3234200743494395
2019-02,2019-12,10,FOOD_DOMESTIC_PIPELINE_R14,0.6279511295262672,0.7266121707538709,-0.28606715859440257,-0.28565837638839087,3.0208246628637387,3.066914498141272
2019-02,2020-01,11,FOOD_DOMESTIC_PIPELINE_R14,0.7257260866283768,2.3444544634806164,0.4370382081299163,0.4379946128838963,5.3382189193773435,5.483271375464697
2019-02,2020-02,12,FOOD_DOMESTIC_PIPELINE_R14,-0.03929836418391912,0.0,0.3977321201152338,0.3985241239819003,5.3382189193773435,5.483271375464697
2019-02,2019-03,1,FOOD_OWN_LEVEL_AR_R14,-0.4785907319695514,0.0,-0.4797396446051776,-0.4785907319695514,0.0,0.0
2019-02,2019-04,2,FOOD_OWN_LEVEL_AR_R14,-0.45113317110685647,-0.6505576208178376,-0.9318934922996727,-0.9275648215306501,-0.6526829696684437,-0.6505576208178376
2019-02,2019-05,3,FOOD_OWN_LEVEL_AR_R14,0.07246203074757598,1.9644527595883865,-0.8594577026058287,-0.8557749230892555,1.2927234501459586,1.3011152416356802
2019-02,2019-06,4,FOOD_OWN_LEVEL_AR_R14,-0.17634342372730683,0.3669724770642313,-1.0359567943824253,-1.030609244017787,1.6590242260196828,1.6728624535316021
2019-02,2019-07,5,FOOD_OWN_LEVEL_AR_R14,-0.3510378054915587,-0.5484460694698434,-1.3876121833028725,-1.3780292214359529,1.109068669415817,1.1152416356877282
2019-02,2019-08,6,FOOD_OWN_LEVEL_AR_R14,-0.6588470914059166,-0.27573529411764053,-2.048639252580945,-2.0277972073977146,0.8329525252830223,0.8364312267658014
2019-02,2019-09,7,FOOD_OWN_LEVEL_AR_R14,0.1476353192286479,-0.552995391705069,-1.901112807145441,-1.8831556330495178,0.2784224536404959,0.27881040892193554
2019-02,2019-10,8,FOOD_OWN_LEVEL_AR_R14,0.44053033492361376,0.8341056533827551,-1.4615499667378724,-1.45092116994331,1.109068669415817,1.1152416356877282
2019-02,2019-11,9,FOOD_OWN_LEVEL_AR_R14,0.2141683464541905,1.194852941176472,-1.2476106337621677,-1.239860237367141,2.2968396000950206,2.3234200743494395
2019-02,2019-12,10,FOOD_OWN_LEVEL_AR_R14,0.6924915436585257,0.7266121707538709,-0.5575058006166616,-0.5559546210055673,3.0208246628637387,3.066914498141272
2019-02,2020-01,11,FOOD_OWN_LEVEL_AR_R14,0.8323250881883971,2.3444544634806164,0.2713745633132565,0.27174311739325785,5.3382189193773435,5.483271375464697
2019-02,2020-02,12,FOOD_OWN_LEVEL_AR_R14,0.026977936918280748,0.0,0.2983488618404959,0.29879436499832873,5.3382189193773435,5.483271375464697
2019-03,2019-04,1,FOOD_DOMESTIC_PIPELINE_R14,-0.2627068806385655,-0.6505576208178376,-0.2630525607138603,-0.2627068806385655,-0.6526829696684437,-0.6505576208178376
2019-03,2019-05,2,FOOD_DOMESTIC_PIPELINE_R14,0.24948015571976886,1.9644527595883865,-0.013883090110059686,-0.013882126453700275,1.2927234501459586,1.3011152416356802
2019-03,2019-06,3,FOOD_DOMESTIC_PIPELINE_R14,-0.034885826542328725,0.3669724770642313,-0.0487750031724525,-0.04876311010147398,1.6590242260196828,1.6728624535316021
2019-03,2019-07,4,FOOD_DOMESTIC_PIPELINE_R14,-0.2572227180554571,-0.5484460694698434,-0.3063291072500611,-0.3058603983597197,1.109068669415817,1.1152416356877282
