sample,h,model,control,n,mse_difference,ci_low,ci_high,block_length,replicates,seed
full,6,FOOD_DOMESTIC_PIPELINE_R14,INDEPENDENT_BRIDGE,81,2.635259531978485,0.028912678302310944,7.162195701314333,12,2000,1409
full,6,FOOD_OWN_LEVEL_AR_R14,INDEPENDENT_BRIDGE,81,0.7099245406135658,0.16180144314025724,1.4104775041979694,12,2000,1409
full,6,FOOD_DOMESTIC_PIPELINE_R14,FOOD_OWN_LEVEL_AR_R14,84,1.8538940576782006,-0.8308734432274246,6.264550910564398,12,2000,1409
full,7,FOOD_DOMESTIC_PIPELINE_R14,INDEPENDENT_BRIDGE,80,4.04688436562971,0.08207567072395118,11.151278624197062,12,2000,1409
full,7,FOOD_OWN_LEVEL_AR_R14,INDEPENDENT_BRIDGE,80,1.25173088374264,0.2959145352098287,2.381559692822844,12,2000,1409
full,7,FOOD_DOMESTIC_PIPELINE_R14,FOOD_OWN_LEVEL_AR_R14,83,2.6913766677659576,-0.927832071024422,9.079660796213966,12,2000,1409
full,8,FOOD_DOMESTIC_PIPELINE_R14,INDEPENDENT_BRIDGE,79,6.138115228683139,0.17328016702087792,16.239021560012755,12,2000,1409
full,8,FOOD_OWN_LEVEL_AR_R14,INDEPENDENT_BRIDGE,79,2.0522924132947,0.3117846726471301,4.05286436688767,12,2000,1409
full,8,FOOD_DOMESTIC_PIPELINE_R14,FOOD_OWN_LEVEL_AR_R14,82,3.9330486643881297,-0.9868829238568273,12.842285604485177,12,2000,1409
full,9,FOOD_DOMESTIC_PIPELINE_R14,INDEPENDENT_BRIDGE,78,10.188450750967622,0.14592459879752143,27.62171304919086,12,2000,1409
full,9,FOOD_OWN_LEVEL_AR_R14,INDEPENDENT_BRIDGE,78,3.0393219912976517,0.4779199638585316,6.398904473049881,12,2000,1409
full,9,FOOD_DOMESTIC_PIPELINE_R14,FOOD_OWN_LEVEL_AR_R14,81,6.880800702341196,-1.2226562434846782,22.008344485398478,12,2000,1409
full,10,FOOD_DOMESTIC_PIPELINE_R14,INDEPENDENT_BRIDGE,77,15.983408495617617,0.1566977089038267,44.60345035756711,12,2000,1409
full,10,FOOD_OWN_LEVEL_AR_R14,INDEPENDENT_BRIDGE,77,4.041327702387601,0.6947009829797296,8.453418514491538,12,2000,1409
full,10,FOOD_DOMESTIC_PIPELINE_R14,FOOD_OWN_LEVEL_AR_R14,80,11.491057012074013,-1.7497024044929015,36.00872263152169,12,2000,1409
full,11,FOOD_DOMESTIC_PIPELINE_R14,INDEPENDENT_BRIDGE,76,24.995055739357372,0.40726262648194633,69.59732761980054,12,2000,1409
full,11,FOOD_OWN_LEVEL_AR_R14,INDEPENDENT_BRIDGE,76,5.298266588070905,0.8051257879584444,11.38979224431858,12,2000,1409
full,11,FOOD_DOMESTIC_PIPELINE_R14,FOOD_OWN_LEVEL_AR_R14,79,18.947129340553495,-1.8827937037331444,58.20987500795233,12,2000,1409
full,12,FOOD_DOMESTIC_PIPELINE_R14,INDEPENDENT_BRIDGE,75,37.76333561734101,0.38415152937627045,105.87355267660098,12,2000,1409
full,12,FOOD_OWN_LEVEL_AR_R14,INDEPENDENT_BRIDGE,75,6.801324698716222,0.9539663243880999,14.863012850169648,12,2000,1409
full,12,FOOD_DOMESTIC_PIPELINE_R14,FOOD_OWN_LEVEL_AR_R14,78,29.77075989585761,-1.9874948174663722,89.28101977411137,12,2000,1409
recent_targets,1,FOOD_DOMESTIC_PIPELINE_R14,INDEPENDENT_BRIDGE,31,-0.0015369399847014766,-0.01362537261586873,0.010751993135552447,12,2000,1409
recent_targets,1,FOOD_OWN_LEVEL_AR_R14,INDEPENDENT_BRIDGE,31,0.001790695956013752,-0.015109382282410155,0.016873099229086346,12,2000,1409
recent_targets,1,FOOD_DOMESTIC_PIPELINE_R14,FOOD_OWN_LEVEL_AR_R14,31,-0.003327635940715229,-0.01442314265664502,0.005595279959747453,12,2000,1409
recent_targets,2,FOOD_DOMESTIC_PIPELINE_R14,INDEPENDENT_BRIDGE,31,-0.03541638300003723,-0.07299039710416003,-0.0015426228373490011,12,2000,1409
recent_targets,2,FOOD_OWN_LEVEL_AR_R14,INDEPENDENT_BRIDGE,31,-0.028814379936388832,-0.0807654715065369,0.01423602237220746,12,2000,1409
recent_targets,2,FOOD_DOMESTIC_PIPELINE_R14,FOOD_OWN_LEVEL_AR_R14,31,-0.006602003063648402,-0.03576015241407116,0.017420155011602538,12,2000,1409
recent_targets,3,FOOD_DOMESTIC_PIPELINE_R14,INDEPENDENT_BRIDGE,31,-0.012135667975382855,-0.0603590600974878,0.03115920788680357,12,2000,1409
recent_targets,3,FOOD_OWN_LEVEL_AR_R14,INDEPENDENT_BRIDGE,31,-0.0019002364464024092,-0.07931700581934537,0.07338477148298114,12,2000,1409
recent_targets,3,FOOD_DOMESTIC_PIPELINE_R14,FOOD_OWN_LEVEL_AR_R14,31,-0.01023543152898044,-0.05471971779660556,0.026080128529867,12,2000,1409
recent_targets,4,FOOD_DOMESTIC_PIPELINE_R14,INDEPENDENT_BRIDGE,31,0.007524303565947807,-0.06737418877587036,0.07839702085725717,12,2000,1409
recent_targets,4,FOOD_OWN_LEVEL_AR_R14,INDEPENDENT_BRIDGE,31,0.043666716063234016,-0.07620984730839662,0.17018334699595883,12,2000,1409
recent_targets,4,FOOD_DOMESTIC_PIPELINE_R14,FOOD_OWN_LEVEL_AR_R14,31,-0.03614241249728622,-0.113104379369013,0.020655916505747343,12,2000,1409
recent_targets,5,FOOD_DOMESTIC_PIPELINE_R14,INDEPENDENT_BRIDGE,31,-0.002731463805530012,-0.06957093628330396,0.07394421559411789,12,2000,1409
recent_targets,5,FOOD_OWN_LEVEL_AR_R14,INDEPENDENT_BRIDGE,31,0.08921332745350181,-0.08057807985366713,0.28340257038073097,12,2000,1409
recent_targets,5,FOOD_DOMESTIC_PIPELINE_R14,FOOD_OWN_LEVEL_AR_R14,31,-0.09194479125903184,-0.23690282183817182,0.03601634669147856,12,2000,1409
recent_targets,6,FOOD_DOMESTIC_PIPELINE_R14,INDEPENDENT_BRIDGE,31,-0.04423509523186161,-0.15002949928511286,0.07878721354339879,12,2000,1409
recent_targets,6,FOOD_OWN_LEVEL_AR_R14,INDEPENDENT_BRIDGE,31,0.15318325585103806,-0.13564160184993063,0.4845331807997617,12,2000,1409
recent_targets,6,FOOD_DOMESTIC_PIPELINE_R14,FOOD_OWN_LEVEL_AR_R14,31,-0.19741835108289968,-0.4824920094275032,0.061241111881142216,12,2000,1409
recent_targets,7,FOOD_DOMESTIC_PIPELINE_R14,INDEPENDENT_BRIDGE,31,-0.06042898298444901,-0.1950205459223494,0.08845408096241819,12,2000,1409
recent_targets,7,FOOD_OWN_LEVEL_AR_R14,INDEPENDENT_BRIDGE,31,0.15284559093515285,-0.21084351843165075,0.6105074066895767,12,2000,1409
recent_targets,7,FOOD_DOMESTIC_PIPELINE_R14,FOOD_OWN_LEVEL_AR_R14,31,-0.21327457391960192,-0.5733253704680966,0.10186963932733815,12,2000,1409
recent_targets,8,FOOD_DOMESTIC_PIPELINE_R14,INDEPENDENT_BRIDGE,31,-0.10679558546583592,-0.28996733087196314,0.08746045017058189,12,2000,1409
recent_targets,8,FOOD_OWN_LEVEL_AR_R14,INDEPENDENT_BRIDGE,31,0.13201404919965679,-0.3263535977900388,0.7033889736623211,12,2000,1409
recent_targets,8,FOOD_DOMESTIC_PIPELINE_R14,FOOD_OWN_LEVEL_AR_R14,31,-0.23880963466549274,-0.6728880425558557,0.16846908105078837,12,2000,1409
recent_targets,9,FOOD_DOMESTIC_PIPELINE_R14,INDEPENDENT_BRIDGE,31,0.08092743793652295,-0.19786216000713727,0.42083655362230254,12,2000,1409
recent_targets,9,FOOD_OWN_LEVEL_AR_R14,INDEPENDENT_BRIDGE,31,0.6512213145407333,-0.34841476458139975,1.633019185507675,12,2000,1409
recent_targets,9,FOOD_DOMESTIC_PIPELINE_R14,FOOD_OWN_LEVEL_AR_R14,31,-0.5702938766042103,-1.2942279505295702,0.17218288158058948,12,2000,1409
recent_targets,10,FOOD_DOMESTIC_PIPELINE_R14,INDEPENDENT_BRIDGE,31,0.7546398662825263,-0.20398875319341353,2.1636733438240823,12,2000,1409
recent_targets,10,FOOD_OWN_LEVEL_AR_R14,INDEPENDENT_BRIDGE,31,1.4857032852924086,-0.3671358822908171,3.494279671065226,12,2000,1409
recent_targets,10,FOOD_DOMESTIC_PIPELINE_R14,FOOD_OWN_LEVEL_AR_R14,31,-0.7310634190098821,-1.6009463338353014,0.21890922549518765,12,2000,1409
recent_targets,11,FOOD_DOMESTIC_PIPELINE_R14,INDEPENDENT_BRIDGE,31,1.9400031482728988,-0.244940168035726,5.468658623672017,12,2000,1409
recent_targets,11,FOOD_OWN_LEVEL_AR_R14,INDEPENDENT_BRIDGE,31,2.8172783120984857,-0.11386108656262181,6.746154407068391,12,2000,1409
recent_targets,11,FOOD_DOMESTIC_PIPELINE_R14,FOOD_OWN_LEVEL_AR_R14,31,-0.8772751638255873,-1.9678899222042405,0.3236172491586874,12,2000,1409
recent_targets,12,FOOD_DOMESTIC_PIPELINE_R14,INDEPENDENT_BRIDGE,31,3.685798906376772,-0.35376332271038635,10.07578105064577,12,2000,1409
recent_targets,12,FOOD_OWN_LEVEL_AR_R14,INDEPENDENT_BRIDGE,31,4.533658562350114,-0.1620555441604472,11.025278747761282,12,2000,1409
recent_targets,12,FOOD_DOMESTIC_PIPELINE_R14,FOOD_OWN_LEVEL_AR_R14,31,-0.8478596559733411,-2.536427899267085,0.6630394580514916,12,2000,1409
recent_origins,1,FOOD_DOMESTIC_PIPELINE_R14,INDEPENDENT_BRIDGE,30,-0.003168035208973844,-0.016490130466815203,0.010395431762413853,12,2000,1409
recent_origins,1,FOOD_OWN_LEVEL_AR_R14,INDEPENDENT_BRIDGE,30,0.00035860312642533893,-0.015854705788530207,0.015265659813209237,12,2000,1409
recent_origins,1,FOOD_DOMESTIC_PIPELINE_R14,FOOD_OWN_LEVEL_AR_R14,30,-0.003526638335399186,-0.014007433048693816,0.005197438266943434,12,2000,1409
recent_origins,2,FOOD_DOMESTIC_PIPELINE_R14,INDEPENDENT_BRIDGE,29,-0.03946237949085152,-0.08187177916422292,-0.0011077029394529194,12,2000,1409
recent_origins,2,FOOD_OWN_LEVEL_AR_R14,INDEPENDENT_BRIDGE,29,-0.031399065471701335,-0.09216467874492447,0.015803419067015295,12,2000,1409
recent_origins,2,FOOD_DOMESTIC_PIPELINE_R14,FOOD_OWN_LEVEL_AR_R14,29,-0.00806331401915019,-0.03934514660744163,0.017909676791895507,12,2000,1409
recent_origins,3,FOOD_DOMESTIC_PIPELINE_R14,INDEPENDENT_BRIDGE,28,-0.01722879861947377,-0.0679114548275225,0.03454335602386687,12,2000,1409
recent_origins,3,FOOD_OWN_LEVEL_AR_R14,INDEPENDENT_BRIDGE,28,-0.0038899635853050785,-0.08344721624514448,0.07665244758309983,12,2000,1409
recent_origins,3,FOOD_DOMESTIC_PIPELINE_R14,FOOD_OWN_LEVEL_AR_R14,28,-0.0133388350341687,-0.05819878762068407,0.029232125756647725,12,2000,1409
recent_origins,4,FOOD_DOMESTIC_PIPELINE_R14,INDEPENDENT_BRIDGE,27,-0.0041574389580215166,-0.07880519150676092,0.07610028869149169,12,2000,1409
recent_origins,4,FOOD_OWN_LEVEL_AR_R14,INDEPENDENT_BRIDGE,27,0.024200983669950743,-0.09203152169704673,0.14501426373919765,12,2000,1409
recent_origins,4,FOOD_DOMESTIC_PIPELINE_R14,FOOD_OWN_LEVEL_AR_R14,27,-0.02835842262797225,-0.08714339256648464,0.02528552632563052,12,2000,1409
recent_origins,5,FOOD_DOMESTIC_PIPELINE_R14,INDEPENDENT_BRIDGE,26,0.009298984306310213,-0.07890656247947068,0.10004857584660451,12,2000,1409
recent_origins,5,FOOD_OWN_LEVEL_AR_R14,INDEPENDENT_BRIDGE,26,0.0618548687141905,-0.10606400882218192,0.24086588910744117,12,2000,1409
recent_origins,5,FOOD_DOMESTIC_PIPELINE_R14,FOOD_OWN_LEVEL_AR_R14,26,-0.052555884407880275,-0.15462298413920766,0.04752051894238426,12,2000,1409
recent_origins,6,FOOD_DOMESTIC_PIPELINE_R14,INDEPENDENT_BRIDGE,25,0.01765435311181058,-0.08635685260552448,0.1289627162777828,12,2000,1409
recent_origins,6,FOOD_OWN_LEVEL_AR_R14,INDEPENDENT_BRIDGE,25,0.13720543862683285,-0.1598880994993089,0.4520898558756565,12,2000,1409
recent_origins,6,FOOD_DOMESTIC_PIPELINE_R14,FOOD_OWN_LEVEL_AR_R14,25,-0.11955108551502228,-0.3177076364724945,0.07406160919300006,12,2000,1409
recent_origins,7,FOOD_DOMESTIC_PIPELINE_R14,INDEPENDENT_BRIDGE,24,-0.0069601279624894345,-0.13447259569503436,0.11889484070967066,12,2000,1409
recent_origins,7,FOOD_OWN_LEVEL_AR_R14,INDEPENDENT_BRIDGE,24,0.16447315543110191,-0.23833626591259308,0.5737594173891813,12,2000,1409
recent_origins,7,FOOD_DOMESTIC_PIPELINE_R14,FOOD_OWN_LEVEL_AR_R14,24,-0.1714332833935914,-0.44840428195458176,0.10553771516739903,12,2000,1409
recent_origins,8,FOOD_DOMESTIC_PIPELINE_R14,INDEPENDENT_BRIDGE,23,-0.05918283853839242,-0.18554736210621164,0.06395419442941655,12,2000,1409
recent_origins,8,FOOD_OWN_LEVEL_AR_R14,INDEPENDENT_BRIDGE,23,0.12000367814829253,-0.3690405808751722,0.6087175718810479,12,2000,1409
recent_origins,8,FOOD_DOMESTIC_PIPELINE_R14,FOOD_OWN_LEVEL_AR_R14,23,-0.17918651668668503,-0.5536885316252479,0.20037654461068086,12,2000,1409
recent_origins,9,FOOD_DOMESTIC_PIPELINE_R14,INDEPENDENT_BRIDGE,22,-0.09908567687477722,-0.236083659686262,0.037912305936707594,12,2000,1409
recent_origins,9,FOOD_OWN_LEVEL_AR_R14,INDEPENDENT_BRIDGE,22,0.14002465420195936,-0.48287741738449036,0.7622753966378636,12,2000,1409
recent_origins,9,FOOD_DOMESTIC_PIPELINE_R14,FOOD_OWN_LEVEL_AR_R14,22,-0.23911033107673652,-0.7307213490895162,0.25775162995591683,12,2000,1409
recent_origins,10,FOOD_DOMESTIC_PIPELINE_R14,INDEPENDENT_BRIDGE,21,-0.14321877678765005,-0.2967523747319677,0.012675172212870485,12,2000,1409
recent_origins,10,FOOD_OWN_LEVEL_AR_R14,INDEPENDENT_BRIDGE,21,0.15483892381415146,-0.6162012899230873,0.9564347200554645,12,2000,1409
recent_origins,10,FOOD_DOMESTIC_PIPELINE_R14,FOOD_OWN_LEVEL_AR_R14,21,-0.2980577006018016,-0.9362756958713302,0.3401857325108812,12,2000,1409
recent_origins,11,FOOD_DOMESTIC_PIPELINE_R14,INDEPENDENT_BRIDGE,20,-0.15049957754230148,-0.3971751998998051,0.08393472634420067,12,2000,1409
recent_origins,11,FOOD_OWN_LEVEL_AR_R14,INDEPENDENT_BRIDGE,20,0.21803871798993413,-0.8243414453247742,1.2635197730266594,12,2000,1409
recent_origins,11,FOOD_DOMESTIC_PIPELINE_R14,FOOD_OWN_LEVEL_AR_R14,20,-0.3685382955322356,-1.1913952644766876,0.4545070588415234,12,2000,1409
recent_origins,12,FOOD_DOMESTIC_PIPELINE_R14,INDEPENDENT_BRIDGE,19,-0.19184204268200433,-0.5098861844889574,0.11183614481975891,12,2000,1409
recent_origins,12,FOOD_OWN_LEVEL_AR_R14,INDEPENDENT_BRIDGE,19,0.17770603291218323,-1.0433263512858748,1.3987384171102415,12,2000,1409
recent_origins,12,FOOD_DOMESTIC_PIPELINE_R14,FOOD_OWN_LEVEL_AR_R14,19,-0.36954807559418784,-1.2771883852710122,0.5380922340826365,12,2000,1409
