scope,sample,h,model,n_intended,n_common,n_own_forecasts,mm_n,mm_rmse,mm_mae,mm_bias,cumulative_log_n,cumulative_log_rmse,cumulative_log_mae,cumulative_log_bias,cumulative_pct_n,cumulative_pct_rmse,cumulative_pct_mae,cumulative_pct_bias
common,full,10,FOOD_OWN_LEVEL_AR_R14,90,77,90,77,1.5644067272251476,1.2157166352875413,0.09967554866538968,77,9.926090844363621,7.515253119469017,0.03926162226780242,77,10.776782879977787,8.040576349838462,0.05004728120513684
common,full,10,INDEPENDENT_BRIDGE,90,77,87,77,1.2154437291665623,0.9568737541616608,0.03840697412309673,77,6.705635690706919,4.8679426529371215,-0.12034278058020825,77,7.23651857793142,5.152894880746264,-0.3269147567717593
common,full,10,FOOD_TREND_R12,90,77,87,77,1.4069173861808542,1.135288894995598,0.09313487662992136,77,7.950288510380569,6.200831012641101,0.4215158595817026,77,8.56501265717237,6.598127167191059,0.34448736048301537
common,full,10,FOOD_COST_R12,90,77,87,77,1.4160062781143565,1.143439889029271,0.10037934863184585,77,8.031525511362725,6.2671021553470325,0.5320478547014139,77,8.67496698838375,6.6828002736137515,0.47951430719710436
common,full,11,FOOD_DOMESTIC_PIPELINE_R14,90,76,90,76,3.9246319660286626,1.9704822000475024,0.8640284890185628,76,20.0633451511798,10.918752041102351,4.35006855255434,76,32.42844052815556,14.216591662048092,7.141744049044125
common,full,11,FOOD_OWN_LEVEL_AR_R14,90,76,90,76,1.5905009844160556,1.2307874509542955,0.12994048122125276,76,11.075613962277517,8.268804087292596,0.09947529313304605,76,12.155756060429363,8.926956329148476,0.1395059100201735
common,full,11,INDEPENDENT_BRIDGE,90,76,87,76,1.2176667175735085,0.9558775237627742,0.052499003578361486,76,7.3293583569201255,5.27389107036385,-0.1651815954651059,76,7.965212623274405,5.6158862055525836,-0.40712175957114544
common,full,11,FOOD_TREND_R12,90,76,87,76,1.4109237312385858,1.1336275241525846,0.10618138853807747,76,8.900684877452198,6.948192683475005,0.46604115145152,76,9.664617781251934,7.449201752907368,0.387751814302882
common,full,11,FOOD_COST_R12,90,76,87,76,1.4185597960702128,1.1411570959719946,0.11199171325455008,76,9.002326998884884,7.018210186672073,0.5837204988267928,76,9.801918393251471,7.5408674970858725,0.5337963093491321
common,full,12,FOOD_DOMESTIC_PIPELINE_R14,90,75,90,75,4.509016893862746,2.130756083611475,1.0377835579170502,75,24.08753611094947,12.61788927685265,5.286705025961794,75,43.82540201162924,17.571872950974164,9.62648547291501
common,full,12,FOOD_OWN_LEVEL_AR_R14,90,75,90,75,1.6339952125672905,1.227048839832766,0.13801042249870757,75,12.268246288508243,9.101768674829325,0.16419497480243403,75,13.61070676499368,9.914196005489002,0.24836222836899713
common,full,12,INDEPENDENT_BRIDGE,90,75,87,75,1.2051310509366433,0.9262455068044299,0.004305488038182362,75,7.882424006275651,5.736921775965969,-0.2743143948498663,75,8.625449450470798,6.143407786678994,-0.5557725405478012
common,full,12,FOOD_TREND_R12,90,75,87,75,1.456189202280459,1.1351582373420859,0.12638418127045534,75,9.86710850996461,7.695262943075293,0.5140407552292012,75,10.789259775380883,8.304732847559942,0.43838550284267325
common,full,12,FOOD_COST_R12,90,75,87,75,1.46220260756879,1.1407595663255758,0.13100862633643715,75,9.98648144600473,7.763730997211979,0.6370606268444745,75,10.94986603296298,8.397746604943231,0.5930815046834687
common,recent_targets,1,FOOD_DOMESTIC_PIPELINE_R14,32,31,32,31,0.8678478272310596,0.7265608813756759,0.012127117585539566,31,0.8648026379409477,0.7248567071296058,0.015478429050648317,31,0.8678478272310596,0.726560881375676,0.012127117585539563
common,recent_targets,1,FOOD_OWN_LEVEL_AR_R14,32,31,32,31,0.9160966344793685,0.743555639248769,-0.015405149758862424,31,0.9137941088539235,0.7422098403184226,-0.012382004111867288,31,0.9160966344793685,0.743555639248769,-0.015405149758862431
common,recent_targets,1,INDEPENDENT_BRIDGE,32,31,32,31,0.9358778436078696,0.7376429824611761,0.16711076285103152,31,0.9324108011433679,0.7357313645797261,0.16749430638691173,31,0.9358778436078696,0.7376429824611761,0.16711076285103152
common,recent_targets,1,FOOD_TREND_R12,32,31,32,31,0.9358778436078696,0.7376429824611761,0.16711076285103152,31,0.9324108011433679,0.7357313645797261,0.16749430638691173,31,0.9358778436078696,0.7376429824611761,0.16711076285103152
common,recent_targets,1,FOOD_COST_R12,32,31,32,31,0.9358778436078696,0.7376429824611761,0.16711076285103152,31,0.9324108011433679,0.7357313645797261,0.16749430638691173,31,0.9358778436078696,0.7376429824611761,0.16711076285103152
common,recent_targets,2,FOOD_DOMESTIC_PIPELINE_R14,33,31,33,31,0.8678506557254629,0.7281384040529241,0.05274690875235,31,1.143504803000883,0.8693014476271681,0.11894386382569098,31,1.142062548779497,0.8691458477352555,0.11664434975796419
common,recent_targets,2,FOOD_OWN_LEVEL_AR_R14,33,31,33,31,0.9604219290650401,0.7612829535706567,-0.00766914673304887,31,1.3721043034141538,0.9659983959491093,0.038320092696727044,31,1.3703886905280882,0.9654699278412195,0.0379556230617712
common,recent_targets,2,INDEPENDENT_BRIDGE,33,31,33,31,0.9053331233523384,0.7204274947809629,0.16870869109177428,31,1.3206776597508256,1.0207816926353623,0.359086523709623,31,1.3220648370630284,1.022468347006233,0.36082301625346663
common,recent_targets,2,FOOD_TREND_R12,33,31,33,31,0.9053331233523384,0.7204274947809629,0.16870869109177428,31,1.3206776597508256,1.0207816926353623,0.359086523709623,31,1.3220648370630284,1.022468347006233,0.36082301625346663
common,recent_targets,2,FOOD_COST_R12,33,31,33,31,0.9053331233523384,0.7204274947809629,0.16870869109177428,31,1.3206776597508256,1.0207816926353623,0.359086523709623,31,1.3220648370630284,1.022468347006233,0.36082301625346663
common,recent_targets,3,FOOD_DOMESTIC_PIPELINE_R14,34,31,34,31,0.8423647819349285,0.6979192441955059,0.0810470341582043,31,1.450517419701155,1.1502779312936076,0.23126246947335594,31,1.4500148286207322,1.151656960081676,0.22934282693796165
common,recent_targets,3,FOOD_OWN_LEVEL_AR_R14,34,31,34,31,0.935942395546567,0.7582043397344691,-0.0026465381411956137,31,1.8743443261677406,1.5249331768004648,0.0822535744330532,31,1.8724931658257429,1.5253144319954608,0.0848447091407739
common,recent_targets,3,INDEPENDENT_BRIDGE,34,31,34,31,0.8376969655459375,0.6310752124166151,0.16499147053645982,31,1.6523781588218762,1.3219497541819636,0.5131664463727938,31,1.6525210701316755,1.3238823176503998,0.5152182649049122
common,recent_targets,3,FOOD_TREND_R12,34,31,34,31,0.8376969655459375,0.6310752124166151,0.16499147053645982,31,1.6523781588218762,1.3219497541819636,0.5131664463727938,31,1.6525210701316755,1.3238823176503998,0.5152182649049122
common,recent_targets,3,FOOD_COST_R12,34,31,34,31,0.8376969655459375,0.6310752124166151,0.16499147053645982,31,1.6523781588218762,1.3219497541819636,0.5131664463727938,31,1.6525210701316755,1.3238823176503998,0.5152182649049122
common,recent_targets,4,FOOD_DOMESTIC_PIPELINE_R14,35,31,35,31,0.8590238782964131,0.7144077527616601,0.10603499421041489,31,1.6325239663534559,1.2917417834029556,0.3733407720969009,31,1.631708383313198,1.2931396847212102,0.37197201096321425
common,recent_targets,4,FOOD_OWN_LEVEL_AR_R14,35,31,35,31,0.9756733450655244,0.8012260871852741,0.012878479155534098,31,2.3679342728108845,1.886253247827049,0.16367426392273837,31,2.3636532165063544,1.885275298478684,0.17066394344084937
common,recent_targets,4,INDEPENDENT_BRIDGE,35,31,35,31,1.0394648964125164,0.8519799740793649,0.4903563110257438,31,2.012744273591364,1.6857019050387556,0.9681344024877744,31,2.017780123082553,1.6932779900841135,0.975194034466125
common,recent_targets,4,FOOD_TREND_R12,35,31,35,31,0.9798469091605577,0.804284609771251,0.09363384318996591,31,1.8896451505103244,1.4574158198538918,0.5739737376545778,31,1.8880456062576743,1.4593331427758802,0.5759648257725986
common,recent_targets,4,FOOD_COST_R12,35,31,35,31,0.977521981629948,0.7987610394456016,0.06693083398248215,31,1.8725427011870488,1.440501384220842,0.5473025715042599,31,1.8706256098588123,1.4421664431400059,0.5491022229678394
common,recent_targets,5,FOOD_DOMESTIC_PIPELINE_R14,36,31,36,31,0.889887819501707,0.729215422309484,0.12944685013958815,31,1.9699929000462777,1.6438325750024732,0.5828331994378947,31,1.9710597250467445,1.6483675707278178,0.5797636300772768
common,recent_targets,5,FOOD_OWN_LEVEL_AR_R14,36,31,36,31,1.0244653759892812,0.8322687262646606,0.032995567783857004,31,3.041743884766546,2.4878968190435526,0.31158594296609415,31,3.0323034231865718,2.487410224400285,0.32316746871621455
common,recent_targets,5,INDEPENDENT_BRIDGE,36,31,36,31,1.0394648964125164,0.8519799740793649,0.4903563110257438,31,2.572190854293396,2.1676672376005377,1.5029439804810425,31,2.5861863376813936,2.183746874241637,1.514661269232341
common,recent_targets,5,FOOD_TREND_R12,36,31,36,31,1.013612288414006,0.8372121724361773,0.11581457144746711,31,2.3473312920441742,1.9104584081307698,0.768419750843029,31,2.349212613882755,1.9162134185944426,0.7696548134009448
common,recent_targets,5,FOOD_COST_R12,36,31,36,31,1.0109993068099694,0.8333511994863171,0.09485033038966047,31,2.316578524756462,1.886145866769264,0.7211204910645337,31,2.3179121924591244,1.8914876849504842,0.7218841833430457
common,recent_targets,6,FOOD_DOMESTIC_PIPELINE_R14,37,31,37,31,0.9237587906499576,0.746968299414177,0.1410074269663176,31,2.3812191925463226,2.019003081243096,0.7967161226036951,31,2.3836479560756314,2.0241618558438192,0.7899401818304592
common,recent_targets,6,FOOD_OWN_LEVEL_AR_R14,37,31,37,31,1.054581316297139,0.8610050433718781,0.05282764222550532,31,3.8132191571841383,3.0344948403368655,0.4838088976465763,31,3.8032859724621733,3.0352975180884374,0.5008560846001685
common,recent_targets,6,INDEPENDENT_BRIDGE,37,31,37,31,1.0394648964125164,0.8519799740793649,0.4903563110257438,31,3.245372482100206,2.755018384205184,2.0566964299033774,31,3.2675312433092647,2.7799104452896013,2.0731759913455514
common,recent_targets,6,FOOD_TREND_R12,37,31,37,31,1.0276490696865428,0.8493500633263301,0.13539359594560382,31,3.013932148712273,2.5227378600132244,1.0255043088468225,31,3.0212288026703815,2.531697493155357,1.0249640231513633
common,recent_targets,6,FOOD_COST_R12,37,31,37,31,1.0265973901032905,0.8468639575689032,0.11879559023120023,31,2.9752066906193946,2.49390427293477,0.9617110051349916,31,2.981560827412313,2.5019759355767555,0.9603731579020003
common,recent_targets,7,FOOD_DOMESTIC_PIPELINE_R14,38,31,38,31,0.878288122254933,0.7118843634278317,0.12771979738204936,31,2.596071018396313,2.218038835589877,0.8702397557714987,31,2.6040051894531864,2.2270562053269893,0.8619328446921123
common,recent_targets,7,FOOD_OWN_LEVEL_AR_R14,38,31,38,31,1.0515963592915194,0.8766359590186231,0.08045959797099483,31,4.592249345992314,3.648840190672268,0.7116879367920073,31,4.583146837422807,3.654175170794341,0.7350993287372615
common,recent_targets,7,INDEPENDENT_BRIDGE,38,31,38,31,1.0394648964125164,0.8519799740793649,0.4903563110257438,31,3.685337013303539,3.1231895960734315,2.4692972840874403,31,3.7176628270742995,3.1588966962457503,2.492033566217057
common,recent_targets,7,FOOD_TREND_R12,38,31,38,31,1.040388240727158,0.8666620373435197,0.16201179331900595,31,3.5599516745115105,3.0304209132602073,1.2088721351835177,31,3.571864591831051,3.045606055247152,1.2066860086529134
common,recent_targets,7,FOOD_COST_R12,38,31,38,31,1.0409973080282107,0.8672874136281851,0.14974692907240483,31,3.525038914542943,3.003800579729461,1.1372388118336,31,3.535629483082956,3.0177333737472756,1.1339491175264511
common,recent_targets,8,FOOD_DOMESTIC_PIPELINE_R14,39,31,39,31,0.9134195592858064,0.7398992501827222,0.11978966732122603,31,2.9038677028244555,2.483873399844784,1.016783015423187,31,2.913667217468841,2.495262839225012,1.0048584356513661
common,recent_targets,8,FOOD_OWN_LEVEL_AR_R14,39,31,39,31,1.0136820581352872,0.840580992937579,0.1065728758544173,31,5.289731169478194,4.242501805170683,0.9953518560320814,31,5.287866916763035,4.252721532313762,1.023670448206375
common,recent_targets,8,INDEPENDENT_BRIDGE,39,31,39,31,1.0394648964125164,0.8519799740793649,0.4903563110257438,31,4.18559831448789,3.5599044698135716,2.923069434223584,31,4.221945772795583,3.603869909656723,2.9495507257754126
common,recent_targets,8,FOOD_TREND_R12,39,31,39,31,1.0198895415030411,0.8434008583424248,0.18639017751360534,31,4.212601152088619,3.559709532567562,1.4932218190268745,31,4.2292785286234045,3.579787057646798,1.4898516860406856
common,recent_targets,8,FOOD_COST_R12,39,31,39,31,1.021448061563894,0.8442324190193427,0.17749111836322187,31,4.186476180396738,3.538665727426538,1.418782606714694,31,4.20173720290554,3.557441488757547,1.4142426453231336
common,recent_targets,9,FOOD_DOMESTIC_PIPELINE_R14,40,31,40,31,1.0169470085807661,0.7878107093287628,0.14724487423157387,31,3.8420328179000784,3.0261748363543033,1.3977111830907292,31,3.9035528745301864,3.0584424389975458,1.4023464464169784
common,recent_targets,9,FOOD_OWN_LEVEL_AR_R14,40,31,40,31,1.1197534053782774,0.8907785593622843,0.1597948557590183,31,6.476654323675254,5.040716192398859,1.4788889163431673,31,6.582066654033848,5.0934779829306045,1.543498776393917
common,recent_targets,9,INDEPENDENT_BRIDGE,40,31,40,31,1.0394648964125164,0.8519799740793649,0.4903563110257438,31,4.661134428254805,3.833363773294101,3.4010285308549077,31,4.707620184504943,3.884579766316451,3.4392586646230408
common,recent_targets,9,FOOD_TREND_R12,40,31,40,31,1.0759393986558257,0.8807480530826639,0.2178053789753086,31,5.0634279967050775,4.189465279007026,1.886849738836317,31,5.117901183531544,4.231366357019711,1.8977909498324155
common,recent_targets,9,FOOD_COST_R12,40,31,40,31,1.0789871342713673,0.883046221954825,0.21130220149731532,31,5.054265393232716,4.1890959252727,1.8117458328145628,31,5.108046277733222,4.2300626229159795,1.8216580389996933
common,recent_targets,10,FOOD_DOMESTIC_PIPELINE_R14,41,31,41,31,1.150135560832874,0.8782356921544254,0.19966703301429442,31,5.794088947240104,3.917066132425902,2.056448612740511,31,6.043180514958554,4.011177989798965,2.113983667427898
common,recent_targets,10,FOOD_OWN_LEVEL_AR_R14,41,31,41,31,1.1827443061389753,0.9127216011006031,0.22500967870116395,31,8.075278270479506,5.95209923943982,2.1711908065043293,31,8.366649307770668,6.0822063301010765,2.299445834498484
common,recent_targets,10,INDEPENDENT_BRIDGE,41,31,41,31,1.0394648964125164,0.8519799740793649,0.4903563110257438,31,5.308214436430475,4.324052741793184,3.9247493454310183,31,5.371105569682947,4.392293485456491,3.9760688899372396
common,recent_targets,10,FOOD_TREND_R12,41,31,41,31,1.0934164354520666,0.8880364585132031,0.2547406997938267,31,6.317719257924869,4.936286007144509,2.434426361500361,31,6.454079725280112,5.018466310356726,2.4731717400208417
common,recent_targets,10,FOOD_COST_R12,41,31,41,31,1.0957682709284444,0.8892107458588272,0.2499939064821042,31,6.328200531491036,4.949187667933235,2.3604806017456754,31,6.465988464029767,5.0308215799573555,2.3988113452310853
common,recent_targets,11,FOOD_DOMESTIC_PIPELINE_R14,42,31,42,31,1.2880942648334046,0.9619980653787444,0.2782901320194855,31,8.123063413311895,4.978094214601013,2.9708907858914566,31,8.71506263073113,5.193527148130122,3.1429111227517925
common,recent_targets,11,FOOD_OWN_LEVEL_AR_R14,42,31,42,31,1.3103148120316699,0.9834295134890098,0.30393711694396414,31,9.996749173387933,7.036527813438205,3.059615024789839,31,10.580492967930972,7.290009206710688,3.3032920225912483
common,recent_targets,11,INDEPENDENT_BRIDGE,42,31,42,31,1.0394648964125164,0.8519799740793649,0.4903563110257438,31,5.9450138299441475,4.77585736172167,4.482754501873068,31,6.026635573530693,4.859308015261755,4.5519937764328775
common,recent_targets,11,FOOD_TREND_R12,42,31,42,31,1.136371166967028,0.9185341517591789,0.2924331649368633,31,7.695060046788349,5.852245679370035,3.1123366202403293,31,7.957017772671407,5.996566384991049,3.2024688667030694
common,recent_targets,11,FOOD_COST_R12,42,31,42,31,1.1389733315873765,0.9202461920065585,0.28896475233179203,31,7.725798551733811,5.862392263056569,3.0407200790369844,31,7.992683996579341,6.007597594755038,3.1315279920889276
common,recent_targets,12,FOOD_DOMESTIC_PIPELINE_R14,43,31,43,31,1.3124924739994337,0.9248667472735862,0.37678218004640895,31,10.219960071080326,6.119096109489721,3.9573570086823944,31,11.187000717896762,6.501579527232895,4.288537962681056
common,recent_targets,12,FOOD_OWN_LEVEL_AR_R14,43,31,43,31,1.30675172516148,0.9455142632710649,0.39923613570518945,31,11.69449999880575,8.23088437268599,3.991224838174307,31,12.558961435150756,8.63177273691273,4.376706661689398
common,recent_targets,12,INDEPENDENT_BRIDGE,43,31,43,31,0.9559398451791831,0.7712326170918299,0.49865955451579985,31,6.418880736995298,5.253620250563472,4.984488784640663,31,6.5189172143163905,5.357644196880401,5.074346465014405
common,recent_targets,12,FOOD_TREND_R12,43,31,43,31,1.138670995528616,0.8967143743608618,0.36749450031400205,31,8.94321919950777,6.815357257896062,3.7957195895412577,31,9.331048426493831,7.034226402860929,3.9522105835699817
