scope,sample,h,model,n_intended,n_common,n_own_forecasts,mm_n,mm_rmse,mm_mae,mm_bias,cumulative_log_n,cumulative_log_rmse,cumulative_log_mae,cumulative_log_bias,cumulative_pct_n,cumulative_pct_rmse,cumulative_pct_mae,cumulative_pct_bias
common,recent_targets,12,FOOD_COST_R12,43,31,43,31,1.1407763605388435,0.8976317874002336,0.36501667585845526,31,8.993418974100988,6.805531429870256,3.728634672992281,31,9.390401014505844,7.026211923659479,3.887427034357704
common,recent_origins,1,FOOD_DOMESTIC_PIPELINE_R14,31,30,31,30,0.8318706663222264,0.6971585696861897,-0.0410896528969512,30,0.8294821665453267,0.6958608474172137,-0.0371633732643756,30,0.8318706663222264,0.6971585696861897,-0.04108965289695118
common,recent_origins,1,FOOD_OWN_LEVEL_AR_R14,31,30,31,30,0.8817927764885934,0.7136754884714284,-0.07058399350312426,30,0.8802126149505128,0.7127654795413191,-0.06697942636998037,30,0.8817927764885936,0.7136754884714284,-0.07058399350312426
common,recent_origins,1,INDEPENDENT_BRIDGE,31,30,31,30,0.8440303012916801,0.6820904208285868,0.09254046056477078,30,0.8429019335806954,0.6811174897207137,0.09393919625480553,30,0.8440303012916801,0.6820904208285868,0.09254046056477083
common,recent_origins,1,FOOD_TREND_R12,31,30,31,30,0.8440303012916801,0.6820904208285868,0.09254046056477078,30,0.8429019335806954,0.6811174897207137,0.09393919625480553,30,0.8440303012916801,0.6820904208285868,0.09254046056477083
common,recent_origins,1,FOOD_COST_R12,31,30,31,30,0.8440303012916801,0.6820904208285868,0.09254046056477078,30,0.8429019335806954,0.6811174897207137,0.09393919625480553,30,0.8440303012916801,0.6820904208285868,0.09254046056477083
common,recent_origins,2,FOOD_DOMESTIC_PIPELINE_R14,31,29,31,29,0.856258734980603,0.7214095083692996,-0.000560710745107061,29,1.0302623354241944,0.7789784081152376,-0.023127974569099825,29,1.0279883180923681,0.7784600424709073,-0.025938110539300854
common,recent_origins,2,FOOD_OWN_LEVEL_AR_R14,31,29,31,29,0.9318556402104934,0.7423274043038597,-0.07965587533113584,29,1.2344509170467135,0.8555280972475742,-0.13612802002221364,29,1.2309078946202516,0.8541964363450157,-0.13728437221232553
common,recent_origins,2,INDEPENDENT_BRIDGE,31,29,31,29,0.8679619668730466,0.6977376749232969,0.1079692985658882,29,1.2012804395896306,0.9209445804065352,0.21361526189971017,29,1.2010847564331504,0.9219257098974569,0.2146496666789823
common,recent_origins,2,FOOD_TREND_R12,31,29,31,29,0.8679619668730466,0.6977376749232969,0.1079692985658882,29,1.2012804395896306,0.9209445804065352,0.21361526189971017,29,1.2010847564331504,0.9219257098974569,0.2146496666789823
common,recent_origins,2,FOOD_COST_R12,31,29,31,29,0.8679619668730466,0.6977376749232969,0.1079692985658882,29,1.2012804395896306,0.9209445804065352,0.21361526189971017,29,1.2010847564331504,0.9219257098974569,0.2146496666789823
common,recent_origins,3,FOOD_DOMESTIC_PIPELINE_R14,31,28,31,28,0.8448934497691529,0.7069782865457502,0.024012625433023682,28,1.2751384539578463,0.9999944301013278,-0.017486974056807707,28,1.2757708592502173,1.0020985759558247,-0.01903492859614451
common,recent_origins,3,FOOD_OWN_LEVEL_AR_R14,31,28,31,28,0.9253782025147296,0.7479979848243462,-0.0943726299665683,28,1.6618649938815009,1.3470282841817138,-0.2502241327250632,28,1.6587624859193384,1.347040015673678,-0.2477657489154394
common,recent_origins,3,INDEPENDENT_BRIDGE,31,28,31,28,0.7636401117549504,0.5869103860888236,0.07862135877867346,28,1.440857998481053,1.1499335511691284,0.2544948889518331,28,1.4399727390933552,1.1518133519781586,0.25650672215279713
common,recent_origins,3,FOOD_TREND_R12,31,28,31,28,0.7636401117549504,0.5869103860888236,0.07862135877867346,28,1.440857998481053,1.1499335511691284,0.2544948889518331,28,1.4399727390933552,1.1518133519781586,0.25650672215279713
common,recent_origins,3,FOOD_COST_R12,31,28,31,28,0.7636401117549504,0.5869103860888236,0.07862135877867346,28,1.440857998481053,1.1499335511691284,0.2544948889518331,28,1.4399727390933552,1.1518133519781586,0.25650672215279713
common,recent_origins,4,FOOD_DOMESTIC_PIPELINE_R14,31,27,31,27,0.7892683554863316,0.6804818398514272,0.12680879438583476,27,1.4855166343030572,1.162050721180407,0.10759030079197363,27,1.4870573117460217,1.1648913002623795,0.10725434150319914
common,recent_origins,4,FOOD_OWN_LEVEL_AR_R14,31,27,31,27,0.8894633861388073,0.740667289806437,-0.023445485671909464,27,2.1279114033706223,1.6906795181456884,-0.287096352262965,27,2.119914764917306,1.6881795672895845,-0.2804482847908926
common,recent_origins,4,INDEPENDENT_BRIDGE,31,27,31,27,0.9012615038114953,0.755474860226646,0.4249762462363645,27,1.7279924504492903,1.4465549439385967,0.6226811447133962,27,1.7323889355896114,1.4535963774619778,0.6291296136042873
common,recent_origins,4,FOOD_TREND_R12,31,27,31,27,0.8822759835920323,0.7285936066007855,0.03944444388378652,27,1.6858681005330165,1.2536794488469412,0.23935705817365463,27,1.6842518923576129,1.2556312321569407,0.24139353485687678
common,recent_origins,4,FOOD_COST_R12,31,27,31,27,0.8832175173352661,0.7272470940371789,0.019270850014630227,27,1.6814045605878434,1.2446902225199348,0.21916565977126634,27,1.6796760371358432,1.2465243064206992,0.22115427585265643
common,recent_origins,5,FOOD_DOMESTIC_PIPELINE_R14,31,26,31,26,0.8247289243816953,0.6995323450017176,0.14262697966516985,26,1.8582039212916497,1.5361517301174885,0.2711140130981827,26,1.8635551192452515,1.5437166803009474,0.2696119818329945
common,recent_origins,5,FOOD_OWN_LEVEL_AR_R14,31,26,31,26,0.9606506525293422,0.7808485376211274,-0.04093225427419815,26,2.7670760459966175,2.2394826051731243,-0.3553495932269219,26,2.749136638417091,2.2356166409610507,-0.34482664466226437
common,recent_origins,5,INDEPENDENT_BRIDGE,31,26,31,26,0.8809568104635644,0.7336060598340505,0.39039596069029636,26,2.113685153051646,1.7989743355518064,1.0064196828324081,26,2.12580145665038,1.8133786419093727,1.0156227282444426
common,recent_origins,5,FOOD_TREND_R12,31,26,31,26,0.9262099997331906,0.7635749509279216,0.025256154168088137,26,2.038035480907049,1.6383018913165979,0.27664041531967676,26,2.0402554327390514,1.6440760149507159,0.27702537029693
common,recent_origins,5,FOOD_COST_R12,31,26,31,26,0.9292214270055238,0.7656467983954691,0.010767761426148392,26,2.0342171373712987,1.6329124844603806,0.24384376727397095,26,2.0364646161955906,1.6386490447712383,0.2441217928546767
common,recent_origins,6,FOOD_DOMESTIC_PIPELINE_R14,31,25,31,25,0.8674221688832782,0.7255477275024211,0.1516399221108674,25,2.319899353082608,1.9517094506851718,0.4360736219723147,25,2.329827828142757,1.962525726335076,0.43209085055851004
common,recent_origins,6,FOOD_OWN_LEVEL_AR_R14,31,25,31,25,0.9678989472367419,0.7917273351940323,-0.061501276251987244,25,3.4004973612926093,2.658247878843913,-0.5046026900920464,25,3.3753343695355467,2.652634944937927,-0.49007243258752653
common,recent_origins,6,INDEPENDENT_BRIDGE,31,25,31,25,0.8798260596634001,0.7265995648399002,0.3696610617303959,25,2.651282801603493,2.234522575189908,1.3686033518556682,25,2.6722685935293056,2.2576481603560192,1.3812974374653983
common,recent_origins,6,FOOD_TREND_R12,31,25,31,25,0.9276938996345435,0.7650659867848045,0.00824628631621266,25,2.5907278965011096,2.148400770227268,0.29183116678092974,25,2.600194259698337,2.1576484229714206,0.289298920166469
common,recent_origins,6,FOOD_COST_R12,31,25,31,25,0.9312732632374056,0.7676643209361161,-0.0023168585536572596,25,2.5918190619128256,2.150975230246229,0.25105557817450475,25,2.6012871734039957,2.1599908718315,0.2484034275148028
common,recent_origins,7,FOOD_DOMESTIC_PIPELINE_R14,31,24,31,24,0.8582994244295284,0.7135025659078179,0.1943795765510349,24,2.6396945554688167,2.264520558130446,0.5236134133650409,24,2.661228297558666,2.2854344969693283,0.5221501561492784
common,recent_origins,7,FOOD_OWN_LEVEL_AR_R14,31,24,31,24,0.9621515785206949,0.7973118827367532,-0.02335350047153008,24,3.992717457323717,3.147840288262119,-0.6459813729998839,24,3.963414389158026,3.1452323482052402,-0.6252406144518211
common,recent_origins,7,INDEPENDENT_BRIDGE,31,24,31,24,0.891109601824107,0.734262340286398,0.4076758123909938,24,2.9996826835227934,2.4889895728937663,1.64437866991186,24,3.041380906515827,2.5278314747390564,1.6664665984519946
common,recent_origins,7,FOOD_TREND_R12,31,24,31,24,0.939897902907835,0.774810706050134,0.05056483405539206,24,3.0640133671825023,2.5980166519603416,0.24518281361128302,24,3.0872401065655746,2.6183147926520736,0.24304306580118237
common,recent_origins,7,FOOD_COST_R12,31,24,31,24,0.9441803771775692,0.7789903656796859,0.04362287484328228,24,3.081868398089355,2.6154594858883855,0.20448386902289775,24,3.1046963218685075,2.6354064644962105,0.2021851335443118
common,recent_origins,8,FOOD_DOMESTIC_PIPELINE_R14,31,23,31,23,0.8651632143669804,0.7105776945661259,0.2500618409332316,23,3.0629265298846025,2.644273918651261,0.7289440838791499,23,3.0890959537040934,2.6724219172573314,0.7260050027968575
common,recent_origins,8,FOOD_OWN_LEVEL_AR_R14,31,23,31,23,0.8845883917018682,0.7243578083090039,0.025081863699580393,23,4.494351587807922,3.5646414352225517,-0.7394206199772413,23,4.460620104903045,3.560730843014825,-0.7185880283026561
common,recent_origins,8,INDEPENDENT_BRIDGE,31,23,31,23,0.8992909304054588,0.7367890655717828,0.454798572004626,23,3.420183840220372,2.819054819143756,1.9607119450876862,23,3.4700018237246733,2.8695807968303684,1.9876723315990368
common,recent_origins,8,FOOD_TREND_R12,31,23,31,23,0.8892834101497672,0.7220551320844738,0.10202566658742984,23,3.5717638792475768,3.033343517085975,0.24807746840070075,23,3.6021138108580044,3.059627737649983,0.24275832374609294
common,recent_origins,8,FOOD_COST_R12,31,23,31,23,0.8917409154767145,0.7237397423574974,0.09738894669762996,23,3.6016083221783037,3.066456676363283,0.20922290496905785,23,3.63159676949064,3.092576943496453,0.20391763278050454
common,recent_origins,9,FOOD_DOMESTIC_PIPELINE_R14,31,22,31,22,0.8289420666868872,0.6778485147920198,0.3165876231206502,22,3.337757954048413,2.9334241559157705,0.9348673878017866,22,3.369670594749268,2.9708632631049126,0.9333926442645367
common,recent_origins,9,FOOD_OWN_LEVEL_AR_R14,31,22,31,22,0.8652524935195375,0.6966786324147158,0.08921340109990533,22,4.8987228899297,3.917592576664751,-0.8856298590098713,22,4.867980939868908,3.917292933366674,-0.8682281482005098
common,recent_origins,9,INDEPENDENT_BRIDGE,31,22,31,22,0.8550968586992209,0.6982019532056672,0.5475487588060332,22,3.7737268594549174,2.946289328278992,2.3370896684783107,22,3.8312298014025234,3.0030809960257088,2.3755830800031763
common,recent_origins,9,FOOD_TREND_R12,31,22,31,22,0.8832279016929351,0.7145391368252582,0.16470980025247112,22,3.9892248012050042,3.4544074381498673,0.24057071215140383,22,4.026695430239678,3.4905195001219655,0.2335162343888064
common,recent_origins,9,FOOD_COST_R12,31,22,31,22,0.8854412324689901,0.7157576250403787,0.1614110675455153,22,4.031837329930434,3.497135920639723,0.20250354773553012,22,4.069201054242023,3.5332274438734106,0.19558525997326995
common,recent_origins,10,FOOD_DOMESTIC_PIPELINE_R14,31,21,31,21,0.8697059783899387,0.7170206626707392,0.3050324135231746,21,3.666550964272888,3.2322512267352215,1.0573639053289883,21,3.718358970268153,3.2865553765601576,1.054299410606573
common,recent_origins,10,FOOD_OWN_LEVEL_AR_R14,31,21,31,21,0.8658832868612809,0.6950862829847607,0.0811227953787785,21,5.3073691452543255,4.281173116664296,-1.0918516718577447,21,5.291241036868912,4.292404410619902,-1.0816178411875352
common,recent_origins,10,INDEPENDENT_BRIDGE,31,21,31,21,0.8614053514845658,0.6976504965011171,0.5398233404634051,21,4.071237314578727,3.216433128963575,2.6269852581432347,21,4.145720836517582,3.290051380810616,2.6756245969488637
common,recent_origins,10,FOOD_TREND_R12,31,21,31,21,0.8886912817749707,0.7246861149039427,0.15584911740578228,21,4.416248113498819,3.8340211017175365,0.14851858801534462,21,4.4747024744020445,3.885764352574353,0.13623219878108292
common,recent_origins,10,FOOD_COST_R12,31,21,31,21,0.8899213727065843,0.7252181440243756,0.1532805175622196,21,4.466327412357858,3.871544256731601,0.10849358673352247,21,4.52480809130605,3.9229263767217595,0.09653114190622078
common,recent_origins,11,FOOD_DOMESTIC_PIPELINE_R14,31,20,31,20,0.8766381825204651,0.7500188523798099,0.30929844552781344,20,3.9756031779718635,3.520198501934936,1.1803965564801326,20,4.038813487812113,3.588563014149804,1.1759048773004621
common,recent_origins,11,FOOD_OWN_LEVEL_AR_R14,31,20,31,20,0.9154717018428152,0.7369588025236973,0.0895598757218783,20,5.753646611530538,4.576452590097674,-1.3326830658582138,20,5.746596893558649,4.59162180658849,-1.3300290010381999
common,recent_origins,11,INDEPENDENT_BRIDGE,31,20,31,20,0.8799439873666779,0.7170109118661276,0.5512923980265301,20,4.346906726986766,3.379200351156064,2.9248909183907323,20,4.428698176370303,3.4612930452714084,2.984955975086647
common,recent_origins,11,FOOD_TREND_R12,31,20,31,20,0.9231630378202894,0.770630991391101,0.16049782887791125,20,4.829400909990966,4.2779290072197105,0.04521947453202006,20,4.901784498935784,4.344932719125497,0.02855422434083641
common,recent_origins,11,FOOD_COST_R12,31,20,31,20,0.924738664959048,0.7709698142696697,0.1583481936089975,20,4.8858671228432105,4.330101566747667,0.0009483688717544681,20,4.958433469360585,4.397194665401289,-0.015328382793143368
common,recent_origins,12,FOOD_DOMESTIC_PIPELINE_R14,31,19,31,19,0.8765986885425471,0.7225259301061552,0.2617805277724264,19,4.221518422769308,3.830920376846523,1.1694526952154056,19,4.301974531960246,3.9188642834076006,1.1677132023207537
common,recent_origins,12,FOOD_OWN_LEVEL_AR_R14,31,19,31,19,0.9172401436753054,0.7341443192543661,0.044416460699081575,19,6.231737808639827,5.0725797314171555,-1.6628888208645574,19,6.228442757391217,5.0986577306615555,-1.660508037060274
common,recent_origins,12,INDEPENDENT_BRIDGE,31,19,31,19,0.8918243212501106,0.6713772890641625,0.5723962172363153,19,4.571828333942155,3.6264876460990507,3.1873784122249957,19,4.670905430288369,3.7267500339722583,3.264527418822476
common,recent_origins,12,FOOD_TREND_R12,31,19,31,19,0.9394576382243665,0.7829865468799934,0.10986398789595826,19,5.265882770221335,4.732307634508788,-0.19446961385958036,19,5.353572569346523,4.816473737128801,-0.21207838908274682
common,recent_origins,12,FOOD_COST_R12,31,19,31,19,0.9405919300609512,0.784015532609209,0.1079462651150194,19,5.323654795629481,4.7740669457039955,-0.24613302604427692,19,5.411296659845025,4.857754851039698,-0.2634204946631971
paired_FOOD_DOMESTIC_PIPELINE_R14_vs_INDEPENDENT_BRIDGE,full,1,INDEPENDENT_BRIDGE,90,88,89,88,1.0185886702563334,0.7906835850918607,-0.04581971123278508,88,1.009160894228171,0.7856099957235614,-0.041625334805450886,88,1.0185886702563332,0.7906835850918607,-0.04581971123278505
paired_FOOD_DOMESTIC_PIPELINE_R14_vs_INDEPENDENT_BRIDGE,full,1,FOOD_DOMESTIC_PIPELINE_R14,90,88,90,88,1.0842931508632954,0.838740118509032,0.1122163164314993,88,1.0736543078374874,0.8328363582432506,0.11475053896889825,88,1.0842931508632954,0.8387401185090319,0.11221631643149933
paired_FOOD_DOMESTIC_PIPELINE_R14_vs_INDEPENDENT_BRIDGE,full,2,INDEPENDENT_BRIDGE,90,86,88,86,1.0664908610910522,0.8282837474376263,0.055415478457449235,86,1.5839297299887536,1.2564677478983497,0.010133059919016819,86,1.6128172822220923,1.2722121064850678,0.00254647559923013
paired_FOOD_DOMESTIC_PIPELINE_R14_vs_INDEPENDENT_BRIDGE,full,2,FOOD_DOMESTIC_PIPELINE_R14,90,86,90,86,1.200753249842228,0.907276382260164,0.16536019838179047,86,1.8181154032433289,1.3442677244690653,0.28370727590917055,86,1.8639904999241999,1.3674417634651965,0.2874468315671153
paired_FOOD_DOMESTIC_PIPELINE_R14_vs_INDEPENDENT_BRIDGE,full,3,INDEPENDENT_BRIDGE,90,84,87,84,1.111524169009489,0.8388656890689904,0.003839660469049106,84,2.133875527109243,1.6387814467974988,0.026178636727036537,84,2.196256000584246,1.6710186797709778,0.011103330157272604
paired_FOOD_DOMESTIC_PIPELINE_R14_vs_INDEPENDENT_BRIDGE,full,3,FOOD_DOMESTIC_PIPELINE_R14,90,84,90,84,1.3514129455805628,1.0072395953233264,0.2070313766945426,84,2.7569984176046525,1.9699496352426105,0.5151066008980206,84,2.8877319823910663,2.0312253006729586,0.5367458070142925
paired_FOOD_DOMESTIC_PIPELINE_R14_vs_INDEPENDENT_BRIDGE,full,4,INDEPENDENT_BRIDGE,90,83,87,83,1.1915344780966923,0.9407442245900948,0.013535154097631718,83,2.687336671172514,2.0232249368826656,0.02410617300751639,83,2.788800579313953,2.0749729163123103,-0.01049826555423482
paired_FOOD_DOMESTIC_PIPELINE_R14_vs_INDEPENDENT_BRIDGE,full,4,FOOD_DOMESTIC_PIPELINE_R14,90,83,90,83,1.4964568392795232,1.1121529079761345,0.2532641321850653,83,3.890776713499347,2.6344443647827824,0.7710198768452196,83,4.18157596142383,2.7595991233313297,0.8278505797106072
paired_FOOD_DOMESTIC_PIPELINE_R14_vs_INDEPENDENT_BRIDGE,full,5,INDEPENDENT_BRIDGE,90,82,87,82,1.1939851987687071,0.940390825895129,0.0018743277137334173,82,3.3162205713968382,2.477171412155442,0.02215230369528791,82,3.46426772911708,2.5529318177330516,-0.03446356434310675
paired_FOOD_DOMESTIC_PIPELINE_R14_vs_INDEPENDENT_BRIDGE,full,5,FOOD_DOMESTIC_PIPELINE_R14,90,82,90,82,1.690740524790005,1.2146271265282549,0.29531228090148326,82,5.245893073859817,3.4732134957410237,1.0747498601180134,82,5.812593788239625,3.70284515568423,1.1979831559629261
paired_FOOD_DOMESTIC_PIPELINE_R14_vs_INDEPENDENT_BRIDGE,full,6,INDEPENDENT_BRIDGE,90,81,87,81,1.2002544367011965,0.9463459722039701,0.007552084535866088,81,4.052166911633145,3.0022922574890374,0.02087333139625313,81,4.258192550435997,3.1073382730040056,-0.06179393218776875
paired_FOOD_DOMESTIC_PIPELINE_R14_vs_INDEPENDENT_BRIDGE,full,6,FOOD_DOMESTIC_PIPELINE_R14,90,81,90,81,1.9302135459291363,1.2997148575855808,0.35692684393974966,81,6.869390942187263,4.456566199779843,1.435599434918223,81,7.900399754726318,4.842166689341012,1.6709189555673292
paired_FOOD_DOMESTIC_PIPELINE_R14_vs_INDEPENDENT_BRIDGE,full,7,INDEPENDENT_BRIDGE,90,80,87,80,1.2015073856512182,0.9444829865343248,0.021338795914759446,80,4.738451726041973,3.4597337323043376,-0.008588909511750165,80,5.0151260240466895,3.5992372879425174,-0.11924014124464404
paired_FOOD_DOMESTIC_PIPELINE_R14_vs_INDEPENDENT_BRIDGE,full,7,FOOD_DOMESTIC_PIPELINE_R14,90,80,90,80,2.165293721678289,1.3974636644487741,0.4319590368884823,80,8.71530236301039,5.492283967038878,1.8327524886928424,80,10.510957179742649,6.118986000553137,2.252269134341918
paired_FOOD_DOMESTIC_PIPELINE_R14_vs_INDEPENDENT_BRIDGE,full,8,INDEPENDENT_BRIDGE,90,79,87,79,1.2085266075100627,0.9522937626985485,0.025753611933435373,79,5.4078881200416955,3.9932715788837467,-0.03839563192703913,79,5.756351482144088,4.173528426345613,-0.17984976311848783
paired_FOOD_DOMESTIC_PIPELINE_R14_vs_INDEPENDENT_BRIDGE,full,8,FOOD_DOMESTIC_PIPELINE_R14,90,79,90,79,2.498353493039885,1.5366797732723105,0.5081791875363173,79,10.892883175770509,6.695898337611951,2.3236470351734626,79,13.869674411404434,7.670802453948187,3.0270363181152855
paired_FOOD_DOMESTIC_PIPELINE_R14_vs_INDEPENDENT_BRIDGE,full,9,INDEPENDENT_BRIDGE,90,78,87,78,1.2081524163547996,0.9486390042236932,0.04194743931382885,78,6.034813841327858,4.354881194711664,-0.06488498838657669,78,6.465698415831368,4.578964766474938,-0.23678657623645777
paired_FOOD_DOMESTIC_PIPELINE_R14_vs_INDEPENDENT_BRIDGE,full,9,FOOD_DOMESTIC_PIPELINE_R14,90,78,90,78,2.935166991960006,1.6606821505700713,0.6155705884449302,78,13.478377556858282,7.95245602783238,2.9004065962426626,78,18.28391687819971,9.420411258486986,4.034930036459321
paired_FOOD_DOMESTIC_PIPELINE_R14_vs_INDEPENDENT_BRIDGE,full,10,INDEPENDENT_BRIDGE,90,77,87,77,1.2154437291665623,0.9568737541616608,0.03840697412309673,77,6.705635690706919,4.8679426529371215,-0.12034278058020825,77,7.23651857793142,5.152894880746264,-0.3269147567717593
paired_FOOD_DOMESTIC_PIPELINE_R14_vs_INDEPENDENT_BRIDGE,full,10,FOOD_DOMESTIC_PIPELINE_R14,90,77,90,77,3.448499819624023,1.8265292411183605,0.7198696568760958,77,16.55445979324704,9.378923267238523,3.5568197869839615,77,24.281178316723484,11.581755756801233,5.345012460686002
paired_FOOD_DOMESTIC_PIPELINE_R14_vs_INDEPENDENT_BRIDGE,full,11,INDEPENDENT_BRIDGE,90,76,87,76,1.2176667175735085,0.9558775237627742,0.052499003578361486,76,7.3293583569201255,5.27389107036385,-0.1651815954651059,76,7.965212623274405,5.6158862055525836,-0.40712175957114544
paired_FOOD_DOMESTIC_PIPELINE_R14_vs_INDEPENDENT_BRIDGE,full,11,FOOD_DOMESTIC_PIPELINE_R14,90,76,90,76,3.9246319660286626,1.9704822000475024,0.8640284890185628,76,20.0633451511798,10.918752041102351,4.35006855255434,76,32.42844052815556,14.216591662048092,7.141744049044125
paired_FOOD_DOMESTIC_PIPELINE_R14_vs_INDEPENDENT_BRIDGE,full,12,INDEPENDENT_BRIDGE,90,75,87,75,1.2051310509366433,0.9262455068044299,0.004305488038182362,75,7.882424006275651,5.736921775965969,-0.2743143948498663,75,8.625449450470798,6.143407786678994,-0.5557725405478012
paired_FOOD_DOMESTIC_PIPELINE_R14_vs_INDEPENDENT_BRIDGE,full,12,FOOD_DOMESTIC_PIPELINE_R14,90,75,90,75,4.509016893862746,2.130756083611475,1.0377835579170502,75,24.08753611094947,12.61788927685265,5.286705025961794,75,43.82540201162924,17.571872950974164,9.62648547291501
paired_FOOD_DOMESTIC_PIPELINE_R14_vs_INDEPENDENT_BRIDGE,recent_targets,1,INDEPENDENT_BRIDGE,32,31,32,31,0.9358778436078696,0.7376429824611761,0.16711076285103152,31,0.9324108011433679,0.7357313645797261,0.16749430638691173,31,0.9358778436078696,0.7376429824611761,0.16711076285103152
paired_FOOD_DOMESTIC_PIPELINE_R14_vs_INDEPENDENT_BRIDGE,recent_targets,1,FOOD_DOMESTIC_PIPELINE_R14,32,31,32,31,0.8678478272310596,0.7265608813756759,0.012127117585539566,31,0.8648026379409477,0.7248567071296058,0.015478429050648317,31,0.8678478272310596,0.726560881375676,0.012127117585539563
paired_FOOD_DOMESTIC_PIPELINE_R14_vs_INDEPENDENT_BRIDGE,recent_targets,2,INDEPENDENT_BRIDGE,33,31,33,31,0.9053331233523384,0.7204274947809629,0.16870869109177428,31,1.3206776597508256,1.0207816926353623,0.359086523709623,31,1.3220648370630284,1.022468347006233,0.36082301625346663
paired_FOOD_DOMESTIC_PIPELINE_R14_vs_INDEPENDENT_BRIDGE,recent_targets,2,FOOD_DOMESTIC_PIPELINE_R14,33,31,33,31,0.8678506557254629,0.7281384040529241,0.05274690875235,31,1.143504803000883,0.8693014476271681,0.11894386382569098,31,1.142062548779497,0.8691458477352555,0.11664434975796419
paired_FOOD_DOMESTIC_PIPELINE_R14_vs_INDEPENDENT_BRIDGE,recent_targets,3,INDEPENDENT_BRIDGE,34,31,34,31,0.8376969655459375,0.6310752124166151,0.16499147053645982,31,1.6523781588218762,1.3219497541819636,0.5131664463727938,31,1.6525210701316755,1.3238823176503998,0.5152182649049122
paired_FOOD_DOMESTIC_PIPELINE_R14_vs_INDEPENDENT_BRIDGE,recent_targets,3,FOOD_DOMESTIC_PIPELINE_R14,34,31,34,31,0.8423647819349285,0.6979192441955059,0.0810470341582043,31,1.450517419701155,1.1502779312936076,0.23126246947335594,31,1.4500148286207322,1.151656960081676,0.22934282693796165
paired_FOOD_DOMESTIC_PIPELINE_R14_vs_INDEPENDENT_BRIDGE,recent_targets,4,INDEPENDENT_BRIDGE,35,31,35,31,1.0394648964125164,0.8519799740793649,0.4903563110257438,31,2.012744273591364,1.6857019050387556,0.9681344024877744,31,2.017780123082553,1.6932779900841135,0.975194034466125
paired_FOOD_DOMESTIC_PIPELINE_R14_vs_INDEPENDENT_BRIDGE,recent_targets,4,FOOD_DOMESTIC_PIPELINE_R14,35,31,35,31,0.8590238782964131,0.7144077527616601,0.10603499421041489,31,1.6325239663534559,1.2917417834029556,0.3733407720969009,31,1.631708383313198,1.2931396847212102,0.37197201096321425
paired_FOOD_DOMESTIC_PIPELINE_R14_vs_INDEPENDENT_BRIDGE,recent_targets,5,INDEPENDENT_BRIDGE,36,31,36,31,1.0394648964125164,0.8519799740793649,0.4903563110257438,31,2.572190854293396,2.1676672376005377,1.5029439804810425,31,2.5861863376813936,2.183746874241637,1.514661269232341
paired_FOOD_DOMESTIC_PIPELINE_R14_vs_INDEPENDENT_BRIDGE,recent_targets,5,FOOD_DOMESTIC_PIPELINE_R14,36,31,36,31,0.889887819501707,0.729215422309484,0.12944685013958815,31,1.9699929000462777,1.6438325750024732,0.5828331994378947,31,1.9710597250467445,1.6483675707278178,0.5797636300772768
paired_FOOD_DOMESTIC_PIPELINE_R14_vs_INDEPENDENT_BRIDGE,recent_targets,6,INDEPENDENT_BRIDGE,37,31,37,31,1.0394648964125164,0.8519799740793649,0.4903563110257438,31,3.245372482100206,2.755018384205184,2.0566964299033774,31,3.2675312433092647,2.7799104452896013,2.0731759913455514
paired_FOOD_DOMESTIC_PIPELINE_R14_vs_INDEPENDENT_BRIDGE,recent_targets,6,FOOD_DOMESTIC_PIPELINE_R14,37,31,37,31,0.9237587906499576,0.746968299414177,0.1410074269663176,31,2.3812191925463226,2.019003081243096,0.7967161226036951,31,2.3836479560756314,2.0241618558438192,0.7899401818304592
paired_FOOD_DOMESTIC_PIPELINE_R14_vs_INDEPENDENT_BRIDGE,recent_targets,7,INDEPENDENT_BRIDGE,38,31,38,31,1.0394648964125164,0.8519799740793649,0.4903563110257438,31,3.685337013303539,3.1231895960734315,2.4692972840874403,31,3.7176628270742995,3.1588966962457503,2.492033566217057
paired_FOOD_DOMESTIC_PIPELINE_R14_vs_INDEPENDENT_BRIDGE,recent_targets,7,FOOD_DOMESTIC_PIPELINE_R14,38,31,38,31,0.878288122254933,0.7118843634278317,0.12771979738204936,31,2.596071018396313,2.218038835589877,0.8702397557714987,31,2.6040051894531864,2.2270562053269893,0.8619328446921123
paired_FOOD_DOMESTIC_PIPELINE_R14_vs_INDEPENDENT_BRIDGE,recent_targets,8,INDEPENDENT_BRIDGE,39,31,39,31,1.0394648964125164,0.8519799740793649,0.4903563110257438,31,4.18559831448789,3.5599044698135716,2.923069434223584,31,4.221945772795583,3.603869909656723,2.9495507257754126
paired_FOOD_DOMESTIC_PIPELINE_R14_vs_INDEPENDENT_BRIDGE,recent_targets,8,FOOD_DOMESTIC_PIPELINE_R14,39,31,39,31,0.9134195592858064,0.7398992501827222,0.11978966732122603,31,2.9038677028244555,2.483873399844784,1.016783015423187,31,2.913667217468841,2.495262839225012,1.0048584356513661
paired_FOOD_DOMESTIC_PIPELINE_R14_vs_INDEPENDENT_BRIDGE,recent_targets,9,INDEPENDENT_BRIDGE,40,31,40,31,1.0394648964125164,0.8519799740793649,0.4903563110257438,31,4.661134428254805,3.833363773294101,3.4010285308549077,31,4.707620184504943,3.884579766316451,3.4392586646230408
