origin,variant,gap_last,alpha_raw,alpha,cum6,n_window
2019-02,CAND,-0.8995716927134134,-0.3229534277740418,-0.25,0.5546004436095086,49
2019-03,CAND,-0.8112818425693119,-0.3251980130895582,-0.25,0.5001683283564832,50
2019-04,CAND,-0.538584249485164,-0.3211715584226407,-0.25,0.3320458681670924,51
2019-05,CAND,-1.35673067266672,-0.29550217540753926,-0.25,0.8364463210819421,52
2019-06,CAND,-0.4156794226603162,-0.3414664208334193,-0.25,0.2562730620295321,53
2019-07,CAND,-0.6110307527082599,-0.3425384224751857,-0.25,0.376710304755013,54
2019-08,CAND,-0.003722550221240975,-0.3394974533003636,-0.25,0.002295012193893743,55
2019-09,CAND,0.8796834799881885,-0.34507825179301893,-0.25,-0.5423390400000423,56
2019-10,CAND,-0.42968975622074046,-0.3474824408843915,-0.25,0.2649106584219787,57
2019-11,CAND,0.9311267072097358,-0.3547315694482222,-0.25,-0.5740546185013148,58
2019-12,CAND,1.1703175350365316,-0.333200079116137,-0.25,-0.7215196180056156,59
2020-01,CAND,1.3299379562325402,-0.32909802141797156,-0.25,-0.8199281796816948,60
2020-02,CAND,1.7204988975814985,-0.3207236958304145,-0.25,-1.0607152932416208,61
2020-03,CAND,1.6070692899118812,-0.35228126179343416,-0.25,-0.9907841123901313,62
2020-04,CAND,1.4998213804414737,-0.3327890389567867,-0.25,-0.9246640480858964,63
2020-05,CAND,1.8622823222778617,-0.3283555671102794,-0.25,-1.1481270591631276,64
2020-06,CAND,1.8716171890546935,-0.33640411471868215,-0.25,-1.1538821549463782,65
2020-07,CAND,1.7859031151947988,-0.3532240335242335,-0.25,-1.1010380472767738,66
2020-08,CAND,1.4260340964047924,-0.36830648864183463,-0.25,-0.879172998522022,67
2020-09,CAND,1.5801264066050686,-0.3595705929841684,-0.25,-0.974173390693225,68
2020-10,CAND,0.8794430206780326,-0.3788899650618379,-0.25,-0.5421907929607426,69
2020-11,CAND,1.1385197159635334,-0.37196622548610736,-0.25,-0.7019157501799104,70
2020-12,CAND,0.9015526765000583,-0.3716008905547552,-0.25,-0.5558217520341241,71
2021-01,CAND,-0.33932779137760394,-0.38525182247498846,-0.25,0.20920105106843123,72
2021-02,CAND,0.7644114245456015,-0.39770844240113484,-0.25,-0.4712719604086378,73
2021-03,CAND,0.5605944889385712,-0.40506302447211345,-0.25,-0.3456155354472966,74
2021-04,CAND,-0.08681959494894176,-0.4050453737677413,-0.25,0.05352567923457402,75
2021-05,CAND,0.34895226405522844,-0.4080427880332065,-0.25,-0.21513469355602188,76
2021-06,CAND,-1.0644190487404215,-0.41215645748421603,-0.25,0.6562314948319701,77
2021-07,CAND,-1.556573485039777,-0.3975379416154073,-0.25,0.9596526350333732,78
2021-08,CAND,-0.6496733372142228,-0.40521530091641617,-0.25,0.40053408076177155,79
2021-09,CAND,0.09582507295961007,-0.40751988894508706,-0.25,-0.05907770153595101,80
2021-10,CAND,-0.41684699243541234,-0.40143652218942844,-0.25,0.25699288760925904,81
2021-11,CAND,-1.3476540715571497,-0.38551508657982514,-0.25,0.8308504502440655,82
2021-12,CAND,-1.199178692452315,-0.37794897001620364,-0.25,0.7393129866003926,83
2022-01,CAND,-1.3299506015815585,-0.36513111049837116,-0.25,0.8199359757431227,84
2022-02,CAND,-0.00936342826902914,-0.4070232644929379,-0.25,0.005772704403409628,85
2022-03,CAND,-0.19301285736391494,-0.4193961650473165,-0.25,0.11899553663530912,86
2022-04,CAND,-1.0486669364969576,-0.41606919724157,-0.25,0.6465200638156597,87
2022-05,CAND,-0.6719918896689268,-0.4493985416413243,-0.25,0.4142938279752093,88
2022-06,CAND,-0.6905545176446738,-0.47254699760694135,-0.25,0.42573798722710265,89
2022-07,CAND,-0.057337384755164034,-0.501247951726498,-0.25,0.035349421594965326,90
2022-08,CAND,0.7712856191141547,-0.5182842309281781,-0.25,-0.47551001212598126,91
2022-09,CAND,1.0666679639679004,-0.5161937655874669,-0.25,-0.6576179873071144,92
2022-10,CAND,0.8562164596086652,-0.5013972405964638,-0.25,-0.5278712438053667,93
2022-11,CAND,1.833716518849337,-0.4932211478224482,-0.25,-1.1305157810606172,94
2022-12,CAND,2.2912878699621206,-0.4820767788628034,-0.25,-1.4126158919975207,95
2023-01,CAND,1.8472581386318625,-0.47789906352065725,-0.25,-1.1388644078564722,96
2023-02,CAND,2.3784457893820705,-0.49672513396376283,-0.25,-1.4663501537199888,96
2023-03,CAND,1.8692482436627493,-0.5149696191085414,-0.25,-1.1524216619407612,96
2023-04,CAND,2.0699893943983847,-0.5299901473309392,-0.25,-1.2761818159679006,96
2023-05,CAND,0.9577461274091912,-0.5612367772746502,-0.25,-0.5904659199804834,96
2023-06,CAND,1.5142787607668668,-0.569542176723072,-0.25,-0.9335772560123365,96
2023-07,CAND,1.413049409479322,-0.5541140346269267,-0.25,-0.8711677298065571,96
2023-08,CAND,1.2986306134197099,-0.5483834896583089,-0.25,-0.800626698373565,96
2023-09,CAND,1.0841885837917078,-0.5427276187622049,-0.25,-0.6684197317431666,96
2023-10,CAND,1.0434191634656003,-0.5458954819761364,-0.25,-0.6432847271829851,96
2023-11,CAND,1.4702741615886594,-0.5344653399356453,-0.25,-0.9064477115604888,96
2023-12,CAND,1.0752042185790889,-0.5399686357278484,-0.25,-0.6628807258219834,96
2024-01,CAND,-0.45052984506749527,-0.5655358058389006,-0.25,0.2777589089982159,96
2024-02,CAND,-1.987868805034519,-0.5792605102785008,-0.25,1.2255531493929246,96
2024-03,CAND,-2.146170985576412,-0.5681728653984758,-0.25,1.3231489944645594,96
2024-04,CAND,-3.0719447128827966,-0.5420483088826853,-0.25,1.8939034146013871,96
2024-05,CAND,-0.9711186549766703,-0.544104331035242,-0.25,0.598710298701132,96
2024-06,CAND,-1.5426016333295889,-0.5480905315147049,-0.25,0.951038763321666,96
2024-07,CAND,-1.4974417019401565,-0.5309708112043682,-0.25,0.9231969379454052,96
2024-08,CAND,-0.9295499559065084,-0.5337185946422214,-0.25,0.5730825259162379,96
2024-09,CAND,-0.3589316859185815,-0.5344128672261435,-0.25,0.22128716793601022,96
2024-10,CAND,0.6024381224832731,-0.552031350977398,-0.25,-0.3714128097658412,96
2024-11,CAND,0.3892166847265901,-0.5320631601348893,-0.25,-0.239958357691851,96
2024-12,CAND,0.34650814733167135,-0.5198130187975307,-0.25,-0.21362785621320876,96
2025-01,CAND,-0.15850543297895392,-0.5204958434578816,-0.25,0.09772115347414634,96
2025-02,CAND,0.5010069342436725,-0.5166320268020982,-0.25,-0.30887884782686376,96
2025-03,CAND,-0.2721372059949203,-0.5244956532814441,-0.25,0.16777697251920715,96
2025-04,CAND,0.6463107590266045,-0.5288153057221532,-0.25,-0.3984609971269368,96
2025-05,CAND,0.04041206147824722,-0.5388721310694915,-0.25,-0.0249146870722519,96
2025-06,CAND,0.5199735923017497,-0.5473525752581835,-0.25,-0.320572098134764,96
2025-07,CAND,0.6795308999305127,-0.5411318314620807,-0.25,-0.41894174927966976,96
2025-08,CAND,0.4948777691646462,-0.5435063288167084,-0.25,-0.3051001187946833,96
2025-09,CAND,0.8614390225092375,-0.538648479062291,-0.25,-0.5310910379861944,96
2025-10,CAND,0.4167049017580131,-0.5291469535361895,-0.25,-0.25690528641709537,96
2025-11,CAND,0.8920285214098693,-0.521720889208249,-0.25,-0.549949956955633,96
2025-12,CAND,0.48067828977524185,-0.5364920125780569,-0.25,-0.2963459109509105,96
2026-01,CAND,-0.5216050164125869,-0.5344068190881418,-0.25,0.32157789738669074,96
2026-02,CAND,0.6808771795114987,-0.5324836035936834,-0.25,-0.4197717523343292,96
2026-03,CAND,0.09738127004452368,-0.5432898652444688,-0.25,-0.06003712211424156,96
2026-04,CAND,-0.8684142580822614,-0.5470718044524943,-0.25,0.5353913831108961,96
2026-05,CAND,-1.00176403579426,-0.5445880945454511,-0.25,0.6176036697728162,96
2026-06,CAND,-1.0182117235338293,-0.5452540809549494,-0.25,0.627743934290479,96
2026-07,CAND,-1.607888915814494,-0.5332914905229408,-0.25,0.9912894249659548,96
2019-02,PPI,-0.9291621241635952,-0.4083986415525958,-0.25,0.5728434213974899,49
2019-03,PPI,-1.1045284410436744,-0.40713660321691875,-0.25,0.6809595814808445,50
2019-04,PPI,-1.1364791931937992,-0.39226704737621537,-0.25,0.7006577350128519,51
2019-05,PPI,-1.8588554907523032,-0.3414183285687718,-0.25,1.1460143623101204,52
2019-06,PPI,-1.0896456348764527,-0.37606254303251174,-0.25,0.6717840916679106,53
2019-07,PPI,-0.9456881212800312,-0.3685867776339893,-0.25,0.5830319649078123,54
2019-08,PPI,-0.7219631341344306,-0.35336598343505743,-0.25,0.4451019053889089,55
2019-09,PPI,-0.18072256052524405,-0.3438623274806712,-0.25,0.11141837059725891,56
2019-10,PPI,-0.8062536425762399,-0.3243108668856034,-0.25,0.4970683620399535,57
2019-11,PPI,-0.404463354577304,-0.31602276825067455,-0.25,0.24935817532869553,58
2019-12,PPI,0.26330612338317394,-0.3191580539388476,-0.25,-0.16233246779134766,59
2020-01,PPI,0.027368681721305854,-0.31364687193916435,-0.25,-0.016873233280451077,60
2020-02,PPI,0.4978949432168095,-0.32886412821258365,-0.25,-0.30696025521441606,61
2020-03,PPI,0.30976590591617037,-0.34294220683420096,-0.25,-0.19097567234248272,62
2020-04,PPI,0.6655383646293416,-0.3506505580640333,-0.25,-0.410315125800841,63
2020-05,PPI,1.169368647120241,-0.3501593674325371,-0.25,-0.7209346133155246,64
2020-06,PPI,1.533272546957321,-0.35561815004635244,-0.25,-0.9452872312509705,65
2020-07,PPI,1.4523040683315638,-0.3647816009910472,-0.25,-0.8953688595103226,66
2020-08,PPI,1.0664926969138777,-0.3751543056090823,-0.25,-0.657509932344182,67
2020-09,PPI,1.2572466957603683,-0.367462110985859,-0.25,-0.7751128463058765,68
2020-10,PPI,0.4529366746873189,-0.3848744685046797,-0.25,-0.2792427582407598,69
2020-11,PPI,0.8123317356641226,-0.38087641936047656,-0.25,-0.5008156043666566,70
2020-12,PPI,0.4229717854695091,-0.3802229183858579,-0.25,-0.26076892120529244,71
2021-01,PPI,-0.6719017847017822,-0.3855104793362198,-0.25,0.414238276811078,72
2021-02,PPI,0.6149891450428873,-0.4050442456563311,-0.25,-0.3791507174119998,73
2021-03,PPI,0.23535799523078937,-0.4091132058607985,-0.25,-0.14510199644935323,74
2021-04,PPI,-0.152887117920826,-0.4108352624701437,-0.25,0.09425737171131979,75
2021-05,PPI,0.3415172718612101,-0.415083053792431,-0.25,-0.21055090106628926,76
2021-06,PPI,-0.9934736841097372,-0.4193898694268093,-0.25,0.6124925343745395,77
2021-07,PPI,-1.5380223604293404,-0.4048348334075987,-0.25,0.9482155677915507,78
2021-08,PPI,-0.645516004139017,-0.4127611195017289,-0.25,0.39797101793263007,79
2021-09,PPI,0.1139365999040276,-0.41534664176081854,-0.25,-0.07024374973331193,80
2021-10,PPI,-0.5376366509510946,-0.41128404307388894,-0.25,0.3314616584019169,81
2021-11,PPI,-1.3919064269226062,-0.39320131778591816,-0.25,0.8581327403775174,82
2021-12,PPI,-1.3696525252180185,-0.3861173940954595,-0.25,0.844412851393262,83
2022-01,PPI,-1.465629182059519,-0.3712525285164302,-0.25,0.9035840068349122,84
2022-02,PPI,-0.40643704931488656,-0.41364007127953517,-0.25,0.2505749899371136,85
2022-03,PPI,-0.7780788265042404,-0.42061547512089537,-0.25,0.47969813394283034,86
2022-04,PPI,-1.459237463954978,-0.41549858974708037,-0.25,0.8996434096319113,87
2022-05,PPI,-0.891591749991772,-0.45725351539955467,-0.25,0.5496806803385553,88
