origin,last_target,available_from,actual,stage,family,band
2016-08,2016-11,2016-12-09 09:00:00,0.16423040240692455,core,both,0
2016-09,2016-12,2017-01-10 09:00:00,0.32377898754560974,core,both,0
2016-10,2017-01,2017-02-10 09:00:00,0.27031731986458246,core,both,0
2016-11,2017-02,2017-03-09 09:00:00,0.1820768692778985,core,both,0
2016-12,2017-03,2017-04-10 09:00:00,0.0711916341935159,core,both,0
2017-01,2017-04,2017-05-10 09:00:00,-0.10379575086008797,core,both,0
2017-02,2017-05,2017-06-09 09:00:00,-0.161414469243267,core,both,0
2017-03,2017-06,2017-07-12 09:00:00,-0.1449380265766395,core,both,0
2017-04,2017-07,2017-08-09 09:00:00,-0.053229004168163535,core,both,0
2017-05,2017-08,2017-09-11 09:00:00,-0.09737579248796929,core,both,0
2017-06,2017-09,2017-10-09 09:00:00,-0.0176829631427438,core,both,0
2017-07,2017-10,2017-11-09 09:00:00,0.032894308171435516,core,both,0
2017-08,2017-11,2017-12-11 09:00:00,0.01428327019579699,core,both,0
2017-09,2017-12,2018-01-10 09:00:00,-0.0059654244966089315,core,both,0
2017-10,2018-01,2018-02-14 09:00:00,-0.13478415518009837,core,both,0
2017-11,2018-02,2018-03-09 09:00:00,-0.1164385868149177,core,both,0
2017-12,2018-03,2018-04-10 09:00:00,0.019378241390113182,core,both,0
2018-01,2018-04,2018-05-10 09:00:00,0.15480462703223166,core,both,0
2018-02,2018-05,2018-06-11 09:00:00,0.14349797103972972,core,both,0
2018-03,2018-06,2018-07-11 09:00:00,0.06106403422932716,core,both,0
2018-04,2018-07,2018-08-09 09:00:00,0.1998253593627773,core,both,0
2018-05,2018-08,2018-09-10 09:00:00,0.16269279118650987,core,both,0
2018-06,2018-09,2018-10-09 09:00:00,0.043840751647299406,core,both,0
2018-07,2018-10,2018-11-09 09:00:00,-0.053733524869706645,core,both,0
2018-08,2018-11,2018-12-10 09:00:00,-0.2254982766699846,core,both,0
2018-09,2018-12,2019-01-10 09:00:00,-0.053932909063755224,core,both,0
2018-10,2019-01,2019-02-13 09:00:00,0.17316207159253694,core,both,0
2018-11,2019-02,2019-03-11 09:00:00,0.057783738780593064,core,both,0
2006-01,2006-07,2006-08-20 09:00:00,0.16287185482207134,signal,services,1
2006-02,2006-08,2006-09-20 09:00:00,-0.19524916994422803,signal,services,1
2006-03,2006-09,2006-10-20 09:00:00,-3.1727161638794854e-05,signal,services,1
2006-04,2006-10,2006-11-20 09:00:00,0.09757687014390681,signal,services,1
2006-05,2006-11,2006-12-20 09:00:00,0.03253619910184824,signal,services,1
2006-06,2006-12,2007-01-20 09:00:00,-0.06507239820369737,signal,services,1
2006-07,2007-01,2007-02-20 09:00:00,0.26057588178403224,signal,services,1
2006-08,2007-02,2007-03-20 09:00:00,0.19502707872560787,signal,services,1
2006-09,2007-03,2007-04-20 09:00:00,0.12973320765080132,signal,services,1
2006-10,2007-04,2007-05-20 09:00:00,0.45411510577141323,signal,services,1
2006-11,2007-05,2007-06-20 09:00:00,0.4868096935971069,signal,services,1
2006-12,2007-06,2007-07-20 09:00:00,0.45440003296580045,signal,services,1
2007-01,2007-07,2007-08-20 09:00:00,0.09738675425842347,signal,services,1
2007-02,2007-08,2007-09-20 09:00:00,-0.13081299600791096,signal,services,1
2007-03,2007-09,2007-10-20 09:00:00,-0.5855911090508958,signal,services,1
2007-04,2007-10,2007-11-20 09:00:00,-0.6828200909448148,signal,services,1
2007-05,2007-11,2007-12-20 09:00:00,-0.7782458333645335,signal,services,1
2007-06,2007-12,2008-01-20 09:00:00,-0.09754514298226802,signal,services,1
2007-07,2008-01,2008-02-20 09:00:00,0.25655492909536814,signal,services,1
2007-08,2008-02,2008-03-20 09:00:00,1.3224440724064213,signal,services,1
2007-09,2008-03,2008-04-20 09:00:00,2.5509073989319946,signal,services,1
2007-10,2008-04,2008-05-20 09:00:00,2.4460799439285004,signal,services,1
2007-11,2008-05,2008-06-20 09:00:00,2.5073335208819363,signal,services,1
2007-12,2008-06,2008-07-20 09:00:00,2.504917753621657,signal,services,1
2008-01,2008-07,2008-08-20 09:00:00,2.5025066372145757,signal,services,1
2008-02,2008-08,2008-09-20 09:00:00,1.1461142896010559,signal,services,1
2008-03,2008-09,2008-10-20 09:00:00,0.8250097743638722,signal,services,1
2008-04,2008-10,2008-11-20 09:00:00,0.6018645230940214,signal,services,1
2008-05,2008-11,2008-12-20 09:00:00,0.4749404819890959,signal,services,1
2008-06,2008-12,2009-01-20 09:00:00,0.15826295216193476,signal,services,1
2008-07,2009-01,2009-02-20 09:00:00,-0.5748172969317169,signal,services,1
2008-08,2009-02,2009-03-20 09:00:00,-1.4383550572279464,signal,services,1
2008-09,2009-03,2009-04-20 09:00:00,-2.2715511947281883,signal,services,1
2008-10,2009-04,2009-05-20 09:00:00,-2.879404009186551,signal,services,1
2008-11,2009-05,2009-06-20 09:00:00,-2.852374354332692,signal,services,1
2008-12,2009-06,2009-07-20 09:00:00,-2.8905977650549364,signal,services,1
2009-01,2009-07,2009-08-20 09:00:00,-2.8664740509459112,signal,services,1
2009-02,2009-08,2009-09-20 09:00:00,-1.7547210206801052,signal,services,1
2009-03,2009-09,2009-10-20 09:00:00,-1.4357925818349844,signal,services,1
2009-04,2009-10,2009-11-20 09:00:00,-1.4055248646574836,signal,services,1
2009-05,2009-11,2009-12-20 09:00:00,-1.2764041725097697,signal,services,1
2009-06,2009-12,2010-01-20 09:00:00,-1.178795575204224,signal,services,1
2009-07,2010-01,2010-02-09 09:00:00,-0.6559130333900463,signal,services,1
2009-08,2010-02,2010-03-09 09:00:00,-0.2626939561318038,signal,services,1
2009-09,2010-03,2010-04-09 09:00:00,0.09853837706859858,signal,services,1
2009-10,2010-04,2010-05-10 09:00:00,0.1974010111155664,signal,services,1
2009-11,2010-05,2010-06-09 09:00:00,0.1316547702087556,signal,services,1
2009-12,2010-06,2010-07-12 09:00:00,0.16451168103406344,signal,services,1
2010-01,2010-07,2010-08-09 09:00:00,0.2630824773588576,signal,services,1
2010-02,2010-08,2010-09-09 09:00:00,-0.06564911083596625,signal,services,1
2010-03,2010-09,2010-10-11 09:00:00,0.032824555417983126,signal,services,1
2010-04,2010-10,2010-11-09 09:00:00,0.09857073247592352,signal,services,1
2010-05,2010-11,2010-12-09 09:00:00,0.13149248181362183,signal,services,1
2010-06,2010-12,2011-01-10 09:00:00,0.09863557098831377,signal,services,1
2010-07,2011-01,2011-02-09 09:00:00,-0.36236977697629924,signal,services,1
2010-08,2011-02,2011-03-09 09:00:00,-0.6919818961968774,signal,services,1
2010-09,2011-03,2011-04-11 09:00:00,-0.8575360129910599,signal,services,1
2010-10,2011-04,2011-05-10 09:00:00,-0.9238050871705988,signal,services,1
2010-11,2011-05,2011-06-09 09:00:00,-0.9569560927208784,signal,services,1
2010-12,2011-06,2011-07-12 09:00:00,-0.7928683755507255,signal,services,1
2011-01,2011-07,2011-08-09 09:00:00,-0.8915363657952347,signal,services,1
2011-02,2011-08,2011-09-09 09:00:00,-0.19880722253861677,signal,services,1
2011-03,2011-09,2011-10-10 09:00:00,-0.13263702470089295,signal,services,1
2011-04,2011-10,2011-11-09 09:00:00,-0.09948601915061334,signal,services,1
2011-05,2011-11,2011-12-09 09:00:00,0.03311800305050533,signal,services,1
2011-06,2011-12,2012-01-09 09:00:00,0.13257108528009826,signal,services,1
2011-07,2012-01,2012-02-16 09:00:00,0.4950725982426129,signal,services,1
2011-08,2012-02,2012-03-09 09:00:00,0.8903341466020644,signal,services,1
2011-09,2012-03,2012-04-10 09:00:00,1.2197175909353195,signal,services,1
2011-10,2012-04,2012-05-10 09:00:00,1.352029650482418,signal,services,1
2011-11,2012-05,2012-06-11 09:00:00,1.1857524800899757,signal,services,1
2011-12,2012-06,2012-07-11 09:00:00,1.2512403858954713,signal,services,1
2012-01,2012-07,2012-08-09 09:00:00,1.1518861800076934,signal,services,1
2012-02,2012-08,2012-09-10 09:00:00,0.09824794120243174,signal,services,1
2012-03,2012-09,2012-10-09 09:00:00,-3.216498837810278e-05,signal,services,1
2012-04,2012-10,2012-11-09 09:00:00,0.09824794120243174,signal,services,1
2012-05,2012-11,2012-12-10 09:00:00,-0.06564898407745323,signal,services,1
2012-06,2012-12,2013-01-09 09:00:00,-0.3606835611045096,signal,services,1
2012-07,2013-01,2013-02-11 09:00:00,-0.4919173264158292,signal,services,1
2012-08,2013-02,2013-03-11 09:00:00,-0.39373371519015365,signal,services,1
2012-09,2013-03,2013-04-09 09:00:00,-0.2625642789178406,signal,services,1
2012-10,2013-04,2013-05-10 09:00:00,-0.5577935006895611,signal,services,1
2012-11,2013-05,2013-06-10 09:00:00,-0.723376514708066,signal,services,1
2012-12,2013-06,2013-07-09 09:00:00,-0.758608747898497,signal,services,1
2013-01,2013-07,2013-08-09 09:00:00,-0.7929673174712946,signal,services,1
2013-02,2013-08,2013-09-09 09:00:00,-0.9579043818953425,signal,services,1
2013-03,2013-09,2013-10-09 09:00:00,-1.0896921906958987,signal,services,1
2013-04,2013-10,2013-11-11 09:00:00,-0.9579374501699212,signal,services,1
2013-05,2013-11,2013-12-09 09:00:00,-0.5622866658329555,signal,services,1
2013-06,2013-12,2014-01-09 09:00:00,0.06597336013694355,signal,services,1
2013-07,2014-01,2014-02-12 09:00:00,0.16473121200496876,signal,services,1
2013-08,2014-02,2014-03-10 09:00:00,-0.1342244540870448,signal,services,1
2013-09,2014-03,2014-04-09 09:00:00,-0.5321374955733584,signal,services,1
2013-10,2014-04,2014-05-12 09:00:00,-0.16651685567859947,signal,services,1
2013-11,2014-05,2014-06-09 09:00:00,-0.0998496398023665,signal,services,1
2013-12,2014-06,2014-07-09 09:00:00,-0.09955143627999485,signal,services,1
2014-01,2014-07,2014-08-11 09:00:00,-0.06617026438588547,signal,services,1
2014-02,2014-08,2014-09-09 09:00:00,1.2269332386266458,signal,services,1
2014-03,2014-09,2014-10-09 09:00:00,1.358685715820757,signal,services,1
2014-04,2014-10,2014-11-10 09:00:00,1.2574511535092854,signal,services,1
2014-05,2014-11,2014-12-09 09:00:00,0.9910883899453964,signal,services,1
2014-06,2014-12,2015-01-09 09:00:00,0.7255860540819257,signal,services,1
2014-07,2015-01,2015-02-09 09:00:00,0.4937958086509324,signal,services,1
2014-08,2015-02,2015-03-09 09:00:00,0.42769180095961223,signal,services,1
2014-09,2015-03,2015-04-09 09:00:00,0.1972063673131077,signal,services,1
2014-10,2015-04,2015-05-12 09:00:00,-3.241925619534847e-05,signal,services,1
2014-11,2015-05,2015-06-09 09:00:00,-3.241925619534847e-05,signal,services,1
2014-12,2015-06,2015-07-09 09:00:00,0.06564904698709584,signal,services,1
2015-01,2015-07,2015-08-10 09:00:00,0.032824555417983126,signal,services,1
2015-02,2015-08,2015-09-09 09:00:00,-0.09850602166127431,signal,services,1
2015-03,2015-09,2015-10-09 09:00:00,-0.06571382165061568,signal,services,1
2015-04,2015-10,2015-11-09 09:00:00,0.03285691082530784,signal,services,1
2015-05,2015-11,2015-12-09 09:00:00,0.16438181189512502,signal,services,1
2015-06,2015-12,2016-01-12 09:00:00,0.032824555417983126,signal,services,1
2015-07,2016-01,2016-02-12 09:00:00,-0.03282455541798335,signal,services,1
2015-08,2016-02,2016-03-09 09:00:00,0.09847366625394938,signal,services,1
2015-09,2016-03,2016-04-11 09:00:00,0.1970443987298729,signal,services,1
2015-10,2016-04,2016-05-10 09:00:00,0.16421984331189,signal,services,1
2015-11,2016-05,2016-06-09 09:00:00,0.032824555417983126,signal,services,1
2015-12,2016-06,2016-07-12 09:00:00,-0.0657462409068108,signal,services,1
2016-01,2016-07,2016-08-09 09:00:00,-0.19707681798606824,signal,services,1
2016-02,2016-08,2016-09-09 09:00:00,-0.26282305889287905,signal,services,1
2016-03,2016-09,2016-10-10 09:00:00,-0.19707681798606824,signal,services,1
2016-04,2016-10,2016-11-09 09:00:00,-0.13139535174277706,signal,services,1
2016-05,2016-11,2016-12-09 09:00:00,0.09844137450705781,signal,services,1
2016-06,2016-12,2017-01-10 09:00:00,0.26224186792136006,signal,services,1
2016-07,2017-01,2017-02-10 09:00:00,0.7534560384445046,signal,services,1
2016-08,2017-02,2017-03-09 09:00:00,1.0457993743829839,signal,services,1
2016-09,2017-03,2017-04-10 09:00:00,1.469673196139649,signal,services,1
2016-10,2017-04,2017-05-10 09:00:00,1.4669875549009288,signal,services,1
2016-11,2017-05,2017-06-09 09:00:00,1.4332388280773232,signal,services,1
2016-12,2017-06,2017-07-12 09:00:00,1.4962828529236476,signal,services,1
2017-01,2017-07,2017-08-09 09:00:00,1.3308058860316174,signal,services,1
2017-02,2017-08,2017-09-11 09:00:00,1.0030719833613873,signal,services,1
2017-03,2017-09,2017-10-09 09:00:00,0.6457781278725792,signal,services,1
2017-04,2017-10,2017-11-09 09:00:00,0.5808341595746915,signal,services,1
2017-05,2017-11,2017-12-11 09:00:00,0.4837938802468442,signal,services,1
2017-06,2017-12,2018-01-10 09:00:00,0.3225292534978963,signal,services,1
2017-07,2018-01,2018-02-14 09:00:00,-0.2906824809323485,signal,services,1
2017-08,2018-02,2018-03-09 09:00:00,-0.5815229106280198,signal,services,1
2017-09,2018-03,2018-04-10 09:00:00,-0.7752292226855615,signal,services,1
2017-10,2018-04,2018-05-10 09:00:00,-0.742851043031167,signal,services,1
2017-11,2018-05,2018-06-11 09:00:00,-0.580959839266173,signal,services,1
2017-12,2018-06,2018-07-11 09:00:00,-0.41922573578190203,signal,services,1
2018-01,2018-07,2018-08-09 09:00:00,0.4186677241745236,signal,services,1
2018-02,2018-08,2018-09-10 09:00:00,0.9342850848590278,signal,services,1
2018-03,2018-09,2018-10-09 09:00:00,1.2255027987344933,signal,services,1
2018-04,2018-10,2018-11-09 09:00:00,1.0961433074275901,signal,services,1
2018-05,2018-11,2018-12-10 09:00:00,0.9337542094858264,signal,services,1
2018-06,2018-12,2019-01-10 09:00:00,0.9322610441659633,signal,services,1
2018-07,2019-01,2019-02-13 09:00:00,1.0271638193345747,signal,services,1
2018-08,2019-02,2019-03-11 09:00:00,0.3832957321270216,signal,services,1
2006-01,2006-07,2006-08-20 09:00:00,-0.2739254373502624,signal,goods,1
2006-02,2006-08,2006-09-20 09:00:00,-0.6491024490555355,signal,goods,1
2006-03,2006-09,2006-10-20 09:00:00,-0.477898511663283,signal,goods,1
2006-04,2006-10,2006-11-20 09:00:00,-0.3752817040937022,signal,goods,1
2006-05,2006-11,2006-12-20 09:00:00,-0.2727700907521142,signal,goods,1
2006-06,2006-12,2007-01-20 09:00:00,-0.17046822017151753,signal,goods,1
2006-07,2007-01,2007-02-20 09:00:00,0.6500492037470291,signal,goods,1
2006-08,2007-02,2007-03-20 09:00:00,0.3417762009374261,signal,goods,1
2006-09,2007-03,2007-04-20 09:00:00,0.27308502642133003,signal,goods,1
2006-10,2007-04,2007-05-20 09:00:00,0.34006710400428863,signal,goods,1
2006-11,2007-05,2007-06-20 09:00:00,0.6466609874920037,signal,goods,1
2006-12,2007-06,2007-07-20 09:00:00,0.6800319374441726,signal,goods,1
2007-01,2007-07,2007-08-20 09:00:00,0.27165865475687223,signal,goods,1
2007-02,2007-08,2007-09-20 09:00:00,0.37448199635253454,signal,goods,1
2007-03,2007-09,2007-10-20 09:00:00,0.6134684107361221,signal,goods,1
2007-04,2007-10,2007-11-20 09:00:00,0.3384425322962208,signal,goods,1
2007-05,2007-11,2007-12-20 09:00:00,0.3380326461969514,signal,goods,1
2007-06,2007-12,2008-01-20 09:00:00,0.6084870685905293,signal,goods,1
2007-07,2008-01,2008-02-20 09:00:00,0.4730541009356346,signal,goods,1
2007-08,2008-02,2008-03-20 09:00:00,1.0172003963715592,signal,goods,1
2007-09,2008-03,2008-04-20 09:00:00,0.9845492447083453,signal,goods,1
2007-10,2008-04,2008-05-20 09:00:00,0.2365267380854157,signal,goods,1
2007-11,2008-05,2008-06-20 09:00:00,-0.00010251318479359561,signal,goods,1
2007-12,2008-06,2008-07-20 09:00:00,-0.10126590066922314,signal,goods,1
2008-01,2008-07,2008-08-20 09:00:00,-0.30359295193079605,signal,goods,1
2008-02,2008-08,2008-09-20 09:00:00,-0.10136848308461643,signal,goods,1
2008-03,2008-09,2008-10-20 09:00:00,-0.16905040143068284,signal,goods,1
2008-04,2008-10,2008-11-20 09:00:00,-0.40747419133083085,signal,goods,1
2008-05,2008-11,2008-12-20 09:00:00,-1.1879568980783783,signal,goods,1
2008-06,2008-12,2009-01-20 09:00:00,-1.7344172239342581,signal,goods,1
2008-07,2009-01,2009-02-20 09:00:00,-1.6705520060041308,signal,goods,1
2008-08,2009-02,2009-03-20 09:00:00,-1.8769510142681676,signal,goods,1
2008-09,2009-03,2009-04-20 09:00:00,-1.9114040750442567,signal,goods,1
2008-10,2009-04,2009-05-20 09:00:00,-1.8808022293467446,signal,goods,1
2008-11,2009-05,2009-06-20 09:00:00,-1.0989955945483865,signal,goods,1
2008-12,2009-06,2009-07-20 09:00:00,-0.7228061073089238,signal,goods,1
2009-01,2009-07,2009-08-20 09:00:00,-0.3104343889227179,signal,goods,1
2009-02,2009-08,2009-09-20 09:00:00,-0.44824707462298274,signal,goods,1
2009-03,2009-09,2009-10-20 09:00:00,-0.1726937359158942,signal,goods,1
2009-04,2009-10,2009-11-20 09:00:00,0.06784044107278842,signal,goods,1
2009-05,2009-11,2009-12-20 09:00:00,0.8250724397555644,signal,goods,1
2009-06,2009-12,2010-01-20 09:00:00,1.0992079360484186,signal,goods,1
2009-07,2010-01,2010-02-09 09:00:00,0.9271180092920108,signal,goods,1
2009-08,2010-02,2010-03-09 09:00:00,0.791433416506302,signal,goods,1
2009-09,2010-03,2010-04-09 09:00:00,0.4481416764871522,signal,goods,1
2009-10,2010-04,2010-05-10 09:00:00,0.20700376418105249,signal,goods,1
2009-11,2010-05,2010-06-09 09:00:00,-0.7213164661738651,signal,goods,1
2009-12,2010-06,2010-07-12 09:00:00,-1.097935959597709,signal,goods,1
2010-01,2010-07,2010-08-09 09:00:00,-1.1335558188297306,signal,goods,1
2010-02,2010-08,2010-09-09 09:00:00,-0.8264509849893464,signal,goods,1
2010-03,2010-09,2010-10-11 09:00:00,-0.27615985999352777,signal,goods,1
2010-04,2010-10,2010-11-09 09:00:00,-0.20728982966322995,signal,goods,1
2010-05,2010-11,2010-12-09 09:00:00,-0.5180113240775692,signal,goods,1
2010-06,2010-12,2011-01-10 09:00:00,-0.4838084597779799,signal,goods,1
2010-07,2011-01,2011-02-09 09:00:00,-0.0004658595547257782,signal,goods,1
2010-08,2011-02,2011-03-09 09:00:00,0.3102562246831413,signal,goods,1
2010-09,2011-03,2011-04-11 09:00:00,0.5860247744564533,signal,goods,1
2010-10,2011-04,2011-05-10 09:00:00,0.6540772652600237,signal,goods,1
2010-11,2011-05,2011-06-09 09:00:00,0.8958927791426077,signal,goods,1
2010-12,2011-06,2011-07-12 09:00:00,1.1723801917485859,signal,goods,1
2011-01,2011-07,2011-08-09 09:00:00,0.9987206241829472,signal,goods,1
2011-02,2011-08,2011-09-09 09:00:00,0.6178864998885425,signal,goods,1
2011-03,2011-09,2011-10-10 09:00:00,0.514104885372975,signal,goods,1
2011-04,2011-10,2011-11-09 09:00:00,0.6497704034109333,signal,goods,1
2011-05,2011-11,2011-12-09 09:00:00,0.6824702591635425,signal,goods,1
2011-06,2011-12,2012-01-09 09:00:00,0.9905335192121536,signal,goods,1
2011-07,2012-01,2012-02-16 09:00:00,0.8187337560475658,signal,goods,1
2011-08,2012-02,2012-03-09 09:00:00,0.7838312336541464,signal,goods,1
2011-09,2012-03,2012-04-10 09:00:00,0.7832033589214553,signal,goods,1
2011-10,2012-04,2012-05-10 09:00:00,0.748511440656509,signal,goods,1
2011-11,2012-05,2012-06-11 09:00:00,0.23752412542944956,signal,goods,1
2011-12,2012-06,2012-07-11 09:00:00,0.13563924651916914,signal,goods,1
2012-01,2012-07,2012-08-09 09:00:00,0.30582831599352556,signal,goods,1
2012-02,2012-08,2012-09-10 09:00:00,-0.13591577932321885,signal,goods,1
2012-03,2012-09,2012-10-09 09:00:00,-0.47542925975692385,signal,goods,1
2012-04,2012-10,2012-11-09 09:00:00,-0.3400671109715132,signal,goods,1
2012-05,2012-11,2012-12-10 09:00:00,-0.5435259807502668,signal,goods,1
2012-06,2012-12,2013-01-09 09:00:00,-0.47542925975692385,signal,goods,1
2012-07,2013-01,2013-02-11 09:00:00,-0.20387366898482817,signal,goods,1
2012-08,2013-02,2013-03-11 09:00:00,0.06795788966160932,signal,goods,1
2012-09,2013-03,2013-04-09 09:00:00,0.1698428390799076,signal,goods,1
2012-10,2013-04,2013-05-10 09:00:00,0.5775924333271951,signal,goods,1
2012-11,2013-05,2013-06-10 09:00:00,0.6792701939146286,signal,goods,1
2012-12,2013-06,2013-07-09 09:00:00,0.6778204134527868,signal,goods,1
2013-01,2013-07,2013-08-09 09:00:00,0.8800455028606993,signal,goods,1
2013-02,2013-08,2013-09-09 09:00:00,1.0824752747906694,signal,goods,1
2013-03,2013-09,2013-10-09 09:00:00,0.9122886560032911,signal,goods,1
2013-04,2013-10,2013-11-11 09:00:00,0.8440927020765511,signal,goods,1
2013-05,2013-11,2013-12-09 09:00:00,0.4383080371256588,signal,goods,1
2013-06,2013-12,2014-01-09 09:00:00,0.6070515187215518,signal,goods,1
2013-07,2014-01,2014-02-12 09:00:00,0.3023355916400835,signal,goods,1
2013-08,2014-02,2014-03-10 09:00:00,0.2682766866483628,signal,goods,1
2013-09,2014-03,2014-04-09 09:00:00,0.5032723254610245,signal,goods,1
2013-10,2014-04,2014-05-12 09:00:00,0.5707474313960803,signal,goods,1
2013-11,2014-05,2014-06-09 09:00:00,0.3350426306379067,signal,goods,1
2013-12,2014-06,2014-07-09 09:00:00,1.0400400623754469,signal,goods,1
2014-01,2014-07,2014-08-11 09:00:00,0.8696839248821938,signal,goods,1
2014-02,2014-08,2014-09-09 09:00:00,0.6338526165920348,signal,goods,1
2014-03,2014-09,2014-10-09 09:00:00,0.6671028271628823,signal,goods,1
2014-04,2014-10,2014-11-10 09:00:00,0.6005027384071138,signal,goods,1
2014-05,2014-11,2014-12-09 09:00:00,0.6677045704368127,signal,goods,1
2014-06,2014-12,2015-01-09 09:00:00,0.4330517395243788,signal,goods,1
2014-07,2015-01,2015-02-09 09:00:00,0.16611858184101386,signal,goods,1
2014-08,2015-02,2015-03-09 09:00:00,0.23258586873649373,signal,goods,1
2014-09,2015-03,2015-04-09 09:00:00,0.06643415264926494,signal,goods,1
2014-10,2015-04,2015-05-12 09:00:00,0.06643415264926494,signal,goods,1
2014-11,2015-05,2015-06-09 09:00:00,0.3991690586791669,signal,goods,1
2014-12,2015-06,2015-07-09 09:00:00,0.16611858184101386,signal,goods,1
2015-01,2015-07,2015-08-10 09:00:00,-0.16605237932022038,signal,goods,1
2015-02,2015-08,2015-09-09 09:00:00,-0.13290143954474487,signal,goods,1
2015-03,2015-09,2015-10-09 09:00:00,-9.91390489313293e-05,signal,goods,1
2015-04,2015-10,2015-11-09 09:00:00,0.2322222484791916,signal,goods,1
2015-05,2015-11,2015-12-09 09:00:00,0.2652411780595195,signal,goods,1
2015-06,2015-12,2016-01-12 09:00:00,0.23189241963033785,signal,goods,1
2015-07,2016-01,2016-02-12 09:00:00,0.49772823583768044,signal,goods,1
2015-08,2016-02,2016-03-09 09:00:00,0.43106280121685914,signal,goods,1
2015-09,2016-03,2016-04-11 09:00:00,0.4641151919600268,signal,goods,1
2015-10,2016-04,2016-05-10 09:00:00,0.16545892218512837,signal,goods,1
2015-11,2016-05,2016-06-09 09:00:00,-9.854942362974572e-05,signal,goods,1
2015-12,2016-06,2016-07-12 09:00:00,-0.09935420588777777,signal,goods,1
2016-01,2016-07,2016-08-09 09:00:00,-0.13240653144196068,signal,goods,1
2016-02,2016-08,2016-09-09 09:00:00,0.06620326572098034,signal,goods,1
2016-03,2016-09,2016-10-10 09:00:00,-0.19874154504229435,signal,goods,1
2016-04,2016-10,2016-11-09 09:00:00,-0.36410198299277774,signal,goods,1
2016-05,2016-11,2016-12-09 09:00:00,0.03292064286381435,signal,goods,1
2016-06,2016-12,2017-01-10 09:00:00,-0.00029643346081820177,signal,goods,1
2016-07,2017-01,2017-02-10 09:00:00,0.032821635168441166,signal,goods,1
2016-08,2017-02,2017-03-09 09:00:00,-0.29819482400892755,signal,goods,1
2016-09,2017-03,2017-04-10 09:00:00,-3.2936921020354504e-05,signal,goods,1
2016-10,2017-04,2017-05-10 09:00:00,0.2651096917148694,signal,goods,1
2016-11,2017-05,2017-06-09 09:00:00,0.19851131292829605,signal,goods,1
2016-12,2017-06,2017-07-12 09:00:00,-0.09925565646414802,signal,goods,1
2017-01,2017-07,2017-08-09 09:00:00,0.43102999486830584,signal,goods,1
2017-02,2017-08,2017-09-11 09:00:00,-0.033118068629259256,signal,goods,1
2017-03,2017-09,2017-10-09 09:00:00,0.26494481037350553,signal,goods,1
2017-04,2017-10,2017-11-09 09:00:00,0.19857699081438762,signal,goods,1
2017-05,2017-11,2017-12-11 09:00:00,-0.09918997857805645,signal,goods,1
2017-06,2017-12,2018-01-10 09:00:00,-0.23159664059248408,signal,goods,1
2017-07,2018-01,2018-02-14 09:00:00,-0.2995856268492266,signal,goods,1
2017-08,2018-02,2018-03-09 09:00:00,-0.5981436128483947,signal,goods,1
2017-09,2018-03,2018-04-10 09:00:00,-0.731078318780246,signal,goods,1
2017-10,2018-04,2018-05-10 09:00:00,-0.8293407816082883,signal,goods,1
2017-11,2018-05,2018-06-11 09:00:00,-0.8302337095040055,signal,goods,1
2017-12,2018-06,2018-07-11 09:00:00,-0.7976448071177444,signal,goods,1
2018-01,2018-07,2018-08-09 09:00:00,-0.6321875956985789,signal,goods,1
2018-02,2018-08,2018-09-10 09:00:00,0.23375087979096995,signal,goods,1
2018-03,2018-09,2018-10-09 09:00:00,-0.16665005554725554,signal,goods,1
2018-04,2018-10,2018-11-09 09:00:00,-0.23345034510442847,signal,goods,1
2018-05,2018-11,2018-12-10 09:00:00,-0.23365061247269922,signal,goods,1
2018-06,2018-12,2019-01-10 09:00:00,0.09974996504067561,signal,goods,1
2018-07,2019-01,2019-02-13 09:00:00,0.33227048988918667,signal,goods,1
2018-08,2019-02,2019-03-11 09:00:00,0.5986721742671132,signal,goods,1
2010-01,2010-07,2010-08-09 09:00:00,-0.045722536699488725,core,own,1
2010-02,2010-08,2010-09-09 09:00:00,0.13270769004898428,core,own,1
2010-03,2010-09,2010-10-11 09:00:00,0.16093814999292944,core,own,1
2010-04,2010-10,2010-11-09 09:00:00,0.16541220676378812,core,own,1
2010-05,2010-11,2010-12-09 09:00:00,0.14078682111571406,core,own,1
2010-06,2010-12,2011-01-10 09:00:00,0.0771657185473521,core,own,1
2010-07,2011-01,2011-02-09 09:00:00,0.006179435936711719,core,own,1
2010-08,2011-02,2011-03-09 09:00:00,-0.06781943183795816,core,own,1
2010-09,2011-03,2011-04-11 09:00:00,-0.06787313655783501,core,own,1
2010-10,2011-04,2011-05-10 09:00:00,-0.04594561621616863,core,own,1
2010-11,2011-05,2011-06-09 09:00:00,-0.01739436206675822,core,own,1
2010-12,2011-06,2011-07-12 09:00:00,0.015038345474986944,core,own,1
2011-01,2011-07,2011-08-09 09:00:00,0.004156636311227001,core,own,1
2011-02,2011-08,2011-09-09 09:00:00,0.021418197510878062,core,own,1
2011-03,2011-09,2011-10-10 09:00:00,0.12496880675999279,core,own,1
2011-04,2011-10,2011-11-09 09:00:00,0.21343174648897895,core,own,1
2011-05,2011-11,2011-12-09 09:00:00,0.20914760858480663,core,own,1
2011-06,2011-12,2012-01-09 09:00:00,0.17706135947675733,core,own,1
2011-07,2012-01,2012-02-16 09:00:00,0.06364095914789075,core,own,1
