period,a6_11,a6_12,a6_13,a6_14,a6_18,a6_20,a6_22,a6_23,a6_25,a6_26,a6_29,a6_32,a6_36,a6_38,a6_43,a6_44,a6_45,a6_46,a6_47,a6_48,a6_49,a6_53,a6_54,a6_55,a6_56,a6_57,a6_58,a6_59,a6_60,a6_61,a6_64,a6_65,a6_66,a6_69,a6_70,a6_72
2003-08,7.802526492570784,64.07005499,,,90.8,-1.4,,,,,-1.9,43.8,0.1999999999999993,-3.5,,-0.5449591280654031,,,,,,4.22572971809478,2.06,2.0,-0.017705490078093966,-0.02028571295157544,,,29.443,,,,,2.6363636363636367,3.2363636363636363,35.8
2003-09,7.884019380341699,64.31336336,,,92.1,-1.7,,,,,-0.9,42.4,-0.8000000000000007,-6.9,,-0.1364256480218206,,,,,,4.25841521133076,2.05,2.0,0.004148220534465175,0.00038902937662399495,,,26.80727272727273,,,,,2.7,3.063636363636363,37.3
2003-10,7.966195343829246,64.21715903,,,93.2,-0.6,,,,,5.7,43.0,0.9000000000000021,-8.7,,-0.1362397820163563,,,,,,4.47300377217206,2.06,2.0,0.017632838328665912,0.019006607859758162,,,28.97086956521739,,,,,2.71,3.0,48.9
2003-11,8.049102557297452,65.13050991,,,95.6,-0.9,,,,,6.7,53.8,1.8999999999999986,-10.3,,-0.2702702702702786,,,,,,4.74901985181005,2.07,2.0,0.005699894857473353,0.0027947172661511033,,,28.806500000000007,,,,,2.685714285714286,3.05,45.2
2003-12,8.134675448681818,67.27106546,,,94.6,-1.0,,,,,-3.5999999999999996,42.9,-1.0,-9.6,,0.1353179972936269,,,,,,4.82073277235031,2.09,2.0,0.0008740304281964484,-0.0010153573660742765,,,29.61714285714285,,,,,2.771428571428572,3.271428571428572,46.6
2004-01,8.249616464557661,66.56605066,,,89.9,1.0,,,,,-1.6000000000000005,43.8,-2.1000000000000014,-5.2,,0.8152173913043681,,,,,,4.679670620178225,2.07,2.0,-0.011532886354304495,-0.0021610635754285568,,,30.662857142857145,,,,,2.9333333333333336,2.8535714285714286,47.6
2004-02,8.395736608245546,68.65531015,,,95.2,1.3,,,,,-0.5999999999999996,40.9,-10.7,-3.8,,1.4945652173913082,,,,,,4.854876940963746,2.06,2.0,-0.0030980330155871982,-0.0021657438874838064,,,30.34350000000001,,,,,2.757142857142857,3.164285714285714,56.3
2004-03,8.516921066153778,68.15754136,,,92.6,2.2,,,,,2.0999999999999996,36.2,10.0,-4.9,,1.4884979702300294,,,,,,4.592611047184158,2.05,2.0,-0.012040279232080842,-0.01438688912404995,,,32.73173913043478,,,,,2.8166666666666664,2.983333333333333,50.9
2004-04,8.55482362839538,69.18485219,,,92.9,2.2,,,,,1.7000000000000002,42.6,2.5,-3.6,,1.8918918918918948,,,,,,4.681143126068116,2.11,2.0,0.014143562234720797,0.007861371757922342,,,32.976499999999994,,,,,2.9,2.809090909090909,52.6
2004-05,8.510778424224338,69.06165493,,,92.5,-0.5,,,,,-2.4000000000000004,44.6,-3.599999999999998,0.3,,3.542234332425065,,,,,,4.946893831150419,2.24,2.0,0.022524459813779707,0.019198352030416643,,,37.1978947368421,,,,,2.872727272727273,2.618181818181818,38.1
2004-06,8.445932084350687,68.42777712,,,91.8,1.9,,,,,5.5,45.3,0.8999999999999986,0.7,,4.774897680763979,,,,,,5.085967191514103,2.45,2.25,0.021499303933528502,0.008901205890498254,,,35.51090909090909,,,,,2.6769230769230767,2.714285714285714,32.0
2004-07,8.369991641668785,69.56799571,,,92.9,1.6,,,,,-2.4000000000000004,45.8,1.1000000000000014,-6.5,,6.147540983606548,,,,,,5.167705991174699,2.49,2.25,0.008115131218990435,0.0011226845812153385,,,37.66727272727272,,,,,2.625,2.7692307692307687,27.5
2004-08,8.278027656446383,70.04618407,,,92.5,1.6,,,,,-1.0999999999999996,46.1,-2.1000000000000014,-5.2,,7.260273972602738,,,,,,5.089026837029025,2.65,2.5,-0.001680849224393377,-0.007382877806660915,,,41.752857142857145,,,,,2.729411764705883,2.8,33.1
2004-09,8.230992108496132,69.72500074,,,94.4,1.0,,,,,3.0999999999999996,42.9,7.699999999999999,-10.0,,7.786885245901653,,,,,,5.087420234411333,2.83,2.5,0.001575878878420589,-0.0006281801827281441,,,42.85590909090909,,,,,2.853333333333333,2.95,34.9
2004-10,8.268075358801795,69.94752492,,,94.1,-0.3,,,,,-1.5999999999999996,40.9,0.3000000000000007,-8.2,,7.912687585266021,,,,,,4.889246870233537,2.61,2.5,0.002202066637226885,0.006513864946147585,,,49.37619047619047,,,,,2.8666666666666667,2.844,38.1
2004-11,8.341880308195131,70.12902964,,,94.4,1.6,,,,,3.5,38.5,-4.5,-5.3,,8.265582655826575,,,,,,4.627848118689402,2.59,2.5,0.0113525147793343,0.00857840779967578,,,44.565909090909095,,,,,2.707692307692307,2.784615384615385,36.4
2004-12,8.365455424680327,70.06313097,,,92.6,0.2,,,,,-0.09999999999999964,40.3,-2.0,5.4,,7.972972972972991,,,,,,4.139732833213807,2.56,2.5,0.020805259797674225,0.019370472024322183,,,40.27857142857143,,,,,2.833333333333333,2.8466666666666662,27.6
2005-01,8.301238342850457,69.15407113,,,94.8,1.4,,,8448.0,,-3.9000000000000004,36.7,2.8999999999999986,3.3,,7.547169811320753,,,,,,3.9075985699789855,2.3,2.25,-0.0036581689001717876,0.006896996303523473,,,44.4815,,,,,2.675,2.81875,16.4
2005-02,8.221354144590604,69.16205641,,,93.7,-0.9,,,4351.0,,-2.3999999999999995,38.8,0.8000000000000007,-6.2,,7.095046854082998,,,,,,3.622713884405136,2.21,2.25,0.006898678064970909,0.003971363303716835,0.021059110804355186,0.010036818501454547,45.8645,,,,,2.7153846153846155,2.623076923076923,16.4
2005-03,8.188277474369428,69.30429736,,,91.6,-1.0,,,4347.0,,-1.4000000000000004,38.3,-3.6999999999999993,-4.7,,6.933333333333347,,,,,,3.691889680611004,2.06,2.25,0.0017172588694096547,0.005390202905135588,0.019072545612800695,0.022764420478726066,53.272857142857134,,,,,2.5923076923076924,2.6,19.2
2005-04,8.158230033393394,70.78315935,,,92.2,-3.0,,,-4312.0,,-2.2,38.5,-2.9000000000000004,-3.1,,6.49867374005304,,,,,,3.698130927461897,1.79,1.75,-0.013003027580387183,-0.011534430414792851,0.005410666507678741,0.02248701719318902,53.30714285714285,,,,,2.526666666666667,2.506666666666667,14.5
2005-05,8.098600301102742,70.2049104,,,93.0,0.0,,,3505.0,,3.2,44.9,2.799999999999999,-2.7,,5.789473684210544,,,,,,3.492065704193116,1.76,1.75,-0.009141864294313073,-0.0061822125503177006,0.006326234642564543,0.026073145788277685,49.674,,,,,2.4384615384615382,2.361538461538461,9.4
2005-06,8.024607580140351,70.89389002,,,92.3,-0.6,,,5640.0,,-0.5999999999999996,40.1,2.0,-4.8,,3.776041666666674,,,,,,3.312534573901784,1.74,1.75,-0.00818530187819011,0.00012158793862671047,0.026577518593764893,0.029338426649708538,55.41636363636364,,,,,2.528571428571429,2.314285714285714,13.4
2005-07,7.948056774487855,71.05532426,,,93.8,-1.4,,,-3011.0,,2.999999999999999,42.6,0.0,-2.9,,2.5740025740025763,,,,,,3.343945201205204,1.8,1.75,-0.006575880906157572,-0.005852961471595641,0.002055857891583912,0.01961647515949494,57.94666666666666,,,,,2.507692307692308,2.3615384615384616,20.3
2005-08,7.875734140705574,72.24092836,,,95.2,0.5,,,-5932.0,,-4.1,43.8,-1.0999999999999979,-6.1,,1.7879948914431676,,,,,,3.361249813909117,1.79,1.75,0.012488454533345461,0.018057813592943894,0.02704175721581592,0.02576582169631436,63.8,,,,,2.557142857142857,2.45,23.8
2005-09,7.8249917671434845,72.3641046,,,96.3,-1.2,,,1171.0,,-0.39999999999999947,47.1,0.3999999999999986,-3.2,,1.0139416983523386,,,,,,3.254969826082502,1.8,1.75,0.0032009940079262833,0.007299739229490676,0.009783705404178278,0.023601913790205487,63.79954545454546,,,,,2.476923076923077,2.5384615384615383,31.4
2005-10,7.820817284414166,72.59062694,,,97.6,-0.7,,,-1775.0,,5.2,42.1,1.5,-1.2,,0.8849557522123908,,,,,,3.4489436933555595,2.21,2.0,-0.013910740251231957,-0.006579364603549465,0.012191081182567842,0.02795349134360592,59.49952380952381,,,,,2.5,2.661538461538462,22.8
2005-11,7.85580441110115,73.70983881,,,97.2,-1.6,,,-783.0,,-0.7000000000000011,40.8,1.5,-2.6,,0.5006257822277815,,,,,,3.783979047940573,2.21,2.0,0.014838145129902891,0.011693248615038954,0.003027450590550984,0.027059065082472245,56.225,,,,,2.55,2.7928571428571423,20.5
