period,a6_11,a6_12,a6_13,a6_14,a6_18,a6_20,a6_22,a6_23,a6_25,a6_26,a6_29,a6_32,a6_36,a6_38,a6_43,a6_44,a6_45,a6_46,a6_47,a6_48,a6_49,a6_53,a6_54,a6_55,a6_56,a6_57,a6_58,a6_59,a6_60,a6_61,a6_64,a6_65,a6_66,a6_69,a6_70,a6_72
2005-12,7.89910474957123,74.33407242,,,98.6,-1.7,,,-6484.0,,1.8000000000000007,44.3,4.400000000000002,-5.9,,0.1251564455569287,,,,,,3.6146610256558382,2.17,2.0,0.0003089439291343865,0.00248800554858164,-0.007092241257272036,0.03801967701064157,57.63142857142857,,,,,2.5307692307692307,2.646153846153846,24.0
2006-01,7.91700746793352,75.01814407,,,101.4,-1.5,,,6872.0,,-1.1999999999999993,44.7,-8.100000000000001,-8.8,,-0.3759398496240518,,,,,,3.387924963618192,2.03,2.0,0.004725227076503025,0.014566215489658418,0.015920972711843007,0.010937262349521859,63.857619047619046,,,,,2.4285714285714284,2.4642857142857144,16.4
2006-02,7.900851988594003,73.88600182,,,102.5,0.1,,,2923.0,,-2.200000000000001,45.9,2.5,-6.1,,0.5000000000000115,,,,,,3.4264049734268185,2.03,2.0,0.007859990447377285,0.004769946802083425,0.016513020208535067,0.012685998106487517,61.142,,,,,2.407692307692308,2.5,27.1
2006-03,7.841120685876345,75.28941669,,,103.1,-1.2,,,5414.0,,2.0999999999999996,43.8,-5.1,-5.0,,0.2493765586034868,,,,,,3.5772238791623328,2.09,2.0,-0.009295740873481506,-0.005820060660908233,0.007497490203967061,0.02251801566518452,63.02869565217392,,,,,2.407142857142857,2.528571428571429,21.0
2006-04,7.728359750154024,74.31707781,,,104.0,0.4,,,-4788.0,,-0.5,41.7,2.5999999999999996,-4.0,,0.249066002490661,,,,,,3.8501115300831055,2.17,2.0,0.005730674708985362,0.0061681894720830854,0.02382060281457754,0.015952754827068816,70.45052631578949,,,,,2.423076923076924,2.569230769230769,29.1
2006-05,7.580870234089645,77.78680003,,,105.8,1.1,,,-155.0,,0.8000000000000007,47.2,0.5,-2.4,,0.4975124378109319,,,,,,3.925162297552202,2.09,2.0,0.010556330265713676,0.01497033945886539,0.013506859803211313,0.024956807262348946,70.86772727272728,,,,,2.4692307692307693,2.642857142857143,30.4
2006-06,7.414937056590847,76.98937502,,,105.1,0.9,,,3586.0,,0.3000000000000007,50.2,1.1999999999999993,-2.3,,1.505646173149322,,,,,,4.0419742861903805,2.24,2.0,-0.000605999412545799,-0.0025177399429532343,0.024836602662052343,0.026681847561693672,69.77863636363638,,,,,2.4461538461538463,2.8,29.9
2006-07,7.282835894469462,76.97265393,,,104.9,-0.1,,,-4273.0,,2.1999999999999993,45.4,2.1000000000000014,1.3,,1.756587202007509,,,,,,4.031030171958521,2.36,2.25,-0.001010815814360022,-0.001031814364973016,0.01826949994351068,0.02266088209945849,74.2604761904762,,,,,2.392307692307692,2.923076923076924,23.4
2006-08,7.200428006416991,77.20526139,,,104.9,0.1,,,-2864.0,,1.1999999999999993,46.7,-0.8000000000000007,1.4,,2.3839397741530544,,,,,,3.866275180172023,2.36,2.25,0.008559540704396795,0.00856609658066354,0.009365779113888806,0.02267561952937669,73.90173913043478,,,,,2.658333333333333,3.053846153846154,24.5
2006-09,7.125810500550305,78.81221744,,,105.7,-1.5,,,2865.0,,-3.8999999999999986,46.0,-1.3000000000000007,1.8,,2.634880803011286,,,,,,3.91877473909251,2.63,2.5,-0.003918224734572817,-0.007763482308374314,0.015334362128307077,0.024042851410534638,63.6395238095238,,,,,2.6846153846153844,3.223076923076923,36.9
2006-10,7.046966145174552,77.95077275,,,106.7,-1.0,,,-1697.0,,3.8999999999999986,43.7,0.9000000000000021,2.0,,2.506265664160412,,,,,,3.922115353306858,2.68,2.5,-0.00040273862807715943,-0.00517093941623159,0.014573521834282843,0.020222939088000658,59.83863636363637,,,,,2.692307692307693,3.1461538461538465,26.7
2006-11,6.954030154947309,79.64973875,,,108.0,-1.3,,,1791.0,,3.0,46.8,0.0,-1.5,,1.7434620174346271,,,,,,3.86582844254085,2.62,2.5,0.009820702238966028,0.007003070926091759,0.03539150192059637,0.023380811902217857,59.86136363636364,,,,,2.728571428571429,3.3642857142857143,29.0
2006-12,6.827545307586345,81.3587155,,,107.9,2.4,,,-7874.0,,0.5,45.9,-0.6000000000000014,0.0,,2.0000000000000018,,,,,,3.7659619442568335,2.55,2.5,0.010909559754110454,0.008883885307692907,-0.005666390761845719,0.030076276736593854,62.28649999999999,,,,,2.675,3.283333333333333,27.1
2007-01,6.662158135605454,84.04897623,,,107.4,-2.3,,,4581.0,,-3.5,48.8,5.100000000000001,-3.8,,2.641509433962264,,,,,,3.9355886676042737,2.62,2.5,-0.005043273977459073,0.0003401167767043134,0.009171351050202503,0.014127604060096388,54.62409090909092,,,,,2.583333333333333,3.0583333333333336,28.2
2007-02,6.442498239551731,83.745111,,,105.9,-0.8,,,3491.0,,-1.5999999999999996,52.2,-6.0,-0.4,,2.6119402985074647,,,,,,3.893154100957871,2.58,2.5,-0.011566586226043007,-0.013925576022209896,0.0028277430762564393,0.01638397468019903,58.804,,,,,2.56,3.03,21.9
2007-03,6.17490596195152,84.75093425,,,107.3,-0.4,,,3166.0,,2.9000000000000004,45.4,3.299999999999997,-2.1,,3.233830845771135,,,,,,3.869668001530388,2.57,2.5,0.008289685423727988,0.009608859106636558,0.015964034226861656,0.025903535281592838,62.45499999999999,,,,,2.533333333333333,3.1846153846153844,23.0
2007-04,5.9161263691058,83.62634365,,,108.8,1.2,,,-2097.0,,-0.8000000000000007,44.4,2.0,-0.3,,3.602484472049694,,,,,,4.010516332242967,2.67,2.5,0.001590141460087402,0.004316716915573338,0.021292557820419944,0.022269600534361444,67.59850000000002,,,,,2.516666666666667,3.1,47.1
2007-05,5.716286387150878,84.45498374,,,108.7,-3.4,,,-762.0,,2.3000000000000007,47.3,-1.2999999999999972,-2.7,,3.712871287128716,,,,,,4.133334234582811,2.84,2.5,-0.007775933907194776,-0.006824412291041249,0.016031819259104907,0.025982045747749538,67.86043478260868,,,,,2.5083333333333333,3.161538461538462,43.1
2007-06,5.583411040810689,83.85192315,,,108.9,-3.3,,,943.0,,0.1999999999999993,44.5,1.3999999999999986,-1.9,,4.326328800988866,,,,,,4.473362625025795,3.0,2.75,-0.006727946250022043,-0.012171467287580562,0.028057448829514442,0.02735440180311599,70.53857142857143,,,,,2.46,3.2181818181818183,34.1
2007-07,5.479056509586987,85.10461004,,,108.6,-2.2,,,-6255.0,,-0.5999999999999979,43.5,0.6000000000000014,-1.2,,4.685573366214557,,,,,,4.537625577150345,3.22,3.0,0.0068280213063980355,0.007366515816761954,0.012908878248634181,0.024405804134506326,75.81772727272727,,,,,2.458333333333333,3.091666666666667,41.0
2007-08,5.368423996237316,84.26677793,,,107.6,-2.2,,,-8885.0,,-0.8000000000000007,44.1,0.6999999999999993,-2.4,,4.289215686274517,,,,,,4.44619705997467,3.41,3.25,0.016179815962779287,0.020769060670645878,0.02095974687835067,0.0256068578471762,71.24347826086958,,,,,2.525,3.641666666666667,49.5
2007-09,5.256031046258754,84.55318033,,,105.6,-0.9,,,-565.0,,-1.9000000000000004,47.0,3.099999999999998,-1.5,,3.9119804400977953,,,,,,4.565957241949786,3.5,3.25,0.008432249197927177,0.010725161460277022,0.021633140229170067,0.020678847359686614,76.96300000000001,,,,,2.45,4.18,53.7
2007-10,5.162357743380573,85.01685974,,,105.9,-1.4,,,-2732.0,,3.5999999999999996,45.1,0.9000000000000021,-2.1,,4.034229828850844,,,,,,4.531632901400692,3.58,3.25,0.008168073417098576,0.012807948078815024,0.003609463739632446,0.02553884970371456,82.47521739130434,,,,,2.48,4.34,47.2
2007-11,5.098990546098807,85.61806454,,,103.8,-3.1,,,-1298.0,,-0.8000000000000007,47.3,0.3000000000000007,1.5,,4.528763769889843,,,,,,4.55443471243425,3.93,3.5,0.026566301969321415,0.030256224734802828,0.00482088676818293,0.02840921435210575,92.2040909090909,,,,,2.5916666666666663,4.316666666666666,60.1
2007-12,5.035405407501951,87.81426362,,,103.6,-7.1,,,-10828.0,,1.5,40.9,0.09999999999999787,4.7,,5.392156862745101,,,,,,4.675104409224567,4.11,3.5,0.011252931946933664,0.01573505193018576,0.000501147914349076,0.03899855601517643,91.443,,,,,2.6833333333333336,4.516666666666667,59.4
2008-01,4.947649988224897,86.97561695,,,102.9,0.6,,,2502.0,,-1.0999999999999979,45.9,-2.3000000000000007,2.0,,5.269607843137258,,,,,,4.560792410708342,3.92,3.5,0.00780238028418534,0.03470103641721156,0.003620425909620195,0.012578182968944418,91.91454545454546,,,,,2.8,3.7454545454545456,38.1
2008-02,4.837532373316407,88.05762504,,,103.1,-0.8,,,1137.0,,-2.8000000000000007,49.2,-1.2999999999999972,2.3,,6.060606060606055,,,,,,4.527889096561615,3.96,3.75,0.02123844019105192,0.021921702634387863,0.004806103437708487,0.01270556637021869,94.6647619047619,,,,,2.6272727272727274,3.427272727272728,36.9
2008-03,4.704067821670443,84.86181021,,,102.9,-2.9,,,-4411.0,,-2.0,43.7,-1.0,2.4,,5.542168674698789,,,,,,4.683631396865847,4.1,3.75,0.006590553354559603,0.008086031632930535,0.014827889562347707,0.015608098325564868,102.8665,,,,,2.6090909090909093,3.2181818181818183,32.1
2008-04,4.559579866620521,86.71891106,,,101.2,-4.7,,,-2198.0,,-0.3000000000000007,43.0,1.3999999999999986,0.9,,5.395683453237399,,,,,,4.723832321802776,4.13,3.75,-0.0008101904390604986,0.004800871416658303,0.017331316703103283,0.018021757086138734,110.42954545454543,,,,,2.5727272727272723,3.027272727272728,32.0
2008-05,4.436774724595048,85.96806638,,,100.9,-0.1,,,707.0,,-2.8000000000000007,37.8,-2.1999999999999993,2.8,,5.011933174224348,,,,,,4.839835660953524,4.16,3.75,-0.005418109696540441,-0.006176793009649906,0.017979677283083362,0.0176639380453949,124.68136363636364,,,,,2.609090909090909,3.109090909090909,31.6
2008-06,4.372613653542625,84.4943005,,,98.4,-2.2,,,2327.0,,-1.9999999999999991,37.0,-1.9000000000000021,3.1,,5.094786729857814,,,,,,5.127499581894648,4.22,3.75,0.029091013694536372,0.02582417071304821,0.02130938280409822,0.01915852211799418,133.7438095238095,,,,,2.658333333333333,3.166666666666666,34.2
2008-07,4.360745190686498,82.13068064,,-0.9769193795376844,94.3,-1.2,,,-4195.0,,-1.5,36.2,0.6000000000000014,0.7,,5.1825677267373305,,,,,,4.896008483780572,3.97,3.75,0.02209361850553737,0.031230426216125373,-0.0006873321977316493,0.019804894436955323,134.56478260869565,,,,,2.5727272727272728,3.063636363636364,37.2
2008-08,4.358345825605345,80.83700193,,-1.4817974968596723,91.0,-1.1,,,-5629.0,,-3.4000000000000004,33.6,-2.1000000000000014,0.4,,5.052878965922458,,,,,,4.472008555479505,3.75,3.5,-0.027207817113764854,-0.03719026313990881,0.019923515140245485,0.015318615475887754,115.23619047619049,,,,,2.6,2.9875,32.7
2008-09,4.326390353010412,81.46769374,,-1.874654294020236,90.2,0.6,,,-1770.0,,-7.8,34.1,3.5,0.4,,5.7647058823529385,,,,,,4.424685064464751,3.98,3.5,-0.007186297173317868,-0.00890960764939841,0.0259829893949437,0.017021170891517556,100.785,,,,,2.5625,2.775,22.7
2008-10,4.286609117242477,78.75569541,,-2.116845224335968,85.2,-0.6,,,-12943.0,,-7.0,34.5,-1.5,-2.9,,5.522914218566388,,,,,,4.5276811680071285,4.52,3.5,-0.014529403577412836,-0.012431031707933471,0.011373628885984033,0.013283664383774152,73.68434782608696,,,,,2.533333333333333,2.511111111111111,27.9
2008-11,4.286234810406124,76.06492065,,-2.1703346940100223,79.6,0.2,,,-5681.0,,-3.3000000000000007,26.5,-4.099999999999998,-1.9,,3.981264637002324,,,,,,4.519247630632636,4.08,2.75,-0.016487143054321862,-0.017085942614636807,0.007676387613408053,0.013819829724592836,54.746,,,,,2.488888888888889,2.355555555555556,17.4
2008-12,4.360972394098464,74.69189062,,-2.925644442176506,74.2,1.7,,,-14178.0,,-15.2,24.1,-3.1000000000000014,-10.2,,1.3953488372093092,,,,,,4.302208309041744,3.63,2.25,-0.01685693337797467,-0.019730492837517488,-0.012390021291647457,0.016857092724041678,43.05227272727273,,,,,2.47,2.16,11.5
2009-01,4.555726928056685,70.01319396,,-4.08746309937615,75.1,-3.8,,,-2730.0,,-0.5,18.4,-7.1,-14.5,,0.0,,,,,,4.212501822305679,2.72,2.25,-0.031887309729754065,-0.0216928246112591,-0.00015852571939944937,0.004719944204339299,45.70761904761905,,,,,2.35,2.07,0.8
2009-02,4.869282069299213,70.38117914,,-4.63256790601748,73.5,-4.9,,,-74.0,,-5.399999999999999,12.4,-2.0999999999999996,-20.5,,-0.8000000000000007,,,,,,4.739861985769273,2.51,1.75,-0.03323672434008795,-0.04049136135473752,-0.005896220165098498,0.013584798664890485,43.87349999999999,,,,,2.433333333333333,1.95,-6.1
2009-03,5.2511171168876025,71.63792191,,-4.554019091487442,72.8,-2.9,,,9819.0,,6.699999999999999,8.7,4.0,-23.7,,-0.5707762557077611,,,,,,5.163047925578032,2.44,1.75,0.040155837087012536,0.050569892299475505,-0.011583180617982691,0.011139367657445831,47.41727272727273,,,,,2.48,1.88,1.0
2009-04,5.64017814757887,70.29738236,,-3.24292337660785,75.1,0.0,,,2739.0,,8.099999999999998,15.4,3.1999999999999993,-25.0,,-2.0477815699658786,,,,,,5.250999050601961,2.51,1.75,0.007061771879274481,0.007107936183940566,-0.01195665409403901,0.010021305289345861,51.39190476190476,,,,,2.4090909090909087,1.8636363636363635,5.7
2009-05,5.997803096951262,70.51195383,,-2.083376552892125,77.3,-2.8,,,2499.0,,1.6000000000000014,13.1,-0.5,-28.4,,-2.6136363636363624,,,,,,5.057951591038175,2.23,1.5,-0.003906441059433163,-0.0005133733877320523,-0.006562818093946987,0.007605000798957207,58.5852380952381,,,,,2.5,1.89,-0.7
2009-06,6.312985102685755,72.16270683,,-0.4983010449639785,80.3,-3.5,,,9256.0,,5.699999999999999,8.5,-5.1,-28.8,,-3.7204058624577208,,,,,,5.451094613285644,2.09,1.5,0.004951919460985721,0.010217724534001604,-0.003056041255302233,0.011116086139793424,69.27090909090909,,,,,2.509090909090909,1.7909090909090908,-3.0
2009-07,6.584865910063235,70.53702389,,0.4692564801688852,82.6,-2.5,,,1037.0,,0.40000000000000036,16.8,-0.29999999999999893,-30.1,,-4.3673012318029,,,,,,5.413310236763234,2.08,1.5,0.023470848345507278,0.020127478301042778,-0.010412430462167777,0.01021927943684986,65.75086956521739,,,,,2.6333333333333337,1.9222222222222225,5.3
2009-08,6.84291378638647,73.27366767,,1.531680265221168,88.4,-4.2,,,945.0,,0.7000000000000011,8.9,-3.200000000000001,-31.2,,-4.809843400447445,,,,,,5.088453343273345,1.88,1.25,-0.00027840935635303765,0.0006971764636753974,-0.0015293603032517922,0.00827504356841402,73.05714285714286,,,,,2.7142857142857144,2.0428571428571427,-2.4
2009-09,7.104971358312231,73.33843159,,2.17186129000518,90.4,-4.6,,,4330.0,,2.6999999999999993,9.3,-2.8,-31.3,,-5.116796440489447,,,,,,5.014248810361229,1.91,1.25,0.010800935835207248,0.014136956312590598,-0.00386747367711493,0.007997146359013385,68.14681818181818,,,,,2.5,1.8375,3.5
2009-10,7.313305156220996,73.61723813,,2.4865572865137127,92.6,-3.2,,,5213.0,,-4.5,12.0,-0.5999999999999999,-31.7,,-5.456570155901996,,,,,,4.496607612095788,1.84,1.25,-0.018628035056595493,-0.018627309614217324,-0.0008766390873589103,0.008140780618749233,73.93363636363637,,,,,2.522222222222222,2.455555555555556,0.9
2009-11,7.408215152989297,72.55637611,,2.176319554705346,93.1,-4.0,,,2990.0,,0.5,18.0,6.1,-33.2,,-4.617117117117109,,,,,,4.186665473300935,1.75,1.25,0.0014021970046922405,0.00020000000066744406,-0.0053133091353210204,0.005865118476030773,77.58285714285715,,,,,2.52,2.48,-2.1
2009-12,7.436293251154834,74.69431962,,1.4711741744345,94.2,-2.7,,,-4957.0,,3.4000000000000004,17.8,-4.9,-30.0,,-2.40825688073395,,,,,,3.9789195076446537,1.54,1.0,-0.011084088680402893,-0.014300344401474874,-0.019658043733212338,0.01113428822264595,75.20909090909092,,,,,2.6222222222222222,2.488888888888889,-0.9
2010-01,7.504836474729395,73.36331838,,0.96727303705824,94.5,-2.0,,,6318.0,,2.6999999999999993,21.9,-0.10000000000000009,-29.9,,-0.8149010477299212,,,,,,4.282852128868104,1.55,1.0,-0.010539906715777647,-0.006614790312778673,0.0009599263771349342,0.0019447077249772349,77.01299999999999,,,,,2.636363636363636,2.209090909090909,17.4
2010-02,7.657068975526276,73.29681086,,0.692293920093501,95.5,0.6,,,4155.0,,3.6000000000000005,21.2,3.4000000000000004,-33.1,,-1.497695852534564,,,,,,4.334503633659364,1.47,1.0,-0.0061279395131466075,-0.003067800749412264,-0.006123046936693299,0.0028113872468615853,74.78999999999999,,,,,2.6666666666666665,2.28,15.6
2010-03,7.825682534066964,75.96077806,,0.6622128807288445,98.2,1.6,,,4636.0,,-1.2999999999999998,19.6,1.5999999999999996,-30.2,,-2.066590126291612,,,,,,4.021688923037986,1.44,1.0,0.006891298328841167,0.012215135595649684,-0.005233631427049801,0.004658013060947042,79.93130434782609,,,,,2.522222222222222,2.13,7.1
2010-04,7.884546267118275,76.92604407,,0.9988816151508336,103.8,-2.4,,,3018.0,,8.899999999999999,23.1,2.8999999999999995,-34.0,,-0.813008130081283,,,,,,3.8401678554316927,1.38,1.0,0.00447300293730013,0.005649732542119423,-0.014788501295061707,0.003990935579182064,85.75380952380954,,,,,2.533333333333333,2.11,3.1
2010-05,7.776552467655546,76.32231942,,1.589324353409818,103.2,1.0,,,2689.0,,2.0,24.3,1.0,-31.5,,0.3500583430571691,,,,,,4.101312240328109,1.24,0.75,-0.015888542510716697,-0.01817216647565445,0.003251073999450682,0.006161439169815708,76.99761904761905,,,,,2.7444444444444445,2.23,16.5
2010-06,7.5849621964759395,77.52750286,,2.0132550834805425,104.6,4.0,,,-1061.0,,0.5,21.1,-2.5,-32.3,,1.405152224824335,,,,,,4.260100522994997,1.23,0.75,-0.0037697594302859017,-0.00874626144504731,0.0051543543194618735,0.006564999227361312,75.65863636363638,,,,,2.5444444444444443,2.22,22.9
2010-07,7.421879888005912,78.0015123,,1.9080564898185275,108.1,3.6,,,-10935.0,,3.3999999999999995,28.6,-0.8999999999999986,-33.5,,1.990632318501162,,,,,,3.9739376503524806,1.22,0.75,0.025622816664877313,0.02490432854900071,0.00025964912052600653,0.0054163329527838755,75.35636363636364,,,,,2.4923076923076923,2.338571428571428,29.7
2010-08,7.313845071089838,80.28134273,,1.67778690451066,109.3,3.1,,,-7702.0,,-1.0999999999999996,24.4,4.699999999999999,-35.1,,2.3501762632197387,,,,,,3.562689989318849,1.24,0.75,0.009955938345525439,0.016198734363657152,0.008697558345751588,0.006330396294277563,77.115,,,,,2.483333333333333,2.4916666666666667,32.6
2010-09,7.231241772052482,81.70047237,,1.34222160316361,111.0,1.7,,,-4851.0,,-3.0999999999999996,25.9,-0.1999999999999993,-41.9,,1.6412661195779776,,,,,,3.34237111618042,1.21,0.75,0.006056389348466418,0.005144451393278793,-0.00023583176028552089,0.01476124183653127,78.41727272727273,,,,,2.48,2.58,26.0
2010-10,7.144962278500171,81.11497086,,1.1475708221739973,111.7,1.7,,,-3749.0,,0.09999999999999964,25.5,-2.3000000000000007,-41.4,,2.473498233215543,,,,,,3.429416716121674,1.2,0.75,0.010442270184442215,0.009037389604089618,0.010480159960600588,0.004808633832031006,83.53619047619048,,,,,2.45,2.5071428571428567,36.8
2010-11,7.073036356115401,80.82607028,,0.8990491207773748,112.8,1.9,,,-4867.0,,3.1000000000000005,24.4,2.0,-42.9,,2.715466351829976,,,,,,3.5873196427554186,1.23,0.75,-0.0062707693496522054,-0.005786315364782801,0.006179988074375586,0.005360156720616516,86.15954545454544,,,,,2.536363636363636,2.425,29.0
2010-12,7.037290819624007,80.46254419,,0.6903735048086245,113.0,0.2,,,-8230.0,,5.6000000000000005,25.5,-2.1999999999999993,-42.1,,2.585193889541726,,,,,,3.8887278280252127,1.22,0.75,-0.022735694192222766,-0.026511419152646987,-0.01085431062464437,0.00588950446338643,92.25478260869566,,,,,2.5083333333333333,2.358333333333333,26.7
2011-01,7.027434427517817,82.45405742,,0.9376898331204468,111.3,3.3,,,3926.0,,-0.8000000000000007,24.6,2.6999999999999993,-37.8,,3.521126760563376,,,,,,3.978496720457533,1.2,0.75,0.025045697529428423,0.023556334259884792,0.008296378828994477,0.0001507355553655998,96.90714285714289,,,,,2.544673255328954,2.4942181623776265,37.4
2011-02,7.037112960122847,81.4556106,,0.985103914160894,112.9,3.3,,,559.0,,-5.8,24.9,-0.8000000000000007,-40.7,,4.561403508771944,,,,,,4.046324976018271,1.21,0.75,0.0058894069188522025,0.0070775877866164905,0.003681255799168781,0.0010582918878725422,104.032,,,,,2.527272727272727,2.372727272727273,39.8
2011-03,7.052322552629904,81.16171862,,1.1032337368195453,112.5,-0.4,,,9384.0,,-1.7000000000000002,25.9,-1.799999999999999,-41.9,,5.509964830011738,,,,,,4.054570034365655,1.23,0.75,0.003023226158647141,-0.0004898839073135264,0.0021192706942869677,0.0041231369826491004,114.6717391304348,,,,,2.487776161393497,2.5250628727301025,52.0
2011-04,7.044870199085003,81.57758132,,0.3253879959293377,112.1,2.2,,,2092.0,,1.5999999999999996,24.8,5.5,-40.8,,6.323185011709587,,,,,,4.047194850940706,1.2,0.75,0.009015222921423316,0.0035218193317962943,0.0154982344611021,0.0021107422084654104,123.0905,,,,,2.588888888888889,2.544444444444444,51.2
2011-05,7.009940425305332,83.67329112,,0.0998216789564859,111.6,-1.4,,,476.0,,-3.5999999999999996,28.4,-2.0999999999999996,-40.8,,6.279069767441858,,,,,,3.887494068159104,1.21,0.75,-0.0018147178557903487,-0.002933987434787788,0.005715285218268917,0.005460420718620185,114.52181818181818,,,,,2.461538461538461,2.657142857142857,39.9
2011-06,6.966953675308851,82.45151965,,-0.1612451101656279,111.3,1.0,,,4983.0,,0.7000000000000002,28.1,1.8999999999999986,-40.9,,6.235565819861444,,,,,,3.768007249766759,1.18,0.75,0.004168938428810165,0.004592767148699828,0.0029758494107419153,0.005822710751399285,113.9018181818182,,,,,2.469230769230769,2.746153846153846,47.0
2011-07,6.906214364858973,81.31269497,,0.0592649314145584,110.4,0.2,,,-3777.0,,1.2999999999999998,30.1,-1.299999999999999,-39.7,,5.396096440872555,,,,,,3.7889647334590713,1.2,0.75,-0.00844653311972543,-0.004298980729311452,0.008519099376776751,0.004760342200565759,116.7547619047619,,,,,2.37,2.66,35.9
2011-08,6.813077008553736,82.42053975,,-0.2255731987089141,106.7,0.9,,,-14425.0,,-1.0,25.1,3.200000000000001,-40.8,,5.281285878300812,,,,,,3.4029307665616813,1.18,0.75,0.006907862408410459,0.005273449720865742,0.0013580119238270072,0.005239015257934909,109.92608695652174,,,,,2.32,2.78,35.5
2011-09,6.700222060234785,82.1602076,,-0.5516851327880017,104.9,0.9,,,5807.0,,-3.5,21.5,-8.100000000000001,-39.0,,5.6516724336793445,,,,,,2.9999402093391407,1.18,0.75,-0.010837499633358227,-0.010279595145287423,0.008173920918558508,0.0041206051388975595,109.90500000000002,,,,,2.311111111111112,2.8363636363636364,38.8
2011-10,6.61402413285466,82.10841525,,-0.8040825070338128,103.6,1.1,,,12802.0,,2.2,27.3,4.9,-39.2,,5.517241379310334,,,,,,3.1388395425186157,1.16,0.75,-0.007536800381978459,-0.009193876238062337,0.010731475653933842,0.004281827790830306,108.78666666666666,,,,,2.24,2.7818181818181817,44.6
2011-11,6.5826321464993525,84.56828471,,-0.8329556842057095,103.1,0.7,,,-668.0,,-2.0,21.4,-2.4000000000000004,-37.8,,5.517241379310334,,,,,,3.6747008563232417,1.15,0.75,-0.020505891411904287,-0.020873813583285994,0.007370682044413712,0.004852303024975413,110.49136363636364,,,,,2.1545454545454548,2.790909090909091,50.8
2011-12,6.573783372375914,84.24677108,,-0.5090176989052677,103.7,0.8,,,-9182.0,,-3.1,19.0,-5.0,-43.8,,5.498281786941583,,,,,,3.698005981910343,1.17,0.75,-0.004246691608450703,-0.005083378168937891,-0.015198493267909896,0.008542035890950928,107.72285714285717,,,,,2.14,2.61,51.7
2012-01,6.586190906322217,82.49095924,,-0.0465224635306505,103.6,-0.9,,,5713.0,,0.6000000000000001,24.4,0.20000000000000018,-46.3,,4.53514739229024,,,,,,3.3892278786129437,1.18,0.75,-0.00473979463521168,0.002443246659768583,0.005857196954657695,-0.00016010619771478218,111.45238095238096,,,,,2.1,2.1181818181818177,40.9
2012-02,6.657706841622494,83.54075179,,0.2430935614736747,104.0,-1.5,,,12215.0,,-0.7000000000000002,27.2,-0.10000000000000053,-45.6,,4.138702460850108,,,,,,3.1170889515686024,1.22,0.75,0.01340274900036409,0.015036359786049225,0.0010220501850000119,0.0009030018527340644,119.06,,,,,2.12,1.936363636363636,37.8
2012-03,6.795445260983272,82.76090978,,0.2360801216302799,103.7,1.7,,,13526.0,,1.8,26.7,4.1,-45.0,,3.555555555555556,,,,,,3.5077837424945826,1.24,0.75,0.011651341203186227,0.013628661579692114,-0.0019229818489030492,0.00186642182620389,124.54454545454546,,,,,2.18,2.190909090909091,44.3
2012-04,6.935725626144156,82.75912347,,-0.0652546672738443,104.7,-0.2,,,5646.0,,0.6,27.9,-1.0999999999999996,-44.7,,2.9735682819383324,,,,,,3.505579974276224,1.25,0.75,-0.0051098731522705165,-0.008433844702588011,0.001255237162997247,0.001124793244482447,120.48649999999998,,,,,2.15,2.43,45.9
2012-05,6.9936262489498615,83.23682712,,-0.1045642047956373,102.8,2.5,,,1833.0,,-1.7999999999999998,26.6,0.7000000000000011,-44.8,,2.297592997811804,,,,,,3.314775968456268,1.23,0.75,-0.01814044763451328,-0.019418085857101808,0.008535665187693553,0.0031586400006631266,110.28869565217389,,,,,2.2,2.4833333333333334,41.3
2012-06,6.972311195136876,82.50501466,,-0.3552113842458225,101.9,0.8,,,11270.0,,-1.3000000000000003,23.3,-1.5,-44.6,,1.6304347826086918,,,,,,3.113696568247477,1.08,0.5,-0.013656326447486045,-0.011957830665480174,-0.0005559603337346175,0.0038326137524542503,95.92714285714284,,,,,2.08,2.48,36.8
2012-07,6.940766072546577,82.70328592,,-0.4941769437275752,98.9,-0.5,,,2780.0,,-2.7,25.4,0.29999999999999893,-42.1,,1.4161220043573008,,,,,,2.6043219894282017,1.04,0.5,-0.003274586379811595,-0.0035019090273147313,0.0037897740808681135,0.0035640490557966586,102.72363636363636,,,,,2.1777777777777776,2.5,33.5
2012-08,6.946514233863769,80.80095691,,-0.7042049793431987,98.5,-0.6,,,152.0,,-0.5,22.7,0.8000000000000007,-42.5,,1.3086150490730697,,,,,,2.3817525111897786,0.94,0.5,0.014651925989621617,0.011693640274762274,-0.003964675503386417,0.0035142602130520117,112.67826086956524,,,,,2.17,2.472727272727273,33.4
2012-09,6.986929539005996,81.16587075,,-0.5749064253863909,97.0,0.1,,,9797.0,,-1.0999999999999996,24.0,3.9000000000000004,-46.0,,1.9650655021834276,,,,,,2.373261998203823,0.82,0.5,0.014252919556525079,0.01869024452183954,0.005503099226867647,0.0016590515735970257,113.034,,,,,2.267827473013249,2.460275595613033,38.4
2012-10,7.038192913337373,79.38072255,,-0.4408076742681222,95.9,-1.1,,,-110.0,,-1.5,23.4,-2.1000000000000014,-44.2,,1.7429193899782147,,,,,,2.23691005178037,0.69,0.25,-0.005921904790328725,-0.007434231546892711,-0.006939743434489998,0.004077758405934162,111.51999999999998,,,,,2.2323675837225503,2.3613641202344664,39.8
