period,cpi_mm,a6_11,a6_12,a6_13,a6_14,a6_18,a6_20,a6_22,a6_23,a6_25,a6_26,a6_29,a6_32,a6_36,a6_38,a6_43,a6_44,a6_45,a6_46,a6_47,a6_48,a6_49,a6_53,a6_54,a6_55,a6_56,a6_57,a6_58,a6_59,a6_60,a6_61,a6_64,a6_65,a6_66,a6_69,a6_70,a6_72
2016-08,-0.0991080277502609,4.1050009361051085,92.84972182,108.03508275569386,0.5882255890169985,106.0,1.4,,101.1,7325.445303,-0.0999999999999943,5.6,32.8,18.4,-22.9,,-3.956043956043953,96.6,102.4,101.0,100.5,101.6,0.287335661780316,0.29,0.05,97.03,92.11,1971765960000.0,1379782140000.0,47.15913043478261,15.493999999999998,-2.038555784025372,15.493999999999998,50.08608695652174,1.9923601409997236,1.8165089165912751,6.4
2016-09,-0.2976190476190465,4.044598679477383,91.95890715,95.62951082598236,0.6217416286405593,106.9,0.8,,101.1,19370.985594,0.0,4.9,33.9,18.3,-27.8,-6.900000000000006,-3.4000000000000057,96.8,101.7,101.0,100.5,101.6,0.2524277523077102,0.29,0.05,97.14,92.03,1999194930000.0,1389800490000.0,47.24045454545455,14.99981818181818,-1.9542527845238262,14.99981818181818,50.287272727272736,2.007692307692308,1.9,11.9
2016-10,0.2985074626865591,3.947480177490003,93.34506198,100.37914691943128,0.9296995498770564,107.7,3.3,,101.2,14698.544828,0.9000000000000057,3.8,36.0,21.3,-24.7,-3.4000000000000057,-2.4000000000000057,97.3,102.0,101.4,100.5,101.6,0.371229060760498,0.29,0.05,97.1,91.95,2008934660000.0,1401145730000.0,51.387619047619054,16.32452380952381,-1.8244352072761931,16.32452380952381,54.2447619047619,1.94,1.9254246773886927,13.3
2016-11,0.3968253968253954,3.876763715187996,93.15892765,105.6706966033391,1.2007702045450277,107.9,1.7,,100.3,8327.656138,0.7999999999999972,6.4,39.0,22.0,-23.8,-3.799999999999997,-1.7000000000000028,97.4,101.8,101.5,100.5,101.6,0.548618181806292,0.29,0.05,97.17,92.29,2018798750000.0,1412112090000.0,47.07863636363636,16.89822727272727,-1.6602740303679417,16.89822727272727,53.283636363636376,2.021428571428572,1.9500000000000004,18.6
2016-12,0.2964426877470227,3.823628818376385,92.75964076,113.54383715338996,1.234944493505185,109.4,1.7,,101.2,-8356.731485,1.2999999999999972,6.7,39.2,20.7,-27.4,-3.5999999999999943,-1.2999999999999972,97.9,101.5,101.6,100.5,101.6,0.5256737094891261,0.28,0.05,96.51,91.97,1951226100000.0,1419853020000.0,54.91619047619048,17.097136363636363,-1.4291906632401783,17.097136363636363,57.12045454545454,2.0142857142857142,1.9866666666666668,19.9
2017-01,0.7881773399014858,3.750776066086928,94.99001939,111.92488262910798,1.441334866830684,109.1,0.8,,100.2,23256.596269,1.0999999999999943,3.7,38.7,23.5,-26.5,-4.700000000000003,-0.4000000000000057,98.6,101.3,104.2,100.7,102.6,0.4666545153115012,0.28,0.05,96.53,92.09,1965870140000.0,1424493940000.0,55.44761904761905,17.968285714285713,-1.0871718859862336,17.968285714285713,57.04045454545455,2.036666666666666,2.001875,23.4
2017-02,0.3910068426197455,3.6416075733091415,96.04971323,102.9273392577104,1.4070117318364723,109.1,2.0,,101.0,22607.73095,0.4000000000000057,2.8,34.5,22.6,-22.9,-3.0,2.0999999999999943,99.0,100.6,104.1,100.7,102.6,0.6258324890289308,0.28,0.05,96.45,92.0,1980098590000.0,1430642380000.0,55.996500000000005,17.754450000000002,-0.9631025531306232,17.754450000000002,56.218500000000006,1.9719045276747635,2.093723505775168,24.8
2017-03,0.0,3.5202282160170952,95.77478914,109.7,1.4700102803584851,110.4,4.4,,101.3,27435.436527,-0.2000000000000028,1.7,31.9,22.9,-22.2,-0.7999999999999972,3.0999999999999943,98.9,101.5,103.9,100.7,102.6,0.8706677960006051,0.28,0.05,96.44,92.22,2009134550000.0,1441245550000.0,52.53869565217391,16.50426086956522,-0.9708963386098205,16.50426086956522,53.18565217391304,1.987142857142857,2.024666666666667,26.6
2017-04,0.0,3.4160051429867275,98.89601263,93.53841831717938,1.0914433016497087,112.1,4.7,,101.9,14901.165693,-0.5999999999999943,3.1,36.2,19.6,-21.9,3.4000000000000057,3.0,99.2,101.8,104.3,100.7,102.6,0.9564805718655056,0.29,0.05,97.03,92.48,2045383610000.0,1449687470000.0,53.81894736842106,16.714150000000004,-1.0465475954259753,16.714150000000004,54.7495,1.9330770846491951,2.001338590676004,17.8
2017-05,0.1947419668938632,3.31928814984737,100.15593299,101.8085240925762,1.298688046573652,111.2,4.2,,101.8,16179.342867,-1.4000000000000057,1.6,36.4,18.0,-22.5,8.599999999999994,3.200000000000003,98.7,102.4,104.3,100.7,102.6,0.7441011181955489,0.3,0.05,98.13,94.05,2062654090000.0,1461944120000.0,51.39043478260869,16.431478260869568,-1.1993635213471343,16.431478260869568,52.35565217391304,1.93125,2.0375,19.0
2017-06,0.0,3.2069142956443755,96.62570023,98.31741052331384,1.235637689708905,112.7,5.1,,102.3,20705.839937,-1.9000000000000057,3.0,36.1,20.0,-19.2,12.599999999999994,2.299999999999997,98.0,102.7,104.2,100.7,102.6,0.7652508391917837,0.3,0.05,98.93,95.4,2044885400000.0,1473837180000.0,47.55363636363636,15.983772727272726,-1.3521694736409033,15.983772727272726,49.63545454545454,1.979017566902368,2.119884360915258,28.4
2017-07,0.4859086491739495,3.0725737219179043,96.38764946,,1.193457885461703,113.3,3.4,,102.9,-1944.036355,-1.0999999999999943,3.1,36.4,20.6,-20.8,13.0,1.0999999999999943,97.8,102.4,104.1,100.7,102.6,0.899643604744359,0.31,0.05,99.96,96.83,2065198960000.0,1482906840000.0,49.14857142857144,15.92319047619048,-1.6003309970188533,15.92319047619048,51.04904761904762,1.9666666666666663,2.1333333333333333,27.2
2017-08,-0.0967117988394661,2.9415824878198635,98.73399763,104.66151630221292,0.695976456032103,112.3,2.7,,103.0,4915.625696,-0.4000000000000057,3.7,36.5,23.2,-17.3,,1.144164759725408,98.0,102.3,104.1,100.7,102.6,0.834371951851223,0.46,0.25,100.19,96.93,2079607700000.0,1494187190000.0,51.87,16.20004347826087,-1.5905469459566248,16.20004347826087,52.12913043478261,1.95975057312228,2.137047678269317,27.5
2017-09,-0.096805421103574,2.834759455661934,99.59389979,103.77358490566036,0.4771736054816665,112.6,5.1,,103.0,18708.770061,0.2999999999999971,4.1,37.2,19.7,-16.1,12.5,1.4000000000000057,98.4,102.2,104.0,100.7,102.6,0.9710900949172976,0.47,0.25,100.15,96.97,2086448570000.0,1500800040000.0,55.51476190476191,16.967714285714287,-1.4396195287270515,16.967714285714287,54.90047619047618,1.9794788767702056,2.17352284809894,31.7
2017-10,0.4844961240310086,2.753102764409437,97.94152459,104.61351679481992,0.5711024496906821,113.6,0.4,,102.7,9094.342948,-0.5,7.3,36.2,22.4,-16.4,10.799999999999995,1.7000000000000028,98.4,102.2,104.1,100.7,102.6,1.4454828371949633,0.58,0.25,101.01,98.31,2058755960000.0,1511042670000.0,57.64909090909091,17.194090909090907,-1.2966639466554617,17.194090909090907,56.53999999999999,2.0456814990628445,2.154433387342839,27.2
2017-11,0.0964320154291265,2.685484796168554,100.48811418,95.3282484336693,0.9267868319258532,114.1,4.8,,102.0,11264.324322,-0.2999999999999971,5.9,36.9,21.8,-15.1,8.299999999999997,1.0999999999999943,98.3,102.4,104.1,100.7,102.6,1.6812834325190964,0.74,0.5,101.38,99.17,2051675470000.0,1521689170000.0,62.86590909090907,18.13159090909091,-1.158668096686971,18.13159090909091,58.68818181818183,1.9191331257131852,2.121414452164021,22.8
2017-12,0.0963391136801661,2.6171437377358537,101.88859988,88.94692264257482,1.24921178308588,114.9,2.5,,102.7,-3658.790989,0.4000000000000057,4.5,38.4,21.4,-13.5,10.700000000000005,0.9000000000000057,98.6,102.2,104.1,100.7,102.6,1.5034906217675468,0.76,0.5,101.23,98.74,2043937170000.0,1529884930000.0,64.09200000000001,18.48123809523809,-1.155837853657731,18.48123809523809,59.72571428571428,1.974721020786675,2.075176339449619,23.2
2018-01,0.5774783445620768,2.545114174953166,101.12594325,101.42617449664432,1.436346740434686,115.5,2.5,,101.7,20145.584363,-0.5999999999999943,1.8,39.2,22.6,-14.4,8.099999999999994,0.7000000000000028,99.1,102.1,106.4,101.7,104.5,1.765921387089816,0.81,0.5,101.7,99.54,2037856820000.0,1535756740000.0,69.07863636363636,17.536681818181815,-1.1129742212735247,17.536681818181815,63.43391304347826,1.9145653881947864,2.106925495775073,23.0
2018-02,0.0,2.479628248093973,98.94752961,93.83781953614356,1.25113890864386,114.5,1.6,,102.2,18319.648512,-0.2999999999999971,1.2,38.5,24.2,-8.4,7.200000000000003,0.5,98.7,103.1,106.9,101.7,104.5,1.8181033412170409,0.91,0.75,101.83,99.92,2059780620000.0,1541705890000.0,65.73049999999999,16.715500000000002,-1.1157577312183793,16.715500000000002,60.884,2.0375,2.1125000000000003,22.2
2018-03,-0.0956937799043045,2.424520797316678,100.16015134,92.90820703460108,0.849552222446009,113.0,0.1,,103.0,16972.800467,0.4000000000000057,4.9,34.0,23.1,-6.6,3.200000000000003,-0.2999999999999971,99.0,102.9,107.2,101.7,104.5,1.8143292328607483,0.9,0.75,101.68,99.63,2059657260000.0,1550973190000.0,66.71952380952382,17.015954545454544,-1.2169347239079653,17.015954545454544,62.4109090909091,2.019766089743896,2.1128671949913747,21.6
2018-04,0.2873563218390718,2.358272341374428,98.76361415,105.27106172097912,0.4200839665304381,113.0,4.6,,103.2,15485.764058,0.0,5.6,36.3,25.5,-4.5,1.5999999999999943,0.0999999999999943,99.2,101.8,107.2,101.7,104.5,1.7370595537414557,0.9,0.75,101.86,99.91,2078373690000.0,1560309770000.0,71.76238095238095,18.065238095238094,-1.1263047851031165,18.065238095238094,66.03,1.9961975219335573,2.1231868192248937,22.4
2018-05,0.4775549188156702,2.290951145886228,101.39901576,93.97515527950311,0.5459301359370388,112.6,1.8,,104.3,6734.740655,1.7000000000000028,3.2,36.3,23.6,-6.7,-1.9000000000000057,0.0,100.2,104.1,107.6,101.7,104.5,1.8859829968625028,0.91,0.75,101.04,98.69,2096378210000.0,1572211900000.0,77.00652173913043,20.24604347826087,-0.776254941286076,20.24604347826087,72.35739130434781,1.9562626690862768,2.077620506598386,26.6
2018-06,0.3802281368821214,2.263454996680668,103.10094747,97.83901377810008,0.8015170762544774,112.5,2.0,,104.4,13241.333151,1.2999999999999972,3.9,36.8,22.9,-5.7,-4.200000000000003,1.5,100.8,104.6,108.0,101.7,104.5,2.1355740123349145,1.16,1.0,100.87,98.55,2129971130000.0,1584155520000.0,75.94142857142857,20.165761904761904,-0.4755598619048615,20.165761904761904,72.42809523809522,1.9768750707004623,2.11133210852135,25.0
2018-07,0.1893939393939447,2.274746904859601,103.25793604,,0.8898210596774583,113.4,1.9,,105.2,-8228.370276,0.5999999999999943,-0.3,36.9,19.7,-3.8,-4.400000000000006,3.4000000000000057,101.1,104.6,108.1,101.7,104.5,2.112394855006704,1.22,1.0,101.33,98.54,2152894210000.0,1594145620000.0,74.95181818181818,20.899318181818185,-0.39313582750698217,20.899318181818185,73.3190909090909,1.9869102170155504,2.1156161988729054,26.3
2018-08,0.0945179584121103,2.2973202322613,100.79790304,90.99211810334045,0.5483304803340711,112.8,2.1,,105.2,-6763.54735,-0.0999999999999943,-0.6,37.7,17.4,-2.4,,3.393665158371051,101.2,104.7,108.1,101.7,104.5,2.1390103725930927,1.5,1.25,101.96,99.29,2171057560000.0,1606235080000.0,73.84173913043479,22.094086956521743,-0.3494649480402884,22.094086956521743,73.02478260869565,2.0059158237678845,2.1770521063347505,28.7
2018-09,-0.2832861189801861,2.31303815171111,101.91531413,90.61279461279462,0.111639437304437,112.7,0.5,,105.3,10720.255436,-0.0999999999999943,1.6,38.8,22.5,-2.3,-2.0999999999999943,3.299999999999997,101.5,104.6,108.1,101.7,104.5,2.1377000835110844,1.7,1.5,102.4,99.54,2197848660000.0,1615429490000.0,79.1095,25.1715,-0.2723705780247276,25.1715,76.73400000000001,1.9947950712732112,2.1472106997916223,34.4
2018-10,0.3787878787878895,2.298297011957609,100.64353518,98.03997421018695,-0.0658532546035105,111.2,2.9,,105.4,-645.318812,0.7999999999999972,2.4,38.2,21.0,-1.8,-0.4000000000000057,3.200000000000003,102.2,105.0,108.1,101.7,104.5,2.1402872595977787,1.81,1.5,101.71,98.44,2226187320000.0,1629409010000.0,80.62956521739132,24.72295652173913,-0.022811733705119467,24.72295652173913,79.08826086956522,1.9705882352941175,2.141176470588236,31.0
2018-11,-0.0943396226415038,2.239524228761669,101.28609338,97.55679382768967,-0.0433116583552216,112.3,2.2,,104.2,17097.535166,0.0999999999999943,2.8,42.8,22.7,-0.3,0.9000000000000057,3.9000000000000057,102.1,105.0,108.1,101.7,104.5,2.0739881539587546,2.02,1.75,101.58,97.77,2208804780000.0,1640996570000.0,65.94909090909091,22.969818181818184,0.008075036497272831,22.969818181818184,65.7140909090909,2.0242493154630234,2.1687523713019363,32.0
2018-12,0.0944287063267212,2.175156813069244,101.94088182,99.12712267893986,0.1379892607824611,110.2,-0.5,,104.4,-4614.601537,-1.2999999999999972,1.0,40.7,23.5,0.1,0.7000000000000028,3.9000000000000057,101.0,105.0,108.1,101.7,104.5,2.013129785038817,2.01,1.75,101.46,98.44,2160531200000.0,1645843650000.0,57.6745,22.53895238095238,-0.28835279228561633,22.53895238095238,58.58952380952381,2.0130003734980755,2.158038088324349,30.2
2019-01,1.037735849056598,2.1442941355695035,100.3269111,100.54590570719604,-0.0290962596646525,109.2,4.1,4.3,103.4,16978.191214,-0.5999999999999943,-0.8,38.8,19.1,2.9,3.4000000000000057,2.4000000000000057,102.0,105.8,111.1,105.3,107.5,1.852509175232396,1.99,1.75,101.86,99.6,2188772810000.0,1650154620000.0,60.2409090909091,20.47122727272727,-0.7503689100120746,20.47122727272727,60.270434782608696,2.012840595647403,2.121994471484459,37.1
2019-02,0.1867413632119507,2.122239692936825,100.55720596,109.9945877683565,-0.1055267222694824,108.7,5.2,4.6,103.9,15511.901214,0.5,-2.0,39.4,16.7,-0.4,4.400000000000006,2.9000000000000057,102.3,107.3,113.9,105.3,107.5,1.7583704313316348,2.02,1.75,101.52,99.07,2177634150000.0,1653963110000.0,64.4315,19.9567,-0.9458456806663873,19.9567,63.26700000000001,2.0357036005166056,2.180037761083241,32.8
2019-03,0.1863932898415576,2.070671138909327,100.9857531,111.43428747306862,-0.1768334551048632,107.2,4.5,5.4,104.4,15754.670024,-0.0999999999999943,-0.5,35.7,15.5,3.5,8.200000000000003,3.5999999999999943,102.8,108.2,115.3,105.3,107.5,1.8161059915233804,2.02,1.75,101.55,99.18,2187474240000.0,1662232590000.0,67.02761904761904,18.805904761904763,-0.9814685580875612,18.805904761904763,64.90714285714286,1.9306592427935547,2.101499045006278,32.9
2019-04,0.0930232558139509,2.025762638809872,102.51979506,105.53495007132668,0.2712950698959811,106.2,0.9,4.3,105.4,15873.840181,0.5999999999999943,-1.0,36.3,14.8,3.7,8.099999999999994,3.799999999999997,103.5,109.4,115.3,105.3,107.5,1.8225377125930795,2.05,1.75,101.77,98.74,2202303760000.0,1670608890000.0,71.62857142857142,19.742363636363635,-0.7776392767752639,19.742363636363635,67.34772727272728,1.961326359721972,2.0623062117511,36.1
2019-05,0.6505576208178487,2.022722165374126,104.39729826,103.87309980171844,0.7236705881002955,106.1,1.4,3.2,105.7,24158.087608,0.2999999999999971,-3.3,31.7,15.3,3.0,9.400000000000006,4.299999999999997,104.0,109.6,115.9,105.3,107.5,1.8551298497299924,2.19,2.0,102.05,99.09,2210242140000.0,1681211220000.0,70.30304347826088,19.074217391304344,-0.4751867644803143,19.074217391304344,65.10826086956521,1.9216741008976763,2.0089480356823053,37.4
2019-06,0.1846722068328699,2.0326646582092813,99.73463331,111.22146457159798,0.7508026645901698,103.2,4.4,4.1,106.0,16961.739932,-1.4000000000000057,-4.6,31.1,14.9,4.1,10.5,3.799999999999997,103.3,109.8,115.9,105.3,107.5,1.581959724597931,2.17,2.0,102.49,100.03,2204628020000.0,1690553080000.0,63.038,18.18475,-0.42094162753368275,18.18475,60.1625,1.9980399750424305,2.0824633864769564,34.0
2019-07,0.3686635944700533,2.026764109467828,99.76494832,,0.1903427799666234,100.5,3.0,2.0,106.4,-1742.58353,-0.4000000000000057,-4.7,30.6,16.7,-0.1,12.099999999999994,2.0999999999999943,103.2,109.9,115.9,105.3,107.5,1.36268252517469,2.16,2.0,102.28,100.1,2229165760000.0,1701090770000.0,64.21478260869567,18.42817391304348,-0.6286584703454166,18.42817391304348,61.95739130434782,2.0229233227274763,2.0571174323598957,33.9
2019-08,0.0918273645546419,2.0214555292513885,100.1634793,101.374759417102,-0.5726221553268995,100.6,3.6,2.8,106.3,9233.11637,0.5,-5.1,34.7,17.3,-1.4,,2.0787746170678245,103.3,110.3,116.0,105.3,107.5,0.9856100679154832,2.14,2.0,102.0,99.8,2255898010000.0,1710332570000.0,59.50181818181818,17.41863636363636,-0.7054915297717811,17.41863636363636,57.36909090909091,2.0044035982571264,2.204949599359182,36.9
2019-09,-0.5504587155963248,2.047552344456132,100.36345583,111.77345027501116,-0.8968147379308034,99.9,3.7,2.2,106.2,20041.944534,0.2999999999999971,-1.3,32.7,14.3,-2.3,4.099999999999994,2.0999999999999943,103.4,109.9,116.0,105.3,107.5,1.2421100553603397,2.16,2.0,101.5,99.15,2270329340000.0,1718981640000.0,62.28714285714287,17.856333333333332,-0.8044438968833147,17.856333333333332,58.79285714285714,2.021428571428572,2.2000000000000006,35.3
2019-10,0.4612546125461358,2.0907861171227147,100.48291039,99.82901486255426,-0.7308457437598932,99.9,2.2,2.7,106.3,8966.978918,-0.4000000000000057,-4.3,32.9,11.1,0.2,2.0,1.9000000000000057,103.1,109.7,116.1,105.3,107.5,1.319785679522428,2.18,2.0,101.84,99.78,2281515710000.0,1728914750000.0,59.63217391304347,17.30073913043478,-0.7952239467140451,17.30073913043478,57.57434782608695,2.0060378757214696,2.27307551693115,33.0
2019-11,0.2754820936639035,2.127414474596979,98.8588749,102.60691271236088,-0.4090156893660162,101.4,3.2,3.1,105.4,12181.600904,-0.2000000000000028,-5.0,35.6,16.5,-1.0,0.4000000000000057,0.9000000000000057,103.0,110.1,116.2,105.3,107.5,1.467442371932983,2.18,2.0,102.01,100.44,2284067430000.0,1739512660000.0,62.7095238095238,16.368238095238095,-0.8080772593792117,16.368238095238095,57.68666666666667,2.0054602988450174,2.340353211292749,33.8
2019-12,0.1831501831501825,2.1440496866014924,98.79983765,116.21837976304836,-0.047546523129181,102.4,2.5,2.9,106.0,-8224.769958,-0.2999999999999971,-4.5,32.3,14.3,-0.6,-2.0999999999999943,0.9000000000000057,103.1,110.6,116.3,105.3,107.5,1.5131485183461504,2.18,2.0,102.01,100.52,2239807350000.0,1748079950000.0,65.17380952380954,14.452363636363636,-0.8147133536992491,14.452363636363636,58.79681818181819,1.9946555776800363,2.32602022032902,29.7
2020-01,1.4625228519195457,2.1213902174930617,99.7327172,113.4254689042448,-0.0873332057555378,104.7,1.9,2.2,105.1,16738.56764,-0.7999999999999972,-8.9,33.8,19.4,-4.1,-3.700000000000003,2.0999999999999943,104.4,111.7,117.4,111.9,113.3,1.617677155026522,2.16,2.0,102.97,102.38,2247352430000.0,1753734330000.0,63.67272727272727,15.618130434782609,-0.7246321190036005,15.618130434782609,57.87347826086957,1.9832680803572025,2.213121600490312,32.0
2020-02,0.2702702702702675,2.0652644863136964,101.01752041,104.21587926509186,0.2942578026087732,104.6,2.6,0.7,105.7,19659.673504,-1.2999999999999972,-6.8,26.4,25.0,-6.0,-2.9000000000000057,2.4000000000000057,103.7,112.0,117.4,111.9,113.3,1.4695109921455385,2.38,2.25,103.21,103.24,2245877790000.0,1761166710000.0,55.4775,14.50245,-0.8095712848779352,14.50245,55.0865,1.9624147741640685,2.2296147813139533,34.2
2020-03,-0.0898472596585708,2.009958551271246,89.36987792,85.96491228070175,-0.6441469390470748,91.7,1.6,-2.5,105.8,-215.812485,2.9000000000000057,-10.9,22.9,18.2,-4.5,-3.799999999999997,1.4000000000000057,103.2,112.4,117.1,111.9,113.3,1.2845666777246656,1.03,1.0,99.02,98.84,2327986650000.0,1768246960000.0,33.72909090909091,12.859272727272725,-1.2252753285122593,12.859272727272725,43.1859090909091,1.8923076923076925,1.9307692307692308,35.9
2020-04,-0.1798561151079125,1.9797934220289533,70.02164655,95.07796610169493,-4.63745259880576,67.1,-4.5,-51.3,106.2,-24102.27164,1.7000000000000028,-34.3,-13.7,0.5,-11.0,-4.200000000000003,0.4000000000000057,102.7,113.2,121.1,111.9,113.3,1.2780247891769416,0.9,1.0,97.28,96.3,2339109220000.0,1772665040000.0,26.631428571428565,12.621227272727277,-2.1930807613958128,12.621227272727277,38.485454545454544,1.955257430407128,1.5831421995187325,40.3
2020-05,0.3603603603603567,1.9810333443729369,80.83853333,97.17089333503247,-9.562521221593348,72.3,9.1,-45.0,106.2,-496.41924,-1.0999999999999943,-31.8,-20.7,8.0,-13.7,-2.5,-0.7999999999999972,103.1,115.2,121.2,111.9,114.4,0.9209441036826684,0.34,0.25,97.83,96.56,2329924100000.0,1781476850000.0,32.41190476190476,12.183333333333334,-2.7174285000193823,12.183333333333334,38.42238095238096,1.9241274989908304,1.6230260697336163,49.1
2020-06,0.6283662477558183,1.9939391010303351,89.86216317,98.12318265926513,-10.705071810544784,81.5,4.6,-25.9,106.9,33889.841236,-2.200000000000003,-34.3,-6.7,13.6,-13.3,-2.700000000000003,-0.9000000000000057,103.0,115.6,121.3,111.9,114.4,0.8649005879696937,0.34,0.25,99.45,99.35,2311602260000.0,1793836130000.0,40.77272727272727,12.22468181818182,-2.5793353233588907,12.22468181818182,42.99545454545454,1.9352941176470588,1.6269060606088512,44.9
2020-07,0.4460303300624524,2.755820450781932,94.63866749,,-3.521266581902533,90.1,5.9,-12.9,106.4,13950.312671,-0.2999999999999971,-5.9,2.5,14.5,-13.1,-4.099999999999994,-0.0999999999999943,103.1,115.2,121.9,111.9,114.4,0.8557808373121784,0.34,0.25,100.12,100.37,2287630150000.0,1806696060000.0,43.22217391304349,12.535608695652174,-2.233623155021231,12.535608695652174,45.24695652173912,1.96822123224346,1.712650239262577,37.7
2020-08,0.0,2.776650189943275,97.56090039,103.10550583129915,5.546415916173314,97.2,7.3,-10.7,106.2,7454.923092,-1.0999999999999943,-4.0,2.8,15.1,-10.2,,-0.1071811361200381,102.8,115.4,121.9,111.9,114.4,0.9497052540951684,0.34,0.25,101.37,102.51,2297615880000.0,1816768050000.0,45.02,12.991857142857144,-2.110633065875838,12.991857142857144,47.59095238095239,2.001748886273892,1.801731519170399,34.7
2020-09,-0.6216696269982114,2.821702030761274,98.86223882,99.02744471089795,9.693563838294146,98.7,5.8,-7.2,105.8,33881.600905,1.9000000000000057,-2.0,18.6,12.7,-8.7,-1.9000000000000057,-0.5,103.0,116.2,121.8,111.9,114.4,0.9811859152875626,0.35,0.25,99.91,100.27,2323453120000.0,1828099740000.0,41.87363636363636,13.546636363636363,-2.18145110621711,13.546636363636363,44.68318181818183,2.01764705882353,1.9352941176470588,28.8
2020-10,0.1787310098301908,2.8762232357390887,101.47614058,92.37668161434978,7.2793987796356125,100.5,9.9,-9.7,105.8,31041.613608,1.5999999999999943,-0.8,6.5,14.8,-8.3,-3.5,-0.4000000000000057,103.4,116.1,121.8,111.9,114.4,0.9447613400704524,0.35,0.25,98.48,98.36,2327203060000.0,1839192660000.0,41.52409090909092,13.958545454545456,-2.1912195943494956,13.958545454545456,43.400454545454544,2.0125,1.9764705882352944,33.2
2020-11,0.0,2.9542475993151656,101.01831173,103.65401084784472,3.38656211578568,98.5,10.7,-26.6,104.7,32051.897015,-1.7999999999999972,-6.5,0.3,10.0,-10.7,-4.299999999999997,0.2999999999999971,102.9,116.0,121.9,111.9,114.4,1.1206174600982663,0.35,0.25,100.12,100.83,2303875080000.0,1851012760000.0,43.98,13.631428571428568,-2.1658517194229594,13.631428571428568,46.13999999999999,1.9875000000000005,2.05625,32.6
2020-12,-0.1784121320249632,3.05875391157309,100.76685656,100.71635211461634,1.5329047677915,99.0,4.4,-17.0,105.3,15786.250675,-0.0999999999999943,-1.7,10.8,11.2,-9.0,-2.200000000000003,-0.0999999999999943,103.1,116.0,122.1,111.9,114.4,1.2577557610206602,0.36,0.25,100.56,101.4,2246067940000.0,1862421480000.0,50.21818181818182,15.25721739130435,-2.07892013110741,15.25721739130435,49.16391304347826,1.999946087554047,2.0901323877358102,31.0
2021-01,1.3404825737265424,3.1539316992492026,99.81496614,87.68315682576528,0.7730520949252679,96.7,-6.7,-11.4,106.8,24415.394227,0.2999999999999971,-5.3,10.2,5.5,-11.2,-2.700000000000003,0.0,104.4,117.4,124.1,115.5,121.1,1.279437696769715,0.36,0.25,101.35,102.01,2255109770000.0,1866093250000.0,55.3215,16.398523809523805,-2.0209598518606837,16.398523809523805,51.95571428571428,2.01764705882353,2.1294117647058823,34.6
2021-02,0.1763668430335041,3.219705789073903,98.23105682,96.7416968361404,0.7640455131534792,99.8,-3.9,-8.5,107.4,20290.800529,0.4000000000000057,-0.8,14.1,6.4,-8.4,-2.799999999999997,0.0,105.1,118.1,123.9,115.5,121.1,1.4935253142852796,0.36,0.25,102.1,102.79,2266328780000.0,1876027200000.0,62.28150000000001,16.801700000000004,-1.833234875214523,16.801700000000004,56.622,1.996358757156776,2.184453789759678,42.0
2021-03,0.1760563380281743,3.2651545856456803,100.60469985,119.81041131105398,0.7741529904856722,105.2,8.2,-6.0,107.9,16210.626462,2.299999999999997,-3.1,2.6,6.0,-5.2,-1.5999999999999943,1.4000000000000057,106.6,117.8,124.0,115.5,121.1,1.8696486147739595,0.36,0.25,101.5,101.78,2272644390000.0,1889934200000.0,65.70217391304348,17.532000000000004,-1.2623046428935683,17.532000000000004,60.10217391304349,2.048580979378998,2.0638982342041228,42.6
2021-04,0.5272407732864748,3.3046725858124053,102.82103358,113.54820308043354,1.2794490096367377,105.1,6.3,-10.1,108.4,19308.903342,0.4000000000000057,-0.7,10.6,11.0,-7.4,0.4000000000000057,3.299999999999997,107.4,118.6,124.7,115.5,121.1,1.860483976272584,0.36,0.25,102.52,103.11,2283639950000.0,1903079960000.0,65.32857142857144,18.462772727272725,-1.0208251579316945,18.462772727272725,60.995,2.0693740702482963,2.043713087991061,41.6
2021-05,0.1748251748251661,3.318512216514228,99.05038415,115.14754098360656,2.081659374929378,108.7,-0.3,-2.1,108.7,3441.970505,0.0999999999999943,0.6,16.5,16.7,-3.7,1.2999999999999972,4.599999999999994,108.4,118.9,124.8,115.5,121.1,1.741594651727828,0.4,0.25,104.03,104.31,2285137760000.0,1919722970000.0,68.30904761904762,21.12685714285714,-0.9829119562853562,21.12685714285714,64.31666666666668,2.067603267653645,2.206241437951247,44.2
2021-06,0.523560209424101,3.257705585745572,99.75968794,102.91144359078044,2.9120493937538123,116.0,5.1,-0.5,109.1,-8902.681612,1.2000000000000028,6.3,27.6,23.0,-4.2,4.400000000000006,5.099999999999994,109.3,119.0,124.8,115.5,121.1,1.672530406268727,0.66,0.5,104.21,104.59,2267355780000.0,1939240640000.0,73.40818181818182,22.603727272727276,-0.8950719680020341,22.603727272727276,68.14454545454545,2.0842978162835624,2.2058889852794423,49.8
2021-07,1.041666666666674,3.11190112171223,101.23453774,,3.0763432079909148,117.5,0.2,-1.3,109.7,-10451.130879,2.4000000000000057,-0.7,29.7,21.7,-4.2,5.200000000000003,7.799999999999997,111.1,119.1,124.8,115.5,121.1,1.7179902001419067,0.76,0.5,104.26,103.81,2288509020000.0,1956041890000.0,74.29363636363635,25.71336363636365,-0.5595894046096442,25.71336363636365,68.81045454545455,2.1396126514819875,2.1957826749978104,45.8
