period,as_of_eve,w_alc,alc_recorded,alc_actual,S,Sbar,struct_eve,actual,consensus,ALC_STEPS_R30,ALC_STEPS_R30_increment,ALC_STEPS_SOURCED_R30,ALC_STEPS_SOURCED_R30_increment,ALC_STEPS_THETA035_R30,ALC_STEPS_THETA035_R30_increment,ALC_STEPS_THETA055_R30,ALC_STEPS_THETA055_R30_increment,ALC_STEPS_FIRSTMONTH_R30,ALC_STEPS_FIRSTMONTH_R30_increment,HARD_BASE,HARD_FULL,CATEGORY_RAW
2019-02,2019-03-10 23:59:00,0.092144617,0.0887246957295528,-1.1524822695035408,0.0,0.0,0.2814875700921544,0.2,0.1,0.0887246957295528,0.0,0.0887246957295528,0.0,0.0887246957295528,0.0,0.0887246957295528,0.0,0.0887246957295528,0.0,0.3177548805881821,0.3736868253770129,0.3214390864645076
2019-03,2019-04-09 23:59:00,0.092144617,0.5070259413749834,0.7174887892376747,0.0,0.0,0.0829683883070508,0.2,0.1,0.5070259413749834,0.0,0.5070259413749834,0.0,0.5070259413749834,0.0,0.5070259413749834,0.0,0.5070259413749834,0.0,0.0994602395416571,0.0901670483480416,0.018810227797368
2019-04,2019-05-12 23:59:00,0.092144617,0.6547269024545554,-1.6028495102404228,0.0,0.0,0.4180178444540153,0.1,0.3,0.6547269024545554,0.0,0.6547269024545554,0.0,0.6547269024545554,0.0,0.6547269024545554,0.0,0.6547269024545554,0.0,0.3871075486743048,0.4791985039175055,0.3843414177863059
2019-05,2019-06-10 23:59:00,0.092144617,0.1203690649074551,1.538461538461533,0.0,0.0,0.2348046582023983,0.7,0.4,0.1203690649074551,0.0,0.1203690649074551,0.0,0.1203690649074551,0.0,0.1203690649074551,0.0,0.1203690649074551,0.0,0.2254766707170906,0.2577314423608633,0.2703047338042085
2019-06,2019-07-10 23:59:00,0.092144617,-0.0443104061040811,-0.6238859180035639,0.0,0.0,0.1250380215662453,0.2,0.1,-0.0443104061040811,0.0,-0.0443104061040811,0.0,-0.0443104061040811,0.0,-0.0443104061040811,0.0,-0.0443104061040811,0.0,0.1241032984628462,0.0231298039189525,0.123150358463947
2019-07,2019-08-11 23:59:00,0.092144617,0.5006382609860527,-0.4484304932735439,0.0,0.0,0.3904523718716352,0.4,0.2,0.5006382609860527,0.0,0.5006382609860527,0.0,0.5006382609860527,0.0,0.5006382609860527,0.0,0.5006382609860527,0.0,0.435229027763851,0.4450697048026269,0.5016039569149744
2019-08,2019-09-09 23:59:00,0.092144617,-0.3328819766809238,0.6306306306306242,0.0,0.0,-0.006945762243797,0.1,0.0,-0.3328819766809238,0.0,-0.3328819766809238,0.0,-0.3328819766809238,0.0,-0.3328819766809238,0.0,-0.3328819766809238,0.0,0.0721202716889229,0.1005365141205273,0.0039019841500305
2019-09,2019-10-09 23:59:00,0.092144617,0.2824815536417502,0.4476275738585444,0.0,0.0,-0.3483875620035859,-0.6,-0.4,0.2824815536417502,0.0,0.2824815536417502,0.0,0.2824815536417502,0.0,0.2824815536417502,0.0,0.2824815536417502,0.0,-0.3115374275151629,-0.3231993913711704,-0.4067800328746164
2019-10,2019-11-10 23:59:00,0.092144617,0.116210021994037,0.0,0.0,0.0,0.2815613688180064,0.5,0.4,0.116210021994037,0.0,0.116210021994037,0.0,0.116210021994037,0.0,0.116210021994037,0.0,0.116210021994037,0.0,0.229406116745445,0.3409433050818153,0.3371197444307257
2019-11,2019-12-09 23:59:00,0.092144617,-0.0828143751614413,0.0,0.0,0.0,0.1693782958720351,0.3,0.2,-0.0828143751614413,0.0,-0.0828143751614413,0.0,-0.0828143751614413,0.0,-0.0828143751614413,0.0,-0.0828143751614413,0.0,0.1602788573046094,0.2162756862794529,0.1547645018381087
2019-12,2020-01-12 23:59:00,0.092144617,-0.5158842570692518,-0.4456327985739805,0.0,0.0,-0.016859898370249,0.2,0.1,-0.5158842570692518,0.0,-0.5158842570692518,0.0,-0.5158842570692518,0.0,-0.5158842570692518,0.0,-0.5158842570692518,0.0,0.0151340522998336,0.0149484310465293,0.1094096485295271
2020-01,2020-02-13 23:59:00,0.092144617,2.325573532284458,4.476275738585489,0.9831098966518871,0.0,0.8780719418354076,1.5,1.0,3.3086834289363454,0.09058828489589772,2.325573532284458,0.0,3.0902145630137037,0.07045755491903155,3.527152294858987,0.1107190148727639,3.3086834289363454,0.09058828489589772,0.8910783646002834,0.9411306387532652,0.933473246938244
