edge,horizon,n_train,n_features,seconds
2010-12,1,103,68,2.119491499994183
2010-12,2,102,68,2.1259739999950398
2010-12,3,101,68,2.069290199986426
2010-12,4,100,68,2.222045900009107
2010-12,5,99,68,2.179347199999029
2010-12,6,98,68,2.1251455000019632
2010-12,7,97,68,2.1134054000140168
2010-12,8,96,68,2.2608420999895316
2010-12,9,95,68,2.130004100006772
2010-12,10,94,68,2.2053503999777604
2010-12,11,93,65,2.6837895000062417
2010-12,12,92,65,2.929072400002042
2010-12,13,91,65,2.636597199976677
2011-01,1,104,68,2.613221400009934
2011-01,2,103,68,2.066670799977146
2011-01,3,102,68,2.2433078000030946
2011-01,4,101,68,1.894571500015445
2011-01,5,100,68,2.2700404999777675
2011-01,6,99,68,2.255608300009044
2011-01,7,98,68,2.4959440999955405
2011-01,8,97,68,2.2428159000119194
2011-01,9,96,68,1.98524389998056
2011-01,10,95,68,1.712964500009548
2011-01,11,94,68,1.95699040000909
2011-01,12,93,65,2.318346999993082
2011-01,13,92,65,2.079392600018764
2011-02,1,105,69,2.6622367999807466
2011-02,2,104,68,3.4150678000005428
2011-02,3,103,68,1.8766265000158455
2011-02,4,102,68,2.004914599994663
2011-02,5,101,68,1.9278111000021454
2011-02,6,100,68,2.056807899993146
2011-02,7,99,68,2.296462500002235
2011-02,8,98,68,2.364084799977718
2011-02,9,97,68,1.9930877999868244
2011-02,10,96,68,1.7529841999930795
2011-02,11,95,68,2.040269699995406
2011-02,12,94,68,2.9696452999778558
2011-02,13,93,65,2.4278666999889538
2011-03,1,106,70,2.0195422999968287
2011-03,2,105,69,1.8878366999852005
2011-03,3,104,68,2.378277700016042
2011-03,4,103,68,1.8272626000107266
2011-03,5,102,68,2.1711909000005107
2011-03,6,101,68,2.397627400001511
2011-03,7,100,68,1.8994700000039302
2011-03,8,99,68,2.0288652000017464
2011-03,9,98,68,1.7795495000027586
2011-03,10,97,68,1.9446134000027087
2011-03,11,96,68,1.8533785000036005
2011-03,12,95,68,1.7938637000042945
2011-03,13,94,68,1.789720100001432
2011-04,1,107,70,3.2553535000188276
2011-04,2,106,70,2.5907820999855176
2011-04,3,105,69,2.0021493999811355
2011-04,4,104,68,1.986857300013071
2011-04,5,103,68,2.0728387999988627
2011-04,6,102,68,1.8797734999970999
2011-04,7,101,68,1.8530726000026334
2011-04,8,100,68,2.10951819998445
2011-04,9,99,68,2.730742099985946
2011-04,10,98,68,2.4270783999818377
2011-04,11,97,68,2.7605312000086997
2011-04,12,96,68,1.9603099999949336
2011-04,13,95,68,1.8891688000003342
2011-05,1,108,70,1.9005570000153966
2011-05,2,107,70,1.8985920999839436
2011-05,3,106,70,2.1151036999945063
2011-05,4,105,69,2.019085099978838
2011-05,5,104,68,2.1414059000089765
2011-05,6,103,68,2.691863200016087
2011-05,7,102,68,2.8497840000200085
2011-05,8,101,68,1.9531734999909531
2011-05,9,100,68,1.880930499988608
2011-05,10,99,68,2.970172500004992
2011-05,11,98,68,2.02806850001798
2011-05,12,97,68,1.816040100005921
2011-05,13,96,68,2.1420524999848567
2011-06,1,109,70,2.189659700001357
2011-06,2,108,70,1.922531499993056
2011-06,3,107,70,2.4351327000185847
