scope,sample,quarters_ahead,model,n_report_quarter_pairs,n_unique_quarters,n_reports,rmse,mae,bias
combined_common,all_reports,all,INDEPENDENT_BRIDGE,66,18,18,2.3623967015417384,1.5280287492622204,-0.04472285437386021
combined_common,all_reports,all,PIPELINE_FOOD_FUEL_R14,66,18,18,3.366102330610174,1.7680511758817548,0.43599557087063284
combined_common,all_reports,all,PIPELINE_GAP_RIDGE_R14,66,18,18,3.978241276337562,2.0502182168395047,1.0900711924926314
combined_common,all_reports,all,PIPELINE_GAP_RF_R14,66,18,18,3.532924296759568,2.0284595104502507,1.0796998998575762
combined_common,all_reports,all,CNB,66,18,18,2.2954532595060195,1.0605492231877778,-0.49906748985091737
combined_common,all_reports,1,INDEPENDENT_BRIDGE,18,18,18,1.542361051585929,0.8561549384541672,-0.12263847320135457
combined_common,all_reports,1,PIPELINE_FOOD_FUEL_R14,18,18,18,1.4885382792093917,0.8265593724833659,-0.08064258804912074
combined_common,all_reports,1,PIPELINE_GAP_RIDGE_R14,18,18,18,1.4213639268252,0.8374604944229037,-0.010135489575971324
combined_common,all_reports,1,PIPELINE_GAP_RF_R14,18,18,18,1.4024303422605602,0.8298211017670943,0.015987490790015973
combined_common,all_reports,1,CNB,18,18,18,0.9474636327304489,0.555461062093155,0.16478353356270228
combined_common,all_reports,2,INDEPENDENT_BRIDGE,17,17,17,1.9550799989592513,1.3245505492142235,-0.2416342921928435
combined_common,all_reports,2,PIPELINE_FOOD_FUEL_R14,17,17,17,2.1994219399227486,1.3024527963233967,-0.03898366370207412
combined_common,all_reports,2,PIPELINE_GAP_RIDGE_R14,17,17,17,2.2867542392148716,1.2907707350770572,0.26449602073727124
combined_common,all_reports,2,PIPELINE_GAP_RF_R14,17,17,17,2.2655670245701374,1.3398060869538995,0.3516453708239107
combined_common,all_reports,2,CNB,17,17,17,2.0747355620744687,1.1758911766503248,-0.3511216184204253
combined_common,all_reports,3,INDEPENDENT_BRIDGE,16,16,16,2.2360733185967483,1.5953936967099105,-0.07658255902275357
combined_common,all_reports,3,PIPELINE_FOOD_FUEL_R14,16,16,16,3.050767428484277,1.8157817977691924,0.494411071480817
combined_common,all_reports,3,PIPELINE_GAP_RIDGE_R14,16,16,16,3.6625814526351497,2.3401194615518497,1.2763230146272715
combined_common,all_reports,3,PIPELINE_GAP_RF_R14,16,16,16,3.428291369197702,2.323251759732482,1.3396139869824732
combined_common,all_reports,3,CNB,16,16,16,2.5063104397716818,1.1088691841257812,-0.7537429704129559
combined_common,all_reports,4,INDEPENDENT_BRIDGE,15,15,15,3.4693003878793705,2.4930300050087437,0.30592586937280025
combined_common,all_reports,4,PIPELINE_FOOD_FUEL_R14,15,15,15,5.637892362831232,3.374606840112695,1.5319612934392086
combined_common,all_reports,4,PIPELINE_GAP_RIDGE_R14,15,15,15,6.853945205221185,4.057006635377033,3.147302462020747
combined_common,all_reports,4,PIPELINE_GAP_RF_R14,15,15,15,5.848484531500415,3.9328544149315214,2.9040415640435793
combined_common,all_reports,4,CNB,15,15,15,3.2446896054586505,1.4843928442432337,-1.1917068596356442
combined_common,all_reports,5,INDEPENDENT_BRIDGE,0,0,0,,,
combined_common,all_reports,5,PIPELINE_FOOD_FUEL_R14,0,0,0,,,
combined_common,all_reports,5,PIPELINE_GAP_RIDGE_R14,0,0,0,,,
combined_common,all_reports,5,PIPELINE_GAP_RF_R14,0,0,0,,,
combined_common,all_reports,5,CNB,0,0,0,,,
combined_common,all_reports,6,INDEPENDENT_BRIDGE,0,0,0,,,
combined_common,all_reports,6,PIPELINE_FOOD_FUEL_R14,0,0,0,,,
combined_common,all_reports,6,PIPELINE_GAP_RIDGE_R14,0,0,0,,,
combined_common,all_reports,6,PIPELINE_GAP_RF_R14,0,0,0,,,
combined_common,all_reports,6,CNB,0,0,0,,,
combined_common,all_reports,7,INDEPENDENT_BRIDGE,0,0,0,,,
combined_common,all_reports,7,PIPELINE_FOOD_FUEL_R14,0,0,0,,,
combined_common,all_reports,7,PIPELINE_GAP_RIDGE_R14,0,0,0,,,
combined_common,all_reports,7,PIPELINE_GAP_RF_R14,0,0,0,,,
combined_common,all_reports,7,CNB,0,0,0,,,
combined_common,all_reports,8,INDEPENDENT_BRIDGE,0,0,0,,,
combined_common,all_reports,8,PIPELINE_FOOD_FUEL_R14,0,0,0,,,
combined_common,all_reports,8,PIPELINE_GAP_RIDGE_R14,0,0,0,,,
combined_common,all_reports,8,PIPELINE_GAP_RF_R14,0,0,0,,,
combined_common,all_reports,8,CNB,0,0,0,,,
combined_common,all_reports,9,INDEPENDENT_BRIDGE,0,0,0,,,
combined_common,all_reports,9,PIPELINE_FOOD_FUEL_R14,0,0,0,,,
combined_common,all_reports,9,PIPELINE_GAP_RIDGE_R14,0,0,0,,,
combined_common,all_reports,9,PIPELINE_GAP_RF_R14,0,0,0,,,
combined_common,all_reports,9,CNB,0,0,0,,,
combined_common,all_reports,10,INDEPENDENT_BRIDGE,0,0,0,,,
combined_common,all_reports,10,PIPELINE_FOOD_FUEL_R14,0,0,0,,,
combined_common,all_reports,10,PIPELINE_GAP_RIDGE_R14,0,0,0,,,
combined_common,all_reports,10,PIPELINE_GAP_RF_R14,0,0,0,,,
combined_common,all_reports,10,CNB,0,0,0,,,
paired_INDEPENDENT_BRIDGE,all_reports,all,INDEPENDENT_BRIDGE,66,18,18,2.3623967015417384,1.5280287492622204,-0.04472285437386021
paired_INDEPENDENT_BRIDGE,all_reports,all,CNB,66,18,18,2.2954532595060195,1.0605492231877778,-0.49906748985091737
paired_INDEPENDENT_BRIDGE,all_reports,1,INDEPENDENT_BRIDGE,18,18,18,1.542361051585929,0.8561549384541672,-0.12263847320135457
paired_INDEPENDENT_BRIDGE,all_reports,1,CNB,18,18,18,0.9474636327304489,0.555461062093155,0.16478353356270228
paired_INDEPENDENT_BRIDGE,all_reports,2,INDEPENDENT_BRIDGE,17,17,17,1.9550799989592513,1.3245505492142235,-0.2416342921928435
paired_INDEPENDENT_BRIDGE,all_reports,2,CNB,17,17,17,2.0747355620744687,1.1758911766503248,-0.3511216184204253
paired_INDEPENDENT_BRIDGE,all_reports,3,INDEPENDENT_BRIDGE,16,16,16,2.2360733185967483,1.5953936967099105,-0.07658255902275357
paired_INDEPENDENT_BRIDGE,all_reports,3,CNB,16,16,16,2.5063104397716818,1.1088691841257812,-0.7537429704129559
paired_INDEPENDENT_BRIDGE,all_reports,4,INDEPENDENT_BRIDGE,15,15,15,3.4693003878793705,2.4930300050087437,0.30592586937280025
paired_INDEPENDENT_BRIDGE,all_reports,4,CNB,15,15,15,3.2446896054586505,1.4843928442432337,-1.1917068596356442
paired_INDEPENDENT_BRIDGE,all_reports,5,INDEPENDENT_BRIDGE,0,0,0,,,
paired_INDEPENDENT_BRIDGE,all_reports,5,CNB,0,0,0,,,
paired_INDEPENDENT_BRIDGE,all_reports,6,INDEPENDENT_BRIDGE,0,0,0,,,
paired_INDEPENDENT_BRIDGE,all_reports,6,CNB,0,0,0,,,
paired_INDEPENDENT_BRIDGE,all_reports,7,INDEPENDENT_BRIDGE,0,0,0,,,
paired_INDEPENDENT_BRIDGE,all_reports,7,CNB,0,0,0,,,
paired_INDEPENDENT_BRIDGE,all_reports,8,INDEPENDENT_BRIDGE,0,0,0,,,
paired_INDEPENDENT_BRIDGE,all_reports,8,CNB,0,0,0,,,
paired_INDEPENDENT_BRIDGE,all_reports,9,INDEPENDENT_BRIDGE,0,0,0,,,
paired_INDEPENDENT_BRIDGE,all_reports,9,CNB,0,0,0,,,
