as_of_utc,target,model,mm_forecast,native_h0,h0_exante,h0_actual,h0_method,mm_actual,yy_actual,yy_exante,yy_conditional,status,converged,fallback_used,unemployment_end,unemployment_adjustments,fx_end,headline_n,origin,h,origin_status,contribution_core,contribution_food,contribution_administered,contribution_alcohol_tobacco,contribution_fuel,contribution_wedge,value_core,value_food,value_administered,value_alcohol_tobacco,value_fuel,value_wedge,weight_food,weight_fuel,weight_alc,weight_administered,weight_core,legacy_source_fallback_used,legacy_source_origin_status,legacy_source_converged,fuel_fallback_used
2019-03-10T22:59:00+00:00,2019-02,PIPELINE_FOOD_FUEL_R14,0.3177548805881821,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.1867413632119507,2.6794258373205744,,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,0,research_estimated,,,,,,,,,,,,,,,,,,False,failed_nonfinite,True,False
2019-03-10T22:59:00+00:00,2019-03,PIPELINE_FOOD_FUEL_R14,0.011926702026314573,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.1863932898415576,2.969348659003822,,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,1,research_estimated,0.013724088651450599,-0.06351561257198034,0.015380661933310783,0.04671971117706229,0.04314288606147632,-0.04352503322500508,0.025073771816025797,-0.35757722517998075,0.1,0.5070259413749834,1.4839658843269332,-0.04352503322500508,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,True,failed_nonfinite,False,False
2019-03-10T22:59:00+00:00,2019-04,PIPELINE_FOOD_FUEL_R14,0.3326190441744128,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.0930232558139509,2.769818529130847,,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,2,research_estimated,0.2899267146913097,-0.060538657149681915,0.015380661933310783,0.06032955966627137,0.04832361589248346,-0.020802850859280558,0.5296931892648143,-0.34081770076881945,0.1,0.6547269024545554,1.662165050561997,-0.020802850859280558,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,True,failed_nonfinite,False,False
2019-03-10T22:59:00+00:00,2019-05,PIPELINE_FOOD_FUEL_R14,0.20342866043304436,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.6505576208178487,2.9467680608364977,,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,3,research_estimated,0.09104824474250621,0.029038733245247077,0.015380661933310783,0.011091361384545593,0.02694165386636856,0.02992800526106615,0.16634422662972032,0.16348090234994894,0.1,0.12036906490745512,0.9266995988183468,0.02992800526106615,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,True,failed_nonfinite,False,False
2019-03-10T22:59:00+00:00,2019-06,PIPELINE_FOOD_FUEL_R14,0.10918092363033952,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.1846722068328699,2.7462121212121224,,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,4,research_estimated,0.11638162315771826,-0.01981769915147641,0.0,-0.0040829653995750155,0.014835071092074995,0.0018648939315976873,0.21262805398206847,-0.11156875585519758,0.0,-0.0443104061040811,0.5102750743386559,0.0018648939315976873,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False
2019-03-10T22:59:00+00:00,2019-07,PIPELINE_FOOD_FUEL_R14,0.30726789942034466,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.3686635944700533,2.9300567107750517,,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,5,research_estimated,0.29913785988584635,-0.0558499009645351,0.007690330966655392,0.046131120814105864,0.010810688044506545,-0.0006521993262344136,0.5465218588134975,-0.31442116047992213,0.05,0.5006382609860527,0.3718502332293851,-0.0006521993262344136,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False
2019-03-10T22:59:00+00:00,2019-08,PIPELINE_FOOD_FUEL_R14,-0.034393832413987996,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.0918273645546419,2.9272898961284195,,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,6,research_estimated,0.06708825768232995,-0.11505747824170019,0.0,-0.030673282247466654,0.007029578693745294,0.037219091699103604,0.12256957145811512,-0.647745210033962,0.0,-0.3328819766809238,0.2417931648764746,0.037219091699103604,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False
2019-03-10T22:59:00+00:00,2019-09,PIPELINE_FOOD_FUEL_R14,-0.13795882201666954,,0.3177548805881821,0.1867413632119507,HARD_BASE,-0.5504587155963248,2.6515151515151705,,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,7,research_estimated,-0.1588898879712165,0.023984293469086437,0.015380661933310783,0.026029154569884028,0.004435288795050313,-0.04889833281278459,-0.29029022589730136,0.13502565368253466,0.1,0.2824815536417502,0.15255857592868116,-0.04889833281278459,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False
2019-03-10T22:59:00+00:00,2019-10,PIPELINE_FOOD_FUEL_R14,0.34957890183722784,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.4612546125461358,2.735849056603792,,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,8,research_estimated,0.2709605981459022,0.07203852461133543,0.0,0.01070812796820212,0.0028974251889116284,-0.007025774077123541,0.4950422852541182,0.40555911678233114,0.0,0.11621002199403706,0.09966139322732281,-0.007025774077123541,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False
2019-03-10T22:59:00+00:00,2019-11,PIPELINE_FOOD_FUEL_R14,0.14976743420424316,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.2754820936639035,3.116147308781873,,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,9,research_estimated,0.11377053424351447,0.028610729599758716,0.0,-0.007630898881345322,0.0016779600570134118,0.013339109185301897,0.20785762081970469,0.1610713474433155,0.0,-0.0828143751614413,0.05771601548220512,0.013339109185301897,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False
