sample,h,model,n,mse_difference,lower,upper,block,draws,seed
full,3,PIPELINE_GAP_RF_R14,71,0.1854357919406888,-0.23449032094923852,0.7227933485913897,12,2000,1409
full,3,PIPELINE_GAP_RIDGE_R14,71,0.1661017448801413,-0.3122235651549348,0.7958103969782016,12,2000,1409
full,4,CORE_GAP_ADAPT_R14,67,0.1698895246321826,-0.5623319381328891,0.8295269146719189,12,2000,1409
full,4,CORE_GAP_RF_R14,67,-0.032245667053729,-0.8940977354628032,0.708150832094651,12,2000,1409
full,4,CORE_GAP_RIDGE_R14,67,0.01679276182578942,-0.656699014356539,0.6359177956921778,12,2000,1409
full,4,CORE_LEVEL_RF_R14,67,0.39181661431500653,-0.6883746664218677,1.9135194130718942,12,2000,1409
full,4,CORE_LEVEL_RIDGE_R14,67,0.033476525236578694,-0.666623332557064,0.8728251341564894,12,2000,1409
full,4,CORE_LOCAL_R14,83,0.07607972350904717,-0.5847273826149845,0.7589188791987529,12,2000,1409
full,4,FOOD_DOMESTIC_PIPELINE_R14,83,0.7616700074695563,-0.12318152223687816,2.3559074709715175,12,2000,1409
full,4,FOOD_OWN_LEVEL_AR_R14,83,0.23909605128290576,-0.05560158052246844,0.6136758528897924,12,2000,1409
full,4,FUEL_CONSTANT_PUMP_R14,83,0.014818285210097704,-0.04908918242176141,0.09575674036155969,12,2000,1409
full,4,FUEL_ECM_R14,83,0.09654029564147212,-0.03307814978682706,0.2603427691581479,12,2000,1409
full,4,FUEL_ZERO_R14,83,0.03508636503065843,-0.05732007455247335,0.15205056367831332,12,2000,1409
full,4,PIPELINE_FOOD_FUEL_R14,83,0.740552454627089,-0.07570679069704878,2.1957638478125303,12,2000,1409
full,4,PIPELINE_GAP_RF_R14,67,0.9705053722259998,-0.04641632498382387,2.4357061174659305,12,2000,1409
full,4,PIPELINE_GAP_RIDGE_R14,67,1.14417614325881,-0.15852909719200037,3.1385184313172827,12,2000,1409
full,5,CORE_GAP_ADAPT_R14,66,0.42606591171744806,-0.8500198848922026,1.662508263706933,12,2000,1409
full,5,CORE_GAP_RF_R14,66,0.09908743769724641,-1.5038768589303295,1.505159550417634,12,2000,1409
full,5,CORE_GAP_RIDGE_R14,66,0.17610516864435083,-0.976690964160227,1.3050448762428688,12,2000,1409
full,5,CORE_LEVEL_RF_R14,66,0.7754290754650687,-0.8125329703799332,3.120640386474784,12,2000,1409
full,5,CORE_LEVEL_RIDGE_R14,66,0.1726504552572588,-1.1681187114861917,1.7567684215201371,12,2000,1409
full,5,CORE_LOCAL_R14,82,0.2074337531147611,-0.7832835701585289,1.3040745395492188,12,2000,1409
full,5,FOOD_DOMESTIC_PIPELINE_R14,82,1.5393197473975948,-0.023689611483792082,4.463955261800398,12,2000,1409
full,5,FOOD_OWN_LEVEL_AR_R14,82,0.3523494542500881,-0.03166419417917217,0.7995078359700041,12,2000,1409
full,5,FUEL_CONSTANT_PUMP_R14,82,0.03876852666927461,-0.043507779988529366,0.14011141200863744,12,2000,1409
full,5,FUEL_ECM_R14,82,0.1597466098189507,-0.049100341421625435,0.44176580207656935,12,2000,1409
full,5,FUEL_ZERO_R14,82,0.07040639771633468,-0.0432881643430004,0.22324023185363806,12,2000,1409
full,5,PIPELINE_FOOD_FUEL_R14,82,1.5186898554187622,0.03085970538383593,4.256564662858753,12,2000,1409
full,5,PIPELINE_GAP_RF_R14,66,2.1085768792583717,0.029076433567004914,4.835722980252249,12,2000,1409
full,5,PIPELINE_GAP_RIDGE_R14,66,2.572368871240276,0.001278518552692302,6.411837507570914,12,2000,1409
full,6,CORE_GAP_ADAPT_R14,65,0.742916486795995,-0.9548129302053935,2.478441998869152,12,2000,1409
full,6,CORE_GAP_RF_R14,65,0.3243681959345693,-1.75728135723992,2.4751910537922184,12,2000,1409
full,6,CORE_GAP_RIDGE_R14,65,0.37840230741427544,-1.0961508208310151,1.8674272897694666,12,2000,1409
full,6,CORE_LEVEL_RF_R14,65,1.2504346702781437,-0.5600617196255067,3.9307828737858816,12,2000,1409
full,6,CORE_LEVEL_RIDGE_R14,65,0.3230780508772748,-1.3536370464676097,2.461899766415252,12,2000,1409
full,6,CORE_LOCAL_R14,81,0.35818760388381365,-0.7838685432986371,1.6392461650352406,12,2000,1409
full,6,FOOD_DOMESTIC_PIPELINE_R14,81,2.635259531978485,0.015760618545038258,7.306753622694548,12,2000,1409
full,6,FOOD_OWN_LEVEL_AR_R14,81,0.7099245406135658,0.18001053681263465,1.3864355176963228,12,2000,1409
full,6,FUEL_CONSTANT_PUMP_R14,81,0.07288046249783982,-0.055167968003947104,0.24046688491265217,12,2000,1409
full,6,FUEL_ECM_R14,81,0.23267994359867095,-0.08757528676804295,0.7051256524369397,12,2000,1409
full,6,FUEL_ZERO_R14,81,0.10583333752180758,-0.062054097534172126,0.3083593340130561,12,2000,1409
full,6,PIPELINE_FOOD_FUEL_R14,81,2.6187551523984314,0.1202455469746844,7.007736047437623,12,2000,1409
full,6,PIPELINE_GAP_RF_R14,65,3.6870143344388118,0.08979076867556422,8.528774565553052,12,2000,1409
full,6,PIPELINE_GAP_RIDGE_R14,65,4.572761620686156,0.1785132656972314,11.370727803072972,12,2000,1409
full,7,CORE_GAP_ADAPT_R14,61,1.0948825174277974,-1.5591530919534442,3.7178615129673496,12,2000,1409
full,7,CORE_GAP_RF_R14,61,0.40847444223375945,-3.1135962279272884,3.782827662115796,12,2000,1409
full,7,CORE_GAP_RIDGE_R14,61,0.6374059630449401,-1.5927269181746915,2.9705663717701327,12,2000,1409
full,7,CORE_LEVEL_RF_R14,61,1.6385126147664215,-0.8616798109772423,5.217719877929342,12,2000,1409
full,7,CORE_LEVEL_RIDGE_R14,61,0.3873512451777301,-2.5329217246213043,3.646509685801693,12,2000,1409
full,7,CORE_LOCAL_R14,80,0.10752369980334264,-1.830843339409275,1.8983546359528953,12,2000,1409
full,7,FOOD_DOMESTIC_PIPELINE_R14,80,4.04688436562971,0.08708127893234197,10.877204524015124,12,2000,1409
full,7,FOOD_OWN_LEVEL_AR_R14,80,1.25173088374264,0.3009009610020711,2.28325933414973,12,2000,1409
full,7,FUEL_CONSTANT_PUMP_R14,80,0.07671374323533212,-0.09098391735887176,0.27574309402348673,12,2000,1409
full,7,FUEL_ECM_R14,80,0.2529977233546749,-0.1862955038780961,0.8811148622512404,12,2000,1409
full,7,FUEL_ZERO_R14,80,0.1396998941976501,-0.08601065876500043,0.4206840364841207,12,2000,1409
full,7,PIPELINE_FOOD_FUEL_R14,80,3.95860648888778,0.20288713948016016,10.377480532779234,12,2000,1409
full,7,PIPELINE_GAP_RF_R14,61,5.385659193857296,0.453607224809122,11.463608429980386,12,2000,1409
full,7,PIPELINE_GAP_RIDGE_R14,61,7.4550594514080535,0.40140647991719314,17.572674483658993,12,2000,1409
full,8,CORE_GAP_ADAPT_R14,60,3.1855337995748774,-0.03105951589625323,6.556296435848075,12,2000,1409
full,8,CORE_GAP_RF_R14,60,1.9952456052465237,-1.002998999726575,6.057786498737213,12,2000,1409
full,8,CORE_GAP_RIDGE_R14,60,2.6728252237749106,0.10713798808464284,5.729033106843433,12,2000,1409
full,8,CORE_LEVEL_RF_R14,60,3.363160814139797,-0.09006907283091085,9.124123718452523,12,2000,1409
full,8,CORE_LEVEL_RIDGE_R14,60,2.1314308910200532,-0.8505595967669765,6.6061211827272865,12,2000,1409
full,8,CORE_LOCAL_R14,79,0.8124383787897793,-0.7479711638455437,2.6805115025497637,12,2000,1409
full,8,FOOD_DOMESTIC_PIPELINE_R14,79,6.138115228683139,0.1950474976376851,16.690597507850505,12,2000,1409
full,8,FOOD_OWN_LEVEL_AR_R14,79,2.0522924132947,0.2911378742703082,4.092291854379886,12,2000,1409
full,8,FUEL_CONSTANT_PUMP_R14,79,0.07332340328398006,-0.14019654478474916,0.32129473237187195,12,2000,1409
full,8,FUEL_ECM_R14,79,0.2803954313719912,-0.30185334026384164,1.0890576288890719,12,2000,1409
full,8,FUEL_ZERO_R14,79,0.16571822683148446,-0.13109330926023063,0.5348289938405115,12,2000,1409
full,8,PIPELINE_FOOD_FUEL_R14,79,5.965346221822221,0.2731503728133594,15.621143504156647,12,2000,1409
full,8,PIPELINE_GAP_RF_R14,60,9.445952232454253,0.14497058807960878,20.76798640304327,12,2000,1409
full,8,PIPELINE_GAP_RIDGE_R14,60,13.377033702482176,0.47085904804880413,31.320009896181993,12,2000,1409
full,9,CORE_GAP_ADAPT_R14,59,4.186864462392875,0.15937925364313246,8.851447657461005,12,2000,1409
full,9,CORE_GAP_RF_R14,59,2.1531151745654875,-2.3233558896124977,7.850248005592738,12,2000,1409
full,9,CORE_GAP_RIDGE_R14,59,3.6150186516699785,0.14611212193466705,7.3906454090070755,12,2000,1409
full,9,CORE_LEVEL_RF_R14,59,3.40968665356465,-0.7440318148202144,9.911233257723598,12,2000,1409
full,9,CORE_LEVEL_RIDGE_R14,59,2.6040526062283855,-0.8385569771683128,7.496275057543625,12,2000,1409
full,9,CORE_LOCAL_R14,78,0.28451982381051316,-1.9812774268800448,2.7824313549375312,12,2000,1409
full,9,FOOD_DOMESTIC_PIPELINE_R14,78,10.188450750967622,0.20259134985320915,27.558264123417306,12,2000,1409
full,9,FOOD_OWN_LEVEL_AR_R14,78,3.0393219912976517,0.4882709192719914,6.045760515389872,12,2000,1409
full,9,FUEL_CONSTANT_PUMP_R14,78,0.08671618771178495,-0.24245242336551642,0.4478131681314252,12,2000,1409
full,9,FUEL_ECM_R14,78,0.3264180827281909,-0.464397297988458,1.3440800063769642,12,2000,1409
full,9,FUEL_ZERO_R14,78,0.2011921141922528,-0.19267955256671568,0.7102100770269602,12,2000,1409
full,9,PIPELINE_FOOD_FUEL_R14,78,9.916523995736894,0.3546858432629746,25.624214078190835,12,2000,1409
full,9,PIPELINE_GAP_RF_R14,59,14.40281519037482,0.6898187262991012,32.73807649387724,12,2000,1409
full,9,PIPELINE_GAP_RIDGE_R14,59,21.143368556665276,0.3278878209270573,52.57441832262577,12,2000,1409
full,10,CORE_GAP_ADAPT_R14,55,5.899610449170754,-0.21175438515257544,14.515348880989942,12,2000,1409
full,10,CORE_GAP_RF_R14,55,2.4970608597711577,-4.936812564267129,10.985583772132324,12,2000,1409
full,10,CORE_GAP_RIDGE_R14,55,5.240168155909124,-0.11373516704799715,12.38120352859969,12,2000,1409
full,10,CORE_LEVEL_RF_R14,55,3.1538901058652944,-1.6424632714124978,9.74906805960604,12,2000,1409
full,10,CORE_LEVEL_RIDGE_R14,55,3.0723760202338584,-0.5863956073683707,7.828148255504293,12,2000,1409
full,10,CORE_LOCAL_R14,77,-0.3163451892058945,-3.4838120905052112,3.000904467400821,12,2000,1409
full,10,FOOD_DOMESTIC_PIPELINE_R14,77,15.983408495617617,0.2762388941706641,43.69554383239649,12,2000,1409
full,10,FOOD_OWN_LEVEL_AR_R14,77,4.041327702387601,0.5808304331443402,8.31386385540015,12,2000,1409
full,10,FUEL_CONSTANT_PUMP_R14,77,0.10528633070834026,-0.3304200803705272,0.6491506839700069,12,2000,1409
full,10,FUEL_ECM_R14,77,0.35770683613238485,-0.574462318757396,1.7005908330634139,12,2000,1409
full,10,FUEL_ZERO_R14,77,0.24383776258642526,-0.28340724108285703,0.9238805502978347,12,2000,1409
full,10,PIPELINE_FOOD_FUEL_R14,77,15.530768851694745,0.4615847017655446,43.16369150574735,12,2000,1409
full,10,PIPELINE_GAP_RF_R14,55,23.48254567422092,0.07102818617017934,58.40186772911795,12,2000,1409
full,10,PIPELINE_GAP_RIDGE_R14,55,35.42610153646447,0.21745190284906762,89.49045296832858,12,2000,1409
full,11,CORE_GAP_ADAPT_R14,54,9.010017163050382,-0.506494940152875,21.7675291669916,12,2000,1409
full,11,CORE_GAP_RF_R14,54,3.6288742456374377,-4.992439505213467,14.609122866216762,12,2000,1409
full,11,CORE_GAP_RIDGE_R14,54,8.273574622539384,-0.33695136931091685,20.240117374081382,12,2000,1409
full,11,CORE_LEVEL_RF_R14,54,3.3349168742647985,-3.0128510453874626,11.718917614879345,12,2000,1409
full,11,CORE_LEVEL_RIDGE_R14,54,4.710467984413752,-0.04161635388843174,10.373906848417409,12,2000,1409
full,11,CORE_LOCAL_R14,76,-0.35992055658248207,-4.703897221447725,3.6055233844002066,12,2000,1409
full,11,FOOD_DOMESTIC_PIPELINE_R14,76,24.995055739357372,0.2339178045622544,69.73212133796761,12,2000,1409
full,11,FOOD_OWN_LEVEL_AR_R14,76,5.298266588070905,0.6719776315005074,11.066045269657312,12,2000,1409
full,11,FUEL_CONSTANT_PUMP_R14,76,0.12379981436392302,-0.4210136325275426,0.7311909676208123,12,2000,1409
full,11,FUEL_ECM_R14,76,0.3274057916752094,-0.7851867123381192,1.7339646503384576,12,2000,1409
full,11,FUEL_ZERO_R14,76,0.29779879445234986,-0.34409348123560507,1.1151220092887166,12,2000,1409
full,11,PIPELINE_FOOD_FUEL_R14,76,24.20328895957282,0.6116483282967674,67.19462512798644,12,2000,1409
full,11,PIPELINE_GAP_RF_R14,54,36.760823586723205,0.6508802923329536,89.56972415333497,12,2000,1409
full,11,PIPELINE_GAP_RIDGE_R14,54,55.80836662823314,0.7426277538024961,143.5084883126383,12,2000,1409
full,12,CORE_GAP_ADAPT_R14,53,12.960277893696508,-0.8411372582610733,32.88782697260776,12,2000,1409
full,12,CORE_GAP_RF_R14,53,4.989049208406481,-5.963035285204275,17.700931828224235,12,2000,1409
full,12,CORE_GAP_RIDGE_R14,53,12.175243180287206,-0.5315867780862966,31.438003294614695,12,2000,1409
full,12,CORE_LEVEL_RF_R14,53,3.466263725742787,-3.9214080612390316,12.312080651228838,12,2000,1409
full,12,CORE_LEVEL_RIDGE_R14,53,6.955342486425346,0.708217562869422,15.041472242543655,12,2000,1409
full,12,CORE_LOCAL_R14,75,-0.34423646218558795,-4.974637461579988,4.400425842596724,12,2000,1409
full,12,FOOD_DOMESTIC_PIPELINE_R14,75,37.76333561734101,0.5029869409156073,107.64508329664098,12,2000,1409
full,12,FOOD_OWN_LEVEL_AR_R14,75,6.801324698716222,1.0217995180767887,14.977944764505223,12,2000,1409
full,12,FUEL_CONSTANT_PUMP_R14,75,0.17775478055453825,-0.5174368502228955,1.0680505043929995,12,2000,1409
full,12,FUEL_ECM_R14,75,0.35054472159237776,-0.9499813889473566,1.8637059730216468,12,2000,1409
full,12,FUEL_ZERO_R14,75,0.36445481528264917,-0.4279362657372872,1.3542623379766303,12,2000,1409
full,12,PIPELINE_FOOD_FUEL_R14,75,36.61017002319988,0.9267344907950752,100.98766757043134,12,2000,1409
full,12,PIPELINE_GAP_RF_R14,53,56.33740596520718,0.5667045474639293,145.96682740114642,12,2000,1409
full,12,PIPELINE_GAP_RIDGE_R14,53,85.40437923898523,0.7920014541908237,225.37527145908018,12,2000,1409
recent_targets,1,CORE_GAP_ADAPT_R14,31,0.0008687029142816149,-0.011850964171856194,0.015057729903984244,12,2000,1409
recent_targets,1,CORE_GAP_RF_R14,31,-0.01004095341582253,-0.021362788139214533,0.0024237774786553252,12,2000,1409
recent_targets,1,CORE_GAP_RIDGE_R14,31,-0.000642635553341522,-0.01186446069201785,0.012449485789202634,12,2000,1409
recent_targets,1,CORE_LEVEL_RF_R14,31,-0.013736333460522308,-0.026542616741196755,0.0008601803353224079,12,2000,1409
recent_targets,1,CORE_LEVEL_RIDGE_R14,31,0.002213528355094737,-0.008480023019364003,0.014918639977164356,12,2000,1409
recent_targets,1,CORE_LOCAL_R14,31,-0.015601610057899408,-0.027084572069858624,-0.0023042201381858743,12,2000,1409
recent_targets,1,FOOD_DOMESTIC_PIPELINE_R14,31,-0.0015369399847014766,-0.012834932345419044,0.011399926876432539,12,2000,1409
recent_targets,1,FOOD_OWN_LEVEL_AR_R14,31,0.001790695956013752,-0.01432384632238072,0.016816939723855166,12,2000,1409
recent_targets,1,FUEL_CONSTANT_PUMP_R14,31,-0.017525466149992633,-0.035963869708592576,-0.0017034895618610153,12,2000,1409
recent_targets,1,FUEL_ECM_R14,31,-0.023263216797589893,-0.043677273209794316,-0.004001903684712596,12,2000,1409
recent_targets,1,FUEL_ZERO_R14,31,-0.005285015222720698,-0.016463894497499625,0.0038078192079011985,12,2000,1409
recent_targets,1,PIPELINE_FOOD_FUEL_R14,31,-0.021848010894329608,-0.04952685451133071,0.0023804520777111647,12,2000,1409
recent_targets,1,PIPELINE_GAP_RF_R14,31,-0.03123838807711097,-0.06118752800749082,-0.006359497212642829,12,2000,1409
recent_targets,1,PIPELINE_GAP_RIDGE_R14,31,-0.023685635012897884,-0.04999348425147066,-0.0022528994726213687,12,2000,1409
recent_targets,2,CORE_GAP_ADAPT_R14,31,-0.006132478999264098,-0.05336455282772524,0.0492757185089844,12,2000,1409
recent_targets,2,CORE_GAP_RF_R14,31,-0.031866023593177244,-0.07380792053937602,0.015040064146457584,12,2000,1409
recent_targets,2,CORE_GAP_RIDGE_R14,31,-0.01081592940587804,-0.053964098888682685,0.041345013198043706,12,2000,1409
recent_targets,2,CORE_LEVEL_RF_R14,31,-0.03920885877097129,-0.08867579582961739,0.016418038342888845,12,2000,1409
recent_targets,2,CORE_LEVEL_RIDGE_R14,31,0.005254918320148326,-0.04297525238196921,0.05838069151725409,12,2000,1409
recent_targets,2,CORE_LOCAL_R14,31,-0.04848565734218708,-0.09695147231478965,0.0016169927380770442,12,2000,1409
recent_targets,2,FOOD_DOMESTIC_PIPELINE_R14,31,-0.03541638300003723,-0.07351863142463294,-0.0019050461178412457,12,2000,1409
recent_targets,2,FOOD_OWN_LEVEL_AR_R14,31,-0.028814379936388832,-0.08397203174920534,0.015647040255713594,12,2000,1409
recent_targets,2,FUEL_CONSTANT_PUMP_R14,31,-0.029418710828793552,-0.06115440986394429,-0.0015910413487616245,12,2000,1409
recent_targets,2,FUEL_ECM_R14,31,-0.0422913267573466,-0.08054010185407744,-0.00684039525897328,12,2000,1409
recent_targets,2,FUEL_ZERO_R14,31,-0.015991927358766277,-0.04323097092646246,0.004924581050123576,12,2000,1409
recent_targets,2,PIPELINE_FOOD_FUEL_R14,31,-0.07159409927045324,-0.12871819150854996,-0.01717036853390855,12,2000,1409
recent_targets,2,PIPELINE_GAP_RF_R14,31,-0.1083801021398908,-0.1845748531408613,-0.04814347204551044,12,2000,1409
recent_targets,2,PIPELINE_GAP_RIDGE_R14,31,-0.0902268656724548,-0.15028448687067683,-0.0426492160402443,12,2000,1409
recent_targets,3,CORE_GAP_ADAPT_R14,31,-0.021494828566509416,-0.09989629854539385,0.061675827174915376,12,2000,1409
recent_targets,3,CORE_GAP_RF_R14,31,-0.04691314876867565,-0.11512221402697485,0.023887150270060137,12,2000,1409
recent_targets,3,CORE_GAP_RIDGE_R14,31,-0.029318026940076063,-0.10439534884893134,0.047315259172266706,12,2000,1409
recent_targets,3,CORE_LEVEL_RF_R14,31,-0.06417345074531663,-0.14175947735174987,0.01115432682069206,12,2000,1409
recent_targets,3,CORE_LEVEL_RIDGE_R14,31,0.001327453210193932,-0.08514189018191119,0.08065144355423465,12,2000,1409
recent_targets,3,CORE_LOCAL_R14,31,-0.07323471769461472,-0.14445498422886258,-0.00036805072592414304,12,2000,1409
recent_targets,3,FOOD_DOMESTIC_PIPELINE_R14,31,-0.012135667975382855,-0.06072605732199846,0.027452824383997796,12,2000,1409
recent_targets,3,FOOD_OWN_LEVEL_AR_R14,31,-0.0019002364464024092,-0.08139650117724899,0.07560183102334884,12,2000,1409
recent_targets,3,FUEL_CONSTANT_PUMP_R14,31,-0.007037221502016042,-0.03663258208185166,0.02413720403536359,12,2000,1409
recent_targets,3,FUEL_ECM_R14,31,-0.02157062792737734,-0.05188237310294188,0.008039973151876758,12,2000,1409
recent_targets,3,FUEL_ZERO_R14,31,-0.010196885512046915,-0.03247428964469779,0.009389851588866068,12,2000,1409
recent_targets,3,PIPELINE_FOOD_FUEL_R14,31,-0.025398711971713596,-0.06773439535218116,0.01946263705284714,12,2000,1409
recent_targets,3,PIPELINE_GAP_RF_R14,31,-0.0948463035555594,-0.17634827882639262,-0.020408750231238598,12,2000,1409
recent_targets,3,PIPELINE_GAP_RIDGE_R14,31,-0.07601231599899803,-0.1548069766686687,-0.0003351176061897772,12,2000,1409
recent_targets,4,CORE_GAP_ADAPT_R14,31,-0.020930997009960168,-0.12443198818456831,0.07666088615442673,12,2000,1409
recent_targets,4,CORE_GAP_RF_R14,31,-0.046794826029895514,-0.13615497380849312,0.04004500521564122,12,2000,1409
recent_targets,4,CORE_GAP_RIDGE_R14,31,-0.03082230101559818,-0.11772320573218424,0.046816484815597595,12,2000,1409
recent_targets,4,CORE_LEVEL_RF_R14,31,-0.08739552152381501,-0.159455981304485,-0.029679537190124193,12,2000,1409
recent_targets,4,CORE_LEVEL_RIDGE_R14,31,-0.015827308862659685,-0.11290540011213375,0.07962827722385436,12,2000,1409
recent_targets,4,CORE_LOCAL_R14,31,-0.07013081999198972,-0.16069191705104896,0.01774712016149512,12,2000,1409
recent_targets,4,FOOD_DOMESTIC_PIPELINE_R14,31,0.007524303565947807,-0.07296867328483005,0.07911576472258652,12,2000,1409
recent_targets,4,FOOD_OWN_LEVEL_AR_R14,31,0.043666716063234016,-0.07916545052092189,0.1710837809262401,12,2000,1409
recent_targets,4,FUEL_CONSTANT_PUMP_R14,31,0.003328979889400401,-0.029722930369284074,0.04173349908196811,12,2000,1409
recent_targets,4,FUEL_ECM_R14,31,-0.011040760299649895,-0.05363826119026833,0.029112884154354216,12,2000,1409
recent_targets,4,FUEL_ZERO_R14,31,-0.0009934040009285025,-0.02069922303509811,0.020835053736627945,12,2000,1409
recent_targets,4,PIPELINE_FOOD_FUEL_R14,31,0.01024084315099271,-0.08964679278515716,0.12027383100605284,12,2000,1409
recent_targets,4,PIPELINE_GAP_RF_R14,31,-0.08933425921793171,-0.20002835557584486,0.03622049271459511,12,2000,1409
recent_targets,4,PIPELINE_GAP_RIDGE_R14,31,-0.0672704950394201,-0.1611696396818849,0.03699910466863922,12,2000,1409
recent_targets,5,CORE_GAP_ADAPT_R14,31,0.01791733758515961,-0.1492235225878561,0.19351424440887363,12,2000,1409
recent_targets,5,CORE_GAP_RF_R14,31,-0.016238557995870106,-0.15756920784692033,0.12890922516073638,12,2000,1409
recent_targets,5,CORE_GAP_RIDGE_R14,31,-0.02051656200810606,-0.12360542122487461,0.07191185284333802,12,2000,1409
recent_targets,5,CORE_LEVEL_RF_R14,31,-0.11703585052771714,-0.17912372660044146,-0.04727832633582736,12,2000,1409
recent_targets,5,CORE_LEVEL_RIDGE_R14,31,-0.03658171840119479,-0.1892351215135396,0.14734519826347536,12,2000,1409
recent_targets,5,CORE_LOCAL_R14,31,-0.05392960176551732,-0.18873855043930074,0.12059829147439277,12,2000,1409
recent_targets,5,FOOD_DOMESTIC_PIPELINE_R14,31,-0.002731463805530012,-0.07089623291842068,0.07737110345108049,12,2000,1409
