horizon,policy,model,n,rmse,mae,bias,fallback_rate
3,common,AR3,21,0.5011350979951344,0.3682420235576672,0.00695719992577454,0.0
3,paper_full,TVW3_leaf_QRF,21,0.5249347691863193,0.3632626686346855,-0.09975635079258437,0.0
3,paper_sentiment,TVW3_leaf_QRF,21,0.5386927424135649,0.3857442033763573,-0.08771426545815436,0.0
3,paper_independent,TVW3_leaf_QRF,21,0.544202867365596,0.39829110549180724,-0.10308490071652456,0.0
3,common,RW,21,0.6204899314499772,0.4753216097599621,-0.009909350375420749,0.0
