origin,as_of,model,variable,h,target,forecast,actual,persistence,n_distinct_ulc_quarters
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,goods,3,2021-07,-0.0010016599884011459,0.42602010682621094,0.07142076130065919,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,goods,4,2021-08,-0.42786935923992997,0.2697730066952828,-0.387753450151208,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,goods,5,2021-09,0.10075574360121253,1.1495757131151232,0.1297232636425102,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,goods,6,2021-10,0.47334328140712195,1.3618609853849495,0.5063850714396396,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,goods,7,2021-11,-0.1000007234416931,1.0423107724565734,-0.06670818503926647,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,goods,8,2021-12,-0.2719202312717948,1.2088782422422821,-0.24100526094017355,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,goods,9,2022-01,0.06893341657016687,0.6901909312529793,0.0976293427041693,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,goods,10,2022-02,0.17218269502841274,1.3256886801125847,0.20011080353941382,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,goods,11,2022-03,0.15094895623121474,1.2551312637996994,0.1785488422894754,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,goods,12,2022-04,0.09472707386896749,1.3405192483202626,0.121989590410682,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,unemployment,1,2021-05,3.2014056223073344,3.1,3.3,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,unemployment,2,2021-06,3.1439435700814364,2.7,3.3,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,unemployment,3,2021-07,3.103040476455743,2.6,3.3,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,unemployment,4,2021-08,3.0730678672771403,2.8,3.3,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,unemployment,5,2021-09,3.048849805182304,2.5,3.3,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,unemployment,6,2021-10,3.026821987740265,2.5,3.3,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,unemployment,7,2021-11,3.004991585700798,2.2,3.3,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,unemployment,8,2021-12,2.984562940527934,2.2,3.3,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,unemployment,9,2022-01,2.9660148856704738,2.3,3.3,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,unemployment,10,2022-02,2.9489116133981765,2.5,3.3,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,unemployment,11,2022-03,2.932866794608901,2.2,3.3,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,unemployment,12,2022-04,2.9177662806700577,2.5,3.3,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,ulc,1,2021-05,8.226348598680927,1.2726554539222672,8.674790708954157,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,ulc,2,2021-06,8.13057266936752,3.0649952343960156,8.674790708954157,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,ulc,3,2021-07,7.972353630332264,3.0649952343960156,8.674790708954157,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,ulc,4,2021-08,7.816454455826502,3.0649952343960156,8.674790708954157,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,ulc,5,2021-09,7.710271177410026,5.10836288033879,8.674790708954157,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,ulc,6,2021-10,7.618982772289089,5.10836288033879,8.674790708954157,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,ulc,7,2021-11,7.526919188039599,5.10836288033879,8.674790708954157,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,ulc,8,2021-12,7.438316460589146,2.5752496102414764,8.674790708954157,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,ulc,9,2022-01,7.357908347302277,2.5752496102414764,8.674790708954157,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,ulc,10,2022-02,7.286316843827203,2.5752496102414764,8.674790708954157,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,ulc,11,2022-03,7.222035070147036,4.656423114127819,8.674790708954157,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,ulc,12,2022-04,7.163507936055854,4.656423114127819,8.674790708954157,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,ip,1,2021-05,2.434799531255089,0.8306225224694603,-2.7979378408439377,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,ip,2,2021-06,1.7947573630973022,-0.8434801505802428,-2.7979378408439377,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,ip,3,2021-07,0.7606284812738423,-1.5549958255569933,-2.7979378408439377,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,ip,4,2021-08,0.3145915241781373,-0.41160388037313,-2.7979378408439377,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,ip,5,2021-09,0.49636632263228614,-3.860839832330127,-2.7979378408439377,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,ip,6,2021-10,0.6978349882632757,-4.10096165971066,-2.7979378408439377,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,ip,7,2021-11,0.8125737672659967,3.5553672176899473,-2.7979378408439377,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,ip,8,2021-12,0.8482351542755726,2.5587116747213443,-2.7979378408439377,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,ip,9,2022-01,0.8286150792801167,5.088633147081775,-2.7979378408439377,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,ip,10,2022-02,0.7896550261564272,-2.9745214436381566,-2.7979378408439377,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,ip,11,2022-03,0.7578226625581475,2.3181361273677648,-2.7979378408439377,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,ip,12,2022-04,0.7362653973965863,-2.6258950938686096,-2.7979378408439377,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,imports,1,2021-05,-0.10587599820133364,0.09995003330834763,0.6150697379398489,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,imports,2,2021-06,-0.4855107012206194,1.1928570865273829,-0.03926754853090686,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,imports,3,2021-07,0.02288274195452919,2.37165266173161,0.46319521974578926,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,imports,4,2021-08,-0.08218212647214178,0.29955089797984497,0.4250990827346681,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,imports,5,2021-09,0.5976560968241548,1.390290516899148,1.0999157963659383,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,imports,6,2021-10,0.5684439062953162,2.5667746748577738,1.0678212011900472,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,imports,7,2021-11,-0.15848731657172135,0.7968169649176846,0.3384242997247319,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,imports,8,2021-12,0.10954212052838277,0.7968169649176846,0.6003870309554985,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,imports,9,2022-01,-0.19825007004697845,-0.6018072325562959,0.29252340962401296,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,imports,10,2022-02,-0.0956202219201826,1.4888612493750655,0.3992021269537509,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,imports,11,2022-03,0.774497952578304,6.765864847381481,1.2726302157528164,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,imports,12,2022-04,0.40557699657893004,-0.3004509020298693,0.9059514977622327,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,ppi,1,2021-05,0.8557740099615624,1.2333147077216073,2.2630773910615094,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,ppi,2,2021-06,0.2683702087412976,1.0162689092201838,1.7397145256270032,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,ppi,3,2021-07,0.26669605215753256,2.0020688730896774,1.7668855297600217,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,ppi,4,2021-08,0.25446146420962945,1.3779745598017374,1.7993713684372838,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,ppi,5,2021-09,0.5000916576365019,0.7789718065333436,2.066921721001771,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,ppi,6,2021-10,0.48310518928337204,1.7308124379337406,2.0528894126285584,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,ppi,7,2021-11,0.0484051815073267,1.1374530217685772,1.621587038168881,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,ppi,8,2021-12,0.14323567342588428,-0.2831526195738452,1.7226893860730168,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,ppi,9,2022-01,0.42587240797438963,1.8727139050697732,2.011843572677433,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,ppi,10,2022-02,0.11441822242094907,1.929320293467907,1.7058979458757366,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,ppi,11,2022-03,0.19301423109148086,4.796656586543753,1.7885800307075268,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,ppi,12,2022-04,0.42069358059055517,2.568634370932775,2.019539518123988,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,fx,1,2021-05,-0.6265897039304691,-1.421880137895802,-1.185334480673851,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,fx,2,2021-06,-0.8074708175450593,-0.407747761665615,-1.915348548801589,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,fx,3,2021-07,-0.3244121132378225,0.7319731282135173,-1.5378869847822598,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,fx,4,2021-08,-0.24420424386700385,-0.6769870697211658,-1.4096606535139076,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,fx,5,2021-09,0.2873993759265764,-0.31855301738788805,-0.8791071316269792,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,fx,6,2021-10,5.552990973925476e-05,0.38528118111050685,-1.1456279510652831,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,fx,7,2021-11,-0.8698633799199945,-0.3340869767514161,-2.0178121977959456,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,fx,8,2021-12,-0.21325530236109527,-0.5645829000854158,-1.3801947165801989,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,fx,9,2022-01,-0.567654494183838,-3.169633477108909,-1.7452482304164294,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,fx,10,2022-02,-0.33002201437148593,-0.1226793316535405,-1.5100255276010046,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,fx,11,2022-03,1.179956448339984,2.301555674310855,-0.0011256845626210765,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,fx,12,2022-04,0.2032307014843596,-2.3097396500908403,-0.9788382089735965,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,brent,1,2021-05,5.619403243653375,4.461274499494283,4.907109244355693,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,brent,2,2021-06,1.6122114066272648,7.199317171719187,0.05237416276018325,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,brent,3,2021-07,1.88462337190163,1.198990186997333,-1.224354395593106,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,brent,4,2021-08,2.4099000285638503,-5.221918547883481,-1.754954839048198,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,brent,5,2021-09,4.844854712272295,6.003215372960565,0.27753421020229774,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,brent,6,2021-10,4.54773250285103,11.195241437758535,-0.14034718231747,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,brent,7,2021-11,0.5826081679240085,-3.5200718895392757,-4.016064252003561,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,brent,8,2021-12,6.0291984669802225,-7.7719766896150535,1.5775683560933609,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,brent,9,2022-01,2.0865676276171565,13.44923816311299,-2.2879375419202015,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,brent,10,2022-02,3.0213378906864703,9.501140829438025,-1.3338853498768781,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,brent,11,2022-03,-3.699415032889781,17.82506783071503,-8.045921360876564,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,brent,12,2022-04,3.7540185094803293,-5.996889673553076,-0.570253181304867,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,metals,1,2021-05,0.9198728867416128,6.64673766144608,2.391873027066855,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,metals,2,2021-06,3.0509015602472305,-1.5426310456557668,4.90660124161581,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,metals,3,2021-07,3.4031311712784666,0.9824471524272235,5.212593987007239,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,metals,4,2021-08,3.4216640325740366,1.0630339007746321,5.159499598800741,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,metals,5,2021-09,2.159425733123238,3.201728074869338,3.946431043129087,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,metals,6,2021-10,2.5027953445112807,4.120032486596388,4.293059517517,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,metals,7,2021-11,3.1257449824128027,-4.102010411288484,4.935619524040823,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,metals,8,2021-12,1.948588481350763,1.2868584432478014,3.7955007652282036,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,metals,9,2022-01,1.895274367787372,6.914341696371297,3.7727446303931793,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,metals,10,2022-02,3.048305574768957,3.9130960995064585,4.94340106632609,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,metals,11,2022-03,0.45868272054430825,15.662710595180776,2.3682683374560725,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_LINEAR_R22,metals,12,2022-04,1.1914206164914611,-3.569196844490131,3.1177510408769695,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,core,1,2021-05,0.13822254142172305,0.39920212695374535,0.11272544332651974,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,core,2,2021-06,0.10162980585479368,0.8959741371471904,0.08791160034414795,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,core,3,2021-07,0.8214619867591129,1.4888612493750655,0.6695880011802028,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,core,4,2021-08,0.13707593918543146,0.9950330853168083,-0.06500196546813228,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,core,5,2021-09,-0.678285145649204,0.19980026626730563,-0.7604163888931519,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,core,6,2021-10,0.28253410092101466,1.2916225266546328,0.357199140576463,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,core,7,2021-11,-0.04806150391550651,1.0939940038334364,-0.14322270959355232,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,core,8,2021-12,0.3131495629598952,0.7968169649176874,0.0015206489269012358,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,core,9,2022-01,0.5569495688156105,1.6857117066422904,0.3516177108852988,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,core,10,2022-02,0.2197797917083934,0.8959741371471904,0.25086190757526217,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,core,11,2022-03,-0.04518581871130514,0.6975613736425241,-0.20020026706730776,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,core,12,2022-04,0.514021078827894,1.4888612493750655,0.2225950718743132,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,services,1,2021-05,0.2864116169674771,0.1675208203302706,-0.1965293528988278,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,services,2,2021-06,0.6116220993153643,1.05973126366879,0.4559935263390827,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,services,3,2021-07,3.0618448821047752,4.086606555758583,2.913998772974671,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,services,4,2021-08,0.07980566271661224,1.2557781093807285,0.13485807920892084,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,services,5,2021-09,-3.04987520876766,-3.3267447801978958,-3.374106434004333,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,services,6,2021-10,-0.07835992641881469,0.24319809820758573,-0.16117371431342145,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,services,7,2021-11,-0.44182185116642825,0.6993823291787478,-0.6428253542496583,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,services,8,2021-12,0.6931383638868954,0.5496707799362975,0.05918734176730914,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,services,9,2022-01,2.151569340378698,3.3054587603024257,1.5184435941090237,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,services,10,2022-02,0.9625833419829816,1.5238234991450526,0.7231786605981384,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,services,11,2022-03,-1.2553580830907352,-0.0005310857167818798,-1.312356118407253,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,services,12,2022-04,-0.05620895142536381,1.1364169762131173,-0.43742090741717793,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,housing,1,2021-05,0.33327213426520663,0.5411146621972234,0.39448882996548346,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,housing,2,2021-06,0.19672600840936308,0.7402602703440126,0.24844103252031188,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,housing,3,2021-07,0.31787325687327533,1.0636748095500164,0.29417243862151937,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,housing,4,2021-08,0.4599402102321376,1.0333657935131433,0.3524522339741404,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,housing,5,2021-09,0.30932924895541025,1.1732660804819073,0.2084940398516021,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,housing,6,2021-10,0.40718588942716916,1.4560694878934468,0.33846855698221257,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,housing,7,2021-11,0.3414776638605834,1.088740695685898,0.26635371450960355,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,housing,8,2021-12,0.47481264029896014,0.4976501267551938,0.280596571453917,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,housing,9,2022-01,0.6162913537188749,0.8606913390244788,0.45438082795912194,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,housing,10,2022-02,0.17722042506880972,0.4549228211940769,0.17763650857132965,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,housing,11,2022-03,0.09898886026623258,0.44684870066583027,0.1283919977264967,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,housing,12,2022-04,0.3730297045242354,0.985884344873363,0.30198190134734676,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,goods,1,2021-05,-0.31006608844871275,0.779181643893174,0.2662678087085294,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,goods,2,2021-06,-0.7199890182034151,0.47000698951603787,0.08291303651076193,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,goods,3,2021-07,-0.08332644184863826,0.42602010682621094,0.07142076130065919,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,goods,4,2021-08,-0.314061972797063,0.2697730066952828,-0.387753450151208,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,goods,5,2021-09,-0.1577098735875008,1.1495757131151232,0.1297232636425102,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,goods,6,2021-10,0.1515220939255832,1.3618609853849495,0.5063850714396396,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,goods,7,2021-11,-0.42058779137665636,1.0423107724565734,-0.06670818503926647,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,goods,8,2021-12,-0.3610664345724406,1.2088782422422821,-0.24100526094017355,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,goods,9,2022-01,-0.015084044919656842,0.6901909312529793,0.0976293427041693,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,goods,10,2022-02,-0.059530458031232206,1.3256886801125847,0.20011080353941382,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,goods,11,2022-03,-0.07850776275801265,1.2551312637996994,0.1785488422894754,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,goods,12,2022-04,-0.05657888237600596,1.3405192483202626,0.121989590410682,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,unemployment,1,2021-05,3.1300838161705964,3.1,3.3,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,unemployment,2,2021-06,3.0063339785207583,2.7,3.3,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,unemployment,3,2021-07,2.8011988587792214,2.6,3.3,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,unemployment,4,2021-08,2.6539919357367316,2.8,3.3,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,unemployment,5,2021-09,2.4255276048947323,2.5,3.3,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,unemployment,6,2021-10,2.407394805729933,2.5,3.3,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,unemployment,7,2021-11,2.1632108998919595,2.2,3.3,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,unemployment,8,2021-12,2.0582888393161123,2.2,3.3,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,unemployment,9,2022-01,1.9971574448726366,2.3,3.3,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,unemployment,10,2022-02,1.9014003407252376,2.5,3.3,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,unemployment,11,2022-03,1.8435241006360068,2.2,3.3,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,unemployment,12,2022-04,1.8932372023108408,2.5,3.3,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,ulc,1,2021-05,8.683996405656549,1.2726554539222672,8.674790708954157,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,ulc,2,2021-06,8.369529008665038,3.0649952343960156,8.674790708954157,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,ulc,3,2021-07,7.38886244353393,3.0649952343960156,8.674790708954157,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,ulc,4,2021-08,6.221733757419646,3.0649952343960156,8.674790708954157,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,ulc,5,2021-09,5.633331697574483,5.10836288033879,8.674790708954157,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,ulc,6,2021-10,5.373383100528033,5.10836288033879,8.674790708954157,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,ulc,7,2021-11,4.49787649577471,5.10836288033879,8.674790708954157,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,ulc,8,2021-12,4.3486397243043085,2.5752496102414764,8.674790708954157,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,ulc,9,2022-01,4.628255895006156,2.5752496102414764,8.674790708954157,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,ulc,10,2022-02,4.530833186743491,2.5752496102414764,8.674790708954157,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,ulc,11,2022-03,4.477972994632717,4.656423114127819,8.674790708954157,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,ulc,12,2022-04,4.3501393547003655,4.656423114127819,8.674790708954157,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,ip,1,2021-05,7.739587731541399,0.8306225224694603,-2.7979378408439377,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,ip,2,2021-06,0.26583441801811664,-0.8434801505802428,-2.7979378408439377,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,ip,3,2021-07,1.8157363161523754,-1.5549958255569933,-2.7979378408439377,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,ip,4,2021-08,5.8812891028631356,-0.41160388037313,-2.7979378408439377,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,ip,5,2021-09,11.760844182970642,-3.860839832330127,-2.7979378408439377,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,ip,6,2021-10,4.113484489315851,-4.10096165971066,-2.7979378408439377,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,ip,7,2021-11,-3.4502873497159046,3.5553672176899473,-2.7979378408439377,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,ip,8,2021-12,-1.6762389080952156,2.5587116747213443,-2.7979378408439377,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,ip,9,2022-01,0.8168543338340011,5.088633147081775,-2.7979378408439377,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,ip,10,2022-02,-4.382863591933949,-2.9745214436381566,-2.7979378408439377,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,ip,11,2022-03,-7.260235041876419,2.3181361273677648,-2.7979378408439377,23
2021-04,2021-05-10T21:59:00+00:00,JOINT_ENET_R22,ip,12,2022-04,-4.065944092078894,-2.6258950938686096,-2.7979378408439377,23
