origin,as_of,model,status,n_train
2023-02,2023-03-09T22:59:00+00:00,JOINT_IMPORTED_R22,estimated,88
2023-02,2023-03-09T22:59:00+00:00,JOINT_LINEAR_R22,estimated,88
2023-02,2023-03-09T22:59:00+00:00,JOINT_ENET_R22,estimated,88
2023-02,2023-03-09T22:59:00+00:00,JOINT_RF_R22,estimated,88
2023-02,2023-03-09T22:59:00+00:00,JOINT_HALF_R22,estimated,88
2023-03,2023-04-12T21:59:00+00:00,JOINT_OWN_R22,estimated,90
2023-03,2023-04-12T21:59:00+00:00,JOINT_DOMESTIC_R22,estimated,90
2023-03,2023-04-12T21:59:00+00:00,JOINT_IMPORTED_R22,estimated,90
2023-03,2023-04-12T21:59:00+00:00,JOINT_LINEAR_R22,estimated,90
2023-03,2023-04-12T21:59:00+00:00,JOINT_ENET_R22,estimated,90
2023-03,2023-04-12T21:59:00+00:00,JOINT_RF_R22,estimated,90
2023-03,2023-04-12T21:59:00+00:00,JOINT_HALF_R22,estimated,90
2023-04,2023-05-10T21:59:00+00:00,JOINT_OWN_R22,estimated,91
2023-04,2023-05-10T21:59:00+00:00,JOINT_DOMESTIC_R22,estimated,91
2023-04,2023-05-10T21:59:00+00:00,JOINT_IMPORTED_R22,estimated,91
2023-04,2023-05-10T21:59:00+00:00,JOINT_LINEAR_R22,estimated,91
2023-04,2023-05-10T21:59:00+00:00,JOINT_ENET_R22,estimated,91
2023-04,2023-05-10T21:59:00+00:00,JOINT_RF_R22,estimated,91
2023-04,2023-05-10T21:59:00+00:00,JOINT_HALF_R22,estimated,91
2023-05,2023-06-11T21:59:00+00:00,JOINT_OWN_R22,estimated,91
2023-05,2023-06-11T21:59:00+00:00,JOINT_DOMESTIC_R22,estimated,91
2023-05,2023-06-11T21:59:00+00:00,JOINT_IMPORTED_R22,estimated,91
2023-05,2023-06-11T21:59:00+00:00,JOINT_LINEAR_R22,estimated,91
2023-05,2023-06-11T21:59:00+00:00,JOINT_ENET_R22,estimated,91
2023-05,2023-06-11T21:59:00+00:00,JOINT_RF_R22,estimated,91
2023-05,2023-06-11T21:59:00+00:00,JOINT_HALF_R22,estimated,91
2023-06,2023-07-12T21:59:00+00:00,JOINT_OWN_R22,estimated,93
2023-06,2023-07-12T21:59:00+00:00,JOINT_DOMESTIC_R22,estimated,93
2023-06,2023-07-12T21:59:00+00:00,JOINT_IMPORTED_R22,estimated,93
2023-06,2023-07-12T21:59:00+00:00,JOINT_LINEAR_R22,estimated,93
2023-06,2023-07-12T21:59:00+00:00,JOINT_ENET_R22,estimated,93
2023-06,2023-07-12T21:59:00+00:00,JOINT_RF_R22,estimated,93
2023-06,2023-07-12T21:59:00+00:00,JOINT_HALF_R22,estimated,93
2023-07,2023-08-09T21:59:00+00:00,JOINT_OWN_R22,estimated,94
2023-07,2023-08-09T21:59:00+00:00,JOINT_DOMESTIC_R22,estimated,94
2023-07,2023-08-09T21:59:00+00:00,JOINT_IMPORTED_R22,estimated,94
2023-07,2023-08-09T21:59:00+00:00,JOINT_LINEAR_R22,estimated,94
2023-07,2023-08-09T21:59:00+00:00,JOINT_ENET_R22,estimated,94
2023-07,2023-08-09T21:59:00+00:00,JOINT_RF_R22,estimated,94
2023-07,2023-08-09T21:59:00+00:00,JOINT_HALF_R22,estimated,94
2023-08,2023-09-10T21:59:00+00:00,JOINT_OWN_R22,estimated,94
2023-08,2023-09-10T21:59:00+00:00,JOINT_DOMESTIC_R22,estimated,94
2023-08,2023-09-10T21:59:00+00:00,JOINT_IMPORTED_R22,estimated,94
2023-08,2023-09-10T21:59:00+00:00,JOINT_LINEAR_R22,estimated,94
2023-08,2023-09-10T21:59:00+00:00,JOINT_ENET_R22,estimated,94
2023-08,2023-09-10T21:59:00+00:00,JOINT_RF_R22,estimated,94
2023-08,2023-09-10T21:59:00+00:00,JOINT_HALF_R22,estimated,94
2023-09,2023-10-09T21:59:00+00:00,JOINT_OWN_R22,estimated,96
2023-09,2023-10-09T21:59:00+00:00,JOINT_DOMESTIC_R22,estimated,96
2023-09,2023-10-09T21:59:00+00:00,JOINT_IMPORTED_R22,estimated,96
2023-09,2023-10-09T21:59:00+00:00,JOINT_LINEAR_R22,estimated,96
2023-09,2023-10-09T21:59:00+00:00,JOINT_ENET_R22,estimated,96
2023-09,2023-10-09T21:59:00+00:00,JOINT_RF_R22,estimated,96
2023-09,2023-10-09T21:59:00+00:00,JOINT_HALF_R22,estimated,96
2023-10,2023-11-09T22:59:00+00:00,JOINT_OWN_R22,estimated,96
2023-10,2023-11-09T22:59:00+00:00,JOINT_DOMESTIC_R22,estimated,96
2023-10,2023-11-09T22:59:00+00:00,JOINT_IMPORTED_R22,estimated,96
2023-10,2023-11-09T22:59:00+00:00,JOINT_LINEAR_R22,estimated,96
2023-10,2023-11-09T22:59:00+00:00,JOINT_ENET_R22,estimated,96
2023-10,2023-11-09T22:59:00+00:00,JOINT_RF_R22,estimated,96
2023-10,2023-11-09T22:59:00+00:00,JOINT_HALF_R22,estimated,96
2023-11,2023-12-10T22:59:00+00:00,JOINT_OWN_R22,estimated,96
2023-11,2023-12-10T22:59:00+00:00,JOINT_DOMESTIC_R22,estimated,96
2023-11,2023-12-10T22:59:00+00:00,JOINT_IMPORTED_R22,estimated,96
2023-11,2023-12-10T22:59:00+00:00,JOINT_LINEAR_R22,estimated,96
2023-11,2023-12-10T22:59:00+00:00,JOINT_ENET_R22,estimated,96
2023-11,2023-12-10T22:59:00+00:00,JOINT_RF_R22,estimated,96
2023-11,2023-12-10T22:59:00+00:00,JOINT_HALF_R22,estimated,96
2023-12,2024-01-10T22:59:00+00:00,JOINT_OWN_R22,estimated,96
2023-12,2024-01-10T22:59:00+00:00,JOINT_DOMESTIC_R22,estimated,96
2023-12,2024-01-10T22:59:00+00:00,JOINT_IMPORTED_R22,estimated,96
2023-12,2024-01-10T22:59:00+00:00,JOINT_LINEAR_R22,estimated,96
2023-12,2024-01-10T22:59:00+00:00,JOINT_ENET_R22,estimated,96
2023-12,2024-01-10T22:59:00+00:00,JOINT_RF_R22,estimated,96
2023-12,2024-01-10T22:59:00+00:00,JOINT_HALF_R22,estimated,96
2024-01,2024-02-14T22:59:00+00:00,JOINT_OWN_R22,estimated,96
2024-01,2024-02-14T22:59:00+00:00,JOINT_DOMESTIC_R22,estimated,96
2024-01,2024-02-14T22:59:00+00:00,JOINT_IMPORTED_R22,estimated,96
2024-01,2024-02-14T22:59:00+00:00,JOINT_LINEAR_R22,estimated,96
2024-01,2024-02-14T22:59:00+00:00,JOINT_ENET_R22,estimated,96
2024-01,2024-02-14T22:59:00+00:00,JOINT_RF_R22,estimated,96
2024-01,2024-02-14T22:59:00+00:00,JOINT_HALF_R22,estimated,96
2024-02,2024-03-10T22:59:00+00:00,JOINT_OWN_R22,estimated,96
2024-02,2024-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,estimated,96
2024-02,2024-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,estimated,96
2024-02,2024-03-10T22:59:00+00:00,JOINT_LINEAR_R22,estimated,96
2024-02,2024-03-10T22:59:00+00:00,JOINT_ENET_R22,estimated,96
2024-02,2024-03-10T22:59:00+00:00,JOINT_RF_R22,estimated,96
2024-02,2024-03-10T22:59:00+00:00,JOINT_HALF_R22,estimated,96
2024-03,2024-04-09T21:59:00+00:00,JOINT_OWN_R22,estimated,96
2024-03,2024-04-09T21:59:00+00:00,JOINT_DOMESTIC_R22,estimated,96
2024-03,2024-04-09T21:59:00+00:00,JOINT_IMPORTED_R22,estimated,96
2024-03,2024-04-09T21:59:00+00:00,JOINT_LINEAR_R22,estimated,96
2024-03,2024-04-09T21:59:00+00:00,JOINT_ENET_R22,estimated,96
2024-03,2024-04-09T21:59:00+00:00,JOINT_RF_R22,estimated,96
2024-03,2024-04-09T21:59:00+00:00,JOINT_HALF_R22,estimated,96
2024-04,2024-05-12T21:59:00+00:00,JOINT_OWN_R22,estimated,96
2024-04,2024-05-12T21:59:00+00:00,JOINT_DOMESTIC_R22,estimated,96
2024-04,2024-05-12T21:59:00+00:00,JOINT_IMPORTED_R22,estimated,96
2024-04,2024-05-12T21:59:00+00:00,JOINT_LINEAR_R22,estimated,96
2024-04,2024-05-12T21:59:00+00:00,JOINT_ENET_R22,estimated,96
2024-04,2024-05-12T21:59:00+00:00,JOINT_RF_R22,estimated,96
2024-04,2024-05-12T21:59:00+00:00,JOINT_HALF_R22,estimated,96
2024-05,2024-06-10T21:59:00+00:00,JOINT_OWN_R22,estimated,96
2024-05,2024-06-10T21:59:00+00:00,JOINT_DOMESTIC_R22,estimated,96
2024-05,2024-06-10T21:59:00+00:00,JOINT_IMPORTED_R22,estimated,96
2024-05,2024-06-10T21:59:00+00:00,JOINT_LINEAR_R22,estimated,96
2024-05,2024-06-10T21:59:00+00:00,JOINT_ENET_R22,estimated,96
2024-05,2024-06-10T21:59:00+00:00,JOINT_RF_R22,estimated,96
2024-05,2024-06-10T21:59:00+00:00,JOINT_HALF_R22,estimated,96
2024-06,2024-07-09T21:59:00+00:00,JOINT_OWN_R22,estimated,96
2024-06,2024-07-09T21:59:00+00:00,JOINT_DOMESTIC_R22,estimated,96
2024-06,2024-07-09T21:59:00+00:00,JOINT_IMPORTED_R22,estimated,96
2024-06,2024-07-09T21:59:00+00:00,JOINT_LINEAR_R22,estimated,96
2024-06,2024-07-09T21:59:00+00:00,JOINT_ENET_R22,estimated,96
2024-06,2024-07-09T21:59:00+00:00,JOINT_RF_R22,estimated,96
2024-06,2024-07-09T21:59:00+00:00,JOINT_HALF_R22,estimated,96
2024-07,2024-08-11T21:59:00+00:00,JOINT_OWN_R22,estimated,96
2024-07,2024-08-11T21:59:00+00:00,JOINT_DOMESTIC_R22,estimated,96
2024-07,2024-08-11T21:59:00+00:00,JOINT_IMPORTED_R22,estimated,96
2024-07,2024-08-11T21:59:00+00:00,JOINT_LINEAR_R22,estimated,96
2024-07,2024-08-11T21:59:00+00:00,JOINT_ENET_R22,estimated,96
2024-07,2024-08-11T21:59:00+00:00,JOINT_RF_R22,estimated,96
2024-07,2024-08-11T21:59:00+00:00,JOINT_HALF_R22,estimated,96
2024-08,2024-09-09T21:59:00+00:00,JOINT_OWN_R22,estimated,96
2024-08,2024-09-09T21:59:00+00:00,JOINT_DOMESTIC_R22,estimated,96
2024-08,2024-09-09T21:59:00+00:00,JOINT_IMPORTED_R22,estimated,96
2024-08,2024-09-09T21:59:00+00:00,JOINT_LINEAR_R22,estimated,96
2024-08,2024-09-09T21:59:00+00:00,JOINT_ENET_R22,estimated,96
2024-08,2024-09-09T21:59:00+00:00,JOINT_RF_R22,estimated,96
2024-08,2024-09-09T21:59:00+00:00,JOINT_HALF_R22,estimated,96
2024-09,2024-10-09T21:59:00+00:00,JOINT_OWN_R22,estimated,96
2024-09,2024-10-09T21:59:00+00:00,JOINT_DOMESTIC_R22,estimated,96
2024-09,2024-10-09T21:59:00+00:00,JOINT_IMPORTED_R22,estimated,96
2024-09,2024-10-09T21:59:00+00:00,JOINT_LINEAR_R22,estimated,96
2024-09,2024-10-09T21:59:00+00:00,JOINT_ENET_R22,estimated,96
2024-09,2024-10-09T21:59:00+00:00,JOINT_RF_R22,estimated,96
2024-09,2024-10-09T21:59:00+00:00,JOINT_HALF_R22,estimated,96
2024-10,2024-11-10T22:59:00+00:00,JOINT_OWN_R22,estimated,96
2024-10,2024-11-10T22:59:00+00:00,JOINT_DOMESTIC_R22,estimated,96
2024-10,2024-11-10T22:59:00+00:00,JOINT_IMPORTED_R22,estimated,96
2024-10,2024-11-10T22:59:00+00:00,JOINT_LINEAR_R22,estimated,96
2024-10,2024-11-10T22:59:00+00:00,JOINT_ENET_R22,estimated,96
2024-10,2024-11-10T22:59:00+00:00,JOINT_RF_R22,estimated,96
2024-10,2024-11-10T22:59:00+00:00,JOINT_HALF_R22,estimated,96
2024-11,2024-12-09T22:59:00+00:00,JOINT_OWN_R22,estimated,96
2024-11,2024-12-09T22:59:00+00:00,JOINT_DOMESTIC_R22,estimated,96
2024-11,2024-12-09T22:59:00+00:00,JOINT_IMPORTED_R22,estimated,96
2024-11,2024-12-09T22:59:00+00:00,JOINT_LINEAR_R22,estimated,96
2024-11,2024-12-09T22:59:00+00:00,JOINT_ENET_R22,estimated,96
2024-11,2024-12-09T22:59:00+00:00,JOINT_RF_R22,estimated,96
2024-11,2024-12-09T22:59:00+00:00,JOINT_HALF_R22,estimated,96
2024-12,2025-01-12T22:59:00+00:00,JOINT_OWN_R22,estimated,96
2024-12,2025-01-12T22:59:00+00:00,JOINT_DOMESTIC_R22,estimated,96
2024-12,2025-01-12T22:59:00+00:00,JOINT_IMPORTED_R22,estimated,96
2024-12,2025-01-12T22:59:00+00:00,JOINT_LINEAR_R22,estimated,96
2024-12,2025-01-12T22:59:00+00:00,JOINT_ENET_R22,estimated,96
2024-12,2025-01-12T22:59:00+00:00,JOINT_RF_R22,estimated,96
2024-12,2025-01-12T22:59:00+00:00,JOINT_HALF_R22,estimated,96
2025-01,2025-02-05T22:59:00+00:00,JOINT_OWN_R22,estimated,96
2025-01,2025-02-05T22:59:00+00:00,JOINT_DOMESTIC_R22,estimated,96
2025-01,2025-02-05T22:59:00+00:00,JOINT_IMPORTED_R22,estimated,96
2025-01,2025-02-05T22:59:00+00:00,JOINT_LINEAR_R22,estimated,96
2025-01,2025-02-05T22:59:00+00:00,JOINT_ENET_R22,estimated,96
2025-01,2025-02-05T22:59:00+00:00,JOINT_RF_R22,estimated,96
2025-01,2025-02-05T22:59:00+00:00,JOINT_HALF_R22,estimated,96
2025-02,2025-03-04T22:59:00+00:00,JOINT_OWN_R22,estimated,96
2025-02,2025-03-04T22:59:00+00:00,JOINT_DOMESTIC_R22,estimated,96
2025-02,2025-03-04T22:59:00+00:00,JOINT_IMPORTED_R22,estimated,96
2025-02,2025-03-04T22:59:00+00:00,JOINT_LINEAR_R22,estimated,96
2025-02,2025-03-04T22:59:00+00:00,JOINT_ENET_R22,estimated,96
2025-02,2025-03-04T22:59:00+00:00,JOINT_RF_R22,estimated,96
2025-02,2025-03-04T22:59:00+00:00,JOINT_HALF_R22,estimated,96
2025-03,2025-04-03T21:59:00+00:00,JOINT_OWN_R22,estimated,96
2025-03,2025-04-03T21:59:00+00:00,JOINT_DOMESTIC_R22,estimated,96
2025-03,2025-04-03T21:59:00+00:00,JOINT_IMPORTED_R22,estimated,96
2025-03,2025-04-03T21:59:00+00:00,JOINT_LINEAR_R22,estimated,96
2025-03,2025-04-03T21:59:00+00:00,JOINT_ENET_R22,estimated,96
2025-03,2025-04-03T21:59:00+00:00,JOINT_RF_R22,estimated,96
2025-03,2025-04-03T21:59:00+00:00,JOINT_HALF_R22,estimated,96
2025-04,2025-05-05T21:59:00+00:00,JOINT_OWN_R22,estimated,96
2025-04,2025-05-05T21:59:00+00:00,JOINT_DOMESTIC_R22,estimated,96
2025-04,2025-05-05T21:59:00+00:00,JOINT_IMPORTED_R22,estimated,96
2025-04,2025-05-05T21:59:00+00:00,JOINT_LINEAR_R22,estimated,96
2025-04,2025-05-05T21:59:00+00:00,JOINT_ENET_R22,estimated,96
2025-04,2025-05-05T21:59:00+00:00,JOINT_RF_R22,estimated,96
2025-04,2025-05-05T21:59:00+00:00,JOINT_HALF_R22,estimated,96
2025-05,2025-06-03T21:59:00+00:00,JOINT_OWN_R22,estimated,96
2025-05,2025-06-03T21:59:00+00:00,JOINT_DOMESTIC_R22,estimated,96
2025-05,2025-06-03T21:59:00+00:00,JOINT_IMPORTED_R22,estimated,96
2025-05,2025-06-03T21:59:00+00:00,JOINT_LINEAR_R22,estimated,96
2025-05,2025-06-03T21:59:00+00:00,JOINT_ENET_R22,estimated,96
2025-05,2025-06-03T21:59:00+00:00,JOINT_RF_R22,estimated,96
2025-05,2025-06-03T21:59:00+00:00,JOINT_HALF_R22,estimated,96
2025-06,2025-07-03T21:59:00+00:00,JOINT_OWN_R22,estimated,96
2025-06,2025-07-03T21:59:00+00:00,JOINT_DOMESTIC_R22,estimated,96
2025-06,2025-07-03T21:59:00+00:00,JOINT_IMPORTED_R22,estimated,96
2025-06,2025-07-03T21:59:00+00:00,JOINT_LINEAR_R22,estimated,96
2025-06,2025-07-03T21:59:00+00:00,JOINT_ENET_R22,estimated,96
2025-06,2025-07-03T21:59:00+00:00,JOINT_RF_R22,estimated,96
2025-06,2025-07-03T21:59:00+00:00,JOINT_HALF_R22,estimated,96
2025-07,2025-08-04T21:59:00+00:00,JOINT_OWN_R22,estimated,96
2025-07,2025-08-04T21:59:00+00:00,JOINT_DOMESTIC_R22,estimated,96
2025-07,2025-08-04T21:59:00+00:00,JOINT_IMPORTED_R22,estimated,96
2025-07,2025-08-04T21:59:00+00:00,JOINT_LINEAR_R22,estimated,96
2025-07,2025-08-04T21:59:00+00:00,JOINT_ENET_R22,estimated,96
2025-07,2025-08-04T21:59:00+00:00,JOINT_RF_R22,estimated,96
2025-07,2025-08-04T21:59:00+00:00,JOINT_HALF_R22,estimated,96
2025-08,2025-09-03T21:59:00+00:00,JOINT_OWN_R22,estimated,96
2025-08,2025-09-03T21:59:00+00:00,JOINT_DOMESTIC_R22,estimated,96
2025-08,2025-09-03T21:59:00+00:00,JOINT_IMPORTED_R22,estimated,96
2025-08,2025-09-03T21:59:00+00:00,JOINT_LINEAR_R22,estimated,96
2025-08,2025-09-03T21:59:00+00:00,JOINT_ENET_R22,estimated,96
2025-08,2025-09-03T21:59:00+00:00,JOINT_RF_R22,estimated,96
2025-08,2025-09-03T21:59:00+00:00,JOINT_HALF_R22,estimated,96
2025-09,2025-10-05T21:59:00+00:00,JOINT_OWN_R22,estimated,96
2025-09,2025-10-05T21:59:00+00:00,JOINT_DOMESTIC_R22,estimated,96
2025-09,2025-10-05T21:59:00+00:00,JOINT_IMPORTED_R22,estimated,96
2025-09,2025-10-05T21:59:00+00:00,JOINT_LINEAR_R22,estimated,96
2025-09,2025-10-05T21:59:00+00:00,JOINT_ENET_R22,estimated,96
2025-09,2025-10-05T21:59:00+00:00,JOINT_RF_R22,estimated,96
2025-09,2025-10-05T21:59:00+00:00,JOINT_HALF_R22,estimated,96
2025-10,2025-11-04T22:59:00+00:00,JOINT_OWN_R22,estimated,96
2025-10,2025-11-04T22:59:00+00:00,JOINT_DOMESTIC_R22,estimated,96
2025-10,2025-11-04T22:59:00+00:00,JOINT_IMPORTED_R22,estimated,96
2025-10,2025-11-04T22:59:00+00:00,JOINT_LINEAR_R22,estimated,96
2025-10,2025-11-04T22:59:00+00:00,JOINT_ENET_R22,estimated,96
2025-10,2025-11-04T22:59:00+00:00,JOINT_RF_R22,estimated,96
2025-10,2025-11-04T22:59:00+00:00,JOINT_HALF_R22,estimated,96
2025-11,2025-12-03T22:59:00+00:00,JOINT_OWN_R22,estimated,96
2025-11,2025-12-03T22:59:00+00:00,JOINT_DOMESTIC_R22,estimated,96
2025-11,2025-12-03T22:59:00+00:00,JOINT_IMPORTED_R22,estimated,96
2025-11,2025-12-03T22:59:00+00:00,JOINT_LINEAR_R22,estimated,96
2025-11,2025-12-03T22:59:00+00:00,JOINT_ENET_R22,estimated,96
2025-11,2025-12-03T22:59:00+00:00,JOINT_RF_R22,estimated,96
2025-11,2025-12-03T22:59:00+00:00,JOINT_HALF_R22,estimated,96
2025-12,2026-01-06T22:59:00+00:00,JOINT_OWN_R22,estimated,96
2025-12,2026-01-06T22:59:00+00:00,JOINT_DOMESTIC_R22,estimated,96
2025-12,2026-01-06T22:59:00+00:00,JOINT_IMPORTED_R22,estimated,96
2025-12,2026-01-06T22:59:00+00:00,JOINT_LINEAR_R22,estimated,96
2025-12,2026-01-06T22:59:00+00:00,JOINT_ENET_R22,estimated,96
2025-12,2026-01-06T22:59:00+00:00,JOINT_RF_R22,estimated,96
2025-12,2026-01-06T22:59:00+00:00,JOINT_HALF_R22,estimated,96
2026-01,2026-02-04T22:59:00+00:00,JOINT_OWN_R22,estimated,96
2026-01,2026-02-04T22:59:00+00:00,JOINT_DOMESTIC_R22,estimated,96
2026-01,2026-02-04T22:59:00+00:00,JOINT_IMPORTED_R22,estimated,96
2026-01,2026-02-04T22:59:00+00:00,JOINT_LINEAR_R22,estimated,96
2026-01,2026-02-04T22:59:00+00:00,JOINT_ENET_R22,estimated,96
2026-01,2026-02-04T22:59:00+00:00,JOINT_RF_R22,estimated,96
2026-01,2026-02-04T22:59:00+00:00,JOINT_HALF_R22,estimated,96
2026-02,2026-03-03T22:59:00+00:00,JOINT_OWN_R22,estimated,96
2026-02,2026-03-03T22:59:00+00:00,JOINT_DOMESTIC_R22,estimated,96
2026-02,2026-03-03T22:59:00+00:00,JOINT_IMPORTED_R22,estimated,96
2026-02,2026-03-03T22:59:00+00:00,JOINT_LINEAR_R22,estimated,96
2026-02,2026-03-03T22:59:00+00:00,JOINT_ENET_R22,estimated,96
2026-02,2026-03-03T22:59:00+00:00,JOINT_RF_R22,estimated,96
2026-02,2026-03-03T22:59:00+00:00,JOINT_HALF_R22,estimated,96
2026-03,2026-04-06T21:59:00+00:00,JOINT_OWN_R22,estimated,96
2026-03,2026-04-06T21:59:00+00:00,JOINT_DOMESTIC_R22,estimated,96
2026-03,2026-04-06T21:59:00+00:00,JOINT_IMPORTED_R22,estimated,96
2026-03,2026-04-06T21:59:00+00:00,JOINT_LINEAR_R22,estimated,96
2026-03,2026-04-06T21:59:00+00:00,JOINT_ENET_R22,estimated,96
2026-03,2026-04-06T21:59:00+00:00,JOINT_RF_R22,estimated,96
2026-03,2026-04-06T21:59:00+00:00,JOINT_HALF_R22,estimated,96
2026-04,2026-05-05T21:59:00+00:00,JOINT_OWN_R22,estimated,96
2026-04,2026-05-05T21:59:00+00:00,JOINT_DOMESTIC_R22,estimated,96
2026-04,2026-05-05T21:59:00+00:00,JOINT_IMPORTED_R22,estimated,96
2026-04,2026-05-05T21:59:00+00:00,JOINT_LINEAR_R22,estimated,96
2026-04,2026-05-05T21:59:00+00:00,JOINT_ENET_R22,estimated,96
2026-04,2026-05-05T21:59:00+00:00,JOINT_RF_R22,estimated,96
2026-04,2026-05-05T21:59:00+00:00,JOINT_HALF_R22,estimated,96
2026-05,2026-06-03T21:59:00+00:00,JOINT_OWN_R22,estimated,96
2026-05,2026-06-03T21:59:00+00:00,JOINT_DOMESTIC_R22,estimated,96
2026-05,2026-06-03T21:59:00+00:00,JOINT_IMPORTED_R22,estimated,96
2026-05,2026-06-03T21:59:00+00:00,JOINT_LINEAR_R22,estimated,96
2026-05,2026-06-03T21:59:00+00:00,JOINT_ENET_R22,estimated,96
2026-05,2026-06-03T21:59:00+00:00,JOINT_RF_R22,estimated,96
2026-05,2026-06-03T21:59:00+00:00,JOINT_HALF_R22,estimated,96
2026-06,2026-07-06T21:59:00+00:00,JOINT_OWN_R22,estimated,96
2026-06,2026-07-06T21:59:00+00:00,JOINT_DOMESTIC_R22,estimated,96
2026-06,2026-07-06T21:59:00+00:00,JOINT_IMPORTED_R22,estimated,96
2026-06,2026-07-06T21:59:00+00:00,JOINT_LINEAR_R22,estimated,96
2026-06,2026-07-06T21:59:00+00:00,JOINT_ENET_R22,estimated,96
2026-06,2026-07-06T21:59:00+00:00,JOINT_RF_R22,estimated,96
2026-06,2026-07-06T21:59:00+00:00,JOINT_HALF_R22,estimated,96
2026-07,2026-08-04T21:59:00+00:00,JOINT_OWN_R22,estimated,96
2026-07,2026-08-04T21:59:00+00:00,JOINT_DOMESTIC_R22,estimated,96
2026-07,2026-08-04T21:59:00+00:00,JOINT_IMPORTED_R22,estimated,96
2026-07,2026-08-04T21:59:00+00:00,JOINT_LINEAR_R22,estimated,96
2026-07,2026-08-04T21:59:00+00:00,JOINT_ENET_R22,estimated,96
2026-07,2026-08-04T21:59:00+00:00,JOINT_RF_R22,estimated,96
2026-07,2026-08-04T21:59:00+00:00,JOINT_HALF_R22,estimated,96
