origin,model,status,n_pool
2022-06,INDEPENDENT_BRIDGE,estimated,25
2022-07,INDEPENDENT_BRIDGE,estimated,26
2022-08,INDEPENDENT_BRIDGE,estimated,27
2022-09,INDEPENDENT_BRIDGE,estimated,28
2022-10,INDEPENDENT_BRIDGE,estimated,29
2022-11,INDEPENDENT_BRIDGE,estimated,30
2022-12,INDEPENDENT_BRIDGE,estimated,31
2023-01,INDEPENDENT_BRIDGE,estimated,32
2023-02,INDEPENDENT_BRIDGE,estimated,33
2023-03,INDEPENDENT_BRIDGE,estimated,34
2023-04,INDEPENDENT_BRIDGE,estimated,35
2023-05,INDEPENDENT_BRIDGE,estimated,36
2023-06,INDEPENDENT_BRIDGE,estimated,37
2023-07,INDEPENDENT_BRIDGE,estimated,38
2023-08,INDEPENDENT_BRIDGE,estimated,39
2023-09,INDEPENDENT_BRIDGE,estimated,40
2023-10,INDEPENDENT_BRIDGE,estimated,41
2023-11,INDEPENDENT_BRIDGE,estimated,42
2023-12,INDEPENDENT_BRIDGE,estimated,43
2024-01,INDEPENDENT_BRIDGE,estimated,44
2024-02,INDEPENDENT_BRIDGE,estimated,45
2024-03,INDEPENDENT_BRIDGE,estimated,46
2024-04,INDEPENDENT_BRIDGE,estimated,47
2024-05,INDEPENDENT_BRIDGE,estimated,48
2024-06,INDEPENDENT_BRIDGE,estimated,49
2024-07,INDEPENDENT_BRIDGE,estimated,50
2024-08,INDEPENDENT_BRIDGE,estimated,51
2024-09,INDEPENDENT_BRIDGE,estimated,52
2024-10,INDEPENDENT_BRIDGE,estimated,53
2024-11,INDEPENDENT_BRIDGE,estimated,54
2024-12,INDEPENDENT_BRIDGE,estimated,55
2025-01,INDEPENDENT_BRIDGE,estimated,56
2025-02,INDEPENDENT_BRIDGE,estimated,57
2025-03,INDEPENDENT_BRIDGE,estimated,58
2025-04,INDEPENDENT_BRIDGE,estimated,59
2025-05,INDEPENDENT_BRIDGE,estimated,60
2025-06,INDEPENDENT_BRIDGE,estimated,60
2025-07,INDEPENDENT_BRIDGE,estimated,60
2025-08,INDEPENDENT_BRIDGE,estimated,60
2025-09,INDEPENDENT_BRIDGE,estimated,60
2025-10,INDEPENDENT_BRIDGE,estimated,60
2025-11,INDEPENDENT_BRIDGE,estimated,60
2025-12,INDEPENDENT_BRIDGE,estimated,60
2026-01,INDEPENDENT_BRIDGE,estimated,60
2026-02,INDEPENDENT_BRIDGE,estimated,60
2026-03,INDEPENDENT_BRIDGE,estimated,60
2026-04,INDEPENDENT_BRIDGE,estimated,60
2026-05,INDEPENDENT_BRIDGE,estimated,60
2026-06,INDEPENDENT_BRIDGE,estimated,60
2026-07,INDEPENDENT_BRIDGE,estimated,60
2019-02,MCT_FAST_R18,insufficient_pool,0
2019-03,MCT_FAST_R18,insufficient_pool,0
2019-04,MCT_FAST_R18,insufficient_pool,0
2019-05,MCT_FAST_R18,insufficient_pool,0
2019-06,MCT_FAST_R18,insufficient_pool,0
2019-07,MCT_FAST_R18,insufficient_pool,0
2019-08,MCT_FAST_R18,insufficient_pool,0
2019-09,MCT_FAST_R18,insufficient_pool,0
2019-10,MCT_FAST_R18,insufficient_pool,0
2019-11,MCT_FAST_R18,insufficient_pool,0
2019-12,MCT_FAST_R18,insufficient_pool,0
2020-01,MCT_FAST_R18,insufficient_pool,0
2020-02,MCT_FAST_R18,insufficient_pool,0
2020-03,MCT_FAST_R18,insufficient_pool,1
2020-04,MCT_FAST_R18,insufficient_pool,2
2020-05,MCT_FAST_R18,insufficient_pool,3
2020-06,MCT_FAST_R18,insufficient_pool,4
2020-07,MCT_FAST_R18,insufficient_pool,5
2020-08,MCT_FAST_R18,insufficient_pool,6
2020-09,MCT_FAST_R18,insufficient_pool,7
2020-10,MCT_FAST_R18,insufficient_pool,8
2020-11,MCT_FAST_R18,insufficient_pool,9
2020-12,MCT_FAST_R18,insufficient_pool,10
2021-01,MCT_FAST_R18,insufficient_pool,11
2021-02,MCT_FAST_R18,insufficient_pool,12
2021-03,MCT_FAST_R18,insufficient_pool,13
2021-04,MCT_FAST_R18,insufficient_pool,14
2021-05,MCT_FAST_R18,insufficient_pool,15
2021-06,MCT_FAST_R18,insufficient_pool,16
2021-07,MCT_FAST_R18,insufficient_pool,17
2021-08,MCT_FAST_R18,insufficient_pool,18
2021-09,MCT_FAST_R18,insufficient_pool,19
2021-10,MCT_FAST_R18,insufficient_pool,20
2021-11,MCT_FAST_R18,insufficient_pool,21
2021-12,MCT_FAST_R18,insufficient_pool,22
2022-01,MCT_FAST_R18,insufficient_pool,23
2022-02,MCT_FAST_R18,estimated,24
2022-03,MCT_FAST_R18,estimated,25
2022-04,MCT_FAST_R18,estimated,26
2022-05,MCT_FAST_R18,estimated,27
2022-06,MCT_FAST_R18,estimated,28
2022-07,MCT_FAST_R18,estimated,29
2022-08,MCT_FAST_R18,estimated,30
2022-09,MCT_FAST_R18,estimated,31
2022-10,MCT_FAST_R18,estimated,32
2022-11,MCT_FAST_R18,estimated,33
2022-12,MCT_FAST_R18,estimated,34
2023-01,MCT_FAST_R18,estimated,35
2023-02,MCT_FAST_R18,estimated,36
2023-03,MCT_FAST_R18,estimated,37
2023-04,MCT_FAST_R18,estimated,38
2023-05,MCT_FAST_R18,estimated,39
2023-06,MCT_FAST_R18,estimated,40
2023-07,MCT_FAST_R18,estimated,41
2023-08,MCT_FAST_R18,estimated,42
2023-09,MCT_FAST_R18,estimated,43
2023-10,MCT_FAST_R18,estimated,44
2023-11,MCT_FAST_R18,estimated,45
2023-12,MCT_FAST_R18,estimated,46
2024-01,MCT_FAST_R18,estimated,47
2024-02,MCT_FAST_R18,estimated,48
2024-03,MCT_FAST_R18,estimated,49
2024-04,MCT_FAST_R18,estimated,50
2024-05,MCT_FAST_R18,estimated,51
2024-06,MCT_FAST_R18,estimated,52
2024-07,MCT_FAST_R18,estimated,53
2024-08,MCT_FAST_R18,estimated,54
2024-09,MCT_FAST_R18,estimated,55
2024-10,MCT_FAST_R18,estimated,56
2024-11,MCT_FAST_R18,estimated,57
2024-12,MCT_FAST_R18,estimated,58
2025-01,MCT_FAST_R18,estimated,59
2025-02,MCT_FAST_R18,estimated,60
2025-03,MCT_FAST_R18,estimated,60
2025-04,MCT_FAST_R18,estimated,60
2025-05,MCT_FAST_R18,estimated,60
2025-06,MCT_FAST_R18,estimated,60
2025-07,MCT_FAST_R18,estimated,60
2025-08,MCT_FAST_R18,estimated,60
2025-09,MCT_FAST_R18,estimated,60
2025-10,MCT_FAST_R18,estimated,60
2025-11,MCT_FAST_R18,estimated,60
2025-12,MCT_FAST_R18,estimated,60
2026-01,MCT_FAST_R18,estimated,60
2026-02,MCT_FAST_R18,estimated,60
2026-03,MCT_FAST_R18,estimated,60
2026-04,MCT_FAST_R18,estimated,60
2026-05,MCT_FAST_R18,estimated,60
2026-06,MCT_FAST_R18,estimated,60
2026-07,MCT_FAST_R18,estimated,60
2019-02,MCT_SIGNALS_R18,insufficient_pool,0
2019-03,MCT_SIGNALS_R18,insufficient_pool,0
2019-04,MCT_SIGNALS_R18,insufficient_pool,0
2019-05,MCT_SIGNALS_R18,insufficient_pool,0
2019-06,MCT_SIGNALS_R18,insufficient_pool,0
2019-07,MCT_SIGNALS_R18,insufficient_pool,0
2019-08,MCT_SIGNALS_R18,insufficient_pool,0
2019-09,MCT_SIGNALS_R18,insufficient_pool,0
2019-10,MCT_SIGNALS_R18,insufficient_pool,0
2019-11,MCT_SIGNALS_R18,insufficient_pool,0
2019-12,MCT_SIGNALS_R18,insufficient_pool,0
2020-01,MCT_SIGNALS_R18,insufficient_pool,0
2020-02,MCT_SIGNALS_R18,insufficient_pool,0
2020-03,MCT_SIGNALS_R18,insufficient_pool,1
2020-04,MCT_SIGNALS_R18,insufficient_pool,2
2020-05,MCT_SIGNALS_R18,insufficient_pool,3
2020-06,MCT_SIGNALS_R18,insufficient_pool,4
2020-07,MCT_SIGNALS_R18,insufficient_pool,5
2020-08,MCT_SIGNALS_R18,insufficient_pool,6
2020-09,MCT_SIGNALS_R18,insufficient_pool,7
2020-10,MCT_SIGNALS_R18,insufficient_pool,8
2020-11,MCT_SIGNALS_R18,insufficient_pool,9
2020-12,MCT_SIGNALS_R18,insufficient_pool,10
2021-01,MCT_SIGNALS_R18,insufficient_pool,11
2021-02,MCT_SIGNALS_R18,insufficient_pool,12
2021-03,MCT_SIGNALS_R18,insufficient_pool,13
2021-04,MCT_SIGNALS_R18,insufficient_pool,14
2021-05,MCT_SIGNALS_R18,insufficient_pool,15
2021-06,MCT_SIGNALS_R18,insufficient_pool,16
2021-07,MCT_SIGNALS_R18,insufficient_pool,17
2021-08,MCT_SIGNALS_R18,insufficient_pool,18
2021-09,MCT_SIGNALS_R18,insufficient_pool,19
2021-10,MCT_SIGNALS_R18,insufficient_pool,20
2021-11,MCT_SIGNALS_R18,insufficient_pool,21
2021-12,MCT_SIGNALS_R18,insufficient_pool,22
2022-01,MCT_SIGNALS_R18,insufficient_pool,23
2022-02,MCT_SIGNALS_R18,estimated,24
2022-03,MCT_SIGNALS_R18,estimated,25
2022-04,MCT_SIGNALS_R18,estimated,26
2022-05,MCT_SIGNALS_R18,estimated,27
2022-06,MCT_SIGNALS_R18,estimated,28
2022-07,MCT_SIGNALS_R18,estimated,29
2022-08,MCT_SIGNALS_R18,estimated,30
2022-09,MCT_SIGNALS_R18,estimated,31
2022-10,MCT_SIGNALS_R18,estimated,32
2022-11,MCT_SIGNALS_R18,estimated,33
2022-12,MCT_SIGNALS_R18,estimated,34
2023-01,MCT_SIGNALS_R18,estimated,35
2023-02,MCT_SIGNALS_R18,estimated,36
2023-03,MCT_SIGNALS_R18,estimated,37
2023-04,MCT_SIGNALS_R18,estimated,38
2023-05,MCT_SIGNALS_R18,estimated,39
2023-06,MCT_SIGNALS_R18,estimated,40
2023-07,MCT_SIGNALS_R18,estimated,41
2023-08,MCT_SIGNALS_R18,estimated,42
2023-09,MCT_SIGNALS_R18,estimated,43
2023-10,MCT_SIGNALS_R18,estimated,44
2023-11,MCT_SIGNALS_R18,estimated,45
2023-12,MCT_SIGNALS_R18,estimated,46
2024-01,MCT_SIGNALS_R18,estimated,47
2024-02,MCT_SIGNALS_R18,estimated,48
2024-03,MCT_SIGNALS_R18,estimated,49
2024-04,MCT_SIGNALS_R18,estimated,50
2024-05,MCT_SIGNALS_R18,estimated,51
2024-06,MCT_SIGNALS_R18,estimated,52
2024-07,MCT_SIGNALS_R18,estimated,53
2024-08,MCT_SIGNALS_R18,estimated,54
2024-09,MCT_SIGNALS_R18,estimated,55
2024-10,MCT_SIGNALS_R18,estimated,56
2024-11,MCT_SIGNALS_R18,estimated,57
2024-12,MCT_SIGNALS_R18,estimated,58
2025-01,MCT_SIGNALS_R18,estimated,59
2025-02,MCT_SIGNALS_R18,estimated,60
2025-03,MCT_SIGNALS_R18,estimated,60
2025-04,MCT_SIGNALS_R18,estimated,60
2025-05,MCT_SIGNALS_R18,estimated,60
2025-06,MCT_SIGNALS_R18,estimated,60
2025-07,MCT_SIGNALS_R18,estimated,60
2025-08,MCT_SIGNALS_R18,estimated,60
2025-09,MCT_SIGNALS_R18,estimated,60
2025-10,MCT_SIGNALS_R18,estimated,60
2025-11,MCT_SIGNALS_R18,estimated,60
2025-12,MCT_SIGNALS_R18,estimated,60
2026-01,MCT_SIGNALS_R18,estimated,60
2026-02,MCT_SIGNALS_R18,estimated,60
2026-03,MCT_SIGNALS_R18,estimated,60
2026-04,MCT_SIGNALS_R18,estimated,60
2026-05,MCT_SIGNALS_R18,estimated,60
2026-06,MCT_SIGNALS_R18,estimated,60
2026-07,MCT_SIGNALS_R18,estimated,60
2019-02,MCT_SLOW_R18,insufficient_pool,0
2019-03,MCT_SLOW_R18,insufficient_pool,0
2019-04,MCT_SLOW_R18,insufficient_pool,0
2019-05,MCT_SLOW_R18,insufficient_pool,0
2019-06,MCT_SLOW_R18,insufficient_pool,0
2019-07,MCT_SLOW_R18,insufficient_pool,0
2019-08,MCT_SLOW_R18,insufficient_pool,0
2019-09,MCT_SLOW_R18,insufficient_pool,0
2019-10,MCT_SLOW_R18,insufficient_pool,0
2019-11,MCT_SLOW_R18,insufficient_pool,0
2019-12,MCT_SLOW_R18,insufficient_pool,0
2020-01,MCT_SLOW_R18,insufficient_pool,0
2020-02,MCT_SLOW_R18,insufficient_pool,0
2020-03,MCT_SLOW_R18,insufficient_pool,1
2020-04,MCT_SLOW_R18,insufficient_pool,2
2020-05,MCT_SLOW_R18,insufficient_pool,3
2020-06,MCT_SLOW_R18,insufficient_pool,4
2020-07,MCT_SLOW_R18,insufficient_pool,5
2020-08,MCT_SLOW_R18,insufficient_pool,6
2020-09,MCT_SLOW_R18,insufficient_pool,7
2020-10,MCT_SLOW_R18,insufficient_pool,8
2020-11,MCT_SLOW_R18,insufficient_pool,9
2020-12,MCT_SLOW_R18,insufficient_pool,10
2021-01,MCT_SLOW_R18,insufficient_pool,11
2021-02,MCT_SLOW_R18,insufficient_pool,12
2021-03,MCT_SLOW_R18,insufficient_pool,13
2021-04,MCT_SLOW_R18,insufficient_pool,14
2021-05,MCT_SLOW_R18,insufficient_pool,15
2021-06,MCT_SLOW_R18,insufficient_pool,16
2021-07,MCT_SLOW_R18,insufficient_pool,17
2021-08,MCT_SLOW_R18,insufficient_pool,18
2021-09,MCT_SLOW_R18,insufficient_pool,19
2021-10,MCT_SLOW_R18,insufficient_pool,20
2021-11,MCT_SLOW_R18,insufficient_pool,21
2021-12,MCT_SLOW_R18,insufficient_pool,22
2022-01,MCT_SLOW_R18,insufficient_pool,23
2022-02,MCT_SLOW_R18,estimated,24
2022-03,MCT_SLOW_R18,estimated,25
2022-04,MCT_SLOW_R18,estimated,26
2022-05,MCT_SLOW_R18,estimated,27
2022-06,MCT_SLOW_R18,estimated,28
2022-07,MCT_SLOW_R18,estimated,29
2022-08,MCT_SLOW_R18,estimated,30
2022-09,MCT_SLOW_R18,estimated,31
2022-10,MCT_SLOW_R18,estimated,32
2022-11,MCT_SLOW_R18,estimated,33
2022-12,MCT_SLOW_R18,estimated,34
2023-01,MCT_SLOW_R18,estimated,35
2023-02,MCT_SLOW_R18,estimated,36
2023-03,MCT_SLOW_R18,estimated,37
2023-04,MCT_SLOW_R18,estimated,38
2023-05,MCT_SLOW_R18,estimated,39
2023-06,MCT_SLOW_R18,estimated,40
2023-07,MCT_SLOW_R18,estimated,41
2023-08,MCT_SLOW_R18,estimated,42
2023-09,MCT_SLOW_R18,estimated,43
2023-10,MCT_SLOW_R18,estimated,44
2023-11,MCT_SLOW_R18,estimated,45
2023-12,MCT_SLOW_R18,estimated,46
2024-01,MCT_SLOW_R18,estimated,47
2024-02,MCT_SLOW_R18,estimated,48
2024-03,MCT_SLOW_R18,estimated,49
2024-04,MCT_SLOW_R18,estimated,50
2024-05,MCT_SLOW_R18,estimated,51
2024-06,MCT_SLOW_R18,estimated,52
2024-07,MCT_SLOW_R18,estimated,53
2024-08,MCT_SLOW_R18,estimated,54
2024-09,MCT_SLOW_R18,estimated,55
2024-10,MCT_SLOW_R18,estimated,56
2024-11,MCT_SLOW_R18,estimated,57
2024-12,MCT_SLOW_R18,estimated,58
2025-01,MCT_SLOW_R18,estimated,59
2025-02,MCT_SLOW_R18,estimated,60
2025-03,MCT_SLOW_R18,estimated,60
2025-04,MCT_SLOW_R18,estimated,60
2025-05,MCT_SLOW_R18,estimated,60
2025-06,MCT_SLOW_R18,estimated,60
2025-07,MCT_SLOW_R18,estimated,60
2025-08,MCT_SLOW_R18,estimated,60
2025-09,MCT_SLOW_R18,estimated,60
2025-10,MCT_SLOW_R18,estimated,60
2025-11,MCT_SLOW_R18,estimated,60
2025-12,MCT_SLOW_R18,estimated,60
2026-01,MCT_SLOW_R18,estimated,60
2026-02,MCT_SLOW_R18,estimated,60
2026-03,MCT_SLOW_R18,estimated,60
2026-04,MCT_SLOW_R18,estimated,60
2026-05,MCT_SLOW_R18,estimated,60
2026-06,MCT_SLOW_R18,estimated,60
2026-07,MCT_SLOW_R18,estimated,60
2019-02,STABLE_LOCAL_CORE_R14B,insufficient_pool,0
2019-03,STABLE_LOCAL_CORE_R14B,insufficient_pool,0
2019-04,STABLE_LOCAL_CORE_R14B,insufficient_pool,0
2019-05,STABLE_LOCAL_CORE_R14B,insufficient_pool,0
2019-06,STABLE_LOCAL_CORE_R14B,insufficient_pool,0
2019-07,STABLE_LOCAL_CORE_R14B,insufficient_pool,0
2019-08,STABLE_LOCAL_CORE_R14B,insufficient_pool,0
2019-09,STABLE_LOCAL_CORE_R14B,insufficient_pool,0
2019-10,STABLE_LOCAL_CORE_R14B,insufficient_pool,0
2019-11,STABLE_LOCAL_CORE_R14B,insufficient_pool,0
2019-12,STABLE_LOCAL_CORE_R14B,insufficient_pool,0
2020-01,STABLE_LOCAL_CORE_R14B,insufficient_pool,0
2020-02,STABLE_LOCAL_CORE_R14B,insufficient_pool,0
2020-03,STABLE_LOCAL_CORE_R14B,insufficient_pool,1
2020-04,STABLE_LOCAL_CORE_R14B,insufficient_pool,2
2020-05,STABLE_LOCAL_CORE_R14B,insufficient_pool,3
2020-06,STABLE_LOCAL_CORE_R14B,insufficient_pool,4
2020-07,STABLE_LOCAL_CORE_R14B,insufficient_pool,5
2020-08,STABLE_LOCAL_CORE_R14B,insufficient_pool,6
2020-09,STABLE_LOCAL_CORE_R14B,insufficient_pool,7
2020-10,STABLE_LOCAL_CORE_R14B,insufficient_pool,8
2020-11,STABLE_LOCAL_CORE_R14B,insufficient_pool,9
2020-12,STABLE_LOCAL_CORE_R14B,insufficient_pool,10
2021-01,STABLE_LOCAL_CORE_R14B,insufficient_pool,11
2021-02,STABLE_LOCAL_CORE_R14B,insufficient_pool,12
2021-03,STABLE_LOCAL_CORE_R14B,insufficient_pool,13
2021-04,STABLE_LOCAL_CORE_R14B,insufficient_pool,14
2021-05,STABLE_LOCAL_CORE_R14B,insufficient_pool,15
2021-06,STABLE_LOCAL_CORE_R14B,insufficient_pool,16
2021-07,STABLE_LOCAL_CORE_R14B,insufficient_pool,17
2021-08,STABLE_LOCAL_CORE_R14B,insufficient_pool,18
2021-09,STABLE_LOCAL_CORE_R14B,insufficient_pool,19
2021-10,STABLE_LOCAL_CORE_R14B,insufficient_pool,20
2021-11,STABLE_LOCAL_CORE_R14B,insufficient_pool,21
2021-12,STABLE_LOCAL_CORE_R14B,insufficient_pool,22
2022-01,STABLE_LOCAL_CORE_R14B,insufficient_pool,23
2022-02,STABLE_LOCAL_CORE_R14B,estimated,24
2022-03,STABLE_LOCAL_CORE_R14B,estimated,25
2022-04,STABLE_LOCAL_CORE_R14B,estimated,26
2022-05,STABLE_LOCAL_CORE_R14B,estimated,27
2022-06,STABLE_LOCAL_CORE_R14B,estimated,28
2022-07,STABLE_LOCAL_CORE_R14B,estimated,29
2022-08,STABLE_LOCAL_CORE_R14B,estimated,30
2022-09,STABLE_LOCAL_CORE_R14B,estimated,31
2022-10,STABLE_LOCAL_CORE_R14B,estimated,32
2022-11,STABLE_LOCAL_CORE_R14B,estimated,33
2022-12,STABLE_LOCAL_CORE_R14B,estimated,34
2023-01,STABLE_LOCAL_CORE_R14B,estimated,35
2023-02,STABLE_LOCAL_CORE_R14B,estimated,36
2023-03,STABLE_LOCAL_CORE_R14B,estimated,37
2023-04,STABLE_LOCAL_CORE_R14B,estimated,38
2023-05,STABLE_LOCAL_CORE_R14B,estimated,39
2023-06,STABLE_LOCAL_CORE_R14B,estimated,40
2023-07,STABLE_LOCAL_CORE_R14B,estimated,41
2023-08,STABLE_LOCAL_CORE_R14B,estimated,42
2023-09,STABLE_LOCAL_CORE_R14B,estimated,43
2023-10,STABLE_LOCAL_CORE_R14B,estimated,44
2023-11,STABLE_LOCAL_CORE_R14B,estimated,45
2023-12,STABLE_LOCAL_CORE_R14B,estimated,46
2024-01,STABLE_LOCAL_CORE_R14B,estimated,47
2024-02,STABLE_LOCAL_CORE_R14B,estimated,48
2024-03,STABLE_LOCAL_CORE_R14B,estimated,49
2024-04,STABLE_LOCAL_CORE_R14B,estimated,50
2024-05,STABLE_LOCAL_CORE_R14B,estimated,51
2024-06,STABLE_LOCAL_CORE_R14B,estimated,52
2024-07,STABLE_LOCAL_CORE_R14B,estimated,53
2024-08,STABLE_LOCAL_CORE_R14B,estimated,54
2024-09,STABLE_LOCAL_CORE_R14B,estimated,55
2024-10,STABLE_LOCAL_CORE_R14B,estimated,56
2024-11,STABLE_LOCAL_CORE_R14B,estimated,57
2024-12,STABLE_LOCAL_CORE_R14B,estimated,58
2025-01,STABLE_LOCAL_CORE_R14B,estimated,59
2025-02,STABLE_LOCAL_CORE_R14B,estimated,60
2025-03,STABLE_LOCAL_CORE_R14B,estimated,60
2025-04,STABLE_LOCAL_CORE_R14B,estimated,60
2025-05,STABLE_LOCAL_CORE_R14B,estimated,60
2025-06,STABLE_LOCAL_CORE_R14B,estimated,60
2025-07,STABLE_LOCAL_CORE_R14B,estimated,60
2025-08,STABLE_LOCAL_CORE_R14B,estimated,60
2025-09,STABLE_LOCAL_CORE_R14B,estimated,60
2025-10,STABLE_LOCAL_CORE_R14B,estimated,60
2025-11,STABLE_LOCAL_CORE_R14B,estimated,60
2025-12,STABLE_LOCAL_CORE_R14B,estimated,60
2026-01,STABLE_LOCAL_CORE_R14B,estimated,60
2026-02,STABLE_LOCAL_CORE_R14B,estimated,60
2026-03,STABLE_LOCAL_CORE_R14B,estimated,60
2026-04,STABLE_LOCAL_CORE_R14B,estimated,60
2026-05,STABLE_LOCAL_CORE_R14B,estimated,60
2026-06,STABLE_LOCAL_CORE_R14B,estimated,60
2026-07,STABLE_LOCAL_CORE_R14B,estimated,60
2019-02,STATE_FAST_R15,insufficient_pool,0
2019-03,STATE_FAST_R15,insufficient_pool,0
2019-04,STATE_FAST_R15,insufficient_pool,0
2019-05,STATE_FAST_R15,insufficient_pool,0
2019-06,STATE_FAST_R15,insufficient_pool,0
2019-07,STATE_FAST_R15,insufficient_pool,0
2019-08,STATE_FAST_R15,insufficient_pool,0
2019-09,STATE_FAST_R15,insufficient_pool,0
2019-10,STATE_FAST_R15,insufficient_pool,0
2019-11,STATE_FAST_R15,insufficient_pool,0
2019-12,STATE_FAST_R15,insufficient_pool,0
2020-01,STATE_FAST_R15,insufficient_pool,0
2020-02,STATE_FAST_R15,insufficient_pool,0
2020-03,STATE_FAST_R15,insufficient_pool,1
2020-04,STATE_FAST_R15,insufficient_pool,2
2020-05,STATE_FAST_R15,insufficient_pool,3
2020-06,STATE_FAST_R15,insufficient_pool,4
2020-07,STATE_FAST_R15,insufficient_pool,5
2020-08,STATE_FAST_R15,insufficient_pool,6
2020-09,STATE_FAST_R15,insufficient_pool,7
2020-10,STATE_FAST_R15,insufficient_pool,8
2020-11,STATE_FAST_R15,insufficient_pool,9
2020-12,STATE_FAST_R15,insufficient_pool,10
2021-01,STATE_FAST_R15,insufficient_pool,11
2021-02,STATE_FAST_R15,insufficient_pool,12
2021-03,STATE_FAST_R15,insufficient_pool,13
2021-04,STATE_FAST_R15,insufficient_pool,14
2021-05,STATE_FAST_R15,insufficient_pool,15
2021-06,STATE_FAST_R15,insufficient_pool,16
2021-07,STATE_FAST_R15,insufficient_pool,17
2021-08,STATE_FAST_R15,insufficient_pool,18
2021-09,STATE_FAST_R15,insufficient_pool,19
2021-10,STATE_FAST_R15,insufficient_pool,20
2021-11,STATE_FAST_R15,insufficient_pool,21
2021-12,STATE_FAST_R15,insufficient_pool,22
2022-01,STATE_FAST_R15,insufficient_pool,23
2022-02,STATE_FAST_R15,estimated,24
2022-03,STATE_FAST_R15,estimated,25
2022-04,STATE_FAST_R15,estimated,26
2022-05,STATE_FAST_R15,estimated,27
2022-06,STATE_FAST_R15,estimated,28
2022-07,STATE_FAST_R15,estimated,29
2022-08,STATE_FAST_R15,estimated,30
2022-09,STATE_FAST_R15,estimated,31
2022-10,STATE_FAST_R15,estimated,32
2022-11,STATE_FAST_R15,estimated,33
2022-12,STATE_FAST_R15,estimated,34
2023-01,STATE_FAST_R15,estimated,35
2023-02,STATE_FAST_R15,estimated,36
2023-03,STATE_FAST_R15,estimated,37
2023-04,STATE_FAST_R15,estimated,38
2023-05,STATE_FAST_R15,estimated,39
2023-06,STATE_FAST_R15,estimated,40
2023-07,STATE_FAST_R15,estimated,41
2023-08,STATE_FAST_R15,estimated,42
2023-09,STATE_FAST_R15,estimated,43
2023-10,STATE_FAST_R15,estimated,44
2023-11,STATE_FAST_R15,estimated,45
2023-12,STATE_FAST_R15,estimated,46
2024-01,STATE_FAST_R15,estimated,47
2024-02,STATE_FAST_R15,estimated,48
2024-03,STATE_FAST_R15,estimated,49
2024-04,STATE_FAST_R15,estimated,50
2024-05,STATE_FAST_R15,estimated,51
2024-06,STATE_FAST_R15,estimated,52
2024-07,STATE_FAST_R15,estimated,53
2024-08,STATE_FAST_R15,estimated,54
2024-09,STATE_FAST_R15,estimated,55
2024-10,STATE_FAST_R15,estimated,56
2024-11,STATE_FAST_R15,estimated,57
2024-12,STATE_FAST_R15,estimated,58
2025-01,STATE_FAST_R15,estimated,59
2025-02,STATE_FAST_R15,estimated,60
2025-03,STATE_FAST_R15,estimated,60
2025-04,STATE_FAST_R15,estimated,60
2025-05,STATE_FAST_R15,estimated,60
2025-06,STATE_FAST_R15,estimated,60
2025-07,STATE_FAST_R15,estimated,60
2025-08,STATE_FAST_R15,estimated,60
2025-09,STATE_FAST_R15,estimated,60
2025-10,STATE_FAST_R15,estimated,60
2025-11,STATE_FAST_R15,estimated,60
2025-12,STATE_FAST_R15,estimated,60
2026-01,STATE_FAST_R15,estimated,60
2026-02,STATE_FAST_R15,estimated,60
2026-03,STATE_FAST_R15,estimated,60
2026-04,STATE_FAST_R15,estimated,60
2026-05,STATE_FAST_R15,estimated,60
2026-06,STATE_FAST_R15,estimated,60
2026-07,STATE_FAST_R15,estimated,60
