sample,clock,model,omitted_report,n,mae,rmse,cnb_mae,cnb_rmse
full,cutoff,TRANSMISSION_BOTH_R16,2024-08-08,62,1.5195464294230336,2.452913861233599,1.0964902903161784,2.364628764398905
full,cutoff,TRANSMISSION_BOTH_R16,2024-11-14,62,1.5029859778726409,2.449919172473611,1.1182254788429142,2.3679521920645064
full,cutoff,TRANSMISSION_BOTH_R16,2025-02-13,62,1.5147913010538903,2.451964140878345,1.119703276802938,2.3680554601341135
full,cutoff,TRANSMISSION_BOTH_R16,2025-05-15,62,1.4862461310887438,2.444068696281683,1.1143983776256081,2.366627053457412
full,cutoff,TRANSMISSION_BOTH_R16,2025-08-14,62,1.4877191017784668,2.44529625025463,1.0970690968318144,2.3639882587009775
full,cutoff,TRANSMISSION_BOTH_R16,2025-11-13,63,1.4700575611973785,2.427317912619094,1.0994653920351358,2.3483463711487516
full,cutoff,TRANSMISSION_BOTH_R16,2026-02-12,64,1.4734867047406297,2.413889228952163,1.0845651369983424,2.3300770237781605
full,cutoff,TRANSMISSION_BOTH_R16,2026-05-14,65,1.4549657521340256,2.395687212322474,1.074816815601965,2.3129842313782722
full,cutoff,TRANSMISSION_GOODS_R16,2022-02-10,62,1.1427641318516388,1.8202197707812728,0.7040305251471131,1.4762985730425087
full,cutoff,TRANSMISSION_GOODS_R16,2022-05-12,62,1.1595477606538147,1.9198347587936484,0.8639058580347869,2.011588414712717
full,cutoff,TRANSMISSION_GOODS_R16,2022-08-11,62,1.370718689438974,2.2496753268136893,1.025782452630478,2.3011132855836207
full,cutoff,TRANSMISSION_GOODS_R16,2022-11-10,62,1.3579175699734438,2.2459807556933553,1.0273077011297567,2.3277027370360734
full,cutoff,TRANSMISSION_GOODS_R16,2023-02-09,62,1.2941228301721144,2.1554012092999013,1.1198213144271685,2.3679762558638635
full,cutoff,TRANSMISSION_GOODS_R16,2023-05-11,62,1.2698580820337673,2.155544263362373,1.0977174807353174,2.364701449100045
full,cutoff,TRANSMISSION_GOODS_R16,2023-08-10,62,1.4041164805244586,2.2753416345823343,1.1073596899799842,2.3661721828347044
full,cutoff,TRANSMISSION_GOODS_R16,2023-11-09,62,1.3652113025719566,2.259301172552711,1.1139947860587205,2.366849088210777
full,cutoff,TRANSMISSION_GOODS_R16,2024-02-15,62,1.4391763621825733,2.283952715748429,1.1097687047272502,2.366056213976598
full,cutoff,TRANSMISSION_GOODS_R16,2024-05-09,62,1.4429495093017999,2.2841221009057167,1.113370885039828,2.367256203681473
full,cutoff,TRANSMISSION_GOODS_R16,2024-08-08,62,1.436019202390321,2.2837428738025367,1.0964902903161784,2.364628764398905
full,cutoff,TRANSMISSION_GOODS_R16,2024-11-14,62,1.4243902917347733,2.2814707828117258,1.1182254788429142,2.3679521920645064
full,cutoff,TRANSMISSION_GOODS_R16,2025-02-13,62,1.434908856204052,2.283196491295946,1.119703276802938,2.3680554601341135
full,cutoff,TRANSMISSION_GOODS_R16,2025-05-15,62,1.4069230085472946,2.2753199525297507,1.1143983776256081,2.366627053457412
full,cutoff,TRANSMISSION_GOODS_R16,2025-08-14,62,1.40755846580369,2.276090950148878,1.0970690968318144,2.3639882587009775
full,cutoff,TRANSMISSION_GOODS_R16,2025-11-13,63,1.3908312355001826,2.2593912872854345,1.0994653920351358,2.3483463711487516
full,cutoff,TRANSMISSION_GOODS_R16,2026-02-12,64,1.3953567233573967,2.2476379227830154,1.0845651369983424,2.3300770237781605
full,cutoff,TRANSMISSION_GOODS_R16,2026-05-14,65,1.3780369760357767,2.230751756749903,1.074816815601965,2.3129842313782722
full,cutoff,TRANSMISSION_OWN_R16,2022-02-10,62,1.2200436282593712,1.9759103214384428,0.7040305251471131,1.4762985730425087
full,cutoff,TRANSMISSION_OWN_R16,2022-05-12,62,1.200145239397935,1.972834674071116,0.8639058580347869,2.011588414712717
full,cutoff,TRANSMISSION_OWN_R16,2022-08-11,62,1.4508368488047394,2.3848525207830225,1.025782452630478,2.3011132855836207
full,cutoff,TRANSMISSION_OWN_R16,2022-11-10,62,1.4281064398702252,2.3740771284178543,1.0273077011297567,2.3277027370360734
full,cutoff,TRANSMISSION_OWN_R16,2023-02-09,62,1.3685938683986547,2.2938324314173726,1.1198213144271685,2.3679762558638635
full,cutoff,TRANSMISSION_OWN_R16,2023-05-11,62,1.3310434860880802,2.2599618028001784,1.0977174807353174,2.364701449100045
full,cutoff,TRANSMISSION_OWN_R16,2023-08-10,62,1.4853782596352194,2.407864227092954,1.1073596899799842,2.3661721828347044
full,cutoff,TRANSMISSION_OWN_R16,2023-11-09,62,1.4422478612056688,2.3900347627894427,1.1139947860587205,2.366849088210777
full,cutoff,TRANSMISSION_OWN_R16,2024-02-15,62,1.5152440158052318,2.4151016682411597,1.1097687047272502,2.366056213976598
full,cutoff,TRANSMISSION_OWN_R16,2024-05-09,62,1.51796215548582,2.41519253508098,1.113370885039828,2.367256203681473
full,cutoff,TRANSMISSION_OWN_R16,2024-08-08,62,1.5183136982528236,2.4154287119583167,1.0964902903161784,2.364628764398905
full,cutoff,TRANSMISSION_OWN_R16,2024-11-14,62,1.504089183213131,2.4129720545207705,1.1182254788429142,2.3679521920645064
full,cutoff,TRANSMISSION_OWN_R16,2025-02-13,62,1.5157020891431672,2.414844839593762,1.119703276802938,2.3680554601341135
full,cutoff,TRANSMISSION_OWN_R16,2025-05-15,62,1.4865632703079303,2.4070380519935988,1.1143983776256081,2.366627053457412
full,cutoff,TRANSMISSION_OWN_R16,2025-08-14,62,1.489777316488999,2.4088920615736473,1.0970690968318144,2.3639882587009775
full,cutoff,TRANSMISSION_OWN_R16,2025-11-13,63,1.469642845898733,2.390211160626032,1.0994653920351358,2.3483463711487516
full,cutoff,TRANSMISSION_OWN_R16,2026-02-12,64,1.4726852207745798,2.3770131726858823,1.0845651369983424,2.3300770237781605
full,cutoff,TRANSMISSION_OWN_R16,2026-05-14,65,1.454220429114132,2.3591118751309827,1.074816815601965,2.3129842313782722
full,cutoff,TRANSMISSION_SERVICES_R16,2022-02-10,62,1.2990303034947674,2.1582918622040803,0.7040305251471131,1.4762985730425087
full,cutoff,TRANSMISSION_SERVICES_R16,2022-05-12,62,1.2459162480295538,2.048040176331791,0.8639058580347869,2.011588414712717
full,cutoff,TRANSMISSION_SERVICES_R16,2022-08-11,62,1.5326088791971049,2.575904836283363,1.025782452630478,2.3011132855836207
full,cutoff,TRANSMISSION_SERVICES_R16,2022-11-10,62,1.531782499828475,2.577388234073241,1.0273077011297567,2.3277027370360734
full,cutoff,TRANSMISSION_SERVICES_R16,2023-02-09,62,1.464412557979713,2.500306377103536,1.1198213144271685,2.3679762558638635
full,cutoff,TRANSMISSION_SERVICES_R16,2023-05-11,62,1.427417189303101,2.470280141088957,1.0977174807353174,2.364701449100045
full,cutoff,TRANSMISSION_SERVICES_R16,2023-08-10,62,1.5766063557003969,2.603540422575282,1.1073596899799842,2.3661721828347044
full,cutoff,TRANSMISSION_SERVICES_R16,2023-11-09,62,1.5323277187255144,2.5852235729673034,1.1139947860587205,2.366849088210777
full,cutoff,TRANSMISSION_SERVICES_R16,2024-02-15,62,1.6078168244647388,2.611450529458432,1.1097687047272502,2.366056213976598
full,cutoff,TRANSMISSION_SERVICES_R16,2024-05-09,62,1.6087197825894362,2.6110825282349825,1.113370885039828,2.367256203681473
full,cutoff,TRANSMISSION_SERVICES_R16,2024-08-08,62,1.6158255947540037,2.6124005444768352,1.0964902903161784,2.364628764398905
full,cutoff,TRANSMISSION_SERVICES_R16,2024-11-14,62,1.5971830319181601,2.6092306486670465,1.1182254788429142,2.3679521920645064
full,cutoff,TRANSMISSION_SERVICES_R16,2025-02-13,62,1.6100671582372241,2.611484290582102,1.119703276802938,2.3680554601341135
full,cutoff,TRANSMISSION_SERVICES_R16,2025-05-15,62,1.581486229157899,2.6040684860816747,1.1143983776256081,2.366627053457412
full,cutoff,TRANSMISSION_SERVICES_R16,2025-08-14,62,1.5855943687560718,2.6062548572720416,1.0970690968318144,2.3639882587009775
full,cutoff,TRANSMISSION_SERVICES_R16,2025-11-13,63,1.563875588871012,2.5859498393394333,1.0994653920351358,2.3483463711487516
full,cutoff,TRANSMISSION_SERVICES_R16,2026-02-12,64,1.5655881869831365,2.5708479320768722,1.0845651369983424,2.3300770237781605
full,cutoff,TRANSMISSION_SERVICES_R16,2026-05-14,65,1.5456949815339178,2.551415899429214,1.074816815601965,2.3129842313782722
full,cutoff,cnb,2022-02-10,62,0.7040305251471131,1.4762985730425087,0.7040305251471131,1.4762985730425087
full,cutoff,cnb,2022-05-12,62,0.8639058580347869,2.011588414712717,0.8639058580347869,2.011588414712717
full,cutoff,cnb,2022-08-11,62,1.025782452630478,2.3011132855836207,1.025782452630478,2.3011132855836207
full,cutoff,cnb,2022-11-10,62,1.0273077011297567,2.3277027370360734,1.0273077011297567,2.3277027370360734
full,cutoff,cnb,2023-02-09,62,1.1198213144271685,2.3679762558638635,1.1198213144271685,2.3679762558638635
full,cutoff,cnb,2023-05-11,62,1.0977174807353174,2.364701449100045,1.0977174807353174,2.364701449100045
full,cutoff,cnb,2023-08-10,62,1.1073596899799842,2.3661721828347044,1.1073596899799842,2.3661721828347044
full,cutoff,cnb,2023-11-09,62,1.1139947860587205,2.366849088210777,1.1139947860587205,2.366849088210777
full,cutoff,cnb,2024-02-15,62,1.1097687047272502,2.366056213976598,1.1097687047272502,2.366056213976598
full,cutoff,cnb,2024-05-09,62,1.113370885039828,2.367256203681473,1.113370885039828,2.367256203681473
full,cutoff,cnb,2024-08-08,62,1.0964902903161784,2.364628764398905,1.0964902903161784,2.364628764398905
full,cutoff,cnb,2024-11-14,62,1.1182254788429142,2.3679521920645064,1.1182254788429142,2.3679521920645064
full,cutoff,cnb,2025-02-13,62,1.119703276802938,2.3680554601341135,1.119703276802938,2.3680554601341135
full,cutoff,cnb,2025-05-15,62,1.1143983776256081,2.366627053457412,1.1143983776256081,2.366627053457412
full,cutoff,cnb,2025-08-14,62,1.0970690968318144,2.3639882587009775,1.0970690968318144,2.3639882587009775
full,cutoff,cnb,2025-11-13,63,1.0994653920351358,2.3483463711487516,1.0994653920351358,2.3483463711487516
full,cutoff,cnb,2026-02-12,64,1.0845651369983424,2.3300770237781605,1.0845651369983424,2.3300770237781605
full,cutoff,cnb,2026-05-14,65,1.074816815601965,2.3129842313782722,1.074816815601965,2.3129842313782722
full,report,BLEND_DAMPED_TRANSMISSION_R16,2022-02-10,62,1.108251501158663,1.7232416549861904,0.7040305251471131,1.4762985730425087
full,report,BLEND_DAMPED_TRANSMISSION_R16,2022-05-12,62,1.165783448298353,1.9027438545236581,0.8639058580347869,2.011588414712717
full,report,BLEND_DAMPED_TRANSMISSION_R16,2022-08-11,62,1.336647340710632,2.1616426695000666,1.025782452630478,2.3011132855836207
full,report,BLEND_DAMPED_TRANSMISSION_R16,2022-11-10,62,1.2906369468601528,2.132906755409029,1.0273077011297567,2.3277027370360734
full,report,BLEND_DAMPED_TRANSMISSION_R16,2023-02-09,62,1.2556631533778775,2.0683850332738927,1.1198213144271685,2.3679762558638635
full,report,BLEND_DAMPED_TRANSMISSION_R16,2023-05-11,62,1.2606819965728098,2.09745820373901,1.0977174807353174,2.364701449100045
full,report,BLEND_DAMPED_TRANSMISSION_R16,2023-08-10,62,1.3422857968901878,2.172919255749159,1.1073596899799842,2.3661721828347044
full,report,BLEND_DAMPED_TRANSMISSION_R16,2023-11-09,62,1.3158385852326986,2.161814868311102,1.1139947860587205,2.366849088210777
full,report,BLEND_DAMPED_TRANSMISSION_R16,2024-02-15,62,1.3803771751748033,2.1922046405775424,1.1097687047272502,2.366056213976598
full,report,BLEND_DAMPED_TRANSMISSION_R16,2024-05-09,62,1.394697526409911,2.1946430892679083,1.113370885039828,2.367256203681473
full,report,BLEND_DAMPED_TRANSMISSION_R16,2024-08-08,62,1.4060712921048484,2.1960120193924384,1.0964902903161784,2.364628764398905
full,report,BLEND_DAMPED_TRANSMISSION_R16,2024-11-14,62,1.400547159505839,2.195408951290064,1.1182254788429142,2.3679521920645064
full,report,BLEND_DAMPED_TRANSMISSION_R16,2025-02-13,62,1.3993941474790743,2.1951706341623516,1.119703276802938,2.3680554601341135
full,report,BLEND_DAMPED_TRANSMISSION_R16,2025-05-15,62,1.3709713151828993,2.186905985127222,1.1143983776256081,2.366627053457412
full,report,BLEND_DAMPED_TRANSMISSION_R16,2025-08-14,62,1.3664360839049647,2.1866923091252315,1.0970690968318144,2.3639882587009775
full,report,BLEND_DAMPED_TRANSMISSION_R16,2025-11-13,63,1.3765832758280063,2.1774728583307463,1.0994653920351358,2.3483463711487516
full,report,BLEND_DAMPED_TRANSMISSION_R16,2026-02-12,64,1.362584230520296,2.1612070677770525,1.0845651369983424,2.3300770237781605
full,report,BLEND_DAMPED_TRANSMISSION_R16,2026-05-14,65,1.342341006913009,2.1445526090516767,1.074816815601965,2.3129842313782722
full,report,DAMPED_ADAPT_R16,2022-02-10,62,1.1598050850434434,1.8159446994486996,0.7040305251471131,1.4762985730425087
full,report,DAMPED_ADAPT_R16,2022-05-12,62,1.1604269219264232,1.8368960823351332,0.8639058580347869,2.011588414712717
full,report,DAMPED_ADAPT_R16,2022-08-11,62,1.3668775633745267,2.1672985731093783,1.025782452630478,2.3011132855836207
full,report,DAMPED_ADAPT_R16,2022-11-10,62,1.308093700313838,2.130277683486233,1.0273077011297567,2.3277027370360734
full,report,DAMPED_ADAPT_R16,2023-02-09,62,1.283533320038662,2.0814145723009525,1.1198213144271685,2.3679762558638635
full,report,DAMPED_ADAPT_R16,2023-05-11,62,1.289891915327239,2.1076686404424367,1.0977174807353174,2.364701449100045
full,report,DAMPED_ADAPT_R16,2023-08-10,62,1.3656247457797246,2.1781881002969454,1.1073596899799842,2.3661721828347044
full,report,DAMPED_ADAPT_R16,2023-11-09,62,1.3391361026056858,2.1664580357998067,1.1139947860587205,2.366849088210777
full,report,DAMPED_ADAPT_R16,2024-02-15,62,1.4156048195259525,2.2008896578848547,1.1097687047272502,2.366056213976598
full,report,DAMPED_ADAPT_R16,2024-05-09,62,1.4140201451950256,2.2004574442617644,1.113370885039828,2.367256203681473
full,report,DAMPED_ADAPT_R16,2024-08-08,62,1.4332681113357457,2.2034086126015344,1.0964902903161784,2.364628764398905
full,report,DAMPED_ADAPT_R16,2024-11-14,62,1.4246229475343872,2.2024896199575923,1.1182254788429142,2.3679521920645064
full,report,DAMPED_ADAPT_R16,2025-02-13,62,1.4239081891444292,2.2023067104508227,1.119703276802938,2.3680554601341135
full,report,DAMPED_ADAPT_R16,2025-05-15,62,1.399559423815122,2.195014636353199,1.1143983776256081,2.366627053457412
full,report,DAMPED_ADAPT_R16,2025-08-14,62,1.3942798614467633,2.1944347838017504,1.0970690968318144,2.3639882587009775
full,report,DAMPED_ADAPT_R16,2025-11-13,63,1.4028795227911803,2.1848229339505316,1.0994653920351358,2.3483463711487516
full,report,DAMPED_ADAPT_R16,2026-02-12,64,1.3891450567017154,2.168606566517503,1.0845651369983424,2.3300770237781605
full,report,DAMPED_ADAPT_R16,2026-05-14,65,1.3686291283861727,2.151913368544025,1.074816815601965,2.3129842313782722
full,report,DAMPED_P80_Q001_R16,2022-02-10,62,1.1541917354385305,1.8305192766163045,0.7040305251471131,1.4762985730425087
full,report,DAMPED_P80_Q001_R16,2022-05-12,62,1.1548135723215103,1.8513057251319172,0.8639058580347869,2.011588414712717
full,report,DAMPED_P80_Q001_R16,2022-08-11,62,1.3612642137696138,2.179524896763054,1.025782452630478,2.3011132855836207
full,report,DAMPED_P80_Q001_R16,2022-11-10,62,1.3281037982266208,2.163584460671594,1.0273077011297567,2.3277027370360734
full,report,DAMPED_P80_Q001_R16,2023-02-09,62,1.2762118727431588,2.0830651527585187,1.1198213144271685,2.3679762558638635
full,report,DAMPED_P80_Q001_R16,2023-05-11,62,1.2700765003984416,2.099149343365505,1.0977174807353174,2.364701449100045
full,report,DAMPED_P80_Q001_R16,2023-08-10,62,1.360011396174812,2.1903536405985373,1.1073596899799842,2.3661721828347044
full,report,DAMPED_P80_Q001_R16,2023-11-09,62,1.3335227530007732,2.1786890763690003,1.1139947860587205,2.366849088210777
full,report,DAMPED_P80_Q001_R16,2024-02-15,62,1.40999146992104,2.2129304003498538,1.1097687047272502,2.366056213976598
full,report,DAMPED_P80_Q001_R16,2024-05-09,62,1.4084067955901127,2.212500538895995,1.113370885039828,2.367256203681473
full,report,DAMPED_P80_Q001_R16,2024-08-08,62,1.427654761730833,2.2154356647609226,1.0964902903161784,2.364628764398905
full,report,DAMPED_P80_Q001_R16,2024-11-14,62,1.4190095979294743,2.2145216631654323,1.1182254788429142,2.3679521920645064
full,report,DAMPED_P80_Q001_R16,2025-02-13,62,1.4182948395395167,2.2143397475330597,1.119703276802938,2.3680554601341135
full,report,DAMPED_P80_Q001_R16,2025-05-15,62,1.393174926503401,2.20677047226875,1.1143983776256081,2.366627053457412
full,report,DAMPED_P80_Q001_R16,2025-08-14,62,1.385337724650351,2.205069307963169,1.0970690968318144,2.3639882587009775
full,report,DAMPED_P80_Q001_R16,2025-11-13,63,1.397355273973647,2.1967597368058067,1.0994653920351358,2.3483463711487516
full,report,DAMPED_P80_Q001_R16,2026-02-12,64,1.3837071242719565,2.18044475021597,1.0845651369983424,2.3300770237781605
full,report,DAMPED_P80_Q001_R16,2026-05-14,65,1.3632748564553328,2.163659848317558,1.074816815601965,2.3129842313782722
full,report,DAMPED_P80_Q010_R16,2022-02-10,62,1.078799946675808,1.7023203103403486,0.7040305251471131,1.4762985730425087
full,report,DAMPED_P80_Q010_R16,2022-05-12,62,1.0564841836307965,1.6605238013335026,0.8639058580347869,2.011588414712717
full,report,DAMPED_P80_Q010_R16,2022-08-11,62,1.226015731658438,1.9530409592400209,1.025782452630478,2.3011132855836207
full,report,DAMPED_P80_Q010_R16,2022-11-10,62,1.193018050385845,1.9288187261535108,1.0273077011297567,2.3277027370360734
full,report,DAMPED_P80_Q010_R16,2023-02-09,62,1.1525599932804744,1.8473091399484842,1.1198213144271685,2.3679762558638635
full,report,DAMPED_P80_Q010_R16,2023-05-11,62,1.1604413688330697,1.8883942742480877,1.0977174807353174,2.364701449100045
full,report,DAMPED_P80_Q010_R16,2023-08-10,62,1.2604308475824486,1.9823935670109214,1.1073596899799842,2.3661721828347044
full,report,DAMPED_P80_Q010_R16,2023-11-09,62,1.2337285592638731,1.9719878228549748,1.1139947860587205,2.366849088210777
full,report,DAMPED_P80_Q010_R16,2024-02-15,62,1.2641179361489383,1.9866323001140238,1.1097687047272502,2.366056213976598
full,report,DAMPED_P80_Q010_R16,2024-05-09,62,1.3046148997463365,1.99479123978432,1.113370885039828,2.367256203681473
full,report,DAMPED_P80_Q010_R16,2024-08-08,62,1.2945616760060066,1.9939689988632923,1.0964902903161784,2.364628764398905
full,report,DAMPED_P80_Q010_R16,2024-11-14,62,1.3040832143731413,1.9947793800574487,1.1182254788429142,2.3679521920645064
full,report,DAMPED_P80_Q010_R16,2025-02-13,62,1.3014573540566687,1.9945069620175957,1.119703276802938,2.3680554601341135
full,report,DAMPED_P80_Q010_R16,2025-05-15,62,1.2701088773209526,1.985410559786881,1.1143983776256081,2.366627053457412
full,report,DAMPED_P80_Q010_R16,2025-08-14,62,1.2648293149525935,1.9847694721220206,1.0970690968318144,2.3639882587009775
full,report,DAMPED_P80_Q010_R16,2025-11-13,63,1.2769743550131842,1.9779113643009172,1.0994653920351358,2.3483463711487516
full,report,DAMPED_P80_Q010_R16,2026-02-12,64,1.2635219086368106,1.9631315403124316,1.0845651369983424,2.3300770237781605
full,report,DAMPED_P80_Q010_R16,2026-05-14,65,1.2449658475829526,1.9480313914635325,1.074816815601965,2.3129842313782722
full,report,DAMPED_P95_Q001_R16,2022-02-10,62,1.1028896810465105,1.690739917905383,0.7040305251471131,1.4762985730425087
full,report,DAMPED_P95_Q001_R16,2022-05-12,62,1.0880613823791128,1.6718190988900248,0.8639058580347869,2.011588414712717
full,report,DAMPED_P95_Q001_R16,2022-08-11,62,1.2358170139449003,1.9189225963318723,1.025782452630478,2.3011132855836207
full,report,DAMPED_P95_Q001_R16,2022-11-10,62,1.1951190499161293,1.885143981615673,1.0273077011297567,2.3277027370360734
full,report,DAMPED_P95_Q001_R16,2023-02-09,62,1.1705586696409533,1.8297462787089032,1.1198213144271685,2.3679762558638635
full,report,DAMPED_P95_Q001_R16,2023-05-11,62,1.1656692564210387,1.8410143636170044,1.0977174807353174,2.364701449100045
full,report,DAMPED_P95_Q001_R16,2023-08-10,62,1.273672808800022,1.953354546244719,1.1073596899799842,2.3661721828347044
full,report,DAMPED_P95_Q001_R16,2023-11-09,62,1.2527715514495685,1.946056190120665,1.1139947860587205,2.366849088210777
full,report,DAMPED_P95_Q001_R16,2024-02-15,62,1.2724666104054039,1.9558112997761439,1.1097687047272502,2.366056213976598
full,report,DAMPED_P95_Q001_R16,2024-05-09,62,1.317754435488338,1.9672262754179335,1.113370885039828,2.367256203681473
full,report,DAMPED_P95_Q001_R16,2024-08-08,62,1.29698849297686,1.963584338882588,1.0964902903161784,2.364628764398905
full,report,DAMPED_P95_Q001_R16,2024-11-14,62,1.3196975804067075,1.9673981828871017,1.1182254788429142,2.3679521920645064
full,report,DAMPED_P95_Q001_R16,2025-02-13,62,1.3187626575056233,1.9673432681585301,1.119703276802938,2.3680554601341135
full,report,DAMPED_P95_Q001_R16,2025-05-15,62,1.2958453944913793,1.9618813567176707,1.1143983776256081,2.366627053457412
full,report,DAMPED_P95_Q001_R16,2025-08-14,62,1.2880699029503306,1.960273164892446,1.0970690968318144,2.3639882587009775
full,report,DAMPED_P95_Q001_R16,2025-11-13,63,1.2955554463303043,1.9511745173223531,1.0994653920351358,2.3483463711487516
full,report,DAMPED_P95_Q001_R16,2026-02-12,64,1.2787142312012911,1.9361634948701192,1.0845651369983424,2.3300770237781605
full,report,DAMPED_P95_Q001_R16,2026-05-14,65,1.260832616602954,1.9214121476319765,1.074816815601965,2.3129842313782722
full,report,DAMPED_P95_Q010_R16,2022-02-10,62,1.0666120714227991,1.6226701400858126,0.7040305251471131,1.4762985730425087
full,report,DAMPED_P95_Q010_R16,2022-05-12,62,0.9743371836405419,1.4639819535708696,0.8639058580347869,2.011588414712717
full,report,DAMPED_P95_Q010_R16,2022-08-11,62,1.0772402824694387,1.6315210271676996,1.025782452630478,2.3011132855836207
full,report,DAMPED_P95_Q010_R16,2022-11-10,62,1.0610468644021909,1.6456510678349578,1.0273077011297567,2.3277027370360734
full,report,DAMPED_P95_Q010_R16,2023-02-09,62,1.0070829347702344,1.532346059845044,1.1198213144271685,2.3679762558638635
full,report,DAMPED_P95_Q010_R16,2023-05-11,62,1.0869729591240351,1.6823439326664067,1.0977174807353174,2.364701449100045
full,report,DAMPED_P95_Q010_R16,2023-08-10,62,1.160918141724133,1.7271787197686082,1.1073596899799842,2.3661721828347044
full,report,DAMPED_P95_Q010_R16,2023-11-09,62,1.1557724867975678,1.7259226738481694,1.1139947860587205,2.366849088210777
full,report,DAMPED_P95_Q010_R16,2024-02-15,62,1.0996577163248265,1.6933467529007507,1.1097687047272502,2.366056213976598
full,report,DAMPED_P95_Q010_R16,2024-05-09,62,1.1614354258035382,1.7280240341135333,1.113370885039828,2.367256203681473
full,report,DAMPED_P95_Q010_R16,2024-08-08,62,1.1462325653564551,1.7229924638871914,1.0964902903161784,2.364628764398905
full,report,DAMPED_P95_Q010_R16,2024-11-14,62,1.1822200177212758,1.731818478322758,1.1182254788429142,2.3679521920645064
full,report,DAMPED_P95_Q010_R16,2025-02-13,62,1.1794247870522496,1.7316226795008212,1.119703276802938,2.3680554601341135
full,report,DAMPED_P95_Q010_R16,2025-05-15,62,1.1359964895894503,1.7142004454273594,1.1143983776256081,2.366627053457412
full,report,DAMPED_P95_Q010_R16,2025-08-14,62,1.1401619487606942,1.7195457165455572,1.0970690968318144,2.3639882587009775
full,report,DAMPED_P95_Q010_R16,2025-11-13,63,1.1556813037766913,1.7168294711053549,1.0994653920351358,2.3483463711487516
full,report,DAMPED_P95_Q010_R16,2026-02-12,64,1.1442223442650552,1.7042183378546953,1.0845651369983424,2.3300770237781605
full,report,DAMPED_P95_Q010_R16,2026-05-14,65,1.1266446778936274,1.69097544332883,1.074816815601965,2.3129842313782722
full,report,INDEPENDENT_BRIDGE,2022-02-10,62,1.3715284811275992,2.130735282219327,0.7040305251471131,1.4762985730425087
full,report,INDEPENDENT_BRIDGE,2022-05-12,62,1.3577288920253265,2.115770450908231,0.8639058580347869,2.011588414712717
full,report,INDEPENDENT_BRIDGE,2022-08-11,62,1.4213599983950431,2.239233058357456,1.025782452630478,2.3011132855836207
full,report,INDEPENDENT_BRIDGE,2022-11-10,62,1.4321431174447112,2.2750457358452016,1.0273077011297567,2.3277027370360734
full,report,INDEPENDENT_BRIDGE,2023-02-09,62,1.446903431232827,2.2994722899753017,1.1198213144271685,2.3679762558638635
full,report,INDEPENDENT_BRIDGE,2023-05-11,62,1.481489693747744,2.3555157779954015,1.0977174807353174,2.364701449100045
full,report,INDEPENDENT_BRIDGE,2023-08-10,62,1.587136475353078,2.431024111648891,1.1073596899799842,2.3661721828347044
full,report,INDEPENDENT_BRIDGE,2023-11-09,62,1.5417982541963762,2.41362253370979,1.1139947860587205,2.366849088210777
full,report,INDEPENDENT_BRIDGE,2024-02-15,62,1.5735355928191432,2.4283352300289756,1.1097687047272502,2.366056213976598
full,report,INDEPENDENT_BRIDGE,2024-05-09,62,1.6108825489780527,2.43650133656282,1.113370885039828,2.367256203681473
full,report,INDEPENDENT_BRIDGE,2024-08-08,62,1.6039061143149345,2.435568076407359,1.0964902903161784,2.364628764398905
full,report,INDEPENDENT_BRIDGE,2024-11-14,62,1.593083437805609,2.43259101469592,1.1182254788429142,2.3679521920645064
full,report,INDEPENDENT_BRIDGE,2025-02-13,62,1.6071271433330254,2.4356060472410297,1.119703276802938,2.3680554601341135
full,report,INDEPENDENT_BRIDGE,2025-05-15,62,1.594804543617195,2.4315366580820097,1.1143983776256081,2.366627053457412
full,report,INDEPENDENT_BRIDGE,2025-08-14,62,1.5707029168383804,2.4237999580928036,1.0970690968318144,2.3639882587009775
full,report,INDEPENDENT_BRIDGE,2025-11-13,63,1.592019211648119,2.4175693705013237,1.0994653920351358,2.3483463711487516
full,report,INDEPENDENT_BRIDGE,2026-02-12,64,1.569967221666181,2.3986840386257056,1.0845651369983424,2.3300770237781605
full,report,INDEPENDENT_BRIDGE,2026-05-14,65,1.5451852983929668,2.3799487775172974,1.074816815601965,2.3129842313782722
full,report,RF_RESIDUAL_R15,2022-02-10,62,1.2716327688149867,1.8278565600503358,0.7040305251471131,1.4762985730425087
full,report,RF_RESIDUAL_R15,2022-05-12,62,1.3094020696559319,1.9440431216729437,0.8639058580347869,2.011588414712717
full,report,RF_RESIDUAL_R15,2022-08-11,62,1.4367282071923975,2.124059457874723,1.025782452630478,2.3011132855836207
full,report,RF_RESIDUAL_R15,2022-11-10,62,1.401679007587154,2.1029941584094654,1.0273077011297567,2.3277027370360734
full,report,RF_RESIDUAL_R15,2023-02-09,62,1.3683271853544807,2.0466191147076698,1.1198213144271685,2.3679762558638635
full,report,RF_RESIDUAL_R15,2023-05-11,62,1.350439419937417,2.019605374285664,1.0977174807353174,2.364701449100045
full,report,RF_RESIDUAL_R15,2023-08-10,62,1.4600734664434818,2.151139348195959,1.1073596899799842,2.3661721828347044
full,report,RF_RESIDUAL_R15,2023-11-09,62,1.4335528281755896,2.138969300700618,1.1139947860587205,2.366849088210777
full,report,RF_RESIDUAL_R15,2024-02-15,62,1.5049878483973438,2.1766717875914305,1.1097687047272502,2.366056213976598
full,report,RF_RESIDUAL_R15,2024-05-09,62,1.4881906799710973,2.169123184443502,1.113370885039828,2.367256203681473
