"Ukazatel","IndicatorType","Týdny","CasT2","Území","Uz0","Hodnota","MJ_TEXT","MJ_SYMBOL"
"Průměrná cena bez daní (Kč/tis. l)","7401"," 18. týden 2020","2020-W18","Česko","CZ","7881.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 19. týden 2020","2020-W19","Česko","CZ","7619.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 20. týden 2020","2020-W20","Česko","CZ","7480.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 21. týden 2020","2020-W21","Česko","CZ","7728.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 22. týden 2020","2020-W22","Česko","CZ","8429.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 23. týden 2020","2020-W23","Česko","CZ","8461.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 24. týden 2020","2020-W24","Česko","CZ","8840.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 25. týden 2020","2020-W25","Česko","CZ","8633.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 26. týden 2020","2020-W26","Česko","CZ","8979.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 27. týden 2020","2020-W27","Česko","CZ","9009.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 28. týden 2020","2020-W28","Česko","CZ","9442.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 29. týden 2020","2020-W29","Česko","CZ","9514.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 30. týden 2020","2020-W30","Česko","CZ","9442.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 31. týden 2020","2020-W31","Česko","CZ","9408.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 32. týden 2020","2020-W32","Česko","CZ","9230.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 33. týden 2020","2020-W33","Česko","CZ","9397.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 34. týden 2020","2020-W34","Česko","CZ","9242.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 35. týden 2020","2020-W35","Česko","CZ","9153.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 36. týden 2020","2020-W36","Česko","CZ","9102.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 37. týden 2020","2020-W37","Česko","CZ","8885.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 38. týden 2020","2020-W38","Česko","CZ","8696.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 39. týden 2020","2020-W39","Česko","CZ","8662.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 40. týden 2020","2020-W40","Česko","CZ","8725.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 41. týden 2020","2020-W41","Česko","CZ","8698.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 42. týden 2020","2020-W42","Česko","CZ","8782.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 43. týden 2020","2020-W43","Česko","CZ","9008.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 44. týden 2020","2020-W44","Česko","CZ","8886.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 45. týden 2020","2020-W45","Česko","CZ","8775.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 46. týden 2020","2020-W46","Česko","CZ","8584.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 47. týden 2020","2020-W47","Česko","CZ","8931.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 48. týden 2020","2020-W48","Česko","CZ","8988.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 49. týden 2020","2020-W49","Česko","CZ","9367.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 50. týden 2020","2020-W50","Česko","CZ","9594.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 51. týden 2020","2020-W51","Česko","CZ","9712.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 01. týden 2021","2021-W01","Česko","CZ","9505.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 02. týden 2021","2021-W02","Česko","CZ","9482.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 03. týden 2021","2021-W03","Česko","CZ","9842.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 04. týden 2021","2021-W04","Česko","CZ","9805.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 05. týden 2021","2021-W05","Česko","CZ","9794.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 06. týden 2021","2021-W06","Česko","CZ","10167.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 07. týden 2021","2021-W07","Česko","CZ","10424.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 08. týden 2021","2021-W08","Česko","CZ","10630.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 09. týden 2021","2021-W09","Česko","CZ","11061.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 10. týden 2021","2021-W10","Česko","CZ","11477.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 11. týden 2021","2021-W11","Česko","CZ","11935.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 12. týden 2021","2021-W12","Česko","CZ","11601.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 13. týden 2021","2021-W13","Česko","CZ","11700.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 15. týden 2021","2021-W15","Česko","CZ","11315.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 16. týden 2021","2021-W16","Česko","CZ","11366.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 17. týden 2021","2021-W17","Česko","CZ","11321.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 18. týden 2021","2021-W18","Česko","CZ","11418.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 19. týden 2021","2021-W19","Česko","CZ","11837.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 20. týden 2021","2021-W20","Česko","CZ","11956.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 21. týden 2021","2021-W21","Česko","CZ","11768.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 22. týden 2021","2021-W22","Česko","CZ","11768.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 23. týden 2021","2021-W23","Česko","CZ","12078.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 24. týden 2021","2021-W24","Česko","CZ","12338.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 25. týden 2021","2021-W25","Česko","CZ","12467.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 26. týden 2021","2021-W26","Česko","CZ","12698.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 28. týden 2021","2021-W28","Česko","CZ","12894.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 29. týden 2021","2021-W29","Česko","CZ","13029.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 30. týden 2021","2021-W30","Česko","CZ","12911.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 31. týden 2021","2021-W31","Česko","CZ","13047.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 32. týden 2021","2021-W32","Česko","CZ","12931.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 33. týden 2021","2021-W33","Česko","CZ","12660.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 34. týden 2021","2021-W34","Česko","CZ","12617.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 35. týden 2021","2021-W35","Česko","CZ","12880.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 36. týden 2021","2021-W36","Česko","CZ","13071.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 37. týden 2021","2021-W37","Česko","CZ","13062.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 38. týden 2021","2021-W38","Česko","CZ","13214.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 39. týden 2021","2021-W39","Česko","CZ","13632.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 40. týden 2021","2021-W40","Česko","CZ","14449.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 41. týden 2021","2021-W41","Česko","CZ","15528.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 42. týden 2021","2021-W42","Česko","CZ","15911.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 43. týden 2021","2021-W43","Česko","CZ","16135.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 44. týden 2021","2021-W44","Česko","CZ","16398.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 45. týden 2021","2021-W45","Česko","CZ","16297.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 46. týden 2021","2021-W46","Česko","CZ","16582.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 47. týden 2021","2021-W47","Česko","CZ","16384.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 48. týden 2021","2021-W48","Česko","CZ","14605.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 49. týden 2021","2021-W49","Česko","CZ","14965.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 50. týden 2021","2021-W50","Česko","CZ","15073.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 01. týden 2022","2022-W01","Česko","CZ","14876.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 02. týden 2022","2022-W02","Česko","CZ","15574.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 03. týden 2022","2022-W03","Česko","CZ","15679.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 04. týden 2022","2022-W04","Česko","CZ","16059.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 05. týden 2022","2022-W05","Česko","CZ","15689.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 06. týden 2022","2022-W06","Česko","CZ","16732.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 07. týden 2022","2022-W07","Česko","CZ","16850.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 08. týden 2022","2022-W08","Česko","CZ","17033.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 09. týden 2022","2022-W09","Česko","CZ","19296.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 10. týden 2022","2022-W10","Česko","CZ","24673.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 11. týden 2022","2022-W11","Česko","CZ","26654.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 12. týden 2022","2022-W12","Česko","CZ","24305.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 13. týden 2022","2022-W13","Česko","CZ","26314.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 14. týden 2022","2022-W14","Česko","CZ","25944.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 15. týden 2022","2022-W15","Česko","CZ","24735.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 17. týden 2022","2022-W17","Česko","CZ","25141.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 18. týden 2022","2022-W18","Česko","CZ","26013.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 19. týden 2022","2022-W19","Česko","CZ","25687.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 20. týden 2022","2022-W20","Česko","CZ","25962.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 21. týden 2022","2022-W21","Česko","CZ","25110.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 22. týden 2022","2022-W22","Česko","CZ","25578.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 23. týden 2022","2022-W23","Česko","CZ","27348.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 24. týden 2022","2022-W24","Česko","CZ","29819.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 25. týden 2022","2022-W25","Česko","CZ","29863.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 26. týden 2022","2022-W26","Česko","CZ","29742.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 27. týden 2022","2022-W27","Česko","CZ","29201.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 28. týden 2022","2022-W28","Česko","CZ","27350.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 29. týden 2022","2022-W29","Česko","CZ","27845.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 30. týden 2022","2022-W30","Česko","CZ","26659.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 31. týden 2022","2022-W31","Česko","CZ","26803.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 32. týden 2022","2022-W32","Česko","CZ","24368.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 33. týden 2022","2022-W33","Česko","CZ","24366.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 34. týden 2022","2022-W34","Česko","CZ","25760.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 35. týden 2022","2022-W35","Česko","CZ","27578.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 36. týden 2022","2022-W36","Česko","CZ","26997.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 37. týden 2022","2022-W37","Česko","CZ","25988.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 38. týden 2022","2022-W38","Česko","CZ","24734.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 39. týden 2022","2022-W39","Česko","CZ","24122.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 40. týden 2022","2022-W40","Česko","CZ","24721.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 41. týden 2022","2022-W41","Česko","CZ","27953.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 42. týden 2022","2022-W42","Česko","CZ","28253.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 43. týden 2022","2022-W43","Česko","CZ","28279.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 44. týden 2022","2022-W44","Česko","CZ","27334.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 45. týden 2022","2022-W45","Česko","CZ","25800.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 46. týden 2022","2022-W46","Česko","CZ","24629.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 47. týden 2022","2022-W47","Česko","CZ","23185.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 48. týden 2022","2022-W48","Česko","CZ","22705.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 49. týden 2022","2022-W49","Česko","CZ","20674.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 50. týden 2022","2022-W50","Česko","CZ","20706.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 51. týden 2022","2022-W51","Česko","CZ","20793.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 01. týden 2023","2023-W01","Česko","CZ","21287.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 02. týden 2023","2023-W02","Česko","CZ","21018.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 03. týden 2023","2023-W03","Česko","CZ","20931.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 04. týden 2023","2023-W04","Česko","CZ","21387.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 05. týden 2023","2023-W05","Česko","CZ","21057.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 06. týden 2023","2023-W06","Česko","CZ","19539.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 07. týden 2023","2023-W07","Česko","CZ","18988.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 08. týden 2023","2023-W08","Česko","CZ","18664.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 09. týden 2023","2023-W09","Česko","CZ","18619.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 10. týden 2023","2023-W10","Česko","CZ","19027.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 11. týden 2023","2023-W11","Česko","CZ","18546.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 12. týden 2023","2023-W12","Česko","CZ","18170.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 13. týden 2023","2023-W13","Česko","CZ","17855.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 14. týden 2023","2023-W14","Česko","CZ","17544.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 15. týden 2023","2023-W15","Česko","CZ","17224.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 16. týden 2023","2023-W16","Česko","CZ","17007.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 17. týden 2023","2023-W17","Česko","CZ","16636.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 18. týden 2023","2023-W18","Česko","CZ","16337.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 19. týden 2023","2023-W19","Česko","CZ","15450.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 20. týden 2023","2023-W20","Česko","CZ","15209.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 21. týden 2023","2023-W21","Česko","CZ","15440.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 22. týden 2023","2023-W22","Česko","CZ","15718.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 23. týden 2023","2023-W23","Česko","CZ","15605.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 24. týden 2023","2023-W24","Česko","CZ","15928.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 25. týden 2023","2023-W25","Česko","CZ","16444.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 26. týden 2023","2023-W26","Česko","CZ","16479.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 27. týden 2023","2023-W27","Česko","CZ","16134.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 28. týden 2023","2023-W28","Česko","CZ","16376.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 29. týden 2023","2023-W29","Česko","CZ","16417.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 30. týden 2023","2023-W30","Česko","CZ","16756.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 31. týden 2023","2023-W31","Česko","CZ","17682.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 32. týden 2023","2023-W32","Česko","CZ","18884.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 33. týden 2023","2023-W33","Česko","CZ","19593.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 34. týden 2023","2023-W34","Česko","CZ","18987.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 35. týden 2023","2023-W35","Česko","CZ","19411.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 36. týden 2023","2023-W36","Česko","CZ","19506.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 37. týden 2023","2023-W37","Česko","CZ","20586.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 38. týden 2023","2023-W38","Česko","CZ","21487.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 39. týden 2023","2023-W39","Česko","CZ","21283.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 40. týden 2023","2023-W40","Česko","CZ","21324.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 41. týden 2023","2023-W41","Česko","CZ","20575.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 42. týden 2023","2023-W42","Česko","CZ","20657.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 43. týden 2023","2023-W43","Česko","CZ","20949.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 44. týden 2023","2023-W44","Česko","CZ","20620.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 45. týden 2023","2023-W45","Česko","CZ","20380.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 46. týden 2023","2023-W46","Česko","CZ","19764.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 47. týden 2023","2023-W47","Česko","CZ","19386.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 48. týden 2023","2023-W48","Česko","CZ","19354.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 49. týden 2023","2023-W49","Česko","CZ","19079.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 50. týden 2023","2023-W50","Česko","CZ","18511.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 51. týden 2023","2023-W51","Česko","CZ","18282.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 01. týden 2024","2024-W01","Česko","CZ","18037.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 02. týden 2024","2024-W02","Česko","CZ","17807.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 03. týden 2024","2024-W03","Česko","CZ","17778.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 04. týden 2024","2024-W04","Česko","CZ","18405.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 05. týden 2024","2024-W05","Česko","CZ","18503.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 06. týden 2024","2024-W06","Česko","CZ","18807.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 07. týden 2024","2024-W07","Česko","CZ","19449.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 08. týden 2024","2024-W08","Česko","CZ","20127.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 09. týden 2024","2024-W09","Česko","CZ","19671.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 10. týden 2024","2024-W10","Česko","CZ","19747.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 11. týden 2024","2024-W11","Česko","CZ","19197.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 12. týden 2024","2024-W12","Česko","CZ","19192.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 13. týden 2024","2024-W13","Česko","CZ","19248.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 14. týden 2024","2024-W14","Česko","CZ","19311.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 15. týden 2024","2024-W15","Česko","CZ","19991.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 16. týden 2024","2024-W16","Česko","CZ","19669.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 17. týden 2024","2024-W17","Česko","CZ","19130.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 18. týden 2024","2024-W18","Česko","CZ","18995.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 19. týden 2024","2024-W19","Česko","CZ","18390.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 20. týden 2024","2024-W20","Česko","CZ","18169.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 21. týden 2024","2024-W21","Česko","CZ","18004.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 22. týden 2024","2024-W22","Česko","CZ","17943.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 23. týden 2024","2024-W23","Česko","CZ","17612.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 24. týden 2024","2024-W24","Česko","CZ","17181.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 25. týden 2024","2024-W25","Česko","CZ","17514.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 26. týden 2024","2024-W26","Česko","CZ","18185.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 27. týden 2024","2024-W27","Česko","CZ","18313.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 28. týden 2024","2024-W28","Česko","CZ","18082.0","Kč/tis. l",""
