"Ukazatel","IndicatorType","Týdny","CasT2","Území","Uz0","Hodnota","MJ_TEXT","MJ_SYMBOL"
"Průměrná cena bez daní (Kč/tis. l)","7401"," 29. týden 2024","2024-W29","Česko","CZ","17960.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 30. týden 2024","2024-W30","Česko","CZ","17626.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 31. týden 2024","2024-W31","Česko","CZ","17377.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 32. týden 2024","2024-W32","Česko","CZ","17218.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 33. týden 2024","2024-W33","Česko","CZ","16657.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 34. týden 2024","2024-W34","Česko","CZ","16686.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 35. týden 2024","2024-W35","Česko","CZ","16535.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 36. týden 2024","2024-W36","Česko","CZ","16194.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 37. týden 2024","2024-W37","Česko","CZ","15611.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 38. týden 2024","2024-W38","Česko","CZ","15580.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 39. týden 2024","2024-W39","Česko","CZ","15531.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 40. týden 2024","2024-W40","Česko","CZ","15563.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 41. týden 2024","2024-W41","Česko","CZ","16035.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 42. týden 2024","2024-W42","Česko","CZ","16371.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 43. týden 2024","2024-W43","Česko","CZ","15387.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 44. týden 2024","2024-W44","Česko","CZ","15764.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 45. týden 2024","2024-W45","Česko","CZ","16111.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 46. týden 2024","2024-W46","Česko","CZ","16327.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 47. týden 2024","2024-W47","Česko","CZ","16466.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 48. týden 2024","2024-W48","Česko","CZ","16852.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 49. týden 2024","2024-W49","Česko","CZ","16631.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 50. týden 2024","2024-W50","Česko","CZ","16291.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 51. týden 2024","2024-W51","Česko","CZ","16546.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 52. týden 2024","2024-W52","Česko","CZ","16685.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 01. týden 2025","2025-W01","Česko","CZ","16668.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 02. týden 2025","2025-W02","Česko","CZ","16962.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 03. týden 2025","2025-W03","Česko","CZ","17094.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 04. týden 2025","2025-W04","Česko","CZ","17764.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 05. týden 2025","2025-W05","Česko","CZ","17457.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 06. týden 2025","2025-W06","Česko","CZ","17227.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 07. týden 2025","2025-W07","Česko","CZ","16903.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 08. týden 2025","2025-W08","Česko","CZ","16936.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 09. týden 2025","2025-W09","Česko","CZ","17203.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 10. týden 2025","2025-W10","Česko","CZ","16726.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 11. týden 2025","2025-W11","Česko","CZ","15967.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 12. týden 2025","2025-W12","Česko","CZ","15422.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 13. týden 2025","2025-W13","Česko","CZ","15541.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 14. týden 2025","2025-W14","Česko","CZ","15783.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 15. týden 2025","2025-W15","Česko","CZ","15412.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 16. týden 2025","2025-W16","Česko","CZ","14403.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 17. týden 2025","2025-W17","Česko","CZ","14448.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 18. týden 2025","2025-W18","Česko","CZ","14482.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 19. týden 2025","2025-W19","Česko","CZ","14046.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 20. týden 2025","2025-W20","Česko","CZ","13931.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 21. týden 2025","2025-W21","Česko","CZ","14256.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 22. týden 2025","2025-W22","Česko","CZ","14082.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 23. týden 2025","2025-W23","Česko","CZ","13846.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 24. týden 2025","2025-W24","Česko","CZ","14031.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 25. týden 2025","2025-W25","Česko","CZ","14410.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 26. týden 2025","2025-W26","Česko","CZ","15628.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 27. týden 2025","2025-W27","Česko","CZ","14843.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 28. týden 2025","2025-W28","Česko","CZ","15066.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 29. týden 2025","2025-W29","Česko","CZ","15695.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 30. týden 2025","2025-W30","Česko","CZ","15412.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 31. týden 2025","2025-W31","Česko","CZ","15385.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 32. týden 2025","2025-W32","Česko","CZ","15154.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 33. týden 2025","2025-W33","Česko","CZ","14432.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 34. týden 2025","2025-W34","Česko","CZ","14315.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 35. týden 2025","2025-W35","Česko","CZ","14444.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 36. týden 2025","2025-W36","Česko","CZ","14585.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 37. týden 2025","2025-W37","Česko","CZ","14883.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 38. týden 2025","2025-W38","Česko","CZ","14780.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 39. týden 2025","2025-W39","Česko","CZ","14828.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 40. týden 2025","2025-W40","Česko","CZ","14860.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 41. týden 2025","2025-W41","Česko","CZ","14439.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 42. týden 2025","2025-W42","Česko","CZ","14275.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 43. týden 2025","2025-W43","Česko","CZ","13703.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 44. týden 2025","2025-W44","Česko","CZ","14736.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 45. týden 2025","2025-W45","Česko","CZ","15092.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 46. týden 2025","2025-W46","Česko","CZ","15700.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 47. týden 2025","2025-W47","Česko","CZ","15750.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 48. týden 2025","2025-W48","Česko","CZ","15990.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 49. týden 2025","2025-W49","Česko","CZ","15267.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 50. týden 2025","2025-W50","Česko","CZ","14629.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 51. týden 2025","2025-W51","Česko","CZ","14001.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 52. týden 2025","2025-W52","Česko","CZ","13446.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 01. týden 2026","2026-W01","Česko","CZ","13504.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 02. týden 2026","2026-W02","Česko","CZ","13501.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 03. týden 2026","2026-W03","Česko","CZ","13317.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 04. týden 2026","2026-W04","Česko","CZ","13466.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 05. týden 2026","2026-W05","Česko","CZ","13969.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 06. týden 2026","2026-W06","Česko","CZ","14603.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 07. týden 2026","2026-W07","Česko","CZ","14438.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 08. týden 2026","2026-W08","Česko","CZ","14068.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 09. týden 2026","2026-W09","Česko","CZ","14296.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 10. týden 2026","2026-W10","Česko","CZ","15041.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 11. týden 2026","2026-W11","Česko","CZ","19669.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 12. týden 2026","2026-W12","Česko","CZ","21679.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 13. týden 2026","2026-W13","Česko","CZ","27496.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 14. týden 2026","2026-W14","Česko","CZ","27367.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 15. týden 2026","2026-W15","Česko","CZ","30145.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 16. týden 2026","2026-W16","Česko","CZ","27968.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 17. týden 2026","2026-W17","Česko","CZ","25139.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 18. týden 2026","2026-W18","Česko","CZ","26511.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 19. týden 2026","2026-W19","Česko","CZ","25467.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 20. týden 2026","2026-W20","Česko","CZ","25124.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 21. týden 2026","2026-W21","Česko","CZ","24779.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 22. týden 2026","2026-W22","Česko","CZ","24167.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 23. týden 2026","2026-W23","Česko","CZ","23316.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 24. týden 2026","2026-W24","Česko","CZ","22965.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 25. týden 2026","2026-W25","Česko","CZ","20126.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 26. týden 2026","2026-W26","Česko","CZ","19121.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 27. týden 2026","2026-W27","Česko","CZ","18771.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 28. týden 2026","2026-W28","Česko","CZ","19322.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 29. týden 2026","2026-W29","Česko","CZ","19917.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 30. týden 2026","2026-W30","Česko","CZ","23075.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 31. týden 2026","2026-W31","Česko","CZ","24385.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 32. týden 2026","2026-W32","Česko","CZ","25315.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 33. týden 2026","2026-W33","Česko","CZ","23285.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 34. týden 2026","2026-W34","Česko","CZ","24688.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 35. týden 2026","2026-W35","Česko","CZ","25306.0","Kč/tis. l",""
"Průměrná cena bez daní (Kč/tis. l)","7401"," 36. týden 2026","2026-W36","Česko","CZ","24592.0","Kč/tis. l",""
"Index cen (%)","7401TI"," 02. týden 2016","2016-W02","Česko","CZ","95.7","procento","%"
"Index cen (%)","7401TI"," 03. týden 2016","2016-W03","Česko","CZ","93.6","procento","%"
"Index cen (%)","7401TI"," 04. týden 2016","2016-W04","Česko","CZ","95.3","procento","%"
"Index cen (%)","7401TI"," 05. týden 2016","2016-W05","Česko","CZ","100.0","procento","%"
"Index cen (%)","7401TI"," 06. týden 2016","2016-W06","Česko","CZ","96.7","procento","%"
"Index cen (%)","7401TI"," 07. týden 2016","2016-W07","Česko","CZ","97.1","procento","%"
"Index cen (%)","7401TI"," 08. týden 2016","2016-W08","Česko","CZ","105.7","procento","%"
"Index cen (%)","7401TI"," 09. týden 2016","2016-W09","Česko","CZ","100.9","procento","%"
"Index cen (%)","7401TI"," 10. týden 2016","2016-W10","Česko","CZ","107.3","procento","%"
"Index cen (%)","7401TI"," 11. týden 2016","2016-W11","Česko","CZ","105.1","procento","%"
"Index cen (%)","7401TI"," 14. týden 2016","2016-W14","Česko","CZ","97.4","procento","%"
"Index cen (%)","7401TI"," 15. týden 2016","2016-W15","Česko","CZ","96.0","procento","%"
"Index cen (%)","7401TI"," 16. týden 2016","2016-W16","Česko","CZ","104.3","procento","%"
"Index cen (%)","7401TI"," 17. týden 2016","2016-W17","Česko","CZ","102.1","procento","%"
"Index cen (%)","7401TI"," 18. týden 2016","2016-W18","Česko","CZ","106.2","procento","%"
"Index cen (%)","7401TI"," 19. týden 2016","2016-W19","Česko","CZ","99.5","procento","%"
"Index cen (%)","7401TI"," 20. týden 2016","2016-W20","Česko","CZ","103.3","procento","%"
"Index cen (%)","7401TI"," 21. týden 2016","2016-W21","Česko","CZ","106.3","procento","%"
"Index cen (%)","7401TI"," 22. týden 2016","2016-W22","Česko","CZ","101.6","procento","%"
"Index cen (%)","7401TI"," 23. týden 2016","2016-W23","Česko","CZ","100.5","procento","%"
"Index cen (%)","7401TI"," 24. týden 2016","2016-W24","Česko","CZ","102.0","procento","%"
"Index cen (%)","7401TI"," 25. týden 2016","2016-W25","Česko","CZ","98.4","procento","%"
"Index cen (%)","7401TI"," 26. týden 2016","2016-W26","Česko","CZ","100.0","procento","%"
"Index cen (%)","7401TI"," 28. týden 2016","2016-W28","Česko","CZ","96.3","procento","%"
"Index cen (%)","7401TI"," 29. týden 2016","2016-W29","Česko","CZ","98.4","procento","%"
"Index cen (%)","7401TI"," 30. týden 2016","2016-W30","Česko","CZ","99.1","procento","%"
"Index cen (%)","7401TI"," 31. týden 2016","2016-W31","Česko","CZ","97.1","procento","%"
"Index cen (%)","7401TI"," 32. týden 2016","2016-W32","Česko","CZ","99.4","procento","%"
"Index cen (%)","7401TI"," 33. týden 2016","2016-W33","Česko","CZ","101.8","procento","%"
"Index cen (%)","7401TI"," 34. týden 2016","2016-W34","Česko","CZ","106.5","procento","%"
"Index cen (%)","7401TI"," 35. týden 2016","2016-W35","Česko","CZ","105.5","procento","%"
"Index cen (%)","7401TI"," 36. týden 2016","2016-W36","Česko","CZ","93.6","procento","%"
"Index cen (%)","7401TI"," 37. týden 2016","2016-W37","Česko","CZ","99.9","procento","%"
"Index cen (%)","7401TI"," 38. týden 2016","2016-W38","Česko","CZ","99.6","procento","%"
"Index cen (%)","7401TI"," 39. týden 2016","2016-W39","Česko","CZ","101.9","procento","%"
"Index cen (%)","7401TI"," 40. týden 2016","2016-W40","Česko","CZ","100.6","procento","%"
"Index cen (%)","7401TI"," 41. týden 2016","2016-W41","Česko","CZ","99.8","procento","%"
"Index cen (%)","7401TI"," 42. týden 2016","2016-W42","Česko","CZ","104.5","procento","%"
"Index cen (%)","7401TI"," 44. týden 2016","2016-W44","Česko","CZ","100.7","procento","%"
"Index cen (%)","7401TI"," 45. týden 2016","2016-W45","Česko","CZ","96.7","procento","%"
"Index cen (%)","7401TI"," 46. týden 2016","2016-W46","Česko","CZ","98.1","procento","%"
"Index cen (%)","7401TI"," 47. týden 2016","2016-W47","Česko","CZ","102.4","procento","%"
"Index cen (%)","7401TI"," 48. týden 2016","2016-W48","Česko","CZ","104.8","procento","%"
"Index cen (%)","7401TI"," 49. týden 2016","2016-W49","Česko","CZ","101.3","procento","%"
"Index cen (%)","7401TI"," 50. týden 2016","2016-W50","Česko","CZ","104.1","procento","%"
"Index cen (%)","7401TI"," 51. týden 2016","2016-W51","Česko","CZ","102.6","procento","%"
"Index cen (%)","7401TI"," 01. týden 2017","2017-W01","Česko","CZ","101.6","procento","%"
"Index cen (%)","7401TI"," 02. týden 2017","2017-W02","Česko","CZ","99.5","procento","%"
"Index cen (%)","7401TI"," 03. týden 2017","2017-W03","Česko","CZ","100.8","procento","%"
"Index cen (%)","7401TI"," 04. týden 2017","2017-W04","Česko","CZ","99.6","procento","%"
"Index cen (%)","7401TI"," 05. týden 2017","2017-W05","Česko","CZ","99.1","procento","%"
"Index cen (%)","7401TI"," 06. týden 2017","2017-W06","Česko","CZ","100.5","procento","%"
"Index cen (%)","7401TI"," 07. týden 2017","2017-W07","Česko","CZ","99.5","procento","%"
"Index cen (%)","7401TI"," 08. týden 2017","2017-W08","Česko","CZ","99.4","procento","%"
"Index cen (%)","7401TI"," 09. týden 2017","2017-W09","Česko","CZ","101.5","procento","%"
"Index cen (%)","7401TI"," 10. týden 2017","2017-W10","Česko","CZ","99.6","procento","%"
"Index cen (%)","7401TI"," 11. týden 2017","2017-W11","Česko","CZ","97.9","procento","%"
"Index cen (%)","7401TI"," 12. týden 2017","2017-W12","Česko","CZ","97.3","procento","%"
"Index cen (%)","7401TI"," 13. týden 2017","2017-W13","Česko","CZ","98.9","procento","%"
"Index cen (%)","7401TI"," 14. týden 2017","2017-W14","Česko","CZ","101.5","procento","%"
"Index cen (%)","7401TI"," 15. týden 2017","2017-W15","Česko","CZ","100.1","procento","%"
"Index cen (%)","7401TI"," 17. týden 2017","2017-W17","Česko","CZ","100.1","procento","%"
"Index cen (%)","7401TI"," 20. týden 2017","2017-W20","Česko","CZ","92.5","procento","%"
"Index cen (%)","7401TI"," 21. týden 2017","2017-W21","Česko","CZ","101.5","procento","%"
"Index cen (%)","7401TI"," 22. týden 2017","2017-W22","Česko","CZ","100.6","procento","%"
"Index cen (%)","7401TI"," 23. týden 2017","2017-W23","Česko","CZ","97.0","procento","%"
"Index cen (%)","7401TI"," 24. týden 2017","2017-W24","Česko","CZ","97.0","procento","%"
"Index cen (%)","7401TI"," 25. týden 2017","2017-W25","Česko","CZ","98.8","procento","%"
"Index cen (%)","7401TI"," 26. týden 2017","2017-W26","Česko","CZ","98.7","procento","%"
"Index cen (%)","7401TI"," 28. týden 2017","2017-W28","Česko","CZ","102.1","procento","%"
"Index cen (%)","7401TI"," 29. týden 2017","2017-W29","Česko","CZ","96.5","procento","%"
"Index cen (%)","7401TI"," 30. týden 2017","2017-W30","Česko","CZ","100.8","procento","%"
"Index cen (%)","7401TI"," 31. týden 2017","2017-W31","Česko","CZ","101.1","procento","%"
"Index cen (%)","7401TI"," 32. týden 2017","2017-W32","Česko","CZ","102.1","procento","%"
"Index cen (%)","7401TI"," 33. týden 2017","2017-W33","Česko","CZ","99.9","procento","%"
"Index cen (%)","7401TI"," 34. týden 2017","2017-W34","Česko","CZ","99.5","procento","%"
"Index cen (%)","7401TI"," 35. týden 2017","2017-W35","Česko","CZ","100.1","procento","%"
"Index cen (%)","7401TI"," 36. týden 2017","2017-W36","Česko","CZ","101.7","procento","%"
"Index cen (%)","7401TI"," 37. týden 2017","2017-W37","Česko","CZ","102.3","procento","%"
"Index cen (%)","7401TI"," 38. týden 2017","2017-W38","Česko","CZ","102.1","procento","%"
"Index cen (%)","7401TI"," 39. týden 2017","2017-W39","Česko","CZ","100.4","procento","%"
"Index cen (%)","7401TI"," 40. týden 2017","2017-W40","Česko","CZ","102.3","procento","%"
"Index cen (%)","7401TI"," 41. týden 2017","2017-W41","Česko","CZ","100.3","procento","%"
"Index cen (%)","7401TI"," 42. týden 2017","2017-W42","Česko","CZ","100.3","procento","%"
"Index cen (%)","7401TI"," 43. týden 2017","2017-W43","Česko","CZ","100.9","procento","%"
"Index cen (%)","7401TI"," 44. týden 2017","2017-W44","Česko","CZ","99.6","procento","%"
"Index cen (%)","7401TI"," 45. týden 2017","2017-W45","Česko","CZ","101.9","procento","%"
"Index cen (%)","7401TI"," 46. týden 2017","2017-W46","Česko","CZ","102.7","procento","%"
"Index cen (%)","7401TI"," 47. týden 2017","2017-W47","Česko","CZ","100.3","procento","%"
"Index cen (%)","7401TI"," 48. týden 2017","2017-W48","Česko","CZ","98.5","procento","%"
"Index cen (%)","7401TI"," 49. týden 2017","2017-W49","Česko","CZ","99.2","procento","%"
"Index cen (%)","7401TI"," 50. týden 2017","2017-W50","Česko","CZ","100.6","procento","%"
"Index cen (%)","7401TI"," 51. týden 2017","2017-W51","Česko","CZ","102.8","procento","%"
"Index cen (%)","7401TI"," 01. týden 2018","2018-W01","Česko","CZ","100.3","procento","%"
"Index cen (%)","7401TI"," 02. týden 2018","2018-W02","Česko","CZ","100.8","procento","%"
"Index cen (%)","7401TI"," 03. týden 2018","2018-W03","Česko","CZ","101.1","procento","%"
"Index cen (%)","7401TI"," 04. týden 2018","2018-W04","Česko","CZ","98.7","procento","%"
"Index cen (%)","7401TI"," 05. týden 2018","2018-W05","Česko","CZ","99.1","procento","%"
"Index cen (%)","7401TI"," 06. týden 2018","2018-W06","Česko","CZ","99.4","procento","%"
"Index cen (%)","7401TI"," 07. týden 2018","2018-W07","Česko","CZ","97.1","procento","%"
"Index cen (%)","7401TI"," 08. týden 2018","2018-W08","Česko","CZ","97.2","procento","%"
"Index cen (%)","7401TI"," 09. týden 2018","2018-W09","Česko","CZ","100.3","procento","%"
"Index cen (%)","7401TI"," 10. týden 2018","2018-W10","Česko","CZ","99.2","procento","%"
"Index cen (%)","7401TI"," 11. týden 2018","2018-W11","Česko","CZ","98.7","procento","%"
"Index cen (%)","7401TI"," 12. týden 2018","2018-W12","Česko","CZ","100.1","procento","%"
"Index cen (%)","7401TI"," 13. týden 2018","2018-W13","Česko","CZ","102.2","procento","%"
"Index cen (%)","7401TI"," 15. týden 2018","2018-W15","Česko","CZ","103.3","procento","%"
"Index cen (%)","7401TI"," 16. týden 2018","2018-W16","Česko","CZ","99.7","procento","%"
"Index cen (%)","7401TI"," 17. týden 2018","2018-W17","Česko","CZ","100.3","procento","%"
"Index cen (%)","7401TI"," 18. týden 2018","2018-W18","Česko","CZ","102.4","procento","%"
"Index cen (%)","7401TI"," 19. týden 2018","2018-W19","Česko","CZ","102.3","procento","%"
"Index cen (%)","7401TI"," 20. týden 2018","2018-W20","Česko","CZ","103.9","procento","%"
"Index cen (%)","7401TI"," 21. týden 2018","2018-W21","Česko","CZ","107.5","procento","%"
"Index cen (%)","7401TI"," 22. týden 2018","2018-W22","Česko","CZ","108.2","procento","%"
"Index cen (%)","7401TI"," 23. týden 2018","2018-W23","Česko","CZ","95.0","procento","%"
"Index cen (%)","7401TI"," 24. týden 2018","2018-W24","Česko","CZ","99.5","procento","%"
"Index cen (%)","7401TI"," 25. týden 2018","2018-W25","Česko","CZ","100.5","procento","%"
"Index cen (%)","7401TI"," 26. týden 2018","2018-W26","Česko","CZ","98.3","procento","%"
"Index cen (%)","7401TI"," 28. týden 2018","2018-W28","Česko","CZ","99.0","procento","%"
"Index cen (%)","7401TI"," 29. týden 2018","2018-W29","Česko","CZ","98.6","procento","%"
"Index cen (%)","7401TI"," 30. týden 2018","2018-W30","Česko","CZ","98.7","procento","%"
"Index cen (%)","7401TI"," 31. týden 2018","2018-W31","Česko","CZ","100.3","procento","%"
"Index cen (%)","7401TI"," 32. týden 2018","2018-W32","Česko","CZ","99.6","procento","%"
"Index cen (%)","7401TI"," 33. týden 2018","2018-W33","Česko","CZ","98.8","procento","%"
"Index cen (%)","7401TI"," 34. týden 2018","2018-W34","Česko","CZ","100.4","procento","%"
"Index cen (%)","7401TI"," 35. týden 2018","2018-W35","Česko","CZ","100.4","procento","%"
"Index cen (%)","7401TI"," 36. týden 2018","2018-W36","Česko","CZ","101.5","procento","%"
"Index cen (%)","7401TI"," 37. týden 2018","2018-W37","Česko","CZ","104.6","procento","%"
"Index cen (%)","7401TI"," 38. týden 2018","2018-W38","Česko","CZ","98.4","procento","%"
"Index cen (%)","7401TI"," 39. týden 2018","2018-W39","Česko","CZ","99.4","procento","%"
"Index cen (%)","7401TI"," 40. týden 2018","2018-W40","Česko","CZ","101.1","procento","%"
"Index cen (%)","7401TI"," 41. týden 2018","2018-W41","Česko","CZ","107.5","procento","%"
"Index cen (%)","7401TI"," 42. týden 2018","2018-W42","Česko","CZ","104.5","procento","%"
"Index cen (%)","7401TI"," 43. týden 2018","2018-W43","Česko","CZ","100.4","procento","%"
"Index cen (%)","7401TI"," 44. týden 2018","2018-W44","Česko","CZ","100.4","procento","%"
"Index cen (%)","7401TI"," 45. týden 2018","2018-W45","Česko","CZ","98.2","procento","%"
