ticker,TZTA Comdty,W A Comdty,C A Comdty,S A Comdty
2020-05-15,14.396,,,
2020-05-18,14.504,,,
2020-05-19,14.638,,,
2020-05-20,14.726,,,
2020-05-21,14.502,,,
2020-05-22,14.38,,,
2020-05-25,14.673,,,
2020-05-26,14.537,,,
2020-05-27,14.449,,,
2020-05-28,14.397,,,
2020-05-29,14.295,,,
2020-06-01,14.52,,,
2020-06-02,14.624,,,
2020-06-03,14.713,,,
2020-06-04,14.699,,,
2020-06-05,14.743,,,
2020-06-08,14.665,,,
2020-06-09,14.595,,,
2020-06-10,14.769,,,
2020-06-11,14.545,,,
2020-06-12,14.395,,,
2020-06-15,14.21,,,
2020-06-16,14.4,,,
2020-06-17,14.51,,,
2020-06-18,14.68,,,
2020-06-19,14.7,,,
2020-06-22,14.57,,,
2020-06-23,14.62,,,
2020-06-24,14.615,,,
2020-06-25,14.582,,,
2020-06-26,14.708,,,
2020-06-29,14.805,,,
2020-06-30,14.761,,,
2020-07-01,14.79,,,
2020-07-02,14.87,,,
2020-07-03,15.015,,,
2020-07-06,15.21,,,
2020-07-07,15.27,,,
2020-07-08,15.26,,,
2020-07-09,15.14,,,
2020-07-10,15.11,,,
2020-07-13,15.025,,,
2020-07-14,14.87,,,
2020-07-15,14.843,,,
2020-07-16,14.741,,,
2020-07-17,14.885,,,
2020-07-20,14.478,,,
2020-07-21,14.625,,,
2020-07-22,14.505,,,
2020-07-23,14.406,,,
2020-07-24,14.617,,,
2020-07-27,14.566,,,
2020-07-28,14.89,,,
2020-07-29,14.962,,,
2020-07-30,14.985,,,
2020-07-31,15.475,,,
2020-08-03,15.383,,,
2020-08-04,15.335,,,
2020-08-05,15.231,,,
2020-08-06,14.554,,,
2020-08-07,14.374,,,
2020-08-10,14.549,,,
2020-08-11,14.674,,,
2020-08-12,14.744,,,
2020-08-13,14.771,,,
2020-08-14,14.732,,,
2020-08-17,14.721,,,
2020-08-18,14.887,,,
2020-08-19,14.784,,,
2020-08-20,14.884,,,
2020-08-21,14.74,,,
2020-08-24,15.106,,,
2020-08-25,15.137,,,
2020-08-26,15.176,,,
2020-08-27,15.172,,,
2020-08-28,15.208,,,
2020-08-31,15.374,,,
2020-09-01,14.876,,,
2020-09-02,15.18,,,
2020-09-03,15.157,,,
2020-09-04,15.147,,,
2020-09-07,14.781,,,
2020-09-08,14.482,,,
2020-09-09,14.657,,,
2020-09-10,14.477,,,
2020-09-11,14.534,,,
2020-09-14,14.681,,,
2020-09-15,14.607,,,
2020-09-16,14.85,,,
2020-09-17,14.768,,,
2020-09-18,14.878,,,
2020-09-21,14.815,,,
2020-09-22,14.76,,,
2020-09-23,14.83,,,
2020-09-24,14.7,,,
2020-09-25,14.648,,,
2020-09-28,14.716,,,
2020-09-29,14.535,,,
2020-09-30,14.458,,,
2020-10-01,14.37,,,
2020-10-02,14.18,,,
2020-10-05,14.444,,,
2020-10-06,14.536,,,
2020-10-07,14.47,,,
2020-10-08,14.614,,,
2020-10-09,14.521,,,
2020-10-12,14.413,,,
2020-10-13,14.35,,,
2020-10-14,14.381,,,
2020-10-15,14.404,,,
2020-10-16,14.565,,,
2020-10-19,14.546,,,
2020-10-20,14.449,,,
2020-10-21,14.3,,,
2020-10-22,14.338,,,
2020-10-23,14.392,,,
2020-10-26,14.122,,,
2020-10-27,14.283,,,
2020-10-28,13.997,,,
2020-10-29,13.911,,,
2020-10-30,13.817,,,
2020-11-02,13.781,,,
2020-11-03,14.016,,,
2020-11-04,14.06,,,
2020-11-05,14.192,,,
2020-11-06,13.94,,,
2020-11-09,14.246,,,
2020-11-10,14.352,,,
2020-11-11,14.237,,,
2020-11-12,13.995,,,
2020-11-13,13.969,,,
2020-11-16,13.967,,,
2020-11-17,14.003,,,
2020-11-18,13.872,,,
2020-11-19,13.672,,,
2020-11-20,13.713,,,
2020-11-23,13.753,,,
2020-11-24,13.85,,,
2020-11-25,13.804,,,
2020-11-26,13.646,,,
2020-11-27,13.818,,,
2020-11-30,13.789,,,
2020-12-01,13.67,,,
2020-12-02,13.457,,,
2020-12-03,13.448,,,
2020-12-04,13.529,,,
2020-12-07,13.433,,,
2020-12-08,13.607,,,
2020-12-09,13.591,,,
2020-12-10,13.758,,,
2020-12-11,13.766,,,
2020-12-14,13.724,,,
2020-12-15,13.932,,,
2020-12-16,13.771,,,
2020-12-17,14.016,,,
2020-12-18,14.213,,,
2020-12-21,14.112,,,
2020-12-22,14.061,,,
2020-12-23,14.183,,,
2020-12-24,14.375,,,
2020-12-28,14.648,,,
2020-12-29,14.329,,,
2020-12-30,14.225,,,
2020-12-31,14.155,,,
2021-01-04,14.205,,,
2021-01-05,13.866,,,
2021-01-06,13.95,,,
2021-01-07,14.247,,,
2021-01-08,14.213,,,
2021-01-11,14.387,,,
2021-01-12,14.45,,,
2021-01-13,14.496,,,
2021-01-14,14.475,,,
2021-01-15,14.413,,,
2021-01-18,14.379,,,
2021-01-19,14.436,,,
2021-01-20,14.383,,,
2021-01-21,14.049,,,
2021-01-22,14.021,,,
2021-01-25,13.934,,,
2021-01-26,14.028,,,
2021-01-27,14.045,,,
2021-01-28,14.168,,,
2021-01-29,14.194,,,
2021-02-01,14.051,,,
2021-02-02,14.295,,,
2021-02-03,14.464,,,
2021-02-04,14.487,,,
2021-02-05,14.659,,,
2021-02-08,14.679,,,
2021-02-09,14.826,,,
2021-02-10,14.737,,,
2021-02-11,14.738,,,
2021-02-12,14.768,,,
2021-02-15,14.763,,,
2021-02-16,14.824,,,
2021-02-17,14.712,,,
2021-02-18,14.905,,,
2021-02-19,14.715,,,
2021-02-22,14.644,,,
2021-02-23,14.875,,,
2021-02-24,15.092,,,
2021-02-25,14.891,,,
2021-02-26,15.008,,,
2021-03-01,15.043,,,
2021-03-02,14.805,,,
2021-03-03,14.83,,,
2021-03-04,14.87,,,
2021-03-05,15.03,,,
2021-03-08,15.053,,,
2021-03-09,15.173,,,
2021-03-10,15.204,,,
2021-03-11,15.349,,,
2021-03-12,15.285,,,
2021-03-15,15.129,,,
2021-03-16,15.081,,,
2021-03-17,15.073,,,
2021-03-18,15.067,,,
2021-03-19,14.884,,,
2021-03-22,15.199,,,
2021-03-23,15.062,,,
2021-03-24,15.288,,,
2021-03-25,14.985,,,
2021-03-26,15.15,,,
2021-03-29,15.181,,,
2021-03-30,15.167,,,
2021-03-31,15.157,,,
2021-04-01,15.146,,,
2021-04-05,15.146,,,
2021-04-06,15.25,,,
2021-04-07,15.185,,,
2021-04-08,15.06,,,
2021-04-09,15.1,,,
2021-04-12,15.235,,,
2021-04-13,15.06,,,
2021-04-14,15.214,,,
2021-04-15,15.261,,,
2021-04-16,15.195,,,
2021-04-19,15.246,,,
2021-04-20,15.45,,,
2021-04-21,15.523,,,
2021-04-22,15.404,,,
2021-04-23,15.191,,,
2021-04-26,15.256,,,
2021-04-27,15.389,,,
2021-04-28,15.391,,,
2021-04-29,15.59,,,
2021-04-30,15.622,,,
2021-05-03,15.745,,,
2021-05-04,15.793,,,
2021-05-05,15.775,,,
2021-05-06,15.914,,,
2021-05-07,15.965,,,
2021-05-10,16.24,,,
2021-05-11,16.296,,,
2021-05-12,16.402,,,
2021-05-13,16.183,,,
2021-05-14,16.442,,,
2021-05-17,16.44,,,
2021-05-18,16.165,,,
2021-05-19,15.577,,,
2021-05-20,16.172,,,
2021-05-21,16.018,,,
2021-05-24,15.993,,,
2021-05-25,16.103,,,
2021-05-26,16.05,,,
2021-05-27,15.928,,,
2021-05-28,16.056,,,
2021-05-31,16.16,,,
2021-06-01,16.126,,,
2021-06-02,15.968,,,
2021-06-03,15.823,,,
2021-06-04,15.815,,,
2021-06-07,16.057,,,
2021-06-08,15.974,,,
2021-06-09,16.008,,,
2021-06-10,15.948,,,
2021-06-11,15.964,,,
2021-06-14,16.1,,,
2021-06-15,15.988,,,
2021-06-16,15.978,,,
2021-06-17,15.916,,,
2021-06-18,16.344,,,
2021-06-21,16.14,,,
2021-06-22,16.344,,,
2021-06-23,16.309,,,
2021-06-24,16.379,,,
2021-06-25,16.367,,,
2021-06-28,16.235,,,
2021-06-29,16.254,,,
2021-06-30,16.14,,,
2021-07-01,16.082,,,
2021-07-02,16.178,,,
2021-07-05,16.128,,,
2021-07-06,15.569,,,
2021-07-07,15.773,,,
2021-07-08,16.053,,,
2021-07-09,15.981,,,
2021-07-12,15.901,,,
2021-07-13,15.917,,,
2021-07-14,15.801,,,
2021-07-15,15.722,,,
2021-07-16,15.944,,,
2021-07-19,15.697,,,
2021-07-20,15.784,,,
2021-07-21,15.952,,,
2021-07-22,15.865,,,
2021-07-23,15.874,,,
2021-07-26,15.896,,,
2021-07-27,15.952,,,
2021-07-28,16.43,,,
2021-07-29,16.547,,,
2021-07-30,16.403,,,
2021-08-02,16.365,,,
2021-08-03,16.427,,,
2021-08-04,16.613,,,
2021-08-05,16.514,,,
2021-08-06,16.658,,,
2021-08-09,16.622,,,
2021-08-10,16.596,,,
2021-08-11,16.704,,,
2021-08-12,16.894,,,
2021-08-13,17.062,,,
2021-08-16,17.286,,,
2021-08-17,17.182,,,
2021-08-18,17.174,,,
2021-08-19,16.841,,,
2021-08-20,16.942,,,
2021-08-23,16.979,,,
2021-08-24,17.367,,,
2021-08-25,17.246,,,
2021-08-26,17.419,,,
2021-08-27,17.635,,,
2021-08-30,17.928,,,
2021-08-31,17.787,,,
2021-09-01,17.522,,,
2021-09-02,17.731,,,
2021-09-03,17.686,,,
2021-09-06,17.674,,,
2021-09-07,17.754,,,
2021-09-08,17.781,,,
2021-09-09,18.026,,,
2021-09-10,18.026,,,
2021-09-13,18.12,,,
2021-09-14,18.58,,,
2021-09-15,18.732,,,
2021-09-16,18.627,,,
2021-09-17,18.924,,,
2021-09-20,19.018,,,
2021-09-21,19.13,,,
2021-09-22,19.431,,,
2021-09-23,19.187,,,
2021-09-24,19.5,,,
2021-09-27,19.757,,,
2021-09-28,19.866,,,
2021-09-29,20.179,,,
2021-09-30,20.702,,,
2021-10-01,20.527,,,
2021-10-04,20.994,,,
2021-10-05,21.033,,,
2021-10-06,19.447,,,
2021-10-07,20.637,,,
2021-10-08,20.287,,,
2021-10-11,20.216,,,
2021-10-12,20.769,,,
2021-10-13,20.418,,,
2021-10-14,20.53,,,
2021-10-15,21.401,,,
2021-10-18,20.867,,,
2021-10-19,20.61,,,
2021-10-20,20.624,,,
2021-10-21,20.246,,,
2021-10-22,20.212,,,
2021-10-25,20.362,,,
2021-10-26,20.449,,,
2021-10-27,20.312,,,
2021-10-28,20.266,,,
2021-10-29,20.17,,,
2021-11-01,20.193,,,
2021-11-02,20.127,,,
2021-11-03,20.074,,,
2021-11-04,19.744,,,
2021-11-05,19.886,,,
2021-11-08,19.932,,,
2021-11-09,19.679,,,
2021-11-10,19.777,,,
2021-11-11,19.852,,,
2021-11-12,19.901,,,
2021-11-15,19.748,,,
2021-11-16,19.749,,,
2021-11-17,19.568,,,
2021-11-18,19.872,,,
2021-11-19,19.936,,,
2021-11-22,19.788,,,
2021-11-23,20.209,,,
2021-11-24,20.049,,,
2021-11-25,20.206,,,
2021-11-26,19.903,,,
2021-11-29,20.588,,,
2021-11-30,20.073,,,
2021-12-01,20.083,,,
2021-12-02,20.212,,,
2021-12-03,20.319,,,
2021-12-06,20.581,,,
2021-12-07,20.825,,,
2021-12-08,21.082,,,
2021-12-09,20.555,,,
2021-12-10,20.971,,,
2021-12-13,21.23,,,
2021-12-14,20.699,,,
2021-12-15,20.68,,,
2021-12-16,21.512,,,
2021-12-17,21.9,,,
2021-12-20,22.297,,,
2021-12-21,21.74,,,
2021-12-22,20.782,,,
2021-12-23,20.483,,,
2021-12-24,20.122,,,
2021-12-27,20.161,,,
2021-12-28,19.937,,,
2021-12-29,20.151,,,
2021-12-30,19.64,,,
2021-12-31,19.782,,,
2022-01-03,20.977,,,
2022-01-04,21.176,,,
2022-01-05,21.416,,,
2022-01-06,21.658,,,
2022-01-07,21.529,,,
2022-01-10,21.877,,,
2022-01-11,21.953,,,
2022-01-12,22.543,,,
2022-01-13,22.647,,,
2022-01-14,22.433,,,
2022-01-17,22.596,,,
2022-01-18,22.601,,,
2022-01-19,22.17,,,
2022-01-20,22.084,,,
2022-01-21,22.258,,,
2022-01-24,21.937,,,
2022-01-25,22.215,,,
2022-01-26,22.325,,,
2022-01-27,22.475,,,
2022-01-28,23.404,,,
2022-01-31,23.367,,,
2022-02-01,22.615,,,
2022-02-02,22.932,,,
2022-02-03,22.973,,,
2022-02-04,23.78,,,
2022-02-07,23.718,,,
2022-02-08,23.466,,,
2022-02-09,23.324,,,
2022-02-10,23.047,,,
2022-02-11,23.127,,,
2022-02-14,23.56,,,
2022-02-15,23.155,,,
2022-02-16,22.666,,,
2022-02-17,23.396,,,
2022-02-18,22.976,,,
2022-02-21,22.891,,,
2022-02-22,22.878,,,
2022-02-23,23.616,,,
2022-02-24,24.948,,,
2022-02-25,24.553,,,
2022-02-28,23.615,,,
2022-03-01,24.612,,,
2022-03-02,25.812,,,
2022-03-03,25.279,,,
2022-03-04,26.219,,,
2022-03-07,26.415,,,
2022-03-08,25.337,,,
2022-03-09,23.465,,,
2022-03-10,22.981,,,
2022-03-11,22.363,,,
2022-03-14,22.636,,,
2022-03-15,22.349,,,
2022-03-16,24.086,,,
2022-03-17,24.515,,,
2022-03-18,24.318,,,
2022-03-21,25.5,,,
2022-03-22,26.649,,,
2022-03-23,28.434,,,
2022-03-24,29.279,,,
2022-03-25,28.529,,,
2022-03-28,28.495,,,
2022-03-29,29.221,,,
2022-03-30,29.176,,,
2022-03-31,28.259,,,
2022-04-01,28.997,,,
2022-04-04,30.511,,,
2022-04-05,32.042,,,
2022-04-06,32.092,,,
2022-04-07,32.701,,,
2022-04-08,33.166,,,
2022-04-11,34.614,,,
2022-04-12,35.324,,,
2022-04-13,38.818,,,
2022-04-14,39.39,,,
2022-04-18,39.39,,,
2022-04-19,39.736,,,
2022-04-20,40.34,,,
2022-04-21,42.815,,,
2022-04-22,41.543,,,
2022-04-25,40.986,,,
2022-04-26,38.977,,,
2022-04-27,38.872,,,
2022-04-28,35.988,,,
2022-04-29,35.861,,,
2022-05-02,36.003,,,
2022-05-03,37.044,,,
2022-05-04,38.745,,,
2022-05-05,39.002,,,
2022-05-06,38.031,,,
2022-05-09,35.346,,,
2022-05-10,35.655,,,
2022-05-11,35.546,,,
2022-05-12,34.812,,,
2022-05-13,33.133,,,
2022-05-16,33.033,,,
2022-05-17,32.978,,,
2022-05-18,32.239,,,
2022-05-19,31.098,,,
2022-05-20,30.806,,,
2022-05-23,30.598,,,
2022-05-24,30.408,,,
2022-05-25,30.932,,,
2022-05-26,30.703,,,
2022-05-27,30.796,,,
2022-05-30,30.776,,,
2022-05-31,31.993,,,
2022-06-01,32.127,,,
2022-06-02,33.731,,,
2022-06-03,34.752,,,
2022-06-06,32.898,,,
2022-06-07,32.65,,,
2022-06-08,33.502,,,
2022-06-09,33.115,,,
2022-06-10,32.697,,,
2022-06-13,33.087,,,
2022-06-14,33.884,,,
2022-06-15,34.746,,,
2022-06-16,32.643,,,
2022-06-17,33.924,,,
2022-06-20,33.037,,,
2022-06-21,35.093,,,
2022-06-22,35.477,,,
2022-06-23,35.923,,,
2022-06-24,32.702,,,
2022-06-27,33.499,,,
2022-06-28,34.513,,,
2022-06-29,35.462,,,
2022-06-30,35.104,,,
2022-07-01,35.25,,,
2022-07-04,37.146,,,
2022-07-05,37.458,,,
2022-07-06,37.035,,,
2022-07-07,37.976,,,
2022-07-08,35.99,,,
2022-07-11,36.166,,,
2022-07-12,36.563,,,
2022-07-13,36.019,,,
2022-07-14,36.312,,,
2022-07-15,34.123,,,
2022-07-18,34.633,,,
2022-07-19,34.802,,,
2022-07-20,36.042,,,
2022-07-21,35.406,,,
2022-07-22,37.056,,,
2022-07-25,38.122,,,
2022-07-26,39.594,,,
2022-07-27,38.856,,,
2022-07-28,38.229,,,
2022-07-29,40.025,,,
2022-08-01,42.769,,,
2022-08-02,45.928,,,
2022-08-03,44.922,,,
2022-08-04,43.169,,,
2022-08-05,42.859,,,
2022-08-08,41.594,,,
2022-08-09,43.35,,,
2022-08-10,47.174,,,
2022-08-11,49.32,,,
2022-08-12,50.29,,,
2022-08-15,53.819,,,
2022-08-16,52.905,,,
2022-08-17,56.032,,,
2022-08-18,55.13,,,
2022-08-19,58.806,,,
2022-08-22,64.855,,,
2022-08-23,63.861,,,
2022-08-24,60.365,,,
2022-08-25,60.9,,,
2022-08-26,64.072,,,
2022-08-29,50.087,,,
2022-08-30,48.129,,,
2022-08-31,47.44,,,
2022-09-01,46.07,,,
2022-09-02,40.849,,,
2022-09-05,42.179,,,
2022-09-06,46.984,,,
2022-09-07,46.728,,,
2022-09-08,50.781,,,
2022-09-09,48.553,,,
2022-09-12,48.059,,,
2022-09-13,43.775,,,
2022-09-14,44.252,,,
2022-09-15,45.902,,,
2022-09-16,41.081,,,
2022-09-19,40.441,,,
2022-09-20,41.467,,,
2022-09-21,45.083,,,
2022-09-22,44.515,,,
2022-09-23,45.797,,,
2022-09-26,48.092,,,
2022-09-27,46.168,,,
2022-09-28,52.674,,,
2022-09-29,50.954,,,
2022-09-30,49.225,,,
2022-10-03,47.097,,,
2022-10-04,47.917,,,
2022-10-05,48.637,,,
2022-10-06,47.455,,,
2022-10-07,47.978,,,
2022-10-10,47.064,,,
2022-10-11,47.033,,,
2022-10-12,44.594,,,
2022-10-13,41.069,,,
2022-10-14,43.562,,,
2022-10-17,44.071,,,
2022-10-18,42.088,,,
2022-10-19,41.512,,,
2022-10-20,40.773,,,
2022-10-21,37.813,,,
2022-10-24,36.387,,,
2022-10-25,36.414,,,
2022-10-26,35.601,,,
2022-10-27,35.483,,,
2022-10-28,37.002,,,
2022-10-31,35.294,,,
2022-11-01,34.634,,,
2022-11-02,34.959,,,
2022-11-03,34.825,,,
2022-11-04,34.029,,,
2022-11-07,33.955,,,
2022-11-08,34.055,,,
2022-11-09,32.605,,,
2022-11-10,33.72,,,
2022-11-11,32.564,,,
2022-11-14,32.521,,,1211.25
2022-11-15,31.376,,,1221.75
2022-11-16,31.193,,,1208.5
2022-11-17,32.213,,,1206.25
2022-11-18,32.789,,,1206.0
2022-11-21,32.253,,,1198.5
2022-11-22,32.779,,,1194.0
2022-11-23,33.317,,,1192.25
2022-11-24,32.654,,,
2022-11-25,33.028,,,1194.5
2022-11-28,33.743,,,1207.75
2022-11-29,33.837,,,1207.25
2022-11-30,33.766,,,1211.0
2022-12-01,33.71,,,1198.75
2022-12-02,32.234,,,1211.75
2022-12-05,32.426,,,1210.75
2022-12-06,33.115,,,1217.0
2022-12-07,32.773,,,1225.0
2022-12-08,31.293,,,1225.5
2022-12-09,32.036,,,1225.25
2022-12-12,31.845,,,1225.0
2022-12-13,32.012,,,1229.0
2022-12-14,31.368,,484.25,1229.25
2022-12-15,31.432,,484.75,1230.0
2022-12-16,29.59,,485.25,1230.25
2022-12-19,30.569,,485.0,1230.0
2022-12-20,29.844,,485.25,1235.75
2022-12-21,30.23,,485.5,1230.5
2022-12-22,32.128,,485.25,1230.5
2022-12-23,35.33,,497.0,1236.0
2022-12-27,35.346,,497.25,1233.75
2022-12-28,36.388,,493.5,1241.0
2022-12-29,36.529,,492.5,1240.5
2022-12-30,34.739,,492.5,1235.25
2023-01-02,35.493,,,
2023-01-03,35.053,,492.5,1234.0
2023-01-04,35.837,,492.5,1233.5
2023-01-05,36.74,,492.5,1225.75
2023-01-06,35.892,,492.75,1230.75
2023-01-09,36.774,,492.75,1223.0
2023-01-10,37.298,,486.5,1216.25
2023-01-11,36.556,,482.0,1209.5
2023-01-12,36.52,,481.25,1204.25
2023-01-13,35.492,,482.25,1208.0
2023-01-16,34.26,,,
2023-01-17,34.058,,483.25,1205.0
2023-01-18,34.622,,483.25,1191.75
2023-01-19,34.56,,479.75,1189.0
2023-01-20,34.629,,479.0,1188.5
2023-01-23,33.688,,479.75,1178.25
2023-01-24,32.934,,481.75,1184.0
2023-01-25,32.612,,480.25,1191.5
2023-01-26,32.576,,480.75,1198.5
2023-01-27,32.76,,480.0,1200.0
2023-01-30,32.875,,480.5,1210.75
2023-01-31,32.783,,483.75,1209.25
2023-02-01,32.54,,482.0,1209.0
2023-02-02,32.641,,481.0,1212.25
2023-02-03,32.467,,478.75,1209.0
2023-02-06,33.721,,476.75,1208.25
2023-02-07,33.1,,474.5,1199.75
2023-02-08,33.804,,476.25,1194.75
2023-02-09,32.41,,475.25,1186.0
2023-02-10,33.256,,479.0,1186.0
2023-02-13,32.903,,479.0,1184.5
2023-02-14,33.018,,479.0,1180.0
2023-02-15,33.269,,479.0,1178.0
2023-02-16,33.14,,479.75,1180.25
2023-02-17,32.582,,479.0,1180.5
2023-02-20,31.792,,,
2023-02-21,31.749,,483.75,1192.75
2023-02-22,31.781,,485.75,1195.5
2023-02-23,31.272,,488.25,1188.5
2023-02-24,31.115,,484.75,1181.25
2023-02-27,30.782,,483.75,1182.25
2023-02-28,30.74,,480.0,1165.0
2023-03-01,30.325,,478.25,1169.75
2023-03-02,29.824,,477.75,1173.0
2023-03-03,29.851,,475.0,1178.5
2023-03-06,28.972,,476.25,1183.75
2023-03-07,28.936,,476.0,1184.0
2023-03-08,29.046,,469.25,1183.0
2023-03-09,29.493,,468.75,1177.75
2023-03-10,31.237,,474.75,1178.5
2023-03-13,31.742,,478.5,1175.5
2023-03-14,29.307,,478.25,1173.25
2023-03-15,29.403,,473.75,1161.0
2023-03-16,30.039,,476.0,1160.5
2023-03-17,29.619,,475.25,1151.75
2023-03-20,29.151,,476.5,1148.25
2023-03-21,30.011,,474.75,1136.5
2023-03-22,29.148,,473.0,1122.5
2023-03-23,30.142,,472.0,1107.5
2023-03-24,29.789,,471.5,1117.0
2023-03-27,30.02,,473.0,1127.75
2023-03-28,30.574,,473.75,1135.0
2023-03-29,30.741,,472.75,1132.0
2023-03-30,32.204,,472.5,1129.75
2023-03-31,33.356,,468.75,1126.75
2023-04-03,34.992,,467.0,1134.5
2023-04-04,33.778,,463.75,1134.25
2023-04-05,33.167,,465.5,1138.0
2023-04-06,32.871,,466.25,1135.5
2023-04-07,,,466.25,1135.5
2023-04-10,32.871,,468.0,1137.25
2023-04-11,34.118,,467.5,1137.25
2023-04-12,34.672,,466.0,1129.0
2023-04-13,34.158,,465.25,1131.25
2023-04-14,34.19,,472.75,1120.5
2023-04-17,34.86,,476.25,1130.0
2023-04-18,35.095,,477.0,1120.0
2023-04-19,34.748,,477.25,1113.75
2023-04-20,34.929,,479.0,1105.75
2023-04-21,34.951,,475.75,1101.25
2023-04-24,35.296,,479.0,1094.25
2023-04-25,35.733,,478.0,1088.0
2023-04-26,35.631,,473.25,1092.0
2023-04-27,36.337,,471.5,1089.0
2023-04-28,35.826,,474.0,1097.5
2023-05-01,36.533,,472.25,1111.25
2023-05-02,35.024,,469.5,1113.5
2023-05-03,34.855,,470.0,1119.75
2023-05-04,35.004,,467.25,1118.0
2023-05-05,35.073,,467.5,1119.75
2023-05-08,35.313,,463.5,1116.75
2023-05-09,36.184,,462.75,1107.0
2023-05-10,35.732,,463.25,1108.25
2023-05-11,35.656,,460.5,1111.0
2023-05-12,34.988,,460.75,1096.25
2023-05-15,34.944,,464.25,1097.25
2023-05-16,34.978,,460.75,1093.25
2023-05-17,35.265,,456.25,1077.5
2023-05-18,34.017,,457.75,1077.25
2023-05-19,33.304,,459.25,1072.75
2023-05-22,32.735,,464.0,1094.25
2023-05-23,33.149,,466.25,1088.75
2023-05-24,32.931,,467.5,1091.25
2023-05-25,31.584,,465.25,1080.5
2023-05-26,31.528,,472.5,1091.25
2023-05-29,31.155,,,
2023-05-30,31.245,,468.0,1069.75
2023-05-31,31.718,,466.75,1053.0
2023-06-01,30.894,,472.75,1063.75
2023-06-02,31.201,,475.0,1069.75
2023-06-05,32.572,,475.25,1070.0
2023-06-06,31.949,,475.0,1071.75
2023-06-07,32.734,,470.75,1065.5
2023-06-08,33.634,,475.25,1076.25
2023-06-09,33.567,,469.5,1079.5
2023-06-12,33.434,,477.25,1085.0
2023-06-13,34.259,,478.75,1102.25
2023-06-14,34.507,,481.75,1102.75
2023-06-15,33.972,,486.75,1129.0
2023-06-16,32.187,,493.75,1136.5
2023-06-19,33.006,,,
2023-06-20,32.723,,493.25,1138.25
2023-06-21,31.215,,498.25,1142.75
2023-06-22,30.493,,497.5,1137.0
2023-06-23,29.314,,480.25,1132.0
2023-06-26,28.459,,482.25,1147.0
2023-06-27,29.57,,474.0,1134.75
2023-06-28,30.121,,470.75,1112.5
2023-06-29,30.945,,469.0,1109.0
2023-06-30,31.926,,463.5,1105.25
2023-07-03,31.625,,465.0,1132.5
2023-07-04,32.073,,,
2023-07-05,33.022,,468.25,1144.25
2023-07-06,32.863,,474.25,1136.25
2023-07-07,33.455,,470.25,1127.0
2023-07-10,31.163,,474.25,1139.75
2023-07-11,30.76,,478.0,1149.75
2023-07-12,30.621,,472.0,1124.75
2023-07-13,31.19,,481.5,1153.25
2023-07-14,31.849,,488.0,1157.5
2023-07-17,32.039,,482.5,1159.5
2023-07-18,33.262,,494.75,1169.25
2023-07-19,34.048,,497.25,1174.5
2023-07-20,34.188,,492.5,1179.25
2023-07-21,34.219,,487.25,1177.25
2023-07-24,34.932,,497.0,1197.5
