period,a6_01,a6_02,a6_03,a6_04,a6_05,a6_06,a6_07,a6_08,a6_09,a6_10,a6_11,a6_12,a6_13,a6_14,a6_15,a6_16,a6_17,a6_18,a6_19,a6_20,a6_21,a6_22,a6_23,a6_24,a6_25,a6_26,a6_27,a6_28,a6_29,a6_30,a6_31,a6_32,a6_33,a6_34,a6_35,a6_36,a6_37,a6_38,a6_39,a6_40,a6_41,a6_42,a6_43,a6_44,a6_45,a6_46,a6_47,a6_48,a6_49,a6_50,a6_51,a6_52,a6_53,a6_54,a6_55,a6_56,a6_57,a6_58,a6_59,a6_60,a6_61,a6_62,a6_63,a6_64,a6_65,a6_66,a6_67,a6_68,a6_69,a6_70,a6_71,a6_72
2002-05,5.1,19.2,-1.6677480229427373,-1.1241742810879256,17.099999999999994,4.400000000000002,4.300000000000001,0.0,-7.107198418545099,-1.2999999999999998,7.1,60.52179748,12295.4340605481,0.35704520566833764,-0.4772432695628286,-0.05006879899461558,64.4429071884373,-14.6,-4.4,-0.30000000000000426,0.10000000000000142,1.0,0.0003061794916190408,8.4,1223.1205791772745,-0.016241313296907246,21.4,50.8619207949532,0.8,-1.722362691758516,0.6309361143266601,46.5,-1.0,-1.8999999999999986,0.6000000000000014,4.300000000000001,-7.800000000000001,-1.7999999999999996,-5.5,-2.3,0.0,4.755419715666581,29.092875047162202,-0.5,-0.0014336897605593535,0.0015086110658009133,-0.001263112988401538,-0.0017969456767019665,0.0,0.011360412136622587,0.027488920270457334,0.020593378469128114,5.33418483914105,3.82158444257104,3.75,-0.0023207985500279795,-0.005333371773758699,0.008616823070936294,0.023307099353395255,24.5948064067521,-0.10092045342570516,-0.015244551963372821,-0.019353730418428583,-0.05033198804813699,81.58493267548398,136.29066500932677,-1.7153097675740305,2.1817501726063,3.09855963886693,3.39808741555996,12.0,36.5
2002-06,11.0,27.8,0.20000000000000287,-0.9615533470814981,-5.799999999999997,-3.9999999999999996,-0.9000000000000004,1.5,0.39408003120689905,0.29999999999999993,7.4,60.0594619,11761.7068638729,2.0933360030655184,-0.5875946529258282,-0.04975909887594111,64.5066990850157,-14.9,-3.9000000000000004,-4.799999999999997,0.6999999999999957,-2.1000000000000014,-0.00016343629730464215,8.5,-1496.0986060984708,-0.013055568970644667,19.3,54.4523296639184,2.4000000000000004,-7.000000000000001,18.340840591208053,43.9,-4.799999999999997,0.3999999999999985,0.6000000000000014,-1.5,5.800000000000001,2.8,1.0,-0.5,-1.8000000000000007,-1.9880876916004508,16.711543509449267,-0.8000000000000003,-0.0010465530845271687,0.003028333100304259,-0.002390943087977604,0.0,0.0,0.008034475926798111,0.01858216974448808,0.014630870285359348,5.02602506550793,3.68557769600731,3.75,0.012478815530085896,0.010513578913647237,0.011503310305199242,0.024983281621431864,23.726765598187697,-0.04720373252416675,0.036459750312667794,0.08048878703811013,-0.12810535507918352,101.39821069521193,140.31324090101094,1.2535544019758298,-3.4257881902560996,3.02917698441612,3.14012372387308,8.2,28.3
2002-07,18.0,29.4,13.0,6.772656962529397,0.0,7.599999999999998,-1.5,-1.5,0.7852605501505021,-2.6,7.1,61.4815209,12350.7987988898,1.850392242139565,-0.5516230145336427,-0.040068899452248424,64.3072237841513,-15.1,-2.1999999999999993,-1.6000000000000014,-1.6000000000000014,0.3000000000000007,0.0014188336104012933,8.6,-733.8366258351372,-0.02411052560863603,17.0,55.805311703507,-0.30000000000000027,4.100000000000001,-4.342106979986621,53.0,-0.10000000000000142,5.399999999999999,-4.700000000000001,1.0,-0.3999999999999999,-1.7000000000000002,0.5,-11.699999999999998,0.0,-1.2313967567643296,25.75993754454729,-1.3000000000000003,-0.004850307033438028,-0.003069232370854103,-0.005770816470355378,0.0,0.0,0.009153928118420022,0.02636099037005595,0.02015595579404708,4.64523659591974,3.01520498218119,3.0,0.023863451690354868,0.027182489919294284,0.01181348814746121,0.02774743470961286,25.0495920653751,-0.08473882634155598,-0.01002582144234765,0.07212748259640733,-0.06626563240576067,81.94117631241814,132.73545738682137,-0.09589644254558927,2.830421951875998,2.95692300548461,2.76403884474758,-1.1000000000000005,20.8
2002-08,11.2,18.9,-18.0,-22.678891831275298,0.7999999999999974,-6.399999999999999,-0.7000000000000002,1.5,1.5277333587065982,-2.8,7.2,60.5254081,11495.5711926886,0.5483097424716455,-0.6002555335868396,-0.03996559941338752,64.1802963716907,-16.3,-2.200000000000001,5.300000000000004,2.9000000000000057,1.6999999999999993,-0.000200326210744173,8.7,-104.87747742445455,0.002055958256172263,16.8,58.68848760021099,0.30000000000000027,-0.7000000000000028,8.589308801310931,39.1,-14.299999999999999,-1.3999999999999986,-2.8000000000000007,-1.3999999999999986,1.7,-0.8999999999999995,-1.6999999999999993,2.0,-0.3999999999999986,1.6792295209681605,8.373324988839228,-1.1999999999999993,-0.0008057065187578871,-0.000805323035971917,0.00017034980772923092,0.0,0.0,0.004609010326127404,0.012761968889672196,0.007968529383173939,4.42381019222349,2.99955849544831,3.0,-0.03614867156066914,-0.03584572543924036,0.006646798715776003,0.01737336401666504,24.4606758426263,-0.03874005791592475,-0.02974618846670385,0.06082304162717733,-0.029414133103300436,105.9525655714375,151.2819253900248,1.5844395618346903,-0.8791078989255006,3.00182459508976,2.64081407781944,0.6000000000000001,22.5
2002-09,0.20000000000000018,16.5,-3.2000000000000024,6.260485288587002,1.0,0.8000000000000007,3.6000000000000005,-1.5,-0.3790385069546005,0.19999999999999973,7.2,61.81598113,11980.3666215112,1.4321132425396108,-0.618121451879569,-0.03996550113436409,64.9028098183689,-16.8,3.1000000000000014,-5.400000000000007,1.7999999999999972,0.49999999999999994,0.0011770591086017745,8.9,-556.813013231792,-0.015477833738307935,14.8,60.0292379497763,-2.7,-0.49999999999999994,-18.92951838801596,37.8,0.8000000000000007,-5.600000000000001,-0.9999999999999999,-1.4000000000000021,-5.1000000000000005,1.7999999999999998,0.5,6.3999999999999995,4.899999999999999,-1.311386037002661,22.397757872496804,-1.1,0.0009788978081832767,0.0006735734369911484,-0.0019005364303099626,0.0,0.0,0.009051622326234583,0.022500506226332363,0.017162560240731296,4.38389615209915,2.82327086539168,3.0,0.020800817270969496,0.025770056088099125,0.010441617091926036,0.02340092189774998,26.391781823764802,-0.08132947177361108,0.015826679105246377,0.03382511765626628,0.11388736288053368,80.11644096254457,131.3116037754162,-6.6874077269191,8.7893874192719,2.90929548466569,3.00386282849207,-3.000000000000001,47.9
2002-10,8.2,22.5,12.900000000000006,1.223290895613598,-4.699999999999996,-5.0,-2.9000000000000004,0.0,0.2017865352630999,-1.3000000000000003,7.1,62.4325773,12559.8516878827,0.7638685635754296,-0.6052207741639823,-0.030240898830852223,65.6129012262193,-16.0,-3.6000000000000014,0.10000000000000142,-2.6000000000000014,-4.1,0.0009804129665358374,9.0,-2548.2813081348327,0.001696585865642971,15.1,59.6137119500778,3.9999999999999996,-1.5,3.0250967532835986,41.6,-5.699999999999999,-10.7,-4.199999999999999,-4.300000000000001,-1.5999999999999996,-1.0,-5.200000000000001,9.7,6.3999999999999995,-4.5408988872378,12.010027013078997,-0.8000000000000003,0.002212495963084038,-0.0007429445246724957,-0.0001269922682114455,0.05935424264918332,0.0,0.00701074110219502,0.016976789000803717,0.012300459676900907,4.24028688718923,2.67812639889599,3.0,-0.01903425571355033,-0.02376926275931801,0.008731326582045468,0.01964936383980699,27.1000499520173,-0.07447277556064484,-0.0008090144423231749,-0.0014895961094634202,0.23520761321232575,99.72580322573363,147.2381599034387,1.2853999961361202,2.025938079613603,2.86833733556,2.48795293380037,-4.500000000000001,42.2
2002-11,3.9,18.6,-3.9000000000000057,12.840690833138897,2.3999999999999986,-3.200000000000003,0.29999999999999893,0.0,-1.8252649764366993,2.3000000000000003,7.5,63.42361108,11448.9433527217,1.2214495554481521,-0.7157654054006193,-0.029828000392301435,65.9468283265977,-15.4,1.3000000000000007,3.8000000000000043,-1.1000000000000014,5.9,-0.00031514234093599214,9.1,324.07968457660525,-0.007213424740689091,16.0,59.7116961082151,-2.9,-4.399999999999999,1.9182440979556006,45.2,-5.5,-1.9000000000000021,-3.5000000000000004,0.5,6.2,1.6999999999999995,3.700000000000001,-8.9,-5.0,-0.5770578023720994,11.538039311970193,-0.5,0.000795519716230153,-0.0005247612909666803,0.0014148825570954315,-0.003395589001138788,0.0,0.005253055889016844,0.0159983111474061,0.010817136976290019,4.12365787525433,2.69801393454239,2.75,-0.0026713022478075388,-0.00483976706750866,0.00739717895592453,0.01947867958713674,26.291852206300405,-0.039131804490117106,0.032633095205826024,0.0011014647018345869,0.028187639038418144,94.41335839473086,138.33681701364935,1.7413302434507898,-9.996346788359002,2.76114263721823,2.39599374323942,-2.2,33.1
2002-12,12.9,15.9,1.7000000000000026,-0.9556140700433957,-4.799999999999997,11.0,2.3000000000000007,1.4,2.264532936047999,3.9,7.4,63.592523,10174.4233362943,1.0064796368701399,-0.7190138204356058,-0.029931100776846353,65.9549691379682,-16.9,-0.5,-4.0,-1.0999999999999943,-2.1999999999999993,0.003109999954062914,9.2,33.394778876990834,-0.0018352862158579125,17.7,60.7012251382546,-0.10000000000000009,4.199999999999996,-19.856869242243004,46.8,10.2,10.200000000000003,-1.4,1.1000000000000014,-6.3,1.8,0.8999999999999985,9.5,6.3999999999999995,-4.7328386489196,11.38582531323038,-0.6999999999999997,-0.00042468627930336567,-0.0002253111283367919,-0.0017625420256077717,0.0,0.0,0.005319909557064147,0.008837293238736457,0.006204028443600622,4.14083512113272,2.55637611643641,2.75,-0.01893754526094593,-0.013958612819696015,0.008946210542600487,0.016272625828612615,29.7976786433931,-0.05172269691369813,-0.017640012794575277,-0.017835428367197537,0.17634340575103247,88.74835456519898,137.61417074463594,-1.4190450197506506,-1.168208260837801,2.78335400028914,2.23830656105019,-3.3,31.2
2003-01,-0.20000000000000018,22.7,-5.399999999999998,-9.4523393934047,-0.10000000000000142,-37.099999999999994,-0.9000000000000004,-1.4,4.1761478461591,-1.9,7.2,61.89998822,10083.3066983616,-0.22770792202697454,-0.70726263827314,-0.020172065356146116,65.6647880402877,-17.8,-0.5,0.29999999999999716,-0.8000000000000043,-1.700000000000001,0.002046356741183253,9.4,416.3832061079779,-0.00226099835024975,17.6,61.3047027555546,2.4,-1.3999999999999986,22.023428816880305,41.5,-5.300000000000001,2.1999999999999993,-1.3,-0.10000000000000142,2.3999999999999995,-6.2,0.2000000000000011,-8.5,2.3000000000000043,6.1979405384843,14.211237337472614,-0.8999999999999999,-0.002888726339472569,0.0011551038328176944,0.004557401219918766,-0.022356907101276136,0.04735947003885821,0.0060024649840455645,0.019321538690807022,0.012400296609828818,4.23271700323547,2.57085745880777,2.5,0.0010419495296432046,-0.00784896523821299,0.005113819226102538,0.01680514052618117,31.4277208510982,-0.10521791363164956,0.010534742443038425,-0.007825314580708564,0.24704082778704614,88.63641679182075,142.0861912854724,0.8048260928652899,0.037904543165801385,2.7161873288452,2.54085681212942,-11.099999999999998,36.1
2003-02,8.3,27.5,-2.1000000000000014,8.8916171324665,-2.8000000000000043,14.799999999999999,0.20000000000000107,0.0,-8.4803564077767,-2.6,7.3,61.52468115,11749.2120216152,1.797926555625832,-0.749646400993857,-0.02006876566194281,65.685137880496,-16.1,1.9000000000000004,7.100000000000001,0.8999999999999986,-1.799999999999999,0.003721597980351099,9.5,-765.5763308635541,-0.006024974579417635,17.9,56.7524355935692,0.3999999999999999,-6.899999999999998,-14.259619161379497,40.6,6.300000000000001,2.400000000000002,4.3999999999999995,-0.5000000000000001,5.0,4.4,-1.8000000000000007,-7.1,-2.6000000000000014,-4.8583454761503,14.40885330391112,-0.6999999999999997,0.002775127767228547,-0.0016220566134119711,0.00042710421076463945,0.0,0.00439561147303813,0.008172791952219484,0.024241920400625554,0.017605781148754746,4.05588201353879,2.44524770505056,2.5,-0.004259044584368432,-0.0008392643509056441,0.007560738250588926,0.02221903579996345,33.7919665952525,0.007034674789978487,0.019779171359918024,0.019985325879081195,0.25202275919325823,90.68407734445529,135.2549099777185,0.7355886856995806,2.5479772961507017,2.81480973427431,2.47816578821072,-12.399999999999999,37.3
