period,model,actual,consensus,forecast,error,surprise,deviation,gain_vs_consensus,gain_vs_base,big,alert,direction_correct
2020-01,BASE,1.5,1,0.89107836460028345,-0.60892163539971655,0.5,-0.10892163539971655,-0.10892163539971655,0,True,False,False
2020-06,BASE,0.59999999999999998,0.20000000000000001,0.3438817354017713,-0.25611826459822867,0.39999999999999997,0.14388173540177129,0.14388173540177129,0,True,False,True
2021-01,BASE,1.3,0.90000000000000002,0.82857905226955975,-0.4714209477304403,0.40000000000000002,-0.071420947730440276,-0.071420947730440276,0,True,False,False
2021-07,BASE,1,0.5,0.64455196788631364,-0.35544803211368636,0.5,0.14455196788631364,0.14455196788631364,0,True,False,True
2021-08,BASE,0.69999999999999996,0.20000000000000001,0.22450335235865432,-0.47549664764134564,0.49999999999999994,0.024503352358654307,0.024503352358654307,0,True,False,True
2021-09,BASE,0.20000000000000001,-0.20000000000000001,-0.12400009742970602,-0.32400009742970604,0.40000000000000002,0.075999902570293987,0.075999902570293987,0,True,False,True
2022-01,BASE,4.4000000000000004,3.7999999999999998,4.3781372269715337,-0.02186277302846662,0.60000000000000053,0.57813722697153391,0.57813722697153391,0,True,True,True
2022-02,BASE,1.3,0.59999999999999998,0.86642540702841275,-0.43357459297158729,0.70000000000000007,0.26642540702841278,0.26642540702841278,0,True,True,True
2022-04,BASE,1.8,0.90000000000000002,0.74185855591334138,-1.0581414440866586,0.90000000000000002,-0.15814144408665864,-0.15814144408665853,0,True,False,False
2022-05,BASE,1.8,1.3999999999999999,1.8273429935590184,0.027342993559018369,0.40000000000000013,0.4273429935590185,0.37265700644098176,0,True,True,True
2022-08,BASE,0.40000000000000002,0.80000000000000004,0.63085265646772037,0.23085265646772035,-0.40000000000000002,-0.16914734353227967,0.16914734353227967,0,True,False,True
2022-09,BASE,0.80000000000000004,0.20000000000000001,0.16209244464284336,-0.63790755535715671,0.60000000000000009,-0.037907555357156647,-0.037907555357156619,0,True,False,False
2022-10,BASE,-1.3999999999999999,0.90000000000000002,1.1729476113272232,2.5729476113272232,-2.2999999999999998,0.27294761132722323,-0.27294761132722334,0,True,True,False
2022-11,BASE,1.2,0.69999999999999996,0.7585158740889214,-0.44148412591107855,0.5,0.058515874088921449,0.058515874088921449,0,True,False,True
2022-12,BASE,0,0.40000000000000002,0.047475065722731635,0.047475065722731635,-0.40000000000000002,-0.35252493427726839,0.35252493427726839,0,True,True,True
2023-04,BASE,-0.20000000000000001,0.40000000000000002,0.56409278889031511,0.76409278889031507,-0.60000000000000009,0.16409278889031509,-0.16409278889031498,0,True,False,False
2023-09,BASE,-0.69999999999999996,-0.20000000000000001,-0.24889839959904397,0.45110160040095598,-0.49999999999999994,-0.048898399599043962,0.048898399599043962,0,True,False,True
2023-12,BASE,-0.40000000000000002,0,-0.13307024110083232,0.2669297588991677,-0.40000000000000002,-0.13307024110083232,0.13307024110083232,0,True,False,True
2024-01,BASE,1.5,2,0.93191653765185667,-0.56808346234814333,-0.5,-1.0680834623481434,-0.068083462348143331,0,True,True,True
2024-04,BASE,0.69999999999999996,0.20000000000000001,0.53551387459744904,-0.16448612540255092,0.49999999999999994,0.33551387459744902,0.33551387459744902,0,True,True,True
