commodity,reference_month,segment,fix_months,lower_ex_vat,upper_ex_vat,lower_inc_vat,upper_inc_vat,unit,available_from,availability_kind,historical_first_release_verified,national_weight,source_sha256
electricity,2026-02,D02d,24,2496.0806736150007,2664.9556736150007,3020.2576150741506,3224.596365074151,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-02,D02d,36,2535.763213022811,2650.385713022811,3068.2734877576013,3206.9667127576013,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-02,D25d,12,2695.456595576991,2807.433158076991,3261.502480648159,3396.9941212731587,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-02,D25d,24,2523.5658806414554,2688.0633806414553,3053.514715576161,3252.5566905761607,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-02,D25d,36,2549.037943286089,2660.434468286089,3084.3359113761676,3219.125706626168,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-02,D26d,12,2675.237845576991,2772.417533076991,3237.037793148159,3354.625215023159,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-02,D26d,24,2500.368380641455,2666.558380641455,3025.4457405761605,3226.535640576161,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-02,D26d,36,2538.750443286089,2650.103968286089,3071.8880363761677,3206.6258016261677,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-02,D27d,12,2701.8690955769907,2814.8928330769904,3269.261605648159,3406.0203280231585,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-02,D27d,24,2535.3896306414554,2690.1033806414553,3067.821453076161,3255.025090576161,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-02,D27d,36,2553.1504432860893,2652.126893286089,3089.3120363761677,3209.0735408761675,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-02,D35d,12,2677.446757387757,2834.2342573877568,3239.710576439186,3429.4234514391856,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-02,D35d,24,2536.752007162523,2675.104507162523,3069.469928666653,3236.8764536666527,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-02,D35d,36,2554.9384272282814,2675.651827228281,3091.4754969462206,3237.53871094622,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-02,D45d,12,2676.524434404921,2842.6681844049212,3238.5945656299546,3439.6285031299544,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-02,D45d,24,2544.1209901753055,2687.197240175306,3078.3863981121194,3251.5086606121204,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-02,D45d,36,2567.60300510442,2682.8980301044194,3106.799636176348,3246.3066164263473,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-02,D56d,12,2725.6756844049214,2884.4881844049214,3298.0675781299547,3490.2307031299547,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-02,D56d,24,2573.3272401753056,2750.9522401753056,3113.7259606121197,3328.6522106121197,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-02,D56d,36,2587.5761301044195,2745.5136301044195,3130.9671174263476,3322.0714924263475,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-02,D57d,12,2725.6756844049214,2884.4881844049214,3298.0675781299547,3490.2307031299547,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-02,D57d,24,2573.3272401753056,2750.9522401753056,3113.7259606121197,3328.6522106121197,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-02,D57d,36,2587.5761301044195,2745.5136301044195,3130.9671174263476,3322.0714924263475,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-02,D61d,12,2716.1874668651867,2844.669966865187,3286.586834906876,3442.050659906876,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-02,D61d,24,2559.1431736150007,2730.8306736150007,3096.5632400741506,3304.3051150741508,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-02,D61d,36,2577.825713022811,2705.385713022811,3119.1691127576014,3273.5167127576015,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-03,D01d,12,2541.059986952862,2669.6929869528617,3074.682584212963,3230.3285142129625,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-03,D01d,24,2371.4096384259606,2533.6596384259606,2869.4056624954123,3065.728162495412,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-03,D01d,36,2403.555282756101,2517.303282756101,2908.301892134882,3045.936972134882,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-03,D02d,12,2541.059986952862,2669.6929869528617,3074.682584212963,3230.3285142129625,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-03,D02d,24,2371.4096384259606,2533.6596384259606,2869.4056624954123,3065.728162495412,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-03,D02d,36,2403.555282756101,2517.303282756101,2908.301892134882,3045.936972134882,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-03,D25d,12,2579.181548016,2689.227678016,3120.8096730993598,3253.96549039936,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-03,D25d,24,2394.650246945485,2552.7702469454853,2897.526798804037,3088.851998804037,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-03,D25d,36,2415.164186778742,2527.1014067787423,2922.3486660022777,3057.792702202278,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-03,D26d,12,2562.9615480159996,2655.5475780159995,3101.1834730993596,3213.2125693993594,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-03,D26d,24,2371.4822469454853,2530.350246945485,2869.493518804037,3061.723798804037,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-03,D26d,36,2405.754186778742,2518.8370067787423,2910.962566002278,3047.792778202278,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-03,D27d,12,2584.311548016,2694.2105380159996,3127.01697309936,3259.9947509993594,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-03,D27d,24,2404.109246945485,2555.030246945485,2908.972188804037,3091.586598804037,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-03,D27d,36,2419.2341867787422,2520.4553467787423,2927.273366002278,3049.750969602278,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-03,D35d,12,2562.026375331986,2720.048375331986,3100.051914151703,3291.258534151703,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-03,D35d,24,2399.624062013771,2537.780062013771,2903.545115036663,3070.7138750366626,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-03,D35d,36,2416.8163535617314,2533.8870735617315,2924.347787809695,3066.003359009695,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-03,D45d,12,2559.582865130291,2725.683865130291,3097.095266807652,3298.077476807652,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-03,D45d,24,2401.0767365580377,2544.583736558038,2905.3028512352257,3078.9463212352257,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-03,D45d,36,2422.6177064755343,2535.3372264755344,2931.3674248353964,3067.7580440353963,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-03,D56d,12,2598.9038651302913,2768.6538651302913,3144.673676807652,3350.071176807652,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-03,D56d,24,2427.5917365580376,2601.291736558038,2937.3860012352256,3147.563001235226,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-03,D56d,36,2446.5797064755343,2587.929706475534,2960.3614448353965,3131.3949448353965,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-03,D57d,12,2598.9038651302913,2768.6538651302913,3144.673676807652,3350.071176807652,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-03,D57d,24,2427.5917365580376,2601.291736558038,2937.3860012352256,3147.563001235226,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-03,D57d,36,2446.5797064755343,2587.929706475534,2960.3614448353965,3131.3949448353965,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-03,D61d,12,2594.409986952862,2730.095986952862,3139.236084212963,3303.416144212963,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-03,D61d,24,2423.9596384259607,2591.9596384259607,2932.9911624954125,3136.271162495412,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-03,D61d,36,2446.7552827561008,2563.303282756101,2960.573892134882,3101.596972134882,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-04,D01d,12,3015.230797459445,3140.4524641261114,3648.4292649259282,3799.9474815925946,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-04,D01d,24,2670.031183525826,2827.8228501924923,3230.737732066249,3421.6656487329155,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-04,D01d,36,2604.2806536859575,2717.4456536859575,3151.1795909600087,3288.1092409600083,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-04,D02d,12,3015.230797459445,3140.4524641261114,3648.4292649259282,3799.9474815925946,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-04,D02d,24,2670.031183525826,2827.8228501924923,3230.737732066249,3421.6656487329155,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-04,D02d,36,2604.2806536859575,2717.4456536859575,3151.1795909600087,3288.1092409600083,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-04,D25d,12,3039.1777864999976,3147.936961499998,3677.405121664997,3809.0037234149972,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-04,D25d,24,2683.4112439696773,2837.7612439696773,3246.9276052033097,3433.6911052033092,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-04,D25d,36,2608.3072542578207,2720.604937591154,3156.0517776519628,3291.931974485296,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-04,D26d,12,3025.623619833331,3115.147211499998,3661.0045799983304,3769.328125914997,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-04,D26d,24,2659.662910636344,2816.0045773030106,3218.192121869976,3407.365538536643,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-04,D26d,36,2595.9322542578207,2713.7179375911537,3141.078027651963,3283.598704485296,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-04,D27d,12,3043.4527864999977,3151.268611499998,3682.577871664997,3813.0350199149975,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-04,D27d,24,2691.5187439696774,2839.6445773030105,3256.7376802033095,3435.9699385366425,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-04,D27d,36,2612.348920924487,2715.0665542578204,3160.9421943186294,3285.2305306519625,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-04,D35d,12,3030.1826903024366,3189.027690302437,3666.5210552659482,3858.7235052659485,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-04,D35d,24,2686.0829287504644,2825.4629287504645,3250.1603437880617,3418.810143788062,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-04,D35d,36,2613.9295397300803,2724.8101397300798,3162.854743073397,3297.0202690733963,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-04,D45d,12,3031.054941658097,3197.127441658097,3667.5764794062975,3868.524204406297,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-04,D45d,24,2684.987269477445,2828.8264361441115,3248.8345960677084,3422.879987734375,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-04,D45d,36,2617.47087430126,2724.4325576345936,3167.1397579045247,3296.5633947378583,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-04,D56d,12,3063.822441658097,3240.8641083247635,3707.2251544062974,3921.4455710729635,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-04,D56d,24,2707.9164361441117,2880.4164361441117,3276.5788877343753,3485.303887734375,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-04,D56d,36,2640.4679576345934,2773.25962430126,3194.966228737858,3355.6441454045244,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-04,D57d,12,3063.822441658097,3240.8641083247635,3707.2251544062974,3921.4455710729635,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-04,D57d,24,2707.9164361441117,2880.4164361441117,3276.5788877343753,3485.303887734375,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-04,D57d,36,2640.4679576345934,2773.25962430126,3194.966228737858,3355.6441454045244,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-04,D61d,12,3059.689130792778,3200.1774641261118,3702.2238482592616,3872.214731592595,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-04,D61d,24,2714.656183525826,2881.406183525826,3284.733982066249,3486.501482066249,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-04,D61d,36,2648.6556536859575,2760.778987019291,3204.8733409600086,3340.542574293342,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-05,D01d,12,2798.171635567073,2931.361635567073,3385.787679036158,3546.947579036158,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-05,D01d,24,2557.443258435166,2719.443258435166,3094.506342706551,3290.526342706551,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-05,D01d,36,2543.0557907599123,2663.4115050456267,3077.097506819494,3222.727921105208,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-05,D02d,12,2798.171635567073,2931.361635567073,3385.787679036158,3546.947579036158,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-05,D02d,24,2557.443258435166,2719.443258435166,3094.506342706551,3290.526342706551,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-05,D02d,36,2543.0557907599123,2663.4115050456267,3077.097506819494,3222.727921105208,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-05,D25d,12,2820.770890789353,2940.2358979322103,3413.132777855117,3557.6854364979745,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-05,D25d,24,2570.832989077479,2727.5615605060507,3110.7079167837496,3300.3494882123214,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-05,D25d,36,2547.9565060157493,2667.168448872892,3083.0273722790566,3227.273823136199,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
electricity,2026-05,D26d,12,2809.1530336464957,2910.173255075067,3399.07517071226,3521.309638640831,raw_source_price_unit_not_explicit_in_csv_header,2026-09-15T07:58:43.185598+00:00,observed_download,False,,7808fc49b1be1ec69c6a23a0eab0921b79fad217f34ad9655c225f3e5b2357af
