origin,status_frozen,status_bbg,max_abs_recorded_minus_reproduced,max_abs_bbg_minus_frozen,rms_bbg_minus_frozen,cum12_bbg_minus_frozen
2019-02,estimated,estimated,0.0,0.07409831758117874,0.03931582206794753,-0.026193790571616526
2019-03,estimated,estimated,0.0,0.07401345985729729,0.03742474017754241,-0.0038646573732448175
2019-04,estimated,estimated,0.0,0.07399119758813633,0.03596676810639273,0.009704024163011304
2019-05,estimated,estimated,0.0,0.07365562535713452,0.036418268769061776,-0.0006022509590080105
2019-06,estimated,estimated,0.0,0.07244189279693947,0.037498617140566744,0.006233795315395696
2019-07,estimated,estimated,0.0,0.07149210755512707,0.0373985027350532,0.013913846914753059
2019-08,estimated,estimated,0.0,0.06998271004078822,0.0365847423676872,0.013853402568162476
2019-09,estimated,estimated,0.0,0.07012243036169186,0.03610024731462487,0.010919893949041803
2019-10,estimated,estimated,0.0,0.07447445157474541,0.03509403274287806,0.008313122820488683
2019-11,estimated,estimated,0.0,0.07411296704650525,0.03418322426989897,0.0025687727072778443
2019-12,estimated,estimated,0.0,0.07542045733057817,0.03390189154152039,-0.002870538946663004
2020-01,estimated,estimated,0.0,0.07535535579304034,0.03325602581706234,-0.015279375787814686
2020-02,estimated,estimated,0.0,0.07524990800939207,0.034295321991667,0.005321283614069916
2020-03,estimated,estimated,0.0,0.07532141507642953,0.034326984035826826,0.015791569436650388
2020-04,estimated,estimated,0.0,0.07525686864429126,0.03474106040874074,-0.005809611632906275
2020-05,estimated,estimated,0.0,0.07582055767354215,0.03278001230047224,0.013317467378767933
2020-06,estimated,estimated,0.0,0.07662460626050224,0.03321510835169201,0.017484867739401277
2020-07,estimated,estimated,0.0,0.07770084565503516,0.03333677565771119,0.01270343840272048
2020-08,estimated,estimated,0.0,0.07507043616163878,0.03254077522585244,0.019896404225264064
2020-09,estimated,estimated,0.0,0.07536186940697409,0.032693643435986325,0.009497740532578014
2020-10,estimated,estimated,0.0,0.07189640151811516,0.03312352085675226,-0.0032778151348904494
2020-11,estimated,estimated,0.0,0.07541204194352363,0.033849779191278455,-0.008733550567077142
2020-12,estimated,estimated,0.0,0.07045606408755373,0.03320710258413135,0.005132943922840472
2021-01,estimated,estimated,0.0,0.07051265896921871,0.03263746843503845,0.004445966159433601
2021-02,estimated,estimated,0.0,0.07040421360923141,0.03303786368840999,0.012618255598049188
2021-03,estimated,estimated,0.0,0.07017554950476107,0.033731099918769596,0.00117878138322558
2021-04,estimated,estimated,0.0,0.06999514275090588,0.03418978053148427,-0.013132736659447364
2021-05,estimated,estimated,0.0,0.07040864542648967,0.03407870581879165,0.00814796085225522
2021-06,estimated,estimated,0.0,0.07129711497328317,0.03214985330935571,-0.006494010106708803
2021-07,estimated,estimated,0.0,0.07111067253405204,0.03315509028019782,0.006857367136386738
2021-08,estimated,estimated,0.0,0.07195968337093542,0.03355627159400732,0.007665208109483679
2021-09,estimated,estimated,0.0,0.07152118126782528,0.035295112396751864,-0.012702831505193135
2021-10,estimated,estimated,0.0,0.07689791598815587,0.03567500202674664,-0.0030945088778784324
2021-11,estimated,estimated,0.0,0.07049719904841995,0.03261062659997065,-0.00747540792037471
2021-12,estimated,estimated,0.0,0.03987639030240764,0.026077316830396786,0.01975049643009008
2022-01,estimated,estimated,0.0,0.04102851082793291,0.026765426460303728,0.029976621500853895
2022-02,estimated,estimated,0.0,0.04248297110386226,0.02572643947431462,0.012544374873066477
2022-03,estimated,estimated,0.0,0.041032339241686866,0.025437056781108122,0.013463748503089512
2022-04,estimated,estimated,0.0,0.052493108468263494,0.027981720674726113,0.05317741877036308
2022-05,estimated,estimated,0.0,0.055018902309574735,0.028917903884555743,0.03388160936453666
2022-06,estimated,estimated,0.0,0.04636175072470605,0.02904539336517129,0.09637633067679197
2022-07,estimated,estimated,0.0,0.03948778253997842,0.028206231888391848,0.020355796576244423
2022-08,estimated,estimated,0.0,0.04061067245116412,0.02722992617604624,0.008681944449313583
2022-09,estimated,estimated,0.0,0.03901760627032336,0.02765374320679471,0.014897774523590535
2022-10,estimated,estimated,0.0,0.03967907834081641,0.026932430620506705,0.02310957044432005
2022-11,estimated,estimated,0.0,0.039540953595934125,0.027407340366996196,0.01957789147255795
2022-12,estimated,estimated,0.0,0.03661015335064488,0.026486006818471266,0.023353631914078576
2023-01,estimated,estimated,0.0,0.03668124323390243,0.025879366105801646,0.01927635482660328
2023-02,estimated,estimated,0.0,0.03754683756356847,0.026024798371767105,-0.006330778089781219
2023-03,estimated,estimated,0.0,0.03857826173978096,0.025335334846110752,0.002958088537547532
2023-04,estimated,estimated,0.0,0.03719600079684349,0.024764687590408205,0.0029079400776481634
2023-05,estimated,estimated,0.0,0.037666244939188576,0.02357633101601227,0.007096622568504074
2023-06,estimated,estimated,0.0,0.03895641362218488,0.023855174063775558,0.00033570039460695256
2023-07,estimated,estimated,0.0,0.03822453790718383,0.02378055837876383,-0.006503526684630501
2023-08,estimated,estimated,0.0,0.03864206142235538,0.023302370306061446,-0.014905714361022948
2023-09,estimated,estimated,0.0,0.03946136775124939,0.02262599694670999,-0.01395125433152744
2023-10,estimated,estimated,0.0,0.04359368423803718,0.024646482234363914,-0.0276301576471063
2023-11,estimated,estimated,0.0,0.04198149992376754,0.024298951584705533,-0.02290597910470238
2023-12,estimated,estimated,0.0,0.04153085950528218,0.023215704089062577,-0.01020382049087143
2024-01,estimated,estimated,0.0,0.04158393648092856,0.023342850679403417,-0.023696956646546585
2024-02,estimated,estimated,0.0,0.04204656037169985,0.022414643305398236,-0.02805905711055301
2024-03,estimated,estimated,0.0,0.042164358622730935,0.023505826097354063,-0.02606429060080151
2024-04,estimated,estimated,0.0,0.04206231424380674,0.023145929890402893,-0.01620475582213743
2024-05,estimated,estimated,0.0,0.03869348210233148,0.022545294733247283,0.018795687528740945
2024-06,estimated,estimated,0.0,0.03653712147876953,0.020718020004792496,-0.0030822691558305415
2024-07,estimated,estimated,0.0,0.038269886912647655,0.019807834456052487,-0.02986424278343769
2024-08,estimated,estimated,0.0,0.03585296714643044,0.020600036006196254,-0.010630844620724389
2024-09,estimated,estimated,0.0,0.04112475652596259,0.02201563839267333,0.0017744271455697458
2024-10,estimated,estimated,0.0,0.029718874970360964,0.01871779389215619,0.013171383282717386
