origin,h,yy_frozen,yy_bbg,actual_frozen,actual_bbg
2019-03,1,2.9765620243170847,3.0159457088089145,2.769818529130847,2.830253094110401
2019-04,1,2.8524740527383186,2.882802047979347,2.9467680608364977,3.034890413700671
2019-04,2,2.605596519762734,2.6156395470727802,2.7462121212121224,2.829641628016008
2019-05,1,2.343001077376729,2.3601526735953278,2.7462121212121224,2.829641628016008
2019-05,2,2.4867373531392114,2.4930631107398806,2.9300567107750513,3.0348904137006705
2019-05,3,2.4215366707167805,2.422248875688612,2.9272898961284195,3.0348904137006705
2019-05,4,2.5975428387290505,2.615456017318828,2.6515151515151705,2.7248556381328646
2019-05,5,2.512272890356835,2.5085090056185333,2.735849056603792,2.827171231397938
2019-05,6,2.6592820659042853,2.661329289422568,3.116147308781873,3.23889163672886
2019-05,7,2.678161989095573,2.674494687996406,3.207547169811327,3.342027392609708
2019-05,8,2.450910716324957,2.485528106294312,3.6414565826330487,3.853621587622627
2019-05,9,2.538502883177078,2.559577213807761,3.7278657968313067,3.9572679165523907
2019-05,10,2.3701721474142214,2.3773076148036814,3.4418604651162905,3.646018611413013
2019-05,11,2.4780370998045447,2.4780370998045447,3.159851301115256,3.3353911830071796
2019-05,12,2.440601498728913,2.440601498728913,2.862419205909517,3.0275399679634636
2019-06,1,2.7613569884961895,2.8181820751589792,2.9300567107750513,3.0348904137006705
2019-06,2,2.682896647128545,2.73405174141771,2.9272898961284195,3.0348904137006705
2019-06,3,2.8462712272588253,2.9147576290994093,2.6515151515151705,2.7248556381328646
2019-06,4,2.7498771500593624,2.7965763119926654,2.735849056603792,2.827171231397938
2019-06,5,2.8836709110732714,2.9362629643026565,3.116147308781873,3.23889163672886
2019-06,6,2.8999936913644633,2.9468640271696116,3.207547169811327,3.342027392609708
2019-06,7,2.6655083441091314,2.7506474651887793,3.6414565826330487,3.853621587622627
2019-06,8,2.7463410025484523,2.8179403094154907,3.7278657968313067,3.9572679165523907
2019-06,9,2.5704727663718874,2.628011202629863,3.4418604651162905,3.646018611413013
2019-06,10,2.6712587008713307,2.7216937051454386,3.159851301115256,3.3353911830071796
2019-06,11,2.2790858229985194,2.2790858229985194,2.862419205909517,3.0275399679634636
2019-06,12,2.270934236055884,2.270934236055884,3.317972350230406,3.4388275526659116
2019-07,1,2.951912118079101,3.018960247000416,2.9272898961284195,3.0348904137006705
2019-07,2,3.1459130348036752,3.2303903292401346,2.6515151515151705,2.7248556381328646
2019-07,3,3.076417762568975,3.1390427194958264,2.735849056603792,2.827171231397938
2019-07,4,3.2365360865983344,3.305111305589395,3.116147308781873,3.23889163672886
2019-07,5,3.2762103641534472,3.3390600458398145,3.207547169811327,3.342027392609708
2019-07,6,3.065952972736955,3.16720586969192,3.6414565826330487,3.853621587622627
2019-07,7,3.166813354375881,3.2545007157388173,3.7278657968313067,3.9572679165523907
2019-07,8,3.0097014481816595,3.083255126753502,3.4418604651162905,3.646018611413013
2019-07,9,3.130210709749025,3.196657361932985,3.159851301115256,3.3353911830071796
2019-07,10,2.755308875028193,2.7710299637593043,2.862419205909517,3.0275399679634636
2019-07,11,2.7084027457973994,2.7084027457973994,3.317972350230406,3.4388275526659116
2019-07,12,2.570714883266686,2.570714883266686,3.3976124885215717,3.438827552665912
2019-08,1,3.170969434200683,3.287704953294205,2.6515151515151705,2.7248556381328646
2019-08,2,3.180568645674273,3.2754907713956563,2.735849056603792,2.827171231397938
2019-08,3,3.4231149751787813,3.5241256236803076,3.116147308781873,3.23889163672886
2019-08,4,3.5451433180153202,3.640504478815348,3.207547169811327,3.342027392609708
2019-08,5,3.4196394134320025,3.553560455972604,3.6414565826330487,3.853621587622627
2019-08,6,3.61006632426222,3.730506340107294,3.7278657968313067,3.9572679165523907
2019-08,7,3.54096547401678,3.64724842200633,3.4418604651162905,3.646018611413013
2019-08,8,3.750395253246702,3.849654585991088,3.159851301115256,3.3353911830071796
2019-08,9,3.4606583294676216,3.5087940420404724,2.862419205909517,3.0275399679634636
2019-08,10,3.5003783866438223,3.5326925543678356,3.317972350230406,3.4388275526659116
2019-08,11,3.5112997872481095,3.5112997872481095,3.3976124885215717,3.438827552665912
2019-08,12,3.537656773766639,3.537656773766639,3.302752293577968,3.3354920606053065
2019-09,1,2.8328523402224826,2.9358587487238843,2.735849056603792,2.827171231397938
2019-09,2,3.0096540379719237,3.1186799646964833,3.116147308781873,3.23889163672886
2019-09,3,3.0746855713507135,3.1780373992747175,3.207547169811327,3.342027392609708
2019-09,4,2.898543669829515,3.0402026180550172,3.6414565826330487,3.853621587622627
2019-09,5,3.0419286371041863,3.1701315249940967,3.7278657968313067,3.9572679165523907
2019-09,6,2.93143410499254,3.045504500245879,3.4418604651162905,3.646018611413013
2019-09,7,3.1060731475093113,3.213142856128114,3.159851301115256,3.3353911830071796
2019-09,8,2.785302952860859,2.841520918283645,2.862419205909517,3.0275399679634636
2019-09,9,2.792386261152482,2.8328751447463816,3.317972350230406,3.4388275526659116
2019-09,10,2.7711967941847724,2.779588203831265,3.3976124885215717,3.438827552665912
2019-09,11,2.7540090568105136,2.7540090568105136,3.302752293577968,3.3354920606053065
2019-09,12,3.002657351466064,3.002657351466064,3.2287822878228734,3.3354920606053065
2019-10,1,2.5788253378552195,2.6362410358573825,3.116147308781873,3.23889163672886
2019-10,2,2.543711629142151,2.595397174682161,3.207547169811327,3.342027392609708
2019-10,3,2.26560567301947,2.355379009641656,3.6414565826330487,3.853621587622627
2019-10,4,2.302928850780157,2.3791861681041837,3.7278657968313067,3.9572679165523907
2019-10,5,2.0870082720475343,2.149231349709459,3.4418604651162905,3.646018611413013
2019-10,6,2.1456312272561857,2.200766376843622,3.159851301115256,3.3353911830071796
2019-10,7,1.7115122429417273,1.7164470941044314,2.862419205909517,3.0275399679634636
2019-10,8,1.603784164448346,1.5931705019319107,3.317972350230406,3.4388275526659116
2019-10,9,1.4685429070024487,1.4262767658096611,3.3976124885215717,3.438827552665912
2019-10,10,1.3383623931803545,1.2878801831320856,3.302752293577968,3.3354920606053065
2019-10,11,1.6579970097787216,1.6579970097787216,3.2287822878228734,3.3354920606053065
2019-10,12,1.6609240663456049,1.6609240663456049,2.9384756657483617,3.027027905200515
2019-11,1,2.9822105412729027,3.073854781313563,3.207547169811327,3.342027392609708
2019-11,2,2.739659409520595,2.8695077866696304,3.6414565826330487,3.853621587622627
2019-11,3,2.8188857058309087,2.9352118465252417,3.7278657968313067,3.9572679165523907
2019-11,4,2.647621056735806,2.749798577482459,3.4418604651162905,3.646018611413013
2019-11,5,2.756286981692447,2.85140366022325,3.159851301115256,3.3353911830071796
2019-11,6,2.3745980016321866,2.4190502561579055,2.862419205909517,3.0275399679634636
2019-11,7,2.328034328985545,2.3568062453517555,3.317972350230406,3.4388275526659116
2019-11,8,2.2532436694943936,2.2500707513433085,3.3976124885215717,3.438827552665912
2019-11,9,2.182950992829058,2.1714378173590507,3.302752293577968,3.3354920606053065
2019-11,10,2.5662345491818885,2.6057917746278436,3.2287822878228734,3.3354920606053065
2019-11,11,2.4246986709461584,2.4246986709461584,2.9384756657483617,3.027027905200515
2019-11,12,2.311253248260928,2.311253248260928,2.655677655677633,2.718871291326536
2019-12,1,2.7650734871793357,2.9201123657288246,3.6414565826330487,3.853621587622627
2019-12,2,2.835256494058868,2.976773388312831,3.7278657968313067,3.9572679165523907
2019-12,3,2.652860911299568,2.780167820663641,3.4418604651162905,3.646018611413013
2019-12,4,2.7527334810257127,2.87299373390535,3.159851301115256,3.3353911830071796
2019-12,5,2.359989559807173,2.4294739183100793,2.862419205909517,3.0275399679634636
2019-12,6,2.297529752546225,2.351312432731784,3.317972350230406,3.4388275526659116
2019-12,7,2.2162775673855926,2.238097462270329,3.3976124885215717,3.438827552665912
2019-12,8,2.1390472138375243,2.1525097295240347,3.302752293577968,3.3354920606053065
2019-12,9,2.5153240167441244,2.579936834425225,3.2287822878228734,3.3354920606053065
2019-12,10,2.3665012105111933,2.3915303825104752,2.9384756657483617,3.027027905200515
2019-12,11,2.164103326001677,2.164103326001677,2.655677655677633,2.718871291326536
2019-12,12,2.2684904236133487,2.2684904236133487,2.285191956124307,2.3088159169100626
2020-01,1,3.0808123219916888,3.240028171866306,3.7278657968313067,3.9572679165523907
2020-01,2,2.875725991351871,3.020633430879801,3.4418604651162905,3.646018611413013
2020-01,3,2.952994293434273,3.090824871848196,3.159851301115256,3.3353911830071796
2020-01,4,2.5377523694725532,2.624614942105852,2.862419205909517,3.0275399679634636
2020-01,5,2.4535746793708157,2.5246801391518856,3.317972350230406,3.4388275526659116
2020-01,6,2.343903284441776,2.382967331984797,3.3976124885215717,3.438827552665912
2020-01,7,2.24866575041672,2.279342197328475,3.302752293577968,3.3354920606053065
2020-01,8,2.6073230388968462,2.68926225701953,3.2287822878228734,3.3354920606053065
2020-01,9,2.440090189920429,2.482370979393761,2.9384756657483617,3.027027905200515
2020-01,10,2.2193291197647738,2.2365214018105113,2.655677655677633,2.718871291326536
2020-01,11,2.1545146337419685,2.1545146337419685,2.285191956124307,2.3088159169100626
2020-01,12,2.063907956949114,2.063907956949114,2.162162162162171,2.1072221909654116
2020-02,1,3.5892620898567604,3.7734911894093544,3.4418604651162905,3.646018611413013
2020-02,2,3.747484912264243,3.92475157876001,3.159851301115256,3.3353911830071796
2020-02,3,3.4046133130272924,3.5304370800238396,2.862419205909517,3.0275399679634636
2020-02,4,3.400623985013538,3.510606252006728,3.317972350230406,3.4388275526659116
2020-02,5,3.366608600638734,3.4442580408844603,3.3976124885215717,3.438827552665912
2020-02,6,3.3418736748850653,3.41106087871881,3.302752293577968,3.3354920606053065
2020-02,7,3.7855270426419994,3.906772948191078,3.2287822878228734,3.3354920606053065
2020-02,8,3.697918177854678,3.77903676278825,2.9384756657483617,3.027027905200515
2020-02,9,3.5556225378145228,3.6112962795313557,2.655677655677633,2.718871291326536
2020-02,10,3.5728624553240627,3.611119098212983,2.285191956124307,2.3088159169100626
2020-02,11,3.0786625450089757,3.0786625450089757,2.162162162162171,2.1072221909654116
