origin,h,yy_frozen,yy_bbg,actual_frozen,actual_bbg
2020-02,12,3.1148659510397447,3.1148659510397447,2.0664869721473558,2.0054203742246686
2020-03,1,3.1268446003045973,3.333679755447114,3.159851301115256,3.3353911830071796
2020-03,2,2.8090375001071246,2.9646561198174224,2.862419205909517,3.0275399679634636
2020-03,3,2.8338172252232168,2.9737188487284354,3.317972350230406,3.4388275526659116
2020-03,4,2.8305675021289893,2.9383260168602514,3.3976124885215717,3.438827552665912
2020-03,5,2.8399633341426744,2.9393265573091973,3.302752293577968,3.3354920606053065
2020-03,6,3.3065110545735457,3.457863102632841,3.2287822878228734,3.3354920606053065
2020-03,7,3.2578185598902665,3.369232348102965,2.9384756657483617,3.027027905200515
2020-03,8,3.154605585201465,3.240665098138977,2.655677655677633,2.718871291326536
2020-03,9,3.2102967434044087,3.279032204550082,2.285191956124307,2.3088159169100626
2020-03,10,2.7558807746781917,2.7863474778728423,2.162162162162171,2.1072221909654116
2020-03,11,2.854192126632881,2.854192126632881,2.0664869721473558,2.0054203742246686
2020-03,12,3.2477298154510885,3.2477298154510885,2.33812949640288,2.3117429579310502
2020-04,1,2.4313005078023444,2.5759226678212586,2.862419205909517,3.0275399679634636
2020-04,2,2.3452787965141777,2.4741014376879793,3.317972350230406,3.4388275526659116
2020-04,3,2.2314204454500235,2.3281515891741247,3.3976124885215717,3.438827552665912
2020-04,4,2.1339276620428693,2.222219973377522,3.302752293577968,3.3354920606053065
2020-04,5,2.489094890574254,2.6288192929730356,3.2287822878228734,3.3354920606053065
2020-04,6,2.324704440389354,2.4247020877287757,2.9384756657483617,3.027027905200515
2020-04,7,2.119882441014673,2.1946927605047026,2.655677655677633,2.718871291326536
2020-04,8,2.072888353572557,2.1304869067770005,2.285191956124307,2.3088159169100626
2020-04,9,1.5231822461628357,1.5429637460704508,2.162162162162171,2.1072221909654116
2020-04,10,1.5199326344342154,1.509616310344556,2.0664869721473558,2.0054203742246686
2020-04,11,1.644505414174362,1.644505414174362,2.33812949640288,2.3117429579310502
2020-04,12,2.172189820040646,2.172189820040646,3.0630630630630713,3.0293603935077202
2020-05,1,2.5627044388104827,2.6710773645745993,3.317972350230406,3.4388275526659116
2020-05,2,2.410447197746824,2.486661568716564,3.3976124885215717,3.438827552665912
2020-05,3,2.255952368867897,2.323696893343543,3.302752293577968,3.3354920606053065
2020-05,4,2.511073706993233,2.6301129512693895,3.2287822878228734,3.3354920606053065
2020-05,5,2.316115239096852,2.3954367381495216,2.9384756657483617,3.027027905200515
2020-05,6,2.046638552010738,2.1007869334119014,2.655677655677633,2.718871291326536
2020-05,7,1.9641705853479179,2.0011196259151176,2.285191956124307,2.3088159169100626
2020-05,8,1.3047246778008086,1.3040161525564038,2.162162162162171,2.1072221909654116
2020-05,9,1.2657159048919913,1.2349918866864362,2.0664869721473558,2.0054203742246686
2020-05,10,1.3435937588830396,1.323142439061426,2.33812949640288,2.3117429579310502
2020-05,11,1.7183948348481106,1.7183948348481106,3.0630630630630713,3.0293603935077202
2020-05,12,1.7728717624058472,1.7728717624058472,2.872531418312392,2.8241226237995374
2020-06,1,3.0202704235218913,3.1376591423692224,3.3976124885215717,3.438827552665912
2020-06,2,2.9699679581645126,3.078882826124045,3.302752293577968,3.3354920606053065
2020-06,3,3.3907087005754857,3.5516533724288792,3.2287822878228734,3.3354920606053065
2020-06,4,3.2807784319004614,3.401672546241566,2.9384756657483617,3.027027905200515
2020-06,5,3.129123842225381,3.224601456825496,2.655677655677633,2.718871291326536
2020-06,6,3.140713952433439,3.218841907003748,2.285191956124307,2.3088159169100626
2020-06,7,2.6691814216188057,2.709014631528642,2.162162162162171,2.1072221909654116
2020-06,8,2.7390600318115723,2.7484558512317006,2.0664869721473558,2.0054203742246686
2020-06,9,2.9394207159149484,2.9592974494460784,2.33812949640288,2.3117429579310502
2020-06,10,3.420751018193561,3.461599429726782,3.0630630630630713,3.0293603935077202
2020-06,11,3.4031833769702544,3.4031833769702544,2.872531418312392,2.8241226237995374
2020-06,12,3.2546128556405,3.2546128556405,2.765388046387192,2.7219117663206114
2020-07,1,3.4212532444851047,3.501461077742951,3.302752293577968,3.3354920606053065
2020-07,2,3.8397200816848636,3.97204664777501,3.2287822878228734,3.3354920606053065
2020-07,3,3.7441637474687366,3.836321476665198,2.9384756657483617,3.027027905200515
2020-07,4,3.603471387016214,3.6701562139527995,2.655677655677633,2.718871291326536
2020-07,5,3.633468397137725,3.682734119461003,2.285191956124307,2.3088159169100626
2020-07,6,3.1519560807083646,3.1628876888751796,2.162162162162171,2.1072221909654116
2020-07,7,3.245060579634703,3.2253961420198998,2.0664869721473558,2.0054203742246686
2020-07,8,3.467110764222652,3.457917293686272,2.33812949640288,2.3117429579310502
2020-07,9,3.9755976070421557,3.987343788737944,3.0630630630630713,3.0293603935077202
2020-07,10,3.978207789808991,3.9488972513062612,2.872531418312392,2.8241226237995374
2020-07,11,3.607956521555322,3.607956521555322,2.765388046387192,2.7219117663206114
2020-07,12,3.496009280753069,3.496009280753069,3.3747779751332514,3.3357877330516104
2020-08,1,3.8468408536572225,3.931527066755882,3.2287822878228734,3.3354920606053065
2020-08,2,3.7896771678083687,3.8342704892888926,2.9384756657483617,3.027027905200515
2020-08,3,3.7111578629213984,3.7303548068197174,2.655677655677633,2.718871291326536
2020-08,4,3.790633278144721,3.7923880779157564,2.285191956124307,2.3088159169100626
2020-08,5,3.4224868364268928,3.3860477726377387,2.162162162162171,2.1072221909654116
2020-08,6,3.5578060372234694,3.490634741358687,2.0664869721473558,2.0054203742246686
2020-08,7,3.842259024490925,3.785449765254276,2.33812949640288,2.3117429579310502
2020-08,8,4.399683186599908,4.363629744377881,3.0630630630630713,3.0293603935077202
2020-08,9,4.4654184411292706,4.3881118048664645,2.872531418312392,2.8241226237995374
2020-08,10,4.148168150172234,4.1004412809311175,2.765388046387192,2.7219117663206114
2020-08,11,4.08142635949527,4.08142635949527,3.3747779751332514,3.3357877330516104
2020-08,12,4.209043144683373,4.209043144683373,4.085257548845505,4.059138247182973
2020-09,1,3.291135009463706,3.335514131889514,2.9384756657483617,3.027027905200515
2020-09,2,3.102529561517338,3.1216138482667284,2.655677655677633,2.718871291326536
2020-09,3,3.0768968091267266,3.078639541675963,2.285191956124307,2.3088159169100626
2020-09,4,2.6129322728268773,2.576778441111388,2.162162162162171,2.1072221909654116
2020-09,5,2.651563209189247,2.5849797348268364,2.0664869721473558,2.0054203742246686
2020-09,6,2.8324207606256766,2.7761639562783746,2.33812949640288,2.3117429579310502
2020-09,7,3.29688643104623,3.2612138292434,3.0630630630630713,3.0293603935077202
2020-09,8,3.2756701982113947,3.1992440010071026,2.872531418312392,2.8241226237995374
2020-09,9,2.876806775066348,2.829662519030874,2.765388046387192,2.7219117663206114
2020-09,10,2.726163238959855,2.726163238959855,3.3747779751332514,3.3357877330516104
2020-09,11,2.7919986391963723,2.7919986391963723,4.085257548845505,4.059138247182973
2020-09,12,3.0865632470657283,3.0865632470657283,4.915102770330665,4.896636341727704
2020-10,1,2.6717024284740063,2.713098865868674,2.655677655677633,2.718871291326536
2020-10,2,2.558000441097997,2.582097738583415,2.285191956124307,2.3088159169100626
2020-10,3,1.9854805456323055,1.9717780709779347,2.162162162162171,2.1072221909654116
2020-10,4,1.9415720436187798,1.8976632232234145,2.0664869721473558,2.0054203742246686
2020-10,5,2.0422984751855022,2.0087122626040843,2.33812949640288,2.3117429579310502
2020-10,6,2.420891088541435,2.4078463538612973,3.0630630630630713,3.0293603935077202
2020-10,7,2.3185169498126093,2.265093296057763,2.872531418312392,2.8241226237995374
2020-10,8,1.8475261893488197,1.8230514733680832,2.765388046387192,2.7219117663206114
2020-10,9,1.630355671773403,1.6525163570137054,3.3747779751332514,3.3357877330516104
2020-10,10,1.6214645198967765,1.6436232664051234,4.085257548845505,4.059138247182973
2020-10,11,1.9936574272148926,1.9936574272148926,4.915102770330665,4.896636341727704
2020-10,12,2.106670500607424,2.106670500607424,5.798394290811807,5.734134436272436
2020-11,1,2.691767959034066,2.737704343810999,2.285191956124307,2.3088159169100626
2020-11,2,2.1125187765843547,2.120475874133777,2.162162162162171,2.1072221909654116
2020-11,3,2.0879508490766434,2.0656439813990812,2.0664869721473558,2.0054203742246686
2020-11,4,2.2071241416905805,2.1951761753531844,2.33812949640288,2.3117429579310502
2020-11,5,2.610171725782279,2.6188853193219055,3.0630630630630713,3.0293603935077202
2020-11,6,2.5209862745139056,2.4892118158444814,2.872531418312392,2.8241226237995374
2020-11,7,2.074403109122623,2.071540126264212,2.765388046387192,2.7219117663206114
2020-11,8,1.8874742551746764,1.931327496636258,3.3747779751332514,3.3357877330516104
2020-11,9,1.903331811014285,1.9471918777037012,4.085257548845505,4.059138247182973
2020-11,10,2.289097906915975,2.3108149500041666,4.915102770330665,4.896636341727704
2020-11,11,2.4510219851635795,2.4510219851635795,5.798394290811807,5.734134436272436
2020-11,12,2.405657615215195,2.405657615215195,5.976806422836781,5.945602705144981
2020-12,1,2.0784981204714525,2.086452566968069,2.162162162162171,2.1072221909654116
2020-12,2,2.0559047102578702,2.0336048448658106,2.0664869721473558,2.0054203742246686
2020-12,3,2.17691582149485,2.1649713864963487,2.33812949640288,2.3117429579310502
2020-12,4,2.5803788872797275,2.58908995082958,3.0630630630630713,3.0293603935077202
2020-12,5,2.4933315878741977,2.4615657002567084,2.872531418312392,2.8241226237995374
2020-12,6,2.0413360780226766,2.038474022628354,2.765388046387192,2.7219117663206114
2020-12,7,1.8561358415691398,1.8999755947091301,3.3747779751332514,3.3357877330516104
2020-12,8,1.8735731042691064,1.9174203625562918,4.085257548845505,4.059138247182973
2020-12,9,2.260705448075419,2.2824164631482637,4.915102770330665,4.896636341727704
2020-12,10,2.4241709791862203,2.4241709791862203,5.798394290811807,5.734134436272436
2020-12,11,2.498286888332227,2.498286888332227,5.976806422836781,5.945602705144981
2020-12,12,2.476179695517779,2.476179695517779,6.613047363717604,6.582550216398357
2021-01,1,1.6484676385064778,1.6042786468714834,2.0664869721473558,2.0054203742246686
2021-01,2,1.7503899734903163,1.7164929721037134,2.33812949640288,2.3117429579310502
2021-01,3,2.136448694910341,2.1230316941913276,3.0630630630630713,3.0293603935077202
2021-01,4,2.0284528512115414,1.974772748147122,2.872531418312392,2.8241226237995374
2021-01,5,1.5601344312797696,1.535322634755068,2.765388046387192,2.7219117663206114
2021-01,6,1.3483622757743245,1.3700559899921325,3.3747779751332514,3.3357877330516104
2021-01,7,1.335911294661977,1.3576023437353277,4.085257548845505,4.059138247182973
2021-01,8,1.6923026810668955,1.6918959118561716,4.915102770330665,4.896636341727704
2021-01,9,1.826118853969072,1.8040974770587255,5.798394290811807,5.734134436272436
2021-01,10,1.8715214186707907,1.849490222796496,5.976806422836781,5.945602705144981
2021-01,11,2.125861655347801,2.125861655347801,6.613047363717604,6.582550216398357
2021-01,12,2.2042899666610154,2.2042899666610154,9.876543209876534,9.844207725488536
2021-02,1,2.5354991237423627,2.460394269331311,2.33812949640288,2.3117429579310502
2021-02,2,2.9804168407071217,2.925756697630115,3.0630630630630713,3.0293603935077202
2021-02,3,2.9178298523393975,2.822590774958475,2.872531418312392,2.8241226237995374
2021-02,4,2.5010792360395726,2.435101365725671,2.765388046387192,2.7219117663206114
2021-02,5,2.336970046565075,2.317985981210899,3.3747779751332514,3.3357877330516104
2021-02,6,2.379451718967008,2.360459773031212,4.085257548845505,4.059138247182973
2021-02,7,2.799025505573522,2.7575492545489326,4.915102770330665,4.896636341727704
2021-02,8,2.993334801479585,2.929927054814389,5.798394290811807,5.734134436272436
2021-02,9,3.097576576140203,3.034104653127554,5.976806422836781,5.945602705144981
2021-02,10,3.413129805969521,3.371819269988828,6.613047363717604,6.582550216398357
2021-02,11,3.033078017404384,3.033078017404384,9.876543209876534,9.844207725488536
2021-02,12,2.912520021233984,2.912520021233984,11.091549295774657,11.050082261397092
2021-03,1,2.8141358992972574,2.783806588337874,3.0630630630630713,3.0293603935077202
2021-03,2,2.715717964016633,2.6448757238395015,2.872531418312392,2.8241226237995374
2021-03,3,2.2682296226623158,2.2265127628948997,2.765388046387192,2.7219117663206114
2021-03,4,2.0714994557316455,2.076640417711894,3.3747779751332514,3.3357877330516104
2021-03,5,2.0844506808480676,2.0895922951333796,4.085257548845505,4.059138247182973
2021-03,6,2.4694338087437098,2.4522549113228127,4.915102770330665,4.896636341727704
2021-03,7,2.6342554898644037,2.5952669142906166,5.798394290811807,5.734134436272436
2021-03,8,2.709972234054519,2.670954895296463,5.976806422836781,5.945602705144981
2021-03,9,2.996221618383143,2.9793663229815754,6.613047363717604,6.582550216398357
2021-03,10,2.5905992610450688,2.6148019728425753,9.876543209876534,9.844207725488536
2021-03,11,2.687298340623095,2.687298340623095,11.091549295774657,11.050082261397092
2021-03,12,2.582852173024717,2.582852173024717,12.741652021089633,12.712508642555731
2021-04,1,2.688779229586191,2.6424828833589316,2.872531418312392,2.8241226237995374
2021-04,2,2.2326928939374975,2.2154157932891096,2.765388046387192,2.7219117663206114
2021-04,3,2.0198651641303162,2.049389115078083,3.3747779751332514,3.3357877330516104
2021-04,4,2.0136563272894583,2.043178481436239,4.085257548845505,4.059138247182973
2021-04,5,2.3746097892762315,2.3819118377998865,4.915102770330665,4.896636341727704
2021-04,6,2.5093846091931047,2.494935526203957,5.798394290811807,5.734134436272436
2021-04,7,2.554116311590646,2.5396609234999445,5.976806422836781,5.945602705144981
2021-04,8,2.8088072147782146,2.816551499400464,6.613047363717604,6.582550216398357
2021-04,9,2.372960556555449,2.4215864533985063,9.876543209876534,9.844207725488536
2021-04,10,2.4385137916860833,2.4629982167751274,11.091549295774657,11.050082261397092
2021-04,11,2.2614725410595957,2.2614725410595957,12.741652021089633,12.712508642555731
2021-04,12,2.208725723513573,2.208725723513573,14.160839160839142,14.170481391165907
2021-05,1,2.812950316943343,2.767719709748185,2.765388046387192,2.7219117663206114
2021-05,2,2.582001140463857,2.583882155574988,3.3747779751332514,3.3357877330516104
2021-05,3,2.5555824646215792,2.557462995301446,4.085257548845505,4.059138247182973
2021-05,4,2.904218258643813,2.8836712091634342,4.915102770330665,4.896636341727704
2021-05,5,3.0230187764477336,2.980584153043014,5.798394290811807,5.734134436272436
2021-05,6,3.054222594132847,3.01177511804464,5.976806422836781,5.945602705144981
2021-05,7,3.2992812888441025,3.279068472771909,6.613047363717604,6.582550216398357
2021-05,8,2.8506703164798872,2.871639507547827,9.876543209876534,9.844207725488536
2021-05,9,2.9056270960264277,2.902331237480262,11.091549295774657,11.050082261397092
2021-05,10,2.717003672003635,2.6891695189106892,12.741652021089633,12.712508642555731
2021-05,11,2.4100061892599958,2.4100061892599958,14.160839160839142,14.170481391165907
2021-05,12,2.0846375237499237,2.0846375237499237,15.968586387434563,15.9935629303462
2021-06,1,2.4891249261792554,2.51676113983603,3.3747779751332514,3.3357877330516104
2021-06,2,2.555540546363401,2.583194669005845,4.085257548845505,4.059138247182973
2021-06,3,3.0005131805580825,3.0058266809493284,4.915102770330665,4.896636341727704
2021-06,4,3.196894888460559,3.180312262422032,5.798394290811807,5.734134436272436
2021-06,5,3.305808036363477,3.2892079091588124,5.976806422836781,5.945602705144981
2021-06,6,3.619637007147348,3.625396947944874,6.613047363717604,6.582550216398357
2021-06,7,3.2268703914520502,3.2738634025003535,9.876543209876534,9.844207725488536
2021-06,8,3.3396346769440624,3.3622942562145353,11.091549295774657,11.050082261397092
2021-06,9,3.206405501457306,3.204368390730917,12.741652021089633,12.712508642555731
2021-06,10,2.95385590138055,2.9797291217117956,14.160839160839142,14.170481391165907
2021-06,11,3.0486492341356213,3.0486492341356213,15.968586387434563,15.9935629303462
2021-06,12,2.9246123886845754,2.9246123886845754,17.187499999999993,17.263144216150984
2021-07,1,3.225992114907719,3.229626909244793,4.085257548845505,4.059138247182973
2021-07,2,3.814381508894713,3.7954042435554003,4.915102770330665,4.896636341727704
2021-07,3,4.151372198875436,4.110229643286508,5.798394290811807,5.734134436272436
2021-07,4,4.387401292293589,4.346165498949922,5.976806422836781,5.945602705144981
2021-07,5,4.829244443830955,4.810500903585948,6.613047363717604,6.582550216398357
2021-07,6,4.556824002130399,4.5799057998822175,9.876543209876534,9.844207725488536
2021-07,7,4.781698386520696,4.780110575744403,11.091549295774657,11.050082261397092
2021-07,8,4.756148969263143,4.729529531561882,12.741652021089633,12.712508642555731
2021-07,9,4.608008369642421,4.609773629783651,14.160839160839142,14.170481391165907
2021-07,10,4.811801748395664,4.787236482360865,15.968586387434563,15.9935629303462
2021-07,11,4.60930010508059,4.60930010508059,17.187499999999993,17.263144216150984
2021-07,12,4.336960369596164,4.336960369596164,17.525773195876276,17.611450585109846
2021-08,1,4.292577210265656,4.230513144158085,4.915102770330665,4.896636341727704
2021-08,2,4.7385542573420185,4.6540056545176345,5.798394290811807,5.734134436272436
2021-08,3,5.075548897885406,4.990728261269654,5.976806422836781,5.945602705144981
2021-08,4,5.626376068342918,5.563940520008432,6.613047363717604,6.582550216398357
2021-08,5,5.450610161738453,5.430394882969768,9.876543209876534,9.844207725488536
2021-08,6,5.791461922185697,5.746234125899696,11.091549295774657,11.050082261397092
2021-08,7,5.87212522403404,5.801574692863775,12.741652021089633,12.712508642555731
2021-08,8,5.8290998718954015,5.787244135589558,14.160839160839142,14.170481391165907
2021-08,9,6.139646311832796,6.071011164256382,15.968586387434563,15.9935629303462
2021-08,10,6.038823022353706,5.99509567265376,17.187499999999993,17.263144216150984
2021-08,11,5.532613242571586,5.532613242571586,17.525773195876276,17.611450585109846
2021-08,12,5.54084955245739,5.54084955245739,17.235494880546053,17.261068905114488
2021-09,1,5.113345409724195,5.041757246366979,5.798394290811807,5.734134436272436
2021-09,2,5.510293484904743,5.438434977343947,5.976806422836781,5.945602705144981
