scope,sample,model,n,mae,rmse,bias,max_abs
paired_STABLE_LOCAL_CORE_R14B,full,STABLE_LOCAL_CORE_R14B,12,0.048362345622975554,0.05117244777366161,-0.03948528614217354,0.09936830410340125
paired_STABLE_LOCAL_CORE_R14B,full,STABLE_PIPELINE_R14B,12,0.15145351540857002,0.19099513086251071,-0.15145351540857002,0.33387733357951355
paired_STABLE_LOCAL_CORE_R14B,origins_2019_2021,STABLE_LOCAL_CORE_R14B,12,0.048362345622975554,0.05117244777366161,-0.03948528614217354,0.09936830410340125
paired_STABLE_LOCAL_CORE_R14B,origins_2019_2021,STABLE_PIPELINE_R14B,12,0.15145351540857002,0.19099513086251071,-0.15145351540857002,0.33387733357951355
paired_STATE_SLOW_R15,full,STABLE_PIPELINE_R14B,12,0.15145351540857002,0.19099513086251071,-0.15145351540857002,0.33387733357951355
paired_STATE_SLOW_R15,full,STATE_SLOW_R15,12,0.04475974830969661,0.04715011255533597,-0.03551107898997149,0.08582656743614736
paired_STATE_SLOW_R15,origins_2019_2021,STABLE_PIPELINE_R14B,12,0.15145351540857002,0.19099513086251071,-0.15145351540857002,0.33387733357951355
paired_STATE_SLOW_R15,origins_2019_2021,STATE_SLOW_R15,12,0.04475974830969661,0.04715011255533597,-0.03551107898997149,0.08582656743614736
paired_STATE_MID_R15,full,STABLE_PIPELINE_R14B,12,0.15145351540857002,0.19099513086251071,-0.15145351540857002,0.33387733357951355
paired_STATE_MID_R15,full,STATE_MID_R15,12,0.09553291178982663,0.10001785244376216,-0.09553291178982663,0.1453367824379348
paired_STATE_MID_R15,origins_2019_2021,STABLE_PIPELINE_R14B,12,0.15145351540857002,0.19099513086251071,-0.15145351540857002,0.33387733357951355
paired_STATE_MID_R15,origins_2019_2021,STATE_MID_R15,12,0.09553291178982663,0.10001785244376216,-0.09553291178982663,0.1453367824379348
paired_STATE_FAST_R15,full,STABLE_PIPELINE_R14B,12,0.15145351540857002,0.19099513086251071,-0.15145351540857002,0.33387733357951355
paired_STATE_FAST_R15,full,STATE_FAST_R15,12,0.18900469933577457,0.19951199725939134,-0.18900469933577457,0.30070862280250976
paired_STATE_FAST_R15,origins_2019_2021,STABLE_PIPELINE_R14B,12,0.15145351540857002,0.19099513086251071,-0.15145351540857002,0.33387733357951355
paired_STATE_FAST_R15,origins_2019_2021,STATE_FAST_R15,12,0.18900469933577457,0.19951199725939134,-0.18900469933577457,0.30070862280250976
paired_STATE_ADAPT_R15,full,STABLE_PIPELINE_R14B,12,0.15145351540857002,0.19099513086251071,-0.15145351540857002,0.33387733357951355
paired_STATE_ADAPT_R15,full,STATE_ADAPT_R15,12,0.09553291178982663,0.10001785244376216,-0.09553291178982663,0.1453367824379348
paired_STATE_ADAPT_R15,origins_2019_2021,STABLE_PIPELINE_R14B,12,0.15145351540857002,0.19099513086251071,-0.15145351540857002,0.33387733357951355
paired_STATE_ADAPT_R15,origins_2019_2021,STATE_ADAPT_R15,12,0.09553291178982663,0.10001785244376216,-0.09553291178982663,0.1453367824379348
paired_ENET_DOMESTIC_R15,full,ENET_DOMESTIC_R15,12,0.04292337921726208,0.050045316818201166,-0.03147932998763303,0.10331849124077319
paired_ENET_DOMESTIC_R15,full,STABLE_PIPELINE_R14B,12,0.15145351540857002,0.19099513086251071,-0.15145351540857002,0.33387733357951355
paired_ENET_DOMESTIC_R15,origins_2019_2021,ENET_DOMESTIC_R15,12,0.04292337921726208,0.050045316818201166,-0.03147932998763303,0.10331849124077319
paired_ENET_DOMESTIC_R15,origins_2019_2021,STABLE_PIPELINE_R14B,12,0.15145351540857002,0.19099513086251071,-0.15145351540857002,0.33387733357951355
paired_ENET_IMPORTED_R15,full,ENET_IMPORTED_R15,12,0.028726137003731094,0.03392876321833856,-0.013898854713599676,0.06442099665735723
paired_ENET_IMPORTED_R15,full,STABLE_PIPELINE_R14B,12,0.15145351540857002,0.19099513086251071,-0.15145351540857002,0.33387733357951355
paired_ENET_IMPORTED_R15,origins_2019_2021,ENET_IMPORTED_R15,12,0.028726137003731094,0.03392876321833856,-0.013898854713599676,0.06442099665735723
paired_ENET_IMPORTED_R15,origins_2019_2021,STABLE_PIPELINE_R14B,12,0.15145351540857002,0.19099513086251071,-0.15145351540857002,0.33387733357951355
paired_ENET_BOTH_R15,full,ENET_BOTH_R15,12,0.13985905629122608,0.16240216455081263,0.1308539948684635,0.26611880449267966
paired_ENET_BOTH_R15,full,STABLE_PIPELINE_R14B,12,0.15145351540857002,0.19099513086251071,-0.15145351540857002,0.33387733357951355
paired_ENET_BOTH_R15,origins_2019_2021,ENET_BOTH_R15,12,0.13985905629122608,0.16240216455081263,0.1308539948684635,0.26611880449267966
paired_ENET_BOTH_R15,origins_2019_2021,STABLE_PIPELINE_R14B,12,0.15145351540857002,0.19099513086251071,-0.15145351540857002,0.33387733357951355
paired_ENET_WIDE_R15,full,ENET_WIDE_R15,12,0.053832346212888536,0.06390786321315896,0.05364688465981534,0.13879981478314773
paired_ENET_WIDE_R15,full,STABLE_PIPELINE_R14B,12,0.15145351540857002,0.19099513086251071,-0.15145351540857002,0.33387733357951355
paired_ENET_WIDE_R15,origins_2019_2021,ENET_WIDE_R15,12,0.053832346212888536,0.06390786321315896,0.05364688465981534,0.13879981478314773
paired_ENET_WIDE_R15,origins_2019_2021,STABLE_PIPELINE_R14B,12,0.15145351540857002,0.19099513086251071,-0.15145351540857002,0.33387733357951355
paired_RF_RESIDUAL_R15,full,RF_RESIDUAL_R15,12,0.08864975462159874,0.09394558957659979,-0.08864975462159874,0.14535585365738957
paired_RF_RESIDUAL_R15,full,STABLE_PIPELINE_R14B,12,0.15145351540857002,0.19099513086251071,-0.15145351540857002,0.33387733357951355
paired_RF_RESIDUAL_R15,origins_2019_2021,RF_RESIDUAL_R15,12,0.08864975462159874,0.09394558957659979,-0.08864975462159874,0.14535585365738957
paired_RF_RESIDUAL_R15,origins_2019_2021,STABLE_PIPELINE_R14B,12,0.15145351540857002,0.19099513086251071,-0.15145351540857002,0.33387733357951355
paired_BLEND_LINEAR_RF_R15,full,BLEND_LINEAR_RF_R15,12,0.04832947027525988,0.05750111433508138,0.021306476959176757,0.1135695587793526
paired_BLEND_LINEAR_RF_R15,full,STABLE_PIPELINE_R14B,12,0.15145351540857002,0.19099513086251071,-0.15145351540857002,0.33387733357951355
paired_BLEND_LINEAR_RF_R15,origins_2019_2021,BLEND_LINEAR_RF_R15,12,0.04832947027525988,0.05750111433508138,0.021306476959176757,0.1135695587793526
paired_BLEND_LINEAR_RF_R15,origins_2019_2021,STABLE_PIPELINE_R14B,12,0.15145351540857002,0.19099513086251071,-0.15145351540857002,0.33387733357951355
paired_BLEND_WIDE_STATE_R15,full,BLEND_WIDE_STATE_R15,12,0.032436628959049196,0.035835443609082876,-0.020845126143136383,0.054814405981531866
paired_BLEND_WIDE_STATE_R15,full,STABLE_PIPELINE_R14B,12,0.15145351540857002,0.19099513086251071,-0.15145351540857002,0.33387733357951355
paired_BLEND_WIDE_STATE_R15,origins_2019_2021,BLEND_WIDE_STATE_R15,12,0.032436628959049196,0.035835443609082876,-0.020845126143136383,0.054814405981531866
paired_BLEND_WIDE_STATE_R15,origins_2019_2021,STABLE_PIPELINE_R14B,12,0.15145351540857002,0.19099513086251071,-0.15145351540857002,0.33387733357951355
