origin,h,target,as_of_utc,model,mm_forecast,mm_actual,yy_actual,yy_exante,cumulative_log_forecast,cumulative_log_actual,core_mm_forecast,core_mm_actual,core_cumulative_log_forecast,core_cumulative_log_actual,latest_known_yy,predicted_change,actual_change,predicted_direction,actual_direction,scope
2019-02,3,2019-05,2019-03-10T22:59:00+00:00,STABLE_PIPELINE_R14B,0.20214141746564837,0.6505576208178487,2.9467680608364977,2.6528224905295805,0.5110265136663967,0.9276504370292084,0.16634422662972032,0.1,0.7195719059750221,0.39910212690374536,2.4880382775119636,0.16478421301761692,0.45872978332453407,0,1,paired_STABLE_LOCAL_CORE_R14B
2019-02,6,2019-08,2019-03-10T22:59:00+00:00,STABLE_PIPELINE_R14B,-0.026260607687213527,0.0918273645546419,2.9272898961284195,2.3989961292764517,0.9266487231256494,1.571923259249096,0.12256957145811512,0.2,1.5995025898980402,1.8934863764677075,2.4880382775119636,-0.08904214823551193,0.4392516186164559,0,1,paired_STABLE_LOCAL_CORE_R14B
2019-02,9,2019-11,2019-03-10T22:59:00+00:00,STABLE_PIPELINE_R14B,0.1359041267986845,0.2754820936639035,3.116147308781873,2.7934839164085146,1.3111543083868713,1.7552413674152,0.20785762081970469,0.0,2.0102530804110934,1.5876190790075473,2.4880382775119636,0.30544563889655096,0.6281090312699096,1,1,paired_STABLE_LOCAL_CORE_R14B
2019-02,12,2020-02,2019-03-10T22:59:00+00:00,STABLE_PIPELINE_R14B,0.39590401663689234,0.2702702702702675,3.7278657968313063,2.8186565461526536,2.7796634478751203,3.660060864484629,0.5036205742851665,0.7,3.2847085923021693,3.1819474508761125,2.4880382775119636,0.33061826864069,1.2398275193193427,1,1,paired_STABLE_LOCAL_CORE_R14B
2019-03,3,2019-06,2019-04-09T21:59:00+00:00,STABLE_PIPELINE_R14B,0.11380071062680507,0.1846722068328699,2.7462121212121224,2.3283065624633723,0.605176371438167,0.925932541279676,0.18983809674547014,0.3,0.730756174779364,0.7987030582419465,2.679425837320575,-0.3511192748572025,0.06678628389154762,-1,0,paired_STABLE_LOCAL_CORE_R14B
2019-03,6,2019-09,2019-04-09T21:59:00+00:00,STABLE_PIPELINE_R14B,-0.15996321108452183,-0.5504587155963248,2.6515151515151705,2.4784841625674234,0.7518293476291529,0.8337241437828525,-0.4132593637717374,-0.9,0.9883717642424956,1.089461944611154,2.679425837320575,-0.2009416747531514,-0.027910685805404345,0,0,paired_STABLE_LOCAL_CORE_R14B
2019-03,9,2019-12,2019-04-09T21:59:00+00:00,STABLE_PIPELINE_R14B,0.10526065847758526,0.1831501831501825,3.207547169811327,2.521994111720921,1.1723502641040477,1.752004242016354,0.1820136100610109,0.1,1.5727271831212024,1.7876191456742536,2.679425837320575,-0.15743172559965402,0.5281213324907523,0,1,paired_STABLE_LOCAL_CORE_R14B
2019-03,12,2020-03,2019-04-09T21:59:00+00:00,STABLE_PIPELINE_R14B,0.03569733649610959,-0.0898472596585708,3.4418604651162905,2.4641007476767185,2.434231463517425,3.3839534248764616,0.11320731354723074,-0.3,2.560631221420802,2.9815465822045932,2.679425837320575,-0.21532508964385633,0.7624346277957157,0,1,paired_STABLE_LOCAL_CORE_R14B
2019-02,3,2019-05,2019-03-10T22:59:00+00:00,STABLE_LOCAL_CORE_R14B,0.23004435907982262,0.6505576208178487,2.9467680608364977,2.7289521708334927,0.5851613135201371,0.9276504370292084,0.21732262008069433,0.1,0.8550371643229946,0.39910212690374536,2.4880382775119636,0.24091389332152913,0.45872978332453407,0,1,paired_STABLE_LOCAL_CORE_R14B
2019-02,6,2019-08,2019-03-10T22:59:00+00:00,STABLE_LOCAL_CORE_R14B,0.03935992133860919,0.0918273645546419,2.9272898961284195,2.5872468375456044,1.110320328075261,1.571923259249096,0.24245761743532226,0.2,1.9347846206099542,1.8934863764677075,2.4880382775119636,0.09920856003364076,0.4392516186164559,0,1,paired_STABLE_LOCAL_CORE_R14B
