clock,report_date,cutoff_date,quarter,quarters_ahead,origin,as_of_utc,included,actual_complete,missing_models,n_models_available,reason
report,2024-05-09,2024-04-26,2025Q4,7,2019-03,2019-04-09 21:59:00+00:00,False,True,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_model_quarter
cutoff,2024-05-09,2024-04-26,2024Q2,1,2019-03,2019-04-09 21:59:00+00:00,False,True,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_model_quarter
cutoff,2024-05-09,2024-04-26,2024Q3,2,2019-03,2019-04-09 21:59:00+00:00,False,True,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_model_quarter
cutoff,2024-05-09,2024-04-26,2024Q4,3,2019-03,2019-04-09 21:59:00+00:00,False,True,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_model_quarter
cutoff,2024-05-09,2024-04-26,2025Q1,4,2019-03,2019-04-09 21:59:00+00:00,False,True,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_model_quarter
cutoff,2024-05-09,2024-04-26,2025Q2,5,2019-03,2019-04-09 21:59:00+00:00,False,True,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_model_quarter
cutoff,2024-05-09,2024-04-26,2025Q3,6,2019-03,2019-04-09 21:59:00+00:00,False,True,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_model_quarter
cutoff,2024-05-09,2024-04-26,2025Q4,7,2019-03,2019-04-09 21:59:00+00:00,False,True,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_model_quarter
report,2024-08-08,2024-07-26,2024Q3,1,2019-03,2019-04-09 21:59:00+00:00,False,True,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_model_quarter
report,2024-08-08,2024-07-26,2024Q4,2,2019-03,2019-04-09 21:59:00+00:00,False,True,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_model_quarter
report,2024-08-08,2024-07-26,2025Q1,3,2019-03,2019-04-09 21:59:00+00:00,False,True,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_model_quarter
report,2024-08-08,2024-07-26,2025Q2,4,2019-03,2019-04-09 21:59:00+00:00,False,True,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_model_quarter
report,2024-08-08,2024-07-26,2025Q3,5,2019-03,2019-04-09 21:59:00+00:00,False,True,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_model_quarter
report,2024-08-08,2024-07-26,2025Q4,6,2019-03,2019-04-09 21:59:00+00:00,False,True,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_model_quarter
report,2024-08-08,2024-07-26,2026Q1,7,2019-03,2019-04-09 21:59:00+00:00,False,True,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_model_quarter
report,2024-08-08,2024-07-26,2026Q2,8,2019-03,2019-04-09 21:59:00+00:00,False,True,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_model_quarter
report,2024-08-08,2024-07-26,2026Q3,9,2019-03,2019-04-09 21:59:00+00:00,False,False,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_actual
report,2024-08-08,2024-07-26,2026Q4,10,2019-03,2019-04-09 21:59:00+00:00,False,False,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_actual
cutoff,2024-08-08,2024-07-26,2024Q3,1,2019-03,2019-04-09 21:59:00+00:00,False,True,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_model_quarter
cutoff,2024-08-08,2024-07-26,2024Q4,2,2019-03,2019-04-09 21:59:00+00:00,False,True,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_model_quarter
cutoff,2024-08-08,2024-07-26,2025Q1,3,2019-03,2019-04-09 21:59:00+00:00,False,True,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_model_quarter
cutoff,2024-08-08,2024-07-26,2025Q2,4,2019-03,2019-04-09 21:59:00+00:00,False,True,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_model_quarter
cutoff,2024-08-08,2024-07-26,2025Q3,5,2019-03,2019-04-09 21:59:00+00:00,False,True,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_model_quarter
cutoff,2024-08-08,2024-07-26,2025Q4,6,2019-03,2019-04-09 21:59:00+00:00,False,True,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_model_quarter
cutoff,2024-08-08,2024-07-26,2026Q1,7,2019-03,2019-04-09 21:59:00+00:00,False,True,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_model_quarter
cutoff,2024-08-08,2024-07-26,2026Q2,8,2019-03,2019-04-09 21:59:00+00:00,False,True,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_model_quarter
cutoff,2024-08-08,2024-07-26,2026Q3,9,2019-03,2019-04-09 21:59:00+00:00,False,False,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_actual
cutoff,2024-08-08,2024-07-26,2026Q4,10,2019-03,2019-04-09 21:59:00+00:00,False,False,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_actual
report,2024-11-14,2024-10-31,2024Q4,1,2019-03,2019-04-09 21:59:00+00:00,False,True,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_model_quarter
report,2024-11-14,2024-10-31,2025Q1,2,2019-03,2019-04-09 21:59:00+00:00,False,True,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_model_quarter
report,2024-11-14,2024-10-31,2025Q2,3,2019-03,2019-04-09 21:59:00+00:00,False,True,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_model_quarter
report,2024-11-14,2024-10-31,2025Q3,4,2019-03,2019-04-09 21:59:00+00:00,False,True,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_model_quarter
report,2024-11-14,2024-10-31,2025Q4,5,2019-03,2019-04-09 21:59:00+00:00,False,True,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_model_quarter
report,2024-11-14,2024-10-31,2026Q1,6,2019-03,2019-04-09 21:59:00+00:00,False,True,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_model_quarter
report,2024-11-14,2024-10-31,2026Q2,7,2019-03,2019-04-09 21:59:00+00:00,False,True,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_model_quarter
report,2024-11-14,2024-10-31,2026Q3,8,2019-03,2019-04-09 21:59:00+00:00,False,False,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_actual
report,2024-11-14,2024-10-31,2026Q4,9,2019-03,2019-04-09 21:59:00+00:00,False,False,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_actual
cutoff,2024-11-14,2024-10-31,2024Q4,1,2019-03,2019-04-09 21:59:00+00:00,False,True,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_model_quarter
cutoff,2024-11-14,2024-10-31,2025Q1,2,2019-03,2019-04-09 21:59:00+00:00,False,True,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_model_quarter
cutoff,2024-11-14,2024-10-31,2025Q2,3,2019-03,2019-04-09 21:59:00+00:00,False,True,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_model_quarter
cutoff,2024-11-14,2024-10-31,2025Q3,4,2019-03,2019-04-09 21:59:00+00:00,False,True,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_model_quarter
cutoff,2024-11-14,2024-10-31,2025Q4,5,2019-03,2019-04-09 21:59:00+00:00,False,True,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_model_quarter
cutoff,2024-11-14,2024-10-31,2026Q1,6,2019-03,2019-04-09 21:59:00+00:00,False,True,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_model_quarter
cutoff,2024-11-14,2024-10-31,2026Q2,7,2019-03,2019-04-09 21:59:00+00:00,False,True,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_model_quarter
cutoff,2024-11-14,2024-10-31,2026Q3,8,2019-03,2019-04-09 21:59:00+00:00,False,False,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_actual
cutoff,2024-11-14,2024-10-31,2026Q4,9,2019-03,2019-04-09 21:59:00+00:00,False,False,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_actual
report,2025-02-13,2025-01-24,2025Q1,1,2019-03,2019-04-09 21:59:00+00:00,False,True,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_model_quarter
report,2025-02-13,2025-01-24,2025Q2,2,2019-03,2019-04-09 21:59:00+00:00,False,True,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_model_quarter
report,2025-02-13,2025-01-24,2025Q3,3,2019-03,2019-04-09 21:59:00+00:00,False,True,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_model_quarter
report,2025-02-13,2025-01-24,2025Q4,4,2019-03,2019-04-09 21:59:00+00:00,False,True,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_model_quarter
report,2025-02-13,2025-01-24,2026Q1,5,2019-03,2019-04-09 21:59:00+00:00,False,True,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_model_quarter
report,2025-02-13,2025-01-24,2026Q2,6,2019-03,2019-04-09 21:59:00+00:00,False,True,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_model_quarter
report,2025-02-13,2025-01-24,2026Q3,7,2019-03,2019-04-09 21:59:00+00:00,False,False,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_actual
