scope,sample,model,h,metric,n,block,draws,seed,eligible_blocks,n_origins_in_blocks,mean_loss_difference,ci_low,ci_high,bootstrap_probability_improvement,status
paired_BLEND_LINEAR_RF_R15,full,BLEND_LINEAR_RF_R15,12,headline_yy_squared_error,2,12,2000,1509,0,0,-0.07768882067782193,,,,insufficient_contiguous_support
paired_BLEND_LINEAR_RF_R15,origins_2019_2021,BLEND_LINEAR_RF_R15,12,headline_yy_squared_error,2,12,2000,1509,0,0,-0.07768882067782193,,,,insufficient_contiguous_support
paired_BLEND_LINEAR_RF_R15,origins_2022_2023,BLEND_LINEAR_RF_R15,12,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_BLEND_LINEAR_RF_R15,origins_2024plus,BLEND_LINEAR_RF_R15,12,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_BLEND_LINEAR_RF_R15,recent_targets,BLEND_LINEAR_RF_R15,12,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_BLEND_WIDE_STATE_R15,full,BLEND_WIDE_STATE_R15,3,headline_yy_squared_error,2,12,2000,1509,0,0,0.02284070698141464,,,,insufficient_contiguous_support
paired_BLEND_WIDE_STATE_R15,origins_2019_2021,BLEND_WIDE_STATE_R15,3,headline_yy_squared_error,2,12,2000,1509,0,0,0.02284070698141464,,,,insufficient_contiguous_support
paired_BLEND_WIDE_STATE_R15,origins_2022_2023,BLEND_WIDE_STATE_R15,3,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_BLEND_WIDE_STATE_R15,origins_2024plus,BLEND_WIDE_STATE_R15,3,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_BLEND_WIDE_STATE_R15,recent_targets,BLEND_WIDE_STATE_R15,3,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_BLEND_WIDE_STATE_R15,full,BLEND_WIDE_STATE_R15,6,headline_yy_squared_error,2,12,2000,1509,0,0,-0.02673848809562245,,,,insufficient_contiguous_support
paired_BLEND_WIDE_STATE_R15,origins_2019_2021,BLEND_WIDE_STATE_R15,6,headline_yy_squared_error,2,12,2000,1509,0,0,-0.02673848809562245,,,,insufficient_contiguous_support
paired_BLEND_WIDE_STATE_R15,origins_2022_2023,BLEND_WIDE_STATE_R15,6,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_BLEND_WIDE_STATE_R15,origins_2024plus,BLEND_WIDE_STATE_R15,6,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_BLEND_WIDE_STATE_R15,recent_targets,BLEND_WIDE_STATE_R15,6,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_BLEND_WIDE_STATE_R15,full,BLEND_WIDE_STATE_R15,9,headline_yy_squared_error,2,12,2000,1509,0,0,-0.08743726994345612,,,,insufficient_contiguous_support
paired_BLEND_WIDE_STATE_R15,origins_2019_2021,BLEND_WIDE_STATE_R15,9,headline_yy_squared_error,2,12,2000,1509,0,0,-0.08743726994345612,,,,insufficient_contiguous_support
paired_BLEND_WIDE_STATE_R15,origins_2022_2023,BLEND_WIDE_STATE_R15,9,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_BLEND_WIDE_STATE_R15,origins_2024plus,BLEND_WIDE_STATE_R15,9,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_BLEND_WIDE_STATE_R15,recent_targets,BLEND_WIDE_STATE_R15,9,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_BLEND_WIDE_STATE_R15,full,BLEND_WIDE_STATE_R15,12,headline_yy_squared_error,2,12,2000,1509,0,0,0.20361011266431073,,,,insufficient_contiguous_support
paired_BLEND_WIDE_STATE_R15,origins_2019_2021,BLEND_WIDE_STATE_R15,12,headline_yy_squared_error,2,12,2000,1509,0,0,0.20361011266431073,,,,insufficient_contiguous_support
paired_BLEND_WIDE_STATE_R15,origins_2022_2023,BLEND_WIDE_STATE_R15,12,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_BLEND_WIDE_STATE_R15,origins_2024plus,BLEND_WIDE_STATE_R15,12,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_BLEND_WIDE_STATE_R15,recent_targets,BLEND_WIDE_STATE_R15,12,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_ENET_BOTH_R15,full,ENET_BOTH_R15,3,headline_yy_squared_error,2,12,2000,1509,0,0,0.02875450137970139,,,,insufficient_contiguous_support
paired_ENET_BOTH_R15,origins_2019_2021,ENET_BOTH_R15,3,headline_yy_squared_error,2,12,2000,1509,0,0,0.02875450137970139,,,,insufficient_contiguous_support
paired_ENET_BOTH_R15,origins_2022_2023,ENET_BOTH_R15,3,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_ENET_BOTH_R15,origins_2024plus,ENET_BOTH_R15,3,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_ENET_BOTH_R15,recent_targets,ENET_BOTH_R15,3,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_ENET_BOTH_R15,full,ENET_BOTH_R15,6,headline_yy_squared_error,2,12,2000,1509,0,0,0.2195669744139968,,,,insufficient_contiguous_support
paired_ENET_BOTH_R15,origins_2019_2021,ENET_BOTH_R15,6,headline_yy_squared_error,2,12,2000,1509,0,0,0.2195669744139968,,,,insufficient_contiguous_support
paired_ENET_BOTH_R15,origins_2022_2023,ENET_BOTH_R15,6,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_ENET_BOTH_R15,origins_2024plus,ENET_BOTH_R15,6,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_ENET_BOTH_R15,recent_targets,ENET_BOTH_R15,6,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_ENET_BOTH_R15,full,ENET_BOTH_R15,9,headline_yy_squared_error,2,12,2000,1509,0,0,0.11249824802389244,,,,insufficient_contiguous_support
paired_ENET_BOTH_R15,origins_2019_2021,ENET_BOTH_R15,9,headline_yy_squared_error,2,12,2000,1509,0,0,0.11249824802389244,,,,insufficient_contiguous_support
paired_ENET_BOTH_R15,origins_2022_2023,ENET_BOTH_R15,9,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_ENET_BOTH_R15,origins_2024plus,ENET_BOTH_R15,9,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_ENET_BOTH_R15,recent_targets,ENET_BOTH_R15,9,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_ENET_BOTH_R15,full,ENET_BOTH_R15,12,headline_yy_squared_error,2,12,2000,1509,0,0,0.3616240168015255,,,,insufficient_contiguous_support
paired_ENET_BOTH_R15,origins_2019_2021,ENET_BOTH_R15,12,headline_yy_squared_error,2,12,2000,1509,0,0,0.3616240168015255,,,,insufficient_contiguous_support
paired_ENET_BOTH_R15,origins_2022_2023,ENET_BOTH_R15,12,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_ENET_BOTH_R15,origins_2024plus,ENET_BOTH_R15,12,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_ENET_BOTH_R15,recent_targets,ENET_BOTH_R15,12,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_ENET_DOMESTIC_R15,full,ENET_DOMESTIC_R15,3,headline_yy_squared_error,2,12,2000,1509,0,0,-0.059532981932409954,,,,insufficient_contiguous_support
paired_ENET_DOMESTIC_R15,origins_2019_2021,ENET_DOMESTIC_R15,3,headline_yy_squared_error,2,12,2000,1509,0,0,-0.059532981932409954,,,,insufficient_contiguous_support
paired_ENET_DOMESTIC_R15,origins_2022_2023,ENET_DOMESTIC_R15,3,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_ENET_DOMESTIC_R15,origins_2024plus,ENET_DOMESTIC_R15,3,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_ENET_DOMESTIC_R15,recent_targets,ENET_DOMESTIC_R15,3,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_ENET_DOMESTIC_R15,full,ENET_DOMESTIC_R15,6,headline_yy_squared_error,2,12,2000,1509,0,0,-0.05278991101294548,,,,insufficient_contiguous_support
paired_ENET_DOMESTIC_R15,origins_2019_2021,ENET_DOMESTIC_R15,6,headline_yy_squared_error,2,12,2000,1509,0,0,-0.05278991101294548,,,,insufficient_contiguous_support
paired_ENET_DOMESTIC_R15,origins_2022_2023,ENET_DOMESTIC_R15,6,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_ENET_DOMESTIC_R15,origins_2024plus,ENET_DOMESTIC_R15,6,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_ENET_DOMESTIC_R15,recent_targets,ENET_DOMESTIC_R15,6,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_ENET_DOMESTIC_R15,full,ENET_DOMESTIC_R15,9,headline_yy_squared_error,2,12,2000,1509,0,0,-0.1427839064231894,,,,insufficient_contiguous_support
paired_ENET_DOMESTIC_R15,origins_2019_2021,ENET_DOMESTIC_R15,9,headline_yy_squared_error,2,12,2000,1509,0,0,-0.1427839064231894,,,,insufficient_contiguous_support
paired_ENET_DOMESTIC_R15,origins_2022_2023,ENET_DOMESTIC_R15,9,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_ENET_DOMESTIC_R15,origins_2024plus,ENET_DOMESTIC_R15,9,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_ENET_DOMESTIC_R15,recent_targets,ENET_DOMESTIC_R15,9,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_ENET_DOMESTIC_R15,full,ENET_DOMESTIC_R15,12,headline_yy_squared_error,2,12,2000,1509,0,0,-0.046920706086978625,,,,insufficient_contiguous_support
paired_ENET_DOMESTIC_R15,origins_2019_2021,ENET_DOMESTIC_R15,12,headline_yy_squared_error,2,12,2000,1509,0,0,-0.046920706086978625,,,,insufficient_contiguous_support
paired_ENET_DOMESTIC_R15,origins_2022_2023,ENET_DOMESTIC_R15,12,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_ENET_DOMESTIC_R15,origins_2024plus,ENET_DOMESTIC_R15,12,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_ENET_DOMESTIC_R15,recent_targets,ENET_DOMESTIC_R15,12,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_ENET_IMPORTED_R15,full,ENET_IMPORTED_R15,3,headline_yy_squared_error,2,12,2000,1509,0,0,0.09462062093197401,,,,insufficient_contiguous_support
paired_ENET_IMPORTED_R15,origins_2019_2021,ENET_IMPORTED_R15,3,headline_yy_squared_error,2,12,2000,1509,0,0,0.09462062093197401,,,,insufficient_contiguous_support
paired_ENET_IMPORTED_R15,origins_2022_2023,ENET_IMPORTED_R15,3,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_ENET_IMPORTED_R15,origins_2024plus,ENET_IMPORTED_R15,3,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_ENET_IMPORTED_R15,recent_targets,ENET_IMPORTED_R15,3,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_ENET_IMPORTED_R15,full,ENET_IMPORTED_R15,6,headline_yy_squared_error,2,12,2000,1509,0,0,0.08823149112411798,,,,insufficient_contiguous_support
paired_ENET_IMPORTED_R15,origins_2019_2021,ENET_IMPORTED_R15,6,headline_yy_squared_error,2,12,2000,1509,0,0,0.08823149112411798,,,,insufficient_contiguous_support
paired_ENET_IMPORTED_R15,origins_2022_2023,ENET_IMPORTED_R15,6,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_ENET_IMPORTED_R15,origins_2024plus,ENET_IMPORTED_R15,6,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_ENET_IMPORTED_R15,recent_targets,ENET_IMPORTED_R15,6,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_ENET_IMPORTED_R15,full,ENET_IMPORTED_R15,9,headline_yy_squared_error,2,12,2000,1509,0,0,-0.07135302914749293,,,,insufficient_contiguous_support
paired_ENET_IMPORTED_R15,origins_2019_2021,ENET_IMPORTED_R15,9,headline_yy_squared_error,2,12,2000,1509,0,0,-0.07135302914749293,,,,insufficient_contiguous_support
paired_ENET_IMPORTED_R15,origins_2022_2023,ENET_IMPORTED_R15,9,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_ENET_IMPORTED_R15,origins_2024plus,ENET_IMPORTED_R15,9,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_ENET_IMPORTED_R15,recent_targets,ENET_IMPORTED_R15,9,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_ENET_IMPORTED_R15,full,ENET_IMPORTED_R15,12,headline_yy_squared_error,2,12,2000,1509,0,0,-0.0393436709158298,,,,insufficient_contiguous_support
paired_ENET_IMPORTED_R15,origins_2019_2021,ENET_IMPORTED_R15,12,headline_yy_squared_error,2,12,2000,1509,0,0,-0.0393436709158298,,,,insufficient_contiguous_support
paired_ENET_IMPORTED_R15,origins_2022_2023,ENET_IMPORTED_R15,12,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_ENET_IMPORTED_R15,origins_2024plus,ENET_IMPORTED_R15,12,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_ENET_IMPORTED_R15,recent_targets,ENET_IMPORTED_R15,12,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_ENET_WIDE_R15,full,ENET_WIDE_R15,3,headline_yy_squared_error,2,12,2000,1509,0,0,0.1453820944530226,,,,insufficient_contiguous_support
paired_ENET_WIDE_R15,origins_2019_2021,ENET_WIDE_R15,3,headline_yy_squared_error,2,12,2000,1509,0,0,0.1453820944530226,,,,insufficient_contiguous_support
paired_ENET_WIDE_R15,origins_2022_2023,ENET_WIDE_R15,3,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_ENET_WIDE_R15,origins_2024plus,ENET_WIDE_R15,3,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_ENET_WIDE_R15,recent_targets,ENET_WIDE_R15,3,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_ENET_WIDE_R15,full,ENET_WIDE_R15,6,headline_yy_squared_error,2,12,2000,1509,0,0,0.07884035737605899,,,,insufficient_contiguous_support
paired_ENET_WIDE_R15,origins_2019_2021,ENET_WIDE_R15,6,headline_yy_squared_error,2,12,2000,1509,0,0,0.07884035737605899,,,,insufficient_contiguous_support
paired_ENET_WIDE_R15,origins_2022_2023,ENET_WIDE_R15,6,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_ENET_WIDE_R15,origins_2024plus,ENET_WIDE_R15,6,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_ENET_WIDE_R15,recent_targets,ENET_WIDE_R15,6,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_ENET_WIDE_R15,full,ENET_WIDE_R15,9,headline_yy_squared_error,2,12,2000,1509,0,0,0.023028860794191724,,,,insufficient_contiguous_support
paired_ENET_WIDE_R15,origins_2019_2021,ENET_WIDE_R15,9,headline_yy_squared_error,2,12,2000,1509,0,0,0.023028860794191724,,,,insufficient_contiguous_support
paired_ENET_WIDE_R15,origins_2022_2023,ENET_WIDE_R15,9,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_ENET_WIDE_R15,origins_2024plus,ENET_WIDE_R15,9,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_ENET_WIDE_R15,recent_targets,ENET_WIDE_R15,9,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_ENET_WIDE_R15,full,ENET_WIDE_R15,12,headline_yy_squared_error,2,12,2000,1509,0,0,0.48825028895372813,,,,insufficient_contiguous_support
paired_ENET_WIDE_R15,origins_2019_2021,ENET_WIDE_R15,12,headline_yy_squared_error,2,12,2000,1509,0,0,0.48825028895372813,,,,insufficient_contiguous_support
paired_ENET_WIDE_R15,origins_2022_2023,ENET_WIDE_R15,12,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_ENET_WIDE_R15,origins_2024plus,ENET_WIDE_R15,12,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_ENET_WIDE_R15,recent_targets,ENET_WIDE_R15,12,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_RF_RESIDUAL_R15,full,RF_RESIDUAL_R15,3,headline_yy_squared_error,2,12,2000,1509,0,0,-0.06659893228395511,,,,insufficient_contiguous_support
paired_RF_RESIDUAL_R15,origins_2019_2021,RF_RESIDUAL_R15,3,headline_yy_squared_error,2,12,2000,1509,0,0,-0.06659893228395511,,,,insufficient_contiguous_support
paired_RF_RESIDUAL_R15,origins_2022_2023,RF_RESIDUAL_R15,3,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_RF_RESIDUAL_R15,origins_2024plus,RF_RESIDUAL_R15,3,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_RF_RESIDUAL_R15,recent_targets,RF_RESIDUAL_R15,3,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_RF_RESIDUAL_R15,full,RF_RESIDUAL_R15,6,headline_yy_squared_error,2,12,2000,1509,0,0,-0.08724865443036776,,,,insufficient_contiguous_support
paired_RF_RESIDUAL_R15,origins_2019_2021,RF_RESIDUAL_R15,6,headline_yy_squared_error,2,12,2000,1509,0,0,-0.08724865443036776,,,,insufficient_contiguous_support
paired_RF_RESIDUAL_R15,origins_2022_2023,RF_RESIDUAL_R15,6,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_RF_RESIDUAL_R15,origins_2024plus,RF_RESIDUAL_R15,6,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_RF_RESIDUAL_R15,recent_targets,RF_RESIDUAL_R15,6,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_RF_RESIDUAL_R15,full,RF_RESIDUAL_R15,9,headline_yy_squared_error,2,12,2000,1509,0,0,-0.22438372562482742,,,,insufficient_contiguous_support
paired_RF_RESIDUAL_R15,origins_2019_2021,RF_RESIDUAL_R15,9,headline_yy_squared_error,2,12,2000,1509,0,0,-0.22438372562482742,,,,insufficient_contiguous_support
paired_RF_RESIDUAL_R15,origins_2022_2023,RF_RESIDUAL_R15,9,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_RF_RESIDUAL_R15,origins_2024plus,RF_RESIDUAL_R15,9,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_RF_RESIDUAL_R15,recent_targets,RF_RESIDUAL_R15,9,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_RF_RESIDUAL_R15,full,RF_RESIDUAL_R15,12,headline_yy_squared_error,2,12,2000,1509,0,0,-0.42198634052960754,,,,insufficient_contiguous_support
paired_RF_RESIDUAL_R15,origins_2019_2021,RF_RESIDUAL_R15,12,headline_yy_squared_error,2,12,2000,1509,0,0,-0.42198634052960754,,,,insufficient_contiguous_support
paired_RF_RESIDUAL_R15,origins_2022_2023,RF_RESIDUAL_R15,12,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_RF_RESIDUAL_R15,origins_2024plus,RF_RESIDUAL_R15,12,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_RF_RESIDUAL_R15,recent_targets,RF_RESIDUAL_R15,12,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_STABLE_LOCAL_CORE_R14B,full,STABLE_LOCAL_CORE_R14B,3,headline_yy_squared_error,2,12,2000,1509,0,0,-0.06793759236882786,,,,insufficient_contiguous_support
paired_STABLE_LOCAL_CORE_R14B,origins_2019_2021,STABLE_LOCAL_CORE_R14B,3,headline_yy_squared_error,2,12,2000,1509,0,0,-0.06793759236882786,,,,insufficient_contiguous_support
paired_STABLE_LOCAL_CORE_R14B,origins_2022_2023,STABLE_LOCAL_CORE_R14B,3,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_STABLE_LOCAL_CORE_R14B,origins_2024plus,STABLE_LOCAL_CORE_R14B,3,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_STABLE_LOCAL_CORE_R14B,recent_targets,STABLE_LOCAL_CORE_R14B,3,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_STABLE_LOCAL_CORE_R14B,full,STABLE_LOCAL_CORE_R14B,6,headline_yy_squared_error,2,12,2000,1509,0,0,-0.09290095522347513,,,,insufficient_contiguous_support
paired_STABLE_LOCAL_CORE_R14B,origins_2019_2021,STABLE_LOCAL_CORE_R14B,6,headline_yy_squared_error,2,12,2000,1509,0,0,-0.09290095522347513,,,,insufficient_contiguous_support
paired_STABLE_LOCAL_CORE_R14B,origins_2022_2023,STABLE_LOCAL_CORE_R14B,6,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_STABLE_LOCAL_CORE_R14B,origins_2024plus,STABLE_LOCAL_CORE_R14B,6,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_STABLE_LOCAL_CORE_R14B,recent_targets,STABLE_LOCAL_CORE_R14B,6,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_STABLE_LOCAL_CORE_R14B,full,STABLE_LOCAL_CORE_R14B,9,headline_yy_squared_error,2,12,2000,1509,0,0,-0.21102443974147858,,,,insufficient_contiguous_support
paired_STABLE_LOCAL_CORE_R14B,origins_2019_2021,STABLE_LOCAL_CORE_R14B,9,headline_yy_squared_error,2,12,2000,1509,0,0,-0.21102443974147858,,,,insufficient_contiguous_support
paired_STABLE_LOCAL_CORE_R14B,origins_2022_2023,STABLE_LOCAL_CORE_R14B,9,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_STABLE_LOCAL_CORE_R14B,origins_2024plus,STABLE_LOCAL_CORE_R14B,9,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_STABLE_LOCAL_CORE_R14B,recent_targets,STABLE_LOCAL_CORE_R14B,9,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_STABLE_LOCAL_CORE_R14B,full,STABLE_LOCAL_CORE_R14B,12,headline_yy_squared_error,2,12,2000,1509,0,0,-0.19619686902735992,,,,insufficient_contiguous_support
paired_STABLE_LOCAL_CORE_R14B,origins_2019_2021,STABLE_LOCAL_CORE_R14B,12,headline_yy_squared_error,2,12,2000,1509,0,0,-0.19619686902735992,,,,insufficient_contiguous_support
paired_STABLE_LOCAL_CORE_R14B,origins_2022_2023,STABLE_LOCAL_CORE_R14B,12,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_STABLE_LOCAL_CORE_R14B,origins_2024plus,STABLE_LOCAL_CORE_R14B,12,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
paired_STABLE_LOCAL_CORE_R14B,recent_targets,STABLE_LOCAL_CORE_R14B,12,headline_yy_squared_error,0,12,2000,1509,0,0,,,,,insufficient_contiguous_support
