scope,sample,model,band,n,actual_material_n,sign_match_rate_on_material_actual,material_direction_hit_rate,material_calls_n,wrong_way_n
all_models_common,full,BLEND_LINEAR_RF_R15,2,2,1,0.0,0.0,1,1
all_models_common,full,BLEND_WIDE_STATE_R15,2,2,1,1.0,1.0,2,0
all_models_common,full,ENET_BOTH_R15,2,2,1,0.0,0.0,1,1
all_models_common,full,ENET_DOMESTIC_R15,2,2,1,0.0,0.0,1,1
all_models_common,full,ENET_IMPORTED_R15,2,2,1,1.0,1.0,2,0
all_models_common,full,ENET_WIDE_R15,2,2,1,1.0,1.0,2,0
all_models_common,full,INDEPENDENT_BRIDGE,2,2,1,0.0,0.0,0,0
all_models_common,full,RF_RESIDUAL_R15,2,2,1,0.0,0.0,1,1
all_models_common,full,STABLE_LOCAL_CORE_R14B,2,2,1,1.0,0.0,0,0
all_models_common,full,STABLE_PIPELINE_R14B,2,2,1,0.0,0.0,0,0
all_models_common,full,STATE_ADAPT_R15,2,2,1,0.0,0.0,0,0
all_models_common,full,STATE_FAST_R15,2,2,1,0.0,0.0,0,0
all_models_common,full,STATE_MID_R15,2,2,1,0.0,0.0,0,0
all_models_common,full,STATE_SLOW_R15,2,2,1,0.0,0.0,0,0
all_models_common,full,BLEND_LINEAR_RF_R15,3,2,1,0.0,0.0,2,1
all_models_common,full,BLEND_WIDE_STATE_R15,3,2,1,0.0,0.0,0,0
all_models_common,full,ENET_BOTH_R15,3,2,1,0.0,0.0,2,1
all_models_common,full,ENET_DOMESTIC_R15,3,2,1,0.0,0.0,1,1
all_models_common,full,ENET_IMPORTED_R15,3,2,1,0.0,0.0,2,1
all_models_common,full,ENET_WIDE_R15,3,2,1,0.0,0.0,0,0
all_models_common,full,INDEPENDENT_BRIDGE,3,2,1,0.0,0.0,1,1
all_models_common,full,RF_RESIDUAL_R15,3,2,1,0.0,0.0,1,1
all_models_common,full,STABLE_LOCAL_CORE_R14B,3,2,1,1.0,0.0,0,0
all_models_common,full,STABLE_PIPELINE_R14B,3,2,1,0.0,0.0,1,1
all_models_common,full,STATE_ADAPT_R15,3,2,1,1.0,0.0,0,0
all_models_common,full,STATE_FAST_R15,3,2,1,1.0,0.0,0,0
all_models_common,full,STATE_MID_R15,3,2,1,1.0,0.0,0,0
all_models_common,full,STATE_SLOW_R15,3,2,1,1.0,0.0,0,0
all_models_common,full,BLEND_LINEAR_RF_R15,4,2,2,1.0,0.0,0,0
all_models_common,full,BLEND_WIDE_STATE_R15,4,2,2,0.0,0.0,0,0
all_models_common,full,ENET_BOTH_R15,4,2,2,1.0,0.5,1,0
all_models_common,full,ENET_DOMESTIC_R15,4,2,2,1.0,0.0,0,0
all_models_common,full,ENET_IMPORTED_R15,4,2,2,0.0,0.0,0,0
all_models_common,full,ENET_WIDE_R15,4,2,2,0.0,0.0,0,0
all_models_common,full,INDEPENDENT_BRIDGE,4,2,2,1.0,0.5,1,0
all_models_common,full,RF_RESIDUAL_R15,4,2,2,1.0,0.0,0,0
all_models_common,full,STABLE_LOCAL_CORE_R14B,4,2,2,0.0,0.0,0,0
all_models_common,full,STABLE_PIPELINE_R14B,4,2,2,1.0,0.5,1,0
all_models_common,full,STATE_ADAPT_R15,4,2,2,0.0,0.0,0,0
all_models_common,full,STATE_FAST_R15,4,2,2,0.0,0.0,0,0
all_models_common,full,STATE_MID_R15,4,2,2,0.0,0.0,0,0
all_models_common,full,STATE_SLOW_R15,4,2,2,0.0,0.0,0,0
all_models_common,origins_2019_2021,BLEND_LINEAR_RF_R15,2,2,1,0.0,0.0,1,1
all_models_common,origins_2019_2021,BLEND_WIDE_STATE_R15,2,2,1,1.0,1.0,2,0
all_models_common,origins_2019_2021,ENET_BOTH_R15,2,2,1,0.0,0.0,1,1
all_models_common,origins_2019_2021,ENET_DOMESTIC_R15,2,2,1,0.0,0.0,1,1
all_models_common,origins_2019_2021,ENET_IMPORTED_R15,2,2,1,1.0,1.0,2,0
all_models_common,origins_2019_2021,ENET_WIDE_R15,2,2,1,1.0,1.0,2,0
all_models_common,origins_2019_2021,INDEPENDENT_BRIDGE,2,2,1,0.0,0.0,0,0
all_models_common,origins_2019_2021,RF_RESIDUAL_R15,2,2,1,0.0,0.0,1,1
all_models_common,origins_2019_2021,STABLE_LOCAL_CORE_R14B,2,2,1,1.0,0.0,0,0
all_models_common,origins_2019_2021,STABLE_PIPELINE_R14B,2,2,1,0.0,0.0,0,0
all_models_common,origins_2019_2021,STATE_ADAPT_R15,2,2,1,0.0,0.0,0,0
all_models_common,origins_2019_2021,STATE_FAST_R15,2,2,1,0.0,0.0,0,0
all_models_common,origins_2019_2021,STATE_MID_R15,2,2,1,0.0,0.0,0,0
all_models_common,origins_2019_2021,STATE_SLOW_R15,2,2,1,0.0,0.0,0,0
all_models_common,origins_2019_2021,BLEND_LINEAR_RF_R15,3,2,1,0.0,0.0,2,1
all_models_common,origins_2019_2021,BLEND_WIDE_STATE_R15,3,2,1,0.0,0.0,0,0
all_models_common,origins_2019_2021,ENET_BOTH_R15,3,2,1,0.0,0.0,2,1
all_models_common,origins_2019_2021,ENET_DOMESTIC_R15,3,2,1,0.0,0.0,1,1
all_models_common,origins_2019_2021,ENET_IMPORTED_R15,3,2,1,0.0,0.0,2,1
all_models_common,origins_2019_2021,ENET_WIDE_R15,3,2,1,0.0,0.0,0,0
all_models_common,origins_2019_2021,INDEPENDENT_BRIDGE,3,2,1,0.0,0.0,1,1
all_models_common,origins_2019_2021,RF_RESIDUAL_R15,3,2,1,0.0,0.0,1,1
all_models_common,origins_2019_2021,STABLE_LOCAL_CORE_R14B,3,2,1,1.0,0.0,0,0
all_models_common,origins_2019_2021,STABLE_PIPELINE_R14B,3,2,1,0.0,0.0,1,1
all_models_common,origins_2019_2021,STATE_ADAPT_R15,3,2,1,1.0,0.0,0,0
all_models_common,origins_2019_2021,STATE_FAST_R15,3,2,1,1.0,0.0,0,0
all_models_common,origins_2019_2021,STATE_MID_R15,3,2,1,1.0,0.0,0,0
all_models_common,origins_2019_2021,STATE_SLOW_R15,3,2,1,1.0,0.0,0,0
all_models_common,origins_2019_2021,BLEND_LINEAR_RF_R15,4,2,2,1.0,0.0,0,0
all_models_common,origins_2019_2021,BLEND_WIDE_STATE_R15,4,2,2,0.0,0.0,0,0
all_models_common,origins_2019_2021,ENET_BOTH_R15,4,2,2,1.0,0.5,1,0
all_models_common,origins_2019_2021,ENET_DOMESTIC_R15,4,2,2,1.0,0.0,0,0
all_models_common,origins_2019_2021,ENET_IMPORTED_R15,4,2,2,0.0,0.0,0,0
all_models_common,origins_2019_2021,ENET_WIDE_R15,4,2,2,0.0,0.0,0,0
all_models_common,origins_2019_2021,INDEPENDENT_BRIDGE,4,2,2,1.0,0.5,1,0
all_models_common,origins_2019_2021,RF_RESIDUAL_R15,4,2,2,1.0,0.0,0,0
all_models_common,origins_2019_2021,STABLE_LOCAL_CORE_R14B,4,2,2,0.0,0.0,0,0
all_models_common,origins_2019_2021,STABLE_PIPELINE_R14B,4,2,2,1.0,0.5,1,0
all_models_common,origins_2019_2021,STATE_ADAPT_R15,4,2,2,0.0,0.0,0,0
all_models_common,origins_2019_2021,STATE_FAST_R15,4,2,2,0.0,0.0,0,0
all_models_common,origins_2019_2021,STATE_MID_R15,4,2,2,0.0,0.0,0,0
all_models_common,origins_2019_2021,STATE_SLOW_R15,4,2,2,0.0,0.0,0,0
paired_INDEPENDENT_BRIDGE,full,INDEPENDENT_BRIDGE,2,2,1,0.0,0.0,0,0
paired_INDEPENDENT_BRIDGE,full,STABLE_PIPELINE_R14B,2,2,1,0.0,0.0,0,0
paired_INDEPENDENT_BRIDGE,full,INDEPENDENT_BRIDGE,3,2,1,0.0,0.0,1,1
paired_INDEPENDENT_BRIDGE,full,STABLE_PIPELINE_R14B,3,2,1,0.0,0.0,1,1
paired_INDEPENDENT_BRIDGE,full,INDEPENDENT_BRIDGE,4,2,2,1.0,0.5,1,0
paired_INDEPENDENT_BRIDGE,full,STABLE_PIPELINE_R14B,4,2,2,1.0,0.5,1,0
paired_INDEPENDENT_BRIDGE,origins_2019_2021,INDEPENDENT_BRIDGE,2,2,1,0.0,0.0,0,0
paired_INDEPENDENT_BRIDGE,origins_2019_2021,STABLE_PIPELINE_R14B,2,2,1,0.0,0.0,0,0
paired_INDEPENDENT_BRIDGE,origins_2019_2021,INDEPENDENT_BRIDGE,3,2,1,0.0,0.0,1,1
paired_INDEPENDENT_BRIDGE,origins_2019_2021,STABLE_PIPELINE_R14B,3,2,1,0.0,0.0,1,1
paired_INDEPENDENT_BRIDGE,origins_2019_2021,INDEPENDENT_BRIDGE,4,2,2,1.0,0.5,1,0
paired_INDEPENDENT_BRIDGE,origins_2019_2021,STABLE_PIPELINE_R14B,4,2,2,1.0,0.5,1,0
paired_STABLE_LOCAL_CORE_R14B,full,STABLE_LOCAL_CORE_R14B,2,2,1,1.0,0.0,0,0
paired_STABLE_LOCAL_CORE_R14B,full,STABLE_PIPELINE_R14B,2,2,1,0.0,0.0,0,0
paired_STABLE_LOCAL_CORE_R14B,full,STABLE_LOCAL_CORE_R14B,3,2,1,1.0,0.0,0,0
paired_STABLE_LOCAL_CORE_R14B,full,STABLE_PIPELINE_R14B,3,2,1,0.0,0.0,1,1
paired_STABLE_LOCAL_CORE_R14B,full,STABLE_LOCAL_CORE_R14B,4,2,2,0.0,0.0,0,0
paired_STABLE_LOCAL_CORE_R14B,full,STABLE_PIPELINE_R14B,4,2,2,1.0,0.5,1,0
paired_STABLE_LOCAL_CORE_R14B,origins_2019_2021,STABLE_LOCAL_CORE_R14B,2,2,1,1.0,0.0,0,0
paired_STABLE_LOCAL_CORE_R14B,origins_2019_2021,STABLE_PIPELINE_R14B,2,2,1,0.0,0.0,0,0
paired_STABLE_LOCAL_CORE_R14B,origins_2019_2021,STABLE_LOCAL_CORE_R14B,3,2,1,1.0,0.0,0,0
paired_STABLE_LOCAL_CORE_R14B,origins_2019_2021,STABLE_PIPELINE_R14B,3,2,1,0.0,0.0,1,1
paired_STABLE_LOCAL_CORE_R14B,origins_2019_2021,STABLE_LOCAL_CORE_R14B,4,2,2,0.0,0.0,0,0
paired_STABLE_LOCAL_CORE_R14B,origins_2019_2021,STABLE_PIPELINE_R14B,4,2,2,1.0,0.5,1,0
paired_STATE_SLOW_R15,full,STABLE_PIPELINE_R14B,2,2,1,0.0,0.0,0,0
paired_STATE_SLOW_R15,full,STATE_SLOW_R15,2,2,1,0.0,0.0,0,0
paired_STATE_SLOW_R15,full,STABLE_PIPELINE_R14B,3,2,1,0.0,0.0,1,1
paired_STATE_SLOW_R15,full,STATE_SLOW_R15,3,2,1,1.0,0.0,0,0
paired_STATE_SLOW_R15,full,STABLE_PIPELINE_R14B,4,2,2,1.0,0.5,1,0
paired_STATE_SLOW_R15,full,STATE_SLOW_R15,4,2,2,0.0,0.0,0,0
paired_STATE_SLOW_R15,origins_2019_2021,STABLE_PIPELINE_R14B,2,2,1,0.0,0.0,0,0
paired_STATE_SLOW_R15,origins_2019_2021,STATE_SLOW_R15,2,2,1,0.0,0.0,0,0
paired_STATE_SLOW_R15,origins_2019_2021,STABLE_PIPELINE_R14B,3,2,1,0.0,0.0,1,1
paired_STATE_SLOW_R15,origins_2019_2021,STATE_SLOW_R15,3,2,1,1.0,0.0,0,0
paired_STATE_SLOW_R15,origins_2019_2021,STABLE_PIPELINE_R14B,4,2,2,1.0,0.5,1,0
paired_STATE_SLOW_R15,origins_2019_2021,STATE_SLOW_R15,4,2,2,0.0,0.0,0,0
paired_STATE_MID_R15,full,STABLE_PIPELINE_R14B,2,2,1,0.0,0.0,0,0
paired_STATE_MID_R15,full,STATE_MID_R15,2,2,1,0.0,0.0,0,0
paired_STATE_MID_R15,full,STABLE_PIPELINE_R14B,3,2,1,0.0,0.0,1,1
paired_STATE_MID_R15,full,STATE_MID_R15,3,2,1,1.0,0.0,0,0
paired_STATE_MID_R15,full,STABLE_PIPELINE_R14B,4,2,2,1.0,0.5,1,0
paired_STATE_MID_R15,full,STATE_MID_R15,4,2,2,0.0,0.0,0,0
paired_STATE_MID_R15,origins_2019_2021,STABLE_PIPELINE_R14B,2,2,1,0.0,0.0,0,0
paired_STATE_MID_R15,origins_2019_2021,STATE_MID_R15,2,2,1,0.0,0.0,0,0
paired_STATE_MID_R15,origins_2019_2021,STABLE_PIPELINE_R14B,3,2,1,0.0,0.0,1,1
paired_STATE_MID_R15,origins_2019_2021,STATE_MID_R15,3,2,1,1.0,0.0,0,0
paired_STATE_MID_R15,origins_2019_2021,STABLE_PIPELINE_R14B,4,2,2,1.0,0.5,1,0
paired_STATE_MID_R15,origins_2019_2021,STATE_MID_R15,4,2,2,0.0,0.0,0,0
paired_STATE_FAST_R15,full,STABLE_PIPELINE_R14B,2,2,1,0.0,0.0,0,0
paired_STATE_FAST_R15,full,STATE_FAST_R15,2,2,1,0.0,0.0,0,0
paired_STATE_FAST_R15,full,STABLE_PIPELINE_R14B,3,2,1,0.0,0.0,1,1
paired_STATE_FAST_R15,full,STATE_FAST_R15,3,2,1,1.0,0.0,0,0
paired_STATE_FAST_R15,full,STABLE_PIPELINE_R14B,4,2,2,1.0,0.5,1,0
paired_STATE_FAST_R15,full,STATE_FAST_R15,4,2,2,0.0,0.0,0,0
paired_STATE_FAST_R15,origins_2019_2021,STABLE_PIPELINE_R14B,2,2,1,0.0,0.0,0,0
paired_STATE_FAST_R15,origins_2019_2021,STATE_FAST_R15,2,2,1,0.0,0.0,0,0
paired_STATE_FAST_R15,origins_2019_2021,STABLE_PIPELINE_R14B,3,2,1,0.0,0.0,1,1
paired_STATE_FAST_R15,origins_2019_2021,STATE_FAST_R15,3,2,1,1.0,0.0,0,0
paired_STATE_FAST_R15,origins_2019_2021,STABLE_PIPELINE_R14B,4,2,2,1.0,0.5,1,0
paired_STATE_FAST_R15,origins_2019_2021,STATE_FAST_R15,4,2,2,0.0,0.0,0,0
paired_STATE_ADAPT_R15,full,STABLE_PIPELINE_R14B,2,2,1,0.0,0.0,0,0
paired_STATE_ADAPT_R15,full,STATE_ADAPT_R15,2,2,1,0.0,0.0,0,0
paired_STATE_ADAPT_R15,full,STABLE_PIPELINE_R14B,3,2,1,0.0,0.0,1,1
paired_STATE_ADAPT_R15,full,STATE_ADAPT_R15,3,2,1,1.0,0.0,0,0
paired_STATE_ADAPT_R15,full,STABLE_PIPELINE_R14B,4,2,2,1.0,0.5,1,0
paired_STATE_ADAPT_R15,full,STATE_ADAPT_R15,4,2,2,0.0,0.0,0,0
paired_STATE_ADAPT_R15,origins_2019_2021,STABLE_PIPELINE_R14B,2,2,1,0.0,0.0,0,0
paired_STATE_ADAPT_R15,origins_2019_2021,STATE_ADAPT_R15,2,2,1,0.0,0.0,0,0
paired_STATE_ADAPT_R15,origins_2019_2021,STABLE_PIPELINE_R14B,3,2,1,0.0,0.0,1,1
paired_STATE_ADAPT_R15,origins_2019_2021,STATE_ADAPT_R15,3,2,1,1.0,0.0,0,0
paired_STATE_ADAPT_R15,origins_2019_2021,STABLE_PIPELINE_R14B,4,2,2,1.0,0.5,1,0
paired_STATE_ADAPT_R15,origins_2019_2021,STATE_ADAPT_R15,4,2,2,0.0,0.0,0,0
paired_ENET_DOMESTIC_R15,full,ENET_DOMESTIC_R15,2,2,1,0.0,0.0,1,1
paired_ENET_DOMESTIC_R15,full,STABLE_PIPELINE_R14B,2,2,1,0.0,0.0,0,0
paired_ENET_DOMESTIC_R15,full,ENET_DOMESTIC_R15,3,2,1,0.0,0.0,1,1
paired_ENET_DOMESTIC_R15,full,STABLE_PIPELINE_R14B,3,2,1,0.0,0.0,1,1
paired_ENET_DOMESTIC_R15,full,ENET_DOMESTIC_R15,4,2,2,1.0,0.0,0,0
paired_ENET_DOMESTIC_R15,full,STABLE_PIPELINE_R14B,4,2,2,1.0,0.5,1,0
paired_ENET_DOMESTIC_R15,origins_2019_2021,ENET_DOMESTIC_R15,2,2,1,0.0,0.0,1,1
paired_ENET_DOMESTIC_R15,origins_2019_2021,STABLE_PIPELINE_R14B,2,2,1,0.0,0.0,0,0
paired_ENET_DOMESTIC_R15,origins_2019_2021,ENET_DOMESTIC_R15,3,2,1,0.0,0.0,1,1
paired_ENET_DOMESTIC_R15,origins_2019_2021,STABLE_PIPELINE_R14B,3,2,1,0.0,0.0,1,1
paired_ENET_DOMESTIC_R15,origins_2019_2021,ENET_DOMESTIC_R15,4,2,2,1.0,0.0,0,0
paired_ENET_DOMESTIC_R15,origins_2019_2021,STABLE_PIPELINE_R14B,4,2,2,1.0,0.5,1,0
paired_ENET_IMPORTED_R15,full,ENET_IMPORTED_R15,2,2,1,1.0,1.0,2,0
paired_ENET_IMPORTED_R15,full,STABLE_PIPELINE_R14B,2,2,1,0.0,0.0,0,0
paired_ENET_IMPORTED_R15,full,ENET_IMPORTED_R15,3,2,1,0.0,0.0,2,1
paired_ENET_IMPORTED_R15,full,STABLE_PIPELINE_R14B,3,2,1,0.0,0.0,1,1
paired_ENET_IMPORTED_R15,full,ENET_IMPORTED_R15,4,2,2,0.0,0.0,0,0
paired_ENET_IMPORTED_R15,full,STABLE_PIPELINE_R14B,4,2,2,1.0,0.5,1,0
paired_ENET_IMPORTED_R15,origins_2019_2021,ENET_IMPORTED_R15,2,2,1,1.0,1.0,2,0
