scope,metric,origin,target,h,model,forecast,baseline,actual,loss_difference,absolute_loss_difference
all_models_common,headline_mm,2019-03,2019-07,4,INDEPENDENT_BRIDGE,0.23548810814609786,0.32475155049522847,0.3686635944700533,0.015807442551575096,0.08926344234913061
all_models_common,headline_mm,2019-02,2019-06,4,STABLE_LOCAL_CORE_R14B,0.1597857520899056,0.1192644744141548,0.1846722068328699,-0.0036588358304846234,-0.04052127767575081
all_models_common,headline_mm,2019-03,2019-07,4,STABLE_LOCAL_CORE_R14B,0.3275176435579722,0.32475155049522847,0.3686635944700533,-0.0002352783295875619,-0.002766093062743724
all_models_common,headline_mm,2019-02,2019-06,4,STATE_SLOW_R15,0.13252933777058704,0.1192644744141548,0.1846722068328699,-0.0015592926661118583,-0.013264863356432233
all_models_common,headline_mm,2019-03,2019-07,4,STATE_SLOW_R15,0.29574970596111955,0.32475155049522847,0.3686635944700533,0.003388167531446273,0.029001844534108923
all_models_common,headline_mm,2019-02,2019-06,4,STATE_MID_R15,0.15874730523404398,0.1192644744141548,0.1846722068328699,-0.003606070937249427,-0.03948283081988918
all_models_common,headline_mm,2019-03,2019-07,4,STATE_MID_R15,0.3163571170839958,0.32475155049522847,0.3686635944700533,0.0008076999704911977,0.008394433411232693
all_models_common,headline_mm,2019-02,2019-06,4,STATE_FAST_R15,0.18017448720095988,0.1192644744141548,0.1846722068328699,-0.004257941978270964,-0.06091001278680508
all_models_common,headline_mm,2019-03,2019-07,4,STATE_FAST_R15,0.3252186420307566,0.32475155049522847,0.3686635944700533,-4.080371359419942e-05,-0.0004670915355281524
all_models_common,headline_mm,2019-02,2019-06,4,STATE_ADAPT_R15,0.15874730523404398,0.1192644744141548,0.1846722068328699,-0.003606070937249427,-0.03948283081988918
all_models_common,headline_mm,2019-03,2019-07,4,STATE_ADAPT_R15,0.3163571170839958,0.32475155049522847,0.3686635944700533,0.0008076999704911977,0.008394433411232693
all_models_common,headline_mm,2019-02,2019-06,4,ENET_DOMESTIC_R15,0.12453245945763702,0.1192644744141548,0.1846722068328699,-0.0006613822458014043,-0.005267985043482221
all_models_common,headline_mm,2019-03,2019-07,4,ENET_DOMESTIC_R15,0.31089088372430684,0.32475155049522847,0.3686635944700533,0.0014094185008647385,0.013860666770921626
all_models_common,headline_mm,2019-02,2019-06,4,ENET_IMPORTED_R15,0.1187146426753394,0.1192644744141548,0.1846722068328699,7.222880943651751e-05,0.0005498317388153984
all_models_common,headline_mm,2019-03,2019-07,4,ENET_IMPORTED_R15,0.3214334031099685,0.32475155049522847,0.3686635944700533,0.00030242336986328064,0.003318147385259984
all_models_common,headline_mm,2019-02,2019-06,4,ENET_BOTH_R15,0.044894562078248226,0.1192644744141548,0.1846722068328699,0.015259618512990986,0.07436991233590659
all_models_common,headline_mm,2019-03,2019-07,4,ENET_BOTH_R15,0.2856389683303329,0.32475155049522847,0.3686635944700533,0.004964820939593391,0.03911258216489555
all_models_common,headline_mm,2019-02,2019-06,4,ENET_WIDE_R15,0.15343893723395968,0.1192644744141548,0.1846722068328699,-0.003302654330320024,-0.03417446281980488
all_models_common,headline_mm,2019-03,2019-07,4,ENET_WIDE_R15,0.33400466130973844,0.32475155049522847,0.3686635944700533,-0.0007270259582357768,-0.009253110814509968
all_models_common,headline_mm,2019-02,2019-06,4,RF_RESIDUAL_R15,0.14363079080348384,0.1192644744141548,0.1846722068328699,-0.0025937736304610867,-0.02436631638932904
all_models_common,headline_mm,2019-03,2019-07,4,RF_RESIDUAL_R15,0.3235974107060922,0.32475155049522847,0.3686635944700533,0.00010269331300016013,0.0011541397891362548
all_models_common,headline_mm,2019-02,2019-06,4,BLEND_LINEAR_RF_R15,0.09424044974660364,0.1192644744141548,0.1846722068328699,0.003899731229551233,0.02502402466755116
all_models_common,headline_mm,2019-03,2019-07,4,BLEND_LINEAR_RF_R15,0.30461494197062644,0.32475155049522847,0.3686635944700533,0.0021739622809453896,0.02013660852460203
all_models_common,headline_mm,2019-02,2019-06,4,BLEND_WIDE_STATE_R15,0.15609305706071824,0.1192644744141548,0.1846722068328699,-0.003461403658459157,-0.03682858264656344
all_models_common,headline_mm,2019-03,2019-07,4,BLEND_WIDE_STATE_R15,0.3251801875052138,0.32475155049522847,0.3686635944700533,-3.746092477709953e-05,-0.00042863700998535537
all_models_common,headline_mm,2019-02,2019-07,5,INDEPENDENT_BRIDGE,0.2380018198536309,0.3232140688937366,0.3686635944700533,0.015006839970800505,0.08521224904010571
all_models_common,headline_mm,2019-03,2019-08,5,INDEPENDENT_BRIDGE,-0.04550357679304582,-0.017479578643161076,0.0918273645546419,0.006911779620194321,0.028023998149884752
all_models_common,headline_mm,2019-02,2019-07,5,STABLE_LOCAL_CORE_R14B,0.3266810499847816,0.3232140688937366,0.3686635944700533,-0.0003031253336544474,-0.003466981091044985
all_models_common,headline_mm,2019-03,2019-08,5,STABLE_LOCAL_CORE_R14B,0.0382026062490988,-0.017479578643161076,0.0918273645546419,-0.009072393127919812,-0.05568218489225987
all_models_common,headline_mm,2019-02,2019-07,5,STATE_SLOW_R15,0.2963906920353939,0.3232140688937366,0.3686635944700533,0.0031577130512175293,0.026823376858342685
all_models_common,headline_mm,2019-03,2019-08,5,STATE_SLOW_R15,0.004693363939976047,-0.017479578643161076,0.0918273645546419,-0.004355673768131137,-0.022172942583137123
all_models_common,headline_mm,2019-02,2019-07,5,STATE_MID_R15,0.32392737954373746,0.3232140688937366,0.3686635944700533,-6.43304491787411e-05,-0.0007133106500008535
all_models_common,headline_mm,2019-03,2019-08,5,STATE_MID_R15,0.026328032459792247,-0.017479578643161076,0.0918273645546419,-0.0076578453263763235,-0.04380761110295332
all_models_common,headline_mm,2019-02,2019-07,5,STATE_FAST_R15,0.34608913136908975,0.3232140688937366,0.3686635944700533,-0.001556052990815501,-0.022875062475353147
all_models_common,headline_mm,2019-03,2019-08,5,STATE_FAST_R15,0.035637665023952575,-0.017479578643161076,0.0918273645546419,-0.008790725497898578,-0.05311724366711365
all_models_common,headline_mm,2019-02,2019-07,5,STATE_ADAPT_R15,0.32392737954373746,0.3232140688937366,0.3686635944700533,-6.43304491787411e-05,-0.0007133106500008535
all_models_common,headline_mm,2019-03,2019-08,5,STATE_ADAPT_R15,0.026328032459792247,-0.017479578643161076,0.0918273645546419,-0.0076578453263763235,-0.04380761110295332
all_models_common,headline_mm,2019-02,2019-07,5,ENET_DOMESTIC_R15,0.2896227829901513,0.3232140688937366,0.3686635944700533,0.004181790504289141,0.03359128590358529
all_models_common,headline_mm,2019-03,2019-08,5,ENET_DOMESTIC_R15,0.020878746671264034,-0.017479578643161076,0.0918273645546419,-0.00691430145168616,-0.03835832531442511
all_models_common,headline_mm,2019-02,2019-07,5,ENET_IMPORTED_R15,0.28378970518399543,0.3232140688937366,0.3686635944700533,0.005137917707429744,0.03942436370974117
all_models_common,headline_mm,2019-03,2019-08,5,ENET_IMPORTED_R15,0.0313885799116872,-0.017479578643161076,0.0918273645546419,-0.008295161142130268,-0.04886815855484827
all_models_common,headline_mm,2019-02,2019-07,5,ENET_BOTH_R15,0.20977598321706403,0.3232140688937366,0.3686635944700533,0.02317961363456878,0.11343808567667257
all_models_common,headline_mm,2019-03,2019-08,5,ENET_BOTH_R15,-0.004294877401259736,-0.017479578643161076,0.0918273645546419,-0.0027085224326188293,-0.01318470124190134
all_models_common,headline_mm,2019-02,2019-07,5,ENET_WIDE_R15,0.3186050868819237,0.3232140688937366,0.3686635944700533,0.00044019480683856523,0.004608982011812923
all_models_common,headline_mm,2019-03,2019-08,5,ENET_WIDE_R15,0.04392086204166626,-0.017479578643161076,0.0918273645546419,-0.009652974848221984,-0.061400440684827334
all_models_common,headline_mm,2019-02,2019-07,5,RF_RESIDUAL_R15,0.30877121218218795,0.3232140688937366,0.3686635944700533,0.0015214380810035424,0.014442856711548657
all_models_common,headline_mm,2019-03,2019-08,5,RF_RESIDUAL_R15,0.033545878194411,-0.017479578643161076,0.0918273645546419,-0.008551276178889945,-0.05102545683757208
all_models_common,headline_mm,2019-02,2019-07,5,BLEND_LINEAR_RF_R15,0.2592513127013426,0.3232140688937366,0.3686635944700533,0.009905388026723479,0.063962756192394
all_models_common,headline_mm,2019-03,2019-08,5,BLEND_LINEAR_RF_R15,0.014622262917722326,-0.017479578643161076,0.0918273645546419,-0.005987380112480644,-0.0321018415608834
all_models_common,headline_mm,2019-02,2019-07,5,BLEND_WIDE_STATE_R15,0.3212661688712107,0.3232140688937366,0.3686635944700533,0.00018085657828555667,0.001947900022525928
all_models_common,headline_mm,2019-03,2019-08,5,BLEND_WIDE_STATE_R15,0.03512374773460861,-0.017479578643161076,0.0918273645546419,-0.008732707670774564,-0.05260332637776968
all_models_common,headline_mm,2019-02,2019-08,6,INDEPENDENT_BRIDGE,-0.05208307393788107,-0.026260607687213527,0.0918273645546419,0.0067654451189170205,0.025822466250667545
all_models_common,headline_mm,2019-03,2019-09,6,INDEPENDENT_BRIDGE,-0.14605484428631435,-0.15996321108452183,-0.5504587155963248,0.011055752086595955,0.013908366798207505
all_models_common,headline_mm,2019-02,2019-08,6,STABLE_LOCAL_CORE_R14B,0.03935992133860919,-0.026260607687213527,0.0918273645546419,-0.0111919365905656,-0.06562052902582272
all_models_common,headline_mm,2019-03,2019-09,6,STABLE_LOCAL_CORE_R14B,-0.10071131257341724,-0.15996321108452183,-0.5504587155963248,0.04978598748192206,0.05925189851110457
all_models_common,headline_mm,2019-02,2019-08,6,STATE_SLOW_R15,0.006801218999775205,-0.026260607687213527,0.0918273645546419,-0.00671532376027584,-0.03306182668698873
all_models_common,headline_mm,2019-03,2019-09,6,STATE_SLOW_R15,-0.13550345073679457,-0.15996321108452183,-0.5504587155963248,0.01970113279071531,0.024459760347727233
all_models_common,headline_mm,2019-02,2019-08,6,STATE_MID_R15,0.035249044746971256,-0.026260607687213527,0.0918273645546419,-0.010743662915934161,-0.06150965243418478
all_models_common,headline_mm,2019-03,2019-09,6,STATE_MID_R15,-0.11311744324556475,-0.15996321108452183,-0.5504587155963248,0.03878064945745416,0.04684576783895711
all_models_common,headline_mm,2019-02,2019-08,6,STATE_FAST_R15,0.057882842874308324,-0.026260607687213527,0.0918273645546419,-0.012792538636086582,-0.08414345056152185
all_models_common,headline_mm,2019-03,2019-09,6,STATE_FAST_R15,-0.10347967889885837,-0.15996321108452183,-0.5504587155963248,0.04730352020306752,0.05648353218566349
all_models_common,headline_mm,2019-02,2019-08,6,STATE_ADAPT_R15,0.035249044746971256,-0.026260607687213527,0.0918273645546419,-0.010743662915934161,-0.06150965243418478
all_models_common,headline_mm,2019-03,2019-09,6,STATE_ADAPT_R15,-0.11311744324556475,-0.15996321108452183,-0.5504587155963248,0.03878064945745416,0.04684576783895711
all_models_common,headline_mm,2019-02,2019-08,6,ENET_DOMESTIC_R15,0.0010511949376994095,-0.026260607687213527,0.0918273645546419,-0.005704456217869304,-0.027311802624912937
all_models_common,headline_mm,2019-03,2019-09,6,ENET_DOMESTIC_R15,-0.11853729715095429,-0.15996321108452183,-0.5504587155963248,0.034069372667933306,0.04142591393356754
all_models_common,headline_mm,2019-02,2019-08,6,ENET_IMPORTED_R15,-0.004763731887897069,-0.026260607687213527,0.0918273645546419,-0.004614929276221353,-0.02149687579931646
all_models_common,headline_mm,2019-03,2019-09,6,ENET_IMPORTED_R15,-0.10808422808032198,-0.15996321108452183,-0.5504587155963248,0.0432084481611186,0.05187898300419985
all_models_common,headline_mm,2019-02,2019-08,6,ENET_BOTH_R15,-0.07854714291552876,-0.026260607687213527,0.0918273645546419,0.01508270360751002,0.05228653522831524
all_models_common,headline_mm,2019-03,2019-09,6,ENET_BOTH_R15,-0.14357495713742516,-0.15996321108452183,-0.5504587155963248,0.013067653853712613,0.016388253947096643
all_models_common,headline_mm,2019-02,2019-08,6,ENET_WIDE_R15,0.029943313638739644,-0.026260607687213527,0.0918273645546419,-0.010115133430431234,-0.05620392132595317
all_models_common,headline_mm,2019-03,2019-09,6,ENET_WIDE_R15,-0.09561963347443761,-0.15996321108452183,-0.5504587155963248,0.054391851581553324,0.06434357761008425
all_models_common,headline_mm,2019-02,2019-08,6,RF_RESIDUAL_R15,0.02014003933118609,-0.026260607687213527,0.0918273645546419,-0.008805696590499694,-0.04640064701839962
all_models_common,headline_mm,2019-03,2019-09,6,RF_RESIDUAL_R15,-0.10593858148066568,-0.15996321108452183,-0.5504587155963248,0.045111410590275985,0.05402462960385612
all_models_common,headline_mm,2019-02,2019-08,6,BLEND_LINEAR_RF_R15,-0.02922576744549063,-0.026260607687213527,0.0918273645546419,0.0007090915788482925,0.0029651597582771028
all_models_common,headline_mm,2019-03,2019-09,6,BLEND_LINEAR_RF_R15,-0.12475998930210278,-0.15996321108452183,-0.5504587155963248,0.02873266652459544,0.03520322178241908
all_models_common,headline_mm,2019-02,2019-08,6,BLEND_WIDE_STATE_R15,0.03259611505144945,-0.026260607687213527,0.0918273645546419,-0.010436428270483782,-0.05885672273866298
all_models_common,headline_mm,2019-03,2019-09,6,BLEND_WIDE_STATE_R15,-0.10436923409799792,-0.15996321108452183,-0.5504587155963248,0.04650908645951857,0.05559397698652391
all_models_common,headline_mm,2019-02,2019-09,7,INDEPENDENT_BRIDGE,-0.07645697798335958,-0.09188204979642993,-0.5504587155963248,0.014385088843961863,0.015425071813070346
all_models_common,headline_mm,2019-03,2019-10,7,INDEPENDENT_BRIDGE,0.2951091269048117,0.2687798833058104,0.4612546125461358,-0.00944219899714516,-0.02632924359900135
all_models_common,headline_mm,2019-02,2019-09,7,STABLE_LOCAL_CORE_R14B,-0.09603500585327536,-0.09188204979642993,-0.5504587155963248,-0.0037916504395131834,-0.004152956056845403
all_models_common,headline_mm,2019-03,2019-10,7,STABLE_LOCAL_CORE_R14B,0.3126521081389002,0.2687798833058104,0.4612546125461358,-0.014963817080034112,-0.043872224833089835
all_models_common,headline_mm,2019-02,2019-09,7,STATE_SLOW_R15,-0.13029742847079895,-0.09188204979642993,-0.5504587155963248,-0.033757051217169876,-0.038415378674369005
all_models_common,headline_mm,2019-03,2019-10,7,STATE_SLOW_R15,0.27642053247390186,0.2687798833058104,0.4612546125461358,-0.0028828842399875945,-0.0076406491680914845
all_models_common,headline_mm,2019-02,2019-09,7,STATE_MID_R15,-0.10121037527777839,-0.09188204979642993,-0.5504587155963248,-0.008468487137179959,-0.009328325481348432
all_models_common,headline_mm,2019-03,2019-10,7,STATE_MID_R15,0.2996732956182935,0.2687798833058104,0.4612546125461358,-0.010937999416000762,-0.030893412312483104
all_models_common,headline_mm,2019-02,2019-09,7,STATE_FAST_R15,-0.07826855952889304,-0.09188204979642993,-0.5504587155963248,0.012670985070837082,0.013613490267536887
all_models_common,headline_mm,2019-03,2019-10,7,STATE_FAST_R15,0.3096879632396604,0.2687798833058104,0.4612546125461358,-0.014074072214144487,-0.04090807993385004
all_models_common,headline_mm,2019-02,2019-09,7,STATE_ADAPT_R15,-0.10121037527777839,-0.09188204979642993,-0.5504587155963248,-0.008468487137179959,-0.009328325481348432
all_models_common,headline_mm,2019-03,2019-10,7,STATE_ADAPT_R15,0.2996732956182935,0.2687798833058104,0.4612546125461358,-0.010937999416000762,-0.030893412312483104
all_models_common,headline_mm,2019-02,2019-09,7,ENET_DOMESTIC_R15,-0.09386093909107322,-0.09188204979642993,-0.5504587155963248,-0.0018110289066088081,-0.0019788892946432934
all_models_common,headline_mm,2019-03,2019-10,7,ENET_DOMESTIC_R15,0.3065695756929653,0.2687798833058104,0.4612546125461358,-0.01311906076986986,-0.037789692387154905
all_models_common,headline_mm,2019-02,2019-09,7,ENET_IMPORTED_R15,-0.05576061627433779,-0.09188204979642993,-0.5504587155963248,0.03443365105663804,0.03612143352209213
all_models_common,headline_mm,2019-03,2019-10,7,ENET_IMPORTED_R15,0.34405786864133775,0.2687798833058104,0.4612546125461358,-0.023311444614249766,-0.07527798533552738
all_models_common,headline_mm,2019-02,2019-09,7,ENET_BOTH_R15,-0.08961829263419639,-0.09188204979642993,-0.5504587155963248,0.0020813370197649284,0.0022637571622335373
all_models_common,headline_mm,2019-03,2019-10,7,ENET_BOTH_R15,0.3339655389112522,0.2687798833058104,0.4612546125461358,-0.020844013129309762,-0.06518565560544182
all_models_common,headline_mm,2019-02,2019-09,7,ENET_WIDE_R15,-0.09445472331098466,-0.09188204979642993,-0.5504587155963248,-0.002352917435979901,-0.002572673514554702
all_models_common,headline_mm,2019-03,2019-10,7,ENET_WIDE_R15,0.30996877879984697,0.2687798833058104,0.4612546125461358,-0.014159117903826839,-0.04118889549403659
all_models_common,headline_mm,2019-02,2019-09,7,RF_RESIDUAL_R15,-0.0705410302666118,-0.09188204979642993,-0.5504587155963248,0.02002842627608098,0.02134101952981815
all_models_common,headline_mm,2019-03,2019-10,7,RF_RESIDUAL_R15,0.3289272657337175,0.2687798833058104,0.4612546125461358,-0.019535994681722554,-0.060147382427907126
all_models_common,headline_mm,2019-02,2019-09,7,BLEND_LINEAR_RF_R15,-0.08008049483777525,-0.09188204979642993,-0.5504587155963248,0.010963112147830328,0.011801554958654703
all_models_common,headline_mm,2019-03,2019-10,7,BLEND_LINEAR_RF_R15,0.33144634509120696,0.2687798833058104,0.4612546125461358,-0.02019633509648625,-0.06266646178539659
all_models_common,headline_mm,2019-02,2019-09,7,BLEND_WIDE_STATE_R15,-0.0978326538363337,-0.09188204979642993,-0.5504587155963248,-0.005422206631789189,-0.005950604039903773
all_models_common,headline_mm,2019-03,2019-10,7,BLEND_WIDE_STATE_R15,0.30482079811318474,0.2687798833058104,0.4612546125461358,-0.012574983098093618,-0.03604091480737437
all_models_common,headline_mm,2019-02,2019-10,8,INDEPENDENT_BRIDGE,0.36844866327245823,0.3411987741171996,0.4612546125461358,-0.005800460120286415,-0.02724988915525861
all_models_common,headline_mm,2019-03,2019-11,8,INDEPENDENT_BRIDGE,0.04815749054553061,0.04690730009739821,0.2754820936639035,-0.0005699610710447611,-0.0012501904481324044
all_models_common,headline_mm,2019-02,2019-10,8,STABLE_LOCAL_CORE_R14B,0.3148563006023376,0.3411987741171996,0.4612546125461358,0.00701906139911882,0.02634247351486202
all_models_common,headline_mm,2019-03,2019-11,8,STABLE_LOCAL_CORE_R14B,0.070062909508532,0.04690730009739821,0.2754820936639035,-0.010049395034912076,-0.023155609411133787
all_models_common,headline_mm,2019-02,2019-10,8,STATE_SLOW_R15,0.27882337137921104,0.3411987741171996,0.4612546125461358,0.018867753412829834,0.06237540273798858
all_models_common,headline_mm,2019-03,2019-11,8,STATE_SLOW_R15,0.03301840599017458,0.04690730009739821,0.2754820936639035,0.006542203586373058,0.013888894107223632
all_models_common,headline_mm,2019-02,2019-10,8,STATE_MID_R15,0.3087664706678433,0.3411987741171996,0.4612546125461358,0.008839229072619437,0.032432303449356326
all_models_common,headline_mm,2019-03,2019-11,8,STATE_MID_R15,0.05674706937842161,0.04690730009739821,0.2754820936639035,-0.004401425404800152,-0.009839769281023397
all_models_common,headline_mm,2019-02,2019-10,8,STATE_FAST_R15,0.33222624189734584,0.3411987741171996,0.4612546125461358,0.002234916091406693,0.00897253221985378
all_models_common,headline_mm,2019-03,2019-11,8,STATE_FAST_R15,0.06696959852272216,0.04690730009739821,0.2754820936639035,-0.00876897562396934,-0.02006229842532395
all_models_common,headline_mm,2019-02,2019-10,8,STATE_ADAPT_R15,0.3087664706678433,0.3411987741171996,0.4612546125461358,0.008839229072619437,0.032432303449356326
all_models_common,headline_mm,2019-03,2019-11,8,STATE_ADAPT_R15,0.05674706937842161,0.04690730009739821,0.2754820936639035,-0.004401425404800152,-0.009839769281023397
all_models_common,headline_mm,2019-02,2019-10,8,ENET_DOMESTIC_R15,0.31617069048342383,0.3411987741171996,0.4612546125461358,0.006635940100224251,0.02502808363377579
all_models_common,headline_mm,2019-03,2019-11,8,ENET_DOMESTIC_R15,0.06361905944779367,0.04690730009739821,0.2754820936639035,-0.007360490986713979,-0.016711759350395455
all_models_common,headline_mm,2019-02,2019-10,8,ENET_IMPORTED_R15,0.35455501793564415,0.3411987741171996,0.4612546125461358,-0.0030286008508315695,-0.013356243818444524
all_models_common,headline_mm,2019-03,2019-11,8,ENET_IMPORTED_R15,0.10097531152419817,0.04690730009739821,0.2754820936639035,-0.021793819241215928,-0.054068011426799956
all_models_common,headline_mm,2019-02,2019-10,8,ENET_BOTH_R15,0.32044496216474483,0.3411987741171996,0.4612546125461358,0.005413953299654729,0.020753811952454793
all_models_common,headline_mm,2019-03,2019-11,8,ENET_BOTH_R15,0.09091852889196482,0.04690730009739821,0.2754820936639035,-0.018182726812644906,-0.04401122879456662
all_models_common,headline_mm,2019-02,2019-10,8,ENET_WIDE_R15,0.3155724801206751,0.3411987741171996,0.4612546125461358,0.006809879367154633,0.025626293996524496
all_models_common,headline_mm,2019-03,2019-11,8,ENET_WIDE_R15,0.06700628991716831,0.04690730009739821,0.2754820936639035,-0.008784275506123262,-0.020098989819770097
all_models_common,headline_mm,2019-02,2019-10,8,RF_RESIDUAL_R15,0.3396644288640569,0.3411987741171996,0.4612546125461358,0.0003707684269668582,0.0015343452531427215
all_models_common,headline_mm,2019-03,2019-11,8,RF_RESIDUAL_R15,0.08589800146733736,0.04690730009739821,0.2754820936639035,-0.01630430823997442,-0.03899070136993915
all_models_common,headline_mm,2019-02,2019-10,8,BLEND_LINEAR_RF_R15,0.3300538559148547,0.3411987741171996,0.4612546125461358,0.0028002341997458245,0.011144918202344922
all_models_common,headline_mm,2019-03,2019-11,8,BLEND_LINEAR_RF_R15,0.08840820814995261,0.04690730009739821,0.2754820936639035,-0.0172497976126837,-0.04150090805255438
all_models_common,headline_mm,2019-02,2019-10,8,BLEND_WIDE_STATE_R15,0.3121693700730381,0.3411987741171996,0.4612546125461358,0.007813005182387514,0.029029404044161544
all_models_common,headline_mm,2019-03,2019-11,8,BLEND_WIDE_STATE_R15,0.06187644139405059,0.04690730009739821,0.2754820936639035,-0.006619061572341184,-0.01496914129665236
all_models_common,headline_mm,2019-02,2019-11,9,INDEPENDENT_BRIDGE,0.13774961893604237,0.1359041267986845,0.2754820936639035,-0.0005117742395672718,-0.0018454921373578792
all_models_common,headline_mm,2019-03,2019-12,9,INDEPENDENT_BRIDGE,0.07155023305884053,0.10526065847758526,0.1831501831501825,0.006387770806666883,0.03371042541874472
all_models_common,headline_mm,2019-02,2019-11,9,STABLE_LOCAL_CORE_R14B,0.07348332614194958,0.1359041267986845,0.2754820936639035,0.021321493246160214,0.062420800656734915
all_models_common,headline_mm,2019-03,2019-12,9,STABLE_LOCAL_CORE_R14B,0.14514044835606787,0.10526065847758526,0.1831501831501825,-0.0046220381146042065,-0.03987978987848262
all_models_common,headline_mm,2019-02,2019-11,9,STATE_SLOW_R15,0.036369703929737894,0.1359041267986845,0.2754820936639035,0.03769272609015533,0.09953442286894659
all_models_common,headline_mm,2019-03,2019-12,9,STATE_SLOW_R15,0.10728008789712389,0.10526065847758526,0.1831501831501825,-0.0003105067000149474,-0.002019429419538629
all_models_common,headline_mm,2019-02,2019-11,9,STATE_MID_R15,0.06671673697707375,0.1359041267986845,0.2754820936639035,0.024100965318351077,0.06918738982161074
