target_month,first_release_dt,detail_release_dt,available_from,source
2026-09,2026-10-06T09:00:00+02:00,2026-10-13T09:00:00+02:00,2026-09-22T17:50:00.528349+00:00,https://csu.gov.cz/statistika/information_for_media | https://csu.gov.cz/rychle-informace/consumer-price-indices-inflation-august-2026
