edge,horizon,n_train,n_features,seconds
2010-12,1,103,29,3.072267900017323
2010-12,2,102,29,2.4937070999876596
2010-12,3,101,29,2.554545099992538
2010-12,4,100,29,3.168392899999162
2010-12,5,99,29,3.0694685999769717
2010-12,6,98,29,3.0973817000049166
2010-12,7,97,29,3.2319134999997914
2010-12,8,96,29,1.8088066999916919
2010-12,9,95,29,1.9952856999880169
2010-12,10,94,29,2.0363624000165146
2010-12,11,93,26,2.333060100005241
2010-12,12,92,26,2.3391349999874365
2010-12,13,91,26,1.7997036000015214
2011-01,1,104,29,2.3797792000113986
2011-01,2,103,29,1.9410695999977179
2011-01,3,102,29,2.022033500019461
2011-01,4,101,29,1.8834976999787614
2011-01,5,100,29,2.077880800003186
2011-01,6,99,29,2.21588229999179
2011-01,7,98,29,1.94459889997961
2011-01,8,97,29,2.017456100002164
2011-01,9,96,29,2.2263917999807745
2011-01,10,95,29,2.059559299988905
2011-01,11,94,29,2.1767796000058297
2011-01,12,93,26,2.1249193999974523
2011-01,13,92,26,1.894257000007201
2011-02,1,105,30,2.275805000012042
2011-02,2,104,29,1.9285858999937773
2011-02,3,103,29,1.958580400008941
2011-02,4,102,29,2.0586263999866787
2011-02,5,101,29,2.1988949999795295
2011-02,6,100,29,1.775459199998295
2011-02,7,99,29,2.3097665999957826
2011-02,8,98,29,1.988785599998664
2011-02,9,97,29,1.9061448999855202
2011-02,10,96,29,2.2547893000009935
2011-02,11,95,29,2.2499236000003293
2011-02,12,94,29,2.1660979999869596
2011-02,13,93,26,1.9749052999832202
2011-03,1,106,31,2.0766679999942426
2011-03,2,105,30,2.3754406000080053
2011-03,3,104,29,2.398936199984746
2011-03,4,103,29,1.783113899989985
2011-03,5,102,29,2.082993299991358
2011-03,6,101,29,2.260117799974978
2011-03,7,100,29,1.678996799979359
2011-03,8,99,29,2.219313299981877
2011-03,9,98,29,2.2653323999838904
2011-03,10,97,29,1.9351790999935474
2011-03,11,96,29,2.1639803999860305
2011-03,12,95,29,1.807649099995615
2011-03,13,94,29,2.2118361000029836
2011-04,1,107,31,2.0981847000075504
2011-04,2,106,31,2.008769299980486
2011-04,3,105,30,2.2226400999934413
2011-04,4,104,29,2.0975045999803115
2011-04,5,103,29,2.1828536999819335
2011-04,6,102,29,2.2096733000071254
2011-04,7,101,29,2.2555835000239313
2011-04,8,100,29,2.4480987999995705
2011-04,9,99,29,1.9739274999883492
2011-04,10,98,29,2.5648555000079796
2011-04,11,97,29,2.385026400006609
2011-04,12,96,29,1.9134377999871504
2011-04,13,95,29,1.8566920000012033
2011-05,1,108,31,2.615567699976964
2011-05,2,107,31,2.3194073000049684
2011-05,3,106,31,1.9918984999821987
2011-05,4,105,30,2.0082424999854993
2011-05,5,104,29,1.8403267999819946
2011-05,6,103,29,2.533127200003946
2011-05,7,102,29,2.5435168000112753
2011-05,8,101,29,2.457725300017046
2011-05,9,100,29,2.6286392000038177
2011-05,10,99,29,1.7573865999875125
2011-05,11,98,29,1.7259933000023011
2011-05,12,97,29,2.367742000002181
2011-05,13,96,29,2.4258860000118148
2011-06,1,109,31,2.464269999996759
2011-06,2,108,31,2.4019527999917045
2011-06,3,107,31,2.1950685000047088
2011-06,4,106,31,2.3110072999843396
2011-06,5,105,30,2.393195899989223
2011-06,6,104,29,1.9478890000027604
2011-06,7,103,29,2.544776000024285
2011-06,8,102,29,2.6266281999996863
2011-06,9,101,29,2.4206610999826808
2011-06,10,100,29,2.0515135999885388
2011-06,11,99,29,2.310861299978569
2011-06,12,98,29,2.5925053999817465
2011-06,13,97,29,2.0285076999862213
2011-07,1,110,31,2.308846200001426
2011-07,2,109,31,2.3438868000230286
2011-07,3,108,31,2.6675866000005044
2011-07,4,107,31,2.5820683000201825
2011-07,5,106,31,1.7670619999989867
2011-07,6,105,30,1.713829300017096
2011-07,7,104,29,2.1834321999922395
2011-07,8,103,29,2.619042600010289
2011-07,9,102,29,2.039321899996139
2011-07,10,101,29,1.9934332999982871
2011-07,11,100,29,1.6988874000089709
2011-07,12,99,29,2.010269199992763
2011-07,13,98,29,2.579642500000773
2011-08,1,111,31,2.354907100001583
2011-08,2,110,31,1.9183674000087194
2011-08,3,109,31,1.94634359999327
2011-08,4,108,31,2.3773158000258263
2011-08,5,107,31,2.5821105999930296
