"Ukazatel","IndicatorType","Reprezentant","REPRCENZEM","Měsíce, jejich kumulace, čtvrtletí, roky","CASMKMQR","ČR a kraje-Stát","UZ02HU.STAT","ČR a kraje-Kraj","UZ02HU.KRAJ","Hodnota","MJ_TEXT","MJ_SYMBOL"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden 2014","2014-01K","Česko","CZ","","","58609.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","únor 2014","2014-02","Česko","CZ","","","58388.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - únor 2014","2014-02K","Česko","CZ","","","58499.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","březen 2014","2014-03","Česko","CZ","","","59133.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - březen 2014","2014-03K","Česko","CZ","","","58710.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","duben 2014","2014-04","Česko","CZ","","","59310.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - duben 2014","2014-04K","Česko","CZ","","","58860.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","květen 2014","2014-05","Česko","CZ","","","60476.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - květen 2014","2014-05K","Česko","CZ","","","59183.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","červen 2014","2014-06","Česko","CZ","","","60048.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - červen 2014","2014-06K","Česko","CZ","","","59327.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","červenec 2014","2014-07","Česko","CZ","","","60330.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - červenec 2014","2014-07K","Česko","CZ","","","59471.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","srpen 2014","2014-08","Česko","CZ","","","59718.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - srpen 2014","2014-08K","Česko","CZ","","","59502.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","září 2014","2014-09","Česko","CZ","","","60567.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - září 2014","2014-09K","Česko","CZ","","","59620.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","říjen 2014","2014-10","Česko","CZ","","","58842.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - říjen 2014","2014-10K","Česko","CZ","","","59542.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","listopad 2014","2014-11","Česko","CZ","","","56619.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - listopad 2014","2014-11K","Česko","CZ","","","59276.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","prosinec 2014","2014-12","Česko","CZ","","","56559.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - prosinec 2014","2014-12K","Česko","CZ","","","59050.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","2014","2014","Česko","CZ","","","59050.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden 2015","2015-01","Česko","CZ","","","54849.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden 2015","2015-01K","Česko","CZ","","","54849.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","únor 2015","2015-02","Česko","CZ","","","49864.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - únor 2015","2015-02K","Česko","CZ","","","52357.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","březen 2015","2015-03","Česko","CZ","","","53810.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - březen 2015","2015-03K","Česko","CZ","","","52841.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","duben 2015","2015-04","Česko","CZ","","","49941.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - duben 2015","2015-04K","Česko","CZ","","","52116.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","květen 2015","2015-05","Česko","CZ","","","53028.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - květen 2015","2015-05K","Česko","CZ","","","52298.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","červen 2015","2015-06","Česko","CZ","","","54931.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - červen 2015","2015-06K","Česko","CZ","","","52737.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","červenec 2015","2015-07","Česko","CZ","","","55550.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - červenec 2015","2015-07K","Česko","CZ","","","53139.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","srpen 2015","2015-08","Česko","CZ","","","54664.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - srpen 2015","2015-08K","Česko","CZ","","","53330.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","září 2015","2015-09","Česko","CZ","","","52455.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - září 2015","2015-09K","Česko","CZ","","","53232.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","říjen 2015","2015-10","Česko","CZ","","","52259.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - říjen 2015","2015-10K","Česko","CZ","","","53135.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","listopad 2015","2015-11","Česko","CZ","","","52481.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - listopad 2015","2015-11K","Česko","CZ","","","53076.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","prosinec 2015","2015-12","Česko","CZ","","","49754.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - prosinec 2015","2015-12K","Česko","CZ","","","52799.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","2015","2015","Česko","CZ","","","52799.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden 2016","2016-01","Česko","CZ","","","46736.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden 2016","2016-01K","Česko","CZ","","","46736.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","únor 2016","2016-02","Česko","CZ","","","46147.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - únor 2016","2016-02K","Česko","CZ","","","46442.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","březen 2016","2016-03","Česko","CZ","","","46643.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - březen 2016","2016-03K","Česko","CZ","","","46509.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","duben 2016","2016-04","Česko","CZ","","","47639.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - duben 2016","2016-04K","Česko","CZ","","","46791.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","květen 2016","2016-05","Česko","CZ","","","48551.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - květen 2016","2016-05K","Česko","CZ","","","47143.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","červen 2016","2016-06","Česko","CZ","","","47803.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - červen 2016","2016-06K","Česko","CZ","","","47253.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","červenec 2016","2016-07","Česko","CZ","","","48917.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - červenec 2016","2016-07K","Česko","CZ","","","47491.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","srpen 2016","2016-08","Česko","CZ","","","56544.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - srpen 2016","2016-08K","Česko","CZ","","","48623.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","září 2016","2016-09","Česko","CZ","","","56750.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - září 2016","2016-09K","Česko","CZ","","","49526.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","říjen 2016","2016-10","Česko","CZ","","","57827.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - říjen 2016","2016-10K","Česko","CZ","","","50356.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","listopad 2016","2016-11","Česko","CZ","","","56631.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - listopad 2016","2016-11K","Česko","CZ","","","50926.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","prosinec 2016","2016-12","Česko","CZ","","","58486.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - prosinec 2016","2016-12K","Česko","CZ","","","51556.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","2016","2016","Česko","CZ","","","51556.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden 2017","2017-01","Česko","CZ","","","57945.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden 2017","2017-01K","Česko","CZ","","","57945.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","únor 2017","2017-02","Česko","CZ","","","55667.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - únor 2017","2017-02K","Česko","CZ","","","56806.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","březen 2017","2017-03","Česko","CZ","","","57588.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - březen 2017","2017-03K","Česko","CZ","","","57067.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","duben 2017","2017-04","Česko","CZ","","","62800.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - duben 2017","2017-04K","Česko","CZ","","","58500.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","květen 2017","2017-05","Česko","CZ","","","63338.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - květen 2017","2017-05K","Česko","CZ","","","59468.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","červen 2017","2017-06","Česko","CZ","","","63050.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - červen 2017","2017-06K","Česko","CZ","","","60065.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","červenec 2017","2017-07","Česko","CZ","","","63981.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - červenec 2017","2017-07K","Česko","CZ","","","60624.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","srpen 2017","2017-08","Česko","CZ","","","65608.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - srpen 2017","2017-08K","Česko","CZ","","","61247.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","září 2017","2017-09","Česko","CZ","","","67330.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - září 2017","2017-09K","Česko","CZ","","","61923.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","říjen 2017","2017-10","Česko","CZ","","","65934.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - říjen 2017","2017-10K","Česko","CZ","","","62324.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","listopad 2017","2017-11","Česko","CZ","","","60743.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - listopad 2017","2017-11K","Česko","CZ","","","62180.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","prosinec 2017","2017-12","Česko","CZ","","","60272.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - prosinec 2017","2017-12K","Česko","CZ","","","62021.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","2017","2017","Česko","CZ","","","62021.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden 2018","2018-01","Česko","CZ","","","61300.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden 2018","2018-01K","Česko","CZ","","","61300.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","únor 2018","2018-02","Česko","CZ","","","57854.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - únor 2018","2018-02K","Česko","CZ","","","59577.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","březen 2018","2018-03","Česko","CZ","","","60131.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - březen 2018","2018-03K","Česko","CZ","","","59762.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - duben 2018","2018-04K","Česko","CZ","","","61651.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","květen 2018","2018-05","Česko","CZ","","","67769.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - květen 2018","2018-05K","Česko","CZ","","","62874.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","červen 2018","2018-06","Česko","CZ","","","63667.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - červen 2018","2018-06K","Česko","CZ","","","63007.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","červenec 2018","2018-07","Česko","CZ","","","61667.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - červenec 2018","2018-07K","Česko","CZ","","","62815.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","srpen 2018","2018-08","Česko","CZ","","","61667.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - srpen 2018","2018-08K","Česko","CZ","","","62672.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","září 2018","2018-09","Česko","CZ","","","58964.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - září 2018","2018-09K","Česko","CZ","","","62260.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","říjen 2018","2018-10","Česko","CZ","","","60000.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - říjen 2018","2018-10K","Česko","CZ","","","62034.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","listopad 2018","2018-11","Česko","CZ","","","56860.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - listopad 2018","2018-11K","Česko","CZ","","","61563.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","prosinec 2018","2018-12","Česko","CZ","","","60463.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - prosinec 2018","2018-12K","Česko","CZ","","","61472.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","2018","2018","Česko","CZ","","","61472.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","únor 2019","2019-02","Česko","CZ","","","50000.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - únor 2019","2019-02K","Česko","CZ","","","57522.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","březen 2019","2019-03","Česko","CZ","","","52315.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - březen 2019","2019-03K","Česko","CZ","","","55786.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","duben 2019","2019-04","Česko","CZ","","","54420.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - duben 2019","2019-04K","Česko","CZ","","","55445.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","květen 2019","2019-05","Česko","CZ","","","60020.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - květen 2019","2019-05K","Česko","CZ","","","56360.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","červen 2019","2019-06","Česko","CZ","","","61775.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - červen 2019","2019-06K","Česko","CZ","","","57262.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","červenec 2019","2019-07","Česko","CZ","","","62998.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - červenec 2019","2019-07K","Česko","CZ","","","58082.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","srpen 2019","2019-08","Česko","CZ","","","64352.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - srpen 2019","2019-08K","Česko","CZ","","","58866.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","září 2019","2019-09","Česko","CZ","","","61102.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - září 2019","2019-09K","Česko","CZ","","","59114.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","říjen 2019","2019-10","Česko","CZ","","","61750.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - říjen 2019","2019-10K","Česko","CZ","","","59378.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - listopad 2019","2019-11K","Česko","CZ","","","59616.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","prosinec 2019","2019-12","Česko","CZ","","","62333.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - prosinec 2019","2019-12K","Česko","CZ","","","59842.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","2019","2019","Česko","CZ","","","59842.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden 2020","2020-01","Česko","CZ","","","63250.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden 2020","2020-01K","Česko","CZ","","","63250.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","únor 2020","2020-02","Česko","CZ","","","61973.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - únor 2020","2020-02K","Česko","CZ","","","62612.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","březen 2020","2020-03","Česko","CZ","","","62375.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - březen 2020","2020-03K","Česko","CZ","","","62533.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","duben 2020","2020-04","Česko","CZ","","","66667.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - duben 2020","2020-04K","Česko","CZ","","","63566.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","květen 2020","2020-05","Česko","CZ","","","64333.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - květen 2020","2020-05K","Česko","CZ","","","63720.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","červen 2020","2020-06","Česko","CZ","","","59828.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - červen 2020","2020-06K","Česko","CZ","","","63071.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","červenec 2020","2020-07","Česko","CZ","","","59424.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - červenec 2020","2020-07K","Česko","CZ","","","62550.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","srpen 2020","2020-08","Česko","CZ","","","56105.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - srpen 2020","2020-08K","Česko","CZ","","","61744.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","září 2020","2020-09","Česko","CZ","","","51723.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - září 2020","2020-09K","Česko","CZ","","","60631.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","říjen 2020","2020-10","Česko","CZ","","","54051.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - říjen 2020","2020-10K","Česko","CZ","","","59973.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - listopad 2020","2020-11K","Česko","CZ","","","59339.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","prosinec 2020","2020-12","Česko","CZ","","","48496.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Odstavená selata v živém [t]","5610","leden - prosinec 2020","2020-12K","Česko","CZ","","","58435.0","koruna česká","Kč"
