scope,sample,model,n,mae,rmse,bias,max_abs
all_models_common,full,ANCHOR_HL12_R21,1068,0.5910182382178126,0.9209894053939048,0.16111632781123442,4.242400207386994
all_models_common,full,ANCHOR_HL24_R21,1068,0.6086291256725013,0.9333383446227097,0.13954802606747724,4.244260063090945
all_models_common,full,CORE_FEEDBACK_R21,1068,0.6412113955166805,0.9624930570220462,0.11135041904521763,4.2468427681601995
all_models_common,full,DAMPED_P95_Q001_R16,1068,0.6228023984990572,0.9428791849754131,0.1086977690439472,4.273998577958542
all_models_common,full,DUAL_FEEDBACK_R21,1068,0.6458337125968193,0.9692801769244006,0.10464244154221729,4.203518460115765
all_models_common,full,FOOD_FEEDBACK_R21,1068,0.6357569154986527,0.9587789819504762,0.10485037118543819,4.191551626810433
all_models_common,full,POOL_COMPLETE_R21,1068,0.594187434833697,0.92069345803122,0.12861841213271644,4.307756006837456
all_models_common,full,POOL_PARTIAL_R21,1068,0.5989122803619285,0.9277138347444207,0.1224939983731089,4.307756006837456
all_models_common,full,POOL_PRIOR_R21,1068,0.5955612420509409,0.9218466225857781,0.11140921959079897,4.269175497122758
all_models_common,full,STABLE_LOCAL_CORE_R14B,1068,0.5264851881805831,0.885102657404148,0.1135142137184415,4.33150934331243
all_models_common,full,STATE_FAST_R15,1068,0.6314444686001951,0.9523214613072183,0.11154790218333249,4.234760960919994
all_models_common,origins_2019_2021,ANCHOR_HL12_R21,408,0.5648882028380756,0.868210858206966,0.24416617702805157,4.242400207386994
all_models_common,origins_2019_2021,ANCHOR_HL24_R21,408,0.5900043025487122,0.8915966438997958,0.23872563676426153,4.244260063090945
all_models_common,origins_2019_2021,CORE_FEEDBACK_R21,408,0.6344293693164761,0.9378828963259911,0.23471127801832992,4.2468427681601995
all_models_common,origins_2019_2021,DAMPED_P95_Q001_R16,408,0.6112747717117263,0.9158847839378287,0.22963368053618358,4.273998577958542
all_models_common,origins_2019_2021,DUAL_FEEDBACK_R21,408,0.6341573295070654,0.938088313182117,0.23245224782868465,4.203518460115765
all_models_common,origins_2019_2021,FOOD_FEEDBACK_R21,408,0.6205826412221868,0.9224081564898697,0.22881707908414473,4.191551626810433
all_models_common,origins_2019_2021,POOL_COMPLETE_R21,408,0.5381539164269494,0.8461570949705272,0.21972741539378127,4.307756006837456
