origin,h,target,as_of_utc,model,mm_forecast,mm_actual,yy_actual,yy_exante,cumulative_log_forecast,cumulative_log_actual,core_mm_forecast,core_mm_actual,core_cumulative_log_forecast,core_cumulative_log_actual
2019-02,0,2019-02,2019-03-10T22:59:00+00:00,STABLE_LOCAL_CORE_R14B,0.3177548805881821,0.1867413632119507,2.6794258373205744,2.8136990211578414,0.0,0.0,,0.3,,
2019-02,1,2019-03,2019-03-10T22:59:00+00:00,STABLE_LOCAL_CORE_R14B,0.06528821987417671,0.1863932898415576,2.969348659003822,2.9793691058545475,0.06526691638784538,0.18621979310646208,0.1405187924219625,-0.1,0.14042015715675432,-0.10005003335835334
2019-02,2,2019-04,2019-03-10T22:59:00+00:00,STABLE_LOCAL_CORE_R14B,0.2905354735915999,0.0930232558139509,2.769818529130847,2.9826335955546885,0.3553811513735216,0.2791998091031148,0.49876992774030676,0.4,0.6379503482730948,0.299152093595392
2019-02,3,2019-05,2019-03-10T22:59:00+00:00,STABLE_LOCAL_CORE_R14B,0.23004435907982262,0.6505576208178487,2.9467680608364977,2.7289521708334927,0.5851613135201371,0.9276504370292084,0.21732262008069433,0.1,0.8550371643229946,0.39910212690374536
2019-02,4,2019-06,2019-03-10T22:59:00+00:00,STABLE_LOCAL_CORE_R14B,0.1597857520899056,0.1846722068328699,2.7462121212121224,2.5033518148264973,0.7448195440000247,1.112152334386138,0.28666002039815575,0.3,1.1412870984001036,0.6986530248835933
2019-02,5,2019-07,2019-03-10T22:59:00+00:00,STABLE_LOCAL_CORE_R14B,0.3266810499847816,0.3686635944700533,2.9300567107750517,2.643809686096246,1.0709681507217397,1.4801380302261997,0.5528559983673214,1.0,1.6926204574168326,1.6936861102004017
2019-02,6,2019-08,2019-03-10T22:59:00+00:00,STABLE_LOCAL_CORE_R14B,0.03935992133860919,0.0918273645546419,2.9272898961284195,2.5872468375456044,1.110320328075261,1.571923259249096,0.24245761743532226,0.2,1.9347846206099542,1.8934863764677075
2019-02,7,2019-09,2019-03-10T22:59:00+00:00,STABLE_LOCAL_CORE_R14B,-0.09603500585327536,-0.5504587155963248,2.6515151515151705,2.7798883257706986,1.0142391790654852,1.019943936889315,-0.29787763480844376,-0.9,1.636462447368384,0.989411911252801
2019-02,8,2019-10,2019-03-10T22:59:00+00:00,STABLE_LOCAL_CORE_R14B,0.3148563006023376,0.4612546125461358,2.735849056603792,2.7144274788601352,1.3286008452042317,1.4801380302262204,0.44691485131251796,0.6,2.082381599774579,1.5876190790075473
2019-02,9,2019-11,2019-03-10T22:59:00+00:00,STABLE_LOCAL_CORE_R14B,0.07348332614194958,0.2754820936639035,3.116147308781873,2.886968634556385,1.4020571855692987,1.7552413674152,0.0938154463635396,0.0,2.176153066952267,1.5876190790075473
2019-02,10,2019-12,2019-03-10T22:59:00+00:00,STABLE_LOCAL_CORE_R14B,0.14816924145849292,0.1831501831501825,3.207547169811327,2.9422084798102035,1.5501167647177303,1.938224035122816,0.26233394997381954,0.1,2.438143522024227,1.6875691123159007
2019-02,11,2020-01,2019-03-10T22:59:00+00:00,STABLE_LOCAL_CORE_R14B,0.8517599502439374,1.4625228519195457,3.6414565826330487,2.7527270985528687,2.3982697074552353,3.3901551675681305,0.3690350531157074,0.8,2.806499311422357,2.484386077233588
2019-02,12,2020-02,2019-03-10T22:59:00+00:00,STABLE_LOCAL_CORE_R14B,0.32876847100754364,0.2702702702702675,3.7278657968313063,2.7640080173900476,2.726498916550642,3.660060864484629,0.3809646082238606,0.7,3.1867400872636455,3.1819474508761125
2019-03,0,2019-03,2019-04-09T21:59:00+00:00,STABLE_LOCAL_CORE_R14B,0.0994602395416571,0.1863932898415576,2.969348659003822,2.8800008017511463,0.0,0.0,,-0.1,,
2019-03,1,2019-04,2019-04-09T21:59:00+00:00,STABLE_LOCAL_CORE_R14B,0.3452532700675915,0.0930232558139509,2.769818529130847,2.939394510974609,0.3446586392270239,0.09298001599665273,0.4907012363807908,0.4,0.489501221919977,0.39920212695374535
2019-03,2,2019-05,2019-04-09T21:59:00+00:00,STABLE_LOCAL_CORE_R14B,0.2339851751271257,0.6505576208178487,2.9467680608364977,2.6898569704089508,0.5783704953109183,0.7414306439227463,0.20927652513167283,0.1,0.6985590687735134,0.49915216026209863
2019-03,3,2019-06,2019-04-09T21:59:00+00:00,STABLE_LOCAL_CORE_R14B,0.1627851920545981,0.1846722068328699,2.7462121212121224,2.4674109238317903,0.7410233358846958,0.925932541279676,0.2786083585941047,0.3,0.976780033654259,0.7987030582419465
2019-03,4,2019-07,2019-04-09T21:59:00+00:00,STABLE_LOCAL_CORE_R14B,0.3275176435579722,0.3686635944700533,2.9300567107750517,2.608675161456171,1.0680058086093578,1.2939182371197377,0.5447829646281815,1.0,1.5200844234746245,1.7937361435587549
2019-03,5,2019-08,2019-04-09T21:59:00+00:00,STABLE_LOCAL_CORE_R14B,0.0382026062490988,0.0918273645546419,2.9272898961284195,2.550945289785293,1.1062011195207824,1.3857034661426337,0.23440950448611902,0.2,1.7542196174713824,1.9935364098260604
2019-03,6,2019-09,2019-04-09T21:59:00+00:00,STABLE_LOCAL_CORE_R14B,-0.10071131257341724,-0.5504587155963248,2.6515151515151705,2.738709389246632,1.0054390590295066,0.8337241437828525,-0.30588236614825853,-0.9,1.4478684750334487,1.089461944611154
2019-03,7,2019-10,2019-04-09T21:59:00+00:00,STABLE_LOCAL_CORE_R14B,0.3126521081389002,0.4612546125461358,2.735849056603792,2.6710187559512266,1.3176034268206749,1.293918237119758,0.4388503232139794,0.6,1.8857586582432806,1.6876691123659002
2019-03,8,2019-11,2019-04-09T21:59:00+00:00,STABLE_LOCAL_CORE_R14B,0.070062909508532,0.2754820936639035,3.116147308781873,2.8399719003290955,1.3876418037309288,1.5690215743087381,0.08577926736937133,0.0,1.9715011562246052,1.6876691123659002
2019-03,9,2019-12,2019-04-09T21:59:00+00:00,STABLE_LOCAL_CORE_R14B,0.14514044835606787,0.1831501831501825,3.207547169811327,2.8920746416376644,1.532677025143851,1.752004242016354,0.2542842412240635,0.1,2.225462642100202,1.7876191456742536
2019-03,10,2020-01,2019-04-09T21:59:00+00:00,STABLE_LOCAL_CORE_R14B,0.8456260774758257,1.4625228519195457,3.6414565826330487,2.6964390922978945,2.3747477147686067,3.2039353744616688,0.36097677771115955,0.8,2.585789462301969,2.584436110591941
2019-03,11,2020-02,2019-04-09T21:59:00+00:00,STABLE_LOCAL_CORE_R14B,0.3046197677896558,0.2702702702702675,3.7278657968313063,2.8172703742748597,2.678904456617674,3.473841071378167,0.36958951189481326,0.7,2.9546976703293573,3.2819974842344655
2019-03,12,2020-03,2019-04-09T21:59:00+00:00,STABLE_LOCAL_CORE_R14B,0.04633160606854004,-0.0898472596585708,3.4418604651162905,2.762699240131387,2.7252253329116662,3.3839534248764616,0.1324788637810565,-0.3,3.087088858289748,2.9815465822045932
2019-04,0,2019-04,2019-05-12T21:59:00+00:00,STABLE_LOCAL_CORE_R14B,0.3871075486743048,0.0930232558139509,2.769818529130847,3.0717675404249056,0.0,0.0,,0.4,,
2019-04,1,2019-05,2019-05-12T21:59:00+00:00,STABLE_LOCAL_CORE_R14B,0.27512713674423694,0.6505576208178487,2.9467680608364977,2.8641133104404206,0.274749354799169,0.6484506279260935,0.1952845184760323,0.1,0.19509408614318868,0.09995003330835331
2019-04,2,2019-06,2019-05-12T21:59:00+00:00,STABLE_LOCAL_CORE_R14B,0.15394167103577733,0.1846722068328699,2.7462121212121224,2.6322274391342066,0.4285726571081661,0.8329525252830231,0.2646066712830509,0.3,0.4593512903135867,0.3995009312882012
2019-04,3,2019-07,2019-05-12T21:59:00+00:00,STABLE_LOCAL_CORE_R14B,0.3190531302641631,0.3686635944700533,2.9300567107750517,2.7650480007099767,0.7471178928880989,1.200938221123085,0.530744111926973,1.0,0.9886919194236045,1.3945340166050095
2019-04,4,2019-08,2019-05-12T21:59:00+00:00,STABLE_LOCAL_CORE_R14B,0.02946747660803882,0.0918273645546419,2.9272898961284195,2.6982619666552226,0.7765810286879796,1.2927234501459808,0.22041398856640038,0.2,1.208863352710015,1.5943342828723153
2019-04,5,2019-09,2019-05-12T21:59:00+00:00,STABLE_LOCAL_CORE_R14B,-0.10830418492273178,-0.5504587155963248,2.6515151515151705,2.8784758927248912,0.6682181524022607,0.7407441277861999,-0.31980244227126337,-0.9,0.8885484495617336,0.6902598176574088
2019-04,6,2019-10,2019-05-12T21:59:00+00:00,STABLE_LOCAL_CORE_R14B,0.30433630147222823,0.4612546125461358,2.735849056603792,2.80217028111207,0.9720922884066217,1.2009382211231054,0.4248262616606077,0.6,1.3124748720612178,1.288466985412155
2019-04,7,2019-11,2019-05-12T21:59:00+00:00,STABLE_LOCAL_CORE_R14B,0.06213805616174544,0.2754820936639035,3.116147308781873,2.9631846312576435,1.0342110468719776,1.4760415583120852,0.07180450437132901,0.0,1.3842536093321949,1.288466985412155
2019-04,8,2019-12,2019-05-12T21:59:00+00:00,STABLE_LOCAL_CORE_R14B,0.13704568908775,0.1831501831501825,3.207547169811327,3.0070230378619223,1.171162914064699,1.6590242260197012,0.24028595023742136,0.1,1.624251334497444,1.3884170187205085
