geo,origin,band,label_end,f,r,mu,phase,momentum,change,last_month
AT,2004-03,4,2005-03,0.18980161065425463,0.14671515805022622,,building,1.1944402125151328,1.992316785695607,2004-01
AT,2004-06,1,2004-09,0.0650408887117485,0.17960274985748806,,building,1.1928570865273969,1.4591688284757538,2004-04
AT,2004-06,2,2004-12,0.06910766130350628,0.22004126888589823,,building,1.1928570865273969,1.4591688284757538,2004-04
AT,2004-06,3,2005-03,0.07118984887048628,0.12877861465469279,,building,1.1928570865273969,1.4591688284757538,2004-04
AT,2004-06,4,2005-06,0.07225592890478004,-0.05469030319271841,,building,1.1928570865273969,1.4591688284757538,2004-04
AT,2004-09,1,2004-12,0.17858296870959242,0.224108832819348,,building,1.3106347505300846,0.11619453801495183,2004-07
AT,2004-09,2,2005-03,0.17269994335740782,0.1328461785881425,,building,1.3106347505300846,0.11619453801495183,2004-07
AT,2004-09,3,2005-06,0.1696878343770893,-0.05358561795617895,,building,1.3106347505300846,0.11619453801495183,2004-07
AT,2004-09,4,2005-09,0.16814563457916623,0.08579472276244343,,building,1.3106347505300846,0.11619453801495183,2004-07
AT,2004-12,1,2005-03,0.19490910407306505,0.13828612144231497,,building,2.985296314968082,1.792439228440685,2004-10
AT,2004-12,2,2005-06,0.1906720966199736,-0.048145675102006465,,building,2.985296314968082,1.792439228440685,2004-10
AT,2004-12,3,2005-09,0.1885027488039908,0.08825873873237829,,building,2.985296314968082,1.792439228440685,2004-10
AT,2004-12,4,2005-12,0.18739204272220755,0.1043752769378874,,building,2.985296314968082,1.792439228440685,2004-10
AT,2005-03,1,2005-06,0.12603210489843883,-0.0499122002248795,0.14485868830130927,building,3.4552381506659913,2.1446034001359067,2005-01
AT,2005-03,2,2005-09,0.12822024583355718,0.08649221360950528,0.14485868830130927,building,3.4552381506659913,2.1446034001359067,2005-01
AT,2005-03,3,2005-12,0.12934057399233775,0.1024021268131272,0.14485868830130927,building,3.4552381506659913,2.1446034001359067,2005-01
AT,2005-03,4,2006-03,0.12991418200963342,0.16644829051957777,0.14485868830130927,building,3.4552381506659913,2.1446034001359067,2005-01
AT,2005-06,1,2005-09,0.07022353813683663,0.08010294635519233,0.1410077983823426,fading,2.1506205220963466,-0.8346757928717352,2005-04
AT,2005-06,2,2005-12,0.07362169213000751,0.09601285955881426,0.1410077983823426,fading,2.1506205220963466,-0.8346757928717352,2005-04
AT,2005-06,3,2006-03,0.07536154697451097,0.1546555829485136,0.1410077983823426,fading,2.1506205220963466,-0.8346757928717352,2005-04
AT,2005-06,4,2006-06,0.07625235265489676,0.0969911354571425,0.1410077983823426,fading,2.1506205220963466,-0.8346757928717352,2005-04
AT,2005-09,1,2005-12,0.03999903113299658,0.0915437770296695,0.1350385551973593,fading,-0.5044146886677936,-3.959652839333785,2005-07
AT,2005-09,2,2006-03,0.04371998218430584,0.15018650041936882,0.1350385551973593,fading,-0.5044146886677936,-3.959652839333785,2005-07
AT,2005-09,3,2006-06,0.04562510912257619,0.09609703339887042,0.1350385551973593,fading,-0.5044146886677936,-3.959652839333785,2005-07
AT,2005-09,4,2006-09,0.046600534114970595,0.06655443257136852,0.1350385551973593,fading,-0.5044146886677936,-3.959652839333785,2005-07
AT,2005-12,1,2006-03,0.10512580677626665,0.15401551599076058,0.13371562139654922,fading,-0.8799553951848225,-3.030575917281169,2005-10
AT,2005-12,2,2006-06,0.10404733846961801,0.09992604897026221,0.13371562139654922,fading,-0.8799553951848225,-3.030575917281169,2005-10
AT,2005-12,3,2006-09,0.10349516269661392,0.059167032744807724,0.13371562139654922,fading,-0.8799553951848225,-3.030575917281169,2005-10
AT,2005-12,4,2006-12,0.10321244870083583,0.13596460896498094,0.13371562139654922,fading,-0.8799553951848225,-3.030575917281169,2005-10
AT,2006-03,1,2006-06,0.044705710615870926,0.09906040107022673,0.12569368509440396,building,0.5044146886677936,1.0088293773355872,2006-01
AT,2006-03,2,2006-09,0.048308836158307555,0.0583013848447723,0.12569368509440396,building,0.5044146886677936,1.0088293773355872,2006-01
AT,2006-03,3,2006-12,0.050153636436035105,0.13467750306665052,0.12569368509440396,building,0.5044146886677936,1.0088293773355872,2006-01
AT,2006-03,4,2007-03,0.05109817417823162,0.2989164100443059,0.12569368509440396,building,0.5044146886677936,1.0088293773355872,2006-01
AT,2006-06,1,2006-09,0.0976597885750395,0.06386671116128094,0.1254816914136134,building,1.7522350692202622,2.6321904644050846,2006-04
AT,2006-06,2,2006-12,0.10043771762492115,0.14024282938315916,0.1254816914136134,building,1.7522350692202622,2.6321904644050846,2006-04
AT,2006-06,3,2007-03,0.10186001729846057,0.2853270824003433,0.1254816914136134,building,1.7522350692202622,2.6321904644050846,2006-04
AT,2006-06,4,2007-06,0.10258823473131275,0.07637542091953957,0.1254816914136134,building,1.7522350692202622,2.6321904644050846,2006-04
AT,2006-09,1,2006-12,0.07445787138607744,0.137108945383554,0.12469060563926693,building,2.36182513482089,1.8574104461530965,2006-07
AT,2006-09,2,2007-03,0.07685151655578198,0.2821931984007382,0.12469060563926693,building,2.36182513482089,1.8574104461530965,2006-07
AT,2006-09,3,2007-06,0.07807706288267073,0.07968417100068602,0.12469060563926693,building,2.36182513482089,1.8574104461530965,2006-07
AT,2006-09,4,2007-09,0.07870454260203774,0.07917576339701109,0.12469060563926693,building,2.36182513482089,1.8574104461530965,2006-07
AT,2006-12,1,2007-03,0.12845275976977,0.2842958590776399,0.12387865841183443,fading,1.110437073423384,-0.6417979957968782,2006-10
AT,2006-12,2,2007-06,0.12705638878761147,0.08178683167758773,0.12387865841183443,fading,1.110437073423384,-0.6417979957968782,2006-10
AT,2006-12,3,2007-09,0.12634144684474632,0.08269724572707546,0.12387865841183443,fading,1.110437073423384,-0.6417979957968782,2006-10
AT,2006-12,4,2007-12,0.12597539656999934,0.15609882259167293,0.12387865841183443,fading,1.110437073423384,-0.6417979957968782,2006-10
AT,2007-03,1,2007-06,0.178528696943386,0.08303035943480284,0.12410711154038821,fading,1.3423020332139686,-1.0195231016069215,2007-01
AT,2007-03,2,2007-09,0.17346669217605679,0.08394077348429059,0.12410711154038821,fading,1.3423020332139686,-1.0195231016069215,2007-01
AT,2007-03,3,2007-12,0.17087494573518422,0.16262989100298023,0.12410711154038821,fading,1.3423020332139686,-1.0195231016069215,2007-01
AT,2007-03,4,2008-03,0.1695479715574575,0.1900099827340452,0.12410711154038821,fading,1.3423020332139686,-1.0195231016069215,2007-01
AT,2007-06,1,2007-09,0.16562756916600307,0.08674639313340086,0.12419223848151713,building,2.7829987241220238,1.6725616506986398,2007-04
AT,2007-06,2,2007-12,0.16482464224828156,0.16543551065209047,0.12419223848151713,building,2.7829987241220238,1.6725616506986398,2007-04
AT,2007-06,3,2008-03,0.16441354366640817,0.18235451156355967,0.12419223848151713,building,2.7829987241220238,1.6725616506986398,2007-04
AT,2007-06,4,2008-06,0.16420306119248898,0.1636620842959909,0.12419223848151713,building,2.7829987241220238,1.6725616506986398,2007-04
AT,2007-09,1,2007-12,0.04895385994648549,0.159554877086664,0.12469060563926693,building,2.6317308317374,1.2894287985234314,2007-07
AT,2007-09,2,2008-03,0.054740328019804586,0.17647387799813316,0.12469060563926693,building,2.6317308317374,1.2894287985234314,2007-07
AT,2007-09,3,2008-06,0.05770299967334399,0.16628587283468174,0.12469060563926693,building,2.6317308317374,1.2894287985234314,2007-07
AT,2007-09,4,2008-09,0.05921988755995616,0.25581591477491955,0.12469060563926693,building,2.6317308317374,1.2894287985234314,2007-07
AT,2007-12,1,2008-03,0.13789495411142913,0.17940845004104408,0.1252411838061573,fading,2.0083368454677952,-0.7746618786542285,2007-10
AT,2007-12,2,2008-06,0.13770969753797324,0.1692204448775926,0.1252411838061573,fading,2.0083368454677952,-0.7746618786542285,2007-10
AT,2007-12,3,2008-09,0.13761484617236383,0.250788258841452,0.1252411838061573,fading,2.0083368454677952,-0.7746618786542285,2007-10
AT,2007-12,4,2008-12,0.13756628227317183,0.1490803200780075,0.1252411838061573,fading,2.0083368454677952,-0.7746618786542285,2007-10
AT,2008-03,1,2008-06,0.043052522785530845,0.1647058413712771,0.12521266987949184,fading,2.449102000829555,-0.18262883090784499,2008-01
AT,2008-03,2,2008-09,0.04776076725473375,0.24627365533513648,0.12521266987949184,fading,2.449102000829555,-0.18262883090784499,2008-01
AT,2008-03,3,2008-12,0.05017138842296562,0.14604570175759626,0.12521266987949184,fading,2.449102000829555,-0.18262883090784499,2008-01
AT,2008-03,4,2009-03,0.05140562646110034,0.11968266550141693,0.12521266987949184,fading,2.449102000829555,-0.18262883090784499,2008-01
AT,2008-06,1,2008-09,0.22921428645138606,0.2541571397337763,0.1254816914136134,building,2.654512469835595,0.6461756243677996,2008-04
AT,2008-06,2,2008-12,0.2229543105501239,0.15392918615623605,0.1254816914136134,building,2.654512469835595,0.6461756243677996,2008-04
AT,2008-06,3,2009-03,0.2197492028886777,0.10245341539939255,0.1254816914136134,building,2.654512469835595,0.6461756243677996,2008-04
AT,2008-06,4,2009-06,0.21810818776601723,-0.04258986967093065,0.1254816914136134,building,2.654512469835595,0.6461756243677996,2008-04
AT,2008-09,1,2008-12,0.10121507747186965,0.15005358528362076,0.12824531124440738,building,3.509131981127041,1.060029980297486,2008-07
AT,2008-09,2,2009-03,0.1043504305221079,0.09857781452677722,0.12824531124440738,building,3.509131981127041,1.060029980297486,2008-07
AT,2008-09,3,2009-06,0.10595573128382989,-0.04354376267425646,0.12824531124440738,building,3.509131981127041,1.060029980297486,2008-07
AT,2008-09,4,2009-09,0.10677764527383156,0.2648007942051384,0.12824531124440738,building,3.509131981127041,1.060029980297486,2008-07
AT,2008-12,1,2009-03,0.1443914277782628,0.10254535945394914,0.13024441218072194,fading,2.0293819339813695,-0.6251305358542254,2008-10
AT,2008-12,2,2009-06,0.14817280481329495,-0.03957621774708453,0.13024441218072194,fading,2.0293819339813695,-0.6251305358542254,2008-10
AT,2008-12,3,2009-09,0.15010886985523142,0.24495612144074838,0.13024441218072194,fading,2.0293819339813695,-0.6251305358542254,2008-10
AT,2008-12,4,2009-12,0.15110013515670287,0.12878665495893998,0.13024441218072194,fading,2.0293819339813695,-0.6251305358542254,2008-10
AT,2009-03,1,2009-06,0.15557550266146833,-0.04230553488491961,0.13254888435415216,fading,-3.1641057619117987,-6.67323774303884,2009-01
AT,2009-03,2,2009-09,0.15510376698059467,0.24222680430291335,0.13254888435415216,fading,-3.1641057619117987,-6.67323774303884,2009-01
AT,2009-03,3,2009-12,0.15486223831198734,0.1225793316269967,0.13254888435415216,fading,-3.1641057619117987,-6.67323774303884,2009-01
AT,2009-03,4,2010-03,0.15473857563366042,0.1494244917110145,0.13254888435415216,fading,-3.1641057619117987,-6.67323774303884,2009-01
AT,2009-06,1,2009-09,0.15391764679047998,0.242755288841657,0.1349604568181528,fading,-4.3336313486968265,-6.363013282678196,2009-04
AT,2009-06,2,2009-12,0.15456902721280108,0.1231078161657404,0.1349604568181528,fading,-4.3336313486968265,-6.363013282678196,2009-04
AT,2009-06,3,2010-03,0.15490253398902948,0.1446517279304089,0.1349604568181528,fading,-4.3336313486968265,-6.363013282678196,2009-04
AT,2009-06,4,2010-06,0.15507328945845844,-0.023182156704105977,0.1349604568181528,fading,-4.3336313486968265,-6.363013282678196,2009-04
AT,2009-09,1,2009-12,0.15850613522612184,0.11986240585039402,0.13488235843894628,building,-0.9227285769075024,2.2413771850042963,2009-07
AT,2009-09,2,2010-03,0.15431027109801634,0.14140631761506248,0.13488235843894628,building,-0.9227285769075024,2.2413771850042963,2009-07
AT,2009-09,3,2010-06,0.15216198866442632,-0.00867342720722363,0.13488235843894628,building,-0.9227285769075024,2.2413771850042963,2009-07
AT,2009-09,4,2010-09,0.15106206805842823,0.17392883570345852,0.13488235843894628,building,-0.9227285769075024,2.2413771850042963,2009-07
AT,2009-12,1,2010-03,0.102089847301241,0.1423170676875843,0.13156747852578315,building,1.847627616757336,6.1812589654541625,2009-10
AT,2009-12,2,2010-06,0.10470537522904821,-0.00776267713470181,0.13156747852578315,building,1.847627616757336,6.1812589654541625,2009-10
AT,2009-12,3,2010-09,0.10604452552808552,0.1673882781054997,0.13156747852578315,building,1.847627616757336,6.1812589654541625,2009-10
AT,2009-12,4,2010-12,0.10673017048119261,0.18033054784087574,0.13156747852578315,building,1.847627616757336,6.1812589654541625,2009-10
AT,2010-03,1,2010-06,0.04476601872588517,-0.010179926783116017,0.12990275166402973,building,1.9507216388824986,2.873450215790001,2010-01
AT,2010-03,2,2010-09,0.04924210481472713,0.16497102845708547,0.12990275166402973,building,1.9507216388824986,2.873450215790001,2010-01
AT,2010-03,3,2010-12,0.05153386089221423,0.1731514468043404,0.12990275166402973,building,1.9507216388824986,2.873450215790001,2010-01
AT,2010-03,4,2011-03,0.05270724000388762,0.3405363774921824,0.12990275166402973,building,1.9507216388824986,2.873450215790001,2010-01
AT,2010-06,1,2010-09,0.09169046395735418,0.16737411001856403,0.12762858621138964,building,2.374334261932006,0.52670664517467,2010-04
AT,2010-06,2,2010-12,0.09408576643324375,0.17555452836581895,0.12762858621138964,building,2.374334261932006,0.52670664517467,2010-04
AT,2010-06,3,2011-03,0.0953121613008992,0.3245979704804274,0.12762858621138964,building,2.374334261932006,0.52670664517467,2010-04
AT,2010-06,4,2011-06,0.09594007547313878,0.2611399980834046,0.12762858621138964,building,2.374334261932006,0.52670664517467,2010-04
AT,2010-09,1,2010-12,0.09570950565197918,0.17391900468152163,0.12569368509440396,building,3.352269203864296,1.4015475649817972,2010-07
AT,2010-09,2,2011-03,0.09526976670960362,0.32296244679613006,0.12569368509440396,building,3.352269203864296,1.4015475649817972,2010-07
AT,2010-09,3,2011-06,0.09504462037110728,0.26190316870353514,0.12569368509440396,building,3.352269203864296,1.4015475649817972,2010-07
AT,2010-09,4,2011-09,0.09492934544579719,0.21452053622755962,0.12569368509440396,building,3.352269203864296,1.4015475649817972,2010-07
AT,2010-12,1,2011-03,0.138528239059063,0.32600418604494236,0.1252411838061573,fading,2.1006853179295035,-0.2736489440025025,2010-10
AT,2010-12,2,2011-06,0.13800263010771358,0.2649449079523475,0.1252411838061573,fading,2.1006853179295035,-0.2736489440025025,2010-10
AT,2010-12,3,2011-09,0.1377335183246227,0.20695985546093834,0.1252411838061573,fading,2.1006853179295035,-0.2736489440025025,2010-10
AT,2010-12,4,2011-12,0.13759573309168013,0.04300249608090075,0.1252411838061573,fading,2.1006853179295035,-0.2736489440025025,2010-10
AT,2011-03,1,2011-06,0.19546144999851003,0.26103422888571964,0.12521266987949184,fading,2.0664139302943454,-1.2858552735699504,2011-01
AT,2011-03,2,2011-09,0.189378803907763,0.2030491763943105,0.12521266987949184,fading,2.0664139302943454,-1.2858552735699504,2011-01
AT,2011-03,3,2011-12,0.18626448910930046,0.036192993928560936,0.12521266987949184,fading,2.0664139302943454,-1.2858552735699504,2011-01
AT,2011-03,4,2012-03,0.1846699599324877,0.2117490990063553,0.12521266987949184,fading,2.0664139302943454,-1.2858552735699504,2011-01
AT,2011-06,1,2011-09,0.29593723678475276,0.21131543611394474,0.1254816914136134,building,3.6523930800871653,1.5517077621576618,2011-04
AT,2011-06,2,2011-12,0.2901665798064514,0.044459253648195196,0.1254816914136134,building,3.6523930800871653,1.5517077621576618,2011-04
AT,2011-06,3,2012-03,0.28721200343356107,0.1900427690567784,0.1254816914136134,building,3.6523930800871653,1.5517077621576618,2011-04
AT,2011-06,4,2012-06,0.2856992603306412,0.21560812563103318,0.1254816914136134,building,3.6523930800871653,1.5517077621576618,2011-04
AT,2011-09,1,2011-12,0.16071070500046966,0.040369048099923845,0.12701186117837193,fading,1.9190354372238971,-0.14737849307044826,2011-07
AT,2011-09,2,2012-03,0.16478091326837815,0.185952563508507,0.12701186117837193,fading,1.9190354372238971,-0.14737849307044826,2011-07
AT,2011-09,3,2012-06,0.16686485990154729,0.2187646295623157,0.12701186117837193,fading,1.9190354372238971,-0.14737849307044826,2011-07
AT,2011-09,4,2012-09,0.1679318405777299,0.29820214790887484,0.12701186117837193,fading,1.9190354372238971,-0.14737849307044826,2011-07
AT,2011-12,1,2012-03,0.12981456541561553,0.18504909540792994,0.12907403145421856,fading,0.31595602903678355,-3.336437051050382,2011-10
AT,2011-12,2,2012-06,0.13639897426605732,0.21786116146173864,0.12907403145421856,fading,0.31595602903678355,-3.336437051050382,2011-10
AT,2011-12,3,2012-09,0.13977019159748352,0.2862391945752204,0.12907403145421856,fading,0.31595602903678355,-3.336437051050382,2011-10
AT,2011-12,4,2012-12,0.14149625487117373,0.20054240822907807,0.12907403145421856,fading,0.31595602903678355,-3.336437051050382,2011-10
AT,2012-03,1,2012-06,0.009181971043935016,0.21096703888081933,0.13058607269741415,fading,0.10554090689441864,-1.8134945303294785,2012-01
AT,2012-03,2,2012-09,0.018608009731985068,0.27934507199430114,0.13058607269741415,fading,0.10554090689441864,-1.8134945303294785,2012-01
AT,2012-03,3,2012-12,0.02343414154026668,0.1948504080358342,0.13058607269741415,fading,0.10554090689441864,-1.8134945303294785,2012-01
AT,2012-03,4,2013-03,0.02590512102610687,0.19175926523881628,0.13058607269741415,fading,0.10554090689441864,-1.8134945303294785,2012-01
AT,2012-06,1,2012-09,0.21276594160143023,0.28632101798674925,0.13371562139654922,building,0.7333715425469904,0.4174155135102069,2012-04
AT,2012-06,2,2012-12,0.21070952204787508,0.2018263540282823,0.13371562139654922,building,0.7333715425469904,0.4174155135102069,2012-04
AT,2012-06,3,2013-03,0.20965663523645484,0.16118682208983762,0.13371562139654922,building,0.7333715425469904,0.4174155135102069,2012-04
AT,2012-06,4,2013-06,0.20911755718900762,0.016483149381672335,0.13371562139654922,building,0.7333715425469904,0.4174155135102069,2012-04
AT,2012-09,1,2012-12,0.03590277780907183,0.19588110733843758,0.13488235843894628,fading,0.10542963549056594,-0.0001112714038526974,2012-07
AT,2012-09,2,2013-03,0.04591824570288735,0.15524157539999286,0.13488235843894628,fading,0.10542963549056594,-0.0001112714038526974,2012-07
AT,2012-09,3,2013-06,0.05104616526452088,0.013376168068185396,0.13488235843894628,fading,0.10542963549056594,-0.0001112714038526974,2012-07
AT,2012-09,4,2013-09,0.05367166008007724,0.32831073638042985,0.13488235843894628,fading,0.10542963549056594,-0.0001112714038526974,2012-07
AT,2012-12,1,2013-03,0.33805440884669186,0.17003491825358977,0.137469972509599,fading,0.20855064910222154,-0.5248208934447689,2012-10
AT,2012-12,2,2013-06,0.3296445799032337,0.028169510921782298,0.137469972509599,fading,0.20855064910222154,-0.5248208934447689,2012-10
AT,2012-12,3,2013-09,0.32533874748418307,0.2961237334414929,0.137469972509599,fading,0.20855064910222154,-0.5248208934447689,2012-10
AT,2012-12,4,2013-12,0.3231341612856292,0.24350673514997156,0.137469972509599,fading,0.20855064910222154,-0.5248208934447689,2012-10
AT,2013-03,1,2013-06,0.01179561882489088,0.01937136237978712,0.14145301096608073,building,0.4206105044274864,0.31518086893692043,2013-01
AT,2013-03,2,2013-09,0.02611601969824187,0.28732558489949767,0.14145301096608073,building,0.4206105044274864,0.31518086893692043,2013-01
AT,2013-03,3,2013-12,0.0334480649453976,0.2450705977371829,0.14145301096608073,building,0.4206105044274864,0.31518086893692043,2013-01
AT,2013-03,4,2014-03,0.0372020721119413,-0.0011865058009760492,0.14145301096608073,building,0.4206105044274864,0.31518086893692043,2013-01
AT,2013-06,1,2013-09,0.22706271410634637,0.2941961152389786,0.14177951980662415,fading,-1.3634191275804142,-1.5719697766826357,2013-04
AT,2013-06,2,2013-12,0.22450972740016986,0.25194112807666375,0.14177951980662415,fading,-1.3634191275804142,-1.5719697766826357,2013-04
AT,2013-06,3,2014-03,0.22320259820660748,-0.03214716000814466,0.14177951980662415,fading,-1.3634191275804142,-1.5719697766826357,2013-04
AT,2013-06,4,2014-06,0.22253334805950362,0.10492633110178813,0.14177951980662415,fading,-1.3634191275804142,-1.5719697766826357,2013-04
AT,2013-09,1,2013-12,0.08173218156705313,0.2406446023907427,0.14211420694284652,fading,-1.2671764068822995,-1.6877869113097859,2013-07
AT,2013-09,2,2014-03,0.08581643588099679,-0.04344368569406576,0.14211420694284652,fading,-1.2671764068822995,-1.6877869113097859,2013-07
AT,2013-09,3,2014-06,0.08790757408973594,0.1097754361466532,0.14211420694284652,fading,-1.2671764068822995,-1.6877869113097859,2013-07
AT,2013-09,4,2014-09,0.08897823685261037,0.21346893567044256,0.14211420694284652,fading,-1.2671764068822995,-1.6877869113097859,2013-07
AT,2013-12,1,2014-03,0.22061127218079815,-0.03487275863459671,0.14222269831163079,building,-0.5293818609715117,0.8340372666089024,2013-10
AT,2013-12,2,2014-06,0.21742115678607574,0.11834636320612224,0.14222269831163079,building,-0.5293818609715117,0.8340372666089024,2013-10
AT,2013-12,3,2014-09,0.2157878177039778,0.1875259243014621,0.14222269831163079,building,-0.5293818609715117,0.8340372666089024,2013-10
AT,2013-12,4,2014-12,0.21495154809394376,0.26767832208741776,0.14222269831163079,building,-0.5293818609715117,0.8340372666089024,2013-10
AT,2014-03,1,2014-06,-0.0005520558291428985,0.10833662675801864,0.14248331536244274,building,-0.21276603771167402,1.0544103691706255,2014-01
AT,2014-03,2,2014-09,0.01179622071389358,0.17751618785335851,0.14248331536244274,building,-0.21276603771167402,1.0544103691706255,2014-01
AT,2014-03,3,2014-12,0.018118538303928265,0.2468123754049573,0.14248331536244274,building,-0.21276603771167402,1.0544103691706255,2014-01
AT,2014-03,4,2015-03,0.02135556491002601,0.03898875439853152,0.14248331536244274,building,-0.21276603771167402,1.0544103691706255,2014-01
AT,2014-06,1,2014-09,0.15347537510880427,0.18701521757602013,0.1424072525214289,fading,-0.9600073729018845,-0.4306255119303728,2014-04
AT,2014-06,2,2014-12,0.1535567966456054,0.2563114051276189,0.1424072525214289,fading,-0.9600073729018845,-0.4306255119303728,2014-04
AT,2014-06,3,2015-03,0.15359848447244762,0.016698376990219477,0.1424072525214289,fading,-0.9600073729018845,-0.4306255119303728,2014-04
AT,2014-06,4,2015-06,0.15361982863979082,0.10100277305230891,0.1424072525214289,fading,-0.9600073729018845,-0.4306255119303728,2014-04
AT,2014-09,1,2014-12,0.05893262663587556,0.24658191798219167,0.14300240015076504,fading,-0.8556201931195915,-0.6428541554079175,2014-07
AT,2014-09,2,2015-03,0.06414485637233425,0.00696888984479227,0.14300240015076504,fading,-0.8556201931195915,-0.6428541554079175,2014-07
AT,2014-09,3,2015-06,0.06681351799740105,0.10096269589231481,0.14300240015076504,fading,-0.8556201931195915,-0.6428541554079175,2014-07
AT,2014-09,4,2015-09,0.06817987274943531,0.2409196225290576,0.14300240015076504,fading,-0.8556201931195915,-0.6428541554079175,2014-07
AT,2014-12,1,2015-03,0.2958937208889676,0.015914358546853524,0.1427428577566039,building,-0.42964620335050085,0.5303611695513837,2014-10
AT,2014-12,2,2015-06,0.2847187816446393,0.10990816459437609,0.1427428577566039,building,-0.42964620335050085,0.5303611695513837,2014-10
AT,2014-12,3,2015-09,0.27899721275154327,0.21706096876792055,0.1427428577566039,building,-0.42964620335050085,0.5303611695513837,2014-10
AT,2014-12,4,2015-12,0.27606776947827805,0.2987980288978427,0.1427428577566039,building,-0.42964620335050085,0.5303611695513837,2014-10
AT,2015-03,1,2015-06,-0.07487813408043568,0.0986299221994903,0.14233118968041508,fading,-1.7335212001545415,-0.87790100703495,2015-01
AT,2015-03,2,2015-09,-0.05835531137506239,0.20578272637303474,0.14233118968041508,fading,-1.7335212001545415,-0.87790100703495,2015-01
AT,2015-03,3,2015-12,-0.049895626149911276,0.28444970939978614,0.14233118968041508,fading,-1.7335212001545415,-0.87790100703495,2015-01
AT,2015-03,4,2016-03,-0.0455642673146339,-0.003907080062965067,0.14233118968041508,fading,-1.7335212001545415,-0.87790100703495,2015-01
AT,2015-06,1,2015-09,0.15958510331984713,0.21865398595515936,0.14222269831163079,fading,-1.3001266557373583,-0.8704804523868575,2015-04
AT,2015-06,2,2015-12,0.15791380684654882,0.2973209689819107,0.14222269831163079,fading,-1.3001266557373583,-0.8704804523868575,2015-04
AT,2015-06,3,2016-03,0.15705810305222004,-0.03383793527681226,0.14222269831163079,fading,-1.3001266557373583,-0.8704804523868575,2015-04
AT,2015-06,4,2016-06,0.15661998270952376,0.0040068221088306,0.14222269831163079,fading,-1.3001266557373583,-0.8704804523868575,2015-04
AT,2015-09,1,2015-12,0.14024496464798109,0.2934570102013283,0.14233118968041508,building,-0.1093493821371112,1.6241718180174303,2015-07
AT,2015-09,2,2016-03,0.1405285217654142,-0.03770189405739466,0.14233118968041508,building,-0.1093493821371112,1.6241718180174303,2015-07
AT,2015-09,3,2016-06,0.14067370300953996,0.00698957312517183,0.14233118968041508,building,-0.1093493821371112,1.6241718180174303,2015-07
AT,2015-09,4,2016-09,0.14074803580653236,0.2472259412807293,0.14233118968041508,building,-0.1093493821371112,1.6241718180174303,2015-07
AT,2015-12,1,2016-03,0.1478830851285922,-0.033305838852176306,0.1424072525214289,fading,-1.427811186428869,-0.12768453069151064,2015-10
AT,2015-12,2,2016-06,0.1490335433164327,0.011385628330390174,0.1424072525214289,fading,-1.427811186428869,-0.12768453069151064,2015-10
AT,2015-12,3,2016-09,0.14962257790860709,0.23115878944816673,0.1424072525214289,fading,-1.427811186428869,-0.12768453069151064,2015-10
AT,2015-12,4,2016-12,0.14992416361980035,0.3076180389514234,0.1424072525214289,fading,-1.427811186428869,-0.12768453069151064,2015-10
