origin,band,czech_phase,lambda_building,n_building,lambda_fading,n_fading,lambda_single,n_single,f_cz,mu_own,mu_target
2019-02,1,fading,0.3975134328527284,787,0.4953989986973052,779,0.4448568507056925,1566,0.30822897193090326,0.06622087519231434,0.16502189413483095
2019-02,2,fading,0.45440591242222916,776,0.43518502351219696,764,0.44507826635544495,1540,0.30094416757007925,0.06622087519231434,0.16502189413483095
2019-02,3,fading,0.5679819895934312,755,0.644661983814158,759,0.6052528997291268,1514,0.2972143477373374,0.06622087519231434,0.16502189413483095
2019-02,4,fading,0.6165335440959647,732,0.6879678093295857,756,0.6514864396879722,1488,0.29530467998297355,0.06622087519231434,0.16502189413483095
2019-03,1,fading,0.3975134328527284,787,0.4953989986973052,779,0.4448568507056925,1566,0.25456632606435364,0.06629976850347905,0.16502189413483095
2019-03,2,fading,0.45440591242222916,776,0.43518502351219696,764,0.44507826635544495,1540,0.2526528615831945,0.06629976850347905,0.16502189413483095
2019-03,3,fading,0.5679819895934312,755,0.644661983814158,759,0.6052528997291268,1514,0.251673167768841,0.06629976850347905,0.16502189413483095
2019-03,4,fading,0.6165335440959647,732,0.6879678093295857,756,0.6514864396879722,1488,0.251171564535892,0.06629976850347905,0.16502189413483095
2019-04,1,fading,0.3852739709874519,807,0.49256093676625806,785,0.43648673556430395,1592,0.17281731892355126,0.06633320260720117,0.16502189413483095
2019-04,2,fading,0.45007049929841925,787,0.43062831664830575,779,0.44067240767205784,1566,0.17744854090360843,0.06633320260720117,0.16502189413483095
2019-04,3,fading,0.5662496975351327,776,0.6425873190134332,764,0.6032788824522209,1540,0.17981972655739767,0.06633320260720117,0.16502189413483095
2019-04,4,fading,0.6105967951265655,755,0.688123395703047,759,0.6482707896956867,1514,0.18103377361213777,0.06633320260720117,0.16502189413483095
2019-05,1,fading,0.3852739709874519,807,0.49256093676625806,785,0.43648673556430395,1592,0.17096365399850968,0.06636663671092331,0.16502189413483095
2019-05,2,fading,0.45007049929841925,787,0.43062831664830575,779,0.44067240767205784,1566,0.17498459126393817,0.06636663671092331,0.16502189413483095
2019-05,3,fading,0.5662496975351327,776,0.6425873190134332,764,0.6032788824522209,1540,0.17704331114383753,0.06636663671092331,0.16502189413483095
2019-05,4,fading,0.6105967951265655,755,0.688123395703047,759,0.6482707896956867,1514,0.17809737572234605,0.06636663671092331,0.16502189413483095
2019-06,1,fading,0.3852739709874519,807,0.49256093676625806,785,0.43648673556430395,1592,0.16851356588924638,0.07052291303227924,0.16502189413483095
2019-06,2,fading,0.45007049929841925,787,0.43062831664830575,779,0.44067240767205784,1566,0.1720056838847387,0.07052291303227924,0.16502189413483095
2019-06,3,fading,0.5662496975351327,776,0.6425873190134332,764,0.6032788824522209,1540,0.17379364829843072,0.07052291303227924,0.16502189413483095
2019-06,4,fading,0.6105967951265655,755,0.688123395703047,759,0.6482707896956867,1514,0.17470908607824107,0.07052291303227924,0.16502189413483095
2019-07,1,building,0.3842157982341192,812,0.48323680394329915,806,0.4317425525288936,1618,0.21170818218469342,0.07467918935363517,0.16502189413483095
2019-07,2,building,0.41881499821944124,807,0.4190094156275299,785,0.41890781756025347,1592,0.21128660701132715,0.07467918935363517,0.16502189413483095
2019-07,3,building,0.5677863424770567,787,0.641934170502496,779,0.6036167765899334,1566,0.2110707605225636,0.07467918935363517,0.16502189413483095
2019-07,4,building,0.6124632850823958,776,0.6910015031040873,764,0.6505507561610491,1540,0.2109602471203167,0.07467918935363517,0.16502189413483095
2019-08,1,building,0.3842157982341192,812,0.48323680394329915,806,0.4317425525288936,1618,0.3892672444460696,0.074695839436819,0.16502189413483095
2019-08,2,building,0.41881499821944124,807,0.4190094156275299,785,0.41890781756025347,1592,0.3753415508517078,0.074695839436819,0.16502189413483095
2019-08,3,building,0.5677863424770567,787,0.641934170502496,779,0.6036167765899334,1566,0.36821159573139467,0.074695839436819,0.16502189413483095
2019-08,4,building,0.6124632850823958,776,0.6910015031040873,764,0.6505507561610491,1540,0.3645610587097943,0.074695839436819,0.16502189413483095
2019-09,1,building,0.3842157982341192,812,0.48323680394329915,806,0.4317425525288936,1618,0.318283120643522,0.07471248952000284,0.16502189413483095
2019-09,2,building,0.41881499821944124,807,0.4190094156275299,785,0.41890781756025347,1592,0.31214007410065264,0.07471248952000284,0.16502189413483095
2019-09,3,building,0.5677863424770567,787,0.641934170502496,779,0.6036167765899334,1566,0.30899483427070357,0.07471248952000284,0.16502189413483095
2019-09,4,building,0.6124632850823958,776,0.6910015031040873,764,0.6505507561610491,1540,0.30738447147776954,0.07471248952000284,0.16502189413483095
2019-10,1,building,0.38414025150659636,815,0.4802314300510523,829,0.43036293860883595,1644,0.07167054320438652,0.07885209914135867,0.16502189413483095
2019-10,2,building,0.418465035666569,812,0.41586933619377486,806,0.41721936759689143,1618,0.08547490720942731,0.07885209914135867,0.16502189413483095
2019-10,3,building,0.5606355191847717,807,0.6369246075647169,785,0.597060446540072,1592,0.0925427415800082,0.07885209914135867,0.16502189413483095
2019-10,4,building,0.6078569287413617,787,0.6868741890888022,779,0.6460337049044245,1566,0.09616147277774563,0.07885209914135867,0.16502189413483095
2019-11,1,fading,0.38414025150659636,815,0.4802314300510523,829,0.43036293860883595,1644,0.20641760555426059,0.08299170876271451,0.16502189413483095
2019-11,2,fading,0.418465035666569,812,0.41586933619377486,806,0.41721936759689143,1618,0.2075824891840887,0.08299170876271451,0.16502189413483095
2019-11,3,fading,0.5606355191847717,807,0.6369246075647169,785,0.597060446540072,1592,0.20817890960256066,0.08299170876271451,0.16502189413483095
2019-11,4,fading,0.6078569287413617,787,0.6868741890888022,779,0.6460337049044245,1566,0.20848427685681828,0.08299170876271451,0.16502189413483095
2019-12,1,fading,0.38414025150659636,815,0.4802314300510523,829,0.43036293860883595,1644,0.1970709984326212,0.08299170876271451,0.16502189413483095
2019-12,2,fading,0.418465035666569,812,0.41586933619377486,806,0.41721936759689143,1618,0.1987219744376372,0.08299170876271451,0.16502189413483095
2019-12,3,fading,0.5606355191847717,807,0.6369246075647169,785,0.597060446540072,1592,0.19956727415220535,0.08299170876271451,0.16502189413483095
2019-12,4,fading,0.6078569287413617,787,0.6868741890888022,779,0.6460337049044245,1566,0.20000006760606429,0.08299170876271451,0.16502189413483095
2020-01,1,fading,0.36273354522338347,825,0.47986482677265785,845,0.41874331848141677,1670,0.16134244442792856,0.08299170876271451,0.16502189413483095
2020-01,2,fading,0.41654637843107456,815,0.41488720027631193,829,0.4157484219517446,1644,0.16547513613308973,0.08299170876271451,0.16502189413483095
2020-01,3,fading,0.559939744133876,812,0.6378473482492713,806,0.5973241875658964,1618,0.1675910742861322,0.08299170876271451,0.16502189413483095
2020-01,4,fading,0.6125912139536147,807,0.6929063868465828,785,0.6509398097023917,1592,0.16867443462049,0.08299170876271451,0.16502189413483095
2020-02,1,fading,0.36273354522338347,825,0.47986482677265785,845,0.41874331848141677,1670,0.3416257157443214,0.08303345086444769,0.16502189413483095
2020-02,2,fading,0.41654637843107456,815,0.41488720027631193,829,0.4157484219517446,1644,0.33143589702050485,0.08303345086444769,0.16502189413483095
2020-02,3,fading,0.559939744133876,812,0.6378473482492713,806,0.5973241875658964,1618,0.3262187098339107,0.08303345086444769,0.16502189413483095
2020-02,4,fading,0.6125912139536147,807,0.6929063868465828,785,0.6509398097023917,1592,0.32354750999437454,0.08303345086444769,0.16502189413483095
2020-03,1,fading,0.36273354522338347,825,0.47986482677265785,845,0.41874331848141677,1670,0.41718991447082776,0.08307519296618086,0.16502189413483095
2020-03,2,fading,0.41654637843107456,815,0.41488720027631193,829,0.4157484219517446,1644,0.4030130176642078,0.08307519296618086,0.16502189413483095
2020-03,3,fading,0.559939744133876,812,0.6378473482492713,806,0.5973241875658964,1618,0.39575444649921837,0.08307519296618086,0.16502189413483095
2020-03,4,fading,0.6125912139536147,807,0.6929063868465828,785,0.6509398097023917,1592,0.39203805806274367,0.08307519296618086,0.16502189413483095
2020-04,1,fading,0.3637923614729352,835,0.478628395610059,861,0.4188741052501197,1696,0.20555670275894578,0.08307519296618086,0.16502189413483095
2020-04,2,fading,0.404147654965226,825,0.404624529021305,845,0.4043757378013368,1670,0.2099757370007895,0.08307519296618086,0.16502189413483095
2020-04,3,fading,0.5597867688682625,815,0.6385252997181408,829,0.5976505926467055,1644,0.21223828253261345,0.08307519296618086,0.16502189413483095
2020-04,4,fading,0.613133991063625,812,0.6895667770423314,806,0.6498090298014464,1618,0.21339670584490733,0.08307519296618086,0.16502189413483095
2020-05,1,fading,0.3637923614729352,835,0.478628395610059,861,0.4188741052501197,1696,0.12170806298583152,0.08307519296618086,0.16502189413483095
2020-05,2,fading,0.404147654965226,825,0.404624529021305,845,0.4043757378013368,1670,0.13180291972564975,0.08307519296618086,0.16502189413483095
2020-05,3,fading,0.5597867688682625,815,0.6385252997181408,829,0.5976505926467055,1644,0.13697148637643672,0.08307519296618086,0.16502189413483095
2020-05,4,fading,0.613133991063625,812,0.6895667770423314,806,0.6498090298014464,1618,0.1396177925016396,0.08307519296618086,0.16502189413483095
2020-06,1,building,0.3637923614729352,835,0.478628395610059,861,0.4188741052501197,1696,0.3717501494899067,0.0830876431467832,0.16502189413483095
2020-06,2,building,0.404147654965226,825,0.404624529021305,845,0.4043757378013368,1670,0.36088730020679227,0.0830876431467832,0.16502189413483095
2020-06,3,building,0.5597867688682625,815,0.6385252997181408,829,0.5976505926467055,1644,0.3553255213738377,0.0830876431467832,0.16502189413483095
2020-06,4,building,0.613133991063625,812,0.6895667770423314,806,0.6498090298014464,1618,0.352477890611365,0.0830876431467832,0.16502189413483095
2020-07,1,fading,0.3616710768203573,849,0.4809636943168711,873,0.41889158756337214,1722,0.40086974219470095,0.08310009332738552,0.16502189413483095
2020-07,2,fading,0.40105617025551094,835,0.40845726726054715,861,0.40460598124492014,1696,0.389615652133849,0.08310009332738552,0.16502189413483095
2020-07,3,fading,0.543437740700892,825,0.6331865258001592,845,0.5863685178934133,1670,0.3838535580226927,0.08310009332738552,0.16502189413483095
2020-07,4,fading,0.6136124902141521,815,0.6924223978477158,829,0.6515083197575848,1644,0.3809033658377808,0.08310009332738552,0.16502189413483095
2020-08,1,fading,0.3616710768203573,849,0.4809636943168711,873,0.41889158756337214,1722,0.5537247996189724,0.087222826847552,0.16502189413483095
2020-08,2,fading,0.40105617025551094,835,0.40845726726054715,861,0.40460598124492014,1696,0.5327221070858176,0.087222826847552,0.16502189413483095
2020-08,3,fading,0.543437740700892,825,0.6331865258001592,845,0.5863685178934133,1670,0.5219687285088422,0.087222826847552,0.16502189413483095
2020-08,4,fading,0.6136124902141521,815,0.6924223978477158,829,0.6515083197575848,1644,0.5164629986774307,0.087222826847552,0.16502189413483095
2020-09,1,fading,0.3616710768203573,849,0.4809636943168711,873,0.41889158756337214,1722,0.3512083497542558,0.09134556036771847,0.16502189413483095
2020-09,2,fading,0.40105617025551094,835,0.40845726726054715,861,0.40460598124492014,1696,0.3492920313713707,0.09134556036771847,0.16502189413483095
2020-09,3,fading,0.543437740700892,825,0.6331865258001592,845,0.5863685178934133,1670,0.3483108763593335,0.09134556036771847,0.16502189413483095
2020-09,4,fading,0.6136124902141521,815,0.6924223978477158,829,0.6515083197575848,1644,0.34780852499317044,0.09134556036771847,0.16502189413483095
2020-10,1,building,0.36164622021407766,852,0.46818402951231763,896,0.41362084015564315,1748,0.16162055289537527,0.09134569435497335,0.16502189413483095
2020-10,2,building,0.40544257496741104,849,0.4061676353591328,873,0.40579031266378895,1722,0.17450681343454086,0.09134569435497335,0.16502189413483095
2020-10,3,building,0.5494626768078242,835,0.6314676116376378,861,0.5887939453643327,1696,0.1811045788305936,0.09134569435497335,0.16502189413483095
2020-10,4,building,0.5981417385433812,825,0.6882754100978521,845,0.6412592501427619,1670,0.18448263471337265,0.09134569435497335,0.16502189413483095
2020-11,1,building,0.36164622021407766,852,0.46818402951231763,896,0.41362084015564315,1748,0.2151785300180502,0.09134582834222821,0.16502189413483095
2020-11,2,building,0.40544257496741104,849,0.4061676353591328,873,0.40579031266378895,1722,0.2218128569434036,0.09134582834222821,0.16502189413483095
2020-11,3,building,0.5494626768078242,835,0.6314676116376378,861,0.5887939453643327,1696,0.22520963232918453,0.09134582834222821,0.16502189413483095
2020-11,4,building,0.5981417385433812,825,0.6882754100978521,845,0.6412592501427619,1670,0.2269487813267044,0.09134582834222821,0.16502189413483095
2020-12,1,building,0.36164622021407766,852,0.46818402951231763,896,0.41362084015564315,1748,0.21719967119408365,0.09135417002558659,0.16502189413483095
2020-12,2,building,0.40544257496741104,849,0.4061676353591328,873,0.40579031266378895,1722,0.22248847370841365,0.09135417002558659,0.16502189413483095
2020-12,3,building,0.5494626768078242,835,0.6314676116376378,861,0.5887939453643327,1696,0.22519634059575064,0.09135417002558659,0.16502189413483095
2020-12,4,building,0.5981417385433812,825,0.6882754100978521,845,0.6412592501427619,1670,0.22658276844206718,0.09135417002558659,0.16502189413483095
2021-01,1,building,0.36128354352219627,854,0.4449253874267623,920,0.4030570777477963,1774,0.14933582970597,0.09136251170894498,0.16502189413483095
2021-01,2,building,0.4054863880752604,852,0.39316187003530156,896,0.3994787758044122,1748,0.15888787715707,0.09136251170894498,0.16502189413483095
2021-01,3,building,0.5491016202037802,849,0.626993998594692,873,0.586455958762343,1722,0.1637785254520331,0.09136251170894498,0.16502189413483095
2021-01,4,building,0.596727240446342,835,0.6934456466176673,861,0.643114763489892,1696,0.16628253737905427,0.09136251170894498,0.16502189413483095
2021-02,1,building,0.36128354352219627,854,0.4449253874267623,920,0.4030570777477963,1774,0.2826609373521376,0.0913834370587443,0.16502189413483095
2021-02,2,building,0.4054863880752604,852,0.39316187003530156,896,0.3994787758044122,1748,0.2803934381052005,0.0913834370587443,0.16502189413483095
2021-02,3,building,0.5491016202037802,849,0.626993998594692,873,0.586455958762343,1722,0.27923247849076865,0.0913834370587443,0.16502189413483095
2021-02,4,building,0.596727240446342,835,0.6934456466176673,861,0.643114763489892,1696,0.27863806716817957,0.0913834370587443,0.16502189413483095
2021-03,1,building,0.36128354352219627,854,0.4449253874267623,920,0.4030570777477963,1774,0.22464320819801478,0.09140436240854365,0.16502189413483095
2021-03,2,building,0.4054863880752604,852,0.39316187003530156,896,0.3994787758044122,1748,0.22727709492693352,0.09140436240854365,0.16502189413483095
2021-03,3,building,0.5491016202037802,849,0.626993998594692,873,0.586455958762343,1722,0.22862564493213997,0.09140436240854365,0.16502189413483095
2021-03,4,building,0.596727240446342,835,0.6934456466176673,861,0.643114763489892,1696,0.22931610253480564,0.09140436240854365,0.16502189413483095
2021-04,1,building,0.3605282098586495,876,0.4423821350726894,924,0.40131636122121284,1800,0.15812491419554564,0.09537345970682332,0.16502189413483095
2021-04,2,building,0.4057245052150972,854,0.38600916686652825,920,0.39590225069171064,1774,0.16532211702879338,0.09537345970682332,0.16502189413483095
2021-04,3,building,0.5491258760644724,852,0.6177017273773903,896,0.5825381783861093,1748,0.1690070848794162,0.09537345970682332,0.16502189413483095
2021-04,4,building,0.5948765278879696,849,0.6905810986301133,873,0.6407712306315024,1722,0.17089378841893513,0.09537345970682332,0.16502189413483095
2021-05,1,building,0.3605282098586495,876,0.4423821350726894,924,0.40131636122121284,1800,0.141828242763953,0.09934255700510301,0.16502189413483095
2021-05,2,building,0.4057245052150972,854,0.38600916686652825,920,0.39590225069171064,1774,0.14899831516649992,0.09934255700510301,0.16502189413483095
2021-05,3,building,0.5491258760644724,852,0.6177017273773903,896,0.5825381783861093,1748,0.15266939223660397,0.09934255700510301,0.16502189413483095
2021-05,4,building,0.5948765278879696,849,0.6905810986301133,873,0.6407712306315024,1722,0.15454898369649722,0.09934255700510301,0.16502189413483095
2021-06,1,building,0.3605282098586495,876,0.4423821350726894,924,0.40131636122121284,1800,0.2538529446417696,0.09950046899502156,0.16502189413483095
2021-06,2,building,0.4057245052150972,854,0.38600916686652825,920,0.39590225069171064,1774,0.25120112735384764,0.09950046899502156,0.16502189413483095
2021-06,3,building,0.5491258760644724,852,0.6177017273773903,896,0.5825381783861093,1748,0.24984339690243162,0.09950046899502156,0.16502189413483095
