origin,band,czech_phase,lambda_building,n_building,lambda_fading,n_fading,lambda_single,n_single,f_cz,mu_own,mu_target
2021-06,4,building,0.5948765278879696,849,0.6905810986301133,873,0.6407712306315024,1722,0.24914823891130658,0.09950046899502156,0.16502189413483095
2021-07,1,building,0.34822832476483906,902,0.4423821350726894,924,0.394324210534092,1826,0.4721614419648594,0.09965838098494008,0.16502189413483095
2021-07,2,building,0.39476293879094143,876,0.3795516338914478,924,0.38720364361197107,1800,0.4532303264067353,0.09965838098494008,0.16502189413483095
2021-07,3,building,0.5481528355639121,854,0.5947188267194742,920,0.5713211668486591,1774,0.44353759524097575,0.09965838098494008,0.16502189413483095
2021-07,4,building,0.5947340297436753,852,0.6729356512984728,896,0.6328271243532274,1748,0.4385749168841069,0.09965838098494008,0.16502189413483095
2021-08,1,building,0.34822832476483906,902,0.4423821350726894,924,0.394324210534092,1826,0.6754828821477806,0.09965838098494008,0.16502189413483095
2021-08,2,building,0.39476293879094143,876,0.3795516338914478,924,0.38720364361197107,1800,0.644266131712434,0.09965838098494008,0.16502189413483095
2021-08,3,building,0.5481528355639121,854,0.5947188267194742,920,0.5713211668486591,1774,0.6282831554895365,0.09965838098494008,0.16502189413483095
2021-08,4,building,0.5947340297436753,852,0.6729356512984728,896,0.6328271243532274,1748,0.6200998716634128,0.09965838098494008,0.16502189413483095
2021-09,1,building,0.34822832476483906,902,0.4423821350726894,924,0.394324210534092,1826,0.7936936179627739,0.09965838098494008,0.16502189413483095
2021-09,2,building,0.39476293879094143,876,0.3795516338914478,924,0.38720364361197107,1800,0.7587574239604694,0.09965838098494008,0.16502189413483095
2021-09,3,building,0.5481528355639121,854,0.5947188267194742,920,0.5713211668486591,1774,0.7408700926312896,0.09965838098494008,0.16502189413483095
2021-09,4,building,0.5947340297436753,852,0.6729356512984728,896,0.6328271243532274,1748,0.7317117789907495,0.09965838098494008,0.16502189413483095
2021-10,1,building,0.34583214832196596,928,0.4423821350726894,924,0.3927613723901678,1852,0.7989008794415544,0.09965838098494008,0.16502189413483095
2021-10,2,building,0.3818541851637913,902,0.3795516338914478,924,0.38072851020826876,1826,0.7694996621519342,0.09965838098494008,0.16502189413483095
2021-10,3,building,0.5393260441737969,876,0.5894376173331252,924,0.5641922519239306,1800,0.7544462388996487,0.09965838098494008,0.16502189413483095
2021-10,4,building,0.5930894318567218,854,0.6400236936646975,920,0.6164245443740768,1774,0.7467388861944785,0.09965838098494008,0.16502189413483095
2021-11,1,building,0.34583214832196596,928,0.4423821350726894,924,0.3927613723901678,1852,0.8654100163542194,0.09965838098494008,0.16502189413483095
2021-11,2,building,0.3818541851637913,902,0.3795516338914478,924,0.38072851020826876,1826,0.8359822055798416,0.09965838098494008,0.16502189413483095
2021-11,3,building,0.5393260441737969,876,0.5894376173331252,924,0.5641922519239306,1800,0.8209151664633599,0.09965838098494008,0.16502189413483095
2021-11,4,building,0.5930894318567218,854,0.6400236936646975,920,0.6164245443740768,1774,0.8132008424357214,0.09965838098494008,0.16502189413483095
2021-12,1,building,0.34583214832196596,928,0.4423821350726894,924,0.3927613723901678,1852,1.002648598270359,0.09966672266829846,0.16502189413483095
2021-12,2,building,0.3818541851637913,902,0.3795516338914478,924,0.38072851020826876,1826,0.9677263780064894,0.09966672266829846,0.16502189413483095
2021-12,3,building,0.5393260441737969,876,0.5894376173331252,924,0.5641922519239306,1800,0.949846201231388,0.09966672266829846,0.16502189413483095
2021-12,4,building,0.5930894318567218,854,0.6400236936646975,920,0.6164245443740768,1774,0.9406915507225362,0.09966672266829846,0.16502189413483095
2022-01,1,fading,0.3555222315733898,951,0.4438256703881105,927,0.39827585833183254,1878,0.9110158190343792,0.09967506435165684,0.16502189413483095
2022-01,2,fading,0.377728665958264,928,0.3795516338914478,924,0.37861363784702196,1852,0.8891295219927383,0.09967506435165684,0.16502189413483095
2022-01,3,fading,0.5174751714493413,902,0.5894376173331252,924,0.5526283476237484,1826,0.877923737907418,0.09967506435165684,0.16502189413483095
2022-01,4,fading,0.5753610452591028,876,0.6362167236319728,924,0.6055350501376722,1800,0.8721863764557339,0.09967506435165684,0.16502189413483095
2022-02,1,fading,0.3555222315733898,951,0.4438256703881105,927,0.39827585833183254,1878,1.0898185280944428,0.09967506435165684,0.16502189413483095
2022-02,2,fading,0.377728665958264,928,0.3795516338914478,924,0.37861363784702196,1852,1.0580342945410537,0.09967506435165684,0.16502189413483095
2022-02,3,fading,0.5174751714493413,902,0.5894376173331252,924,0.5526283476237484,1826,1.0417607669617186,0.09967506435165684,0.16502189413483095
2022-02,4,fading,0.5753610452591028,876,0.6362167236319728,924,0.6055350501376722,1800,1.0334287208410988,0.09967506435165684,0.16502189413483095
2022-03,1,fading,0.3555222315733898,951,0.4438256703881105,927,0.39827585833183254,1878,0.9364445011410817,0.09967506435165684,0.16502189413483095
2022-03,2,fading,0.377728665958264,928,0.3795516338914478,924,0.37861363784702196,1852,0.9218805017427959,0.09967506435165684,0.16502189413483095
2022-03,3,fading,0.5174751714493413,902,0.5894376173331252,924,0.5526283476237484,1826,0.9144237340508735,0.09967506435165684,0.16502189413483095
2022-03,4,fading,0.5753610452591028,876,0.6362167236319728,924,0.6055350501376722,1800,0.9106058689926093,0.09967506435165684,0.16502189413483095
2022-04,1,building,0.395195990647686,977,0.4438256703881105,927,0.41811701486830494,1904,0.9440609974679042,0.09967526420575466,0.16502189413483095
2022-04,2,building,0.3948745763677529,951,0.38156305938450286,927,0.3884375905854324,1878,0.9313554885089359,0.09967526420575466,0.16502189413483095
2022-04,3,building,0.5186564589650291,928,0.5894376173331252,924,0.5529936977240868,1852,0.924850267921944,0.09967526420575466,0.16502189413483095
2022-04,4,building,0.5543667889316438,902,0.6362167236319728,924,0.5943329947989516,1826,0.9215195949814042,0.09967526420575466,0.16502189413483095
2022-05,1,building,0.395195990647686,977,0.4438256703881105,927,0.41811701486830494,1904,1.0787288720936248,0.09967546405985249,0.16502189413483095
2022-05,2,building,0.3948745763677529,951,0.38156305938450286,927,0.3884375905854324,1878,1.057795391748426,0.09967546405985249,0.16502189413483095
2022-05,3,building,0.5186564589650291,928,0.5894376173331252,924,0.5529936977240868,1852,1.0470774498116837,0.09967546405985249,0.16502189413483095
2022-05,4,building,0.5543667889316438,902,0.6362167236319728,924,0.5943329947989516,1826,1.0415898635400718,0.09967546405985249,0.16502189413483095
2022-06,1,building,0.395195990647686,977,0.4438256703881105,927,0.41811701486830494,1904,1.1915426965047322,0.09971278978809006,0.16502189413483095
2022-06,2,building,0.3948745763677529,951,0.38156305938450286,927,0.3884375905854324,1878,1.1655013543143469,0.09971278978809006,0.16502189413483095
2022-06,3,building,0.5186564589650291,928,0.5894376173331252,924,0.5529936977240868,1852,1.1521681871128697,0.09971278978809006,0.16502189413483095
2022-06,4,building,0.5543667889316438,902,0.6362167236319728,924,0.5943329947989516,1826,1.1453416055057133,0.09971278978809006,0.16502189413483095
2022-07,1,building,0.4690789387422256,1001,0.4446447201099811,929,0.4579578274250559,1930,1.253657350474726,0.09975011551632766,0.16502189413483095
2022-07,2,building,0.4583772821460447,977,0.38156305938450286,927,0.4221811141242928,1904,1.2273114557453262,0.09975011551632766,0.16502189413483095
2022-07,3,building,0.5383266628566222,951,0.5932024788787433,927,0.5648441784279475,1878,1.2138223576438738,0.09975011551632766,0.16502189413483095
2022-07,4,building,0.5451808474812658,928,0.6362167236319728,924,0.5893275410253246,1852,1.2069159394159301,0.09975011551632766,0.16502189413483095
2022-08,1,building,0.4690789387422256,1001,0.4446447201099811,929,0.4579578274250559,1930,1.1792487786469537,0.09975011551632766,0.16502189413483095
2022-08,2,building,0.4583772821460447,977,0.38156305938450286,927,0.4221811141242928,1904,1.1632160509404226,0.09975011551632766,0.16502189413483095
2022-08,3,building,0.5383266628566222,951,0.5932024788787433,927,0.5648441784279475,1878,1.1550072943546785,0.09975011551632766,0.16502189413483095
2022-08,4,building,0.5451808474812658,928,0.6362167236319728,924,0.5893275410253246,1852,1.1508044109827777,0.09975011551632766,0.16502189413483095
2022-09,1,building,0.4690789387422256,1001,0.4446447201099811,929,0.4579578274250559,1930,1.0865246780683133,0.09975011551632768,0.16502189413483095
2022-09,2,building,0.4583772821460447,977,0.38156305938450286,927,0.4221811141242928,1904,1.0803224218152232,0.09975011551632768,0.16502189413483095
2022-09,3,building,0.5383266628566222,951,0.5932024788787433,927,0.5648441784279475,1878,1.0771468666136406,0.09975011551632768,0.16502189413483095
2022-09,4,building,0.5451808474812658,928,0.6362167236319728,924,0.5893275410253246,1852,1.0755209823504306,0.09975011551632768,0.16502189413483095
2022-10,1,fading,0.5274841988324638,1022,0.4579485237951696,934,0.49679283174314515,1956,1.060545587329881,0.10388154117802147,0.16502189413483095
2022-10,2,fading,0.5263795892294413,1001,0.3828744678660904,929,0.46106561329646384,1930,1.05728073877112,0.10388154117802147,0.16502189413483095
2022-10,3,fading,0.5991220887989337,977,0.5932024788787433,927,0.5963330637599636,1904,1.0556091363090345,0.10388154117802147,0.16502189413483095
2022-10,4,fading,0.5672267286015082,951,0.6394020945887402,927,0.6020908195321562,1878,1.0547532758484468,0.10388154117802147,0.16502189413483095
2022-11,1,fading,0.5274841988324638,1022,0.4579485237951696,934,0.49679283174314515,1956,1.0141239123194883,0.10801296683971527,0.16502189413483095
2022-11,2,fading,0.5263795892294413,1001,0.3828744678660904,929,0.46106561329646384,1930,1.0149845426244035,0.10801296683971527,0.16502189413483095
2022-11,3,fading,0.5991220887989337,977,0.5932024788787433,927,0.5963330637599636,1904,1.01542518534052,0.10801296683971527,0.16502189413483095
2022-11,4,fading,0.5672267286015082,951,0.6394020945887402,927,0.6020908195321562,1878,1.0156507944111717,0.10801296683971527,0.16502189413483095
2022-12,1,fading,0.5274841988324638,1022,0.4579485237951696,934,0.49679283174314515,1956,0.8608512859458752,0.10801702563541667,0.16502189413483095
2022-12,2,fading,0.5263795892294413,1001,0.3828744678660904,929,0.46106561329646384,1930,0.8733010883717697,0.10801702563541667,0.16502189413483095
2022-12,3,fading,0.5991220887989337,977,0.5932024788787433,927,0.5963330637599636,1904,0.8796753872138278,0.10801702563541667,0.16502189413483095
2022-12,4,fading,0.5672267286015082,951,0.6394020945887402,927,0.6020908195321562,1878,0.8829390282209615,0.10801702563541667,0.16502189413483095
2023-01,1,fading,0.5583902252561381,1034,0.47501279785728784,948,0.5217443517149802,1982,0.7265164922614845,0.10802108443111809,0.16502189413483095
2023-01,2,fading,0.5680844870256807,1022,0.400869635347739,934,0.49433214197557174,1956,0.7471130613035725,0.10802108443111809,0.16502189413483095
2023-01,3,fading,0.642681523538495,1001,0.5944118114115565,929,0.6207117195876051,1930,0.7576585046531217,0.10802108443111809,0.16502189413483095
2023-01,4,fading,0.6125851247006866,977,0.6394020945887402,927,0.6252189909514803,1904,0.7630577716480907,0.10802108443111809,0.16502189413483095
2023-02,1,fading,0.5583902252561381,1034,0.47501279785728784,948,0.5217443517149802,1982,0.6724903493305527,0.10802108443111809,0.16502189413483095
2023-02,2,fading,0.5680844870256807,1022,0.400869635347739,934,0.49433214197557174,1956,0.6936691500064368,0.10802108443111809,0.16502189413483095
2023-02,3,fading,0.642681523538495,1001,0.5944118114115565,929,0.6207117195876051,1930,0.7045126959524892,0.10802108443111809,0.16502189413483095
2023-02,4,fading,0.6125851247006866,977,0.6394020945887402,927,0.6252189909514803,1904,0.7100645914768681,0.10802108443111809,0.16502189413483095
2023-03,1,fading,0.5583902252561381,1034,0.47501279785728784,948,0.5217443517149802,1982,0.6632969960708982,0.10802108443111812,0.16502189413483095
