sample,model,h,metric,policy,n_intended,n,rmse,mae,bias
full,CORE_LEVEL_RF_R14,5,core_mm,extended,90,85,0.4515565589461011,0.3389001814778059,-0.09348810775530593
full,CORE_LEVEL_RF_R14,5,core_log,short,90,66,1.946931224835853,1.3760408305051914,-0.31389783996446957
full,CORE_LEVEL_RF_R14,5,core_log,extended,90,85,1.7683700874676305,1.204225027598599,-0.46995697594498287
full,CORE_LEVEL_RF_R14,6,yy,short,90,65,3.0010847349871654,1.9369706350321994,-0.9738457715850025
full,CORE_LEVEL_RF_R14,6,yy,extended,90,81,2.7470161117040726,1.6634792875100513,-0.9377302942226087
full,CORE_LEVEL_RF_R14,6,core_mm,short,90,65,0.49290456502765534,0.36962066800756177,-0.06305473033832727
full,CORE_LEVEL_RF_R14,6,core_mm,extended,90,84,0.4621144527284059,0.3445724629496124,-0.08927604806981347
full,CORE_LEVEL_RF_R14,6,core_log,short,90,65,2.3960636595151596,1.7044710265893324,-0.3761489623232761
full,CORE_LEVEL_RF_R14,6,core_log,extended,90,84,2.1597563182047366,1.4617957097854508,-0.5594493892828503
full,CORE_LEVEL_RF_R14,7,yy,short,90,61,3.630984187275347,2.428498853007763,-1.217255392644014
full,CORE_LEVEL_RF_R14,7,yy,extended,90,80,3.2309091173421534,1.9798028727637658,-1.1116950011326074
full,CORE_LEVEL_RF_R14,7,core_mm,short,90,61,0.5383661724027529,0.41742500282114314,-0.05338448423781711
full,CORE_LEVEL_RF_R14,7,core_mm,extended,90,83,0.49543215126040097,0.37659413691161714,-0.08164136265900927
full,CORE_LEVEL_RF_R14,7,core_log,short,90,61,2.9571784964337486,2.1845896787095658,-0.46997775784970247
full,CORE_LEVEL_RF_R14,7,core_log,extended,90,83,2.593998397580428,1.7773704796846637,-0.6407911697383611
full,CORE_LEVEL_RF_R14,8,yy,short,90,60,4.204378026560599,2.8788944114450588,-1.4143749396581267
full,CORE_LEVEL_RF_R14,8,yy,extended,90,79,3.725531578318579,2.3353192349435803,-1.2936643355477793
full,CORE_LEVEL_RF_R14,8,core_mm,short,90,60,0.5364684942469129,0.418353588483285,-0.04068424381699957
full,CORE_LEVEL_RF_R14,8,core_mm,extended,90,82,0.49629048229940237,0.37751338992515776,-0.09005144470766122
full,CORE_LEVEL_RF_R14,8,core_log,short,90,60,3.4676160940120977,2.6209130672757266,-0.5166679592631199
full,CORE_LEVEL_RF_R14,8,core_log,extended,90,82,3.031749955459096,2.109154560225116,-0.733928511965964
full,CORE_LEVEL_RF_R14,9,yy,short,90,59,4.824929033558412,3.310890849014126,-1.6155065051970818
full,CORE_LEVEL_RF_R14,9,yy,extended,90,78,4.258435543739627,2.66143830665826,-1.477954856764568
full,CORE_LEVEL_RF_R14,9,core_mm,short,90,59,0.5379910140601486,0.4245995451795201,-0.028075307828217246
full,CORE_LEVEL_RF_R14,9,core_mm,extended,90,81,0.5069234024688057,0.3910456021816978,-0.08950704239182405
full,CORE_LEVEL_RF_R14,9,core_log,short,90,59,3.9838580601204288,3.0687513074983244,-0.5515969104454287
full,CORE_LEVEL_RF_R14,9,core_log,extended,90,81,3.4734073127273972,2.448149885695121,-0.8288058310680733
full,CORE_LEVEL_RF_R14,10,yy,short,90,55,5.49220995524204,3.757249447887813,-1.6826836378938046
full,CORE_LEVEL_RF_R14,10,yy,extended,90,77,4.753244937489127,2.991504703311534,-1.6358049208026313
full,CORE_LEVEL_RF_R14,10,core_mm,short,90,55,0.5012753070198686,0.40278825788123734,0.10529623668937878
full,CORE_LEVEL_RF_R14,10,core_mm,extended,90,80,0.5011239579178355,0.39228456553768476,-0.045935840313292696
full,CORE_LEVEL_RF_R14,10,core_log,short,90,55,4.451137185006496,3.448984002680541,-0.28899249718182896
full,CORE_LEVEL_RF_R14,10,core_log,extended,90,80,3.872721450197811,2.7706625512550453,-0.8815826333327482
full,CORE_LEVEL_RF_R14,11,yy,short,90,54,6.027288113727153,4.174403342494807,-1.7635055017892456
full,CORE_LEVEL_RF_R14,11,yy,extended,90,76,5.24587430174323,3.3365179479844196,-1.8008154215605494
full,CORE_LEVEL_RF_R14,11,core_mm,short,90,54,0.4853899900090707,0.39294922105458496,0.12938485316306145
full,CORE_LEVEL_RF_R14,11,core_mm,extended,90,79,0.5110953764284011,0.400020044925223,-0.04857365694702298
full,CORE_LEVEL_RF_R14,11,core_log,short,90,54,4.8903074568788965,3.8617873275676713,-0.1653932814876475
full,CORE_LEVEL_RF_R14,11,core_log,extended,90,79,4.274718963843468,3.1014822182918436,-0.937823628321362
full,CORE_LEVEL_RF_R14,12,yy,short,90,53,6.4140799996387186,4.539919295797242,-1.8173894508092192
full,CORE_LEVEL_RF_R14,12,yy,extended,90,75,5.63453800900184,3.6503892835537415,-1.9535111025663132
full,CORE_LEVEL_RF_R14,12,core_mm,short,90,53,0.5114366668746181,0.4131175117684752,0.14150048600329324
full,CORE_LEVEL_RF_R14,12,core_mm,extended,90,78,0.5335204937067031,0.41873553518327594,-0.04303508238900799
full,CORE_LEVEL_RF_R14,12,core_log,short,90,53,5.356421882350765,4.28648937465025,-0.03227945093941897
full,CORE_LEVEL_RF_R14,12,core_log,extended,90,78,4.699840664999975,3.4543551772757937,-0.9902831075286477
full,CORE_LEVEL_RIDGE_R14,1,yy,short,90,73,0.9331340208838705,0.558366371167364,-0.08355091071078444
full,CORE_LEVEL_RIDGE_R14,1,yy,extended,90,88,0.8730102000359315,0.5195841795630917,-0.09815947584431339
full,CORE_LEVEL_RIDGE_R14,1,core_mm,short,90,73,0.36262840674198643,0.27293342446098634,-0.009548505505640898
full,CORE_LEVEL_RIDGE_R14,1,core_mm,extended,90,89,0.35059958543444003,0.2688987023412953,-0.02185310836631137
full,CORE_LEVEL_RIDGE_R14,1,core_log,short,90,73,0.36032993443000033,0.2714144475028058,-0.009224373112212364
full,CORE_LEVEL_RIDGE_R14,1,core_log,extended,90,89,0.3485269184843813,0.2675208411647258,-0.021375979183843288
full,CORE_LEVEL_RIDGE_R14,2,yy,short,90,72,1.32186822756674,0.8648864550185008,-0.15219421357508314
full,CORE_LEVEL_RIDGE_R14,2,yy,extended,90,86,1.2443346891588072,0.8076466645471787,-0.16579358195251379
full,CORE_LEVEL_RIDGE_R14,2,core_mm,short,90,72,0.37949697383704156,0.27405398374637785,-0.0037488588108648274
full,CORE_LEVEL_RIDGE_R14,2,core_mm,extended,90,88,0.3742301305205265,0.28230762426166817,-0.02606242179974061
full,CORE_LEVEL_RIDGE_R14,2,core_log,short,90,72,0.6876798259119374,0.48154524207489324,-0.014211107809258513
full,CORE_LEVEL_RIDGE_R14,2,core_log,extended,90,88,0.6520213834245941,0.4843863440134253,-0.04765735174970059
full,CORE_LEVEL_RIDGE_R14,3,yy,short,90,71,1.5967250407092486,1.099797823683656,-0.28915401896567816
full,CORE_LEVEL_RIDGE_R14,3,yy,extended,90,84,1.5030049862565993,1.0133595117358778,-0.2902721987462066
full,CORE_LEVEL_RIDGE_R14,3,core_mm,short,90,71,0.4087610204969632,0.2936713546284797,-0.009507691756570251
full,CORE_LEVEL_RIDGE_R14,3,core_mm,extended,90,87,0.40063241279455264,0.29946289829510325,-0.029064093343729253
full,CORE_LEVEL_RIDGE_R14,3,core_log,short,90,71,1.0363834163708239,0.6885966074539963,-0.028394121817841896
full,CORE_LEVEL_RIDGE_R14,3,core_log,extended,90,87,0.9628724753436229,0.6792602120921305,-0.0796732971186928
full,CORE_LEVEL_RIDGE_R14,4,yy,short,90,67,2.006880827832994,1.36553110279789,-0.4536955305678235
full,CORE_LEVEL_RIDGE_R14,4,yy,extended,90,83,1.8139113312376582,1.1850911595055273,-0.40899448476017203
full,CORE_LEVEL_RIDGE_R14,4,core_mm,short,90,67,0.5231194207249379,0.3859511199951917,0.02859381025027845
full,CORE_LEVEL_RIDGE_R14,4,core_mm,extended,90,86,0.4559969184227848,0.34277236300412195,-0.00764594551230501
full,CORE_LEVEL_RIDGE_R14,4,core_log,short,90,67,1.5076676017260255,0.993283121255068,-0.023450267738573876
full,CORE_LEVEL_RIDGE_R14,4,core_log,extended,90,86,1.33112439572969,0.9155818524426809,-0.092807438776406
full,CORE_LEVEL_RIDGE_R14,5,yy,short,90,66,2.4240580969076047,1.6026516342580368,-0.5839196027752821
full,CORE_LEVEL_RIDGE_R14,5,yy,extended,90,82,2.152722909866405,1.362619381434144,-0.5306157612359494
full,CORE_LEVEL_RIDGE_R14,5,core_mm,short,90,66,0.5648812876977652,0.41058525553843706,0.02978255838629707
full,CORE_LEVEL_RIDGE_R14,5,core_mm,extended,90,85,0.487440332924216,0.3559905858880609,-0.009109725939634512
full,CORE_LEVEL_RIDGE_R14,5,core_log,short,90,66,2.0177904633672417,1.3219716999002757,-0.0036941785141019166
full,CORE_LEVEL_RIDGE_R14,5,core_log,extended,90,85,1.7389453812375875,1.185409850919041,-0.10695405057498286
full,CORE_LEVEL_RIDGE_R14,6,yy,short,90,65,2.842385084250921,1.7997049310153876,-0.7101867982101535
full,CORE_LEVEL_RIDGE_R14,6,yy,extended,90,81,2.4946072669101462,1.5078822529118554,-0.6459790725731672
full,CORE_LEVEL_RIDGE_R14,6,core_mm,short,90,65,0.5973978313679009,0.4292975825311744,0.026750345122636163
full,CORE_LEVEL_RIDGE_R14,6,core_mm,extended,90,84,0.5114656490866718,0.37343516855867653,-0.004195751491604517
full,CORE_LEVEL_RIDGE_R14,6,core_log,short,90,65,2.573353405831219,1.694528406248193,0.02066767703570151
full,CORE_LEVEL_RIDGE_R14,6,core_log,extended,90,84,2.18284104034876,1.46558800447736,-0.10896797205971283
full,CORE_LEVEL_RIDGE_R14,7,yy,short,90,61,3.4544007872067937,2.209425583188769,-0.84875169598856
full,CORE_LEVEL_RIDGE_R14,7,yy,extended,90,80,2.940524706983032,1.755382830855527,-0.7563682448511725
full,CORE_LEVEL_RIDGE_R14,7,core_mm,short,90,61,0.7776387706412985,0.5730174660953866,0.09999227684893931
full,CORE_LEVEL_RIDGE_R14,7,core_mm,extended,90,83,0.5961600056430426,0.44495432143634667,0.01921231456120722
full,CORE_LEVEL_RIDGE_R14,7,core_log,short,90,61,3.3718792659446994,2.3069740540372776,0.08983959647446423
full,CORE_LEVEL_RIDGE_R14,7,core_log,extended,90,83,2.7237839905720973,1.8134416529879351,-0.08883814263164419
full,CORE_LEVEL_RIDGE_R14,8,yy,short,90,60,4.055251492460838,2.6404471302207075,-0.9457926283684058
full,CORE_LEVEL_RIDGE_R14,8,yy,extended,90,79,3.439448936030596,2.0766570392790293,-0.8694186541419181
full,CORE_LEVEL_RIDGE_R14,8,core_mm,short,90,60,0.7944266995686099,0.5860901093366285,0.1139179379702934
full,CORE_LEVEL_RIDGE_R14,8,core_mm,extended,90,82,0.6073716851059031,0.4519352177636923,0.01220221870889773
full,CORE_LEVEL_RIDGE_R14,8,core_log,short,90,60,4.148475589286181,2.8951617067296813,0.2040273385397898
full,CORE_LEVEL_RIDGE_R14,8,core_log,extended,90,82,3.283747881351076,2.193343865847546,-0.06929950234343897
full,CORE_LEVEL_RIDGE_R14,9,yy,short,90,59,4.74070734506346,3.194871099741546,-1.048672261733112
full,CORE_LEVEL_RIDGE_R14,9,yy,extended,90,78,4.000899247589257,2.464696070375961,-0.9858584056682551
full,CORE_LEVEL_RIDGE_R14,9,core_mm,short,90,59,0.8046969107568022,0.5846308715232484,0.12732327105589472
full,CORE_LEVEL_RIDGE_R14,9,core_mm,extended,90,81,0.6198737726659546,0.45906003111128585,0.013799334790149421
full,CORE_LEVEL_RIDGE_R14,9,core_log,short,90,59,4.947840698257265,3.488750526278702,0.32852471345465917
full,CORE_LEVEL_RIDGE_R14,9,core_log,extended,90,81,3.8568220459495883,2.566010669116383,-0.05195145466027519
full,CORE_LEVEL_RIDGE_R14,10,yy,short,90,55,5.4847840528892595,3.872224430770571,-0.8799239040034049
full,CORE_LEVEL_RIDGE_R14,10,yy,extended,90,77,4.522942119682756,2.885305988402689,-1.046182035191084
full,CORE_LEVEL_RIDGE_R14,10,core_mm,short,90,55,1.0040388115875931,0.6836236851639658,0.4421465303870371
full,CORE_LEVEL_RIDGE_R14,10,core_mm,extended,90,80,0.6593339125231529,0.4788631389741676,0.10829065427174481
full,CORE_LEVEL_RIDGE_R14,10,core_log,short,90,55,5.907626878817351,4.1627237741865315,0.9725801215022134
full,CORE_LEVEL_RIDGE_R14,10,core_log,extended,90,80,4.424292277324353,2.9534811900045246,0.055914500864568104
full,CORE_LEVEL_RIDGE_R14,11,yy,short,90,54,6.1403381923169,4.473475477206659,-0.7533751131912275
full,CORE_LEVEL_RIDGE_R14,11,yy,extended,90,76,5.0459176908961965,3.2943630147138148,-1.1165092007611206
full,CORE_LEVEL_RIDGE_R14,11,core_mm,short,90,54,1.0137518272303094,0.6919530497860535,0.4688235739252065
full,CORE_LEVEL_RIDGE_R14,11,core_mm,extended,90,79,0.6731361951211046,0.4937269284979329,0.10632606282262354
full,CORE_LEVEL_RIDGE_R14,11,core_log,short,90,54,6.840818486122895,4.837315204920352,1.4326405973741492
full,CORE_LEVEL_RIDGE_R14,11,core_log,extended,90,79,5.005405515261585,3.319065570629899,0.1561929889628616
full,CORE_LEVEL_RIDGE_R14,12,yy,short,90,53,6.680531491015367,4.9726858431732035,-0.5910264860736059
full,CORE_LEVEL_RIDGE_R14,12,yy,extended,90,75,5.472936777173782,3.652750903827247,-1.1703346209512846
full,CORE_LEVEL_RIDGE_R14,12,core_mm,short,90,53,1.044233201473732,0.721502258791817,0.485148294852919
full,CORE_LEVEL_RIDGE_R14,12,core_mm,extended,90,78,0.7048526258927846,0.5301987259926777,0.1133400684939513
full,CORE_LEVEL_RIDGE_R14,12,core_log,short,90,53,7.8332096271377285,5.551740010936369,1.9176525782608562
full,CORE_LEVEL_RIDGE_R14,12,core_log,extended,90,78,5.62371991065498,3.7356240137464405,0.26797621270551997
full,CORE_LOCAL_R14,1,yy,short,90,88,0.8691534132444325,0.5210821107255156,-0.08722481368275302
full,CORE_LOCAL_R14,1,yy,extended,90,88,0.8691534132444325,0.5210821107255156,-0.08722481368275302
full,CORE_LOCAL_R14,1,core_mm,short,90,89,0.3711266267087887,0.28477473933574454,-0.0007193837806004043
full,CORE_LOCAL_R14,1,core_mm,extended,90,89,0.3711266267087887,0.28477473933574454,-0.0007193837806004043
full,CORE_LOCAL_R14,1,core_log,short,90,89,0.3688554291715578,0.2832817659472948,-0.00018798757946855737
full,CORE_LOCAL_R14,1,core_log,extended,90,89,0.3688554291715578,0.2832817659472948,-0.00018798757946855737
full,CORE_LOCAL_R14,2,yy,short,90,86,1.2384507147277304,0.7879556805874979,-0.14388049872768519
full,CORE_LOCAL_R14,2,yy,extended,90,86,1.2384507147277304,0.7879556805874979,-0.14388049872768519
full,CORE_LOCAL_R14,2,core_mm,short,90,88,0.3943223078708138,0.30223961054085646,-0.0032547987015870998
full,CORE_LOCAL_R14,2,core_mm,extended,90,88,0.3943223078708138,0.30223961054085646,-0.0032547987015870998
full,CORE_LOCAL_R14,2,core_log,short,90,88,0.696467659925007,0.5166834938593987,-0.0018664911894892453
full,CORE_LOCAL_R14,2,core_log,extended,90,88,0.696467659925007,0.5166834938593987,-0.0018664911894892453
full,CORE_LOCAL_R14,3,yy,short,90,84,1.5109290102004265,1.006573371866978,-0.2566611868753593
full,CORE_LOCAL_R14,3,yy,extended,90,84,1.5109290102004265,1.006573371866978,-0.2566611868753593
full,CORE_LOCAL_R14,3,core_mm,short,90,87,0.4172973093576472,0.3188625694599504,-0.004209568804718847
full,CORE_LOCAL_R14,3,core_mm,extended,90,87,0.4172973093576472,0.3188625694599504,-0.004209568804718847
full,CORE_LOCAL_R14,3,core_log,short,90,87,1.0294717390651777,0.741635076613327,-0.004870690469852063
full,CORE_LOCAL_R14,3,core_log,extended,90,87,1.0294717390651777,0.741635076613327,-0.004870690469852063
full,CORE_LOCAL_R14,4,yy,short,90,83,1.8444702494024534,1.2266241085808616,-0.3735007778553261
full,CORE_LOCAL_R14,4,yy,extended,90,83,1.8444702494024534,1.2266241085808616,-0.3735007778553261
full,CORE_LOCAL_R14,4,core_mm,short,90,86,0.44012246346459805,0.336509578134954,-0.005308699681763067
full,CORE_LOCAL_R14,4,core_mm,extended,90,86,0.44012246346459805,0.336509578134954,-0.005308699681763067
full,CORE_LOCAL_R14,4,core_log,short,90,86,1.3885900884938154,0.9830240541126972,-0.009079794591193492
full,CORE_LOCAL_R14,4,core_log,extended,90,86,1.3885900884938154,0.9830240541126972,-0.009079794591193492
full,CORE_LOCAL_R14,5,yy,short,90,82,2.215789174696028,1.4384668701996277,-0.4915083499237977
full,CORE_LOCAL_R14,5,yy,extended,90,82,2.215789174696028,1.4384668701996277,-0.4915083499237977
full,CORE_LOCAL_R14,5,core_mm,short,90,85,0.46222429587155905,0.35503107193043243,-0.004716025993876217
full,CORE_LOCAL_R14,5,core_mm,extended,90,85,0.46222429587155905,0.35503107193043243,-0.004716025993876217
full,CORE_LOCAL_R14,5,core_log,short,90,85,1.7724147613404526,1.2371167867948316,-0.011856283154490601
full,CORE_LOCAL_R14,5,core_log,extended,90,85,1.7724147613404526,1.2371167867948316,-0.011856283154490601
full,CORE_LOCAL_R14,6,yy,short,90,81,2.58657161968458,1.615174598322351,-0.6049807833601892
full,CORE_LOCAL_R14,6,yy,extended,90,81,2.58657161968458,1.615174598322351,-0.6049807833601892
full,CORE_LOCAL_R14,6,core_mm,short,90,84,0.4784847603846461,0.3679233133605848,0.0010410800411712316
full,CORE_LOCAL_R14,6,core_mm,extended,90,84,0.4784847603846461,0.3679233133605848,0.0010410800411712316
full,CORE_LOCAL_R14,6,core_log,short,90,84,2.179070528823913,1.5010272336758925,-0.005574999607461291
full,CORE_LOCAL_R14,6,core_log,extended,90,84,2.179070528823913,1.5010272336758925,-0.005574999607461291
full,CORE_LOCAL_R14,7,yy,short,90,80,3.0092509326184325,1.878411576080832,-0.7244831899275577
full,CORE_LOCAL_R14,7,yy,extended,90,80,3.0092509326184325,1.878411576080832,-0.7244831899275577
full,CORE_LOCAL_R14,7,core_mm,short,90,83,0.4966294898663623,0.3845957567204891,0.0009124506688526972
full,CORE_LOCAL_R14,7,core_mm,extended,90,83,0.4966294898663623,0.3845957567204891,0.0009124506688526972
full,CORE_LOCAL_R14,7,core_log,short,90,83,2.6069253541899764,1.7957919577673902,0.0016506266868105913
full,CORE_LOCAL_R14,7,core_log,extended,90,83,2.6069253541899764,1.7957919577673902,0.0016506266868105913
full,CORE_LOCAL_R14,8,yy,short,90,79,3.4530101389166545,2.135107934536225,-0.8497068783256956
full,CORE_LOCAL_R14,8,yy,extended,90,79,3.4530101389166545,2.135107934536225,-0.8497068783256956
full,CORE_LOCAL_R14,8,core_mm,short,90,82,0.5091587728829571,0.39482790403810053,-0.005821866469128718
full,CORE_LOCAL_R14,8,core_mm,extended,90,82,0.5091587728829571,0.39482790403810053,-0.005821866469128718
full,CORE_LOCAL_R14,8,core_log,short,90,82,3.0473070795294865,2.119167565719328,0.0026829358843831128
full,CORE_LOCAL_R14,8,core_log,extended,90,82,3.0473070795294865,2.119167565719328,0.0026829358843831128
full,CORE_LOCAL_R14,9,yy,short,90,78,3.957716377637296,2.436376352848701,-0.9752283189245633
full,CORE_LOCAL_R14,9,yy,extended,90,78,3.957716377637296,2.436376352848701,-0.9752283189245633
full,CORE_LOCAL_R14,9,core_mm,short,90,81,0.5244280678453026,0.40548858297976714,-0.003488809062907889
full,CORE_LOCAL_R14,9,core_mm,extended,90,81,0.5244280678453026,0.40548858297976714,-0.003488809062907889
full,CORE_LOCAL_R14,9,core_log,short,90,81,3.4991631237100638,2.4270703184185822,0.006758074867265011
full,CORE_LOCAL_R14,9,core_log,extended,90,81,3.4991631237100638,2.4270703184185822,0.006758074867265011
full,CORE_LOCAL_R14,10,yy,short,90,77,4.463462075696539,2.790386880580663,-1.1021569198073813
full,CORE_LOCAL_R14,10,yy,extended,90,77,4.463462075696539,2.790386880580663,-1.1021569198073813
full,CORE_LOCAL_R14,10,core_mm,short,90,80,0.5370841458874692,0.41691017612844633,-0.004190405567283626
full,CORE_LOCAL_R14,10,core_mm,extended,90,80,0.5370841458874692,0.41691017612844633,-0.004190405567283626
full,CORE_LOCAL_R14,10,core_log,short,90,80,3.9595782917816402,2.73739554364968,0.00872649573513512
full,CORE_LOCAL_R14,10,core_log,extended,90,80,3.9595782917816402,2.73739554364968,0.00872649573513512
full,CORE_LOCAL_R14,11,yy,short,90,76,4.965916619720435,3.1552855355258402,-1.2360114771619908
full,CORE_LOCAL_R14,11,yy,extended,90,76,4.965916619720435,3.1552855355258402,-1.2360114771619908
full,CORE_LOCAL_R14,11,core_mm,short,90,79,0.5482400837023148,0.42707346402720564,-0.005732223914804262
full,CORE_LOCAL_R14,11,core_mm,extended,90,79,0.5482400837023148,0.42707346402720564,-0.005732223914804262
full,CORE_LOCAL_R14,11,core_log,short,90,79,4.425461035833354,3.0548510590471576,0.008753083786960627
full,CORE_LOCAL_R14,11,core_log,extended,90,79,4.425461035833354,3.0548510590471576,0.008753083786960627
full,CORE_LOCAL_R14,12,yy,short,90,75,5.3628394209567345,3.461550044550626,-1.3562669455767278
full,CORE_LOCAL_R14,12,yy,extended,90,75,5.3628394209567345,3.461550044550626,-1.3562669455767278
full,CORE_LOCAL_R14,12,core_mm,short,90,78,0.5718975671419133,0.44863346807293564,0.0012044550113660883
full,CORE_LOCAL_R14,12,core_mm,extended,90,78,0.5718975671419133,0.44863346807293564,0.0012044550113660883
full,CORE_LOCAL_R14,12,core_log,short,90,78,4.916868405315074,3.4045199694469748,0.01499634904271884
full,CORE_LOCAL_R14,12,core_log,extended,90,78,4.916868405315074,3.4045199694469748,0.01499634904271884
recent_targets,CORE_GAP_ADAPT_R14,1,yy,short,32,31,0.3662336664630706,0.2737242274000377,0.04480770370298939
recent_targets,CORE_GAP_ADAPT_R14,1,yy,extended,32,31,0.3658485559047656,0.2719174554396241,0.02680495271109322
recent_targets,CORE_GAP_ADAPT_R14,1,core_mm,short,32,31,0.18240922251231695,0.15531641181926104,0.03737393316635157
recent_targets,CORE_GAP_ADAPT_R14,1,core_mm,extended,32,31,0.18076516265288967,0.15485255194088243,0.00445792688770379
recent_targets,CORE_GAP_ADAPT_R14,1,core_log,short,32,31,0.18176196253496169,0.1548490032414148,0.03732335339492808
recent_targets,CORE_GAP_ADAPT_R14,1,core_log,extended,32,31,0.1802185200476419,0.15445063001533132,0.004523225498630943
recent_targets,CORE_GAP_ADAPT_R14,2,yy,short,33,31,0.5033872771917987,0.37473917883011437,0.07514733410944176
recent_targets,CORE_GAP_ADAPT_R14,2,yy,extended,33,31,0.504031609511701,0.37755246098382167,0.04048926233234241
recent_targets,CORE_GAP_ADAPT_R14,2,core_mm,short,33,31,0.17186601453523442,0.14874786646759236,0.03212149957126211
recent_targets,CORE_GAP_ADAPT_R14,2,core_mm,extended,33,31,0.1661525542704051,0.13546222526970988,0.0004443743002666199
recent_targets,CORE_GAP_ADAPT_R14,2,core_log,short,33,31,0.2861031277673011,0.22942643063490656,0.07286593743095741
recent_targets,CORE_GAP_ADAPT_R14,2,core_log,extended,33,31,0.2778823100448877,0.23366725281442952,0.009716532430528748
recent_targets,CORE_GAP_ADAPT_R14,3,yy,short,34,31,0.5264929904844685,0.43377979345228107,0.09413374571570397
recent_targets,CORE_GAP_ADAPT_R14,3,yy,extended,34,31,0.5259817978390668,0.4270499275693247,0.04314641479779236
recent_targets,CORE_GAP_ADAPT_R14,3,core_mm,short,34,31,0.18003143793948595,0.14219288304769007,0.030209400669224153
recent_targets,CORE_GAP_ADAPT_R14,3,core_mm,extended,34,31,0.1701561730899654,0.1283858790349349,-0.0008484887477336979
recent_targets,CORE_GAP_ADAPT_R14,3,core_log,short,34,31,0.37301382378406467,0.28344175628771856,0.10554590506944814
recent_targets,CORE_GAP_ADAPT_R14,3,core_log,extended,34,31,0.35050880434481835,0.2768755407285222,0.012687554804199178
recent_targets,CORE_GAP_ADAPT_R14,4,yy,short,35,31,0.5305103068443366,0.43975299879490537,0.21137182459332873
recent_targets,CORE_GAP_ADAPT_R14,4,yy,extended,35,31,0.5149000197369088,0.42647876693642256,0.15413677103339898
recent_targets,CORE_GAP_ADAPT_R14,4,core_mm,short,35,31,0.19047857626964262,0.13733945346271922,0.06443032504607964
recent_targets,CORE_GAP_ADAPT_R14,4,core_mm,extended,35,31,0.18680020783525308,0.13922541672439137,0.0518717501679239
recent_targets,CORE_GAP_ADAPT_R14,4,core_log,short,35,31,0.4991126098111836,0.36384509758548084,0.18557715359763594
recent_targets,CORE_GAP_ADAPT_R14,4,core_log,extended,35,31,0.45952654354249506,0.33475526568941244,0.08156752449421514
recent_targets,CORE_GAP_ADAPT_R14,5,yy,short,36,31,0.6614341320002792,0.5021049709104486,0.3643722520811335
recent_targets,CORE_GAP_ADAPT_R14,5,yy,extended,36,31,0.6190748698614916,0.46223448052067934,0.297945397583861
recent_targets,CORE_GAP_ADAPT_R14,5,core_mm,short,36,31,0.19951542624331953,0.14382468257298645,0.06866830377776155
recent_targets,CORE_GAP_ADAPT_R14,5,core_mm,extended,36,31,0.1924866095165109,0.13871780700463768,0.055591412215509624
recent_targets,CORE_GAP_ADAPT_R14,5,core_log,short,36,31,0.6966329374424951,0.46414824981632835,0.286652154408068
recent_targets,CORE_GAP_ADAPT_R14,5,core_log,extended,36,31,0.6233573662033214,0.43986879053019345,0.16647649602377515
recent_targets,CORE_GAP_ADAPT_R14,6,yy,short,37,31,0.8137441162821455,0.6110820541466049,0.5412355670790208
recent_targets,CORE_GAP_ADAPT_R14,6,yy,extended,37,31,0.729362920224505,0.5395799009571097,0.4545761648236176
recent_targets,CORE_GAP_ADAPT_R14,6,core_mm,short,37,31,0.2144910747636869,0.15598955117198376,0.07934155962786081
recent_targets,CORE_GAP_ADAPT_R14,6,core_mm,extended,37,31,0.2026123108007024,0.14749874784812855,0.06384373249097178
recent_targets,CORE_GAP_ADAPT_R14,6,core_log,short,37,31,0.9527158660402647,0.6198742075344803,0.43485492777755824
recent_targets,CORE_GAP_ADAPT_R14,6,core_log,extended,37,31,0.8021323149072969,0.5606681845775089,0.2791892185043839
recent_targets,CORE_GAP_ADAPT_R14,7,yy,short,38,31,0.9731515027569776,0.8025535891867505,0.7286241709683327
recent_targets,CORE_GAP_ADAPT_R14,7,yy,extended,38,31,0.8791667753225997,0.7185418971202963,0.6204274252503372
recent_targets,CORE_GAP_ADAPT_R14,7,core_mm,short,38,31,0.2473545397746888,0.1825639036874436,0.128765965072508
recent_targets,CORE_GAP_ADAPT_R14,7,core_mm,extended,38,31,0.254619050461612,0.18069873792106628,0.0996474065079722
recent_targets,CORE_GAP_ADAPT_R14,7,core_log,short,38,31,1.2652951110811028,0.8243335137666661,0.6590812120456083
recent_targets,CORE_GAP_ADAPT_R14,7,core_log,extended,38,31,1.124171270691501,0.7446419301242361,0.46433322679984684
recent_targets,CORE_GAP_ADAPT_R14,8,yy,short,39,31,1.23551924736606,1.0138185416789545,0.9608206777859707
recent_targets,CORE_GAP_ADAPT_R14,8,yy,extended,39,31,1.1463881174087402,0.9224899547600025,0.8415052606298393
recent_targets,CORE_GAP_ADAPT_R14,8,core_mm,short,39,31,0.2639505498265559,0.1894310087365908,0.1425606805395771
recent_targets,CORE_GAP_ADAPT_R14,8,core_mm,extended,39,31,0.28015744719008223,0.19395121225731846,0.11867508433411213
recent_targets,CORE_GAP_ADAPT_R14,8,core_log,short,39,31,1.6569386602104157,1.0676769775701669,0.9373984122930745
recent_targets,CORE_GAP_ADAPT_R14,8,core_log,extended,39,31,1.534269959780607,0.9823891656907324,0.7226338846032444
recent_targets,CORE_GAP_ADAPT_R14,9,yy,short,40,31,1.6843885640626777,1.2703921082929985,1.2529701453870048
