origin,model,h,target,yy_short,core_mm_short,core_log_short,yy_extended,core_mm_extended,core_log_extended,yy_actual,core_mm_actual,core_log_actual
2019-02,CORE_GAP_ADAPT_R14,1,2019-03,,,,,-0.007567394422822658,-0.007567680764560242,2.969348659003822,-0.1,-0.10005003335835334
2019-02,CORE_GAP_ADAPT_R14,2,2019-04,,,,,0.3501539648847534,0.3419746724304657,2.769818529130847,0.4,0.29915209359539197
2019-02,CORE_GAP_ADAPT_R14,3,2019-05,,,,,0.06912285697217281,0.4110736505590509,2.9467680608364977,0.1,0.3991021269037453
2019-02,CORE_GAP_ADAPT_R14,4,2019-06,,,,,0.22394780260617386,0.6347710638316894,2.7462121212121224,0.3,0.6986530248835933
2019-02,CORE_GAP_ADAPT_R14,5,2019-07,,,,,0.48997732034880126,1.1235519020439475,2.9300567107750517,1.0,1.6936861102004013
2019-02,CORE_GAP_ADAPT_R14,6,2019-08,,,,,0.1797730407146551,1.3031635444325986,2.9272898961284195,0.2,1.8934863764677072
2019-02,CORE_GAP_ADAPT_R14,7,2019-09,,,,,-0.28755086364123156,1.0151984590394085,2.6515151515151705,-0.9,0.9894119112528008
2019-02,CORE_GAP_ADAPT_R14,8,2019-10,,,,,0.457318765286611,1.4714746992939844,2.735849056603792,0.6,1.5876190790075473
2019-02,CORE_GAP_ADAPT_R14,9,2019-11,,,,,0.10418278762816893,1.5756032543200529,3.116147308781873,0.0,1.5876190790075473
2019-02,CORE_GAP_ADAPT_R14,10,2019-12,,,,,0.30765355468414773,1.8827845238757042,3.207547169811327,0.1,1.6875691123159005
2019-02,CORE_GAP_ADAPT_R14,11,2020-01,,,,,0.4144028878205513,2.296331127757525,3.6414565826330487,0.8,2.4843860772335877
2019-02,CORE_GAP_ADAPT_R14,12,2020-02,,,,,0.42633783521013846,2.7217627180825046,3.7278657968313063,0.7,3.1819474508761116
2019-02,CORE_GAP_RF_R14,1,2019-03,,,,,0.12436162071737383,0.12428435570588263,2.969348659003822,-0.1,-0.10005003335835334
2019-02,CORE_GAP_RF_R14,2,2019-04,,,,,0.48255495400736326,0.6056787453713514,2.769818529130847,0.4,0.29915209359539197
2019-02,CORE_GAP_RF_R14,3,2019-05,,,,,0.20115305646276213,0.8066297599703793,2.9467680608364977,0.1,0.3991021269037453
2019-02,CORE_GAP_RF_R14,4,2019-06,,,,,0.27907610362899865,1.085317169242073,2.7462121212121224,0.3,0.6986530248835933
2019-02,CORE_GAP_RF_R14,5,2019-07,,,,,0.5452519512224913,1.629088003453387,2.9300567107750517,1.0,1.6936861102004013
2019-02,CORE_GAP_RF_R14,6,2019-08,,,,,0.23487704335745635,1.863689641841093,2.9272898961284195,0.2,1.8934863764677072
2019-02,CORE_GAP_RF_R14,7,2019-09,,,,,-0.2827412458469939,1.5805479278964645,2.6515151515151705,-0.9,0.9894119112528008
2019-02,CORE_GAP_RF_R14,8,2019-10,,,,,0.46216431177633954,2.0416475395996017,2.735849056603792,0.6,1.5876190790075473
2019-02,CORE_GAP_RF_R14,9,2019-11,,,,,0.10901130064718598,2.1505994660742314,3.116147308781873,0.0,1.5876190790075473
2019-02,CORE_GAP_RF_R14,10,2019-12,,,,,0.2894719250685057,2.439653227948058,3.207547169811327,0.1,1.6875691123159005
2019-02,CORE_GAP_RF_R14,11,2020-01,,,,,0.39620190896516516,2.8350723241480544,3.6414565826330487,0.8,2.4843860772335877
