policy,band,first_state,last_state,n_states,first_estimated_candidate,n_outer_origins,n_insufficient_validation,n_selected_default,n_active_selection,validation_n_min,validation_n_max,last_validation_release,core_fallback_policy
short,0,2016-03,2026-07,125,2020-06,90,43,59,47,0,36,2026-07-10 09:00:00,"none; insufficient validation selects declared default, not a fit fallback"
short,1,2016-03,2026-07,125,2020-09,90,49,50,41,0,36,2026-07-10 09:00:00,"none; insufficient validation selects declared default, not a fit fallback"
short,2,2016-03,2026-07,125,2020-12,90,55,55,35,0,36,2026-07-10 09:00:00,"none; insufficient validation selects declared default, not a fit fallback"
short,3,2016-03,2026-07,125,2021-03,90,61,61,29,0,36,2026-07-10 09:00:00,"none; insufficient validation selects declared default, not a fit fallback"
extended,0,2010-01,2026-07,199,2014-04,90,0,0,90,36,36,2026-07-10 09:00:00,"none; insufficient validation selects declared default, not a fit fallback"
extended,1,2010-01,2026-07,199,2014-07,90,0,0,90,36,36,2026-07-10 09:00:00,"none; insufficient validation selects declared default, not a fit fallback"
extended,2,2010-01,2026-07,199,2014-10,90,0,0,90,36,36,2026-07-10 09:00:00,"none; insufficient validation selects declared default, not a fit fallback"
extended,3,2010-01,2026-07,199,2015-01,90,0,0,90,36,36,2026-07-10 09:00:00,"none; insufficient validation selects declared default, not a fit fallback"
