model,origin_year,h,n,rmse,mae,bias,mean_squared_gain_vs_bridge
DIRECT_MONTHLY_R12,2023,3,12,2.588413783021239,2.342967430534937,2.342967430534937,-5.607019057501475
DIRECT_MONTHLY_R12,2024,3,12,0.596507824546551,0.5050992115575489,0.1424606864823267,0.08092264064822326
DIRECT_MONTHLY_R12,2025,3,12,0.6638660699976735,0.43447725724534125,0.26716871326215347,-0.2560618110152228
DIRECT_MONTHLY_R12,2026,3,4,0.5938283098441017,0.4828436275957508,-0.3351041392967025,0.04995820139477883
DIRECT_MONTHLY_R12,2019,6,8,0.43101252868514084,0.36311424024325806,-0.3416035464776615,0.3417371556930361
DIRECT_MONTHLY_R12,2020,6,12,0.601387054627351,0.49722642999097383,0.250527327362518,0.13107361488259373
DIRECT_MONTHLY_R12,2021,6,12,5.604384483019214,5.0019796335822555,-5.0019796335822555,-8.290347551240368
DIRECT_MONTHLY_R12,2022,6,12,3.3923727086428883,2.6833327291274127,-0.004804526006935668,4.351246699516396
DIRECT_MONTHLY_R12,2023,6,12,4.787469090134222,4.397952649766554,4.397952649766554,-20.95723090401115
DIRECT_MONTHLY_R12,2024,6,12,0.6934673417046264,0.5922514319602507,0.49173314487658343,-0.02263416022897702
DIRECT_MONTHLY_R12,2025,6,12,0.7636990070016075,0.6056603966982537,0.407432470884352,-0.08484676505448546
DIRECT_MONTHLY_R12,2026,6,1,0.2389447310602082,0.2389447310602082,-0.2389447310602082,-0.05465510915709903
DIRECT_MONTHLY_R12,2019,12,8,0.5145221333600759,0.44340872098376627,-0.144721452025942,0.5214873186276552
DIRECT_MONTHLY_R12,2020,12,12,1.922398176836088,1.40010618213278,-0.7179694885335763,1.7838230334769511
DIRECT_MONTHLY_R12,2021,12,12,11.54241537668415,11.344604620089056,-11.344604620089056,-8.383721090582569
DIRECT_MONTHLY_R12,2022,12,12,6.876879499712779,6.250759953426685,2.910044302806687,-5.485673944796488
DIRECT_MONTHLY_R12,2023,12,12,9.188038641330682,8.29018589506885,8.29018589506885,-78.04542929214632
DIRECT_MONTHLY_R12,2024,12,12,1.4084015797042801,1.2917997541731703,1.279476979858338,-0.17632642045626953
DIRECT_MONTHLY_R12,2025,12,7,0.9255060372701855,0.7892303647003006,0.7287542806781173,0.9723450053682817
DIRECT_CUMULATIVE_R12,2019,3,8,0.5178377439020172,0.39311094334862506,-0.3011690352922465,0.22226213500398095
DIRECT_CUMULATIVE_R12,2020,3,12,0.629533401598338,0.49329646546114175,0.20583444977215584,-0.028611452936731018
DIRECT_CUMULATIVE_R12,2021,3,12,2.4499413969767225,1.9604751434012642,-1.9604751434012642,-3.3580013600334673
DIRECT_CUMULATIVE_R12,2022,3,12,3.069459499070939,2.696319793858281,-0.6807648665978633,1.9346099919561437
DIRECT_CUMULATIVE_R12,2023,3,12,2.6053178001092197,2.3490876637613733,2.3490876637613733,-5.694813984933099
DIRECT_CUMULATIVE_R12,2024,3,12,0.5948543002305889,0.5032711383665451,0.14221303089321416,0.08289258689065852
DIRECT_CUMULATIVE_R12,2025,3,12,0.6638007226234045,0.4344045602540248,0.2671109217314234,-0.2559750514764209
DIRECT_CUMULATIVE_R12,2026,3,4,0.5946237354297558,0.48370524544118904,-0.33529771708647965,0.04901287623064515
DIRECT_CUMULATIVE_R12,2019,6,8,0.4309570503485805,0.3629947551459947,-0.34146900586775547,0.3417849763314465
DIRECT_CUMULATIVE_R12,2020,6,12,0.6014656488539971,0.49741193779833615,0.250204781906275,0.13097907760459435
DIRECT_CUMULATIVE_R12,2021,6,12,5.6095566210125245,5.005628573334257,-5.005628573334257,-8.34834760207927
DIRECT_CUMULATIVE_R12,2022,6,12,3.408056158026669,2.678874587687185,-0.07324652561451843,4.244592517597986
DIRECT_CUMULATIVE_R12,2023,6,12,4.783293178043036,4.392885160540414,4.392885160540414,-20.91726424213361
DIRECT_CUMULATIVE_R12,2024,6,12,0.6931190878364987,0.5931062711733198,0.4931634039099264,-0.0221512761413958
DIRECT_CUMULATIVE_R12,2025,6,12,0.7639343121368937,0.6058382846979294,0.40727880775106434,-0.08520622501931287
DIRECT_CUMULATIVE_R12,2026,6,1,0.2389593117258495,0.2389593117258495,-0.2389593117258495,-0.05466207731615552
DIRECT_CUMULATIVE_R12,2019,12,8,0.5163260185433978,0.445298394385435,-0.14643000602850137,0.519627786920182
DIRECT_CUMULATIVE_R12,2020,12,12,1.922960241526478,1.4001380181177014,-0.719781594276577,1.781661693288097
DIRECT_CUMULATIVE_R12,2021,12,12,11.539465696697627,11.341801710164505,-11.341801710164505,-8.31563692792914
DIRECT_CUMULATIVE_R12,2022,12,12,6.876844090376856,6.254381956169102,2.7747738985886627,-5.4851869345777
DIRECT_CUMULATIVE_R12,2023,12,12,9.078223484675803,8.224945473668946,8.224945473668946,-76.03951685527986
DIRECT_CUMULATIVE_R12,2024,12,12,1.4103784039986458,1.2898334158504192,1.2841434789397013,-0.18189865320852452
DIRECT_CUMULATIVE_R12,2025,12,7,0.9261395278663898,0.7897626321356784,0.7295288796262275,0.9711720053152642
INDEPENDENT_BRIDGE,2019,3,8,0.7002985534852346,0.6131367425120277,-0.39016071303030553,0.0
INDEPENDENT_BRIDGE,2020,3,12,0.6063834189613394,0.5110503134364001,-0.014969583194821908,0.0
INDEPENDENT_BRIDGE,2021,3,12,1.6261031604995997,1.3316829630638165,-1.3142749398449045,0.0
INDEPENDENT_BRIDGE,2022,3,12,3.3698948957486734,3.1460335259944476,-1.0767353270097868,0.0
INDEPENDENT_BRIDGE,2023,3,12,1.0454027236586132,0.8577297686723638,0.47246723361650994,0.0
INDEPENDENT_BRIDGE,2024,3,12,0.6608662689179121,0.5414731547085694,-0.0981080385052931,0.0
INDEPENDENT_BRIDGE,2025,3,12,0.4297165901834989,0.3837961017181453,0.22706093690979853,0.0
INDEPENDENT_BRIDGE,2026,3,4,0.6345000102183461,0.6034973462510371,-0.11990838475729843,0.0
INDEPENDENT_BRIDGE,2019,6,8,0.7262981175637145,0.6632083519260105,-0.6632083519260105,0.0
INDEPENDENT_BRIDGE,2020,6,12,0.7019544175770632,0.5824790690742492,-0.06441246553292368,0.0
INDEPENDENT_BRIDGE,2021,6,12,4.808199026898344,4.351081059088034,-4.351081059088034,0.0
INDEPENDENT_BRIDGE,2022,6,12,3.9823911527952003,3.2420415024768765,-1.2316630674295805,0.0
INDEPENDENT_BRIDGE,2023,6,12,1.400938751330491,1.1181151662668334,0.9483322720921068,0.0
INDEPENDENT_BRIDGE,2024,6,12,0.6769511014703382,0.5559623422223899,0.05095498910572536,0.0
INDEPENDENT_BRIDGE,2025,6,12,0.7059670022322261,0.5015792099194982,0.48145743010639624,0.0
INDEPENDENT_BRIDGE,2026,6,1,0.04939104518367876,0.04939104518367876,-0.04939104518367876,0.0
INDEPENDENT_BRIDGE,2019,12,8,0.8866906700451173,0.7420569298001489,-0.7363130316522358,0.0
INDEPENDENT_BRIDGE,2020,12,12,2.3408198956305175,1.7188524207586944,-1.2572774769925597,0.0
INDEPENDENT_BRIDGE,2021,12,12,11.17334469339115,10.83083405418832,-10.83083405418832,0.0
INDEPENDENT_BRIDGE,2022,12,12,6.465740306320182,5.68578142969839,-0.2419106688235119,0.0
INDEPENDENT_BRIDGE,2023,12,12,2.5248019293480115,2.049347666186286,1.8926131421009715,0.0
INDEPENDENT_BRIDGE,2024,12,12,1.3443469006388353,1.1235925648927183,0.4383567552275958,0.0
INDEPENDENT_BRIDGE,2025,12,7,1.3523706704864031,1.2299300970143108,1.2299300970143108,0.0
BVAR_U_FX,2019,3,8,0.707504754853473,0.6070825025898128,-0.6070825025898128,-0.010144914126760857
BVAR_U_FX,2020,3,12,0.7010800567794955,0.5551218376343854,-0.298882865709266,-0.12381239522269731
BVAR_U_FX,2021,3,12,2.617196375195243,2.211172577150959,-2.211172577150959,-4.2055053777483336
BVAR_U_FX,2022,3,12,3.5067834559563056,2.9446226709776355,-2.060245800005045,-0.9413385985758872
BVAR_U_FX,2023,3,12,1.9121564778085145,1.3270096950982275,0.6789831743709566,-2.563475540992217
BVAR_U_FX,2024,3,12,0.8611326833533093,0.5415467495130354,-0.5140525796802629,-0.30480527294578863
BVAR_U_FX,2025,3,12,0.6030378055437474,0.5121360913140072,-0.15104609071876948,-0.17899824703608536
BVAR_U_FX,2026,3,4,0.9516896451674824,0.8285902186045848,-0.6587707128751115,-0.5031229177519274
BVAR_U_FX,2019,6,8,1.0069054352395432,0.9460513756446061,-0.9460513756446061,-0.4863495999383388
BVAR_U_FX,2020,6,12,1.030400346376322,0.923704480350513,-0.7194187722301728,-0.56898486945649
BVAR_U_FX,2021,6,12,5.964129400829983,5.503492547736099,-5.503492547736099,-12.452061627578425
BVAR_U_FX,2022,6,12,4.215751234219913,3.3736567421053105,-2.7631184076467696,-1.913119174965236
BVAR_U_FX,2023,6,12,3.2181145644460787,2.1131147412104654,1.159762386823403,-8.393631964920543
BVAR_U_FX,2024,6,12,1.126229838926094,0.8579633950121025,-0.8579633950121025,-0.8101308563055919
BVAR_U_FX,2025,6,12,0.8912224329978327,0.7745146536612642,-0.4241875858764342,-0.29588801683782034
BVAR_U_FX,2026,6,1,1.4206330203048916,1.4206330203048916,-1.4206330203048916,-2.0157587030362625
BVAR_U_FX,2019,12,8,1.571629345047064,1.4819914989364174,-1.4819914989364174,-1.6837984538680042
BVAR_U_FX,2020,12,12,3.393456873600787,2.6690235720870046,-2.6690235720870046,-6.036111769208759
BVAR_U_FX,2021,12,12,12.620200708412538,12.486177430437401,-12.486177430437401,-34.42583428328421
BVAR_U_FX,2022,12,12,5.237284592184643,3.426900982408013,-2.6924471209171856,14.37664780923872
BVAR_U_FX,2023,12,12,6.175243401084799,3.615401392927366,1.869395036483039,-31.759006280201916
BVAR_U_FX,2024,12,12,1.8012782961803395,1.471992022630258,-1.471992022630258,-1.4373349110331033
BVAR_U_FX,2025,12,7,1.1934445342691646,1.0529428854791598,-1.0529428854791598,0.4045965740149005
RF_U_FX,2019,3,8,0.5400744713840034,0.4554902238032795,-0.2834679753468885,0.1987376293728013
RF_U_FX,2020,3,12,0.5801629373926711,0.45610643898482445,0.10594433190110852,0.031111816867150876
RF_U_FX,2021,3,12,2.4145968691681414,1.9465825396458227,-1.9465825396458227,-3.1860665520098035
RF_U_FX,2022,3,12,3.4190376658950457,3.108672820501106,-1.7021155667364678,-0.3336269524160758
RF_U_FX,2023,3,12,1.8375771918880228,1.6803424672183003,1.6803424672183003,-2.283823081514226
RF_U_FX,2024,3,12,0.4221447817413071,0.3455764708361659,0.10737554468681228,0.2585380086420664
RF_U_FX,2025,3,12,0.5627246006100743,0.42392112761856415,0.2840791728116498,-0.1320026282528345
RF_U_FX,2026,3,4,0.4032811494833563,0.3782892668642435,-0.133061463313693,0.23995457743846416
RF_U_FX,2019,6,8,0.46121063961699,0.416843402066881,-0.416843402066881,0.3147937014806824
RF_U_FX,2020,6,12,0.7351654870961889,0.5976992621336473,0.16328144263595315,-0.0477282890614224
RF_U_FX,2021,6,12,5.424537369726073,4.797507082647942,-4.797507082647942,-6.306827793288481
RF_U_FX,2022,6,12,3.675988432305268,2.876490898285071,-2.3426656187983808,2.3465483394193423
RF_U_FX,2023,6,12,2.9524979882513596,2.7395741297506238,2.7395741297506238,-6.754614985648892
RF_U_FX,2024,6,12,0.6824412348412165,0.5480986801365751,0.4828969273291972,-0.007463245229700159
RF_U_FX,2025,6,12,0.8718940311823942,0.6771228230441823,0.5841349317184109,-0.2618097933707299
RF_U_FX,2026,6,1,0.18794043345179046,0.18794043345179046,-0.18794043345179046,-0.03288213118171068
RF_U_FX,2019,12,8,0.36811386694425785,0.341744805904728,-0.25248969917894404,0.6507125253084042
RF_U_FX,2020,12,12,2.0911311789778644,1.524787394165094,-1.0245880705908992,1.1066081760863131
RF_U_FX,2021,12,12,11.394954473444185,11.246314811638868,-11.246314811638868,-5.001355814533458
RF_U_FX,2022,12,12,5.630407339895612,4.138164115736921,-1.754119429946514,10.104310895623007
RF_U_FX,2023,12,12,5.096917779605703,4.691927135172166,4.691927135172166,-19.60394606962129
RF_U_FX,2024,12,12,1.6411488724496628,1.4823917840358474,1.4823917840358474,-0.8861010322855565
RF_U_FX,2025,12,7,1.566770574175636,1.4228021859945967,1.420648477300377,-0.6258636017108079
NAIVE,2019,3,8,0.856433124080597,0.6667226188361257,-0.6609394833768995,-0.2430596320089392
NAIVE,2020,3,12,0.5268741558274305,0.43036450901633855,-0.03753062373840218,0.09010447471237588
NAIVE,2021,3,12,2.8473531840894712,2.24776541455983,-2.24776541455983,-5.463208666357663
NAIVE,2022,3,12,3.92997926648139,3.373964822106729,-3.173591492879094,-4.088545426580641
NAIVE,2023,3,12,1.548424852632992,1.4026312806775396,1.3332199947461116,-1.304752669618656
NAIVE,2024,3,12,1.4128084451910572,1.1323390399247115,0.9980276439394137,-1.5592834774096904
NAIVE,2025,3,12,1.5804872200286673,1.2894966105456591,1.2894966105456591,-2.313283504795012
NAIVE,2026,3,4,1.0106092545092926,0.9171296397822153,0.9171296397822153,-0.6187408023327465
NAIVE,2019,6,8,1.0982232303205854,1.073564449879409,-1.073564449879409,-0.6785853080391866
NAIVE,2020,6,12,0.4962187011526091,0.44180204937134054,-0.2295975602135002,0.2465070049823718
NAIVE,2021,6,12,6.395412875851857,5.527388740143138,-5.527388740143138,-17.78252797034554
NAIVE,2022,6,12,5.253054219572704,4.682223467271922,-4.682223467271922,-11.73513933990909
NAIVE,2023,6,12,2.617935234992645,2.4792622415891787,2.4792622415891787,-4.89095550963656
NAIVE,2024,6,12,2.3141081665645213,2.141245724263301,2.141245724263301,-4.896833812778706
NAIVE,2025,6,12,2.6516096648045755,2.4798802392953707,2.4798802392953707,-6.532644406244276
NAIVE,2026,6,1,1.8917676071632965,1.8917676071632965,1.8917676071632965,-3.576345204168008
NAIVE,2019,12,8,1.3409430402987923,1.276629500509551,-1.276629500509551,-1.0119078929807097
NAIVE,2020,12,12,2.1696679079548455,1.6415987513525458,-1.6170139671949464,0.7719789529705116
NAIVE,2021,12,12,12.480570989725358,12.259071158615152,-12.259071158615152,-30.921020592242012
NAIVE,2022,12,12,7.243405423117767,5.686783284163698,-5.686783284163698,-10.661124414878488
NAIVE,2023,12,12,4.554889171086193,4.52938762620061,4.52938762620061,-14.37239057843883
NAIVE,2024,12,12,4.516495956990858,4.5044428000866485,4.5044428000866485,-18.59146714025752
NAIVE,2025,12,7,5.012362511365269,5.000125196694862,5.000125196694862,-23.294871514948095
LAST_YOY_RW,2019,3,8,0.5356564973537434,0.4046383175370964,-0.32823432405468184,0.20349018085623122
LAST_YOY_RW,2020,3,12,0.6233365149491877,0.5154406313589496,0.4305632856296049,-0.02084756007775559
LAST_YOY_RW,2021,3,12,3.274213740139818,2.6225684419684763,-2.6225684419684763,-8.076264127533591
LAST_YOY_RW,2022,3,12,3.876451553189266,3.1528933567361848,-2.0513504897601003,-3.6706850358305054
LAST_YOY_RW,2023,3,12,4.757431212150532,4.316887279205285,4.316887279205285,-21.540284883711237
LAST_YOY_RW,2024,3,12,1.2462962083999598,0.663815163034636,0.1635261732748535,-1.1165100136786337
LAST_YOY_RW,2025,3,12,0.605622273838287,0.4948544713922966,0.3505144267170768,-0.18212199069012402
LAST_YOY_RW,2026,3,4,0.3317887345376453,0.2991797078630525,-0.22489077390614465,0.2925064986009892
LAST_YOY_RW,2019,6,8,0.5251015630690831,0.45643291818065646,-0.45643291818065646,0.2517773040390011
LAST_YOY_RW,2020,6,12,0.6660108692629902,0.5337975979906159,0.483834979753982,0.04916952637951028
LAST_YOY_RW,2021,6,12,6.7521678597572565,5.84056369367773,-5.84056369367773,-22.472992924072702
LAST_YOY_RW,2022,6,12,5.189387537653249,4.0850262600244625,-0.8978748941196267,-11.070303722089358
LAST_YOY_RW,2023,6,12,6.699517922756477,6.490995228491715,6.490995228491715,-42.92091101235582
LAST_YOY_RW,2024,6,12,1.4615451077471358,0.8216051610614116,0.18392642683690308,-1.6778513081976831
LAST_YOY_RW,2025,6,12,0.6336388177162746,0.5022937159798208,0.4341272706857202,0.09689125692387753
LAST_YOY_RW,2026,6,1,0.3756026838396356,0.3756026838396356,0.3756026838396356,-0.13863790076320104
LAST_YOY_RW,2019,12,8,0.44437458809985675,0.37343507197453946,-0.1456533835786082,0.5887515697961416
LAST_YOY_RW,2020,12,12,1.8328273380912012,1.3912794160865403,-0.5957395222629264,2.120181732525188
LAST_YOY_RW,2021,12,12,11.810431944617438,11.596210046260472,-11.596210046260472,-14.642671081107897
LAST_YOY_RW,2022,12,12,7.782585189028744,7.118164509111275,3.518286823645288,-18.762834515716182
LAST_YOY_RW,2023,12,12,9.891337849086561,9.095566689111434,9.095566689111434,-91.46393966233289
LAST_YOY_RW,2024,12,12,1.2700778543683824,0.7347415321906817,0.299409441176861,0.1941708331002485
LAST_YOY_RW,2025,12,7,0.990169641086688,0.8777690502520058,0.7978757045811825,0.8484705122621031
