scope,model,h,metric,sample,n_intended,n_missing_forecasts,n,mae,rmse,bias
original_R16_calendar,DAMPED_P95_Q001_R16,9,headline_yy,full,78,0,78,2.1901692901753287,3.4851207713413834,-1.147246005411
original_R16_calendar,DAMPED_P95_Q001_R16,10,headline_yy,full,77,0,77,2.454839655397397,3.968779462739039,-1.2911629364833883
original_R16_calendar,DAMPED_P95_Q001_R16,11,headline_yy,full,76,0,76,2.755708498655974,4.433356978488922,-1.448153591315397
original_R16_calendar,DAMPED_P95_Q001_R16,12,headline_yy,full,75,0,75,3.0035900676131857,4.810145946520235,-1.582534133354861
original_R16_calendar,MCT_FAST_R18,1,headline_yy,full,88,0,88,0.5015219115367704,0.8645896467349135,-0.1164397079960751
original_R16_calendar,MCT_FAST_R18,2,headline_yy,full,86,0,86,0.7784728979378853,1.2427694151162032,-0.2140161614782378
original_R16_calendar,MCT_FAST_R18,3,headline_yy,full,84,0,84,0.979203536197009,1.4873571792463316,-0.3577393132408322
original_R16_calendar,MCT_FAST_R18,4,headline_yy,full,83,0,83,1.183302426986113,1.772191203111354,-0.5024303039133271
original_R16_calendar,MCT_FAST_R18,5,headline_yy,full,82,0,82,1.3833013252419897,2.0921750401039985,-0.6539068993594817
original_R16_calendar,MCT_FAST_R18,6,headline_yy,full,81,0,81,1.575356622692461,2.425207102764461,-0.7930472541079966
original_R16_calendar,MCT_FAST_R18,7,headline_yy,full,80,0,80,1.8001278702398251,2.797672686165588,-0.9375869150014772
original_R16_calendar,MCT_FAST_R18,8,headline_yy,full,79,0,79,2.070895934075524,3.2091991333153302,-1.0837597958415623
original_R16_calendar,MCT_FAST_R18,9,headline_yy,full,78,0,78,2.3229203148408395,3.675183052739504,-1.233840170276488
original_R16_calendar,MCT_FAST_R18,10,headline_yy,full,77,0,77,2.568511378615265,4.158266358242303,-1.385111122063302
original_R16_calendar,MCT_FAST_R18,11,headline_yy,full,76,0,76,2.845231443204726,4.627629131034542,-1.545805776104558
original_R16_calendar,MCT_FAST_R18,12,headline_yy,full,75,0,75,3.1164635520602,5.014057407634218,-1.704682194097133
original_R16_calendar,MCT_SIGNALS_R18,1,headline_yy,full,88,0,88,0.4889956297721784,0.8413368913046634,-0.1025451097602832
original_R16_calendar,MCT_SIGNALS_R18,2,headline_yy,full,86,0,86,0.7481753714107574,1.175547572488041,-0.1777843630860424
original_R16_calendar,MCT_SIGNALS_R18,3,headline_yy,full,84,0,84,0.9244999749033268,1.3681598561523314,-0.2928054381377341
original_R16_calendar,MCT_SIGNALS_R18,4,headline_yy,full,83,0,83,1.108379576910661,1.6342861322927318,-0.404183874100192
original_R16_calendar,MCT_SIGNALS_R18,5,headline_yy,full,82,0,82,1.321295047240293,1.95301137863179,-0.5190077866027638
original_R16_calendar,MCT_SIGNALS_R18,6,headline_yy,full,81,0,81,1.4880488098062603,2.3032733546761204,-0.6158391375835469
original_R16_calendar,MCT_SIGNALS_R18,7,headline_yy,full,80,0,80,1.6313679713926306,2.658862003429302,-0.7080814678535561
original_R16_calendar,MCT_SIGNALS_R18,8,headline_yy,full,79,0,79,1.8420934821908508,3.078752343680237,-0.7967176626980056
original_R16_calendar,MCT_SIGNALS_R18,9,headline_yy,full,78,0,78,2.1245311203829496,3.5087219104724814,-0.8854671188242034
original_R16_calendar,MCT_SIGNALS_R18,10,headline_yy,full,77,0,77,2.4859181547315563,3.999326201947565,-0.9793793479468612
original_R16_calendar,MCT_SIGNALS_R18,11,headline_yy,full,76,0,76,2.8547300283103816,4.474127635943339,-1.082096470502432
original_R16_calendar,MCT_SIGNALS_R18,12,headline_yy,full,75,0,75,3.203376134089181,4.960183073040706,-1.1784842634539272
original_R16_calendar,STATE_FAST_R15,1,headline_yy,origins_2024plus,30,0,30,0.2452810049117738,0.3322785235245191,0.025944216522902
original_R16_calendar,STATE_FAST_R15,2,headline_yy,origins_2024plus,29,0,29,0.3558827660984506,0.4417653130301944,0.0537404886553575
original_R16_calendar,STATE_FAST_R15,3,headline_yy,origins_2024plus,28,0,28,0.425990038457294,0.517777318612281,0.0724848387991898
original_R16_calendar,STATE_FAST_R15,4,headline_yy,origins_2024plus,27,0,27,0.3678516474008365,0.469323965777046,0.111476963844954
original_R16_calendar,STATE_FAST_R15,5,headline_yy,origins_2024plus,26,0,26,0.3660444093369676,0.485652025305812,0.1455519289924798
original_R16_calendar,STATE_FAST_R15,6,headline_yy,origins_2024plus,25,0,25,0.4051238833460426,0.5357843828577382,0.2057116489207251
original_R16_calendar,STATE_FAST_R15,7,headline_yy,origins_2024plus,24,0,24,0.5203547372325349,0.6213962387870184,0.268633222245084
original_R16_calendar,STATE_FAST_R15,8,headline_yy,origins_2024plus,23,0,23,0.5829379578335884,0.6808254692694579,0.3596333307530863
original_R16_calendar,STATE_FAST_R15,9,headline_yy,origins_2024plus,22,0,22,0.6179813049841028,0.7167373234208606,0.4155199496409896
original_R16_calendar,STATE_FAST_R15,10,headline_yy,origins_2024plus,21,0,21,0.6518831700171279,0.7933526236232414,0.4809664622701901
original_R16_calendar,STATE_FAST_R15,11,headline_yy,origins_2024plus,20,0,20,0.7100745029398151,0.82702757660769,0.5125159789103175
original_R16_calendar,STATE_FAST_R15,12,headline_yy,origins_2024plus,19,0,19,0.7435036938746832,0.8579638828422467,0.5699470690098746
original_R16_calendar,STABLE_LOCAL_CORE_R14B,1,headline_yy,origins_2024plus,30,0,30,0.2375600677387582,0.3225255525146354,0.0216150043086763
original_R16_calendar,STABLE_LOCAL_CORE_R14B,2,headline_yy,origins_2024plus,29,0,29,0.3319110408950457,0.4075554669595924,0.0446499933539731
original_R16_calendar,STABLE_LOCAL_CORE_R14B,3,headline_yy,origins_2024plus,28,0,28,0.3848786757391532,0.4715928235679361,0.0605671152096295
original_R16_calendar,STABLE_LOCAL_CORE_R14B,4,headline_yy,origins_2024plus,27,0,27,0.3233767092089087,0.4223683096731077,0.1023663378725894
original_R16_calendar,STABLE_LOCAL_CORE_R14B,5,headline_yy,origins_2024plus,26,0,26,0.301512168493496,0.4261842557671102,0.1350479731671278
original_R16_calendar,STABLE_LOCAL_CORE_R14B,6,headline_yy,origins_2024plus,25,0,25,0.3260828335761914,0.4667346496225408,0.1862188764409593
original_R16_calendar,STABLE_LOCAL_CORE_R14B,7,headline_yy,origins_2024plus,24,0,24,0.4097747605000867,0.5341834674093415,0.243395018936949
original_R16_calendar,STABLE_LOCAL_CORE_R14B,8,headline_yy,origins_2024plus,23,0,23,0.4424908131025314,0.5497084903057792,0.3176419343846959
original_R16_calendar,STABLE_LOCAL_CORE_R14B,9,headline_yy,origins_2024plus,22,0,22,0.4508965783237016,0.5571451910985655,0.3569780030542351
original_R16_calendar,STABLE_LOCAL_CORE_R14B,10,headline_yy,origins_2024plus,21,0,21,0.5026360620983554,0.6377465860407588,0.4083965568034336
original_R16_calendar,STABLE_LOCAL_CORE_R14B,11,headline_yy,origins_2024plus,20,0,20,0.5286291627781279,0.6866674548037709,0.443289603392788
original_R16_calendar,STABLE_LOCAL_CORE_R14B,12,headline_yy,origins_2024plus,19,0,19,0.5576900611391219,0.7076852773291331,0.4935375467580544
original_R16_calendar,DAMPED_P95_Q001_R16,1,headline_yy,origins_2024plus,30,0,30,0.2464266421603173,0.3323047340836653,0.0100009348388372
original_R16_calendar,DAMPED_P95_Q001_R16,2,headline_yy,origins_2024plus,29,0,29,0.3509025936224771,0.4396640686086057,0.0169108351147665
original_R16_calendar,DAMPED_P95_Q001_R16,3,headline_yy,origins_2024plus,28,0,28,0.4172012202972861,0.5138610726515732,0.0100404844192721
original_R16_calendar,DAMPED_P95_Q001_R16,4,headline_yy,origins_2024plus,27,0,27,0.3399514204739105,0.4604142702595106,0.0193679316733945
original_R16_calendar,DAMPED_P95_Q001_R16,5,headline_yy,origins_2024plus,26,0,26,0.3587245051632623,0.4705330513305823,0.0187100749703798
original_R16_calendar,DAMPED_P95_Q001_R16,6,headline_yy,origins_2024plus,25,0,25,0.3682964745998783,0.5159368686757626,0.0385509301902658
original_R16_calendar,DAMPED_P95_Q001_R16,7,headline_yy,origins_2024plus,24,0,24,0.4763177464077339,0.5929492499433688,0.0567082223035043
original_R16_calendar,DAMPED_P95_Q001_R16,8,headline_yy,origins_2024plus,23,0,23,0.5177097498281713,0.630744069696362,0.096479876602445
original_R16_calendar,DAMPED_P95_Q001_R16,9,headline_yy,origins_2024plus,22,0,22,0.5352341154146513,0.647198014997384,0.0952593886794741
original_R16_calendar,DAMPED_P95_Q001_R16,10,headline_yy,origins_2024plus,21,0,21,0.5580197557913097,0.7054229109044091,0.0973566277196551
original_R16_calendar,DAMPED_P95_Q001_R16,11,headline_yy,origins_2024plus,20,0,20,0.563443679584427,0.7244919948104189,0.0604311383563415
original_R16_calendar,DAMPED_P95_Q001_R16,12,headline_yy,origins_2024plus,19,0,19,0.6074881598966505,0.7158989707447333,0.0429509374620247
original_R16_calendar,MCT_FAST_R18,1,headline_yy,origins_2024plus,30,0,30,0.2456389495794822,0.331949057262928,0.0418545379638968
original_R16_calendar,MCT_FAST_R18,2,headline_yy,origins_2024plus,29,0,29,0.3621709812191743,0.4449380320024464,0.0872090658475475
original_R16_calendar,MCT_FAST_R18,3,headline_yy,origins_2024plus,28,0,28,0.4282925712108693,0.5125299926048149,0.1257010466881758
original_R16_calendar,MCT_FAST_R18,4,headline_yy,origins_2024plus,27,0,27,0.3887875997179157,0.4622955573978866,0.1900698315761011
original_R16_calendar,MCT_FAST_R18,5,headline_yy,origins_2024plus,26,0,26,0.3782448301029365,0.4880720174933176,0.2515780651614108
original_R16_calendar,MCT_FAST_R18,6,headline_yy,origins_2024plus,25,0,25,0.455722326352298,0.5604071800784672,0.3431048721109258
original_R16_calendar,MCT_FAST_R18,7,headline_yy,origins_2024plus,24,0,24,0.5552947923081468,0.6716560179557183,0.4322071420663589
original_R16_calendar,MCT_FAST_R18,8,headline_yy,origins_2024plus,23,0,23,0.6688812783495203,0.7582162335711466,0.547614204303433
original_R16_calendar,MCT_FAST_R18,9,headline_yy,origins_2024plus,22,0,22,0.7099489622609559,0.8099799269597271,0.635557698116551
original_R16_calendar,MCT_FAST_R18,10,headline_yy,origins_2024plus,21,0,21,0.8088532068055747,0.923085255698373,0.7398581465685845
original_R16_calendar,MCT_FAST_R18,11,headline_yy,origins_2024plus,20,0,20,0.8790044468575593,1.015730905736893,0.8248759748689318
original_R16_calendar,MCT_FAST_R18,12,headline_yy,origins_2024plus,19,0,19,0.9398308939878804,1.1058920490341124,0.9389673501798784
original_R16_calendar,MCT_SIGNALS_R18,1,headline_yy,origins_2024plus,30,0,30,0.2477702165791306,0.3370046425174743,0.039850263919096
original_R16_calendar,MCT_SIGNALS_R18,2,headline_yy,origins_2024plus,29,0,29,0.370664431178688,0.4531764739646113,0.0859108492554582
original_R16_calendar,MCT_SIGNALS_R18,3,headline_yy,origins_2024plus,28,0,28,0.447769307192591,0.5208673697664674,0.1265952141880306
original_R16_calendar,MCT_SIGNALS_R18,4,headline_yy,origins_2024plus,27,0,27,0.4053768326881174,0.4863180244403097,0.1990559193246505
original_R16_calendar,MCT_SIGNALS_R18,5,headline_yy,origins_2024plus,26,0,26,0.4037018840322671,0.5216902045556572,0.2683516204066922
original_R16_calendar,MCT_SIGNALS_R18,6,headline_yy,origins_2024plus,25,0,25,0.4596671725312541,0.5949159198519312,0.3724197247852218
original_R16_calendar,MCT_SIGNALS_R18,7,headline_yy,origins_2024plus,24,0,24,0.5898299122925229,0.7211038746707551,0.4914205380887673
original_R16_calendar,MCT_SIGNALS_R18,8,headline_yy,origins_2024plus,23,0,23,0.7022098231306011,0.8293972384955279,0.6521450762398355
original_R16_calendar,MCT_SIGNALS_R18,9,headline_yy,origins_2024plus,22,0,22,0.8014996425272006,0.981261798135114,0.7952333345732915
original_R16_calendar,MCT_SIGNALS_R18,10,headline_yy,origins_2024plus,21,0,21,0.944427411643972,1.1668413377759643,0.944427411643972
original_R16_calendar,MCT_SIGNALS_R18,11,headline_yy,origins_2024plus,20,0,20,1.0701283857183663,1.3158820001027811,1.0701283857183663
original_R16_calendar,MCT_SIGNALS_R18,12,headline_yy,origins_2024plus,19,0,19,1.2368236964419614,1.4513536672681169,1.2368236964419614
