month,food,nonalcoholic_beverages,alcoholic_beverages,tobacco,clothing,footwear,actual_rent,imputed_rent,housing_maintenance,water_housing_services,household_energy,furniture,household_textiles,household_appliances,tableware_utensils,house_garden_tools,household_goods_services,vehicle_purchases,vehicle_operation,passenger_transport,transport_postal_services,ict_equipment,ict_services,recreation_durables,other_recreation_goods,garden_pets_goods,recreation_services,musical_instruments_media,cultural_services,books_stationery,package_holidays,catering,accommodation,health,education,insurance_financial_services,personal_social_misc
2015-01,99.9009611718276,101.553458222661,98.8166307033775,95.3689475288095,99.9951808155167,97.0541981071086,99.5563361543687,99.5297348742601,99.9191689523931,99.6197169094346,99.3024303009032,100.233549142708,99.3147669396924,99.7189039813374,97.6263554190443,99.5381741064677,101.440166700386,98.6480667497523,100.026184148761,99.772473099109,97.3838376392195,101.009443462859,100.397206538661,103.765377322567,99.0805836176264,100.266965920597,98.9480979252853,98.6450661574387,99.169993639496,99.7448936710476,97.1348076336456,99.2532710986816,100.229521243583,99.1131395406513,99.3626698196666,98.7970136440173,100.243705132673
2015-02,99.8574162919756,101.591910539775,99.5391081258604,98.9599872652353,99.8531215217878,96.8746536288201,99.8043352651418,99.6376610439154,100.025994897421,99.6697045669086,99.7195783185813,100.185642296439,99.7239688546109,99.7576253142528,97.8065267971383,100.670861311022,100.864397685858,98.5066388450214,98.2629005887716,99.8212187282664,99.9445942221856,100.626011201211,100.272926627537,101.937477947271,99.2150751030511,99.7889631193095,99.1930338156388,99.143089292379,98.7565395037772,99.177777101171,96.3106588543232,99.3877973795038,99.8113223942603,99.1133959225342,99.4797234069801,99.6335732072949,100.228519205241
2015-03,100.212646992154,100.629163477898,98.7725665938437,100.642064305066,99.8256206850799,97.635742102866,99.8136049618754,99.7854125160345,100.057435141744,99.714035783354,99.8950471670072,99.8231692022674,100.205115797511,99.8899535972466,98.2690378859906,99.8728253144085,100.707001436865,98.8271241415841,101.201305303704,99.9604333202707,100.082136086204,100.751938943496,100.178429714356,101.16400497977,99.6064413890863,99.1586238620883,99.3560748428987,99.6098184111951,99.7347987020533,99.4978691517462,97.0227677501534,99.4645378215833,99.6180604639917,98.9006011105383,99.6556829592872,99.7057274521115,99.8737684787605
2015-04,101.017848288834,99.6153346470423,100.114000720061,99.9141555608344,99.762646879511,98.6796567268509,99.9758369682269,99.8981571535662,100.117141787428,99.7372728705996,99.9072838692926,100.344044087376,100.408926468064,100.395189706351,98.3905424943986,100.129436133021,100.544322403606,99.0821319716848,101.625926193447,99.7721906946983,100.157345516952,100.27286328096,100.225542258248,100.789154540386,100.073347846265,99.8734238522856,99.7101501301996,99.7772162941844,99.4363189347981,99.8005933738733,97.8196112525131,99.6935624269944,99.6895518271262,99.4470245188044,99.8455010633125,99.658507511648,99.8798794143782
2015-05,101.220788034746,100.991089789506,99.8661666501671,100.26925196626,99.8322896752778,99.3303894797461,99.9620850313852,100.007495620431,100.264629295196,99.7956141645937,100.007052983911,100.175030552088,100.907230706484,100.374594536113,99.5098662779269,100.234608914012,100.443852170134,99.4657698347556,102.204528072613,100.1203693954,100.278591476303,100.204969913015,99.9744203635815,100.410794917493,99.7577963941268,99.7516486379997,99.8983737738218,100.000605670938,99.3217398281746,100.203590156118,98.5431090368816,99.9575095253822,99.7636204608533,99.7784755409947,100.017877054274,100.006886598657,99.7712898722553
2015-06,101.146458516577,101.393845564418,100.753594824126,100.160173150454,100.1234310339,99.745837897922,100.060792785181,100.061557707891,100.270825230606,100.050959346193,100.110308107456,100.653319514736,100.375611121556,100.108920298992,99.4676258032937,100.437918499992,100.28732782873,100.013984102479,102.46840576412,99.9917566914074,100.287456335099,100.04427873661,99.8453528362294,99.4733677732923,100.181952691219,99.4127391393907,100.087213851066,99.581403719631,99.2041119462164,99.8131996537779,99.7218680399332,100.158876582928,100.131895997766,99.9314806803068,100.144098482661,100.192246030744,99.9839707833973
2015-07,99.6456574576076,100.362083034703,100.743021017957,100.340991536395,99.1221587672898,100.192663617434,99.8533780135787,100.123074950281,100.159357210537,100.114694947079,100.153458098587,99.7907295763115,99.8192020232194,100.01488230312,99.8410695296433,100.054253953815,100.409640362439,100.259289326074,102.260786499355,99.4784875577756,100.14625431807,100.207667659179,99.8434206006803,99.8518399690217,100.150872654956,99.8775703322736,100.237794199507,99.6363977267567,98.8455577000206,100.127976853279,94.9119871541523,100.297831779408,99.7308530533015,100.088985659111,100.311099153433,100.208448146397,99.8717876964771
2015-08,99.928888105836,98.6988346158248,100.016827587639,100.492674843477,99.9041089491707,99.6366598185368,99.7485995045462,100.074786152964,100.572707105192,100.176752352327,100.159524787896,100.068009656388,99.9306361536861,99.6438973087925,100.822169872454,101.529035550274,99.4923389126737,100.670271337591,102.177534092545,100.332116963502,100.205500784902,99.6454869944556,99.7796213607073,98.8816074708578,99.8480384861105,99.7529779796836,100.297789934319,100.033736774494,98.6504812099769,99.9963063386502,96.979118651982,100.499318994754,99.9754298897065,100.212848699067,100.478793808593,100.348474638818,99.7734629052882
2015-09,100.940720078327,97.706853420456,100.707077996455,100.71964188425,100.047512315939,101.821606887321,99.9300382005675,100.217639221131,99.6814479519806,100.237814259718,100.146788678175,99.6146564918438,99.9109919885048,99.6123751422896,101.276882344766,99.7845042501285,99.0533321089982,100.986175436675,99.8791252256402,99.7589176599011,100.295989586599,99.7553261761685,99.7899812114012,98.2763127929859,99.6397348600631,100.405391623556,100.071244816679,100.021793806218,100.39945047456,100.191182971326,106.828300435166,100.269017796862,100.228618004802,100.542201621129,99.9265617257837,100.251049026624,100.300195757014
2015-10,99.4952936394862,99.8522969388429,100.56868528907,100.88287273629,100.372411001264,102.597420887408,100.163907020987,100.332306107038,99.546865503351,100.300639268278,100.186981965931,99.6118107098132,99.6204663357681,99.6233985675359,101.4148326809,99.1073426779608,97.8154905442763,101.268201887743,97.932838351795,100.253076394173,100.467993934641,98.8867478298255,99.8301076406164,98.1916099086331,100.585511179675,100.386973427619,100.254817637136,100.052991100403,100.33527164438,100.667736647158,106.607682717062,100.318097490968,100.334772865388,100.769888713184,100.094908964839,100.163348779476,99.9354436492076
