origin,h,target,scored,mm_recorded,mm_lane,food_recorded,food_lane,alc_recorded,alc_lane,fuel_recorded,fuel_lane,yy_recorded,yy_lane_previous_history,yy_lane,actual_previous,actual_bbg
2019-02,0,2019-02,False,0.3177548805881821,0.3246682526924389,,,,,,,2.8136990211578414,2.8207844006063185,2.855030603616528,2.6794258373205744,2.7272180011000375
2019-02,1,2019-03,False,0.13282947219143784,0.1413621170204889,0.0468044563237898,0.08551766061622404,0.5070259413749834,0.525,0.1292355051968831,0.12923190924514302,3.048877280727015,3.0647606033427497,3.1035321845243966,2.969348659003822,3.0357081452474843
2019-02,2,2019-04,False,0.34864828627046385,0.34236027989137313,-0.014641279208973878,-0.0475891159186983,0.6547269024545554,0.6500000000000001,0.0,0.0,3.111856985772942,3.121287866367852,3.147076496400026,2.769818529130847,2.830253094110401
2019-02,3,2019-05,False,0.28101586481978186,0.28636149338991596,0.4729039697919344,0.4876274488094117,0.12036906490745512,0.15,0.0,0.0,2.910165106983521,2.925063821331959,2.927810950291698,2.9467680608364977,3.0348904137006705
2019-02,4,2019-06,False,0.2051797804660953,0.20950231693663324,0.16949056678013172,0.19677686556109436,-0.0443104061040811,-0.05,0.0,0.0,2.730704912532534,2.750009766963036,2.7325170308811915,2.7462121212121224,2.8296416280160077
2019-02,5,2019-07,False,0.3678874325242586,0.3730071912245846,-0.04106759899434222,-0.03785109485687703,0.5006382609860527,0.55,0.0,0.0,2.9137259055796583,2.938315761012212,2.9098969133057886,2.9300567107750517,3.03489041370067
2019-02,6,2019-08,False,0.07723478811936282,0.08429677561343436,-0.4534356921711843,-0.404798445739535,-0.3328819766809238,-0.35,0.0,0.0,2.89595594687896,2.9278041829174133,2.8937528853055086,2.9272898961284195,3.03489041370067
2019-02,7,2019-09,False,-0.06587150137987097,-0.07432141103697842,0.48918847064031296,0.44549863127567524,0.2824815536417502,0.275,0.0,0.0,3.1203023382121353,3.1434979989609526,3.126660778628132,2.6515151515151705,2.7248556381328646
2019-02,8,2019-10,False,0.3446177813053466,0.3556635925458655,0.44445416352155104,0.5020795411729757,0.11621002199403706,0.125,0.0,0.0,3.085198997578246,3.119736805763325,3.0811202840896303,2.735849056603792,2.827171231397938
2019-02,9,2019-11,False,0.10272701859924893,0.09071983362539367,0.1620360110390849,0.09038480413342814,-0.0828143751614413,-0.075,0.0,0.0,3.28853736550811,3.3107498309670995,3.277913218128677,3.116147308781873,3.23889163672886
2019-02,10,2019-12,False,0.17714084179428682,0.1842171255226821,0.46643023493988833,0.49802798466007425,-0.5158842570692518,-0.5,0.0,0.0,3.3738889240837433,3.403423409638373,3.364804017141782,3.207547169811327,3.342027392609708
2019-02,11,2020-01,False,0.88056611130446,0.8832771353690547,1.1770365419512416,1.1925964591490743,2.3255735322844586,2.325,0.0,0.0,3.2130851721381424,3.2453482148952775,3.2453482148952775,3.6414565826330487,3.8536215876226265
2019-02,12,2020-02,False,0.3572608626096618,0.34839487128782554,0.3738432485351214,0.33104961111786363,0.08872469572955288,0.07500000000000001,0.0,0.0,3.2537313597651036,3.269765569485203,3.269765569485203,3.7278657968313063,3.9572679165523907
2019-03,0,2019-03,False,0.0994602395416571,0.1020120163032545,,,,,,,2.8800008017511463,2.8826234612005663,2.9349470545297285,2.969348659003822,3.0357081452474843
2019-03,1,2019-04,True,0.3814841373413623,0.37007862168671235,0.04240379262622693,-0.0193566607598148,0.6547269024545554,0.6500000000000001,1.7251874564587832,1.7252015229423265,2.9765620243170847,2.967486474238392,3.0068666877598,2.769818529130847,2.830253094110401
2019-03,2,2019-05,False,0.2630877933057263,0.2654524858795484,0.5251885980164499,0.5231301429733458,0.12036906490745512,0.15,-3.654410107856166e-15,0.0,2.7567608232419176,2.7501279366809315,2.7664686328448664,2.9467680608364977,3.0348904137006705
2019-03,3,2019-06,False,0.1862934071732129,0.18809978305891656,0.2036035397971507,0.2167244753926028,-0.0443104061040811,-0.05,0.0,0.0,2.558234629330069,2.5534635805422075,2.5495738420324274,2.7462121212121224,2.8296416280160077
2019-03,4,2019-07,False,0.34682777247091834,0.3501636535325627,-0.0193253648123736,-0.026151651577341097,0.5006382609860527,0.55,7.308820215712331e-15,0.0,2.7193907692810706,2.7180268179817153,2.7032586591614387,2.9300567107750517,3.03489041370067
2019-03,5,2019-08,False,0.05432098107959773,0.0597771834860696,-0.44480582818580866,-0.4052087555414878,-0.3328819766809238,-0.35,-3.654410107856166e-15,0.0,2.6781396687554873,2.6823754763966234,2.6619897847515466,2.9272898961284195,3.03489041370067
2019-03,6,2019-09,False,-0.08676124716597748,-0.09616849334975731,0.5220554125020116,0.4729760047319219,0.2824815536417502,0.275,7.308820215712331e-15,0.0,2.8805010127183515,2.875058142575946,2.8718769267128077,2.6515151515151705,2.7248556381328646
2019-03,7,2019-10,False,0.3199572197010174,0.33047528833863754,0.43768924153894534,0.49234355856586615,0.11621002199403706,0.125,-3.654410107856166e-15,0.0,2.8202041331717034,2.825544090289451,2.8006404966192533,2.735849056603792,2.827171231397938
2019-03,8,2019-11,False,0.07720979518141749,0.064672821804524,0.1534720306689041,0.07883824578879652,-0.0828143751614413,-0.075,0.0,0.0,2.996758155164605,2.989203897506893,2.9700946663278693,3.116147308781873,3.23889163672886
2019-03,9,2019-12,False,0.1522012496538248,0.15874119982638668,0.4564696804740507,0.4850480046246821,-0.5158842570692518,-0.5,7.308820215712331e-15,0.0,3.0562058661908473,3.0553763367904736,3.0305201099536108,3.207547169811327,3.342027392609708
2019-03,10,2020-01,False,0.8526664616821502,0.854830444832669,1.1663299286185012,1.1788101404621028,2.3255735322844586,2.325,-3.654410107856166e-15,0.0,2.8674392759212073,2.868818462072363,2.882432042893999,3.6414565826330487,3.8536215876226265
2019-03,11,2020-02,False,0.31151739765805064,0.308057178394837,0.4738698999619432,0.46501546245842973,-0.15951669731706586,-0.18,0.0,0.0,2.995553944307732,2.9933819961170895,2.9933819961170895,3.7278657968313063,3.9572679165523907
2019-03,12,2020-03,False,0.053111650796222834,0.056887537309633626,-0.19470282400231273,-0.18276958376967253,0.5070259413749834,0.525,7.308820215712331e-15,0.0,2.94786439072823,2.946954131094668,2.946954131094668,3.4418604651162905,3.646018611413013
2019-04,0,2019-04,False,0.3871075486743048,0.3933907380842003,,,,,,,3.0717675404249056,3.07821876164328,3.131646139591582,2.769818529130847,2.830253094110401
2019-04,1,2019-05,True,0.2637808274406879,0.26638365091100547,0.4978468428001046,0.4971289267501949,0.12036906490745512,0.15,1.7339027710796557,1.7339032549194207,2.8524740527383186,2.8615817408993127,2.8919124217142738,2.9467680608364977,3.0348904137006705
2019-04,2,2019-06,True,0.13928475355375386,0.14104388485350142,0.18417916045447444,0.19703412068943055,-0.0443104061040811,-0.05,0.0,0.0,2.605596519762734,2.6164849629000804,2.6265290559700416,2.7462121212121224,2.8296416280160077
2019-04,3,2019-07,False,0.3019221574841343,0.30518791609649354,-0.034909354023538036,-0.04213041287402811,0.5006382609860527,0.55,0.0,0.0,2.7208385078461648,2.735084052103866,2.734264292772573,2.9300567107750517,3.03489041370067
2019-04,4,2019-08,False,0.010682189948300926,0.016193680895780084,-0.4603969264887631,-0.42048859300199554,-0.3328819766809238,-0.35,0.0,0.0,2.634803022494908,2.65469352325089,2.6482524992035685,2.9272898961284195,3.03489041370067
2019-04,5,2019-09,False,-0.12798046194826493,-0.13735601154087326,0.5096281690638268,0.4607272052803371,0.2824815536417502,0.275,0.0,0.0,2.794653511920075,2.804923207643339,2.8157060718698674,2.6515151515151705,2.7248556381328646
2019-04,6,2019-10,False,0.2834973619630607,0.29372259080804386,0.4544377229551511,0.5074434242129221,0.11621002199403706,0.125,0.0,0.0,2.6970695913829155,2.7178019085799923,2.7068715413364015,2.735849056603792,2.827171231397938
2019-04,7,2019-11,False,0.037539355144659135,0.025053470094210294,0.14684764157191213,0.07250147136274016,-0.0828143751614413,-0.075,0.0,0.0,2.832633327293271,2.8405556745083462,2.835438615298007,3.116147308781873,3.23889163672886
2019-04,8,2019-12,False,0.11275535789480937,0.11934714300684461,0.4499106087832272,0.478780750851905,-0.5158842570692518,-0.5,0.0,0.0,2.8514613266652207,2.866157757539786,2.855314458825097,3.207547169811327,3.342027392609708
2019-04,9,2020-01,False,0.8143854724585206,0.8165984486515344,1.1600288201068314,1.172784850689781,2.3255735322844586,2.325,0.0,0.0,2.624101593908622,2.6410185605357794,2.6685439218331894,3.6414565826330487,3.8536215876226265
2019-04,10,2020-02,False,0.27271969264993334,0.2693065001705069,0.4676962161447146,0.459106527829233,-0.15951669731706586,-0.18,0.0,0.0,2.7121716188945624,2.72560629779228,2.7395578685080815,3.7278657968313063,3.9572679165523907
2019-04,11,2020-03,False,0.022370439100614918,0.02498557048565656,-0.13753696396071294,-0.12845920787568674,0.5491185109475216,0.5599999999999999,0.0,0.0,2.54401362216955,2.5601077177205283,2.5601077177205283,3.4418604651162905,3.646018611413013
2019-04,12,2020-04,False,0.24869116961391377,0.24161083174953424,-0.19836535020178428,-0.2357738176518835,0.6547269024545554,0.6500000000000001,0.0,0.0,2.402623244396009,2.4050520568983886,2.4050520568983886,3.159851301115256,3.3353911830071796
2019-05,0,2019-05,False,0.2254766707170906,0.2294972535366166,,,,,,,2.5119894464748858,2.5161017536172907,2.5534783092200364,2.9467680608364977,3.0348904137006705
2019-05,1,2019-06,True,0.2147539212889333,0.2163844347311914,0.43223335079488007,0.4443644437198353,-0.0443104061040811,-0.05,1.1630472058960803,1.163045864867621,2.343001077376729,2.3487718127200687,2.365924376052407,2.7462121212121224,2.8296416280160077
2019-05,2,2019-07,True,0.3301055679777197,0.3336381946066317,0.13705140626028545,0.13133274848858634,0.5006382609860527,0.55,0.0,0.0,2.4867373531392114,2.496124958413211,2.502451295442174,2.9300567107750517,3.03489041370067
2019-05,3,2019-08,True,0.030839173759758136,0.036822636397505666,-0.33400597398912557,-0.2914405563535054,-0.3328819766809238,-0.35,0.0,0.0,2.4215366707167805,2.437045329924648,2.4377576427384864,2.9272898961284195,3.03489041370067
2019-05,4,2019-09,True,-0.11192805047746927,-0.12140710981427032,0.6135590288949386,0.5640753307945034,0.2824815536417502,0.275,0.0,0.0,2.5975428387290505,2.6033404950428842,2.621254685883541,2.6515151515151705,2.7248556381328646
2019-05,5,2019-10,True,0.2953619621112695,0.3057212415520061,0.533509551791665,0.5872699248241736,0.11621002199403706,0.125,0.0,0.0,2.512272890356835,2.528654585623516,2.5248900994078394,2.735849056603792,2.827171231397938
2019-05,6,2019-11,True,0.04893150334657842,0.036372275432409146,0.22333999807105392,0.14858092563778416,-0.0828143751614413,-0.075,0.0,0.0,2.6592820659042853,2.662798286763483,2.6648455804019733,3.116147308781873,3.23889163672886
2019-05,7,2019-12,True,0.11283693096867944,0.11951180937215804,0.46235309508641703,0.4916910318811822,-0.5158842570692518,-0.5,0.0,0.0,2.678161989095573,2.6885250088362476,2.6848573376066365,3.207547169811327,3.342027392609708
2019-05,8,2020-01,True,0.8141152307600035,0.816395815062105,1.1714544536091875,1.1845911011628054,2.3255735322844586,2.325,0.0,0.0,2.450910716324957,2.463568645500317,2.498190312488465,3.6414565826330487,3.8536215876226265
2019-05,9,2020-02,True,0.2723977395633079,0.269050025475956,0.47761331155255077,0.46939225042649835,-0.15951669731706586,-0.18,0.0,0.0,2.538502883177078,2.5477478407835763,2.568824071493621,3.7278657968313063,3.9572679165523907
2019-05,10,2020-03,True,0.021923858147984622,0.024610388651171055,-0.1283248429263073,-0.11884512742512056,0.5491185109475216,0.5599999999999999,0.0,0.0,2.3701721474142214,2.3821517791684466,2.389288081569413,3.4418604651162905,3.646018611413013
2019-05,11,2020-04,True,0.1984888319833919,0.1908759716741832,-0.29007836516150054,-0.3312708575891018,0.2032116199155598,0.2000000000000001,0.0,0.0,2.4780370998045447,2.4822423876976902,2.4822423876976902,3.159851301115256,3.3353911830071796
2019-05,12,2020-05,True,0.1888639381897695,0.19235214861860414,0.3379207197311774,0.34218739296390155,0.12036906490745512,0.15,0.0,0.0,2.440601498728913,2.4442624142364355,2.4442624142364355,2.862419205909517,3.027539967963463
2019-06,0,2019-06,False,0.1241032984628462,0.1382362388250432,,,,,,,2.684094575980366,2.698588869931369,2.7662569431136212,2.7462121212121224,2.8296416280160077
