origin,h0_recorded,h0_lane,mu_long_lane,mu_window_lane,alpha_lane,gap_last_lane,petrol_share
2019-02,0.3177548805881821,0.3246682526924389,0.213228393586211,0.14125525561739818,-0.25,-0.9683417437102373,0.67084
2019-03,0.0994602395416571,0.1020120163032545,0.21055524668355474,0.1535544747171975,-0.25,-0.7594796126786063,0.67084
2019-04,0.3871075486743048,0.3933907380842003,0.2099317258741659,0.15856760178269472,-0.25,-0.4954502264462345,0.67084
2019-05,0.2254766707170906,0.2294972535366166,0.20930820506477707,0.14983872538904472,-0.25,-1.333174202345277,0.67084
2019-06,0.1241032984628462,0.1382362388250432,0.2099317258741659,0.18494394757616106,-0.25,-0.3880176731616609,0.67084
2019-07,0.435229027763851,0.4505815371932018,0.21055524668355474,0.19282616289444252,-0.25,-0.5637054673045923,0.67084
2019-08,0.0721202716889229,0.045591788901866,0.213228393586211,0.18496989700752822,-0.25,0.04784614531125024,0.67084
2019-09,-0.3115374275151629,-0.308849505091783,0.21590154048886726,0.18909448871963816,-0.25,0.8862375485427918,0.67084
2019-10,0.229406116745445,0.2446637877806893,0.213228393586211,0.17360405832299045,-0.25,-0.39107405473677104,0.67084
2019-11,0.1602788573046094,0.141525159830618,0.21590154048886726,0.18047321896876004,-0.25,0.9208666986563758,0.67084
2019-12,0.0151340522998336,0.0360006072012877,0.2161819635913528,0.1986545752517397,-0.25,1.1630335030499803,0.67084
2020-01,0.8910783646002834,0.8783533841459594,0.21646238669383835,0.20302460768412445,-0.25,1.2780104711291156,0.67084
2020-02,0.3016255681785912,0.3103299579879436,0.2170575397682244,0.2250148450372396,-0.25,1.7436130269616377,0.670837
2020-03,-0.2620574219510465,-0.2692684151418293,0.21765269284261043,0.21825002003492147,-0.25,1.6352998321004628,0.670837
2020-04,-0.31758186237127,-0.3162398735650163,0.21855779782881748,0.23455583916056175,-0.25,1.46305757827963,0.670837
2020-05,0.1755417858910625,0.2000704328139563,0.21946290281502456,0.2520982654151126,-0.25,1.8925967904324863,0.670837
2020-06,0.3438817354017713,0.3582630298169658,0.2199211250098377,0.2513178081230173,-0.25,1.9274617615910505,0.670837
2020-07,0.4869502977384474,0.50693758787011,0.22037934720465083,0.24037004208627025,-0.25,1.815171883718829,0.670837
2020-08,0.0331337564864917,0.0053275483784475,0.22042538000578085,0.22064864674290915,-0.25,1.485592780236279,0.670837
2020-09,-0.3793055312609125,-0.3658154815815407,0.22047141280691088,0.21984531310790364,-0.25,1.6010300878157833,0.670837
2020-10,0.1835507038734855,0.211769713615311,0.22091065043136382,0.19855554572372894,-0.25,0.8483084371185439,0.670837
2020-11,0.1331935220806632,0.1256277711228515,0.22134988805581676,0.20088338744724524,-0.25,1.1158574857263832,0.670837
2020-12,0.1743986297500019,0.1813040856772027,0.22091065043136382,0.19573917375472724,-0.25,0.8999682902903463,0.670837
2021-01,0.8285790522695597,0.8449057426376808,0.22047141280691088,0.1721245129132345,-0.25,-0.32039758438309784,0.670837
2021-02,0.4287738547440542,0.4399444334812715,0.22042538000578085,0.19602548294133434,-0.25,0.8219540579575757,0.670837
2021-03,0.1519100744195733,0.1531112467990255,0.22037934720465083,0.18967234931747975,-0.25,0.5116981623620394,0.670837
2021-04,0.256026468736474,0.2606433781513711,0.2199211250098377,0.1894612763292883,-0.25,-0.1192773081242835,0.670837
2021-05,0.5680138323904842,0.5940166802811098,0.21946290281502456,0.20301159600507832,-0.25,0.3426963589363364,0.670837
2021-06,0.3296679179291987,0.3327555396862573,0.21855779782881748,0.18420405512446905,-0.25,-1.1287009874737772,0.670837
2021-07,0.6445519678863136,0.6474590173654008,0.21765269284261043,0.18234351076217584,-0.25,-1.5293557687960766,0.670837
2021-08,0.2245033523586543,0.2013662855073134,0.2170575397682244,0.19310240383946398,-0.25,-0.6864662800741979,0.670837
2021-09,-0.124000097429706,-0.1344660723590697,0.21646238669383835,0.20204420185614988,-0.25,0.03978227274018398,0.670837
2021-10,0.7237052274417968,0.738228171620831,0.2161819635913528,0.19184369487672973,-0.25,-0.4067519162996245,0.670837
2021-11,0.6823484514284204,0.6694473238856731,0.21590154048886726,0.18067485805453967,-0.25,-1.4153798145162921,0.670837
2021-12,0.7709389674170302,0.7599670833637793,0.213228393586211,0.1928654555891541,-0.25,-1.094068103102723,0.670837
2022-01,4.378137226971534,4.421906845930967,0.21590154048886726,0.19841296942926626,-0.25,-1.2776349780763183,0.670837
2022-02,0.8664254070284128,0.898670125069536,0.2161819635913528,0.2291412755532332,-0.25,-0.07154533790737072,0.670837
2022-03,0.9740717773895649,0.9862412296003968,0.21646238669383835,0.24256279484511112,-0.25,-0.24785427056872456,0.670837
2022-04,0.7418585559133414,0.7668031753740058,0.2170575397682244,0.2527192459763013,-0.25,-0.9997619433418297,0.670837
2022-05,1.8273429935590184,1.8311478207847207,0.21765269284261043,0.29330876250656207,-0.25,-0.7014001135223114,0.670837
2022-06,1.3932606931984497,1.410933710844382,0.21855779782881748,0.3281493795153015,-0.25,-0.6728966495382182,0.670837
2022-07,1.4018402902822626,1.4224278581746372,0.21946290281502456,0.3541487025122831,-0.25,-0.0866366131046099,0.670837
2022-08,0.6308526564677204,0.6260126288535889,0.2199211250098377,0.375977665623485,-0.25,0.7463845915254279,0.670837
2022-09,0.1620924446428433,0.1852383298986602,0.22037934720465083,0.3856929143924757,-0.25,1.0544276157590189,0.670837
2022-10,1.1729476113272232,1.200897974925676,0.22042538000578085,0.3900166169343759,-0.25,0.8758117211291463,0.670837
2022-11,0.7585158740889214,0.7652665539906064,0.22047141280691088,0.416338085239538,-0.25,1.8156344196108323,0.670837
2022-12,0.0474750657227316,0.0429511413580038,0.22091065043136382,0.43177511094879345,-0.25,2.292543240093667,0.670837
2023-01,4.873148431243555,4.909197776347539,0.22134988805581676,0.43234650050305673,-0.25,1.8655614821641033,0.670837
2023-02,0.5313152061494304,0.5532354572522976,0.22193393822372562,0.4497188659958316,-0.25,2.3002845921748096,0.670837
2023-03,0.2926338566146489,0.3044996280808047,0.22251798839163447,0.4527849281835404,-0.25,1.8561152605683453,0.670837
2023-04,0.5640927888903151,0.5926587281265507,0.22830788947504677,0.45555012339675766,-0.25,2.0489894652279315,0.670837
2023-05,0.2289826804167738,0.2542844605210941,0.23409779055845906,0.4339105121300196,-0.25,1.0068267327974407,0.670837
2023-06,0.0350440790407446,0.0369861798891691,0.234593126476048,0.4341505052281623,-0.25,1.527068290868011,0.670837
2023-07,0.386175143410121,0.3722286506527849,0.2350884623936369,0.4311201873438382,-0.25,1.3972580071318137,0.670837
2023-08,0.4746143904367312,0.464256457442663,0.23522428250263197,0.4239437718217407,-0.25,1.2893938673904635,0.670837
2023-09,-0.2488983995990439,-0.2468521103436857,0.23536010261162707,0.4223594876126712,-0.25,1.0719612446751188,0.670837
2023-10,0.2905974273835784,0.3073316000788487,0.23539032749686228,0.39721920018864165,-0.25,1.0593499100209247,0.670837
2023-11,0.0584924929324471,0.062337983341503,0.2354205523820975,0.4090217040231006,-0.25,1.461248262776133,0.670837
2023-12,-0.1330702411008323,-0.1353383260096184,0.23539032749686228,0.41269944929462005,-0.25,1.0949002324857424,0.670837
2024-01,0.9319165376518568,0.935415017747784,0.23536010261162707,0.40715240488230386,-0.25,-0.46139135838947887,0.670837
2024-02,0.2706200012537311,0.2803299737330498,0.23522428250263197,0.3937893483101782,-0.25,-1.9695358783447536,0.585321
2024-03,0.1782802216315052,0.1869555542156604,0.2350884623936369,0.3873195301659736,-0.25,-2.138719508659179,0.585321
2024-04,0.535513874597449,0.5383965281710439,0.234593126476048,0.3796156739564642,-0.25,-3.055698835597608,0.585321
2024-05,0.2079810434726739,0.2309075180604466,0.23409779055845906,0.39555238118682223,-0.25,-0.9373706061832829,0.585321
2024-06,0.0495664121047636,0.0417566741417676,0.22830788947504677,0.39924025905669747,-0.25,-1.5460475455490057,0.585321
2024-07,0.2099844490112185,0.2062245589776413,0.22251798839163447,0.3985859799630409,-0.25,-1.4807748298598196,0.585321
2024-08,0.0728154743529428,0.0608343828349484,0.22193393822372562,0.3970633164322606,-0.25,-0.9330646451137847,0.585321
2024-09,-0.4651739920724355,-0.4617340068967521,0.22134988805581676,0.40889759611062737,-0.25,-0.352735748058863,0.585321
2024-10,0.2218404811078794,0.2378787382064373,0.22091065043136382,0.4180639488794817,-0.25,0.6055042769569303,0.585321
2024-11,0.1310393426229197,0.1291658590093309,0.22047141280691088,0.4218226843713832,-0.25,0.3280664564791008,0.585321
2024-12,0.004238252534602,0.0022835027395008,0.22042538000578085,0.4053869464813166,-0.25,0.3051716774352123,0.585321
2025-01,1.1241131790061305,1.1254585417411134,0.22037934720465083,0.39108859022991965,-0.25,-0.15104698847907905,0.585321
2025-02,0.3273352565503001,0.3390511956382308,0.22042538000578085,0.40579187527968735,-0.25,0.4805170413876414,0.585321
2025-03,0.0259612093364776,0.0244906637781843,0.22047141280691088,0.3857336135652578,-0.25,-0.27852520865175623,0.585321
2025-04,0.1887731296337113,0.193203793756462,0.22091065043136382,0.39714627022015314,-0.25,0.6226203843129338,0.585321
2025-05,0.2616004842766493,0.2815716368924892,0.22134988805581676,0.3996463313971994,-0.25,0.07934858639353032,0.585321
2025-06,0.2140389694357118,0.2034429098532429,0.22193393822372562,0.4075111981922032,-0.25,0.5188936190695426,0.585321
2025-07,0.482699677975129,0.4808192490704156,0.22251798839163447,0.4080478460675628,-0.25,0.6640121122172091,0.585321
2025-08,0.1224612747710427,0.1164301265421099,0.22830788947504677,0.39172002385611565,-0.25,0.4584698424325501,0.585321
2025-09,-0.4796923876781566,-0.473186673138969,0.23409779055845906,0.40033178374735323,-0.25,0.8847514725947585,0.585321
2025-10,0.2401825150651718,0.2350354872261487,0.22830788947504677,0.3878316337441133,-0.25,0.38754429050227857,0.585321
2025-11,0.013912520901711,0.0236031416782966,0.23409779055845906,0.38120563513817934,-0.25,0.8547769992745596,0.585321
2025-12,-0.3176359844265689,-0.3248556006304595,0.22830788947504677,0.37034182793981846,-0.25,0.5281670868591208,0.585321
2026-01,0.8514524588474814,0.8504358971100507,0.22251798839163447,0.35176301356921075,-0.25,-0.5567243226053842,0.585321
2026-02,0.0758514397150598,0.0863644783244499,0.22193393822372562,0.3740416474241974,-0.25,0.654195414059564,0.586409
