edge,horizon,model,forecast,target_period,actual,convention,policy
2025-06,1,QRF_MEDIAN,0.1291989664082615,2025-07,0.4504504504504458,realtime,full
2025-06,1,QRF_MEAN,0.14325851900256548,2025-07,0.4504504504504458,realtime,full
2025-06,1,TVW1,0.18343189222865594,2025-07,0.4504504504504458,realtime,full
2025-06,1,TVW2,0.15694274445804618,2025-07,0.4504504504504458,realtime,full
2025-06,1,TVW3,0.2192439547571855,2025-07,0.4504504504504458,realtime,full
2025-06,2,QRF_MEDIAN,0.0656598818122189,2025-08,0.0640614990390808,realtime,full
2025-06,2,QRF_MEAN,0.05398676773622421,2025-08,0.0640614990390808,realtime,full
2025-06,2,TVW1,0.09605099687789885,2025-08,0.0640614990390808,realtime,full
2025-06,2,TVW2,0.08663905447191309,2025-08,0.0640614990390808,realtime,full
2025-06,2,TVW3,0.11394139183868657,2025-08,0.0640614990390808,realtime,full
2025-06,3,QRF_MEDIAN,0.0,2025-09,-0.5761843790012655,realtime,full
2025-06,3,QRF_MEAN,0.007859073564982458,2025-09,-0.5761843790012655,realtime,full
2025-06,3,TVW1,0.054216059798684026,2025-09,-0.5761843790012655,realtime,full
2025-06,3,TVW2,0.04445192850463332,2025-09,-0.5761843790012655,realtime,full
2025-06,3,TVW3,0.04650510441176208,2025-09,-0.5761843790012655,realtime,full
2025-06,4,QRF_MEDIAN,0.0675675675675613,2025-10,0.5151320025756467,realtime,full
2025-06,4,QRF_MEAN,0.06457169125471678,2025-10,0.5151320025756467,realtime,full
2025-06,4,TVW1,0.09308126279446771,2025-10,0.5151320025756467,realtime,full
2025-06,4,TVW2,0.08752432474735819,2025-10,0.5151320025756467,realtime,full
2025-06,4,TVW3,0.16219370066281377,2025-10,0.5151320025756467,realtime,full
2025-06,5,QRF_MEDIAN,0.1831501831501825,2025-11,-0.3203074951953821,realtime,full
2025-06,5,QRF_MEAN,0.19648468942166938,2025-11,-0.3203074951953821,realtime,full
2025-06,5,TVW1,0.214936578572944,2025-11,-0.3203074951953821,realtime,full
2025-06,5,TVW2,0.1969572996520341,2025-11,-0.3203074951953821,realtime,full
2025-06,5,TVW3,0.2666587461228768,2025-11,-0.3203074951953821,realtime,full
2025-06,6,QRF_MEDIAN,0.1007049345417954,2025-12,-0.2570694087403624,realtime,full
2025-06,6,QRF_MEAN,0.1479729841838856,2025-12,-0.2570694087403624,realtime,full
2025-06,6,TVW1,0.13621774604873352,2025-12,-0.2570694087403624,realtime,full
2025-06,6,TVW2,0.12109021935636122,2025-12,-0.2570694087403624,realtime,full
2025-06,6,TVW3,0.17948478191021863,2025-12,-0.2570694087403624,realtime,full
2025-06,7,QRF_MEDIAN,0.27100470035252844,2026-01,0.8376288659793785,realtime,full
2025-06,7,QRF_MEAN,0.4554487586167431,2026-01,0.8376288659793785,realtime,full
2025-06,7,TVW1,0.3827560947490216,2026-01,0.8376288659793785,realtime,full
2025-06,7,TVW2,0.3384891116300492,2026-01,0.8376288659793785,realtime,full
2025-06,7,TVW3,0.5173187023884824,2026-01,0.8376288659793785,realtime,full
2025-06,8,QRF_MEDIAN,0.1948051948051921,2026-02,-0.0638977635782689,realtime,full
2025-06,8,QRF_MEAN,0.22893825893774977,2026-02,-0.0638977635782689,realtime,full
2025-06,8,TVW1,0.22538751571009816,2026-02,-0.0638977635782689,realtime,full
2025-06,8,TVW2,0.20701850707006034,2026-02,-0.0638977635782689,realtime,full
2025-06,8,TVW3,0.2708156346458228,2026-02,-0.0638977635782689,realtime,full
2025-06,9,QRF_MEDIAN,0.1948051948051921,2026-03,0.5754475703324768,realtime,full
2025-06,9,QRF_MEAN,0.3201171170974976,2026-03,0.5754475703324768,realtime,full
2025-06,9,TVW1,0.25259287120402496,2026-03,0.5754475703324768,realtime,full
2025-06,9,TVW2,0.21442000884854961,2026-03,0.5754475703324768,realtime,full
