edge,horizon,quantile,value
2025-06,1,0.05,-0.28400276541212904
2025-06,1,0.1,-0.2033898305084824
2025-06,1,0.25,0.0
2025-06,1,0.3333333333333333,0.0
2025-06,1,0.5,0.1291989664082615
2025-06,1,0.6666666666666666,0.263157894736854
2025-06,1,0.75,0.3293807641633783
2025-06,1,0.9,0.480769230769229
2025-06,1,0.95,0.615072294063754
2025-06,2,0.05,-0.40014098690835825
2025-06,2,0.1,-0.32626514611545976
2025-06,2,0.25,-0.1295336787564882
2025-06,2,0.3333333333333333,-0.0999999999999889
2025-06,2,0.5,0.0656598818122189
2025-06,2,0.6666666666666666,0.20093775436755829
2025-06,2,0.75,0.2392344497607723
2025-06,2,0.9,0.48661541175433026
2025-06,2,0.95,0.6505576208178487
2025-06,3,0.05,-0.5504587155963248
2025-06,3,0.1,-0.4028197381671594
2025-06,3,0.25,-0.2150537634408644
2025-06,3,0.3333333333333333,-0.1290322580645098
2025-06,3,0.5,0.0
2025-06,3,0.6666666666666666,0.1756459502938382
2025-06,3,0.75,0.24306703121714227
2025-06,3,0.9,0.4775549188156702
2025-06,3,0.95,0.5994005994006013
2025-06,4,0.05,-0.5504587155963248
2025-06,4,0.1,-0.3937007874015741
2025-06,4,0.25,-0.1996007984031989
2025-06,4,0.3333333333333333,-0.10073931784993305
2025-06,4,0.5,0.0675675675675613
2025-06,4,0.6666666666666666,0.2016129032258007
2025-06,4,0.75,0.2649359886202074
2025-06,4,0.9,0.5050505050504972
2025-06,4,0.95,0.6648936170212671
2025-06,5,0.05,-0.3278688524590123
2025-06,5,0.1,-0.21898725931788207
2025-06,5,0.25,0.0
2025-06,5,0.3333333333333333,0.0675219446319985
2025-06,5,0.5,0.1831501831501825
2025-06,5,0.6666666666666666,0.2754820936639035
2025-06,5,0.75,0.3541912632821775
2025-06,5,0.9,0.5239282658103385
2025-06,5,0.95,0.6906094044103631
2025-06,6,0.05,-0.4028197381671594
2025-06,6,0.1,-0.264200792602387
2025-06,6,0.25,-0.09957696547204235
2025-06,6,0.3333333333333333,0.0
2025-06,6,0.5,0.1007049345417954
2025-06,6,0.6666666666666666,0.2020206138491076
2025-06,6,0.75,0.2896279133160595
2025-06,6,0.9,0.5070007755865661
2025-06,6,0.95,0.8641975308641969
2025-06,7,0.05,-0.2624671916010568
2025-06,7,0.1,-0.1108647450110966
2025-06,7,0.25,0.0648088139987068
2025-06,7,0.3333333333333333,0.1074113856068814
2025-06,7,0.5,0.27100470035252844
2025-06,7,0.6666666666666666,0.5215123859191539
2025-06,7,0.75,0.6534811295206722
2025-06,7,0.9,1.4625228519195457
2025-06,7,0.95,1.5469613259668558
2025-06,8,0.05,-0.22172171023954623
2025-06,8,0.1,-0.10977068502743818
2025-06,8,0.25,0.0
2025-06,8,0.3333333333333333,0.0945179584121103
2025-06,8,0.5,0.1948051948051921
2025-06,8,0.6666666666666666,0.2754820936639035
2025-06,8,0.75,0.3686635944700533
2025-06,8,0.9,0.5997620469982291
2025-06,8,0.95,0.7134363852556502
2025-06,9,0.05,-0.264200792602387
2025-06,9,0.1,-0.1988089392308034
2025-06,9,0.25,0.0
2025-06,9,0.3333333333333333,0.0675219446319985
2025-06,9,0.5,0.1948051948051921
2025-06,9,0.6666666666666666,0.30748385500018266
2025-06,9,0.75,0.4612546125461358
2025-06,9,0.9,1.3157894736842035
2025-06,9,0.95,1.4905149051490652
2025-06,10,0.05,-0.264200792602387
2025-06,10,0.1,-0.1986097318768642
2025-06,10,0.25,0.0
2025-06,10,0.3333333333333333,0.0
2025-06,10,0.5,0.1006036217303663
2025-06,10,0.6666666666666666,0.2449303386385046
2025-06,10,0.75,0.3006012024048043
2025-06,10,0.9,0.5198884884748779
2025-06,10,0.95,0.6648936170212671
2025-06,11,0.05,-0.2033898305084824
2025-06,11,0.1,-0.12489366638312344
2025-06,11,0.25,0.0
2025-06,11,0.3333333333333333,0.10053621561866656
2025-06,11,0.5,0.216216216216214
2025-06,11,0.6666666666666666,0.3387533875338855
2025-06,11,0.75,0.42001423821990674
2025-06,11,0.9,0.6297007459748886
2025-06,11,0.95,1.0379323899371016
2025-06,12,0.05,-0.264200792602387
2025-06,12,0.1,-0.2010050251256334
2025-06,12,0.25,0.0
2025-06,12,0.3333333333333333,0.0
2025-06,12,0.5,0.1331557922769732
2025-06,12,0.6666666666666666,0.2614601018675831
2025-06,12,0.75,0.3426128564709585
2025-06,12,0.9,0.6041889776752576
2025-06,12,0.95,0.6648936170212671
2025-06,13,0.05,-0.264200792602387
2025-06,13,0.1,-0.2033898305084824
2025-06,13,0.25,0.0
2025-06,13,0.3333333333333333,0.06628056941881207
2025-06,13,0.5,0.1867413632119507
2025-06,13,0.6666666666666666,0.29930268736238674
2025-06,13,0.75,0.37914794331144747
2025-06,13,0.9,0.5376344086021501
2025-06,13,0.95,0.6622516556291425
2025-07,1,0.05,-0.4048582995951344
2025-07,1,0.1,-0.2661093252401668
2025-07,1,0.25,-0.09097035040430404
2025-07,1,0.3333333333333333,0.0656598818122189
2025-07,1,0.5,0.212089077412525
2025-07,1,0.6666666666666666,0.49909555056746246
2025-07,1,0.75,0.7321216239171091
2025-07,1,0.9,1.4625228519195457
2025-07,1,0.95,1.7763845350052376
2025-07,2,0.05,-0.5504587155963248
2025-07,2,0.1,-0.4000000000000003
2025-07,2,0.25,-0.2205071664829083
2025-07,2,0.3333333333333333,-0.1295336787564882
2025-07,2,0.5,0.0
2025-07,2,0.6666666666666666,0.2020206138491076
2025-07,2,0.75,0.2717391304347893
2025-07,2,0.9,0.4844961240310086
2025-07,2,0.95,0.6505576208178487
2025-07,3,0.05,-0.3208556149732589
2025-07,3,0.1,-0.2205071664829083
2025-07,3,0.25,0.0
2025-07,3,0.3333333333333333,0.0675675675675613
2025-07,3,0.5,0.1880676513029477
2025-07,3,0.6666666666666666,0.2985074626865591
2025-07,3,0.75,0.3968253968253954
2025-07,3,0.9,0.5522533289617011
2025-07,3,0.95,0.6660131973385875
2025-07,4,0.05,-0.5504587155963248
2025-07,4,0.1,-0.4028197381671594
2025-07,4,0.25,-0.1998510501564632
2025-07,4,0.3333333333333333,-0.1004016064256929
2025-07,4,0.5,0.0
