edge,horizon,n_train,n_features,seconds
2025-06,1,277,73,4.284255199978361
2025-06,2,276,73,4.163217799999984
2025-06,3,275,73,4.311050399992382
2025-06,4,274,73,4.425636900006793
2025-06,5,273,73,4.13586799998302
2025-06,6,272,73,4.061726199986879
2025-06,7,271,73,4.37415640000836
2025-06,8,270,73,4.318882899999153
2025-06,9,269,73,4.491298600012669
2025-06,10,268,73,4.0569102999870665
2025-06,11,267,73,4.381668400019407
2025-06,12,266,73,4.159350599977188
2025-06,13,265,73,4.10816820000764
2025-07,1,278,73,4.290857399988454
2025-07,2,277,73,4.536017299978994
2025-07,3,276,73,4.598015299998224
2025-07,4,275,73,4.369945500016911
2025-07,5,274,73,4.548336500010919
2025-07,6,273,73,4.336347000004025
2025-07,7,272,73,4.347117700002855
2025-07,8,271,73,4.0197351000097115
2025-07,9,270,73,3.861327499995241
2025-07,10,269,73,3.811887299991213
2025-07,11,268,73,3.796023500006413
2025-07,12,267,73,3.9313684000226203
2025-07,13,266,73,3.80807949998416
2025-08,1,279,73,3.991738599987002
2025-08,2,278,73,3.9842727999784984
2025-08,3,277,73,3.8872142999898642
2025-08,4,276,73,3.9598400999966543
2025-08,5,275,73,4.050152599986177
2025-08,6,274,73,3.8892610000038985
2025-08,7,273,73,3.8887350999866612
2025-08,8,272,73,4.147952499974053
2025-08,9,271,73,4.041158299980452
2025-08,10,270,73,3.952749499992933
2025-08,11,269,73,3.950497699988773
2025-08,12,268,73,4.05594160000328
2025-08,13,267,73,3.996356799994828
2025-09,1,280,73,4.13860159998876
2025-09,2,279,73,3.9892838000087067
2025-09,3,278,73,4.10745969999698
2025-09,4,277,73,4.041334200010169
2025-09,5,276,73,4.099336399987806
2025-09,6,275,73,3.9183591999753844
2025-09,7,274,73,4.00580230000196
2025-09,8,273,73,4.070123799989233
2025-09,9,272,73,4.073723400011659
2025-09,10,271,73,3.9847297000233084
2025-09,11,270,73,3.896799500013003
2025-09,12,269,73,4.055041500017978
2025-09,13,268,73,4.066826900001615
2025-10,1,281,73,4.1059409999870695
2025-10,2,280,73,4.123820999986492
2025-10,3,279,73,4.1507088000071235
2025-10,4,278,73,4.093580699991435
2025-10,5,277,73,4.0531623999995645
2025-10,6,276,73,3.9906261999858543
2025-10,7,275,73,4.0348388999991585
2025-10,8,274,73,4.2362894999969285
2025-10,9,273,73,4.1460298000019975
2025-10,10,272,73,4.00163590000011
2025-10,11,271,73,3.9702771000156645
2025-10,12,270,73,4.111198599974159
2025-10,13,269,73,4.138411199994152
2025-11,1,282,73,4.2896116000192706
2025-11,2,281,73,4.18054359999951
2025-11,3,280,73,4.122368500015
2025-11,4,279,73,3.979334400006337
2025-11,5,278,73,4.052941700007068
2025-11,6,277,73,4.076583000016399
2025-11,7,276,73,3.9739272000151686
2025-11,8,275,73,4.302470099995844
2025-11,9,274,73,4.279348700016271
2025-11,10,273,73,4.079148600023473
2025-11,11,272,73,4.086399899999378
2025-11,12,271,73,4.214766799996141
2025-11,13,270,73,4.151324400008889
2025-12,1,283,73,4.284553800011054
2025-12,2,282,73,4.286475700006122
2025-12,3,281,73,4.279817699978594
2025-12,4,280,73,4.151555799995549
2025-12,5,279,73,4.19255430001067
2025-12,6,278,73,4.151869599998463
2025-12,7,277,73,4.158778499986511
2025-12,8,276,73,4.392389100015862
2025-12,9,275,73,4.30730179999955
2025-12,10,274,73,4.11739079997642
2025-12,11,273,73,4.048806600010721
2025-12,12,272,73,4.2656487000058405
2025-12,13,271,73,4.23701899999287
2026-01,1,284,73,4.267395800008671
2026-01,2,283,73,4.194498299999395
2026-01,3,282,73,4.169983900006628
2026-01,4,281,73,4.124291999993147
2026-01,5,280,73,4.247683499997947
2026-01,6,279,73,4.047001200000523
2026-01,7,278,73,4.134235200006515
2026-01,8,277,73,4.317783700011205
2026-01,9,276,73,4.277229800005443
2026-01,10,275,73,4.215773299976718
2026-01,11,274,73,4.089193899999373
2026-01,12,273,73,4.1362044000125024
2026-01,13,272,73,4.240896400006022
2026-02,1,285,73,4.320071099995403
2026-02,2,284,73,4.263181899994379
2026-02,3,283,73,4.220970499998657
2026-02,4,282,73,4.141952800011495
2026-02,5,281,73,4.268607699981658
2026-02,6,280,73,4.194240299984813
2026-02,7,279,73,4.206001600017771
2026-02,8,278,73,4.3837480999936815
2026-02,9,277,73,4.336128399998415
2026-02,10,276,73,4.1257299999997485
2026-02,11,275,73,4.163396799995098
2026-02,12,274,73,4.26162080001086
2026-02,13,273,73,4.274442399997497
2026-03,1,286,73,4.337636099982774
2026-03,2,285,73,4.329710999998497
2026-03,3,284,73,4.294989000016358
2026-03,4,283,73,4.392406500002835
2026-03,5,282,73,4.32489639997948
2026-03,6,281,73,4.254739600000903
2026-03,7,280,73,4.176079600001685
2026-03,8,279,73,4.552173100004438
2026-03,9,278,73,4.4459356000006665
2026-03,10,277,73,4.330414299998665
2026-03,11,276,73,4.258804199984297
2026-03,12,275,73,4.419328499992844
2026-03,13,274,73,4.404794500005664
2026-04,1,287,73,4.342099700006656
2026-04,2,286,73,4.46101689999341
2026-04,3,285,73,4.408451499999501
2026-04,4,284,73,4.3472715000098106
2026-04,5,283,73,4.502428800013149
2026-04,6,282,73,4.230406899994705
2026-04,7,281,73,4.282626100000925
2026-04,8,280,73,4.426055899995845
2026-04,9,279,73,4.42167400001199
2026-04,10,278,73,4.236361499992199
2026-04,11,277,73,4.327070800005458
2026-04,12,276,73,4.463788799999747
2026-04,13,275,73,4.387014299980365
2026-05,1,288,73,4.514366700022947
2026-05,2,287,73,4.551784799987217
2026-05,3,286,73,4.538087199995061
2026-05,4,285,73,4.426206299976911
