ticker,name,security_des,indx_source,des_notes,px_last,last_update_dt,last_update
CZIPITN Index,Czech Republic Industrial Prod,Czech Republic Industrial Prod,Czech Statistical Office,"Industrial production measures the output of industrial establishments in the following industries: mining and quarrying, manufacturing and public utilities (electricity, gas and water supply). Production is based on the volume of the output.",97.1,2026-07-31,2026-07-31
