series,reference_period,value,available_from,source,sha256,adjustment,vintage_kind,release_date,reference_release,availability_precision,release_source,release_page_sha256,raw_file
unemployment_nsa,1995-08,4.144619767068248,2026-08-31T22:00:00+00:00,https://csu.gov.cz/docs/107532/462e072c-5e3e-343a-db04-2a440e9146da/nez083126_2.xlsx?version=1.0,3d90bef839460c5e3bd81de31c82a12137dcd98e22b441bca2181671c16c4a5d,nsa,latest_vintage_snapshot,2026-08-31,2026-07,date_only_next_local_midnight,https://csu.gov.cz/rychle-informace/miry-zamestnanosti-nezamestnanosti-a-ekonomicke-aktivity-cervenec-2026,5dfacfbf37ee2435d455c5264256077c43fbf23c77c224d87fed2c00e67d5ef9,raw/2026-07-nsa.xlsx
unemployment_nsa,1995-09,3.851458360934919,2026-08-31T22:00:00+00:00,https://csu.gov.cz/docs/107532/462e072c-5e3e-343a-db04-2a440e9146da/nez083126_2.xlsx?version=1.0,3d90bef839460c5e3bd81de31c82a12137dcd98e22b441bca2181671c16c4a5d,nsa,latest_vintage_snapshot,2026-08-31,2026-07,date_only_next_local_midnight,https://csu.gov.cz/rychle-informace/miry-zamestnanosti-nezamestnanosti-a-ekonomicke-aktivity-cervenec-2026,5dfacfbf37ee2435d455c5264256077c43fbf23c77c224d87fed2c00e67d5ef9,raw/2026-07-nsa.xlsx
unemployment_nsa,1995-10,3.880826369263272,2026-08-31T22:00:00+00:00,https://csu.gov.cz/docs/107532/462e072c-5e3e-343a-db04-2a440e9146da/nez083126_2.xlsx?version=1.0,3d90bef839460c5e3bd81de31c82a12137dcd98e22b441bca2181671c16c4a5d,nsa,latest_vintage_snapshot,2026-08-31,2026-07,date_only_next_local_midnight,https://csu.gov.cz/rychle-informace/miry-zamestnanosti-nezamestnanosti-a-ekonomicke-aktivity-cervenec-2026,5dfacfbf37ee2435d455c5264256077c43fbf23c77c224d87fed2c00e67d5ef9,raw/2026-07-nsa.xlsx
unemployment_nsa,1995-11,3.6315515633326254,2026-08-31T22:00:00+00:00,https://csu.gov.cz/docs/107532/462e072c-5e3e-343a-db04-2a440e9146da/nez083126_2.xlsx?version=1.0,3d90bef839460c5e3bd81de31c82a12137dcd98e22b441bca2181671c16c4a5d,nsa,latest_vintage_snapshot,2026-08-31,2026-07,date_only_next_local_midnight,https://csu.gov.cz/rychle-informace/miry-zamestnanosti-nezamestnanosti-a-ekonomicke-aktivity-cervenec-2026,5dfacfbf37ee2435d455c5264256077c43fbf23c77c224d87fed2c00e67d5ef9,raw/2026-07-nsa.xlsx
unemployment_nsa,1995-12,3.643720267530047,2026-08-31T22:00:00+00:00,https://csu.gov.cz/docs/107532/462e072c-5e3e-343a-db04-2a440e9146da/nez083126_2.xlsx?version=1.0,3d90bef839460c5e3bd81de31c82a12137dcd98e22b441bca2181671c16c4a5d,nsa,latest_vintage_snapshot,2026-08-31,2026-07,date_only_next_local_midnight,https://csu.gov.cz/rychle-informace/miry-zamestnanosti-nezamestnanosti-a-ekonomicke-aktivity-cervenec-2026,5dfacfbf37ee2435d455c5264256077c43fbf23c77c224d87fed2c00e67d5ef9,raw/2026-07-nsa.xlsx
unemployment_nsa,1996-01,3.996386136629086,2026-08-31T22:00:00+00:00,https://csu.gov.cz/docs/107532/462e072c-5e3e-343a-db04-2a440e9146da/nez083126_2.xlsx?version=1.0,3d90bef839460c5e3bd81de31c82a12137dcd98e22b441bca2181671c16c4a5d,nsa,latest_vintage_snapshot,2026-08-31,2026-07,date_only_next_local_midnight,https://csu.gov.cz/rychle-informace/miry-zamestnanosti-nezamestnanosti-a-ekonomicke-aktivity-cervenec-2026,5dfacfbf37ee2435d455c5264256077c43fbf23c77c224d87fed2c00e67d5ef9,raw/2026-07-nsa.xlsx
unemployment_nsa,1996-02,3.5617760056478938,2026-08-31T22:00:00+00:00,https://csu.gov.cz/docs/107532/462e072c-5e3e-343a-db04-2a440e9146da/nez083126_2.xlsx?version=1.0,3d90bef839460c5e3bd81de31c82a12137dcd98e22b441bca2181671c16c4a5d,nsa,latest_vintage_snapshot,2026-08-31,2026-07,date_only_next_local_midnight,https://csu.gov.cz/rychle-informace/miry-zamestnanosti-nezamestnanosti-a-ekonomicke-aktivity-cervenec-2026,5dfacfbf37ee2435d455c5264256077c43fbf23c77c224d87fed2c00e67d5ef9,raw/2026-07-nsa.xlsx
unemployment_nsa,1996-03,3.627965104161005,2026-08-31T22:00:00+00:00,https://csu.gov.cz/docs/107532/462e072c-5e3e-343a-db04-2a440e9146da/nez083126_2.xlsx?version=1.0,3d90bef839460c5e3bd81de31c82a12137dcd98e22b441bca2181671c16c4a5d,nsa,latest_vintage_snapshot,2026-08-31,2026-07,date_only_next_local_midnight,https://csu.gov.cz/rychle-informace/miry-zamestnanosti-nezamestnanosti-a-ekonomicke-aktivity-cervenec-2026,5dfacfbf37ee2435d455c5264256077c43fbf23c77c224d87fed2c00e67d5ef9,raw/2026-07-nsa.xlsx
unemployment_nsa,1996-04,3.859973959697032,2026-08-31T22:00:00+00:00,https://csu.gov.cz/docs/107532/462e072c-5e3e-343a-db04-2a440e9146da/nez083126_2.xlsx?version=1.0,3d90bef839460c5e3bd81de31c82a12137dcd98e22b441bca2181671c16c4a5d,nsa,latest_vintage_snapshot,2026-08-31,2026-07,date_only_next_local_midnight,https://csu.gov.cz/rychle-informace/miry-zamestnanosti-nezamestnanosti-a-ekonomicke-aktivity-cervenec-2026,5dfacfbf37ee2435d455c5264256077c43fbf23c77c224d87fed2c00e67d5ef9,raw/2026-07-nsa.xlsx
unemployment_nsa,1996-05,3.6646105291732782,2026-08-31T22:00:00+00:00,https://csu.gov.cz/docs/107532/462e072c-5e3e-343a-db04-2a440e9146da/nez083126_2.xlsx?version=1.0,3d90bef839460c5e3bd81de31c82a12137dcd98e22b441bca2181671c16c4a5d,nsa,latest_vintage_snapshot,2026-08-31,2026-07,date_only_next_local_midnight,https://csu.gov.cz/rychle-informace/miry-zamestnanosti-nezamestnanosti-a-ekonomicke-aktivity-cervenec-2026,5dfacfbf37ee2435d455c5264256077c43fbf23c77c224d87fed2c00e67d5ef9,raw/2026-07-nsa.xlsx
unemployment_nsa,1996-06,3.77219867980899,2026-08-31T22:00:00+00:00,https://csu.gov.cz/docs/107532/462e072c-5e3e-343a-db04-2a440e9146da/nez083126_2.xlsx?version=1.0,3d90bef839460c5e3bd81de31c82a12137dcd98e22b441bca2181671c16c4a5d,nsa,latest_vintage_snapshot,2026-08-31,2026-07,date_only_next_local_midnight,https://csu.gov.cz/rychle-informace/miry-zamestnanosti-nezamestnanosti-a-ekonomicke-aktivity-cervenec-2026,5dfacfbf37ee2435d455c5264256077c43fbf23c77c224d87fed2c00e67d5ef9,raw/2026-07-nsa.xlsx
unemployment_nsa,1996-07,3.844361351071062,2026-08-31T22:00:00+00:00,https://csu.gov.cz/docs/107532/462e072c-5e3e-343a-db04-2a440e9146da/nez083126_2.xlsx?version=1.0,3d90bef839460c5e3bd81de31c82a12137dcd98e22b441bca2181671c16c4a5d,nsa,latest_vintage_snapshot,2026-08-31,2026-07,date_only_next_local_midnight,https://csu.gov.cz/rychle-informace/miry-zamestnanosti-nezamestnanosti-a-ekonomicke-aktivity-cervenec-2026,5dfacfbf37ee2435d455c5264256077c43fbf23c77c224d87fed2c00e67d5ef9,raw/2026-07-nsa.xlsx
unemployment_nsa,1996-08,4.14420495670614,2026-08-31T22:00:00+00:00,https://csu.gov.cz/docs/107532/462e072c-5e3e-343a-db04-2a440e9146da/nez083126_2.xlsx?version=1.0,3d90bef839460c5e3bd81de31c82a12137dcd98e22b441bca2181671c16c4a5d,nsa,latest_vintage_snapshot,2026-08-31,2026-07,date_only_next_local_midnight,https://csu.gov.cz/rychle-informace/miry-zamestnanosti-nezamestnanosti-a-ekonomicke-aktivity-cervenec-2026,5dfacfbf37ee2435d455c5264256077c43fbf23c77c224d87fed2c00e67d5ef9,raw/2026-07-nsa.xlsx
unemployment_nsa,1996-09,4.004902018038105,2026-08-31T22:00:00+00:00,https://csu.gov.cz/docs/107532/462e072c-5e3e-343a-db04-2a440e9146da/nez083126_2.xlsx?version=1.0,3d90bef839460c5e3bd81de31c82a12137dcd98e22b441bca2181671c16c4a5d,nsa,latest_vintage_snapshot,2026-08-31,2026-07,date_only_next_local_midnight,https://csu.gov.cz/rychle-informace/miry-zamestnanosti-nezamestnanosti-a-ekonomicke-aktivity-cervenec-2026,5dfacfbf37ee2435d455c5264256077c43fbf23c77c224d87fed2c00e67d5ef9,raw/2026-07-nsa.xlsx
